ID;KenmerkenWerk;Cijfersoort;Perioden;ScoreGeluk_1;Ongelukkig_2;NietGelukkigNietOngelukkig_3;Gelukkig_4;ScoreTevredenheidMetHetLeven_5;Ontevreden_6;NietTevredenNietOntevreden_7;Tevreden_8;ScoreTevredenheidOpleidingskansen_9;Ontevreden_10;NietTevredenNietOntevreden_11;Tevreden_12;ScoreTevredenheidMetWerk_13;Ontevreden_14;NietTevredenNietOntevreden_15;Tevreden_16;ScoreTevredenheidMetReistijd_17;Ontevreden_18;NietTevredenNietOntevreden_19;Tevreden_20;ScoreTevredenheidDagelijkseBezigheden_21;Ontevreden_22;NietTevredenNietOntevreden_23;Tevreden_24
10;Totaal personen;Standaardfout;2014;0.0;0.2;0.3;0.4;0.0;0.2;0.4;0.4;0.0;0.3;0.4;0.5;0.0;0.3;0.5;0.6;0.0;0.3;0.5;0.6;0.0;0.4;0.7;0.7
11;Totaal personen;Standaardfout;2015;0.0;0.2;0.4;0.4;0.0;0.2;0.4;0.4;0.0;0.3;0.4;0.5;0.0;0.3;0.5;0.6;0.0;0.3;0.5;0.6;0.0;0.4;0.7;0.8
12;Totaal personen;Standaardfout;2016;0.0;0.2;0.3;0.4;0.0;0.2;0.4;0.4;0.0;0.3;0.4;0.5;0.0;0.3;0.5;0.6;0.0;0.3;0.5;0.6;0.0;0.4;0.7;0.8
13;Totaal personen;Standaardfout;2017;0.0;0.2;0.3;0.4;0.0;0.2;0.4;0.4;0.0;0.2;0.4;0.5;0.0;0.3;0.5;0.6;0.0;0.3;0.5;0.6;0.0;0.4;0.7;0.8
14;Totaal personen;Standaardfout;2018;0.0;0.2;0.3;0.4;0.0;0.2;0.4;0.4;0.0;0.3;0.4;0.5;0.0;0.3;0.5;0.6;0.0;0.4;0.5;0.6;0.0;0.4;0.7;0.7
15;Totaal personen;Standaardfout;2019;0.0;0.2;0.3;0.4;0.0;0.2;0.4;0.4;0.0;0.3;0.4;0.5;0.0;0.3;0.5;0.5;0.0;0.3;0.5;0.6;0.0;0.4;0.7;0.8
16;Totaal personen;Standaardfout;2020;0.0;0.2;0.4;0.4;0.0;0.2;0.4;0.4;0.0;0.3;0.4;0.4;0.0;0.2;0.5;0.5;0.0;0.3;0.5;0.6;0.0;0.4;0.7;0.8
17;Totaal personen;Standaardfout;2021;0.0;0.2;0.4;0.4;0.0;0.2;0.4;0.5;0.0;0.3;0.4;0.5;0.0;0.3;0.5;0.6;0.0;0.3;0.5;0.6;0.0;0.5;0.8;0.9
18;Arb.pos.: werkzame beroepsbevolking;Gemiddelde/Percentage;2013;7.8;1.5;7.5;91.0;7.7;2.1;10.7;87.3;7.7;3.3;12.4;84.3;7.7;3.3;12.5;84.2;8.1;3.9;11.6;84.4;7.3;4.9;15.0;80.1
19;Arb.pos.: werkzame beroepsbevolking;Gemiddelde/Percentage;2014;7.8;1.6;6.7;91.7;7.7;2.0;9.5;88.5;7.7;2.9;12.6;84.5;7.6;3.6;13.3;83.1;8.1;4.9;11.2;83.8;7.4;3.6;14.8;81.6
20;Arb.pos.: werkzame beroepsbevolking;Gemiddelde/Percentage;2015;7.8;1.8;7.1;91.1;7.7;2.2;10.0;87.8;7.7;3.2;12.0;84.8;7.7;3.1;13.1;83.8;8.1;4.6;11.9;83.5;7.4;3.8;13.6;82.5
21;Arb.pos.: werkzame beroepsbevolking;Gemiddelde/Percentage;2016;7.8;1.7;7.3;91.0;7.7;1.8;9.6;88.6;7.7;3.3;11.8;84.9;7.7;3.6;11.3;85.1;8.0;4.8;12.0;83.2;7.4;2.0;17.3;80.7
22;Arb.pos.: werkzame beroepsbevolking;Gemiddelde/Percentage;2017;7.8;1.5;7.6;90.9;7.7;1.7;9.3;89.0;7.8;2.6;11.0;86.4;7.7;3.1;12.0;84.9;8.0;5.1;12.0;82.9;7.4;3.3;14.8;81.9
23;Arb.pos.: werkzame beroepsbevolking;Gemiddelde/Percentage;2018;7.8;2.0;7.7;90.3;7.7;1.5;10.2;88.2;7.8;3.9;10.0;86.0;7.7;3.1;12.7;84.2;8.0;6.2;12.4;81.5;7.4;4.7;13.2;82.1
24;Arb.pos.: werkzame beroepsbevolking;Gemiddelde/Percentage;2019;7.8;1.6;6.7;91.7;7.7;1.4;8.5;90.1;7.9;3.0;9.6;87.4;7.8;3.0;10.1;86.9;8.0;5.2;12.2;82.6;7.4;1.3;16.9;81.7
25;Arb.pos.: werkzame beroepsbevolking;Gemiddelde/Percentage;2020;7.7;1.8;8.7;89.4;7.7;1.8;10.2;88.0;8.0;2.9;10.1;87.0;7.8;2.5;11.3;86.2;8.1;5.1;10.6;84.3;7.4;4.2;13.6;82.2
26;Arb.pos.: werkzame beroepsbevolking;Gemiddelde/Percentage;2021;7.7;2.6;9.1;88.4;7.6;2.3;11.8;85.9;8.0;2.7;8.8;88.5;7.8;3.4;10.1;86.5;8.2;4.1;10.9;85.0;7.2;4.7;24.5;70.8
27;Arb.pos.: werkzame beroepsbevolking;Standaardfout;2013;0.0;0.2;0.4;0.4;0.0;0.2;0.5;0.5;0.0;0.3;0.5;0.6;0.0;0.3;0.5;0.6;0.0;0.3;0.5;0.6;0.1;1.0;1.7;1.9
28;Arb.pos.: werkzame beroepsbevolking;Standaardfout;2014;0.0;0.2;0.4;0.4;0.0;0.2;0.4;0.5;0.0;0.3;0.5;0.5;0.0;0.3;0.5;0.6;0.0;0.3;0.5;0.6;0.1;0.9;1.6;1.8
29;Arb.pos.: werkzame beroepsbevolking;Standaardfout;2015;0.0;0.2;0.4;0.4;0.0;0.2;0.4;0.5;0.0;0.3;0.5;0.5;0.0;0.3;0.5;0.6;0.0;0.3;0.5;0.6;0.1;0.9;1.6;1.7
30;Arb.pos.: werkzame beroepsbevolking;Standaardfout;2016;0.0;0.2;0.4;0.4;0.0;0.2;0.4;0.5;0.0;0.3;0.5;0.5;0.0;0.3;0.5;0.6;0.0;0.3;0.5;0.6;0.1;0.7;1.8;1.9
31;Arb.pos.: werkzame beroepsbevolking;Standaardfout;2017;0.0;0.2;0.4;0.4;0.0;0.2;0.4;0.5;0.0;0.2;0.5;0.5;0.0;0.3;0.5;0.6;0.0;0.3;0.5;0.6;0.1;0.8;1.7;1.8
32;Arb.pos.: werkzame beroepsbevolking;Standaardfout;2018;0.0;0.2;0.4;0.4;0.0;0.2;0.4;0.5;0.0;0.3;0.4;0.5;0.0;0.3;0.5;0.6;0.0;0.4;0.5;0.6;0.1;1.0;1.7;1.9
33;Arb.pos.: werkzame beroepsbevolking;Standaardfout;2019;0.0;0.2;0.4;0.4;0.0;0.2;0.4;0.4;0.0;0.3;0.4;0.5;0.0;0.3;0.5;0.5;0.0;0.3;0.5;0.6;0.1;0.5;1.8;1.9
34;Arb.pos.: werkzame beroepsbevolking;Standaardfout;2020;0.0;0.2;0.4;0.4;0.0;0.2;0.4;0.5;0.0;0.2;0.4;0.5;0.0;0.2;0.5;0.5;0.0;0.3;0.5;0.6;0.1;1.0;1.7;1.8
35;Arb.pos.: werkzame beroepsbevolking;Standaardfout;2021;0.0;0.2;0.4;0.5;0.0;0.2;0.5;0.5;0.0;0.3;0.4;0.5;0.0;0.3;0.5;0.6;0.0;0.3;0.5;0.6;0.1;1.1;2.2;2.3
36;Arb.pos.: niet-werkzame bevolking;Gemiddelde/Percentage;2013;7.5;4.1;14.2;81.7;7.3;5.8;16.8;77.5;7.1;8.5;21.6;69.8;;;;;;;;;7.2;6.5;18.7;74.7
37;Arb.pos.: niet-werkzame bevolking;Gemiddelde/Percentage;2014;7.5;3.6;14.7;81.7;7.4;5.5;16.4;78.0;7.1;8.8;20.3;71.0;;;;;;;;;7.3;6.5;17.3;76.3
38;Arb.pos.: niet-werkzame bevolking;Gemiddelde/Percentage;2015;7.5;4.5;14.5;81.0;7.3;6.8;15.9;77.3;7.1;9.2;20.3;70.5;;;;;;;;;7.2;6.2;17.5;76.3
39;Arb.pos.: niet-werkzame bevolking;Gemiddelde/Percentage;2016;7.5;4.3;12.2;83.6;7.4;5.1;15.7;79.2;7.1;7.5;20.2;72.2;;;;;;;;;7.2;5.0;18.5;76.5
40;Arb.pos.: niet-werkzame bevolking;Gemiddelde/Percentage;2017;7.5;5.1;13.7;81.2;7.4;6.7;14.3;79.0;7.2;8.1;18.4;73.6;;;;;;;;;7.2;6.9;17.5;75.6
41;Arb.pos.: niet-werkzame bevolking;Gemiddelde/Percentage;2018;7.5;4.5;12.6;82.9;7.4;4.1;14.8;81.0;7.2;8.2;19.1;72.7;;;;;;;;;7.3;4.7;16.8;78.5
42;Arb.pos.: niet-werkzame bevolking;Gemiddelde/Percentage;2019;7.5;4.6;11.8;83.6;7.5;4.3;13.9;81.8;7.1;8.3;19.5;72.3;;;;;;;;;7.3;5.0;16.2;78.8
43;Arb.pos.: niet-werkzame bevolking;Gemiddelde/Percentage;2020;7.5;4.4;13.8;81.8;7.4;4.5;16.6;78.9;7.2;8.3;17.7;74.1;;;;;;;;;7.3;5.9;17.2;76.8
44;Arb.pos.: niet-werkzame bevolking;Gemiddelde/Percentage;2021;7.4;4.7;12.8;82.5;7.4;5.3;15.5;79.3;7.4;7.7;15.2;77.1;;;;;;;;;7.2;5.9;18.6;75.6
45;Arb.pos.: niet-werkzame bevolking;Standaardfout;2013;0.0;0.4;0.7;0.8;0.0;0.5;0.7;0.8;0.0;0.6;0.8;0.9;;;;;;;;;0.0;0.5;0.8;0.8
46;Arb.pos.: niet-werkzame bevolking;Standaardfout;2014;0.0;0.4;0.7;0.7;0.0;0.4;0.7;0.8;0.0;0.6;0.8;0.9;;;;;;;;;0.0;0.5;0.7;0.8
47;Arb.pos.: niet-werkzame bevolking;Standaardfout;2015;0.0;0.4;0.7;0.8;0.0;0.5;0.7;0.8;0.0;0.6;0.8;0.9;;;;;;;;;0.0;0.5;0.7;0.8
48;Arb.pos.: niet-werkzame bevolking;Standaardfout;2016;0.0;0.4;0.6;0.7;0.0;0.4;0.7;0.8;0.0;0.5;0.8;0.9;;;;;;;;;0.0;0.4;0.8;0.8
49;Arb.pos.: niet-werkzame bevolking;Standaardfout;2017;0.0;0.4;0.7;0.8;0.0;0.5;0.7;0.8;0.0;0.6;0.8;0.9;;;;;;;;;0.0;0.5;0.8;0.9
50;Arb.pos.: niet-werkzame bevolking;Standaardfout;2018;0.0;0.4;0.7;0.8;0.0;0.4;0.7;0.8;0.0;0.6;0.8;0.9;;;;;;;;;0.0;0.4;0.7;0.8
51;Arb.pos.: niet-werkzame bevolking;Standaardfout;2019;0.0;0.4;0.7;0.8;0.0;0.4;0.7;0.8;0.0;0.6;0.8;0.9;;;;;;;;;0.0;0.4;0.7;0.8
52;Arb.pos.: niet-werkzame bevolking;Standaardfout;2020;0.0;0.4;0.7;0.8;0.0;0.4;0.7;0.8;0.0;0.6;0.8;0.9;;;;;;;;;0.0;0.5;0.7;0.8
53;Arb.pos.: niet-werkzame bevolking;Standaardfout;2021;0.0;0.5;0.7;0.8;0.0;0.5;0.8;0.9;0.0;0.6;0.8;0.9;;;;;;;;;0.0;0.5;0.8;0.9
54;Arbeidsduur: minder dan 12 uur per week;Gemiddelde/Percentage;2013;7.7;2.0;11.1;87.0;7.6;2.7;13.2;84.1;7.6;3.9;11.6;84.5;;;;;;;;;7.3;4.9;15.0;80.1
55;Arbeidsduur: minder dan 12 uur per week;Gemiddelde/Percentage;2014;7.7;1.4;8.9;89.8;7.6;1.7;11.4;86.9;7.7;3.7;12.9;83.4;;;;;;;;;7.4;3.6;14.8;81.6
56;Arbeidsduur: minder dan 12 uur per week;Gemiddelde/Percentage;2015;7.7;2.6;10.2;87.2;7.5;3.9;13.0;83.0;7.7;2.9;16.0;81.1;;;;;;;;;7.4;3.8;13.6;82.5
57;Arbeidsduur: minder dan 12 uur per week;Gemiddelde/Percentage;2016;7.8;3.2;8.1;88.7;7.6;3.1;12.3;84.6;7.7;4.3;15.5;80.2;;;;;;;;;7.4;2.0;17.3;80.7
58;Arbeidsduur: minder dan 12 uur per week;Gemiddelde/Percentage;2017;7.6;2.5;11.8;85.7;7.5;2.0;15.8;82.2;7.7;3.2;14.4;82.3;;;;;;;;;7.4;3.3;14.8;81.9
59;Arbeidsduur: minder dan 12 uur per week;Gemiddelde/Percentage;2018;7.7;3.6;8.7;87.6;7.6;2.5;11.5;86.0;7.8;5.6;9.6;84.8;;;;;;;;;7.4;4.7;13.2;82.1
60;Arbeidsduur: minder dan 12 uur per week;Gemiddelde/Percentage;2019;7.6;2.0;10.0;88.0;7.5;3.6;10.4;86.0;7.8;4.2;11.7;84.1;;;;;;;;;7.4;1.3;16.9;81.7
61;Arbeidsduur: minder dan 12 uur per week;Gemiddelde/Percentage;2020;7.5;2.3;11.5;86.2;7.5;1.8;15.2;83.0;8.1;4.1;8.4;87.5;;;;;;;;;7.4;4.2;13.6;82.2
62;Arbeidsduur: minder dan 12 uur per week;Gemiddelde/Percentage;2021;7.4;3.7;15.2;81.2;7.3;4.0;19.5;76.4;7.8;5.4;9.2;85.4;;;;;;;;;7.2;4.7;24.5;70.8
63;Arbeidsduur: minder dan 12 uur per week;Standaardfout;2013;0.1;0.7;1.5;1.6;0.1;0.8;1.6;1.7;0.1;0.9;1.5;1.7;;;;;;;;;0.1;1.0;1.7;1.9
64;Arbeidsduur: minder dan 12 uur per week;Standaardfout;2014;0.1;0.5;1.3;1.4;0.1;0.6;1.5;1.6;0.1;0.9;1.6;1.7;;;;;;;;;0.1;0.9;1.6;1.8
65;Arbeidsduur: minder dan 12 uur per week;Standaardfout;2015;0.1;0.7;1.4;1.5;0.1;0.9;1.5;1.7;0.1;0.8;1.7;1.8;;;;;;;;;0.1;0.9;1.6;1.7
66;Arbeidsduur: minder dan 12 uur per week;Standaardfout;2016;0.1;0.8;1.3;1.5;0.1;0.8;1.5;1.7;0.1;1.0;1.7;1.9;;;;;;;;;0.1;0.7;1.8;1.9
67;Arbeidsduur: minder dan 12 uur per week;Standaardfout;2017;0.1;0.7;1.5;1.7;0.1;0.7;1.7;1.8;0.1;0.8;1.7;1.8;;;;;;;;;0.1;0.8;1.7;1.8
68;Arbeidsduur: minder dan 12 uur per week;Standaardfout;2018;0.1;0.9;1.4;1.6;0.1;0.8;1.6;1.7;0.1;1.1;1.4;1.8;;;;;;;;;0.1;1.0;1.7;1.9
69;Arbeidsduur: minder dan 12 uur per week;Standaardfout;2019;0.1;0.7;1.5;1.6;0.1;0.9;1.5;1.7;0.1;1.0;1.6;1.8;;;;;;;;;0.1;0.5;1.8;1.9
70;Arbeidsduur: minder dan 12 uur per week;Standaardfout;2020;0.1;0.7;1.6;1.7;0.1;0.6;1.8;1.8;0.1;1.0;1.3;1.6;;;;;;;;;0.1;1.0;1.7;1.8
71;Arbeidsduur: minder dan 12 uur per week;Standaardfout;2021;0.1;1.0;1.9;2.0;0.1;1.0;2.1;2.2;0.1;1.2;1.5;1.8;;;;;;;;;0.1;1.1;2.2;2.3
72;Arbeidsduur: 12 tot 20 uur per week;Gemiddelde/Percentage;2013;7.9;1.5;5.9;92.5;7.7;1.8;10.9;87.3;7.6;3.4;13.4;83.2;7.5;3.2;16.2;80.5;8.3;2.7;8.9;88.3;;;;
73;Arbeidsduur: 12 tot 20 uur per week;Gemiddelde/Percentage;2014;7.8;2.2;8.6;89.2;7.6;3.1;12.4;84.5;7.5;3.4;15.6;81.0;7.5;3.1;17.0;79.9;8.3;2.1;9.8;88.1;;;;
74;Arbeidsduur: 12 tot 20 uur per week;Gemiddelde/Percentage;2015;7.8;1.7;9.4;88.9;7.7;1.4;10.9;87.7;7.7;3.1;13.3;83.6;7.5;2.9;14.7;82.4;8.4;3.5;6.3;90.2;;;;
75;Arbeidsduur: 12 tot 20 uur per week;Gemiddelde/Percentage;2016;7.8;1.5;8.0;90.5;7.7;2.1;9.3;88.6;7.6;4.2;12.6;83.1;7.6;4.4;13.5;82.1;8.5;1.5;7.8;90.7;;;;
76;Arbeidsduur: 12 tot 20 uur per week;Gemiddelde/Percentage;2017;7.8;1.7;8.3;90.1;7.7;1.4;12.6;86.1;7.6;3.9;12.3;83.8;7.5;3.9;12.5;83.6;8.2;5.0;8.7;86.3;;;;
77;Arbeidsduur: 12 tot 20 uur per week;Gemiddelde/Percentage;2018;7.8;1.9;8.8;89.4;7.7;1.9;9.3;88.7;7.7;4.8;12.2;83.1;7.6;2.3;14.9;82.8;8.3;2.6;10.0;87.3;;;;
78;Arbeidsduur: 12 tot 20 uur per week;Gemiddelde/Percentage;2019;7.8;1.5;5.0;93.6;7.7;1.7;7.9;90.3;7.8;3.5;11.1;85.4;7.8;3.5;10.8;85.8;8.5;2.2;9.1;88.7;;;;
79;Arbeidsduur: 12 tot 20 uur per week;Gemiddelde/Percentage;2020;7.6;1.6;12.8;85.6;7.6;1.5;13.6;84.8;7.8;2.0;15.2;82.8;7.5;4.9;14.0;81.1;8.2;4.7;9.1;86.2;;;;
80;Arbeidsduur: 12 tot 20 uur per week;Gemiddelde/Percentage;2021;7.6;4.4;11.6;84.0;7.5;4.3;16.0;79.6;7.9;2.0;14.1;83.9;7.6;5.2;8.9;85.8;8.3;2.9;9.0;88.1;;;;
81;Arbeidsduur: 12 tot 20 uur per week;Standaardfout;2013;0.1;0.7;1.3;1.4;0.1;0.7;1.7;1.8;0.1;1.0;1.8;2.0;0.1;0.9;2.0;2.1;0.1;0.9;1.5;1.7;;;;
82;Arbeidsduur: 12 tot 20 uur per week;Standaardfout;2014;0.1;0.8;1.5;1.7;0.1;0.9;1.8;1.9;0.1;1.0;1.9;2.1;0.1;0.9;2.0;2.1;0.1;0.8;1.6;1.7;;;;
83;Arbeidsduur: 12 tot 20 uur per week;Standaardfout;2015;0.1;0.7;1.6;1.7;0.1;0.6;1.7;1.8;0.1;0.9;1.9;2.0;0.1;0.9;1.9;2.0;0.1;1.0;1.3;1.6;;;;
84;Arbeidsduur: 12 tot 20 uur per week;Standaardfout;2016;0.1;0.7;1.5;1.6;0.1;0.8;1.6;1.8;0.1;1.1;1.8;2.1;0.1;1.1;1.9;2.1;0.1;0.7;1.5;1.6;;;;
85;Arbeidsduur: 12 tot 20 uur per week;Standaardfout;2017;0.1;0.7;1.5;1.6;0.1;0.6;1.8;1.9;0.1;1.1;1.8;2.0;0.1;1.1;1.8;2.0;0.1;1.2;1.6;1.9;;;;
86;Arbeidsduur: 12 tot 20 uur per week;Standaardfout;2018;0.1;0.7;1.6;1.7;0.1;0.8;1.6;1.7;0.1;1.2;1.8;2.1;0.1;0.8;1.9;2.0;0.1;0.9;1.6;1.8;;;;
87;Arbeidsduur: 12 tot 20 uur per week;Standaardfout;2019;0.1;0.7;1.2;1.4;0.1;0.7;1.5;1.6;0.1;1.0;1.7;2.0;0.1;1.0;1.7;1.9;0.1;0.8;1.6;1.8;;;;
88;Arbeidsduur: 12 tot 20 uur per week;Standaardfout;2020;0.1;0.7;2.0;2.1;0.1;0.7;2.0;2.1;0.1;0.8;2.1;2.2;0.1;1.2;2.0;2.3;0.1;1.2;1.7;2.0;;;;
89;Arbeidsduur: 12 tot 20 uur per week;Standaardfout;2021;0.1;1.3;2.0;2.3;0.1;1.3;2.3;2.5;0.1;0.9;2.2;2.3;0.1;1.4;1.7;2.1;0.1;1.0;1.8;2.0;;;;
90;Arbeidsduur: 20 tot 35 uur per week;Gemiddelde/Percentage;2013;7.9;1.0;7.1;91.8;7.7;1.6;10.9;87.5;7.7;2.7;12.2;85.1;7.6;2.8;13.8;83.4;8.2;3.2;9.7;87.1;;;;
91;Arbeidsduur: 20 tot 35 uur per week;Gemiddelde/Percentage;2014;7.8;1.4;6.8;91.8;7.7;1.8;9.3;88.8;7.6;3.6;14.2;82.1;7.5;4.4;14.5;81.1;8.1;4.0;10.5;85.5;;;;
92;Arbeidsduur: 20 tot 35 uur per week;Gemiddelde/Percentage;2015;7.8;1.9;6.0;92.0;7.7;1.9;10.1;88.0;7.7;3.1;12.3;84.6;7.6;3.2;14.4;82.4;8.2;4.2;10.5;85.3;;;;
93;Arbeidsduur: 20 tot 35 uur per week;Gemiddelde/Percentage;2016;7.9;1.3;6.6;92.2;7.7;1.9;9.3;88.8;7.7;3.5;11.2;85.3;7.5;4.2;12.2;83.6;8.1;4.7;11.4;83.8;;;;
94;Arbeidsduur: 20 tot 35 uur per week;Gemiddelde/Percentage;2017;7.8;1.8;7.2;91.0;7.7;2.2;8.8;88.9;7.8;2.5;10.1;87.3;7.6;3.7;12.5;83.8;8.0;5.2;10.8;84.0;;;;
95;Arbeidsduur: 20 tot 35 uur per week;Gemiddelde/Percentage;2018;7.7;2.0;7.5;90.5;7.7;1.4;10.7;87.9;7.8;3.1;11.2;85.7;7.6;3.0;13.7;83.4;8.1;4.6;10.6;84.8;;;;
96;Arbeidsduur: 20 tot 35 uur per week;Gemiddelde/Percentage;2019;7.8;1.9;6.0;92.1;7.7;1.4;8.1;90.4;7.9;3.2;9.8;86.9;7.6;3.6;11.3;85.1;8.1;4.6;11.4;83.9;;;;
97;Arbeidsduur: 20 tot 35 uur per week;Gemiddelde/Percentage;2020;7.7;1.8;8.9;89.4;7.7;1.9;10.2;87.9;7.9;2.4;12.1;85.5;7.7;2.8;13.1;84.0;8.1;4.8;9.8;85.4;;;;
98;Arbeidsduur: 20 tot 35 uur per week;Gemiddelde/Percentage;2021;7.7;2.7;8.3;89.1;7.6;2.6;10.2;87.2;8.0;2.5;8.6;88.9;7.7;3.8;11.9;84.3;8.2;4.2;9.6;86.2;;;;
99;Arbeidsduur: 20 tot 35 uur per week;Standaardfout;2013;0.0;0.3;0.7;0.8;0.0;0.4;0.9;0.9;0.0;0.5;0.9;1.0;0.0;0.5;1.0;1.0;0.0;0.5;0.8;0.9;;;;
100;Arbeidsduur: 20 tot 35 uur per week;Standaardfout;2014;0.0;0.3;0.7;0.7;0.0;0.4;0.8;0.8;0.0;0.5;0.9;1.0;0.0;0.5;0.9;1.0;0.0;0.5;0.8;0.9;;;;
101;Arbeidsduur: 20 tot 35 uur per week;Standaardfout;2015;0.0;0.4;0.6;0.7;0.0;0.4;0.8;0.9;0.0;0.5;0.9;1.0;0.0;0.5;0.9;1.0;0.0;0.5;0.8;1.0;;;;
102;Arbeidsduur: 20 tot 35 uur per week;Standaardfout;2016;0.0;0.3;0.7;0.7;0.0;0.4;0.8;0.9;0.0;0.5;0.9;1.0;0.0;0.5;0.9;1.0;0.0;0.6;0.9;1.0;;;;
103;Arbeidsduur: 20 tot 35 uur per week;Standaardfout;2017;0.0;0.3;0.7;0.7;0.0;0.4;0.7;0.8;0.0;0.4;0.8;0.9;0.0;0.5;0.9;0.9;0.0;0.6;0.8;0.9;;;;
104;Arbeidsduur: 20 tot 35 uur per week;Standaardfout;2018;0.0;0.4;0.7;0.7;0.0;0.3;0.8;0.8;0.0;0.4;0.8;0.9;0.0;0.4;0.9;0.9;0.0;0.5;0.8;0.9;;;;
105;Arbeidsduur: 20 tot 35 uur per week;Standaardfout;2019;0.0;0.4;0.6;0.7;0.0;0.3;0.7;0.8;0.0;0.5;0.8;0.9;0.0;0.5;0.8;0.9;0.0;0.5;0.8;0.9;;;;
106;Arbeidsduur: 20 tot 35 uur per week;Standaardfout;2020;0.0;0.3;0.7;0.8;0.0;0.3;0.8;0.8;0.0;0.4;0.8;0.9;0.0;0.4;0.8;0.9;0.0;0.5;0.7;0.9;;;;
107;Arbeidsduur: 20 tot 35 uur per week;Standaardfout;2021;0.0;0.4;0.7;0.8;0.0;0.4;0.8;0.9;0.0;0.4;0.7;0.8;0.0;0.5;0.9;1.0;0.0;0.5;0.8;0.9;;;;
108;Arbeidsduur: voltijd;Gemiddelde/Percentage;2013;7.8;1.7;7.2;91.2;7.7;2.2;10.0;87.7;7.7;3.6;12.5;84.0;7.7;3.6;11.2;85.3;8.0;4.5;13.1;82.4;;;;
109;Arbeidsduur: voltijd;Gemiddelde/Percentage;2014;7.8;1.8;5.9;92.4;7.7;2.0;8.7;89.2;7.8;2.2;11.0;86.8;7.7;3.2;12.0;84.9;8.0;6.0;11.9;82.2;;;;
110;Arbeidsduur: voltijd;Gemiddelde/Percentage;2015;7.8;1.5;6.8;91.7;7.7;2.1;9.2;88.7;7.8;3.4;10.8;85.8;7.7;3.1;12.1;84.8;7.9;5.1;13.6;81.4;;;;
111;Arbeidsduur: voltijd;Gemiddelde/Percentage;2016;7.8;1.7;7.5;90.8;7.7;1.4;9.3;89.3;7.8;2.9;11.4;85.7;7.8;3.1;10.5;86.4;7.9;5.3;13.0;81.8;;;;
112;Arbeidsduur: voltijd;Gemiddelde/Percentage;2017;7.9;1.1;7.0;91.9;7.8;1.4;7.9;90.7;7.9;2.3;10.8;86.9;7.8;2.6;11.6;85.8;8.0;5.1;13.3;81.7;;;;
