ID;Geslacht;Leeftijd;Arbeidskenmerken;LevenLangOntwikkelen;Perioden;WerkzameBeroepsbevolking15Tot75Jaar_1
151;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Totaal;2020;114
152;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Totaal;2021;0
153;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Totaal;2022;0
154;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Totaal;2023;0
155;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Totaal;2024;0
156;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Deelname leven lang ontwikkelen;2013;15
157;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Deelname leven lang ontwikkelen;2014;15
158;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Deelname leven lang ontwikkelen;2015;17
159;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Deelname leven lang ontwikkelen;2016;17
160;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Deelname leven lang ontwikkelen;2017;16
161;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Deelname leven lang ontwikkelen;2018;18
162;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Deelname leven lang ontwikkelen;2019;18
163;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Deelname leven lang ontwikkelen;2020;19
164;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Deelname leven lang ontwikkelen;2021;0
165;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Deelname leven lang ontwikkelen;2022;0
166;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Deelname leven lang ontwikkelen;2023;0
167;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Deelname leven lang ontwikkelen;2024;0
168;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Volgt formeel onderwijs;2013;9
169;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Volgt formeel onderwijs;2014;8
170;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Volgt formeel onderwijs;2015;10
171;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Volgt formeel onderwijs;2016;10
172;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Volgt formeel onderwijs;2017;8
173;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Volgt formeel onderwijs;2018;8
174;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Volgt formeel onderwijs;2019;9
175;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Volgt formeel onderwijs;2020;11
176;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Volgt formeel onderwijs;2021;0
177;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Volgt formeel onderwijs;2022;0
178;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Volgt formeel onderwijs;2023;0
179;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Volgt formeel onderwijs;2024;0
180;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Volgt niet-formeel onderwijs;2013;7
181;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Volgt niet-formeel onderwijs;2014;8
182;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Volgt niet-formeel onderwijs;2015;7
183;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Volgt niet-formeel onderwijs;2016;7
184;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Volgt niet-formeel onderwijs;2017;9
185;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Volgt niet-formeel onderwijs;2018;10
186;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Volgt niet-formeel onderwijs;2019;9
187;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Volgt niet-formeel onderwijs;2020;8
188;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Volgt niet-formeel onderwijs;2021;0
189;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Volgt niet-formeel onderwijs;2022;0
190;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Volgt niet-formeel onderwijs;2023;0
191;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Volgt niet-formeel onderwijs;2024;0
192;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Volgt geen formeel onderwijs;2013;83
193;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Volgt geen formeel onderwijs;2014;82
194;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Volgt geen formeel onderwijs;2015;84
195;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Volgt geen formeel onderwijs;2016;86
196;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Volgt geen formeel onderwijs;2017;93
197;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Volgt geen formeel onderwijs;2018;98
198;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Volgt geen formeel onderwijs;2019;106
199;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Volgt geen formeel onderwijs;2020;104
200;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Volgt geen formeel onderwijs;2021;0
201;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Volgt geen formeel onderwijs;2022;0
202;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Volgt geen formeel onderwijs;2023;0
203;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Volgt geen formeel onderwijs;2024;0
204;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Geen deelname leven lang ontwikkelen;2013;76
205;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Geen deelname leven lang ontwikkelen;2014;74
206;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Geen deelname leven lang ontwikkelen;2015;77
207;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Geen deelname leven lang ontwikkelen;2016;80
208;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Geen deelname leven lang ontwikkelen;2017;84
209;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Geen deelname leven lang ontwikkelen;2018;88
210;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Geen deelname leven lang ontwikkelen;2019;97
211;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Geen deelname leven lang ontwikkelen;2020;96
212;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Geen deelname leven lang ontwikkelen;2021;0
213;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Geen deelname leven lang ontwikkelen;2022;0
214;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Geen deelname leven lang ontwikkelen;2023;0
215;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: langer 1 jaar, duur onbek.;Geen deelname leven lang ontwikkelen;2024;0
216;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: 1 tot 5 jaar;Totaal;2013;2446
217;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: 1 tot 5 jaar;Totaal;2014;2318
218;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: 1 tot 5 jaar;Totaal;2015;2252
219;Totaal mannen en vrouwen;15 tot 75 jaar;Anciënniteit: 1 tot 5 jaar;Totaal;2016;2253
