ID;Geslacht;Persoonskenmerken;BedrijfstakkenBranchesSBI2008;CaribischNederland;Perioden;WerkzameBeroepsbevolking_1
67;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;Saba;2014;120
68;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;Saba;2016;110
69;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;Saba;2018;170
70;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;Saba;2020;210
71;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;Saba;2022;170
72;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;Caribisch Nederland;2012;3660
73;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;Caribisch Nederland;2014;3300
74;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;Caribisch Nederland;2016;3790
75;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;Caribisch Nederland;2018;4020
76;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;Caribisch Nederland;2020;3890
77;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;Caribisch Nederland;2022;3990
78;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;Bonaire;2012;2710
79;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;Bonaire;2014;2800
80;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;Bonaire;2016;3230
81;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;Bonaire;2018;3440
82;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;Bonaire;2020;3420
83;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;Bonaire;2022;3420
84;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;Sint-Eustatius;2012;740
85;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;Sint-Eustatius;2014;330
86;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;Sint-Eustatius;2016;360
87;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;Sint-Eustatius;2018;330
88;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;Sint-Eustatius;2020;250
89;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;Sint-Eustatius;2022;400
90;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;Saba;2012;210
91;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;Saba;2014;170
92;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;Saba;2016;200
93;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;Saba;2018;250
94;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;Saba;2020;210
95;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;Saba;2022;170
96;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;Caribisch Nederland;2012;5250
97;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;Caribisch Nederland;2014;4630
98;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;Caribisch Nederland;2016;5240
99;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;Caribisch Nederland;2018;5390
100;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;Caribisch Nederland;2020;5640
101;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;Caribisch Nederland;2022;5760
102;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;Bonaire;2012;4020
103;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;Bonaire;2014;3790
104;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;Bonaire;2016;4500
105;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;Bonaire;2018;4590
106;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;Bonaire;2020;5030
107;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;Bonaire;2022;4960
108;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;Sint-Eustatius;2012;900
109;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;Sint-Eustatius;2014;600
110;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;Sint-Eustatius;2016;510
111;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;Sint-Eustatius;2018;480
112;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;Sint-Eustatius;2020;350
113;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;Sint-Eustatius;2022;580
114;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;Saba;2012;330
115;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;Saba;2014;230
116;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;Saba;2016;230
117;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;Saba;2018;320
118;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;Saba;2020;270
119;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;Saba;2022;210
120;Totaal mannen en vrouwen;Totaal personen;M-N Zakelijke dienstverlening;Caribisch Nederland;2012;820
121;Totaal mannen en vrouwen;Totaal personen;M-N Zakelijke dienstverlening;Caribisch Nederland;2014;910
122;Totaal mannen en vrouwen;Totaal personen;M-N Zakelijke dienstverlening;Caribisch Nederland;2016;790
123;Totaal mannen en vrouwen;Totaal personen;M-N Zakelijke dienstverlening;Caribisch Nederland;2018;850
124;Totaal mannen en vrouwen;Totaal personen;M-N Zakelijke dienstverlening;Caribisch Nederland;2020;960
125;Totaal mannen en vrouwen;Totaal personen;M-N Zakelijke dienstverlening;Caribisch Nederland;2022;1090
126;Totaal mannen en vrouwen;Totaal personen;M-N Zakelijke dienstverlening;Bonaire;2012;660
127;Totaal mannen en vrouwen;Totaal personen;M-N Zakelijke dienstverlening;Bonaire;2014;630
128;Totaal mannen en vrouwen;Totaal personen;M-N Zakelijke dienstverlening;Bonaire;2016;690
129;Totaal mannen en vrouwen;Totaal personen;M-N Zakelijke dienstverlening;Bonaire;2018;680
130;Totaal mannen en vrouwen;Totaal personen;M-N Zakelijke dienstverlening;Bonaire;2020;860
131;Totaal mannen en vrouwen;Totaal personen;M-N Zakelijke dienstverlening;Bonaire;2022;930
132;Totaal mannen en vrouwen;Totaal personen;M-N Zakelijke dienstverlening;Sint-Eustatius;2012;100
133;Totaal mannen en vrouwen;Totaal personen;M-N Zakelijke dienstverlening;Sint-Eustatius;2014;250
134;Totaal mannen en vrouwen;Totaal personen;M-N Zakelijke dienstverlening;Sint-Eustatius;2016;90
135;Totaal mannen en vrouwen;Totaal personen;M-N Zakelijke dienstverlening;Sint-Eustatius;2018;130
136;Totaal mannen en vrouwen;Totaal personen;M-N Zakelijke dienstverlening;Sint-Eustatius;2020;80
137;Totaal mannen en vrouwen;Totaal personen;M-N Zakelijke dienstverlening;Sint-Eustatius;2022;140
138;Totaal mannen en vrouwen;Totaal personen;M-N Zakelijke dienstverlening;Saba;2012;70
139;Totaal mannen en vrouwen;Totaal personen;M-N Zakelijke dienstverlening;Saba;2014;40
140;Totaal mannen en vrouwen;Totaal personen;M-N Zakelijke dienstverlening;Saba;2016;0
141;Totaal mannen en vrouwen;Totaal personen;M-N Zakelijke dienstverlening;Saba;2018;50
142;Totaal mannen en vrouwen;Totaal personen;M-N Zakelijke dienstverlening;Saba;2020;20
143;Totaal mannen en vrouwen;Totaal personen;M-N Zakelijke dienstverlening;Saba;2022;20
144;Totaal mannen en vrouwen;Totaal personen;O-Q Overheid en zorg;Caribisch Nederland;2012;3340
145;Totaal mannen en vrouwen;Totaal personen;O-Q Overheid en zorg;Caribisch Nederland;2014;4220
146;Totaal mannen en vrouwen;Totaal personen;O-Q Overheid en zorg;Caribisch Nederland;2016;4690
147;Totaal mannen en vrouwen;Totaal personen;O-Q Overheid en zorg;Caribisch Nederland;2018;4720
148;Totaal mannen en vrouwen;Totaal personen;O-Q Overheid en zorg;Caribisch Nederland;2020;4640
149;Totaal mannen en vrouwen;Totaal personen;O-Q Overheid en zorg;Caribisch Nederland;2022;5150
150;Totaal mannen en vrouwen;Totaal personen;O-Q Overheid en zorg;Bonaire;2012;2270
151;Totaal mannen en vrouwen;Totaal personen;O-Q Overheid en zorg;Bonaire;2014;2860
152;Totaal mannen en vrouwen;Totaal personen;O-Q Overheid en zorg;Bonaire;2016;3540
153;Totaal mannen en vrouwen;Totaal personen;O-Q Overheid en zorg;Bonaire;2018;3550
154;Totaal mannen en vrouwen;Totaal personen;O-Q Overheid en zorg;Bonaire;2020;3420
155;Totaal mannen en vrouwen;Totaal personen;O-Q Overheid en zorg;Bonaire;2022;3950
156;Totaal mannen en vrouwen;Totaal personen;O-Q Overheid en zorg;Sint-Eustatius;2012;640
157;Totaal mannen en vrouwen;Totaal personen;O-Q Overheid en zorg;Sint-Eustatius;2014;930
158;Totaal mannen en vrouwen;Totaal personen;O-Q Overheid en zorg;Sint-Eustatius;2016;600
159;Totaal mannen en vrouwen;Totaal personen;O-Q Overheid en zorg;Sint-Eustatius;2018;620
160;Totaal mannen en vrouwen;Totaal personen;O-Q Overheid en zorg;Sint-Eustatius;2020;670
161;Totaal mannen en vrouwen;Totaal personen;O-Q Overheid en zorg;Sint-Eustatius;2022;630
162;Totaal mannen en vrouwen;Totaal personen;O-Q Overheid en zorg;Saba;2012;430
163;Totaal mannen en vrouwen;Totaal personen;O-Q Overheid en zorg;Saba;2014;440
164;Totaal mannen en vrouwen;Totaal personen;O-Q Overheid en zorg;Saba;2016;550
165;Totaal mannen en vrouwen;Totaal personen;O-Q Overheid en zorg;Saba;2018;560
166;Totaal mannen en vrouwen;Totaal personen;O-Q Overheid en zorg;Saba;2020;550
167;Totaal mannen en vrouwen;Totaal personen;O-Q Overheid en zorg;Saba;2022;570
168;Totaal mannen en vrouwen;Totaal personen;O-U Niet-commerciële dienstverlening;Caribisch Nederland;2012;3970
169;Totaal mannen en vrouwen;Totaal personen;O-U Niet-commerciële dienstverlening;Caribisch Nederland;2014;4760
170;Totaal mannen en vrouwen;Totaal personen;O-U Niet-commerciële dienstverlening;Caribisch Nederland;2016;5350
171;Totaal mannen en vrouwen;Totaal personen;O-U Niet-commerciële dienstverlening;Caribisch Nederland;2018;5590
172;Totaal mannen en vrouwen;Totaal personen;O-U Niet-commerciële dienstverlening;Caribisch Nederland;2020;5090
173;Totaal mannen en vrouwen;Totaal personen;O-U Niet-commerciële dienstverlening;Caribisch Nederland;2022;5990
174;Totaal mannen en vrouwen;Totaal personen;O-U Niet-commerciële dienstverlening;Bonaire;2012;2710
175;Totaal mannen en vrouwen;Totaal personen;O-U Niet-commerciële dienstverlening;Bonaire;2014;3230
176;Totaal mannen en vrouwen;Totaal personen;O-U Niet-commerciële dienstverlening;Bonaire;2016;4070
177;Totaal mannen en vrouwen;Totaal personen;O-U Niet-commerciële dienstverlening;Bonaire;2018;4240
178;Totaal mannen en vrouwen;Totaal personen;O-U Niet-commerciële dienstverlening;Bonaire;2020;3770
179;Totaal mannen en vrouwen;Totaal personen;O-U Niet-commerciële dienstverlening;Bonaire;2022;4680
180;Totaal mannen en vrouwen;Totaal personen;O-U Niet-commerciële dienstverlening;Sint-Eustatius;2012;740
181;Totaal mannen en vrouwen;Totaal personen;O-U Niet-commerciële dienstverlening;Sint-Eustatius;2014;1030
182;Totaal mannen en vrouwen;Totaal personen;O-U Niet-commerciële dienstverlening;Sint-Eustatius;2016;680
183;Totaal mannen en vrouwen;Totaal personen;O-U Niet-commerciële dienstverlening;Sint-Eustatius;2018;720
184;Totaal mannen en vrouwen;Totaal personen;O-U Niet-commerciële dienstverlening;Sint-Eustatius;2020;720
185;Totaal mannen en vrouwen;Totaal personen;O-U Niet-commerciële dienstverlening;Sint-Eustatius;2022;690
186;Totaal mannen en vrouwen;Totaal personen;O-U Niet-commerciële dienstverlening;Saba;2012;520
187;Totaal mannen en vrouwen;Totaal personen;O-U Niet-commerciële dienstverlening;Saba;2014;490
188;Totaal mannen en vrouwen;Totaal personen;O-U Niet-commerciële dienstverlening;Saba;2016;590
189;Totaal mannen en vrouwen;Totaal personen;O-U Niet-commerciële dienstverlening;Saba;2018;630
190;Totaal mannen en vrouwen;Totaal personen;O-U Niet-commerciële dienstverlening;Saba;2020;610
191;Totaal mannen en vrouwen;Totaal personen;O-U Niet-commerciële dienstverlening;Saba;2022;620
192;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;Caribisch Nederland;2012;630
193;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;Caribisch Nederland;2014;540
194;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;Caribisch Nederland;2016;660
195;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;Caribisch Nederland;2018;870
196;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;Caribisch Nederland;2020;450
197;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;Caribisch Nederland;2022;840
198;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;Bonaire;2012;440
199;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;Bonaire;2014;380
200;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;Bonaire;2016;540
201;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;Bonaire;2018;690
202;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;Bonaire;2020;350
203;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;Bonaire;2022;740
204;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;Sint-Eustatius;2012;100
205;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;Sint-Eustatius;2014;110
206;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;Sint-Eustatius;2016;80
207;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;Sint-Eustatius;2018;100
208;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;Sint-Eustatius;2020;50
209;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;Sint-Eustatius;2022;60
210;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;Saba;2012;90
211;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;Saba;2014;50
212;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;Saba;2016;40
213;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;Saba;2018;70
214;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;Saba;2020;60
215;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;Saba;2022;50
216;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;Caribisch Nederland;2012;100
217;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;Caribisch Nederland;2014;70
218;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;Caribisch Nederland;2016;40
219;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;Caribisch Nederland;2018;60
220;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;Caribisch Nederland;2020;40
221;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;Caribisch Nederland;2022;50
222;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;Bonaire;2012;60
223;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;Bonaire;2014;40
224;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;Bonaire;2016;0
225;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;Bonaire;2018;20
226;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;Bonaire;2020;10
227;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;Bonaire;2022;30
228;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;Sint-Eustatius;2012;30
229;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;Sint-Eustatius;2014;0
230;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;Sint-Eustatius;2016;0
231;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;Sint-Eustatius;2018;10
232;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;Sint-Eustatius;2020;0
233;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;Sint-Eustatius;2022;0
234;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;Saba;2012;20
235;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;Saba;2014;20
236;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;Saba;2016;40
237;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;Saba;2018;30
238;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;Saba;2020;20
239;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;Saba;2022;10
240;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;Caribisch Nederland;2012;30
241;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;Caribisch Nederland;2014;50
242;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;Caribisch Nederland;2016;60
243;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;Caribisch Nederland;2018;0
244;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;Caribisch Nederland;2020;10
245;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;Caribisch Nederland;2022;0
246;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;Bonaire;2012;10
247;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;Bonaire;2014;20
248;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;Bonaire;2016;60
249;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;Bonaire;2018;0
250;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;Bonaire;2020;10
251;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;Bonaire;2022;0
252;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;Sint-Eustatius;2012;20
253;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;Sint-Eustatius;2014;40
254;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;Sint-Eustatius;2016;0
255;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;Sint-Eustatius;2018;0
256;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;Sint-Eustatius;2020;0
257;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;Sint-Eustatius;2022;0
258;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;Saba;2012;0
259;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;Saba;2014;0
260;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;Saba;2016;0
261;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;Saba;2018;0
262;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;Saba;2020;0
263;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;Saba;2022;0
264;Totaal mannen en vrouwen;Totaal personen;C Industrie;Caribisch Nederland;2012;450
265;Totaal mannen en vrouwen;Totaal personen;C Industrie;Caribisch Nederland;2014;980
266;Totaal mannen en vrouwen;Totaal personen;C Industrie;Caribisch Nederland;2016;830
267;Totaal mannen en vrouwen;Totaal personen;C Industrie;Caribisch Nederland;2018;1040
268;Totaal mannen en vrouwen;Totaal personen;C Industrie;Caribisch Nederland;2020;1040
