ID;Geslacht;Leeftijd;Migratieachtergrond;Generatie;Perioden;TotaalVerdachtenVanMisdrijven_1;VerdachtenMetWoonadresInNederland_2;VerdachtenPer10000Inwoners_3;TotaalVerdachtenVanMisdrijven_4;VerdachtenMetWoonadresInNederland_5;VerdachtenPer10000Inwoners_6
153;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2e generatie migratieachtergrond;2008;;;;;;
154;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2e generatie migratieachtergrond;2009;;;;;;
155;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2e generatie migratieachtergrond;2010;;;;;;
156;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2e generatie migratieachtergrond;2011;;;;;;
157;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2e generatie migratieachtergrond;2012;;;;;;
158;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2e generatie migratieachtergrond;2013;;;;;;
159;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2e generatie migratieachtergrond;2014;;;;;;
160;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2e generatie migratieachtergrond;2015;;;;;;
161;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2e generatie migratieachtergrond;2016;;;;;;
162;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2e generatie migratieachtergrond;2017;;;;;;
163;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2e generatie migratieachtergrond;2018;;;;;;
164;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2e generatie migratieachtergrond;2019;;;;;;
165;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2e generatie migratieachtergrond;2020;;;;;;
166;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2e generatie migratieachtergrond;2021;;;;;;
167;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2e generatie migratieachtergrond;2022;;;;;;
168;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Generatie onbekend;1999;;;;;;
169;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Generatie onbekend;2000;;;;;;
170;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Generatie onbekend;2001;;;;;;
171;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Generatie onbekend;2002;;;;;;
172;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Generatie onbekend;2003;;;;;;
173;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Generatie onbekend;2004;;;;;;
174;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Generatie onbekend;2005;;;;;;
175;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Generatie onbekend;2006;;;;;;
176;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Generatie onbekend;2007;;;;;;
177;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Generatie onbekend;2008;;;;;;
178;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Generatie onbekend;2009;;;;;;
179;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Generatie onbekend;2010;;;;;;
180;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Generatie onbekend;2011;;;;;;
181;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Generatie onbekend;2012;;;;;;
182;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Generatie onbekend;2013;;;;;;
183;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Generatie onbekend;2014;;;;;;
184;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Generatie onbekend;2015;;;;;;
185;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Generatie onbekend;2016;;;;;;
186;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Generatie onbekend;2017;;;;;;
187;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Generatie onbekend;2018;;;;;;
188;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Generatie onbekend;2019;;;;;;
189;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Generatie onbekend;2020;;;;;;
190;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Generatie onbekend;2021;;;;;;
191;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Generatie onbekend;2022;;;;;;
192;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;Totaal;1999;;;;65590.0;51340.0;228.0
193;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;Totaal;2000;;;;64670.0;51540.0;221.0
194;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;Totaal;2001;;;;71360.0;55920.0;232.0
195;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;Totaal;2002;;;;80010.0;61730.0;248.0
196;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;Totaal;2003;;;;88060.0;69180.0;272.0
197;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;Totaal;2004;;;;94650.0;74630.0;290.0
198;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;Totaal;2005;120270.0;94460.0;362.0;95770.0;77110.0;296.0
199;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;Totaal;2006;121810.0;95480.0;363.0;96850.0;79010.0;300.0
200;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;Totaal;2007;124270.0;95810.0;359.0;98430.0;79650.0;298.0
201;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;Totaal;2008;123890.0;93490.0;342.0;95530.0;76030.0;278.0
202;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;Totaal;2009;123420.0;93180.0;333.0;91140.0;72630.0;259.0
203;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;Totaal;2010;121150.0;94500.0;330.0;88780.0;70140.0;245.0
204;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;Totaal;2011;121010.0;94220.0;321.0;91160.0;71220.0;243.0
205;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;Totaal;2012;114680.0;88920.0;298.0;89100.0;68960.0;231.0
206;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;Totaal;2013;108930.0;84490.0;279.0;85700.0;65490.0;216.0
207;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;Totaal;2014;101670.0;79220.0;256.0;77310.0;58180.0;188.0
208;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;Totaal;2015;94950.0;73670.0;232.0;;;
209;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;Totaal;2016;90220.0;69580.0;213.0;;;
210;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;Totaal;2017;83760.0;63700.0;189.0;;;
211;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;Totaal;2018;82010.0;61440.0;177.0;;;
212;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;Totaal;2019;84590.0;63710.0;177.0;;;
213;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;Totaal;2020;80950.0;60500.0;164.0;;;
214;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;Totaal;2021;75370.0;56020.0;147.0;;;
215;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;Totaal;2022;84520.0;59520.0;150.0;;;
216;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;1e generatie migratieachtergrond;1999;;;;36110.0;33230.0;247.0
217;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;1e generatie migratieachtergrond;2000;;;;36310.0;33150.0;237.0
218;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;1e generatie migratieachtergrond;2001;;;;39090.0;35800.0;246.0
219;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;1e generatie migratieachtergrond;2002;;;;42970.0;39200.0;261.0
220;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;1e generatie migratieachtergrond;2003;;;;47530.0;43220.0;282.0
221;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;1e generatie migratieachtergrond;2004;;;;49680.0;45170.0;293.0
222;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;1e generatie migratieachtergrond;2005;58410.0;53170.0;344.0;49720.0;45180.0;292.0
223;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;1e generatie migratieachtergrond;2006;57470.0;52280.0;338.0;49530.0;44970.0;290.0
224;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;1e generatie migratieachtergrond;2007;55800.0;50830.0;325.0;48200.0;43680.0;279.0
225;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;1e generatie migratieachtergrond;2008;54190.0;49280.0;308.0;45730.0;41420.0;259.0
226;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;1e generatie migratieachtergrond;2009;52810.0;48440.0;295.0;43010.0;39120.0;238.0
227;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;1e generatie migratieachtergrond;2010;55030.0;49610.0;296.0;40970.0;37040.0;221.0
228;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;1e generatie migratieachtergrond;2011;54420.0;49230.0;287.0;41220.0;37480.0;219.0
229;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;1e generatie migratieachtergrond;2012;51380.0;46020.0;265.0;39980.0;35860.0;207.0
230;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;1e generatie migratieachtergrond;2013;48430.0;43150.0;246.0;37860.0;33790.0;192.0
231;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;1e generatie migratieachtergrond;2014;44820.0;39910.0;223.0;33330.0;29770.0;167.0
