ID;Geslacht;Leeftijdsklasse;DiagnoseIndelingVTV;Perioden;EenjaarssterfteNa1eZiekenhuisopname_1;GecorrigeerdeEenjaarssterfte_2;AantalPersonenMet1eZiekenhuisopname_3
77;Mannen + Vrouwen;Alle leeftijden;2  Nieuwvormingen;2005;18.5;16.1;106650.0
78;Mannen + Vrouwen;Alle leeftijden;2.1  Kwaadaardige nieuwvormingen;2000;32.2;29.0;58836.0
79;Mannen + Vrouwen;Alle leeftijden;2.1  Kwaadaardige nieuwvormingen;2001;32.1;29.0;60079.0
80;Mannen + Vrouwen;Alle leeftijden;2.1  Kwaadaardige nieuwvormingen;2002;31.5;28.4;62219.0
81;Mannen + Vrouwen;Alle leeftijden;2.1  Kwaadaardige nieuwvormingen;2003;30.2;27.1;64826.0
82;Mannen + Vrouwen;Alle leeftijden;2.1  Kwaadaardige nieuwvormingen;2004;29.0;26.1;69158.0
83;Mannen + Vrouwen;Alle leeftijden;2.1  Kwaadaardige nieuwvormingen;2005;27.6;24.6;69904.0
84;Mannen + Vrouwen;Alle leeftijden;2.1.1  Kanker van lip, mondholte, farynx;2000;25.2;22.8;1204.0
85;Mannen + Vrouwen;Alle leeftijden;2.1.1  Kanker van lip, mondholte, farynx;2001;24.1;21.9;1243.0
86;Mannen + Vrouwen;Alle leeftijden;2.1.1  Kanker van lip, mondholte, farynx;2002;26.1;23.9;1284.0
87;Mannen + Vrouwen;Alle leeftijden;2.1.1  Kanker van lip, mondholte, farynx;2003;23.5;21.2;1308.0
88;Mannen + Vrouwen;Alle leeftijden;2.1.1  Kanker van lip, mondholte, farynx;2004;24.2;21.8;1365.0
89;Mannen + Vrouwen;Alle leeftijden;2.1.1  Kanker van lip, mondholte, farynx;2005;22.4;20.3;1411.0
90;Mannen + Vrouwen;Alle leeftijden;2.1.2  Slokdarmkanker;2000;67.9;64.2;1040.0
91;Mannen + Vrouwen;Alle leeftijden;2.1.2  Slokdarmkanker;2001;67.1;63.5;1022.0
92;Mannen + Vrouwen;Alle leeftijden;2.1.2  Slokdarmkanker;2002;66.2;62.8;1165.0
93;Mannen + Vrouwen;Alle leeftijden;2.1.2  Slokdarmkanker;2003;68.0;64.3;1294.0
94;Mannen + Vrouwen;Alle leeftijden;2.1.2  Slokdarmkanker;2004;62.3;58.7;1297.0
95;Mannen + Vrouwen;Alle leeftijden;2.1.2  Slokdarmkanker;2005;62.3;58.8;1437.0
96;Mannen + Vrouwen;Alle leeftijden;2.1.3  Maagkanker;2000;61.2;56.8;2027.0
97;Mannen + Vrouwen;Alle leeftijden;2.1.3  Maagkanker;2001;61.2;57.0;1930.0
98;Mannen + Vrouwen;Alle leeftijden;2.1.3  Maagkanker;2002;59.2;55.0;2046.0
99;Mannen + Vrouwen;Alle leeftijden;2.1.3  Maagkanker;2003;60.4;56.1;2030.0
100;Mannen + Vrouwen;Alle leeftijden;2.1.3  Maagkanker;2004;58.6;54.9;2010.0
101;Mannen + Vrouwen;Alle leeftijden;2.1.3  Maagkanker;2005;57.8;53.9;1921.0
102;Mannen + Vrouwen;Alle leeftijden;2.1.4  Dikke darm- en endeldarmkanker;2000;25.6;21.5;8515.0
103;Mannen + Vrouwen;Alle leeftijden;2.1.4  Dikke darm- en endeldarmkanker;2001;26.2;22.2;8566.0
104;Mannen + Vrouwen;Alle leeftijden;2.1.4  Dikke darm- en endeldarmkanker;2002;25.7;21.8;8901.0
105;Mannen + Vrouwen;Alle leeftijden;2.1.4  Dikke darm- en endeldarmkanker;2003;24.8;20.8;9412.0
106;Mannen + Vrouwen;Alle leeftijden;2.1.4  Dikke darm- en endeldarmkanker;2004;24.8;21.1;9788.0
107;Mannen + Vrouwen;Alle leeftijden;2.1.4  Dikke darm- en endeldarmkanker;2005;24.2;20.6;9938.0
108;Mannen + Vrouwen;Alle leeftijden;2.1.5  Leverkanker;2000;71.7;68.5;329.0
109;Mannen + Vrouwen;Alle leeftijden;2.1.5  Leverkanker;2001;77.4;74.1;340.0
110;Mannen + Vrouwen;Alle leeftijden;2.1.5  Leverkanker;2002;74.3;71.0;355.0
111;Mannen + Vrouwen;Alle leeftijden;2.1.5  Leverkanker;2003;75.7;72.3;389.0
112;Mannen + Vrouwen;Alle leeftijden;2.1.5  Leverkanker;2004;70.4;67.8;402.0
113;Mannen + Vrouwen;Alle leeftijden;2.1.5  Leverkanker;2005;68.6;66.0;424.0
114;Mannen + Vrouwen;Alle leeftijden;2.1.6  Pancreaskanker;2000;84.7;80.9;1433.0
115;Mannen + Vrouwen;Alle leeftijden;2.1.6  Pancreaskanker;2001;84.0;80.2;1398.0
116;Mannen + Vrouwen;Alle leeftijden;2.1.6  Pancreaskanker;2002;84.6;80.9;1419.0
117;Mannen + Vrouwen;Alle leeftijden;2.1.6  Pancreaskanker;2003;81.4;77.7;1377.0
118;Mannen + Vrouwen;Alle leeftijden;2.1.6  Pancreaskanker;2004;81.0;77.5;1570.0
119;Mannen + Vrouwen;Alle leeftijden;2.1.6  Pancreaskanker;2005;79.7;76.1;1617.0
120;Mannen + Vrouwen;Alle leeftijden;2.1.7  Longkanker;2000;64.8;61.5;7345.0
121;Mannen + Vrouwen;Alle leeftijden;2.1.7  Longkanker;2001;66.0;62.8;7362.0
122;Mannen + Vrouwen;Alle leeftijden;2.1.7  Longkanker;2002;65.0;62.0;7457.0
123;Mannen + Vrouwen;Alle leeftijden;2.1.7  Longkanker;2003;64.3;61.3;7700.0
124;Mannen + Vrouwen;Alle leeftijden;2.1.7  Longkanker;2004;63.4;60.5;8233.0
125;Mannen + Vrouwen;Alle leeftijden;2.1.7  Longkanker;2005;62.4;59.5;8035.0
126;Mannen + Vrouwen;Alle leeftijden;2.1.8  Pleurakanker;2000;69.0;65.8;286.0
127;Mannen + Vrouwen;Alle leeftijden;2.1.8  Pleurakanker;2001;72.1;68.3;302.0
128;Mannen + Vrouwen;Alle leeftijden;2.1.8  Pleurakanker;2002;70.1;66.2;254.0
129;Mannen + Vrouwen;Alle leeftijden;2.1.8  Pleurakanker;2003;70.4;66.9;306.0
130;Mannen + Vrouwen;Alle leeftijden;2.1.8  Pleurakanker;2004;71.6;68.1;346.0
131;Mannen + Vrouwen;Alle leeftijden;2.1.8  Pleurakanker;2005;64.9;61.4;379.0
132;Mannen + Vrouwen;Alle leeftijden;2.1.9  Huidkanker;2000;7.3;3.1;3864.0
133;Mannen + Vrouwen;Alle leeftijden;2.1.9  Huidkanker;2001;7.2;3.1;4327.0
134;Mannen + Vrouwen;Alle leeftijden;2.1.9  Huidkanker;2002;6.6;2.4;4861.0
135;Mannen + Vrouwen;Alle leeftijden;2.1.9  Huidkanker;2003;6.2;1.8;5415.0
136;Mannen + Vrouwen;Alle leeftijden;2.1.9  Huidkanker;2004;5.8;1.7;6950.0
137;Mannen + Vrouwen;Alle leeftijden;2.1.9  Huidkanker;2005;5.1;1.3;8637.0
138;Mannen + Vrouwen;Alle leeftijden;2.1.10  Borstkanker;2000;5.5;3.7;10714.0
139;Mannen + Vrouwen;Alle leeftijden;2.1.10  Borstkanker;2001;5.5;3.8;11020.0
140;Mannen + Vrouwen;Alle leeftijden;2.1.10  Borstkanker;2002;5.4;3.7;11218.0
141;Mannen + Vrouwen;Alle leeftijden;2.1.10  Borstkanker;2003;5.0;3.4;11434.0
142;Mannen + Vrouwen;Alle leeftijden;2.1.10  Borstkanker;2004;5.3;3.7;11820.0
143;Mannen + Vrouwen;Alle leeftijden;2.1.10  Borstkanker;2005;4.9;3.3;11393.0
144;Mannen + Vrouwen;Alle leeftijden;2.1.11  Baarmoederhalskanker;2000;16.3;15.0;600.0
145;Mannen + Vrouwen;Alle leeftijden;2.1.11  Baarmoederhalskanker;2001;19.1;17.8;553.0
146;Mannen + Vrouwen;Alle leeftijden;2.1.11  Baarmoederhalskanker;2002;14.2;12.8;614.0
147;Mannen + Vrouwen;Alle leeftijden;2.1.11  Baarmoederhalskanker;2003;15.2;13.8;573.0
148;Mannen + Vrouwen;Alle leeftijden;2.1.11  Baarmoederhalskanker;2004;16.6;15.4;675.0
149;Mannen + Vrouwen;Alle leeftijden;2.1.11  Baarmoederhalskanker;2005;14.9;13.6;588.0
150;Mannen + Vrouwen;Alle leeftijden;2.1.12  Ovariumkanker;2000;30.5;28.3;1281.0
151;Mannen + Vrouwen;Alle leeftijden;2.1.12  Ovariumkanker;2001;31.4;29.3;1312.0
152;Mannen + Vrouwen;Alle leeftijden;2.1.12  Ovariumkanker;2002;26.7;24.7;1293.0
153;Mannen + Vrouwen;Alle leeftijden;2.1.12  Ovariumkanker;2003;26.2;24.4;1267.0
154;Mannen + Vrouwen;Alle leeftijden;2.1.12  Ovariumkanker;2004;28.5;26.7;1382.0
155;Mannen + Vrouwen;Alle leeftijden;2.1.12  Ovariumkanker;2005;27.1;25.1;1248.0
156;Mannen + Vrouwen;Alle leeftijden;2.1.13  Prostaatkanker;2000;19.3;14.7;3549.0
157;Mannen + Vrouwen;Alle leeftijden;2.1.13  Prostaatkanker;2001;17.5;13.1;3756.0
158;Mannen + Vrouwen;Alle leeftijden;2.1.13  Prostaatkanker;2002;17.8;13.5;3951.0
159;Mannen + Vrouwen;Alle leeftijden;2.1.13  Prostaatkanker;2003;16.0;12.1;4440.0
160;Mannen + Vrouwen;Alle leeftijden;2.1.13  Prostaatkanker;2004;14.5;10.8;5243.0
161;Mannen + Vrouwen;Alle leeftijden;2.1.13  Prostaatkanker;2005;14.2;10.6;5193.0
162;Mannen + Vrouwen;Alle leeftijden;2.1.14  Blaaskanker;2000;19.9;15.4;3587.0
163;Mannen + Vrouwen;Alle leeftijden;2.1.14  Blaaskanker;2001;20.2;15.7;3617.0
164;Mannen + Vrouwen;Alle leeftijden;2.1.14  Blaaskanker;2002;21.4;16.8;3702.0
165;Mannen + Vrouwen;Alle leeftijden;2.1.14  Blaaskanker;2003;20.2;15.8;3868.0
166;Mannen + Vrouwen;Alle leeftijden;2.1.14  Blaaskanker;2004;20.4;16.2;3964.0
167;Mannen + Vrouwen;Alle leeftijden;2.1.14  Blaaskanker;2005;19.9;15.8;4100.0
168;Mannen + Vrouwen;Alle leeftijden;2.1.15  Nierkanker;2000;28.0;24.9;1596.0
169;Mannen + Vrouwen;Alle leeftijden;2.1.15  Nierkanker;2001;27.4;24.2;1642.0
170;Mannen + Vrouwen;Alle leeftijden;2.1.15  Nierkanker;2002;27.4;24.6;1713.0
171;Mannen + Vrouwen;Alle leeftijden;2.1.15  Nierkanker;2003;26.2;23.4;1752.0
172;Mannen + Vrouwen;Alle leeftijden;2.1.15  Nierkanker;2004;26.8;24.0;1824.0
173;Mannen + Vrouwen;Alle leeftijden;2.1.15  Nierkanker;2005;25.1;22.4;1887.0
174;Mannen + Vrouwen;Alle leeftijden;2.1.16  Hersenkanker;2000;58.6;57.2;1048.0
175;Mannen + Vrouwen;Alle leeftijden;2.1.16  Hersenkanker;2001;61.6;60.2;1028.0
176;Mannen + Vrouwen;Alle leeftijden;2.1.16  Hersenkanker;2002;61.3;59.7;1093.0
177;Mannen + Vrouwen;Alle leeftijden;2.1.16  Hersenkanker;2003;60.9;59.3;1050.0
178;Mannen + Vrouwen;Alle leeftijden;2.1.16  Hersenkanker;2004;57.8;56.3;1016.0
179;Mannen + Vrouwen;Alle leeftijden;2.1.16  Hersenkanker;2005;56.0;54.4;1104.0
180;Mannen + Vrouwen;Alle leeftijden;2.1.17 Kank. lymfatisch en bloedv.weefs.;2000;37.9;34.7;4106.0
181;Mannen + Vrouwen;Alle leeftijden;2.1.17 Kank. lymfatisch en bloedv.weefs.;2001;39.1;36.0;4223.0
182;Mannen + Vrouwen;Alle leeftijden;2.1.17 Kank. lymfatisch en bloedv.weefs.;2002;38.0;35.0;4427.0
183;Mannen + Vrouwen;Alle leeftijden;2.1.17 Kank. lymfatisch en bloedv.weefs.;2003;35.2;32.4;4859.0
184;Mannen + Vrouwen;Alle leeftijden;2.1.17 Kank. lymfatisch en bloedv.weefs.;2004;33.3;30.5;5196.0
185;Mannen + Vrouwen;Alle leeftijden;2.1.17 Kank. lymfatisch en bloedv.weefs.;2005;31.2;28.4;4808.0
186;Mannen + Vrouwen;Alle leeftijden;2.1.17.1  Non-Hodgkin lymfomen (NHL);2000;35.3;32.3;2023.0
187;Mannen + Vrouwen;Alle leeftijden;2.1.17.1  Non-Hodgkin lymfomen (NHL);2001;37.1;34.2;2004.0
188;Mannen + Vrouwen;Alle leeftijden;2.1.17.1  Non-Hodgkin lymfomen (NHL);2002;36.8;33.9;2120.0
189;Mannen + Vrouwen;Alle leeftijden;2.1.17.1  Non-Hodgkin lymfomen (NHL);2003;31.7;29.1;2313.0
190;Mannen + Vrouwen;Alle leeftijden;2.1.17.1  Non-Hodgkin lymfomen (NHL);2004;29.1;26.5;2513.0
191;Mannen + Vrouwen;Alle leeftijden;2.1.17.1  Non-Hodgkin lymfomen (NHL);2005;27.2;24.5;2421.0
192;Mannen + Vrouwen;Alle leeftijden;2.1.17.2  Ziekte van Hodgkin;2000;18.0;16.6;322.0
193;Mannen + Vrouwen;Alle leeftijden;2.1.17.2  Ziekte van Hodgkin;2001;17.2;16.1;342.0
194;Mannen + Vrouwen;Alle leeftijden;2.1.17.2  Ziekte van Hodgkin;2002;14.3;13.5;354.0
195;Mannen + Vrouwen;Alle leeftijden;2.1.17.2  Ziekte van Hodgkin;2003;14.0;12.9;469.0
196;Mannen + Vrouwen;Alle leeftijden;2.1.17.2  Ziekte van Hodgkin;2004;13.6;12.6;418.0
197;Mannen + Vrouwen;Alle leeftijden;2.1.17.2  Ziekte van Hodgkin;2005;14.1;13.0;390.0
198;Mannen + Vrouwen;Alle leeftijden;2.1.17.3  Ov. kank. lymfat. en bloedv.w.;2000;44.4;40.9;1915.0
199;Mannen + Vrouwen;Alle leeftijden;2.1.17.3  Ov. kank. lymfat. en bloedv.w.;2001;45.6;42.1;2025.0
200;Mannen + Vrouwen;Alle leeftijden;2.1.17.3  Ov. kank. lymfat. en bloedv.w.;2002;43.3;40.1;2116.0
201;Mannen + Vrouwen;Alle leeftijden;2.1.17.3  Ov. kank. lymfat. en bloedv.w.;2003;43.0;39.8;2289.0
202;Mannen + Vrouwen;Alle leeftijden;2.1.17.3  Ov. kank. lymfat. en bloedv.w.;2004;40.5;37.4;2510.0
203;Mannen + Vrouwen;Alle leeftijden;2.1.17.3  Ov. kank. lymfat. en bloedv.w.;2005;38.4;35.2;2230.0
204;Mannen + Vrouwen;Alle leeftijden;2.1.18  Ov. kwaadaardige nieuwvormingen;2000;50.8;48.0;15304.0
205;Mannen + Vrouwen;Alle leeftijden;2.1.18  Ov. kwaadaardige nieuwvormingen;2001;50.4;47.6;16153.0
206;Mannen + Vrouwen;Alle leeftijden;2.1.18  Ov. kwaadaardige nieuwvormingen;2002;49.2;46.5;16655.0
207;Mannen + Vrouwen;Alle leeftijden;2.1.18  Ov. kwaadaardige nieuwvormingen;2003;47.5;44.9;17162.0
208;Mannen + Vrouwen;Alle leeftijden;2.1.18  Ov. kwaadaardige nieuwvormingen;2004;46.1;43.6;17656.0
209;Mannen + Vrouwen;Alle leeftijden;2.1.18  Ov. kwaadaardige nieuwvormingen;2005;44.9;42.4;17578.0
210;Mannen + Vrouwen;Alle leeftijden;2.2  Niet-kwaadaardige nieuwvormingen;2000;4.6;3.3;35443.0
211;Mannen + Vrouwen;Alle leeftijden;2.2  Niet-kwaadaardige nieuwvormingen;2001;4.6;3.2;36095.0
212;Mannen + Vrouwen;Alle leeftijden;2.2  Niet-kwaadaardige nieuwvormingen;2002;4.6;3.3;37835.0
213;Mannen + Vrouwen;Alle leeftijden;2.2  Niet-kwaadaardige nieuwvormingen;2003;4.3;3.0;40048.0
214;Mannen + Vrouwen;Alle leeftijden;2.2  Niet-kwaadaardige nieuwvormingen;2004;4.3;2.9;43644.0
215;Mannen + Vrouwen;Alle leeftijden;2.2  Niet-kwaadaardige nieuwvormingen;2005;4.3;2.9;43967.0
216;Mannen + Vrouwen;Alle leeftijden;3  Ziekten bloed en bloedbereid. organen;2000;28.1;23.6;11552.0
217;Mannen + Vrouwen;Alle leeftijden;3  Ziekten bloed en bloedbereid. organen;2001;28.4;24.0;12086.0
218;Mannen + Vrouwen;Alle leeftijden;3  Ziekten bloed en bloedbereid. organen;2002;27.3;23.0;13444.0
219;Mannen + Vrouwen;Alle leeftijden;3  Ziekten bloed en bloedbereid. organen;2003;26.4;22.0;14180.0
220;Mannen + Vrouwen;Alle leeftijden;3  Ziekten bloed en bloedbereid. organen;2004;25.8;21.7;14779.0
221;Mannen + Vrouwen;Alle leeftijden;3  Ziekten bloed en bloedbereid. organen;2005;24.2;20.1;15256.0
222;Mannen + Vrouwen;Alle leeftijden;3.1  Hereditaire hemolytische anemieën;2000;15.8;14.2;174.0
223;Mannen + Vrouwen;Alle leeftijden;3.1  Hereditaire hemolytische anemieën;2001;13.9;11.8;195.0
224;Mannen + Vrouwen;Alle leeftijden;3.1  Hereditaire hemolytische anemieën;2002;14.8;12.9;212.0
225;Mannen + Vrouwen;Alle leeftijden;3.1  Hereditaire hemolytische anemieën;2003;11.2;9.0;227.0
226;Mannen + Vrouwen;Alle leeftijden;3.1  Hereditaire hemolytische anemieën;2004;13.7;11.2;218.0
227;Mannen + Vrouwen;Alle leeftijden;3.1  Hereditaire hemolytische anemieën;2005;11.3;9.3;242.0
228;Mannen + Vrouwen;Alle leeftijden;4  Endocriene-, voedings,- stofw.ziekten;2000;14.5;11.6;20779.0
229;Mannen + Vrouwen;Alle leeftijden;4  Endocriene-, voedings,- stofw.ziekten;2001;15.1;12.3;21014.0
230;Mannen + Vrouwen;Alle leeftijden;4  Endocriene-, voedings,- stofw.ziekten;2002;14.6;11.8;21599.0
231;Mannen + Vrouwen;Alle leeftijden;4  Endocriene-, voedings,- stofw.ziekten;2003;14.3;11.5;23049.0
232;Mannen + Vrouwen;Alle leeftijden;4  Endocriene-, voedings,- stofw.ziekten;2004;13.6;11.0;25031.0
233;Mannen + Vrouwen;Alle leeftijden;4  Endocriene-, voedings,- stofw.ziekten;2005;12.8;10.2;24607.0
234;Mannen + Vrouwen;Alle leeftijden;4.1  Schildklierziekten;2000;3.0;1.6;3566.0
235;Mannen + Vrouwen;Alle leeftijden;4.1  Schildklierziekten;2001;3.1;1.6;3426.0
236;Mannen + Vrouwen;Alle leeftijden;4.1  Schildklierziekten;2002;2.7;1.2;3407.0
237;Mannen + Vrouwen;Alle leeftijden;4.1  Schildklierziekten;2003;2.9;1.4;3428.0
238;Mannen + Vrouwen;Alle leeftijden;4.1  Schildklierziekten;2004;3.2;1.7;3598.0
239;Mannen + Vrouwen;Alle leeftijden;4.1  Schildklierziekten;2005;2.7;1.3;3445.0
240;Mannen + Vrouwen;Alle leeftijden;4.2  Suikerziekte (Diabetes mellitus);2000;15.3;11.9;7035.0
241;Mannen + Vrouwen;Alle leeftijden;4.2  Suikerziekte (Diabetes mellitus);2001;15.2;12.1;7356.0
242;Mannen + Vrouwen;Alle leeftijden;4.2  Suikerziekte (Diabetes mellitus);2002;15.1;12.0;7192.0
243;Mannen + Vrouwen;Alle leeftijden;4.2  Suikerziekte (Diabetes mellitus);2003;13.6;10.7;7376.0
