ID;Geslacht;Arbeidsbelemmering;KenmerkenVanPersonen;Perioden;NietWerkzameBevolking_1
55;Totaal mannen en vrouwen;Totaal;Leeftijd: 45 tot 75 jaar;2016;2870
56;Totaal mannen en vrouwen;Totaal;Leeftijd: 45 tot 75 jaar;2017;2837
57;Totaal mannen en vrouwen;Totaal;Leeftijd: 45 tot 75 jaar;2018;2775
58;Totaal mannen en vrouwen;Totaal;Leeftijd: 45 tot 75 jaar;2019;2727
59;Totaal mannen en vrouwen;Totaal;Leeftijd: 45 tot 75 jaar;2020;2727
60;Totaal mannen en vrouwen;Totaal;1 Laag onderwijsniveau;2015;1963
61;Totaal mannen en vrouwen;Totaal;1 Laag onderwijsniveau;2016;1907
62;Totaal mannen en vrouwen;Totaal;1 Laag onderwijsniveau;2017;1851
63;Totaal mannen en vrouwen;Totaal;1 Laag onderwijsniveau;2018;1828
64;Totaal mannen en vrouwen;Totaal;1 Laag onderwijsniveau;2019;1714
65;Totaal mannen en vrouwen;Totaal;1 Laag onderwijsniveau;2020;1688
66;Totaal mannen en vrouwen;Totaal;2 Middelbaar onderwijsniveau;2015;1548
67;Totaal mannen en vrouwen;Totaal;2 Middelbaar onderwijsniveau;2016;1569
68;Totaal mannen en vrouwen;Totaal;2 Middelbaar onderwijsniveau;2017;1528
69;Totaal mannen en vrouwen;Totaal;2 Middelbaar onderwijsniveau;2018;1408
70;Totaal mannen en vrouwen;Totaal;2 Middelbaar onderwijsniveau;2019;1444
71;Totaal mannen en vrouwen;Totaal;2 Middelbaar onderwijsniveau;2020;1484
72;Totaal mannen en vrouwen;Totaal;3 Hoog onderwijsniveau;2015;822
73;Totaal mannen en vrouwen;Totaal;3 Hoog onderwijsniveau;2016;826
74;Totaal mannen en vrouwen;Totaal;3 Hoog onderwijsniveau;2017;846
75;Totaal mannen en vrouwen;Totaal;3 Hoog onderwijsniveau;2018;835
76;Totaal mannen en vrouwen;Totaal;3 Hoog onderwijsniveau;2019;846
77;Totaal mannen en vrouwen;Totaal;3 Hoog onderwijsniveau;2020;909
78;Totaal mannen en vrouwen;Totaal;Weet niet of onbekend;2015;59
79;Totaal mannen en vrouwen;Totaal;Weet niet of onbekend;2016;63
80;Totaal mannen en vrouwen;Totaal;Weet niet of onbekend;2017;66
81;Totaal mannen en vrouwen;Totaal;Weet niet of onbekend;2018;59
82;Totaal mannen en vrouwen;Totaal;Weet niet of onbekend;2019;58
83;Totaal mannen en vrouwen;Totaal;Weet niet of onbekend;2020;61
84;Totaal mannen en vrouwen;Totaal;Positie: alleenstaande;2015;987
85;Totaal mannen en vrouwen;Totaal;Positie: alleenstaande;2016;1008
86;Totaal mannen en vrouwen;Totaal;Positie: alleenstaande;2017;1023
87;Totaal mannen en vrouwen;Totaal;Positie: alleenstaande;2018;975
88;Totaal mannen en vrouwen;Totaal;Positie: alleenstaande;2019;1031
89;Totaal mannen en vrouwen;Totaal;Positie: alleenstaande;2020;978
90;Totaal mannen en vrouwen;Totaal;Positie: ouder;2015;824
91;Totaal mannen en vrouwen;Totaal;Positie: ouder;2016;811
92;Totaal mannen en vrouwen;Totaal;Positie: ouder;2017;770
93;Totaal mannen en vrouwen;Totaal;Positie: ouder;2018;712
94;Totaal mannen en vrouwen;Totaal;Positie: ouder;2019;693
95;Totaal mannen en vrouwen;Totaal;Positie: ouder;2020;703
96;Totaal mannen en vrouwen;Totaal;Positie: ouder in eenouderhuishouden;2015;157
97;Totaal mannen en vrouwen;Totaal;Positie: ouder in eenouderhuishouden;2016;161
98;Totaal mannen en vrouwen;Totaal;Positie: ouder in eenouderhuishouden;2017;164
99;Totaal mannen en vrouwen;Totaal;Positie: ouder in eenouderhuishouden;2018;144
100;Totaal mannen en vrouwen;Totaal;Positie: ouder in eenouderhuishouden;2019;144
101;Totaal mannen en vrouwen;Totaal;Positie: ouder in eenouderhuishouden;2020;141
102;Totaal mannen en vrouwen;Totaal;Positie: partner in paar;2015;2443
103;Totaal mannen en vrouwen;Totaal;Positie: partner in paar;2016;2406
104;Totaal mannen en vrouwen;Totaal;Positie: partner in paar;2017;2347
105;Totaal mannen en vrouwen;Totaal;Positie: partner in paar;2018;2272
106;Totaal mannen en vrouwen;Totaal;Positie: partner in paar;2019;2180
107;Totaal mannen en vrouwen;Totaal;Positie: partner in paar;2020;2212
108;Totaal mannen en vrouwen;Totaal;Positie: partner in paar met kind;2015;667
109;Totaal mannen en vrouwen;Totaal;Positie: partner in paar met kind;2016;650
110;Totaal mannen en vrouwen;Totaal;Positie: partner in paar met kind;2017;606
111;Totaal mannen en vrouwen;Totaal;Positie: partner in paar met kind;2018;569
112;Totaal mannen en vrouwen;Totaal;Positie: partner in paar met kind;2019;549
113;Totaal mannen en vrouwen;Totaal;Positie: partner in paar met kind;2020;562
114;Totaal mannen en vrouwen;Totaal;Positie: partner in paar, geen kind;2015;1776
115;Totaal mannen en vrouwen;Totaal;Positie: partner in paar, geen kind;2016;1756
116;Totaal mannen en vrouwen;Totaal;Positie: partner in paar, geen kind;2017;1741
117;Totaal mannen en vrouwen;Totaal;Positie: partner in paar, geen kind;2018;1703
118;Totaal mannen en vrouwen;Totaal;Positie: partner in paar, geen kind;2019;1631
119;Totaal mannen en vrouwen;Totaal;Positie: partner in paar, geen kind;2020;1650
120;Totaal mannen en vrouwen;Totaal;Positie: thuiswonend kind;2015;718
121;Totaal mannen en vrouwen;Totaal;Positie: thuiswonend kind;2016;695
122;Totaal mannen en vrouwen;Totaal;Positie: thuiswonend kind;2017;671
123;Totaal mannen en vrouwen;Totaal;Positie: thuiswonend kind;2018;636
124;Totaal mannen en vrouwen;Totaal;Positie: thuiswonend kind;2019;620
125;Totaal mannen en vrouwen;Totaal;Positie: thuiswonend kind;2020;709
126;Totaal mannen en vrouwen;Totaal;Positie: kind >= 18 jaar;2015;385
127;Totaal mannen en vrouwen;Totaal;Positie: kind >= 18 jaar;2016;379
128;Totaal mannen en vrouwen;Totaal;Positie: kind >= 18 jaar;2017;359
129;Totaal mannen en vrouwen;Totaal;Positie: kind >= 18 jaar;2018;345
130;Totaal mannen en vrouwen;Totaal;Positie: kind >= 18 jaar;2019;350
131;Totaal mannen en vrouwen;Totaal;Positie: kind >= 18 jaar;2020;424
132;Totaal mannen en vrouwen;Totaal;Positie: kind < 18 jaar;2015;333
133;Totaal mannen en vrouwen;Totaal;Positie: kind < 18 jaar;2016;316
134;Totaal mannen en vrouwen;Totaal;Positie: kind < 18 jaar;2017;312
135;Totaal mannen en vrouwen;Totaal;Positie: kind < 18 jaar;2018;291
136;Totaal mannen en vrouwen;Totaal;Positie: kind < 18 jaar;2019;270
137;Totaal mannen en vrouwen;Totaal;Positie: kind < 18 jaar;2020;285
138;Totaal mannen en vrouwen;Totaal;Positie: overig lid;2015;86
139;Totaal mannen en vrouwen;Totaal;Positie: overig lid;2016;95
140;Totaal mannen en vrouwen;Totaal;Positie: overig lid;2017;86
141;Totaal mannen en vrouwen;Totaal;Positie: overig lid;2018;103
142;Totaal mannen en vrouwen;Totaal;Positie: overig lid;2019;87
143;Totaal mannen en vrouwen;Totaal;Positie: overig lid;2020;103
144;Totaal mannen en vrouwen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2015;614
145;Totaal mannen en vrouwen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2016;538
146;Totaal mannen en vrouwen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2017;438
147;Totaal mannen en vrouwen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2018;335
148;Totaal mannen en vrouwen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2019;314
149;Totaal mannen en vrouwen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2020;357
150;Totaal mannen en vrouwen;Totaal;Arb.pos.: Niet-beroepsbevolking;2015;3778
151;Totaal mannen en vrouwen;Totaal;Arb.pos.: Niet-beroepsbevolking;2016;3826
152;Totaal mannen en vrouwen;Totaal;Arb.pos.: Niet-beroepsbevolking;2017;3853
153;Totaal mannen en vrouwen;Totaal;Arb.pos.: Niet-beroepsbevolking;2018;3793
154;Totaal mannen en vrouwen;Totaal;Arb.pos.: Niet-beroepsbevolking;2019;3749
155;Totaal mannen en vrouwen;Totaal;Arb.pos.: Niet-beroepsbevolking;2020;3786
156;Totaal mannen en vrouwen;Totaal;Arb.pos.: Beschikbaar, niet gezocht;2015;367
157;Totaal mannen en vrouwen;Totaal;Arb.pos.: Beschikbaar, niet gezocht;2016;338
158;Totaal mannen en vrouwen;Totaal;Arb.pos.: Beschikbaar, niet gezocht;2017;281
159;Totaal mannen en vrouwen;Totaal;Arb.pos.: Beschikbaar, niet gezocht;2018;221
160;Totaal mannen en vrouwen;Totaal;Arb.pos.: Beschikbaar, niet gezocht;2019;224
161;Totaal mannen en vrouwen;Totaal;Arb.pos.: Beschikbaar, niet gezocht;2020;275
162;Totaal mannen en vrouwen;Totaal;Arb.pos.: Niet gezocht, ontmoediging;2015;140
163;Totaal mannen en vrouwen;Totaal;Arb.pos.: Niet gezocht, ontmoediging;2016;122
164;Totaal mannen en vrouwen;Totaal;Arb.pos.: Niet gezocht, ontmoediging;2017;91
165;Totaal mannen en vrouwen;Totaal;Arb.pos.: Niet gezocht, ontmoediging;2018;67
166;Totaal mannen en vrouwen;Totaal;Arb.pos.: Niet gezocht, ontmoediging;2019;64
167;Totaal mannen en vrouwen;Totaal;Arb.pos.: Niet gezocht, ontmoediging;2020;85
168;Totaal mannen en vrouwen;Totaal;Arb.pos.: Niet gezocht, andere reden;2015;226
169;Totaal mannen en vrouwen;Totaal;Arb.pos.: Niet gezocht, andere reden;2016;216
170;Totaal mannen en vrouwen;Totaal;Arb.pos.: Niet gezocht, andere reden;2017;191
171;Totaal mannen en vrouwen;Totaal;Arb.pos.: Niet gezocht, andere reden;2018;155
172;Totaal mannen en vrouwen;Totaal;Arb.pos.: Niet gezocht, andere reden;2019;159
173;Totaal mannen en vrouwen;Totaal;Arb.pos.: Niet gezocht, andere reden;2020;190
174;Totaal mannen en vrouwen;Totaal;Arb.pos.: Gezocht, niet beschikbaar;2015;148
175;Totaal mannen en vrouwen;Totaal;Arb.pos.: Gezocht, niet beschikbaar;2016;130
176;Totaal mannen en vrouwen;Totaal;Arb.pos.: Gezocht, niet beschikbaar;2017;144
177;Totaal mannen en vrouwen;Totaal;Arb.pos.: Gezocht, niet beschikbaar;2018;135
178;Totaal mannen en vrouwen;Totaal;Arb.pos.: Gezocht, niet beschikbaar;2019;147
179;Totaal mannen en vrouwen;Totaal;Arb.pos.: Gezocht, niet beschikbaar;2020;110
180;Totaal mannen en vrouwen;Totaal;Arb.pos.: Niet gezocht, niet beschikbaar;2015;3263
181;Totaal mannen en vrouwen;Totaal;Arb.pos.: Niet gezocht, niet beschikbaar;2016;3359
182;Totaal mannen en vrouwen;Totaal;Arb.pos.: Niet gezocht, niet beschikbaar;2017;3428
183;Totaal mannen en vrouwen;Totaal;Arb.pos.: Niet gezocht, niet beschikbaar;2018;3439
184;Totaal mannen en vrouwen;Totaal;Arb.pos.: Niet gezocht, niet beschikbaar;2019;3378
185;Totaal mannen en vrouwen;Totaal;Arb.pos.: Niet gezocht, niet beschikbaar;2020;3401
186;Totaal mannen en vrouwen;Totaal;Arb.pos.: Wil werken;2015;183
187;Totaal mannen en vrouwen;Totaal;Arb.pos.: Wil werken;2016;177
188;Totaal mannen en vrouwen;Totaal;Arb.pos.: Wil werken;2017;178
189;Totaal mannen en vrouwen;Totaal;Arb.pos.: Wil werken;2018;187
190;Totaal mannen en vrouwen;Totaal;Arb.pos.: Wil werken;2019;185
191;Totaal mannen en vrouwen;Totaal;Arb.pos.: Wil werken;2020;176
192;Totaal mannen en vrouwen;Totaal;Arb.pos.: Wil of kan niet werken;2015;3080
193;Totaal mannen en vrouwen;Totaal;Arb.pos.: Wil of kan niet werken;2016;3182
194;Totaal mannen en vrouwen;Totaal;Arb.pos.: Wil of kan niet werken;2017;3249
195;Totaal mannen en vrouwen;Totaal;Arb.pos.: Wil of kan niet werken;2018;3252
196;Totaal mannen en vrouwen;Totaal;Arb.pos.: Wil of kan niet werken;2019;3192
197;Totaal mannen en vrouwen;Totaal;Arb.pos.: Wil of kan niet werken;2020;3225
198;Totaal mannen en vrouwen;Totaal;Arb.pos.: Vanwege zorg gezin /huishouden;2015;199
199;Totaal mannen en vrouwen;Totaal;Arb.pos.: Vanwege zorg gezin /huishouden;2016;173
200;Totaal mannen en vrouwen;Totaal;Arb.pos.: Vanwege zorg gezin /huishouden;2017;183
201;Totaal mannen en vrouwen;Totaal;Arb.pos.: Vanwege zorg gezin /huishouden;2018;179
202;Totaal mannen en vrouwen;Totaal;Arb.pos.: Vanwege zorg gezin /huishouden;2019;180
203;Totaal mannen en vrouwen;Totaal;Arb.pos.: Vanwege zorg gezin /huishouden;2020;155
204;Totaal mannen en vrouwen;Totaal;Arb.pos.: Vanwege opleiding/studie;2015;415
205;Totaal mannen en vrouwen;Totaal;Arb.pos.: Vanwege opleiding/studie;2016;450
206;Totaal mannen en vrouwen;Totaal;Arb.pos.: Vanwege opleiding/studie;2017;469
207;Totaal mannen en vrouwen;Totaal;Arb.pos.: Vanwege opleiding/studie;2018;473
208;Totaal mannen en vrouwen;Totaal;Arb.pos.: Vanwege opleiding/studie;2019;435
209;Totaal mannen en vrouwen;Totaal;Arb.pos.: Vanwege opleiding/studie;2020;486
210;Totaal mannen en vrouwen;Totaal;Arb.pos.: Vut/pensioen/hoge leeftijd;2015;1575
211;Totaal mannen en vrouwen;Totaal;Arb.pos.: Vut/pensioen/hoge leeftijd;2016;1622
212;Totaal mannen en vrouwen;Totaal;Arb.pos.: Vut/pensioen/hoge leeftijd;2017;1636
213;Totaal mannen en vrouwen;Totaal;Arb.pos.: Vut/pensioen/hoge leeftijd;2018;1603
214;Totaal mannen en vrouwen;Totaal;Arb.pos.: Vut/pensioen/hoge leeftijd;2019;1627
215;Totaal mannen en vrouwen;Totaal;Arb.pos.: Vut/pensioen/hoge leeftijd;2020;1646
216;Totaal mannen en vrouwen;Totaal;Arb.pos.: Ziekte/arbeidsongeschiktheid;2015;696
217;Totaal mannen en vrouwen;Totaal;Arb.pos.: Ziekte/arbeidsongeschiktheid;2016;725
218;Totaal mannen en vrouwen;Totaal;Arb.pos.: Ziekte/arbeidsongeschiktheid;2017;760
219;Totaal mannen en vrouwen;Totaal;Arb.pos.: Ziekte/arbeidsongeschiktheid;2018;788
220;Totaal mannen en vrouwen;Totaal;Arb.pos.: Ziekte/arbeidsongeschiktheid;2019;770
221;Totaal mannen en vrouwen;Totaal;Arb.pos.: Ziekte/arbeidsongeschiktheid;2020;763
222;Totaal mannen en vrouwen;Totaal;Arb.pos.: Vanwege andere redenen;2015;195
223;Totaal mannen en vrouwen;Totaal;Arb.pos.: Vanwege andere redenen;2016;211
224;Totaal mannen en vrouwen;Totaal;Arb.pos.: Vanwege andere redenen;2017;202
225;Totaal mannen en vrouwen;Totaal;Arb.pos.: Vanwege andere redenen;2018;208
226;Totaal mannen en vrouwen;Totaal;Arb.pos.: Vanwege andere redenen;2019;181
227;Totaal mannen en vrouwen;Totaal;Arb.pos.: Vanwege andere redenen;2020;175
228;Totaal mannen en vrouwen;Niet belemmerd;Totaal personen;2015;3185
229;Totaal mannen en vrouwen;Niet belemmerd;Totaal personen;2016;3059
230;Totaal mannen en vrouwen;Niet belemmerd;Totaal personen;2017;2971
231;Totaal mannen en vrouwen;Niet belemmerd;Totaal personen;2018;2861
232;Totaal mannen en vrouwen;Niet belemmerd;Totaal personen;2019;2794
233;Totaal mannen en vrouwen;Niet belemmerd;Totaal personen;2020;2906
234;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 15 tot 25 jaar;2015;722
235;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 15 tot 25 jaar;2016;723
236;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 15 tot 25 jaar;2017;704
237;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 15 tot 25 jaar;2018;679
238;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 15 tot 25 jaar;2019;650
239;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 15 tot 25 jaar;2020;715
240;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 25 tot 35 jaar;2015;256
241;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 25 tot 35 jaar;2016;243
242;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 25 tot 35 jaar;2017;239
243;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 25 tot 35 jaar;2018;213
244;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 25 tot 35 jaar;2019;204
245;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 25 tot 35 jaar;2020;215
246;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 35 tot 45 jaar;2015;218
247;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 35 tot 45 jaar;2016;204
248;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 35 tot 45 jaar;2017;185
249;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 35 tot 45 jaar;2018;157
250;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 35 tot 45 jaar;2019;156
251;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 35 tot 45 jaar;2020;169
252;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 45 tot 55 jaar;2015;238
253;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 45 tot 55 jaar;2016;227
254;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 45 tot 55 jaar;2017;197
255;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 45 tot 55 jaar;2018;188
256;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 45 tot 55 jaar;2019;155
257;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 45 tot 55 jaar;2020;156
258;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 55 tot 65 jaar;2015;475
259;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 55 tot 65 jaar;2016;436
260;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 55 tot 65 jaar;2017;390
261;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 55 tot 65 jaar;2018;349
262;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 55 tot 65 jaar;2019;341
263;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 55 tot 65 jaar;2020;336
264;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 65 tot 75 jaar;2015;1276
265;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 65 tot 75 jaar;2016;1226
266;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 65 tot 75 jaar;2017;1255
267;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 65 tot 75 jaar;2018;1277
268;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 65 tot 75 jaar;2019;1288
269;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 65 tot 75 jaar;2020;1315
270;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 15 tot 65 jaar;2015;1909
271;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 15 tot 65 jaar;2016;1833
272;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 15 tot 65 jaar;2017;1715
273;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 15 tot 65 jaar;2018;1584
274;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 15 tot 65 jaar;2019;1506
275;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 15 tot 65 jaar;2020;1591
276;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 25 tot 45 jaar;2015;474
277;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 25 tot 45 jaar;2016;447
278;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 25 tot 45 jaar;2017;424
279;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 25 tot 45 jaar;2018;369
280;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 25 tot 45 jaar;2019;360
281;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 25 tot 45 jaar;2020;383
282;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 45 tot 75 jaar;2015;1989
283;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 45 tot 75 jaar;2016;1889
284;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 45 tot 75 jaar;2017;1843
285;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 45 tot 75 jaar;2018;1813
286;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 45 tot 75 jaar;2019;1783
287;Totaal mannen en vrouwen;Niet belemmerd;Leeftijd: 45 tot 75 jaar;2020;1808
288;Totaal mannen en vrouwen;Niet belemmerd;1 Laag onderwijsniveau;2015;1385
289;Totaal mannen en vrouwen;Niet belemmerd;1 Laag onderwijsniveau;2016;1287
290;Totaal mannen en vrouwen;Niet belemmerd;1 Laag onderwijsniveau;2017;1239
291;Totaal mannen en vrouwen;Niet belemmerd;1 Laag onderwijsniveau;2018;1221
292;Totaal mannen en vrouwen;Niet belemmerd;1 Laag onderwijsniveau;2019;1150
293;Totaal mannen en vrouwen;Niet belemmerd;1 Laag onderwijsniveau;2020;1141
294;Totaal mannen en vrouwen;Niet belemmerd;2 Middelbaar onderwijsniveau;2015;1113
295;Totaal mannen en vrouwen;Niet belemmerd;2 Middelbaar onderwijsniveau;2016;1105
296;Totaal mannen en vrouwen;Niet belemmerd;2 Middelbaar onderwijsniveau;2017;1059
297;Totaal mannen en vrouwen;Niet belemmerd;2 Middelbaar onderwijsniveau;2018;961
298;Totaal mannen en vrouwen;Niet belemmerd;2 Middelbaar onderwijsniveau;2019;971
299;Totaal mannen en vrouwen;Niet belemmerd;2 Middelbaar onderwijsniveau;2020;1020
300;Totaal mannen en vrouwen;Niet belemmerd;3 Hoog onderwijsniveau;2015;649
301;Totaal mannen en vrouwen;Niet belemmerd;3 Hoog onderwijsniveau;2016;629
302;Totaal mannen en vrouwen;Niet belemmerd;3 Hoog onderwijsniveau;2017;640
303;Totaal mannen en vrouwen;Niet belemmerd;3 Hoog onderwijsniveau;2018;644
304;Totaal mannen en vrouwen;Niet belemmerd;3 Hoog onderwijsniveau;2019;638
305;Totaal mannen en vrouwen;Niet belemmerd;3 Hoog onderwijsniveau;2020;711
306;Totaal mannen en vrouwen;Niet belemmerd;Weet niet of onbekend;2015;38
307;Totaal mannen en vrouwen;Niet belemmerd;Weet niet of onbekend;2016;38
308;Totaal mannen en vrouwen;Niet belemmerd;Weet niet of onbekend;2017;32
