ID;Geslacht;Leeftijd;DiagnosenGGZ;Migratieachtergrond;Perioden;PrimaireDiagnosen_1;PrimaireOfNevendiagnosen_2;PrimaireDiagnosen_3;PrimaireOfNevendiagnosen_4
40;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Marokko;2020;18495.0;18495.0;6297;6297.0
41;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Marokko;2021;20500.0;20500.0;6790;6790.0
42;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Turkije;2015;24095.0;24095.0;8105;8105.0
43;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Turkije;2016;24010.0;24010.0;7945;7945.0
44;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Turkije;2017;23820.0;23820.0;7728;7728.0
45;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Turkije;2018;23305.0;23305.0;7387;7387.0
46;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Turkije;2019;20660.0;20660.0;6381;6381.0
47;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Turkije;2020;18665.0;18665.0;5625;5625.0
48;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Turkije;2021;20915.0;20915.0;6156;6156.0
49;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Suriname;2015;20430.0;20430.0;7259;7259.0
50;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Suriname;2016;20510.0;20510.0;7208;7208.0
51;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Suriname;2017;20670.0;20670.0;7165;7165.0
52;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Suriname;2018;21895.0;21895.0;7470;7470.0
53;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Suriname;2019;19780.0;19780.0;6635;6635.0
54;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Suriname;2020;19670.0;19670.0;6499;6499.0
55;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Suriname;2021;21730.0;21730.0;7087;7087.0
56;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;(voormalige) Nederlandse Antillen, Aruba;2015;7760.0;7760.0;6991;6991.0
57;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;(voormalige) Nederlandse Antillen, Aruba;2016;7730.0;7730.0;6826;6826.0
58;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;(voormalige) Nederlandse Antillen, Aruba;2017;7850.0;7850.0;6769;6769.0
59;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;(voormalige) Nederlandse Antillen, Aruba;2018;8595.0;8595.0;7194;7194.0
60;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;(voormalige) Nederlandse Antillen, Aruba;2019;8340.0;8340.0;6752;6752.0
61;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;(voormalige) Nederlandse Antillen, Aruba;2020;8775.0;8775.0;6861;6861.0
62;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;(voormalige) Nederlandse Antillen, Aruba;2021;10105.0;10105.0;7621;7621.0
63;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Overige niet-westerse migratieachterg...;2015;30165.0;30165.0;5430;5430.0
64;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Overige niet-westerse migratieachterg...;2016;31515.0;31515.0;5263;5263.0
65;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Overige niet-westerse migratieachterg...;2017;33170.0;33170.0;5170;5170.0
66;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Overige niet-westerse migratieachterg...;2018;37280.0;37280.0;5469;5469.0
67;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Overige niet-westerse migratieachterg...;2019;36225.0;36225.0;4994;4994.0
68;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Overige niet-westerse migratieachterg...;2020;37115.0;37115.0;4854;4854.0
69;Totaal mannen en vrouwen;18 jaar of ouder;Totaal alle diagnosen;Overige niet-westerse migratieachterg...;2021;42165.0;42165.0;5262;5262.0
70;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Totaal;2015;71545.0;105030.0;525;772.0
71;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Totaal;2016;69465.0;105330.0;506;768.0
72;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Totaal;2017;75395.0;114425.0;545;827.0
73;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Totaal;2018;81175.0;123725.0;581;886.0
74;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Totaal;2019;78640.0;121370.0;557;861.0
75;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Totaal;2020;80205.0;124450.0;564;875.0
76;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Totaal;2021;85655.0;133025.0;598;928.0
77;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Nederlandse achtergrond;2015;60890.0;88710.0;568;827.0
78;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Nederlandse achtergrond;2016;59035.0;88830.0;549;827.0
79;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Nederlandse achtergrond;2017;63740.0;95845.0;592;890.0
80;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Nederlandse achtergrond;2018;68380.0;103130.0;633;956.0
81;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Nederlandse achtergrond;2019;66290.0;101265.0;613;936.0
82;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Nederlandse achtergrond;2020;67495.0;103760.0;623;957.0
83;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Nederlandse achtergrond;2021;71055.0;109410.0;655;1008.0
84;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Met migratieachtergrond;2015;10655.0;16325.0;368;565.0
85;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Met migratieachtergrond;2016;10435.0;16500.0;350;554.0
86;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Met migratieachtergrond;2017;11655.0;18580.0;379;605.0
87;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Met migratieachtergrond;2018;12795.0;20595.0;403;650.0
88;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Met migratieachtergrond;2019;12350.0;20100.0;376;612.0
89;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Met migratieachtergrond;2020;12710.0;20690.0;375;611.0
90;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Met migratieachtergrond;2021;14600.0;23615.0;420;679.0
91;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Westerse migratieachtergrond;2015;6155.0;9285.0;443;669.0
92;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Westerse migratieachtergrond;2016;5905.0;9260.0;417;655.0
93;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Westerse migratieachtergrond;2017;6255.0;9925.0;433;687.0
94;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Westerse migratieachtergrond;2018;6680.0;10750.0;450;725.0
95;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Westerse migratieachtergrond;2019;6530.0;10680.0;427;699.0
96;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Westerse migratieachtergrond;2020;6755.0;11060.0;432;707.0
97;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Westerse migratieachtergrond;2021;7910.0;12620.0;496;791.0
98;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Niet-westerse migratieachtergrond;2015;4500.0;7035.0;299;468.0
99;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Niet-westerse migratieachtergrond;2016;4530.0;7240.0;290;463.0
100;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Niet-westerse migratieachtergrond;2017;5400.0;8655.0;332;533.0
101;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Niet-westerse migratieachtergrond;2018;6115.0;9845.0;362;583.0
102;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Niet-westerse migratieachtergrond;2019;5820.0;9420.0;331;536.0
103;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Niet-westerse migratieachtergrond;2020;5955.0;9635.0;327;529.0
104;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Niet-westerse migratieachtergrond;2021;6695.0;11000.0;355;584.0
105;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Marokko;2015;575.0;1040.0;225;406.0
106;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Marokko;2016;550.0;1010.0;209;383.0
107;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Marokko;2017;640.0;1160.0;238;431.0
108;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Marokko;2018;755.0;1345.0;271;486.0
109;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Marokko;2019;680.0;1230.0;238;430.0
110;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Marokko;2020;760.0;1335.0;258;454.0
111;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Marokko;2021;835.0;1485.0;276;492.0
112;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Turkije;2015;645.0;1000.0;217;335.0
113;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Turkije;2016;660.0;1025.0;217;339.0
114;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Turkije;2017;890.0;1430.0;289;463.0
115;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Turkije;2018;965.0;1595.0;306;505.0
116;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Turkije;2019;945.0;1485.0;291;458.0
117;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Turkije;2020;910.0;1395.0;273;419.0
118;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Turkije;2021;970.0;1570.0;285;462.0
119;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Suriname;2015;990.0;1535.0;352;545.0
120;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Suriname;2016;1010.0;1630.0;355;573.0
121;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Suriname;2017;1220.0;1920.0;422;666.0
122;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Suriname;2018;1345.0;2105.0;458;717.0
123;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Suriname;2019;1250.0;1985.0;418;665.0
124;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Suriname;2020;1195.0;1930.0;395;637.0
125;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Suriname;2021;1285.0;2105.0;418;686.0
126;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;(voormalige) Nederlandse Antillen, Aruba;2015;610.0;950.0;551;857.0
127;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;(voormalige) Nederlandse Antillen, Aruba;2016;555.0;900.0;492;793.0
128;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;(voormalige) Nederlandse Antillen, Aruba;2017;635.0;1035.0;548;894.0
129;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;(voormalige) Nederlandse Antillen, Aruba;2018;730.0;1145.0;611;960.0
130;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;(voormalige) Nederlandse Antillen, Aruba;2019;650.0;1090.0;526;883.0
131;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;(voormalige) Nederlandse Antillen, Aruba;2020;695.0;1195.0;542;934.0
132;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;(voormalige) Nederlandse Antillen, Aruba;2021;805.0;1340.0;608;1009.0
133;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Overige niet-westerse migratieachterg...;2015;1670.0;2510.0;301;451.0
134;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Overige niet-westerse migratieachterg...;2016;1750.0;2675.0;292;446.0
135;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Overige niet-westerse migratieachterg...;2017;2010.0;3110.0;313;484.0
136;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Overige niet-westerse migratieachterg...;2018;2320.0;3650.0;340;535.0
137;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Overige niet-westerse migratieachterg...;2019;2295.0;3630.0;316;500.0
138;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Overige niet-westerse migratieachterg...;2020;2400.0;3780.0;313;494.0
139;Totaal mannen en vrouwen;18 jaar of ouder;A Stoornissen in de kindertijd;Overige niet-westerse migratieachterg...;2021;2800.0;4500.0;349;561.0
140;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Totaal;2015;30635.0;39430.0;225;289.0
141;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Totaal;2016;31675.0;41345.0;230;301.0
142;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Totaal;2017;33655.0;43765.0;243;316.0
143;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Totaal;2018;36855.0;47950.0;264;343.0
144;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Totaal;2019;36795.0;48680.0;261;345.0
145;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Totaal;2020;37385.0;50210.0;262;353.0
146;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Totaal;2021;39860.0;54185.0;278;378.0
147;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Nederlandse achtergrond;2015;26880.0;34480.0;250;321.0
148;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Nederlandse achtergrond;2016;27715.0;36040.0;258;335.0
149;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Nederlandse achtergrond;2017;29490.0;38195.0;274;354.0
150;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Nederlandse achtergrond;2018;32270.0;41730.0;299;386.0
151;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Nederlandse achtergrond;2019;32190.0;42335.0;297;391.0
152;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Nederlandse achtergrond;2020;32690.0;43610.0;301;402.0
153;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Nederlandse achtergrond;2021;34440.0;46565.0;317;429.0
154;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Met migratieachtergrond;2015;3755.0;4950.0;129;171.0
155;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Met migratieachtergrond;2016;3960.0;5305.0;133;178.0
156;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Met migratieachtergrond;2017;4165.0;5570.0;135;181.0
157;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Met migratieachtergrond;2018;4580.0;6220.0;144;196.0
158;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Met migratieachtergrond;2019;4605.0;6345.0;140;193.0
159;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Met migratieachtergrond;2020;4695.0;6600.0;138;195.0
160;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Met migratieachtergrond;2021;5420.0;7620.0;155;219.0
161;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Westerse migratieachtergrond;2015;2410.0;3130.0;173;225.0
162;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Westerse migratieachtergrond;2016;2450.0;3240.0;173;229.0
163;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Westerse migratieachtergrond;2017;2510.0;3310.0;173;229.0
164;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Westerse migratieachtergrond;2018;2740.0;3660.0;185;246.0
165;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Westerse migratieachtergrond;2019;2805.0;3820.0;183;250.0
166;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Westerse migratieachtergrond;2020;2910.0;3975.0;186;254.0
167;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Westerse migratieachtergrond;2021;3370.0;4580.0;211;287.0
168;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Niet-westerse migratieachtergrond;2015;1345.0;1820.0;89;121.0
169;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Niet-westerse migratieachtergrond;2016;1510.0;2065.0;96;132.0
170;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Niet-westerse migratieachtergrond;2017;1655.0;2260.0;102;139.0
171;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Niet-westerse migratieachtergrond;2018;1840.0;2565.0;109;151.0
172;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Niet-westerse migratieachtergrond;2019;1800.0;2525.0;102;143.0
173;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Niet-westerse migratieachtergrond;2020;1785.0;2625.0;98;144.0
174;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Niet-westerse migratieachtergrond;2021;2050.0;3040.0;108;161.0
175;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Marokko;2015;125.0;190.0;48;73.0
176;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Marokko;2016;150.0;230.0;56;87.0
177;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Marokko;2017;150.0;230.0;55;86.0
178;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Marokko;2018;170.0;250.0;60;89.0
179;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Marokko;2019;160.0;245.0;55;85.0
180;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Marokko;2020;170.0;275.0;57;93.0
181;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Marokko;2021;190.0;315.0;63;103.0
182;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Turkije;2015;205.0;275.0;68;91.0
183;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Turkije;2016;215.0;285.0;71;93.0
184;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Turkije;2017;250.0;330.0;80;106.0
185;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Turkije;2018;285.0;380.0;90;120.0
186;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Turkije;2019;265.0;350.0;81;107.0
187;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Turkije;2020;250.0;340.0;75;102.0
188;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Turkije;2021;290.0;415.0;85;122.0
189;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Suriname;2015;330.0;440.0;117;157.0
190;Totaal mannen en vrouwen;18 jaar of ouder;A1 Pervasieve ontwikkelingsstoornissen;Suriname;2016;390.0;520.0;136;182.0
