ID;Geslacht;Herkomstgroepering;Perioden;Immigratie_1;EmigratieInclusiefCorrecties_2;MigratiesaldoInclusiefCorrecties_3
38;Mannen en Vrouwen;Totaal herkomstgroeperingen;2052;186176;170225;15951
39;Mannen en Vrouwen;Totaal herkomstgroeperingen;2053;186245;170416;15829
40;Mannen en Vrouwen;Totaal herkomstgroeperingen;2054;186313;170597;15716
41;Mannen en Vrouwen;Totaal herkomstgroeperingen;2055;186386;170772;15614
42;Mannen en Vrouwen;Totaal herkomstgroeperingen;2056;186435;170939;15496
43;Mannen en Vrouwen;Totaal herkomstgroeperingen;2057;186458;171090;15368
44;Mannen en Vrouwen;Totaal herkomstgroeperingen;2058;186505;171232;15274
45;Mannen en Vrouwen;Totaal herkomstgroeperingen;2059;186519;171357;15162
46;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2014;30860;46328;-15468
47;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2015;30333;46338;-16005
48;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2016;29807;46762;-16954
49;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2017;29782;47664;-17882
50;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2018;29948;48702;-18754
51;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2019;30206;49508;-19302
52;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2020;30491;49763;-19272
53;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2021;30693;49724;-19030
54;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2022;30811;49730;-18919
55;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2023;30909;49748;-18839
56;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2024;31005;49754;-18749
57;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2025;31090;49782;-18692
58;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2026;31152;49796;-18644
59;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2027;31220;49786;-18566
60;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2028;31266;49761;-18495
61;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2029;31299;49709;-18410
62;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2030;31364;49724;-18360
63;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2031;31398;49711;-18313
64;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2032;31447;49680;-18233
65;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2033;31465;49668;-18203
66;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2034;31510;49648;-18138
67;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2035;31527;49624;-18097
68;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2036;31562;49606;-18044
69;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2037;31600;49600;-18000
70;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2038;31605;49590;-17985
71;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2039;31648;49615;-17967
72;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2040;31706;49649;-17943
73;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2041;31720;49706;-17986
74;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2042;31769;49774;-18004
75;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2043;31813;49872;-18059
76;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2044;31876;49970;-18094
77;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2045;31952;50076;-18124
78;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2046;32043;50198;-18155
79;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2047;32081;50323;-18242
80;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2048;32169;50456;-18287
81;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2049;32248;50587;-18339
82;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2050;32321;50736;-18414
83;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2051;32403;50883;-18480
84;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2052;32441;51027;-18586
85;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2053;32504;51173;-18669
86;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2054;32561;51312;-18751
87;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2055;32621;51445;-18824
88;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2056;32657;51570;-18913
89;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2057;32671;51680;-19009
90;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2058;32707;51784;-19077
91;Mannen en Vrouwen;Autochtoon / tweedegeneratieallochtoon;2059;32714;51873;-19159
92;Mannen en Vrouwen;Eerstegeneratieallochtonen;2014;148876;97807;51068
93;Mannen en Vrouwen;Eerstegeneratieallochtonen;2015;153623;100819;52804
94;Mannen en Vrouwen;Eerstegeneratieallochtonen;2016;158097;104164;53933
95;Mannen en Vrouwen;Eerstegeneratieallochtonen;2017;161750;107593;54157
96;Mannen en Vrouwen;Eerstegeneratieallochtonen;2018;159901;110595;49306
97;Mannen en Vrouwen;Eerstegeneratieallochtonen;2019;157863;112616;45247
98;Mannen en Vrouwen;Eerstegeneratieallochtonen;2020;154427;113412;41014
99;Mannen en Vrouwen;Eerstegeneratieallochtonen;2021;154183;113717;40467
100;Mannen en Vrouwen;Eerstegeneratieallochtonen;2022;153836;114126;39710
101;Mannen en Vrouwen;Eerstegeneratieallochtonen;2023;153749;114556;39193
102;Mannen en Vrouwen;Eerstegeneratieallochtonen;2024;153402;114961;38442
103;Mannen en Vrouwen;Eerstegeneratieallochtonen;2025;153437;115374;38063
104;Mannen en Vrouwen;Eerstegeneratieallochtonen;2026;153348;115753;37595
105;Mannen en Vrouwen;Eerstegeneratieallochtonen;2027;153350;116048;37302
106;Mannen en Vrouwen;Eerstegeneratieallochtonen;2028;153340;116288;37052
107;Mannen en Vrouwen;Eerstegeneratieallochtonen;2029;153330;116447;36883
108;Mannen en Vrouwen;Eerstegeneratieallochtonen;2030;153332;116811;36520
109;Mannen en Vrouwen;Eerstegeneratieallochtonen;2031;153362;117120;36241
110;Mannen en Vrouwen;Eerstegeneratieallochtonen;2032;153362;117392;35969
111;Mannen en Vrouwen;Eerstegeneratieallochtonen;2033;153370;117629;35741
112;Mannen en Vrouwen;Eerstegeneratieallochtonen;2034;153396;117842;35555
113;Mannen en Vrouwen;Eerstegeneratieallochtonen;2035;153413;118034;35380
114;Mannen en Vrouwen;Eerstegeneratieallochtonen;2036;153443;118196;35247
115;Mannen en Vrouwen;Eerstegeneratieallochtonen;2037;153478;118331;35148
116;Mannen en Vrouwen;Eerstegeneratieallochtonen;2038;153504;118441;35062
117;Mannen en Vrouwen;Eerstegeneratieallochtonen;2039;153537;118519;35017
118;Mannen en Vrouwen;Eerstegeneratieallochtonen;2040;153567;118588;34978
119;Mannen en Vrouwen;Eerstegeneratieallochtonen;2041;153589;118656;34933
120;Mannen en Vrouwen;Eerstegeneratieallochtonen;2042;153605;118716;34888
121;Mannen en Vrouwen;Eerstegeneratieallochtonen;2043;153619;118781;34838
122;Mannen en Vrouwen;Eerstegeneratieallochtonen;2044;153628;118838;34790
123;Mannen en Vrouwen;Eerstegeneratieallochtonen;2045;153640;118887;34752
124;Mannen en Vrouwen;Eerstegeneratieallochtonen;2046;153655;118932;34723
125;Mannen en Vrouwen;Eerstegeneratieallochtonen;2047;153664;118973;34690
126;Mannen en Vrouwen;Eerstegeneratieallochtonen;2048;153681;119011;34670
127;Mannen en Vrouwen;Eerstegeneratieallochtonen;2049;153701;119054;34647
128;Mannen en Vrouwen;Eerstegeneratieallochtonen;2050;153713;119101;34611
129;Mannen en Vrouwen;Eerstegeneratieallochtonen;2051;153722;119151;34572
130;Mannen en Vrouwen;Eerstegeneratieallochtonen;2052;153735;119197;34538
131;Mannen en Vrouwen;Eerstegeneratieallochtonen;2053;153741;119244;34499
132;Mannen en Vrouwen;Eerstegeneratieallochtonen;2054;153752;119285;34467
133;Mannen en Vrouwen;Eerstegeneratieallochtonen;2055;153765;119328;34437
134;Mannen en Vrouwen;Eerstegeneratieallochtonen;2056;153778;119369;34409
135;Mannen en Vrouwen;Eerstegeneratieallochtonen;2057;153787;119410;34377
136;Mannen en Vrouwen;Eerstegeneratieallochtonen;2058;153798;119447;34351
137;Mannen en Vrouwen;Eerstegeneratieallochtonen;2059;153805;119484;34321
138;Mannen en Vrouwen;Westerse allochtonen;2014;91222;61652;29569
139;Mannen en Vrouwen;Westerse allochtonen;2015;91258;64085;27173
140;Mannen en Vrouwen;Westerse allochtonen;2016;93711;66378;27333
141;Mannen en Vrouwen;Westerse allochtonen;2017;95383;68577;26806
142;Mannen en Vrouwen;Westerse allochtonen;2018;96617;70563;26054
143;Mannen en Vrouwen;Westerse allochtonen;2019;97477;72316;25161
144;Mannen en Vrouwen;Westerse allochtonen;2020;97620;73815;23804
145;Mannen en Vrouwen;Westerse allochtonen;2021;97715;75052;22664
146;Mannen en Vrouwen;Westerse allochtonen;2022;97604;76056;21548
147;Mannen en Vrouwen;Westerse allochtonen;2023;97444;76854;20590
148;Mannen en Vrouwen;Westerse allochtonen;2024;97074;77470;19604
149;Mannen en Vrouwen;Westerse allochtonen;2025;97115;77962;19153
150;Mannen en Vrouwen;Westerse allochtonen;2026;97092;78380;18712
151;Mannen en Vrouwen;Westerse allochtonen;2027;97200;78723;18477
152;Mannen en Vrouwen;Westerse allochtonen;2028;97272;79008;18264
153;Mannen en Vrouwen;Westerse allochtonen;2029;97328;79220;18108
154;Mannen en Vrouwen;Westerse allochtonen;2030;97377;79509;17868
155;Mannen en Vrouwen;Westerse allochtonen;2031;97424;79756;17667
156;Mannen en Vrouwen;Westerse allochtonen;2032;97437;79970;17467
157;Mannen en Vrouwen;Westerse allochtonen;2033;97447;80146;17301
158;Mannen en Vrouwen;Westerse allochtonen;2034;97455;80293;17163
159;Mannen en Vrouwen;Westerse allochtonen;2035;97470;80413;17058
160;Mannen en Vrouwen;Westerse allochtonen;2036;97482;80512;16970
161;Mannen en Vrouwen;Westerse allochtonen;2037;97498;80594;16905
162;Mannen en Vrouwen;Westerse allochtonen;2038;97507;80662;16845
163;Mannen en Vrouwen;Westerse allochtonen;2039;97518;80715;16803
164;Mannen en Vrouwen;Westerse allochtonen;2040;97529;80763;16766
165;Mannen en Vrouwen;Westerse allochtonen;2041;97535;80805;16730
166;Mannen en Vrouwen;Westerse allochtonen;2042;97540;80839;16701
167;Mannen en Vrouwen;Westerse allochtonen;2043;97548;80870;16678
168;Mannen en Vrouwen;Westerse allochtonen;2044;97551;80898;16653
169;Mannen en Vrouwen;Westerse allochtonen;2045;97552;80923;16629
170;Mannen en Vrouwen;Westerse allochtonen;2046;97556;80946;16610
171;Mannen en Vrouwen;Westerse allochtonen;2047;97557;80965;16592
172;Mannen en Vrouwen;Westerse allochtonen;2048;97559;80984;16575
173;Mannen en Vrouwen;Westerse allochtonen;2049;97563;81002;16561
174;Mannen en Vrouwen;Westerse allochtonen;2050;97566;81021;16545
175;Mannen en Vrouwen;Westerse allochtonen;2051;97568;81039;16529
176;Mannen en Vrouwen;Westerse allochtonen;2052;97568;81056;16512
177;Mannen en Vrouwen;Westerse allochtonen;2053;97569;81075;16495
178;Mannen en Vrouwen;Westerse allochtonen;2054;97570;81090;16480
179;Mannen en Vrouwen;Westerse allochtonen;2055;97571;81106;16465
180;Mannen en Vrouwen;Westerse allochtonen;2056;97572;81122;16450
181;Mannen en Vrouwen;Westerse allochtonen;2057;97572;81138;16434
182;Mannen en Vrouwen;Westerse allochtonen;2058;97573;81153;16420
183;Mannen en Vrouwen;Westerse allochtonen;2059;97573;81169;16404
184;Mannen en Vrouwen;Niet-westerse allochtonen ;2014;57654;36155;21499
185;Mannen en Vrouwen;Niet-westerse allochtonen ;2015;62365;36734;25631
186;Mannen en Vrouwen;Niet-westerse allochtonen ;2016;64386;37786;26600
187;Mannen en Vrouwen;Niet-westerse allochtonen ;2017;66367;39016;27351
188;Mannen en Vrouwen;Niet-westerse allochtonen ;2018;63284;40032;23252
189;Mannen en Vrouwen;Niet-westerse allochtonen ;2019;60386;40300;20086
190;Mannen en Vrouwen;Niet-westerse allochtonen ;2020;56807;39597;17210
191;Mannen en Vrouwen;Niet-westerse allochtonen ;2021;56468;38665;17803
192;Mannen en Vrouwen;Niet-westerse allochtonen ;2022;56232;38070;18162
193;Mannen en Vrouwen;Niet-westerse allochtonen ;2023;56305;37702;18603
194;Mannen en Vrouwen;Niet-westerse allochtonen ;2024;56328;37491;18838
195;Mannen en Vrouwen;Niet-westerse allochtonen ;2025;56322;37412;18910
196;Mannen en Vrouwen;Niet-westerse allochtonen ;2026;56256;37373;18883
197;Mannen en Vrouwen;Niet-westerse allochtonen ;2027;56150;37325;18825
198;Mannen en Vrouwen;Niet-westerse allochtonen ;2028;56068;37280;18788
199;Mannen en Vrouwen;Niet-westerse allochtonen ;2029;56002;37227;18775
200;Mannen en Vrouwen;Niet-westerse allochtonen ;2030;55955;37302;18652
201;Mannen en Vrouwen;Niet-westerse allochtonen ;2031;55938;37364;18574
202;Mannen en Vrouwen;Niet-westerse allochtonen ;2032;55925;37422;18502
203;Mannen en Vrouwen;Niet-westerse allochtonen ;2033;55923;37483;18440
204;Mannen en Vrouwen;Niet-westerse allochtonen ;2034;55941;37549;18392
205;Mannen en Vrouwen;Niet-westerse allochtonen ;2035;55943;37621;18322
206;Mannen en Vrouwen;Niet-westerse allochtonen ;2036;55961;37684;18277
207;Mannen en Vrouwen;Niet-westerse allochtonen ;2037;55980;37737;18243
208;Mannen en Vrouwen;Niet-westerse allochtonen ;2038;55997;37779;18217
209;Mannen en Vrouwen;Niet-westerse allochtonen ;2039;56019;37804;18214
210;Mannen en Vrouwen;Niet-westerse allochtonen ;2040;56038;37825;18212
211;Mannen en Vrouwen;Niet-westerse allochtonen ;2041;56054;37851;18203
212;Mannen en Vrouwen;Niet-westerse allochtonen ;2042;56065;37877;18187
213;Mannen en Vrouwen;Niet-westerse allochtonen ;2043;56071;37911;18160
214;Mannen en Vrouwen;Niet-westerse allochtonen ;2044;56077;37940;18137
215;Mannen en Vrouwen;Niet-westerse allochtonen ;2045;56088;37964;18123
216;Mannen en Vrouwen;Niet-westerse allochtonen ;2046;56099;37986;18113
217;Mannen en Vrouwen;Niet-westerse allochtonen ;2047;56107;38008;18098
218;Mannen en Vrouwen;Niet-westerse allochtonen ;2048;56122;38027;18095
219;Mannen en Vrouwen;Niet-westerse allochtonen ;2049;56138;38052;18086
220;Mannen en Vrouwen;Niet-westerse allochtonen ;2050;56147;38080;18066
221;Mannen en Vrouwen;Niet-westerse allochtonen ;2051;56154;38112;18043
222;Mannen en Vrouwen;Niet-westerse allochtonen ;2052;56167;38141;18026
223;Mannen en Vrouwen;Niet-westerse allochtonen ;2053;56172;38169;18004
224;Mannen en Vrouwen;Niet-westerse allochtonen ;2054;56182;38195;17987
225;Mannen en Vrouwen;Niet-westerse allochtonen ;2055;56194;38222;17972
226;Mannen en Vrouwen;Niet-westerse allochtonen ;2056;56206;38247;17959
227;Mannen en Vrouwen;Niet-westerse allochtonen ;2057;56215;38272;17943
228;Mannen en Vrouwen;Niet-westerse allochtonen ;2058;56225;38294;17931
229;Mannen en Vrouwen;Niet-westerse allochtonen ;2059;56232;38315;17917
230;Mannen en Vrouwen;27 EU-landen;2014;74506;48988;25518
231;Mannen en Vrouwen;27 EU-landen;2015;74782;51429;23353
232;Mannen en Vrouwen;27 EU-landen;2016;76861;53633;23228
233;Mannen en Vrouwen;27 EU-landen;2017;78218;55726;22492
234;Mannen en Vrouwen;27 EU-landen;2018;78845;57589;21256
235;Mannen en Vrouwen;27 EU-landen;2019;79417;59206;20211
236;Mannen en Vrouwen;27 EU-landen;2020;79586;60592;18994
237;Mannen en Vrouwen;27 EU-landen;2021;79623;61753;17870
238;Mannen en Vrouwen;27 EU-landen;2022;79505;62713;16792
239;Mannen en Vrouwen;27 EU-landen;2023;79304;63488;15816
240;Mannen en Vrouwen;27 EU-landen;2024;78892;64091;14801
241;Mannen en Vrouwen;27 EU-landen;2025;78904;64558;14346
242;Mannen en Vrouwen;27 EU-landen;2026;78857;64961;13896
243;Mannen en Vrouwen;27 EU-landen;2027;78937;65297;13640
244;Mannen en Vrouwen;27 EU-landen;2028;78990;65585;13405
245;Mannen en Vrouwen;27 EU-landen;2029;79033;65811;13222
246;Mannen en Vrouwen;27 EU-landen;2030;79063;66061;13002
247;Mannen en Vrouwen;27 EU-landen;2031;79092;66273;12819
248;Mannen en Vrouwen;27 EU-landen;2032;79106;66453;12653
249;Mannen en Vrouwen;27 EU-landen;2033;79117;66603;12514
250;Mannen en Vrouwen;27 EU-landen;2034;79124;66727;12397
251;Mannen en Vrouwen;27 EU-landen;2035;79135;66828;12308
252;Mannen en Vrouwen;27 EU-landen;2036;79140;66909;12231
253;Mannen en Vrouwen;27 EU-landen;2037;79153;66976;12178
254;Mannen en Vrouwen;27 EU-landen;2038;79161;67030;12131
255;Mannen en Vrouwen;27 EU-landen;2039;79167;67072;12095
256;Mannen en Vrouwen;27 EU-landen;2040;79172;67109;12063
257;Mannen en Vrouwen;27 EU-landen;2041;79176;67139;12037
258;Mannen en Vrouwen;27 EU-landen;2042;79179;67164;12015
259;Mannen en Vrouwen;27 EU-landen;2043;79184;67187;11997
260;Mannen en Vrouwen;27 EU-landen;2044;79186;67207;11979
261;Mannen en Vrouwen;27 EU-landen;2045;79187;67225;11962
262;Mannen en Vrouwen;27 EU-landen;2046;79187;67242;11945
263;Mannen en Vrouwen;27 EU-landen;2047;79188;67256;11932
264;Mannen en Vrouwen;27 EU-landen;2048;79189;67270;11919
265;Mannen en Vrouwen;27 EU-landen;2049;79190;67284;11906
266;Mannen en Vrouwen;27 EU-landen;2050;79192;67297;11895
267;Mannen en Vrouwen;27 EU-landen;2051;79193;67310;11883
268;Mannen en Vrouwen;27 EU-landen;2052;79193;67323;11870
269;Mannen en Vrouwen;27 EU-landen;2053;79194;67336;11858
270;Mannen en Vrouwen;27 EU-landen;2054;79194;67348;11846
271;Mannen en Vrouwen;27 EU-landen;2055;79195;67360;11835
272;Mannen en Vrouwen;27 EU-landen;2056;79196;67372;11824
273;Mannen en Vrouwen;27 EU-landen;2057;79196;67384;11812
274;Mannen en Vrouwen;27 EU-landen;2058;79197;67394;11803
275;Mannen en Vrouwen;27 EU-landen;2059;79197;67406;11791
276;Mannen en Vrouwen;10;2014;7095;4550;2544
277;Mannen en Vrouwen;10;2015;6968;4536;2432
278;Mannen en Vrouwen;10;2016;7153;4514;2639
279;Mannen en Vrouwen;10;2017;7307;4498;2809
280;Mannen en Vrouwen;10;2018;7843;4502;3341
281;Mannen en Vrouwen;10;2019;8090;4539;3551
282;Mannen en Vrouwen;10;2020;8077;4574;3502
283;Mannen en Vrouwen;10;2021;8137;4598;3540
284;Mannen en Vrouwen;10;2022;8155;4610;3545
285;Mannen en Vrouwen;10;2023;8181;4613;3568
286;Mannen en Vrouwen;10;2024;8206;4611;3595
287;Mannen en Vrouwen;10;2025;8227;4605;3622
288;Mannen en Vrouwen;10;2026;8248;4594;3654
289;Mannen en Vrouwen;10;2027;8269;4579;3690
290;Mannen en Vrouwen;10;2028;8284;4558;3726
291;Mannen en Vrouwen;10;2029;8299;4529;3770
292;Mannen en Vrouwen;10;2030;8315;4557;3758
293;Mannen en Vrouwen;10;2031;8328;4582;3746
294;Mannen en Vrouwen;10;2032;8325;4605;3720
295;Mannen en Vrouwen;10;2033;8322;4623;3699
296;Mannen en Vrouwen;10;2034;8322;4638;3684
297;Mannen en Vrouwen;10;2035;8322;4651;3671
298;Mannen en Vrouwen;10;2036;8325;4663;3662
299;Mannen en Vrouwen;10;2037;8328;4674;3654
300;Mannen en Vrouwen;10;2038;8328;4684;3644
301;Mannen en Vrouwen;10;2039;8330;4692;3638
302;Mannen en Vrouwen;10;2040;8333;4700;3633
303;Mannen en Vrouwen;10;2041;8335;4707;3628
304;Mannen en Vrouwen;10;2042;8337;4714;3623
305;Mannen en Vrouwen;10;2043;8340;4720;3620
306;Mannen en Vrouwen;10;2044;8341;4726;3615
307;Mannen en Vrouwen;10;2045;8341;4732;3609
308;Mannen en Vrouwen;10;2046;8345;4737;3608
309;Mannen en Vrouwen;10;2047;8345;4741;3604
310;Mannen en Vrouwen;10;2048;8345;4745;3600
311;Mannen en Vrouwen;10;2049;8348;4749;3599
312;Mannen en Vrouwen;10;2050;8349;4753;3596
313;Mannen en Vrouwen;10;2051;8349;4757;3592
314;Mannen en Vrouwen;10;2052;8349;4760;3589
315;Mannen en Vrouwen;10;2053;8349;4764;3586
316;Mannen en Vrouwen;10;2054;8350;4766;3584
317;Mannen en Vrouwen;10;2055;8350;4769;3581
318;Mannen en Vrouwen;10;2056;8350;4772;3578
319;Mannen en Vrouwen;10;2057;8350;4775;3575
320;Mannen en Vrouwen;10;2058;8350;4779;3571
321;Mannen en Vrouwen;10;2059;8350;4782;3568
322;Mannen en Vrouwen;9;2014;7819;6764;1055
323;Mannen en Vrouwen;9;2015;7747;6828;919
324;Mannen en Vrouwen;9;2016;7933;6979;954
325;Mannen en Vrouwen;9;2017;8086;7130;956
326;Mannen en Vrouwen;9;2018;8150;7274;876
327;Mannen en Vrouwen;9;2019;8199;7395;804
328;Mannen en Vrouwen;9;2020;8210;7494;716
329;Mannen en Vrouwen;9;2021;8215;7569;646
330;Mannen en Vrouwen;9;2022;8220;7625;595
331;Mannen en Vrouwen;9;2023;8241;7669;572
332;Mannen en Vrouwen;9;2024;8264;7708;556
333;Mannen en Vrouwen;9;2025;8278;7742;536
334;Mannen en Vrouwen;9;2026;8288;7771;517
335;Mannen en Vrouwen;9;2027;8298;7795;503
336;Mannen en Vrouwen;9;2028;8306;7815;491
337;Mannen en Vrouwen;9;2029;8308;7832;476
338;Mannen en Vrouwen;9;2030;8311;7845;466
339;Mannen en Vrouwen;9;2031;8317;7856;460
340;Mannen en Vrouwen;9;2032;8318;7867;451
341;Mannen en Vrouwen;9;2033;8320;7875;445
342;Mannen en Vrouwen;9;2034;8321;7882;440
343;Mannen en Vrouwen;9;2035;8325;7888;437
344;Mannen en Vrouwen;9;2036;8329;7894;435
345;Mannen en Vrouwen;9;2037;8329;7899;430
346;Mannen en Vrouwen;9;2038;8330;7904;426
347;Mannen en Vrouwen;9;2039;8333;7908;425
348;Mannen en Vrouwen;9;2040;8336;7912;424
349;Mannen en Vrouwen;9;2041;8336;7917;419
350;Mannen en Vrouwen;9;2042;8336;7920;416
351;Mannen en Vrouwen;9;2043;8336;7923;413
352;Mannen en Vrouwen;9;2044;8336;7926;410
353;Mannen en Vrouwen;9;2045;8336;7928;408
354;Mannen en Vrouwen;9;2046;8336;7929;407
355;Mannen en Vrouwen;9;2047;8336;7931;405
356;Mannen en Vrouwen;9;2048;8337;7932;405
357;Mannen en Vrouwen;9;2049;8337;7933;404
358;Mannen en Vrouwen;9;2050;8337;7935;402
359;Mannen en Vrouwen;9;2051;8338;7936;402
360;Mannen en Vrouwen;9;2052;8338;7937;401
361;Mannen en Vrouwen;9;2053;8338;7939;399
362;Mannen en Vrouwen;9;2054;8338;7940;398
363;Mannen en Vrouwen;9;2055;8338;7941;397
364;Mannen en Vrouwen;9;2056;8338;7942;396
365;Mannen en Vrouwen;9;2057;8338;7943;395
366;Mannen en Vrouwen;9;2058;8338;7944;394
367;Mannen en Vrouwen;9;2059;8338;7945;393
368;Mannen en Vrouwen;Indonesië;2014;1802;1350;452
369;Mannen en Vrouwen;Indonesië;2015;1761;1292;469
370;Mannen en Vrouwen;Indonesië;2016;1764;1252;512
371;Mannen en Vrouwen;Indonesië;2017;1772;1223;549
372;Mannen en Vrouwen;Indonesië;2018;1779;1198;581
373;Mannen en Vrouwen;Indonesië;2019;1771;1176;595
374;Mannen en Vrouwen;Indonesië;2020;1747;1155;592
375;Mannen en Vrouwen;Indonesië;2021;1740;1132;608
376;Mannen en Vrouwen;Indonesië;2022;1724;1108;616
