ID;GoederenindelingSITC;Perioden;Invoerwaarde_1;Uitvoerwaarde_2;Handelsbalans_3;Invoerwaarde_4;Uitvoerwaarde_5
552;8 Diverse gefabriceerde goederen;2021 1e kwartaal;10270.0;175.0;-10095.0;15.8;-72.4
553;8 Diverse gefabriceerde goederen;2021 2e kwartaal;9926.0;586.0;-9340.0;48.1;486.0
554;8 Diverse gefabriceerde goederen;2021 3e kwartaal;11780.0;254.0;-11526.0;8.0;-57.3
555;8 Diverse gefabriceerde goederen;2021 4e kwartaal;14272.0;600.0;-13672.0;44.0;7.9
556;8 Diverse gefabriceerde goederen;2021;46248.0;1614.0;-44634.0;27.1;-14.4
557;8 Diverse gefabriceerde goederen;2022 1e kwartaal;12890.0;1580.0;-11310.0;25.5;802.9
558;8 Diverse gefabriceerde goederen;2022 2e kwartaal;12196.0;437.0;-11759.0;22.9;-25.4
559;8 Diverse gefabriceerde goederen;2022 3e kwartaal;12108.0;539.0;-11569.0;2.8;112.2
560;9 Niet afzonderlijk genoemde goederen;2011 3e kwartaal;803.0;572.0;-231.0;;
561;9 Niet afzonderlijk genoemde goederen;2011 4e kwartaal;914.0;481.0;-433.0;;
562;9 Niet afzonderlijk genoemde goederen;2011;;;;;
563;9 Niet afzonderlijk genoemde goederen;2012 1e kwartaal;919.0;407.0;-512.0;;
564;9 Niet afzonderlijk genoemde goederen;2012 2e kwartaal;865.0;280.0;-585.0;;
565;9 Niet afzonderlijk genoemde goederen;2012 3e kwartaal;1170.0;423.0;-747.0;45.7;-26.0
566;9 Niet afzonderlijk genoemde goederen;2012 4e kwartaal;1025.0;115.0;-910.0;12.1;-76.1
567;9 Niet afzonderlijk genoemde goederen;2012;3979.0;1224.0;-2755.0;;
568;9 Niet afzonderlijk genoemde goederen;2013 1e kwartaal;966.0;143.0;-823.0;5.1;-64.9
569;9 Niet afzonderlijk genoemde goederen;2013 2e kwartaal;1016.0;102.0;-914.0;17.5;-63.6
570;9 Niet afzonderlijk genoemde goederen;2013 3e kwartaal;1960.0;139.0;-1821.0;67.5;-67.1
571;9 Niet afzonderlijk genoemde goederen;2013 4e kwartaal;592.0;85.0;-507.0;-42.2;-26.1
572;9 Niet afzonderlijk genoemde goederen;2013;4535.0;470.0;-4065.0;14.0;-61.6
573;9 Niet afzonderlijk genoemde goederen;2014 1e kwartaal;395.0;184.0;-211.0;-59.1;28.7
574;9 Niet afzonderlijk genoemde goederen;2014 2e kwartaal;558.0;187.0;-371.0;-45.1;83.3
575;9 Niet afzonderlijk genoemde goederen;2014 3e kwartaal;790.0;325.0;-465.0;-59.7;133.8
576;9 Niet afzonderlijk genoemde goederen;2014 4e kwartaal;361.0;243.0;-118.0;-39.0;185.9
577;9 Niet afzonderlijk genoemde goederen;2014;2104.0;939.0;-1165.0;-53.6;99.8
578;9 Niet afzonderlijk genoemde goederen;2015 1e kwartaal;66.0;123.0;57.0;-83.3;-33.2
579;9 Niet afzonderlijk genoemde goederen;2015 2e kwartaal;15.0;332.0;317.0;-97.3;77.5
580;9 Niet afzonderlijk genoemde goederen;2015 3e kwartaal;41.0;324.0;283.0;-94.8;-0.3
581;9 Niet afzonderlijk genoemde goederen;2015 4e kwartaal;23.0;143.0;120.0;-93.6;-41.2
582;9 Niet afzonderlijk genoemde goederen;2015;145.0;922.0;777.0;-93.1;-1.8
583;9 Niet afzonderlijk genoemde goederen;2016 1e kwartaal;41.0;377.0;336.0;-37.9;206.5
584;9 Niet afzonderlijk genoemde goederen;2016 2e kwartaal;161.0;231.0;70.0;973.3;-30.4
585;9 Niet afzonderlijk genoemde goederen;2016 3e kwartaal;48.0;422.0;374.0;17.1;30.2
586;9 Niet afzonderlijk genoemde goederen;2016 4e kwartaal;82.0;516.0;434.0;256.5;260.8
587;9 Niet afzonderlijk genoemde goederen;2016;333.0;1545.0;1212.0;129.7;67.6
588;9 Niet afzonderlijk genoemde goederen;2017 1e kwartaal;72.0;114.0;42.0;75.6;-69.8
589;9 Niet afzonderlijk genoemde goederen;2017 2e kwartaal;80.0;356.0;276.0;-50.3;54.1
590;9 Niet afzonderlijk genoemde goederen;2017 3e kwartaal;41.0;242.0;201.0;-14.6;-42.7
591;9 Niet afzonderlijk genoemde goederen;2017 4e kwartaal;171.0;189.0;18.0;108.5;-63.4
592;9 Niet afzonderlijk genoemde goederen;2017;365.0;901.0;536.0;9.6;-41.7
593;9 Niet afzonderlijk genoemde goederen;2018 1e kwartaal;93.0;99.0;6.0;29.2;-13.2
594;9 Niet afzonderlijk genoemde goederen;2018 2e kwartaal;406.0;566.0;160.0;407.5;59.0
595;9 Niet afzonderlijk genoemde goederen;2018 3e kwartaal;83.0;318.0;235.0;102.4;31.4
596;9 Niet afzonderlijk genoemde goederen;2018 4e kwartaal;123.0;149.0;26.0;-28.1;-21.2
597;9 Niet afzonderlijk genoemde goederen;2018;705.0;1132.0;427.0;93.2;25.6
598;9 Niet afzonderlijk genoemde goederen;2019 1e kwartaal;129.0;94.0;-35.0;38.7;-5.1
599;9 Niet afzonderlijk genoemde goederen;2019 2e kwartaal;98.0;278.0;180.0;-75.9;-50.9
600;9 Niet afzonderlijk genoemde goederen;2019 3e kwartaal;87.0;202.0;115.0;4.8;-36.5
601;9 Niet afzonderlijk genoemde goederen;2019 4e kwartaal;145.0;207.0;62.0;17.9;38.9
602;9 Niet afzonderlijk genoemde goederen;2019;459.0;781.0;322.0;-34.9;-31.0
603;9 Niet afzonderlijk genoemde goederen;2020 1e kwartaal;121.0;93.0;-28.0;-6.2;-1.1
604;9 Niet afzonderlijk genoemde goederen;2020 2e kwartaal;277.0;201.0;-76.0;182.7;-27.7
605;9 Niet afzonderlijk genoemde goederen;2020 3e kwartaal;430.0;242.0;-188.0;394.3;19.8
606;9 Niet afzonderlijk genoemde goederen;2020 4e kwartaal;603.0;67.0;-536.0;315.9;-67.6
607;9 Niet afzonderlijk genoemde goederen;2020;1430.0;603.0;-827.0;211.5;-22.8
608;9 Niet afzonderlijk genoemde goederen;2021 1e kwartaal;188.0;488.0;300.0;55.4;424.7
609;9 Niet afzonderlijk genoemde goederen;2021 2e kwartaal;419.0;235.0;-184.0;51.3;16.9
610;9 Niet afzonderlijk genoemde goederen;2021 3e kwartaal;121.0;196.0;75.0;-71.9;-19.0
611;9 Niet afzonderlijk genoemde goederen;2021 4e kwartaal;431.0;193.0;-238.0;-28.5;188.1
612;9 Niet afzonderlijk genoemde goederen;2021;1158.0;1112.0;-46.0;-19.0;84.4
613;9 Niet afzonderlijk genoemde goederen;2022 1e kwartaal;301.0;96.0;-205.0;60.1;-80.3
614;9 Niet afzonderlijk genoemde goederen;2022 2e kwartaal;221.0;123.0;-98.0;-47.3;-47.7
615;9 Niet afzonderlijk genoemde goederen;2022 3e kwartaal;236.0;160.0;-76.0;95.0;-18.4
