ID;Geslacht;Migratieachtergrond;UitstromersHoMetEnZonderDiploma;BedrijfstakkenSBI2008;Studierichting;Peilmoment;Perioden;UitstromersHoMetWerk_1
26;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;1 jaar na verlaten onderwijs;2017/'18;99390.0
27;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;1 jaar na verlaten onderwijs;2018/'19;99540.0
28;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;1 jaar na verlaten onderwijs;2019/'20;96620.0
29;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;1 jaar na verlaten onderwijs;2020/'21;
30;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;2 jaar na verlaten onderwijs;2006/'07;70420.0
31;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;2 jaar na verlaten onderwijs;2007/'08;69850.0
32;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;2 jaar na verlaten onderwijs;2008/'09;68480.0
33;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;2 jaar na verlaten onderwijs;2009/'10;71920.0
34;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;2 jaar na verlaten onderwijs;2010/'11;76650.0
35;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;2 jaar na verlaten onderwijs;2011/'12;83550.0
36;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;2 jaar na verlaten onderwijs;2012/'13;75780.0
37;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;2 jaar na verlaten onderwijs;2013/'14;82050.0
38;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;2 jaar na verlaten onderwijs;2014/'15;87980.0
39;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;2 jaar na verlaten onderwijs;2015/'16;89080.0
40;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;2 jaar na verlaten onderwijs;2016/'17;92320.0
41;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;2 jaar na verlaten onderwijs;2017/'18;96050.0
42;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;2 jaar na verlaten onderwijs;2018/'19;97580.0
43;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;2 jaar na verlaten onderwijs;2019/'20;
44;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;2 jaar na verlaten onderwijs;2020/'21;
45;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2006/'07;68550.0
46;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2007/'08;68400.0
47;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2008/'09;66580.0
48;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2009/'10;69780.0
49;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2010/'11;75080.0
50;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2011/'12;82170.0
51;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2012/'13;75010.0
52;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2013/'14;81450.0
53;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2014/'15;86870.0
54;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2015/'16;87820.0
55;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2016/'17;90800.0
56;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2017/'18;95180.0
57;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2018/'19;
58;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2019/'20;
59;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2020/'21;
60;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2006/'07;67100.0
61;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2007/'08;66580.0
62;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2008/'09;64940.0
63;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2009/'10;68390.0
64;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2010/'11;73870.0
65;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2011/'12;81100.0
66;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2012/'13;74420.0
67;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2013/'14;80540.0
68;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2014/'15;85750.0
69;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2015/'16;86620.0
70;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2016/'17;90040.0
71;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2017/'18;
72;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2018/'19;
73;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2019/'20;
74;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2020/'21;
75;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2006/'07;65510.0
76;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2007/'08;64970.0
77;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2008/'09;63870.0
78;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2009/'10;67430.0
79;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2010/'11;73110.0
80;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2011/'12;80740.0
81;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2012/'13;73800.0
82;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2013/'14;79690.0
83;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2014/'15;84820.0
84;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2015/'16;86170.0
85;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2016/'17;
86;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2017/'18;
87;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2018/'19;
88;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2019/'20;
89;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2020/'21;
90;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2006/'07;62780.0
91;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2007/'08;63110.0
92;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2008/'09;62160.0
93;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2009/'10;66020.0
94;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2010/'11;71760.0
95;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2011/'12;
96;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2012/'13;
97;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2013/'14;
98;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2014/'15;
99;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2015/'16;
100;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2016/'17;
101;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2017/'18;
102;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2018/'19;
103;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2019/'20;
104;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2020/'21;
105;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2006/'07;9690.0
106;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2007/'08;9700.0
107;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2008/'09;8680.0
108;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2009/'10;8970.0
109;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2010/'11;9430.0
110;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2011/'12;9300.0
111;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2012/'13;7900.0
112;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2013/'14;8310.0
113;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2014/'15;8770.0
114;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2015/'16;7890.0
115;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2016/'17;7940.0
116;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2017/'18;8410.0
117;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2018/'19;7850.0
118;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2019/'20;7270.0
119;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2020/'21;8020.0
120;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2006/'07;8640.0
121;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2007/'08;8330.0
122;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2008/'09;7870.0
123;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2009/'10;7970.0
124;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2010/'11;8240.0
125;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2011/'12;8050.0
126;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2012/'13;7070.0
127;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2013/'14;7450.0
128;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2014/'15;7830.0
129;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2015/'16;6980.0
130;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2016/'17;7080.0
131;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2017/'18;7470.0
132;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2018/'19;7000.0
133;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2019/'20;6660.0
134;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2020/'21;
135;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2006/'07;7950.0
136;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2007/'08;7820.0
137;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2008/'09;7340.0
138;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2009/'10;7380.0
139;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2010/'11;7650.0
140;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2011/'12;7610.0
141;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2012/'13;6620.0
142;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2013/'14;7090.0
143;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2014/'15;7450.0
144;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2015/'16;6680.0
145;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2016/'17;6690.0
146;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2017/'18;7060.0
147;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2018/'19;6600.0
148;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2019/'20;
149;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2020/'21;
150;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2006/'07;7580.0
151;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2007/'08;7470.0
152;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2008/'09;6970.0
153;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2009/'10;6960.0
154;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2010/'11;7200.0
155;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2011/'12;7270.0
156;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2012/'13;6400.0
157;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2013/'14;6870.0
158;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2014/'15;7210.0
159;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2015/'16;6460.0
160;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2016/'17;6520.0
161;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2017/'18;6800.0
162;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2018/'19;
163;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2019/'20;
164;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2020/'21;
165;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2006/'07;7310.0
166;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2007/'08;7140.0
167;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2008/'09;6700.0
168;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2009/'10;6750.0
169;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2010/'11;7060.0
170;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2011/'12;7090.0
171;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2012/'13;6260.0
172;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2013/'14;6760.0
173;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2014/'15;7020.0
174;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2015/'16;6310.0
175;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2016/'17;6350.0
176;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2017/'18;
177;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2018/'19;
178;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2019/'20;
179;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2020/'21;
180;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2006/'07;7030.0
181;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2007/'08;6870.0
182;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2008/'09;6460.0
183;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2009/'10;6550.0
184;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2010/'11;6890.0
185;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2011/'12;7000.0
186;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2012/'13;6180.0
187;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2013/'14;6580.0
188;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2014/'15;6900.0
189;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2015/'16;6200.0
190;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2016/'17;
191;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2017/'18;
192;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2018/'19;
193;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2019/'20;
194;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2020/'21;
195;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2006/'07;6500.0
196;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2007/'08;6400.0
197;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2008/'09;6020.0
198;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2009/'10;6140.0
199;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2010/'11;6540.0
200;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2011/'12;
201;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2012/'13;
202;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2013/'14;
203;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2014/'15;
204;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2015/'16;
205;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2016/'17;
206;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2017/'18;
207;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2018/'19;
208;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2019/'20;
209;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2020/'21;
210;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2006/'07;1820.0
211;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2007/'08;1890.0
212;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2008/'09;1700.0
213;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2009/'10;1770.0
214;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2010/'11;1800.0
215;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2011/'12;2030.0
216;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2012/'13;1850.0
217;Totaal;Totaal;Totaal;A-U Alle economische activiteiten;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2013/'14;2040.0
