ID;SamenstellingHuishouden;OverigeKenmerken;Perioden;ParticuliereHuishoudens_1;PersonenPerHuishouden_2;PersonenMetInkomenPerHuishouden_3;PrimairInkomen_4;BrutoInkomen_5;BesteedbaarInkomen_6;GestandaardiseerdBesteedbaarInkomen_7
69;1;84;2009;1676.0;1.6;1.5;6.7;35.4;27.4;22.4
70;1;84;2010;1711.0;1.6;1.5;6.6;36.1;27.5;22.4
71;1;84;2011;1788.0;1.6;1.5;6.6;36.9;27.7;22.5
72;1;84;2012;1857.0;1.6;1.5;6.7;37.5;28.3;22.9
73;1;84;2013;1899.0;1.6;1.5;6.7;38.0;28.3;22.9
74;1;84;2014;1961.0;1.6;1.5;7.5;39.5;29.3;23.7
75;1;101;2000;322.0;1.3;1.2;14.4;17.1;11.1;9.5
76;1;101;2001;313.0;1.4;1.2;15.3;18.3;12.3;10.4
77;1;101;2002;320.0;1.3;1.2;15.6;18.5;12.4;10.5
78;1;101;2003;333.0;1.3;1.2;14.2;17.6;11.9;10.1
79;1;101;2004;336.0;1.3;1.2;13.3;17.0;11.6;9.9
80;1;101;2005;343.0;1.3;1.2;13.6;17.3;11.8;9.9
81;1;101;2006;347.0;1.3;1.2;14.6;18.5;12.7;10.8
82;1;101;2007;352.0;1.3;1.2;14.8;18.8;13.0;11.2
83;1;101;2008;362.0;1.3;1.2;15.1;18.8;12.7;10.9
84;1;101;2009;364.0;1.3;1.2;15.1;19.3;13.2;11.3
85;1;101;2010;370.0;1.3;1.2;13.4;17.8;12.4;10.6
86;1;101;2011;381.0;1.3;1.2;13.5;18.0;12.6;10.8
87;1;101;2012;378.0;1.3;1.2;13.0;16.9;11.5;9.9
88;1;101;2013;376.0;1.3;1.2;12.8;16.9;11.5;10.0
89;1;101;2014;383.0;1.3;1.2;12.0;16.1;11.3;9.8
90;1;102;2000;554.0;1.8;1.5;33.5;35.7;20.1;15.6
91;1;102;2001;537.0;1.8;1.5;35.7;38.0;22.7;17.6
92;1;102;2002;520.0;1.8;1.5;36.4;38.8;23.0;18.0
93;1;102;2003;503.0;1.8;1.5;36.1;38.9;22.8;17.8
94;1;102;2004;496.0;1.8;1.5;36.6;39.7;23.2;18.0
95;1;102;2005;495.0;1.8;1.5;37.0;40.1;23.1;17.9
96;1;102;2006;497.0;1.8;1.5;38.8;41.7;24.1;18.7
97;1;102;2007;504.0;1.8;1.5;40.6;43.4;25.4;19.6
98;1;102;2008;508.0;1.8;1.5;42.1;44.9;25.9;20.1
99;1;102;2009;515.0;1.8;1.5;41.3;44.6;26.0;20.1
100;1;102;2010;519.0;1.8;1.5;39.9;43.4;25.1;19.6
101;1;102;2011;518.0;1.7;1.5;39.7;43.6;25.1;19.7
102;1;102;2012;522.0;1.7;1.4;39.8;43.4;24.7;19.4
103;1;102;2013;521.0;1.7;1.5;38.9;43.0;24.8;19.4
104;1;102;2014;528.0;1.7;1.4;39.4;43.5;25.5;20.1
105;1;103;2000;732.0;2.4;1.6;40.4;43.2;24.1;17.0
106;1;103;2001;737.0;2.4;1.6;43.6;46.4;27.0;19.1
107;1;103;2002;728.0;2.4;1.6;44.8;47.8;27.5;19.5
108;1;103;2003;697.0;2.4;1.6;45.5;49.0;27.7;19.6
109;1;103;2004;659.0;2.4;1.6;46.2;49.8;27.9;19.8
110;1;103;2005;631.0;2.3;1.6;47.8;51.3;28.2;20.0
111;1;103;2006;601.0;2.3;1.6;49.7;52.9;29.4;20.9
112;1;103;2007;579.0;2.3;1.6;51.7;54.6;30.9;21.9
113;1;103;2008;576.0;2.3;1.6;53.7;56.7;31.6;22.4
114;1;103;2009;567.0;2.3;1.6;53.1;56.7;31.9;22.6
115;1;103;2010;562.0;2.3;1.6;53.4;57.3;31.8;22.6
116;1;103;2011;570.0;2.3;1.6;53.5;57.4;31.7;22.5
117;1;103;2012;574.0;2.3;1.6;54.1;58.3;32.0;22.7
118;1;103;2013;569.0;2.3;1.6;54.1;58.8;32.4;22.9
119;1;103;2014;573.0;2.3;1.6;54.8;59.6;33.4;23.7
120;1;104;2000;746.0;3.0;1.6;42.9;46.6;26.3;16.8
121;1;104;2001;752.0;3.0;1.6;45.9;49.8;29.1;18.6
122;1;104;2002;748.0;3.0;1.6;47.1;51.2;29.5;18.9
123;1;104;2003;745.0;2.9;1.6;47.4;51.9;29.3;18.8
124;1;104;2004;744.0;2.9;1.6;49.5;54.1;30.2;19.5
125;1;104;2005;746.0;2.9;1.6;51.4;55.9;30.8;19.9
126;1;104;2006;739.0;2.9;1.6;54.9;59.1;32.7;21.2
127;1;104;2007;727.0;2.9;1.6;57.8;61.6;34.9;22.5
128;1;104;2008;709.0;2.9;1.6;59.0;63.1;35.4;22.9
129;1;104;2009;677.0;2.8;1.6;58.7;63.4;35.7;23.1
130;1;104;2010;637.0;2.9;1.6;60.1;65.1;36.2;23.4
131;1;104;2011;612.0;2.8;1.6;60.4;65.6;36.1;23.4
132;1;104;2012;585.0;2.8;1.6;60.6;66.1;36.0;23.3
133;1;104;2013;578.0;2.8;1.6;60.8;66.7;36.5;23.6
134;1;104;2014;573.0;2.8;1.6;61.9;68.1;37.9;24.5
135;1;105;2000;705.0;3.2;1.9;45.5;50.2;28.6;17.4
136;1;105;2001;720.0;3.2;1.9;48.9;53.7;31.4;19.2
137;1;105;2002;729.0;3.2;1.9;50.4;55.4;32.0;19.6
138;1;105;2003;739.0;3.2;1.8;51.3;56.6;31.9;19.6
139;1;105;2004;748.0;3.2;1.8;53.3;58.9;33.0;20.2
140;1;105;2005;756.0;3.1;1.8;54.2;59.9;33.3;20.4
141;1;105;2006;757.0;3.1;1.8;56.8;62.2;34.8;21.5
142;1;105;2007;756.0;3.1;1.8;60.7;65.6;37.4;23.1
143;1;105;2008;756.0;3.1;1.8;61.6;66.8;37.8;23.4
144;1;105;2009;759.0;3.1;1.8;61.5;67.1;37.9;23.5
145;1;105;2010;751.0;3.1;1.8;63.1;69.0;38.4;23.8
146;1;105;2011;750.0;3.0;1.8;64.3;70.3;38.7;24.0
147;1;105;2012;742.0;3.0;1.8;65.9;72.1;39.3;24.5
148;1;105;2013;720.0;3.0;1.7;65.5;72.4;39.2;24.5
149;1;105;2014;687.0;3.0;1.7;67.6;74.7;41.1;25.6
150;1;106;2000;656.0;3.1;2.3;50.6;56.0;31.7;19.3
151;1;106;2001;669.0;3.0;2.2;54.0;59.5;34.6;21.1
152;1;106;2002;678.0;3.0;2.2;55.8;61.8;35.5;21.8
153;1;106;2003;685.0;3.1;2.2;56.3;62.5;35.1;21.5
154;1;106;2004;698.0;3.1;2.2;58.7;65.1;36.2;22.2
155;1;106;2005;713.0;3.0;2.1;59.2;65.5;36.1;22.1
156;1;106;2006;724.0;3.0;2.1;61.1;67.3;37.5;23.0
157;1;106;2007;735.0;3.0;2.1;64.6;70.5;40.4;24.6
158;1;106;2008;748.0;3.0;2.1;65.2;71.2;40.4;24.9
159;1;106;2009;760.0;3.0;2.1;64.4;70.8;40.1;24.8
160;1;106;2010;767.0;3.0;2.1;64.6;71.4;40.0;24.7
161;1;106;2011;770.0;3.0;2.1;66.1;72.9;40.4;24.9
162;1;106;2012;773.0;3.0;2.1;67.1;74.2;40.4;25.0
163;1;106;2013;766.0;2.9;2.0;67.9;75.6;40.9;25.4
164;1;106;2014;771.0;2.9;2.0;70.3;78.2;42.9;26.6
165;1;107;2000;682.0;2.6;2.1;53.9;60.1;34.2;21.9
166;1;107;2001;666.0;2.6;2.2;55.5;61.8;35.9;23.1
167;1;107;2002;656.0;2.6;2.2;56.9;63.6;36.6;23.4
168;1;107;2003;649.0;2.6;2.2;57.9;65.1;36.3;23.2
169;1;107;2004;651.0;2.6;2.2;59.3;66.7;37.1;23.8
170;1;107;2005;655.0;2.6;2.2;60.9;68.4;37.6;24.2
171;1;107;2006;666.0;2.6;2.2;63.9;71.3;39.0;25.2
172;1;107;2007;673.0;2.6;2.2;67.5;74.6;41.8;26.9
173;1;107;2008;684.0;2.6;2.2;69.2;76.4;42.6;27.3
174;1;107;2009;699.0;2.6;2.2;69.2;76.4;42.5;27.2
175;1;107;2010;711.0;2.6;2.2;68.4;76.1;41.8;26.7
176;1;107;2011;723.0;2.6;2.2;68.9;76.7;42.0;26.7
177;1;107;2012;738.0;2.7;2.2;68.6;76.6;41.4;26.4
178;1;107;2013;753.0;2.7;2.2;68.8;77.6;41.8;26.7
179;1;107;2014;758.0;2.7;2.2;70.2;79.6;43.6;27.8
180;1;108;2000;515.0;2.1;1.8;43.9;54.0;30.8;21.6
181;1;108;2001;569.0;2.1;1.8;47.2;57.1;33.0;23.1
182;1;108;2002;609.0;2.1;1.8;49.2;59.2;34.2;23.9
183;1;108;2003;636.0;2.1;1.8;49.9;60.5;34.0;23.8
184;1;108;2004;654.0;2.2;1.8;51.8;62.8;34.7;24.2
185;1;108;2005;680.0;2.1;1.8;51.4;62.7;34.8;24.3
186;1;108;2006;656.0;2.1;1.8;53.6;64.7;35.8;25.0
187;1;108;2007;647.0;2.1;1.9;57.6;68.0;38.3;26.8
188;1;108;2008;640.0;2.1;1.9;60.0;69.9;38.9;27.2
189;1;108;2009;647.0;2.1;1.9;60.6;70.6;39.1;27.3
190;1;108;2010;649.0;2.2;1.9;62.2;72.2;39.5;27.4
191;1;108;2011;662.0;2.2;2.0;63.3;73.3;39.6;27.4
192;1;108;2012;671.0;2.2;2.0;64.3;74.1;39.5;27.3
193;1;108;2013;678.0;2.2;2.0;65.1;75.9;40.3;27.8
194;1;108;2014;694.0;2.2;2.0;68.1;79.6;43.0;29.6
195;1;109;2000;440.0;1.9;1.6;18.9;40.2;24.3;17.8
196;1;109;2001;450.0;1.9;1.6;20.1;42.7;26.6;19.7
197;1;109;2002;462.0;1.9;1.6;22.2;45.4;28.1;20.9
198;1;109;2003;475.0;1.9;1.6;22.4;46.2;28.3;21.0
199;1;109;2004;492.0;1.9;1.6;24.9;49.2;29.4;21.9
200;1;109;2005;503.0;1.9;1.6;25.6;50.6;30.8;23.1
201;1;109;2006;554.0;1.9;1.6;27.4;52.7;31.6;23.6
202;1;109;2007;597.0;1.9;1.6;32.8;57.3;34.5;25.6
203;1;109;2008;625.0;1.9;1.6;33.7;58.0;34.7;25.8
204;1;109;2009;639.0;1.9;1.6;34.8;58.8;34.9;26.0
205;1;109;2010;661.0;1.9;1.7;35.9;59.7;35.1;26.0
206;1;109;2011;641.0;1.9;1.7;38.7;61.2;35.4;26.1
207;1;109;2012;630.0;1.9;1.7;41.7;62.9;35.4;26.2
208;1;109;2013;627.0;1.9;1.7;45.3;65.7;36.0;26.6
209;1;109;2014;630.0;1.9;1.7;49.7;69.1;38.0;28.0
210;1;110;2000;400.0;1.7;1.5;6.6;29.0;21.5;16.7
211;1;110;2001;398.0;1.7;1.5;6.9;31.0;23.5;18.3
212;1;110;2002;402.0;1.7;1.5;6.9;32.1;24.6;19.0
213;1;110;2003;408.0;1.7;1.5;7.1;33.5;25.3;19.6
214;1;110;2004;417.0;1.7;1.5;7.9;35.1;26.3;20.3
215;1;110;2005;429.0;1.7;1.6;7.9;36.0;27.1;20.9
216;1;110;2006;438.0;1.7;1.6;8.4;37.8;28.2;21.8
217;1;110;2007;447.0;1.7;1.6;10.7;41.3;30.8;23.8
218;1;110;2008;461.0;1.7;1.6;10.8;42.5;31.4;24.3
219;1;110;2009;478.0;1.7;1.6;10.8;43.6;32.1;25.0
220;1;110;2010;487.0;1.7;1.6;10.5;44.4;32.4;25.0
221;1;110;2011;536.0;1.8;1.6;11.2;46.1;32.8;25.4
222;1;110;2012;578.0;1.7;1.6;10.8;45.8;33.0;25.5
223;1;110;2013;602.0;1.7;1.6;10.8;46.0;32.5;25.2
224;1;110;2014;619.0;1.7;1.6;12.6;48.4;34.1;26.4
225;1;111;2000;373.0;1.6;1.6;6.1;27.3;21.6;17.1
226;1;111;2001;373.0;1.6;1.6;5.1;27.6;21.6;17.3
227;1;111;2002;376.0;1.6;1.6;5.4;28.8;22.7;18.2
228;1;111;2003;377.0;1.6;1.6;5.0;29.3;23.2;18.7
229;1;111;2004;378.0;1.6;1.6;4.7;29.7;23.4;18.8
230;1;111;2005;377.0;1.6;1.6;5.0;30.4;24.0;19.4
231;1;111;2006;379.0;1.6;1.6;5.4;31.6;24.9;20.0
232;1;111;2007;381.0;1.6;1.6;6.0;33.1;26.1;21.0
233;1;111;2008;390.0;1.6;1.6;6.1;34.5;27.2;21.7
234;1;111;2009;399.0;1.6;1.6;5.7;35.0;27.4;21.9
235;1;111;2010;410.0;1.6;1.6;5.8;36.1;27.9;22.2
236;1;111;2011;419.0;1.7;1.6;5.5;36.6;28.0;22.3
237;1;111;2012;428.0;1.7;1.6;5.8;37.7;28.9;22.9
238;1;111;2013;439.0;1.7;1.6;5.8;38.7;29.1;23.2
239;1;111;2014;456.0;1.7;1.6;6.6;40.7;30.4;24.2
240;1;112;2000;666.0;1.4;1.4;4.4;23.1;18.3;15.7
241;1;112;2001;678.0;1.4;1.4;4.6;24.5;19.4;16.6
242;1;112;2002;690.0;1.4;1.4;4.8;25.9;20.7;17.8
243;1;112;2003;699.0;1.4;1.4;4.8;26.9;21.4;18.4
244;1;112;2004;717.0;1.4;1.4;4.7;27.2;21.6;18.6
245;1;112;2005;734.0;1.4;1.4;4.8;27.7;22.0;18.9
246;1;112;2006;750.0;1.4;1.4;4.6;28.2;22.5;19.3
247;1;112;2007;767.0;1.4;1.4;4.9;29.3;23.4;20.1
248;1;112;2008;784.0;1.4;1.4;4.9;30.2;24.3;20.8
249;1;112;2009;799.0;1.4;1.4;4.7;30.8;24.5;21.0
250;1;112;2010;814.0;1.4;1.4;4.7;31.0;24.5;21.0
251;1;112;2011;833.0;1.4;1.4;4.2;31.1;24.3;20.7
252;1;112;2012;850.0;1.4;1.4;4.5;31.8;24.9;21.3
253;1;112;2013;857.0;1.4;1.4;4.3;32.1;24.8;21.1
254;1;112;2014;886.0;1.4;1.4;4.4;32.7;25.4;21.6
255;1;122;2000;5664.0;2.3;1.7;34.3;43.5;25.9;17.9
256;1;122;2001;5698.0;2.3;1.7;36.5;46.1;28.1;19.5
257;1;122;2002;5720.0;2.3;1.7;37.7;47.9;29.1;20.2
258;1;122;2003;5730.0;2.3;1.7;38.1;48.9;29.1;20.3
259;1;122;2004;5760.0;2.3;1.7;39.4;50.6;29.9;20.8
260;1;122;2005;5818.0;2.3;1.7;40.0;51.5;30.3;21.2
261;1;122;2006;5843.0;2.2;1.7;41.5;53.3;31.4;22.0
262;1;122;2007;5883.0;2.2;1.7;44.2;56.1;33.6;23.5
263;1;122;2008;5917.0;2.2;1.7;45.0;57.3;34.2;23.9
264;1;122;2009;5920.0;2.2;1.7;44.6;57.6;34.3;24.1
265;1;122;2010;5919.0;2.2;1.7;44.8;58.3;34.4;24.1
266;1;122;2011;5952.0;2.2;1.7;45.3;59.1;34.6;24.2
267;1;122;2012;5979.0;2.2;1.7;45.6;59.7;34.6;24.3
268;1;122;2013;5986.0;2.2;1.7;45.7;60.4;34.9;24.5
269;1;122;2014;6025.0;2.2;1.7;47.0;62.1;36.3;25.5
270;1;123;2000;625.0;2.2;1.6;31.9;41.6;24.4;17.4
271;1;123;2001;637.0;2.1;1.6;34.8;45.0;27.3;19.5
272;1;123;2002;641.0;2.1;1.6;35.2;46.0;27.7;19.8
273;1;123;2003;642.0;2.1;1.6;35.2;46.7;27.8;20.0
274;1;123;2004;648.0;2.1;1.6;35.6;47.5;27.9;20.0
275;1;123;2005;656.0;2.1;1.6;36.3;48.4;28.4;20.5
276;1;123;2006;664.0;2.1;1.6;38.1;50.4;29.6;21.3
277;1;123;2007;670.0;2.1;1.6;39.5;51.7;30.9;22.2
278;1;123;2008;683.0;2.1;1.6;40.4;52.6;31.3;22.7
279;1;123;2009;706.0;2.1;1.6;40.6;53.2;31.6;22.9
280;1;123;2010;720.0;2.0;1.6;40.4;53.3;31.4;22.8
281;1;123;2011;742.0;2.0;1.6;40.0;53.0;31.0;22.6
282;1;123;2012;758.0;2.0;1.6;40.3;53.4;31.0;22.6
283;1;123;2013;759.0;2.0;1.6;40.8;54.4;31.4;22.8
284;1;123;2014;777.0;2.0;1.6;42.0;56.1;32.7;23.8
285;1;124;2000;205.0;2.2;1.7;34.3;43.5;25.4;18.0
286;1;124;2001;209.0;2.2;1.7;37.0;46.8;28.2;19.8
287;1;124;2002;209.0;2.2;1.7;38.5;48.6;29.1;20.5
288;1;124;2003;206.0;2.2;1.7;39.8;50.6;29.6;20.8
289;1;124;2004;210.0;2.2;1.7;39.5;50.7;29.3;20.6
290;1;124;2005;210.0;2.2;1.7;41.3;52.5;30.3;21.5
291;1;124;2006;216.0;2.2;1.7;43.3;54.5;31.4;22.2
292;1;124;2007;215.0;2.2;1.7;45.5;56.4;33.1;23.4
293;1;124;2008;213.0;2.2;1.7;47.1;58.0;33.6;23.9
294;1;124;2009;214.0;2.2;1.7;48.4;60.0;34.9;24.8
295;1;124;2010;213.0;2.2;1.7;48.0;60.4;34.9;24.8
296;1;124;2011;213.0;2.1;1.7;48.2;61.1;34.8;24.7
297;1;124;2012;214.0;2.1;1.7;48.6;61.6;34.9;24.9
298;1;124;2013;213.0;2.1;1.7;47.9;61.9;34.9;25.0
299;1;124;2014;213.0;2.1;1.7;48.8;64.0;36.5;26.2
300;1;125;2000;203.0;2.1;1.6;28.3;40.1;24.2;17.5
301;1;125;2001;204.0;2.1;1.6;29.7;42.4;26.4;19.2
302;1;125;2002;201.0;2.0;1.6;30.3;44.1;27.4;20.1
303;1;125;2003;199.0;2.0;1.6;29.6;44.3;27.3;20.1
304;1;125;2004;200.0;2.0;1.6;30.2;45.5;27.4;20.3
305;1;125;2005;198.0;2.0;1.6;29.2;45.2;27.7;20.4
306;1;125;2006;198.0;2.0;1.6;30.5;47.2;29.1;21.6
307;1;125;2007;196.0;2.0;1.6;31.0;47.9;30.0;22.2
308;1;125;2008;195.0;1.9;1.6;31.1;48.4;30.4;22.7
309;1;125;2009;195.0;1.9;1.6;31.5;49.0;30.7;22.8
310;1;125;2010;193.0;2.0;1.6;31.0;49.2;30.7;22.8
311;1;125;2011;192.0;1.9;1.6;31.1;49.7;30.8;22.9
312;1;125;2012;195.0;1.9;1.6;31.0;50.0;30.9;23.1
313;1;125;2013;189.0;1.9;1.6;31.5;50.7;31.0;23.1
314;1;125;2014;186.0;1.9;1.6;32.4;52.5;32.4;24.1
315;1;126;2000;49.0;2.1;1.6;29.1;39.8;24.0;17.1
316;1;126;2001;50.0;2.1;1.7;34.9;45.8;27.7;19.8
317;1;126;2002;50.0;2.1;1.6;34.8;46.9;28.5;20.7
318;1;126;2003;52.0;2.0;1.6;33.5;46.3;28.3;20.8
319;1;126;2004;51.0;2.0;1.6;33.9;46.8;28.1;20.3
320;1;126;2005;52.0;2.0;1.6;35.2;48.3;29.3;21.1
321;1;126;2006;51.0;2.0;1.6;36.8;49.9;29.4;21.4
322;1;126;2007;50.0;2.0;1.6;39.8;52.7;31.8;23.1
323;1;126;2008;49.0;2.0;1.6;39.8;53.6;33.0;24.2
324;1;126;2009;49.0;2.0;1.6;40.0;54.2;32.8;24.1
325;1;126;2010;49.0;2.0;1.6;40.8;55.0;33.1;24.4
326;1;126;2011;50.0;2.0;1.6;41.4;55.6;33.4;24.5
327;1;126;2012;49.0;2.0;1.6;42.6;57.3;33.9;24.4
328;1;126;2013;48.0;2.1;1.6;44.2;59.6;34.8;24.9
329;1;126;2014;51.0;2.0;1.6;44.2;59.2;35.1;25.1
330;1;127;2000;168.0;2.2;1.6;34.4;41.5;23.6;16.9
331;1;127;2001;176.0;2.2;1.6;37.9;45.6;26.9;19.3
332;1;127;2002;181.0;2.1;1.5;37.0;44.9;26.3;18.6
333;1;127;2003;185.0;2.2;1.6;36.6;45.1;26.1;18.6
334;1;127;2004;188.0;2.2;1.5;37.3;46.2;26.7;19.0
335;1;127;2005;196.0;2.1;1.5;38.5;47.2;27.0;19.2
336;1;127;2006;200.0;2.1;1.6;40.4;49.1;28.1;20.1
337;1;127;2007;208.0;2.1;1.6;41.4;50.0;29.1;20.8
338;1;127;2008;226.0;2.1;1.6;42.1;50.9;29.5;21.2
339;1;127;2009;248.0;2.1;1.5;41.3;50.4;29.3;21.2
340;1;127;2010;265.0;2.0;1.5;40.9;50.2;28.8;21.0
341;1;127;2011;287.0;2.0;1.5;39.7;48.8;27.9;20.4
342;1;127;2012;300.0;2.0;1.5;40.1;49.2;27.9;20.3
343;1;127;2013;309.0;2.0;1.5;41.0;50.6;28.7;20.8
344;1;127;2014;327.0;2.0;1.5;42.7;52.4;30.0;21.8
345;1;128;2000;502.0;2.6;1.7;22.3;30.6;19.3;12.8
346;1;128;2001;526.0;2.6;1.7;24.0;32.4;21.0;14.0
347;1;128;2002;558.0;2.6;1.7;24.4;33.2;21.6;14.4
348;1;128;2003;576.0;2.6;1.6;23.8;33.2;21.3;14.2
349;1;128;2004;582.0;2.6;1.6;24.0;34.0;21.7;14.5
350;1;128;2005;589.0;2.6;1.7;24.7;34.8;22.2;14.7
351;1;128;2006;602.0;2.6;1.7;27.1;36.8;23.5;15.6
352;1;128;2007;614.0;2.6;1.7;28.9;38.4;24.7;16.4
353;1;128;2008;643.0;2.5;1.7;30.0;39.8;25.2;16.8
354;1;128;2009;677.0;2.5;1.7;30.0;40.3;25.5;17.1
355;1;128;2010;698.0;2.5;1.7;29.7;40.4;25.3;17.1
356;1;128;2011;723.0;2.4;1.7;29.8;40.7;25.2;17.1
357;1;128;2012;733.0;2.4;1.7;30.3;41.4;25.4;17.3
358;1;128;2013;742.0;2.5;1.7;30.1;41.9;25.7;17.4
359;1;128;2014;755.0;2.5;1.7;30.8;43.1;26.7;18.1
360;1;129;2000;131.0;2.2;1.6;25.8;33.0;20.0;14.2
361;1;129;2001;134.0;2.2;1.6;28.4;35.8;22.2;15.6
362;1;129;2002;136.0;2.2;1.6;28.8;36.7;22.8;16.0
363;1;129;2003;139.0;2.2;1.6;28.5;36.9;22.4;15.8
364;1;129;2004;138.0;2.2;1.6;29.1;37.8;22.9;16.2
365;1;129;2005;139.0;2.2;1.6;29.3;38.5;23.2;16.3
366;1;129;2006;142.0;2.2;1.6;33.7;42.7;25.3;17.7
367;1;129;2007;144.0;2.2;1.6;34.2;42.9;26.1;18.3
