ID;Geslacht;OnderwijsniveauRichting;Leeftijd;Herkomst;Perioden;TotaleBevolking15Tot65Jaar_1;Beroepsbevolking_2;WerkzameBeroepsbevolking15Tot65Jaar_3;WerklozeBeroepsbevolking_4;NietBeroepsbevolking_5;BrutoArbeidsparticipatie_6;NettoArbeidsparticipatie_7;Werkloosheidspercentage_8
35;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Westerse allochtonen;1998;981.0;627.0;587.0;41.0;354.0;63.9;59.8;6.5
36;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Westerse allochtonen;1999;989.0;641.0;608.0;33.0;348.0;64.8;61.5;5.1
37;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Westerse allochtonen;2000;998.0;659.0;625.0;34.0;339.0;66.0;62.6;5.1
38;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Westerse allochtonen;2001;1010.0;665.0;635.0;30.0;345.0;65.8;62.8;4.5
39;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Westerse allochtonen;2002;1020.0;668.0;632.0;36.0;352.0;65.5;61.9;5.4
40;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Westerse allochtonen;2003;1023.0;687.0;638.0;48.0;336.0;67.1;62.4;7.1
41;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Westerse allochtonen;2004;1020.0;680.0;623.0;57.0;341.0;66.6;61.0;8.4
42;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Westerse allochtonen;2005;1019.0;689.0;626.0;63.0;330.0;67.6;61.5;9.1
43;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Westerse allochtonen;2006;1024.0;702.0;654.0;48.0;322.0;68.6;63.9;6.8
44;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Niet-westerse allochtonen;1996;793.0;406.0;318.0;89.0;387.0;51.2;40.0;21.9
45;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Niet-westerse allochtonen;1997;826.0;429.0;340.0;89.0;397.0;51.9;41.1;20.7
46;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Niet-westerse allochtonen;1998;866.0;455.0;384.0;72.0;411.0;52.6;44.3;15.8
47;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Niet-westerse allochtonen;1999;918.0;484.0;418.0;66.0;434.0;52.7;45.5;13.7
48;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Niet-westerse allochtonen;2000;940.0;504.0;449.0;55.0;436.0;53.6;47.7;11.0
49;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Niet-westerse allochtonen;2001;994.0;542.0;494.0;49.0;452.0;54.6;49.7;8.9
50;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Niet-westerse allochtonen;2002;1049.0;576.0;515.0;60.0;473.0;54.9;49.1;10.5
51;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Niet-westerse allochtonen;2003;1096.0;609.0;520.0;89.0;487.0;55.5;47.4;14.6
52;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Niet-westerse allochtonen;2004;1131.0;627.0;526.0;101.0;504.0;55.5;46.5;16.1
53;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Niet-westerse allochtonen;2005;1157.0;650.0;543.0;107.0;507.0;56.2;46.9;16.4
54;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Niet-westerse allochtonen;2006;1153.0;637.0;538.0;99.0;516.0;55.3;46.7;15.5
55;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Turken;1996;182.0;81.0;62.0;20.0;100.0;44.8;34.1;24.0
56;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Turken;1997;187.0;85.0;66.0;18.0;103.0;45.3;35.4;21.8
57;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Turken;1998;194.0;86.0;72.0;14.0;108.0;44.5;37.4;16.0
58;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Turken;1999;200.0;92.0;80.0;12.0;108.0;46.2;40.2;12.9
59;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Turken;2000;202.0;99.0;90.0;9.0;103.0;48.8;44.3;9.1
60;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Turken;2001;210.0;109.0;100.0;9.0;101.0;52.0;47.8;8.0
61;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Turken;2002;218.0;109.0;99.0;10.0;109.0;50.1;45.5;9.2
62;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Turken;2003;226.0;119.0;102.0;17.0;107.0;52.7;45.1;14.3
63;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Turken;2004;234.0;124.0;106.0;17.0;110.0;52.9;45.6;13.9
64;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Turken;2005;240.0;124.0;107.0;18.0;115.0;51.9;44.4;14.4
65;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Turken;2006;236.0;122.0;104.0;18.0;114.0;51.7;43.9;15.1
66;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Marokkanen;1996;144.0;62.0;44.0;17.0;82.0;43.0;30.9;28.0
67;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Marokkanen;1997;149.0;67.0;52.0;15.0;82.0;44.9;35.1;21.7
68;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Marokkanen;1998;156.0;74.0;60.0;15.0;82.0;47.6;38.3;19.6
69;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Marokkanen;1999;164.0;76.0;63.0;12.0;88.0;46.2;38.7;16.3
70;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Marokkanen;2000;167.0;65.0;57.0;9.0;101.0;39.3;34.2;13.0
71;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Marokkanen;2001;173.0;81.0;73.0;8.0;93.0;46.6;41.9;10.0
72;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Marokkanen;2002;181.0;91.0;82.0;9.0;90.0;50.2;45.3;9.7
73;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Marokkanen;2003;188.0;92.0;76.0;16.0;95.0;49.1;40.7;17.1
74;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Marokkanen;2004;194.0;92.0;71.0;20.0;103.0;47.1;36.7;22.1
75;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Marokkanen;2005;200.0;100.0;80.0;20.0;100.0;49.9;40.0;19.9
76;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Marokkanen;2006;198.0;93.0;77.0;16.0;105.0;46.8;38.7;17.2
77;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Surinamers;1996;195.0;121.0;103.0;18.0;74.0;62.0;53.0;14.6
78;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Surinamers;1997;199.0;120.0;104.0;16.0;79.0;60.4;52.3;13.5
79;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Surinamers;1998;203.0;135.0;119.0;16.0;68.0;66.4;58.5;11.9
80;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Surinamers;1999;210.0;137.0;123.0;14.0;73.0;65.3;58.5;10.4
81;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Surinamers;2000;213.0;148.0;134.0;13.0;66.0;69.1;62.9;9.1
82;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Surinamers;2001;219.0;145.0;135.0;9.0;75.0;65.9;61.6;6.5
83;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Surinamers;2002;225.0;148.0;136.0;12.0;77.0;65.8;60.5;8.1
84;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Surinamers;2003;230.0;154.0;139.0;15.0;75.0;67.2;60.5;10.0
85;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Surinamers;2004;234.0;163.0;144.0;19.0;72.0;69.4;61.3;11.7
86;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Surinamers;2005;239.0;161.0;141.0;20.0;78.0;67.3;59.2;12.2
87;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Surinamers;2006;241.0;164.0;144.0;20.0;77.0;68.0;59.7;12.1
88;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Antillianen/Arubanen;1996;59.0;34.0;27.0;7.0;25.0;58.2;46.1;20.8
89;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Antillianen/Arubanen;1997;61.0;35.0;27.0;7.0;26.0;57.6;45.4;21.2
90;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Antillianen/Arubanen;1998;63.0;37.0;31.0;6.0;26.0;58.9;49.5;16.0
91;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Antillianen/Arubanen;1999;69.0;43.0;37.0;6.0;26.0;61.8;53.4;13.6
92;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Antillianen/Arubanen;2000;73.0;44.0;40.0;4.0;29.0;60.0;54.7;8.7
93;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Antillianen/Arubanen;2001;80.0;47.0;43.0;4.0;33.0;58.6;53.5;8.7
94;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Antillianen/Arubanen;2002;86.0;53.0;48.0;5.0;33.0;62.0;55.8;9.9
95;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Antillianen/Arubanen;2003;89.0;56.0;47.0;9.0;33.0;62.9;52.6;16.4
96;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Antillianen/Arubanen;2004;91.0;54.0;46.0;9.0;36.0;60.0;50.6;15.7
97;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Antillianen/Arubanen;2005;91.0;62.0;51.0;11.0;30.0;67.5;55.6;17.6
98;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Antillianen/Arubanen;2006;92.0;61.0;51.0;10.0;31.0;66.7;55.6;16.8
99;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Overige niet-westerse allochtonen;1996;214.0;108.0;81.0;27.0;106.0;50.5;37.8;25.2
100;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Overige niet-westerse allochtonen;1997;230.0;122.0;90.0;32.0;108.0;52.9;39.0;26.3
101;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Overige niet-westerse allochtonen;1998;251.0;123.0;102.0;21.0;128.0;49.1;40.6;17.4
102;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Overige niet-westerse allochtonen;1999;275.0;136.0;114.0;22.0;139.0;49.5;41.5;16.2
103;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Overige niet-westerse allochtonen;2000;285.0;149.0;128.0;21.0;136.0;52.2;44.9;13.9
104;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Overige niet-westerse allochtonen;2001;312.0;161.0;143.0;18.0;151.0;51.7;45.8;11.3
105;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Overige niet-westerse allochtonen;2002;340.0;175.0;150.0;24.0;165.0;51.4;44.3;13.9
106;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Overige niet-westerse allochtonen;2003;364.0;187.0;156.0;31.0;177.0;51.4;42.9;16.6
107;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Overige niet-westerse allochtonen;2004;378.0;195.0;159.0;36.0;183.0;51.6;42.0;18.5
108;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Overige niet-westerse allochtonen;2005;387.0;203.0;164.0;39.0;184.0;52.5;42.5;19.1
109;Mannen en vrouwen;Totaal onderwijsniveau /-richting;Totaal leeftijd;Overige niet-westerse allochtonen;2006;386.0;197.0;163.0;34.0;189.0;51.2;42.2;17.4
110;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Totaal herkomst;1996;1948.0;882.0;770.0;112.0;1067.0;45.3;39.5;12.7
111;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Totaal herkomst;1997;1918.0;887.0;797.0;91.0;1031.0;46.3;41.5;10.2
112;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Totaal herkomst;1998;1875.0;844.0;772.0;72.0;1031.0;45.0;41.1;8.6
113;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Totaal herkomst;1999;1865.0;891.0;824.0;67.0;974.0;47.8;44.2;7.5
114;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Totaal herkomst;2000;1873.0;884.0;825.0;59.0;989.0;47.2;44.0;6.7
115;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Totaal herkomst;2001;1888.0;920.0;852.0;68.0;968.0;48.7;45.1;7.4
116;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Totaal herkomst;2002;1907.0;914.0;836.0;79.0;993.0;47.9;43.8;8.6
117;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Totaal herkomst;2003;1921.0;901.0;805.0;96.0;1020.0;46.9;41.9;10.6
118;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Totaal herkomst;2004;1929.0;877.0;759.0;119.0;1052.0;45.5;39.3;13.5
119;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Totaal herkomst;2005;1938.0;854.0;742.0;112.0;1084.0;44.1;38.3;13.1
120;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Totaal herkomst;2006;1950.0;849.0;758.0;91.0;1101.0;43.5;38.9;10.7
121;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Autochtonen;1996;1591.0;745.0;668.0;78.0;845.0;46.9;42.0;10.4
122;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Autochtonen;1997;1561.0;756.0;695.0;62.0;805.0;48.4;44.5;8.1
123;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Autochtonen;1998;1506.0;706.0;658.0;48.0;801.0;46.8;43.7;6.8
124;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Autochtonen;1999;1489.0;743.0;695.0;48.0;745.0;49.9;46.7;6.5
125;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Autochtonen;2000;1493.0;735.0;694.0;41.0;757.0;49.3;46.5;5.6
126;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Autochtonen;2001;1501.0;764.0;716.0;48.0;737.0;50.9;47.7;6.3
127;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Autochtonen;2002;1493.0;751.0;693.0;58.0;742.0;50.3;46.4;7.7
128;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Autochtonen;2003;1510.0;735.0;669.0;66.0;775.0;48.7;44.3;9.0
129;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Autochtonen;2004;1499.0;702.0;620.0;82.0;797.0;46.8;41.3;11.7
130;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Autochtonen;2005;1504.0;685.0;611.0;74.0;819.0;45.6;40.6;10.8
131;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Autochtonen;2006;1532.0;700.0;635.0;65.0;832.0;45.7;41.4;9.3
132;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Allochtonen;1996;355.0;135.0;101.0;34.0;220.0;38.1;28.4;25.3
133;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Allochtonen;1997;356.0;131.0;102.0;29.0;225.0;36.7;28.6;22.2
134;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Allochtonen;1998;368.0;138.0;114.0;25.0;230.0;37.6;30.9;17.7
135;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Allochtonen;1999;375.0;147.0;128.0;19.0;228.0;39.1;34.1;12.8
136;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Allochtonen;2000;381.0;149.0;131.0;18.0;232.0;39.1;34.3;12.3
137;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Allochtonen;2001;386.0;156.0;136.0;20.0;230.0;40.5;35.3;12.7
138;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Allochtonen;2002;414.0;163.0;143.0;20.0;251.0;39.4;34.4;12.5
139;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Allochtonen;2003;410.0;165.0;136.0;29.0;245.0;40.3;33.2;17.7
140;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Allochtonen;2004;429.0;175.0;139.0;36.0;254.0;40.8;32.3;20.7
141;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Allochtonen;2005;434.0;169.0;132.0;37.0;265.0;38.9;30.3;22.0
142;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Allochtonen;2006;417.0;148.0;123.0;25.0;268.0;35.6;29.5;17.1
143;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Westerse allochtonen;1996;148.0;63.0;53.0;10.0;85.0;42.5;36.0;15.5
144;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Westerse allochtonen;1997;148.0;59.0;50.0;8.0;89.0;39.6;34.1;14.0
145;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Westerse allochtonen;1998;150.0;62.0;55.0;7.0;88.0;41.6;37.0;11.0
146;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Westerse allochtonen;1999;161.0;67.0;62.0;5.0;94.0;41.5;38.6;7.0
147;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Westerse allochtonen;2000;145.0;67.0;61.0;6.0;78.0;46.2;41.9;9.2
148;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Westerse allochtonen;2001;141.0;60.0;53.0;6.0;81.0;42.3;37.9;10.4
149;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Westerse allochtonen;2002;156.0;69.0;63.0;6.0;87.0;44.2;40.5;8.3
150;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Westerse allochtonen;2003;149.0;71.0;61.0;10.0;78.0;47.5;40.9;13.8
151;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Westerse allochtonen;2004;147.0;65.0;54.0;11.0;82.0;44.4;36.6;17.5
152;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Westerse allochtonen;2005;149.0;66.0;56.0;11.0;82.0;44.7;37.4;16.2
153;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Westerse allochtonen;2006;138.0;58.0;52.0;5.0;80.0;41.8;38.1;8.9
154;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Niet-westerse allochtonen;1996;207.0;72.0;48.0;25.0;135.0;34.9;23.1;33.9
155;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Niet-westerse allochtonen;1997;208.0;72.0;52.0;21.0;136.0;34.7;24.7;28.8
156;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Niet-westerse allochtonen;1998;218.0;76.0;58.0;18.0;142.0;34.8;26.8;23.2
157;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Niet-westerse allochtonen;1999;214.0;80.0;66.0;14.0;134.0;37.2;30.6;17.8
158;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Niet-westerse allochtonen;2000;235.0;82.0;70.0;12.0;153.0;34.8;29.7;14.8
159;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Niet-westerse allochtonen;2001;245.0;97.0;83.0;14.0;148.0;39.4;33.9;14.1
160;Mannen en vrouwen;Totaal onderwijsniveau /-richting;15-24 jaar;Niet-westerse allochtonen;2002;258.0;94.0;80.0;15.0;164.0;36.4;30.8;15.5
