ID;RegioS;SamenstellingVanHetHuishouden;AantalHuishoudens_1;GemiddBesteedbInkomenPerHuishouden_2;GemiddGestandaardiseerdInkPerHuish_3
77;Noord-Brabant (PV);Paar zonder kinderen;308.2;31.5;23.0
78;Noord-Brabant (PV);Paar met kinderen;309.5;38.4;20.6
79;Noord-Brabant (PV);Eenoudergezin;51.8;24.9;17.0
80;Limburg (PV);Totaal particulier huishouden;473.5;28.0;19.5
81;Limburg (PV);Eenpersoonshuishouden;138.1;16.9;16.9
82;Limburg (PV);Paar zonder kinderen;152.7;29.9;21.8
83;Limburg (PV);Paar met kinderen;140.4;36.7;19.9
84;Limburg (PV);Eenoudergezin;27.3;24.1;16.6
85;Oost-Groningen (CR);Totaal particulier huishouden;65.2;25.3;17.5
86;Oost-Groningen (CR);Eenpersoonshuishouden;18.5;15.4;15.4
87;Oost-Groningen (CR);Paar zonder kinderen;22.1;26.5;19.4
88;Oost-Groningen (CR);Paar met kinderen;19.4;32.9;17.8
89;Oost-Groningen (CR);Eenoudergezin;3.6;22.8;15.6
90;Delfzijl en omgeving (CR);Totaal particulier huishouden;21.8;26.0;18.1
91;Delfzijl en omgeving (CR);Eenpersoonshuishouden;6.4;16.2;16.2
92;Delfzijl en omgeving (CR);Paar zonder kinderen;7.2;28.1;20.5
93;Delfzijl en omgeving (CR);Paar met kinderen;6.4;33.3;17.9
94;Delfzijl en omgeving (CR);Eenoudergezin;1.2;21.9;15.1
95;Overig Groningen (CR);Totaal particulier huishouden;152.9;26.2;18.8
96;Overig Groningen (CR);Eenpersoonshuishouden;54.8;16.8;16.8
97;Overig Groningen (CR);Paar zonder kinderen;45.9;30.1;22.0
98;Overig Groningen (CR);Paar met kinderen;38.9;35.3;18.9
99;Overig Groningen (CR);Eenoudergezin;9.7;22.3;15.4
100;Noord-Friesland (CR);Totaal particulier huishouden;135.7;26.1;18.2
101;Noord-Friesland (CR);Eenpersoonshuishouden;42.2;16.2;16.2
102;Noord-Friesland (CR);Paar zonder kinderen;41.7;28.4;20.8
103;Noord-Friesland (CR);Paar met kinderen;41.4;33.8;18.0
104;Noord-Friesland (CR);Eenoudergezin;7.5;22.5;15.4
105;Zuidwest-Friesland (CR);Totaal particulier huishouden;42.8;26.7;18.4
106;Zuidwest-Friesland (CR);Eenpersoonshuishouden;12.5;16.3;16.3
107;Zuidwest-Friesland (CR);Paar zonder kinderen;13.6;28.9;21.1
108;Zuidwest-Friesland (CR);Paar met kinderen;13.6;34.0;18.0
109;Zuidwest-Friesland (CR);Eenoudergezin;2.3;23.9;16.2
110;Zuidoost-Friesland (CR);Totaal particulier huishouden;84.6;27.0;18.7
111;Zuidoost-Friesland (CR);Eenpersoonshuishouden;24.5;16.9;16.9
112;Zuidoost-Friesland (CR);Paar zonder kinderen;27.5;29.1;21.2
113;Zuidoost-Friesland (CR);Paar met kinderen;26.2;34.4;18.3
114;Zuidoost-Friesland (CR);Eenoudergezin;4.5;23.4;15.9
115;Noord-Drenthe (CR);Totaal particulier huishouden;75.6;29.0;20.1
116;Noord-Drenthe (CR);Eenpersoonshuishouden;21.0;17.9;17.9
117;Noord-Drenthe (CR);Paar zonder kinderen;25.8;31.5;23.0
118;Noord-Drenthe (CR);Paar met kinderen;23.5;36.3;19.5
119;Noord-Drenthe (CR);Eenoudergezin;3.7;23.7;16.2
120;Zuidoost-Drenthe (CR);Totaal particulier huishouden;70.3;26.6;18.3
121;Zuidoost-Drenthe (CR);Eenpersoonshuishouden;18.7;16.0;16.0
122;Zuidoost-Drenthe (CR);Paar zonder kinderen;23.8;27.9;20.4
123;Zuidoost-Drenthe (CR);Paar met kinderen;22.0;33.8;18.2
124;Zuidoost-Drenthe (CR);Eenoudergezin;3.6;23.0;15.7
125;Zuidwest-Drenthe (CR);Totaal particulier huishouden;51.7;28.1;19.4
126;Zuidwest-Drenthe (CR);Eenpersoonshuishouden;14.5;17.3;17.3
127;Zuidwest-Drenthe (CR);Paar zonder kinderen;17.0;29.8;21.8
128;Zuidwest-Drenthe (CR);Paar met kinderen;16.4;35.7;19.0
129;Zuidwest-Drenthe (CR);Eenoudergezin;2.4;23.8;16.1
130;Noord-Overijssel (CR);Totaal particulier huishouden;132.7;28.8;19.4
131;Noord-Overijssel (CR);Eenpersoonshuishouden;37.2;17.3;17.3
132;Noord-Overijssel (CR);Paar zonder kinderen;39.6;30.2;22.0
133;Noord-Overijssel (CR);Paar met kinderen;45.8;36.7;19.3
134;Noord-Overijssel (CR);Eenoudergezin;6.5;24.5;16.6
135;Zuidwest-Overijssel (CR);Totaal particulier huishouden;60.0;28.2;19.4
136;Zuidwest-Overijssel (CR);Eenpersoonshuishouden;17.7;17.2;17.2
137;Zuidwest-Overijssel (CR);Paar zonder kinderen;18.5;30.6;22.3
138;Zuidwest-Overijssel (CR);Paar met kinderen;18.9;35.7;19.1
139;Zuidwest-Overijssel (CR);Eenoudergezin;3.0;24.0;16.5
140;Twente (CR);Totaal particulier huishouden;242.4;28.1;19.1
141;Twente (CR);Eenpersoonshuishouden;67.5;16.8;16.8
142;Twente (CR);Paar zonder kinderen;74.5;29.3;21.4
143;Twente (CR);Paar met kinderen;78.5;35.8;19.1
144;Twente (CR);Eenoudergezin;12.7;24.5;16.7
145;Veluwe (CR);Totaal particulier huishouden;246.4;30.4;20.5
146;Veluwe (CR);Eenpersoonshuishouden;67.7;18.0;18.0
147;Veluwe (CR);Paar zonder kinderen;75.0;32.1;23.4
148;Veluwe (CR);Paar met kinderen;82.7;38.2;20.1
149;Veluwe (CR);Eenoudergezin;11.9;26.0;17.6
150;Achterhoek (CR);Totaal particulier huishouden;158.1;29.4;19.8
151;Achterhoek (CR);Eenpersoonshuishouden;39.3;17.4;17.4
152;Achterhoek (CR);Paar zonder kinderen;52.4;30.4;22.2
153;Achterhoek (CR);Paar met kinderen;52.8;36.3;19.5
154;Achterhoek (CR);Eenoudergezin;7.4;25.6;17.5
155;Arnhem/Nijmegen (CR);Totaal particulier huishouden;287.3;28.4;19.9
156;Arnhem/Nijmegen (CR);Eenpersoonshuishouden;93.3;17.4;17.4
157;Arnhem/Nijmegen (CR);Paar zonder kinderen;85.5;31.7;23.1
158;Arnhem/Nijmegen (CR);Paar met kinderen;82.0;37.4;20.2
159;Arnhem/Nijmegen (CR);Eenoudergezin;17.9;23.8;16.4
160;Zuidwest-Gelderland (CR);Totaal particulier huishouden;87.7;30.9;20.4
161;Zuidwest-Gelderland (CR);Eenpersoonshuishouden;20.5;17.6;17.6
162;Zuidwest-Gelderland (CR);Paar zonder kinderen;26.8;31.4;22.9
163;Zuidwest-Gelderland (CR);Paar met kinderen;32.9;38.3;20.3
164;Zuidwest-Gelderland (CR);Eenoudergezin;4.2;27.2;18.4
165;Utrecht (CR);Totaal particulier huishouden;475.1;31.5;21.9
166;Utrecht (CR);Eenpersoonshuishouden;152.9;19.0;19.0
167;Utrecht (CR);Paar zonder kinderen;136.3;35.5;25.9
168;Utrecht (CR);Paar met kinderen;144.5;41.2;22.0
169;Utrecht (CR);Eenoudergezin;26.7;25.4;17.3
170;Kop van Noord-Holland (CR);Totaal particulier huishouden;148.4;28.8;19.7
171;Kop van Noord-Holland (CR);Eenpersoonshuishouden;42.2;17.1;17.1
172;Kop van Noord-Holland (CR);Paar zonder kinderen;46.0;30.7;22.4
173;Kop van Noord-Holland (CR);Paar met kinderen;48.0;37.2;19.8
174;Kop van Noord-Holland (CR);Eenoudergezin;8.5;24.4;16.7
175;Alkmaar en omgeving (CR);Totaal particulier huishouden;94.0;30.1;20.9
176;Alkmaar en omgeving (CR);Eenpersoonshuishouden;28.8;18.1;18.1
177;Alkmaar en omgeving (CR);Paar zonder kinderen;28.2;33.4;24.4
178;Alkmaar en omgeving (CR);Paar met kinderen;28.6;39.1;21.0
179;Alkmaar en omgeving (CR);Eenoudergezin;6.1;24.5;16.7
180;IJmond (CR);Totaal particulier huishouden;78.5;30.5;21.2
181;IJmond (CR);Eenpersoonshuishouden;24.1;18.8;18.8
182;IJmond (CR);Paar zonder kinderen;23.8;33.5;24.4
183;IJmond (CR);Paar met kinderen;24.0;40.0;21.4
184;IJmond (CR);Eenoudergezin;4.6;24.3;16.6
185;Agglomeratie Haarlem (CR);Totaal particulier huishouden;96.4;30.8;22.2
186;Agglomeratie Haarlem (CR);Eenpersoonshuishouden;37.2;19.5;19.5
187;Agglomeratie Haarlem (CR);Paar zonder kinderen;27.0;36.0;26.3
188;Agglomeratie Haarlem (CR);Paar met kinderen;23.6;42.8;23.1
189;Agglomeratie Haarlem (CR);Eenoudergezin;5.8;25.8;17.8
190;Zaanstreek (CR);Totaal particulier huishouden;65.6;28.7;20.0
191;Zaanstreek (CR);Eenpersoonshuishouden;20.1;17.5;17.5
192;Zaanstreek (CR);Paar zonder kinderen;19.4;31.0;22.7
193;Zaanstreek (CR);Paar met kinderen;19.5;38.0;20.5
194;Zaanstreek (CR);Eenoudergezin;4.5;24.0;16.4
195;Groot-Amsterdam (CR);Totaal particulier huishouden;548.1;27.8;20.5
196;Groot-Amsterdam (CR);Eenpersoonshuishouden;236.9;18.6;18.6
197;Groot-Amsterdam (CR);Paar zonder kinderen;126.9;34.5;25.2
198;Groot-Amsterdam (CR);Paar met kinderen;116.7;39.8;21.6
199;Groot-Amsterdam (CR);Eenoudergezin;46.4;22.9;15.8
200;Het Gooi en Vechtstreek (CR);Totaal particulier huishouden;104.4;33.4;23.6
201;Het Gooi en Vechtstreek (CR);Eenpersoonshuishouden;36.2;20.1;20.1
202;Het Gooi en Vechtstreek (CR);Paar zonder kinderen;30.4;38.1;27.8
203;Het Gooi en Vechtstreek (CR);Paar met kinderen;29.0;45.9;24.6
204;Het Gooi en Vechtstreek (CR);Eenoudergezin;6.2;26.6;18.3
205;Agglomeratie Leiden en Bollenstreek (CR);Totaal particulier huishouden;154.7;31.8;22.0
206;Agglomeratie Leiden en Bollenstreek (CR);Eenpersoonshuishouden;48.7;19.2;19.2
207;Agglomeratie Leiden en Bollenstreek (CR);Paar zonder kinderen;44.6;35.0;25.5
208;Agglomeratie Leiden en Bollenstreek (CR);Paar met kinderen;48.9;41.8;22.3
209;Agglomeratie Leiden en Bollenstreek (CR);Eenoudergezin;8.7;26.3;17.9
210;Agglomeratie 's-Gravenhage (CR);Totaal particulier huishouden;343.9;28.7;20.9
211;Agglomeratie 's-Gravenhage (CR);Eenpersoonshuishouden;136.8;19.0;19.0
212;Agglomeratie 's-Gravenhage (CR);Paar zonder kinderen;86.5;34.6;25.3
213;Agglomeratie 's-Gravenhage (CR);Paar met kinderen;79.6;39.4;21.4
214;Agglomeratie 's-Gravenhage (CR);Eenoudergezin;27.2;23.0;15.8
215;Delft en Westland (CR);Totaal particulier huishouden;83.4;29.7;20.6
216;Delft en Westland (CR);Eenpersoonshuishouden;26.2;17.9;17.9
217;Delft en Westland (CR);Paar zonder kinderen;24.7;32.4;23.6
218;Delft en Westland (CR);Paar met kinderen;25.5;39.5;21.0
219;Delft en Westland (CR);Eenoudergezin;4.6;25.1;17.2
220;Oost-Zuid-Holland (CR);Totaal particulier huishouden;125.8;32.0;21.6
221;Oost-Zuid-Holland (CR);Eenpersoonshuishouden;33.5;18.7;18.7
222;Oost-Zuid-Holland (CR);Paar zonder kinderen;38.9;34.1;24.9
223;Oost-Zuid-Holland (CR);Paar met kinderen;43.3;40.3;21.4
224;Oost-Zuid-Holland (CR);Eenoudergezin;6.2;26.9;18.2
225;Groot-Rijnmond (CR);Totaal particulier huishouden;587.0;27.7;19.7
226;Groot-Rijnmond (CR);Eenpersoonshuishouden;205.2;17.3;17.3
227;Groot-Rijnmond (CR);Paar zonder kinderen;162.4;31.9;23.3
228;Groot-Rijnmond (CR);Paar met kinderen;151.6;37.8;20.4
229;Groot-Rijnmond (CR);Eenoudergezin;46.3;22.8;15.6
230;Zuidoost-Zuid-Holland (CR);Totaal particulier huishouden;161.6;29.4;20.1
231;Zuidoost-Zuid-Holland (CR);Eenpersoonshuishouden;47.1;17.6;17.6
232;Zuidoost-Zuid-Holland (CR);Paar zonder kinderen;48.3;31.3;22.9
233;Zuidoost-Zuid-Holland (CR);Paar met kinderen;52.0;38.4;20.4
234;Zuidoost-Zuid-Holland (CR);Eenoudergezin;9.3;24.6;16.7
235;Zeeuwsch-Vlaanderen (CR);Totaal particulier huishouden;46.2;28.5;19.9
236;Zeeuwsch-Vlaanderen (CR);Eenpersoonshuishouden;13.6;17.4;17.4
237;Zeeuwsch-Vlaanderen (CR);Paar zonder kinderen;16.0;29.9;21.8
238;Zeeuwsch-Vlaanderen (CR);Paar met kinderen;13.0;38.2;20.7
239;Zeeuwsch-Vlaanderen (CR);Eenoudergezin;2.4;23.7;16.4
240;Overig Zeeland (CR);Totaal particulier huishouden;112.4;28.5;19.8
241;Overig Zeeland (CR);Eenpersoonshuishouden;33.7;17.4;17.4
242;Overig Zeeland (CR);Paar zonder kinderen;37.0;30.9;22.5
243;Overig Zeeland (CR);Paar met kinderen;33.4;37.2;19.7
244;Overig Zeeland (CR);Eenoudergezin;5.7;24.2;16.6
245;West-Noord-Brabant (CR);Totaal particulier huishouden;248.7;29.5;20.3
246;West-Noord-Brabant (CR);Eenpersoonshuishouden;69.2;17.5;17.5
247;West-Noord-Brabant (CR);Paar zonder kinderen;81.5;31.1;22.7
248;West-Noord-Brabant (CR);Paar met kinderen;76.7;38.3;20.7
249;West-Noord-Brabant (CR);Eenoudergezin;13.2;24.9;17.1
250;Midden-Noord-Brabant (CR);Totaal particulier huishouden;179.2;29.4;20.0
251;Midden-Noord-Brabant (CR);Eenpersoonshuishouden;50.0;17.3;17.3
252;Midden-Noord-Brabant (CR);Paar zonder kinderen;56.1;31.0;22.6
253;Midden-Noord-Brabant (CR);Paar met kinderen;57.3;38.3;20.5
254;Midden-Noord-Brabant (CR);Eenoudergezin;10.2;24.4;16.6
255;Noordoost-Noord-Brabant (CR);Totaal particulier huishouden;246.0;30.5;20.6
256;Noordoost-Noord-Brabant (CR);Eenpersoonshuishouden;64.7;17.9;17.9
257;Noordoost-Noord-Brabant (CR);Paar zonder kinderen;76.5;32.0;23.3
258;Noordoost-Noord-Brabant (CR);Paar met kinderen;83.9;38.6;20.6
259;Noordoost-Noord-Brabant (CR);Eenoudergezin;12.9;25.4;17.3
260;Zuidoost-Noord-Brabant (CR);Totaal particulier huishouden;297.0;29.7;20.5
261;Zuidoost-Noord-Brabant (CR);Eenpersoonshuishouden;86.4;18.0;18.0
262;Zuidoost-Noord-Brabant (CR);Paar zonder kinderen;94.2;31.8;23.2
263;Zuidoost-Noord-Brabant (CR);Paar met kinderen;91.7;38.4;20.5
264;Zuidoost-Noord-Brabant (CR);Eenoudergezin;15.5;25.0;17.1
265;Noord-Limburg (CR);Totaal particulier huishouden;110.7;28.8;19.5
266;Noord-Limburg (CR);Eenpersoonshuishouden;28.9;16.8;16.8
267;Noord-Limburg (CR);Paar zonder kinderen;35.7;30.3;22.1
268;Noord-Limburg (CR);Paar met kinderen;37.3;36.4;19.5
269;Noord-Limburg (CR);Eenoudergezin;5.4;25.1;17.1
270;Midden-Limburg (CR);Totaal particulier huishouden;95.3;29.0;19.9
271;Midden-Limburg (CR);Eenpersoonshuishouden;25.3;17.0;17.0
272;Midden-Limburg (CR);Paar zonder kinderen;31.3;30.2;22.0
273;Midden-Limburg (CR);Paar met kinderen;30.4;37.3;20.1
274;Midden-Limburg (CR);Eenoudergezin;5.0;25.9;17.8
275;Zuid-Limburg (CR);Totaal particulier huishouden;267.5;27.3;19.3
276;Zuid-Limburg (CR);Eenpersoonshuishouden;84.0;16.8;16.8
277;Zuid-Limburg (CR);Paar zonder kinderen;85.7;29.6;21.6
278;Zuid-Limburg (CR);Paar met kinderen;72.6;36.7;20.0
279;Zuid-Limburg (CR);Eenoudergezin;16.8;23.2;16.1
280;Flevoland (CR);Totaal particulier huishouden;140.1;28.8;19.4
281;Flevoland (CR);Eenpersoonshuishouden;35.6;17.2;17.2
282;Flevoland (CR);Paar zonder kinderen;38.3;31.4;22.9
283;Flevoland (CR);Paar met kinderen;50.3;35.8;19.1
284;Flevoland (CR);Eenoudergezin;10.9;22.6;15.4
285;Groningen (GA);Totaal particulier huishouden;85.8;25.4;19.1
286;Groningen (GA);Eenpersoonshuishouden;37.1;17.1;17.1
287;Groningen (GA);Paar zonder kinderen;24.0;31.3;22.9
288;Groningen (GA);Paar met kinderen;16.5;36.2;19.7
289;Groningen (GA);Eenoudergezin;6.2;22.0;15.4
290;Leeuwarden (GA);Totaal particulier huishouden;40.5;24.6;18.1
291;Leeuwarden (GA);Eenpersoonshuishouden;16.3;16.4;16.4
292;Leeuwarden (GA);Paar zonder kinderen;11.6;29.0;21.2
293;Leeuwarden (GA);Paar met kinderen;8.8;34.1;18.4
294;Leeuwarden (GA);Eenoudergezin;2.8;21.3;14.7
295;Zwolle (GA);Totaal particulier huishouden;47.0;28.3;20.0
296;Zwolle (GA);Eenpersoonshuishouden;16.3;17.8;17.8
297;Zwolle (GA);Paar zonder kinderen;13.7;32.4;23.6
298;Zwolle (GA);Paar met kinderen;13.1;37.6;20.2
299;Zwolle (GA);Eenoudergezin;2.8;22.2;15.3
300;Enschede (GA);Totaal particulier huishouden;63.0;25.2;17.9
301;Enschede (GA);Eenpersoonshuishouden;21.2;16.0;16.0
302;Enschede (GA);Paar zonder kinderen;19.1;28.4;20.8
303;Enschede (GA);Paar met kinderen;16.6;33.0;17.8
304;Enschede (GA);Eenoudergezin;4.0;21.6;15.0
305;Apeldoorn (GA);Totaal particulier huishouden;64.7;29.1;20.3
306;Apeldoorn (GA);Eenpersoonshuishouden;20.0;18.0;18.0
307;Apeldoorn (GA);Paar zonder kinderen;20.3;31.9;23.3
308;Apeldoorn (GA);Paar met kinderen;18.8;37.6;20.2
309;Apeldoorn (GA);Eenoudergezin;3.6;23.7;16.2
310;Arnhem (GA);Totaal particulier huishouden;64.0;25.8;19.0
311;Arnhem (GA);Eenpersoonshuishouden;25.9;17.0;17.0
312;Arnhem (GA);Paar zonder kinderen;17.1;31.6;23.1
313;Arnhem (GA);Paar met kinderen;14.0;35.1;19.1
314;Arnhem (GA);Eenoudergezin;4.7;21.7;14.9
315;Nijmegen (GA);Totaal particulier huishouden;68.4;26.2;19.2
316;Nijmegen (GA);Eenpersoonshuishouden;28.5;16.9;16.9
317;Nijmegen (GA);Paar zonder kinderen;18.0;31.4;22.9
318;Nijmegen (GA);Paar met kinderen;14.9;37.1;20.1
319;Nijmegen (GA);Eenoudergezin;5.0;23.8;16.4
320;Amersfoort (GA);Totaal particulier huishouden;67.3;31.1;21.6
321;Amersfoort (GA);Eenpersoonshuishouden;21.6;19.1;19.1
322;Amersfoort (GA);Paar zonder kinderen;18.6;35.2;25.7
323;Amersfoort (GA);Paar met kinderen;21.1;40.7;21.8
324;Amersfoort (GA);Eenoudergezin;4.2;23.8;16.2
325;Utrecht (GA);Totaal particulier huishouden;172.7;29.2;20.9
326;Utrecht (GA);Eenpersoonshuishouden;65.4;18.3;18.3
327;Utrecht (GA);Paar zonder kinderen;46.6;34.5;25.2
328;Utrecht (GA);Paar met kinderen;43.9;39.8;21.6
329;Utrecht (GA);Eenoudergezin;10.6;24.2;16.6
330;Amsterdam (GA);Totaal particulier huishouden;477.6;26.6;20.1
331;Amsterdam (GA);Eenpersoonshuishouden;220.5;18.4;18.4
332;Amsterdam (GA);Paar zonder kinderen;105.4;33.9;24.7
333;Amsterdam (GA);Paar met kinderen;89.0;38.5;21.0
334;Amsterdam (GA);Eenoudergezin;42.8;22.5;15.5
335;Haarlem (GA);Totaal particulier huishouden;84.3;30.7;22.2
336;Haarlem (GA);Eenpersoonshuishouden;32.9;19.5;19.5
337;Haarlem (GA);Paar zonder kinderen;23.2;35.9;26.2
338;Haarlem (GA);Paar met kinderen;20.6;43.1;23.2
339;Haarlem (GA);Eenoudergezin;5.1;25.7;17.8
340;Leiden (GA);Totaal particulier huishouden;102.8;31.3;22.0
341;Leiden (GA);Eenpersoonshuishouden;35.0;19.4;19.4
342;Leiden (GA);Paar zonder kinderen;28.8;35.4;25.8
343;Leiden (GA);Paar met kinderen;30.4;41.7;22.3
344;Leiden (GA);Eenoudergezin;5.9;25.4;17.4
345;'s-Gravenhage (GA);Totaal particulier huishouden;282.0;27.9;20.7
346;'s-Gravenhage (GA);Eenpersoonshuishouden;120.3;19.0;19.0
347;'s-Gravenhage (GA);Paar zonder kinderen;68.7;34.5;25.2
348;'s-Gravenhage (GA);Paar met kinderen;58.4;38.9;21.1
349;'s-Gravenhage (GA);Eenoudergezin;22.4;22.7;15.7
350;Rotterdam (GA);Totaal particulier huishouden;444.0;26.3;19.0
351;Rotterdam (GA);Eenpersoonshuishouden;170.8;17.0;17.0
352;Rotterdam (GA);Paar zonder kinderen;115.0;31.3;22.8
353;Rotterdam (GA);Paar met kinderen;101.0;36.6;19.8
354;Rotterdam (GA);Eenoudergezin;39.3;22.0;15.1
355;Dordrecht (GA);Totaal particulier huishouden;102.8;28.7;19.9
356;Dordrecht (GA);Eenpersoonshuishouden;32.0;17.4;17.4
357;Dordrecht (GA);Paar zonder kinderen;30.4;31.4;22.9
358;Dordrecht (GA);Paar met kinderen;30.6;38.1;20.4
359;Dordrecht (GA);Eenoudergezin;6.5;23.8;16.3
360;Breda (GA);Totaal particulier huishouden;71.4;28.8;20.4
361;Breda (GA);Eenpersoonshuishouden;24.1;17.8;17.8
362;Breda (GA);Paar zonder kinderen;21.9;32.3;23.6
363;Breda (GA);Paar met kinderen;19.0;38.8;20.9
364;Breda (GA);Eenoudergezin;4.3;24.0;16.5
365;Tilburg (GA);Totaal particulier huishouden;90.6;27.7;19.4
366;Tilburg (GA);Eenpersoonshuishouden;29.2;16.8;16.8
367;Tilburg (GA);Paar zonder kinderen;27.3;31.0;22.7
368;Tilburg (GA);Paar met kinderen;25.2;37.1;19.9
369;Tilburg (GA);Eenoudergezin;5.8;22.5;15.3
370;'s-Hertogenbosch (GA);Totaal particulier huishouden;67.5;29.5;20.8
371;'s-Hertogenbosch (GA);Eenpersoonshuishouden;22.7;18.4;18.4
372;'s-Hertogenbosch (GA);Paar zonder kinderen;19.8;33.6;24.5
373;'s-Hertogenbosch (GA);Paar met kinderen;18.9;38.7;20.9
