ID;Uitvoerstromen;Landen;Perioden;Verdiensten_1;ArbeidsvolumeDankzijUitvoer_2;BijdrageAanBrutoBinnenlandsProduct_3;BijdrageAanArbeidsvolume_4
51;Totaal;Ierland;2018;4170;41;0.5;0.5
52;Totaal;Ierland;2019;4631;43;0.6;0.6
53;Totaal;Ierland;2020;4892;48;0.6;0.6
54;Totaal;India;2015;1074;10;0.2;0.1
55;Totaal;India;2016;1138;11;0.2;0.1
56;Totaal;India;2017;1325;12;0.2;0.2
57;Totaal;India;2018;1337;12;0.2;0.2
58;Totaal;India;2019;1574;14;0.2;0.2
59;Totaal;India;2020;1358;12;0.2;0.2
60;Totaal;Indonesië;2015;876;9;0.1;0.1
61;Totaal;Indonesië;2016;667;6;0.1;0.1
62;Totaal;Indonesië;2017;609;6;0.1;0.1
63;Totaal;Indonesië;2018;593;6;0.1;0.1
64;Totaal;Indonesië;2019;634;6;0.1;0.1
65;Totaal;Indonesië;2020;565;5;0.1;0.1
66;Totaal;Italië;2015;8004;68;1.2;1.0
67;Totaal;Italië;2016;8150;72;1.2;1.0
68;Totaal;Italië;2017;8565;75;1.2;1.0
69;Totaal;Italië;2018;9085;79;1.2;1.0
70;Totaal;Italië;2019;9194;80;1.1;1.0
71;Totaal;Italië;2020;8222;76;1.0;1.0
72;Totaal;Nigeria;2015;1066;9;0.2;0.1
73;Totaal;Nigeria;2016;754;6;0.1;0.1
74;Totaal;Nigeria;2017;688;6;0.1;0.1
75;Totaal;Nigeria;2018;876;7;0.1;0.1
76;Totaal;Nigeria;2019;1131;9;0.1;0.1
77;Totaal;Nigeria;2020;1021;8;0.1;0.1
78;Totaal;Noorwegen;2015;2174;21;0.3;0.3
79;Totaal;Noorwegen;2016;2046;19;0.3;0.3
80;Totaal;Noorwegen;2017;2218;21;0.3;0.3
81;Totaal;Noorwegen;2018;2121;20;0.3;0.3
82;Totaal;Noorwegen;2019;2285;21;0.3;0.3
83;Totaal;Noorwegen;2020;2465;24;0.3;0.3
84;Totaal;Polen;2015;4146;41;0.6;0.6
85;Totaal;Polen;2016;4416;43;0.6;0.6
86;Totaal;Polen;2017;4796;46;0.6;0.6
87;Totaal;Polen;2018;5232;50;0.7;0.7
88;Totaal;Polen;2019;5517;52;0.7;0.7
89;Totaal;Polen;2020;5778;56;0.7;0.7
90;Totaal;Rusland;2015;2245;22;0.3;0.3
91;Totaal;Rusland;2016;2095;21;0.3;0.3
92;Totaal;Rusland;2017;2849;28;0.4;0.4
93;Totaal;Rusland;2018;2723;26;0.4;0.3
94;Totaal;Rusland;2019;2985;28;0.4;0.4
95;Totaal;Rusland;2020;2740;26;0.3;0.3
96;Totaal;Singapore;2015;2029;18;0.3;0.3
97;Totaal;Singapore;2016;2315;21;0.3;0.3
98;Totaal;Singapore;2017;2364;20;0.3;0.3
99;Totaal;Singapore;2018;2289;20;0.3;0.3
100;Totaal;Singapore;2019;2053;18;0.3;0.2
101;Totaal;Singapore;2020;1642;15;0.2;0.2
102;Totaal;Spanje;2015;5392;51;0.8;0.7
103;Totaal;Spanje;2016;5964;57;0.8;0.8
104;Totaal;Spanje;2017;6471;60;0.9;0.8
105;Totaal;Spanje;2018;6863;64;0.9;0.8
106;Totaal;Spanje;2019;7290;66;0.9;0.8
107;Totaal;Spanje;2020;6586;61;0.8;0.8
108;Totaal;Thailand;2015;800;7;0.1;0.1
109;Totaal;Thailand;2016;668;6;0.1;0.1
110;Totaal;Thailand;2017;597;5;0.1;0.1
111;Totaal;Thailand;2018;601;5;0.1;0.1
112;Totaal;Thailand;2019;610;5;0.1;0.1
113;Totaal;Thailand;2020;621;6;0.1;0.1
114;Totaal;Turkije;2015;2221;20;0.3;0.3
115;Totaal;Turkije;2016;2216;19;0.3;0.3
116;Totaal;Turkije;2017;2422;20;0.3;0.3
117;Totaal;Turkije;2018;2315;19;0.3;0.2
118;Totaal;Turkije;2019;2379;19;0.3;0.2
119;Totaal;Turkije;2020;2297;19;0.3;0.2
120;Totaal;Verenigd Koninkrijk;2015;25155;238;3.6;3.4
121;Totaal;Verenigd Koninkrijk;2016;25535;249;3.6;3.5
122;Totaal;Verenigd Koninkrijk;2017;26675;257;3.6;3.5
123;Totaal;Verenigd Koninkrijk;2018;26949;258;3.5;3.4
124;Totaal;Verenigd Koninkrijk;2019;27817;260;3.4;3.4
125;Totaal;Verenigd Koninkrijk;2020;24769;239;3.1;3.1
126;Totaal;Verenigde Staten;2015;15746;146;2.3;2.1
127;Totaal;Verenigde Staten;2016;14830;140;2.1;2.0
128;Totaal;Verenigde Staten;2017;15249;141;2.1;1.9
129;Totaal;Verenigde Staten;2018;16113;149;2.1;2.0
130;Totaal;Verenigde Staten;2019;16916;151;2.1;2.0
131;Totaal;Verenigde Staten;2020;15604;146;2.0;1.9
132;Totaal;Vietnam;2015;508;5;0.1;0.1
133;Totaal;Vietnam;2016;453;5;0.1;0.1
134;Totaal;Vietnam;2017;445;4;0.1;0.1
135;Totaal;Vietnam;2018;503;5;0.1;0.1
136;Totaal;Vietnam;2019;465;4;0.1;0.1
137;Totaal;Vietnam;2020;442;4;0.1;0.1
138;Totaal;Zuid-Afrika;2015;961;9;0.1;0.1
139;Totaal;Zuid-Afrika;2016;899;8;0.1;0.1
140;Totaal;Zuid-Afrika;2017;890;8;0.1;0.1
141;Totaal;Zuid-Afrika;2018;877;8;0.1;0.1
142;Totaal;Zuid-Afrika;2019;943;8;0.1;0.1
143;Totaal;Zuid-Afrika;2020;885;8;0.1;0.1
144;Totaal;Zweden;2015;4370;43;0.6;0.6
145;Totaal;Zweden;2016;4406;43;0.6;0.6
146;Totaal;Zweden;2017;4840;47;0.7;0.6
147;Totaal;Zweden;2018;5141;49;0.7;0.6
148;Totaal;Zweden;2019;5256;49;0.6;0.6
149;Totaal;Zweden;2020;5123;49;0.6;0.6
150;Totaal;Zwitserland;2015;7846;76;1.1;1.1
151;Totaal;Zwitserland;2016;6965;68;1.0;1.0
152;Totaal;Zwitserland;2017;6163;58;0.8;0.8
153;Totaal;Zwitserland;2018;5525;51;0.7;0.7
154;Totaal;Zwitserland;2019;5680;51;0.7;0.7
155;Totaal;Zwitserland;2020;6265;58;0.8;0.7
156;Uitvoer Nederlands product;Totaal landen;2015;111411;965;16.1;13.8
157;Uitvoer Nederlands product;Totaal landen;2016;111664;990;15.8;13.8
158;Uitvoer Nederlands product;Totaal landen;2017;118549;1018;16.1;13.9
159;Uitvoer Nederlands product;Totaal landen;2018;122690;1055;15.9;14.0
160;Uitvoer Nederlands product;Totaal landen;2019;124715;1068;15.3;13.8
161;Uitvoer Nederlands product;Totaal landen;2020;119847;1047;15.0;13.5
162;Uitvoer Nederlands product;België;2015;10728;90;1.6;1.3
163;Uitvoer Nederlands product;België;2016;11023;93;1.6;1.3
164;Uitvoer Nederlands product;België;2017;11726;96;1.6;1.3
165;Uitvoer Nederlands product;België;2018;11969;99;1.5;1.3
166;Uitvoer Nederlands product;België;2019;12132;100;1.5;1.3
167;Uitvoer Nederlands product;België;2020;11746;100;1.5;1.3
168;Uitvoer Nederlands product;Brazilië;2015;1153;12;0.2;0.2
169;Uitvoer Nederlands product;Brazilië;2016;1250;13;0.2;0.2
170;Uitvoer Nederlands product;Brazilië;2017;528;4;0.1;0.1
171;Uitvoer Nederlands product;Brazilië;2018;544;5;0.1;0.1
172;Uitvoer Nederlands product;Brazilië;2019;555;5;0.1;0.1
173;Uitvoer Nederlands product;Brazilië;2020;509;4;0.1;0.1
174;Uitvoer Nederlands product;Canada;2015;608;5;0.1;0.1
175;Uitvoer Nederlands product;Canada;2016;667;6;0.1;0.1
176;Uitvoer Nederlands product;Canada;2017;712;6;0.1;0.1
177;Uitvoer Nederlands product;Canada;2018;813;7;0.1;0.1
178;Uitvoer Nederlands product;Canada;2019;972;8;0.1;0.1
179;Uitvoer Nederlands product;Canada;2020;828;7;0.1;0.1
180;Uitvoer Nederlands product;China;2015;2957;26;0.4;0.4
181;Uitvoer Nederlands product;China;2016;3700;34;0.5;0.5
182;Uitvoer Nederlands product;China;2017;3908;34;0.5;0.5
183;Uitvoer Nederlands product;China;2018;4126;37;0.5;0.5
184;Uitvoer Nederlands product;China;2019;4576;40;0.6;0.5
185;Uitvoer Nederlands product;China;2020;5365;47;0.7;0.6
186;Uitvoer Nederlands product;Denemarken;2015;1508;15;0.2;0.2
187;Uitvoer Nederlands product;Denemarken;2016;1486;15;0.2;0.2
188;Uitvoer Nederlands product;Denemarken;2017;1496;14;0.2;0.2
189;Uitvoer Nederlands product;Denemarken;2018;1604;16;0.2;0.2
190;Uitvoer Nederlands product;Denemarken;2019;1483;14;0.2;0.2
191;Uitvoer Nederlands product;Denemarken;2020;1637;16;0.2;0.2
192;Uitvoer Nederlands product;Duitsland;2015;22963;190;3.3;2.7
193;Uitvoer Nederlands product;Duitsland;2016;21780;193;3.1;2.7
194;Uitvoer Nederlands product;Duitsland;2017;22941;197;3.1;2.7
195;Uitvoer Nederlands product;Duitsland;2018;23738;203;3.1;2.7
196;Uitvoer Nederlands product;Duitsland;2019;23547;203;2.9;2.6
197;Uitvoer Nederlands product;Duitsland;2020;23163;209;2.9;2.7
198;Uitvoer Nederlands product;Frankrijk;2015;7756;67;1.1;1.0
199;Uitvoer Nederlands product;Frankrijk;2016;7909;70;1.1;1.0
200;Uitvoer Nederlands product;Frankrijk;2017;8534;73;1.2;1.0
201;Uitvoer Nederlands product;Frankrijk;2018;8681;76;1.1;1.0
202;Uitvoer Nederlands product;Frankrijk;2019;8527;74;1.0;1.0
203;Uitvoer Nederlands product;Frankrijk;2020;8116;73;1.0;0.9
204;Uitvoer Nederlands product;Ierland;2015;808;8;0.1;0.1
205;Uitvoer Nederlands product;Ierland;2016;816;8;0.1;0.1
206;Uitvoer Nederlands product;Ierland;2017;872;8;0.1;0.1
207;Uitvoer Nederlands product;Ierland;2018;794;8;0.1;0.1
208;Uitvoer Nederlands product;Ierland;2019;900;9;0.1;0.1
209;Uitvoer Nederlands product;Ierland;2020;966;9;0.1;0.1
210;Uitvoer Nederlands product;India;2015;490;4;0.1;0.1
211;Uitvoer Nederlands product;India;2016;468;4;0.1;0.1
212;Uitvoer Nederlands product;India;2017;626;5;0.1;0.1
213;Uitvoer Nederlands product;India;2018;551;4;0.1;0.1
214;Uitvoer Nederlands product;India;2019;614;5;0.1;0.1
215;Uitvoer Nederlands product;India;2020;510;4;0.1;0.1
216;Uitvoer Nederlands product;Indonesië;2015;367;4;0.1;0.1
217;Uitvoer Nederlands product;Indonesië;2016;267;2;0.0;0.0
218;Uitvoer Nederlands product;Indonesië;2017;242;2;0.0;0.0
219;Uitvoer Nederlands product;Indonesië;2018;263;2;0.0;0.0
220;Uitvoer Nederlands product;Indonesië;2019;293;3;0.0;0.0
221;Uitvoer Nederlands product;Indonesië;2020;253;2;0.0;0.0
222;Uitvoer Nederlands product;Italië;2015;4407;33;0.6;0.5
223;Uitvoer Nederlands product;Italië;2016;4361;35;0.6;0.5
224;Uitvoer Nederlands product;Italië;2017;4544;36;0.6;0.5
225;Uitvoer Nederlands product;Italië;2018;4750;38;0.6;0.5
226;Uitvoer Nederlands product;Italië;2019;4497;37;0.6;0.5
227;Uitvoer Nederlands product;Italië;2020;4124;36;0.5;0.5
228;Uitvoer Nederlands product;Nigeria;2015;591;5;0.1;0.1
229;Uitvoer Nederlands product;Nigeria;2016;410;3;0.1;0.0
230;Uitvoer Nederlands product;Nigeria;2017;384;3;0.1;0.0
231;Uitvoer Nederlands product;Nigeria;2018;520;4;0.1;0.1
232;Uitvoer Nederlands product;Nigeria;2019;746;5;0.1;0.1
233;Uitvoer Nederlands product;Nigeria;2020;671;5;0.1;0.1
234;Uitvoer Nederlands product;Noorwegen;2015;1221;12;0.2;0.2
235;Uitvoer Nederlands product;Noorwegen;2016;1080;10;0.2;0.1
236;Uitvoer Nederlands product;Noorwegen;2017;1224;12;0.2;0.2
237;Uitvoer Nederlands product;Noorwegen;2018;1155;11;0.1;0.1
238;Uitvoer Nederlands product;Noorwegen;2019;1324;12;0.2;0.2
239;Uitvoer Nederlands product;Noorwegen;2020;1511;15;0.2;0.2
240;Uitvoer Nederlands product;Polen;2015;2031;19;0.3;0.3
241;Uitvoer Nederlands product;Polen;2016;2162;20;0.3;0.3
242;Uitvoer Nederlands product;Polen;2017;2448;22;0.3;0.3
243;Uitvoer Nederlands product;Polen;2018;2675;25;0.3;0.3
244;Uitvoer Nederlands product;Polen;2019;2713;25;0.3;0.3
245;Uitvoer Nederlands product;Polen;2020;2738;25;0.3;0.3
246;Uitvoer Nederlands product;Rusland;2015;1208;12;0.2;0.2
247;Uitvoer Nederlands product;Rusland;2016;1170;11;0.2;0.2
248;Uitvoer Nederlands product;Rusland;2017;1366;13;0.2;0.2
249;Uitvoer Nederlands product;Rusland;2018;1372;13;0.2;0.2
250;Uitvoer Nederlands product;Rusland;2019;1656;15;0.2;0.2
251;Uitvoer Nederlands product;Rusland;2020;1565;14;0.2;0.2
252;Uitvoer Nederlands product;Singapore;2015;826;7;0.1;0.1
253;Uitvoer Nederlands product;Singapore;2016;1125;9;0.2;0.1
254;Uitvoer Nederlands product;Singapore;2017;1142;9;0.2;0.1
255;Uitvoer Nederlands product;Singapore;2018;1101;8;0.1;0.1
256;Uitvoer Nederlands product;Singapore;2019;753;6;0.1;0.1
257;Uitvoer Nederlands product;Singapore;2020;617;5;0.1;0.1
258;Uitvoer Nederlands product;Spanje;2015;2506;23;0.4;0.3
259;Uitvoer Nederlands product;Spanje;2016;2677;25;0.4;0.3
260;Uitvoer Nederlands product;Spanje;2017;2858;26;0.4;0.4
261;Uitvoer Nederlands product;Spanje;2018;3102;28;0.4;0.4
262;Uitvoer Nederlands product;Spanje;2019;3195;28;0.4;0.4
263;Uitvoer Nederlands product;Spanje;2020;3048;27;0.4;0.3
264;Uitvoer Nederlands product;Thailand;2015;331;3;0.0;0.0
265;Uitvoer Nederlands product;Thailand;2016;347;3;0.0;0.0
266;Uitvoer Nederlands product;Thailand;2017;308;3;0.0;0.0
267;Uitvoer Nederlands product;Thailand;2018;313;3;0.0;0.0
268;Uitvoer Nederlands product;Thailand;2019;303;3;0.0;0.0
269;Uitvoer Nederlands product;Thailand;2020;324;3;0.0;0.0
270;Uitvoer Nederlands product;Turkije;2015;1370;12;0.2;0.2
271;Uitvoer Nederlands product;Turkije;2016;1463;12;0.2;0.2
272;Uitvoer Nederlands product;Turkije;2017;1691;13;0.2;0.2
273;Uitvoer Nederlands product;Turkije;2018;1597;12;0.2;0.2
274;Uitvoer Nederlands product;Turkije;2019;1575;12;0.2;0.1
275;Uitvoer Nederlands product;Turkije;2020;1572;12;0.2;0.2
276;Uitvoer Nederlands product;Verenigd Koninkrijk;2015;8819;80;1.3;1.1
277;Uitvoer Nederlands product;Verenigd Koninkrijk;2016;9501;90;1.3;1.3
278;Uitvoer Nederlands product;Verenigd Koninkrijk;2017;9046;84;1.2;1.1
279;Uitvoer Nederlands product;Verenigd Koninkrijk;2018;8717;81;1.1;1.1
280;Uitvoer Nederlands product;Verenigd Koninkrijk;2019;8880;81;1.1;1.0
281;Uitvoer Nederlands product;Verenigd Koninkrijk;2020;8512;79;1.1;1.0
282;Uitvoer Nederlands product;Verenigde Staten;2015;5403;50;0.8;0.7
283;Uitvoer Nederlands product;Verenigde Staten;2016;5230;48;0.7;0.7
284;Uitvoer Nederlands product;Verenigde Staten;2017;5972;54;0.8;0.7
285;Uitvoer Nederlands product;Verenigde Staten;2018;6788;61;0.9;0.8
286;Uitvoer Nederlands product;Verenigde Staten;2019;7291;64;0.9;0.8
287;Uitvoer Nederlands product;Verenigde Staten;2020;6681;58;0.8;0.8
288;Uitvoer Nederlands product;Vietnam;2015;298;3;0.0;0.0
289;Uitvoer Nederlands product;Vietnam;2016;291;3;0.0;0.0
290;Uitvoer Nederlands product;Vietnam;2017;278;3;0.0;0.0
291;Uitvoer Nederlands product;Vietnam;2018;322;3;0.0;0.0
292;Uitvoer Nederlands product;Vietnam;2019;289;3;0.0;0.0
293;Uitvoer Nederlands product;Vietnam;2020;274;2;0.0;0.0
294;Uitvoer Nederlands product;Zuid-Afrika;2015;531;5;0.1;0.1
295;Uitvoer Nederlands product;Zuid-Afrika;2016;472;4;0.1;0.1
296;Uitvoer Nederlands product;Zuid-Afrika;2017;428;4;0.1;0.0
297;Uitvoer Nederlands product;Zuid-Afrika;2018;412;4;0.1;0.0
298;Uitvoer Nederlands product;Zuid-Afrika;2019;453;4;0.1;0.0
299;Uitvoer Nederlands product;Zuid-Afrika;2020;409;3;0.1;0.0
300;Uitvoer Nederlands product;Zweden;2015;1593;16;0.2;0.2
301;Uitvoer Nederlands product;Zweden;2016;1827;18;0.3;0.2
302;Uitvoer Nederlands product;Zweden;2017;1920;18;0.3;0.2
303;Uitvoer Nederlands product;Zweden;2018;2041;19;0.3;0.3
304;Uitvoer Nederlands product;Zweden;2019;2008;19;0.2;0.2
305;Uitvoer Nederlands product;Zweden;2020;1984;18;0.2;0.2
306;Uitvoer Nederlands product;Zwitserland;2015;1416;13;0.2;0.2
307;Uitvoer Nederlands product;Zwitserland;2016;1409;13;0.2;0.2
308;Uitvoer Nederlands product;Zwitserland;2017;1462;13;0.2;0.2
309;Uitvoer Nederlands product;Zwitserland;2018;1433;13;0.2;0.2
310;Uitvoer Nederlands product;Zwitserland;2019;1553;14;0.2;0.2
311;Uitvoer Nederlands product;Zwitserland;2020;1682;16;0.2;0.2
312;Wederuitvoer;Totaal landen;2015;28280;262;4.1;3.7
313;Wederuitvoer;Totaal landen;2016;29720;275;4.2;3.8
314;Wederuitvoer;Totaal landen;2017;32469;296;4.4;4.1
315;Wederuitvoer;Totaal landen;2018;33124;299;4.3;3.9
316;Wederuitvoer;Totaal landen;2019;34841;301;4.3;3.9
317;Wederuitvoer;Totaal landen;2020;34427;295;4.3;3.8
318;Wederuitvoer;België;2015;3058;28;0.4;0.4
319;Wederuitvoer;België;2016;3020;28;0.4;0.4
320;Wederuitvoer;België;2017;3285;30;0.4;0.4
321;Wederuitvoer;België;2018;3331;30;0.4;0.4
322;Wederuitvoer;België;2019;3525;30;0.4;0.4
323;Wederuitvoer;België;2020;3696;32;0.5;0.4
324;Wederuitvoer;Brazilië;2015;74;1;0.0;0.0
325;Wederuitvoer;Brazilië;2016;90;1;0.0;0.0
326;Wederuitvoer;Brazilië;2017;104;1;0.0;0.0
327;Wederuitvoer;Brazilië;2018;104;1;0.0;0.0
328;Wederuitvoer;Brazilië;2019;114;1;0.0;0.0
329;Wederuitvoer;Brazilië;2020;108;1;0.0;0.0
330;Wederuitvoer;Canada;2015;76;1;0.0;0.0
331;Wederuitvoer;Canada;2016;76;1;0.0;0.0
332;Wederuitvoer;Canada;2017;100;1;0.0;0.0
333;Wederuitvoer;Canada;2018;90;1;0.0;0.0
334;Wederuitvoer;Canada;2019;101;1;0.0;0.0
335;Wederuitvoer;Canada;2020;100;1;0.0;0.0
336;Wederuitvoer;China;2015;260;2;0.0;0.0
337;Wederuitvoer;China;2016;275;3;0.0;0.0
338;Wederuitvoer;China;2017;343;3;0.0;0.0
339;Wederuitvoer;China;2018;365;3;0.0;0.0
340;Wederuitvoer;China;2019;413;4;0.1;0.0
341;Wederuitvoer;China;2020;411;4;0.1;0.0
342;Wederuitvoer;Denemarken;2015;450;4;0.1;0.1
343;Wederuitvoer;Denemarken;2016;467;4;0.1;0.1
344;Wederuitvoer;Denemarken;2017;476;4;0.1;0.1
345;Wederuitvoer;Denemarken;2018;492;4;0.1;0.1
346;Wederuitvoer;Denemarken;2019;495;4;0.1;0.1
347;Wederuitvoer;Denemarken;2020;533;5;0.1;0.1
348;Wederuitvoer;Duitsland;2015;7358;68;1.1;1.0
349;Wederuitvoer;Duitsland;2016;8002;74;1.1;1.0
350;Wederuitvoer;Duitsland;2017;8813;80;1.2;1.1
351;Wederuitvoer;Duitsland;2018;8650;78;1.1;1.0
352;Wederuitvoer;Duitsland;2019;8926;77;1.1;1.0
353;Wederuitvoer;Duitsland;2020;8908;76;1.1;1.0
354;Wederuitvoer;Frankrijk;2015;2815;26;0.4;0.4
355;Wederuitvoer;Frankrijk;2016;2986;28;0.4;0.4
356;Wederuitvoer;Frankrijk;2017;3237;30;0.4;0.4
357;Wederuitvoer;Frankrijk;2018;3209;29;0.4;0.4
358;Wederuitvoer;Frankrijk;2019;3434;30;0.4;0.4
359;Wederuitvoer;Frankrijk;2020;3326;29;0.4;0.4
360;Wederuitvoer;Ierland;2015;301;3;0.0;0.0
361;Wederuitvoer;Ierland;2016;321;3;0.0;0.0
362;Wederuitvoer;Ierland;2017;327;3;0.0;0.0
363;Wederuitvoer;Ierland;2018;416;4;0.1;0.1
364;Wederuitvoer;Ierland;2019;417;4;0.1;0.0
365;Wederuitvoer;Ierland;2020;377;3;0.0;0.0
366;Wederuitvoer;India;2015;81;1;0.0;0.0
367;Wederuitvoer;India;2016;89;1;0.0;0.0
368;Wederuitvoer;India;2017;97;1;0.0;0.0
369;Wederuitvoer;India;2018;124;1;0.0;0.0
370;Wederuitvoer;India;2019;114;1;0.0;0.0
371;Wederuitvoer;India;2020;102;1;0.0;0.0
372;Wederuitvoer;Indonesië;2015;15;0;0.0;0.0
373;Wederuitvoer;Indonesië;2016;22;0;0.0;0.0
374;Wederuitvoer;Indonesië;2017;22;0;0.0;0.0
375;Wederuitvoer;Indonesië;2018;27;0;0.0;0.0
376;Wederuitvoer;Indonesië;2019;33;0;0.0;0.0
377;Wederuitvoer;Indonesië;2020;32;0;0.0;0.0
378;Wederuitvoer;Italië;2015;1416;13;0.2;0.2
379;Wederuitvoer;Italië;2016;1478;14;0.2;0.2
380;Wederuitvoer;Italië;2017;1513;14;0.2;0.2
381;Wederuitvoer;Italië;2018;1568;14;0.2;0.2
382;Wederuitvoer;Italië;2019;1671;14;0.2;0.2
383;Wederuitvoer;Italië;2020;1624;14;0.2;0.2
384;Wederuitvoer;Nigeria;2015;49;0;0.0;0.0
385;Wederuitvoer;Nigeria;2016;33;0;0.0;0.0
386;Wederuitvoer;Nigeria;2017;73;1;0.0;0.0
387;Wederuitvoer;Nigeria;2018;112;1;0.0;0.0
388;Wederuitvoer;Nigeria;2019;120;1;0.0;0.0
389;Wederuitvoer;Nigeria;2020;112;1;0.0;0.0
390;Wederuitvoer;Noorwegen;2015;217;2;0.0;0.0
391;Wederuitvoer;Noorwegen;2016;275;3;0.0;0.0
392;Wederuitvoer;Noorwegen;2017;278;3;0.0;0.0
393;Wederuitvoer;Noorwegen;2018;289;3;0.0;0.0
394;Wederuitvoer;Noorwegen;2019;297;3;0.0;0.0
395;Wederuitvoer;Noorwegen;2020;306;3;0.0;0.0
396;Wederuitvoer;Polen;2015;813;8;0.1;0.1
397;Wederuitvoer;Polen;2016;835;8;0.1;0.1
398;Wederuitvoer;Polen;2017;876;8;0.1;0.1
399;Wederuitvoer;Polen;2018;905;8;0.1;0.1
400;Wederuitvoer;Polen;2019;980;9;0.1;0.1
401;Wederuitvoer;Polen;2020;1133;10;0.1;0.1
402;Wederuitvoer;Rusland;2015;226;2;0.0;0.0
403;Wederuitvoer;Rusland;2016;282;3;0.0;0.0
404;Wederuitvoer;Rusland;2017;347;3;0.0;0.0
405;Wederuitvoer;Rusland;2018;369;3;0.0;0.0
406;Wederuitvoer;Rusland;2019;404;4;0.0;0.0
407;Wederuitvoer;Rusland;2020;386;3;0.0;0.0
408;Wederuitvoer;Singapore;2015;180;2;0.0;0.0
409;Wederuitvoer;Singapore;2016;227;2;0.0;0.0
410;Wederuitvoer;Singapore;2017;278;2;0.0;0.0
411;Wederuitvoer;Singapore;2018;224;2;0.0;0.0
412;Wederuitvoer;Singapore;2019;236;2;0.0;0.0
413;Wederuitvoer;Singapore;2020;238;2;0.0;0.0
414;Wederuitvoer;Spanje;2015;1089;10;0.2;0.1
415;Wederuitvoer;Spanje;2016;1162;11;0.2;0.2
416;Wederuitvoer;Spanje;2017;1258;12;0.2;0.2
417;Wederuitvoer;Spanje;2018;1248;11;0.2;0.1
418;Wederuitvoer;Spanje;2019;1372;12;0.2;0.2
419;Wederuitvoer;Spanje;2020;1360;12;0.2;0.2
420;Wederuitvoer;Thailand;2015;33;0;0.0;0.0
421;Wederuitvoer;Thailand;2016;43;0;0.0;0.0
422;Wederuitvoer;Thailand;2017;56;1;0.0;0.0
423;Wederuitvoer;Thailand;2018;56;1;0.0;0.0
424;Wederuitvoer;Thailand;2019;55;0;0.0;0.0
425;Wederuitvoer;Thailand;2020;41;0;0.0;0.0
426;Wederuitvoer;Turkije;2015;296;3;0.0;0.0
427;Wederuitvoer;Turkije;2016;314;3;0.0;0.0
428;Wederuitvoer;Turkije;2017;320;3;0.0;0.0
