ID;HealthAndLifestyle;PersonalCharacteristics;Periods;NotHappy_1;Happy_2;NotSatisfiedWithLife_3;SatisfiedWithLife_4
74;999;Origin: Dutch background;2007;11.0;89.0;12.0;88.0
75;999;Origin: Dutch background;2008;10.0;90.0;11.0;89.0
76;999;Origin: Dutch background;2009;10.0;90.0;11.0;89.0
77;999;Origin: Dutch background;2010 old method;11.0;89.0;12.0;88.0
78;999;Origin: Dutch background;2010 new method;15.0;85.0;15.0;85.0
79;999;Origin: Dutch background;2012;16.0;84.0;16.0;84.0
80;999;Origin: Western background;2003;17.0;83.0;16.0;84.0
81;999;Origin: Western background;2004;14.0;86.0;16.0;84.0
82;999;Origin: Western background;2005;17.0;83.0;15.0;85.0
83;999;Origin: Western background;2006;13.0;87.0;16.0;84.0
84;999;Origin: Western background;2007;15.0;85.0;16.0;84.0
85;999;Origin: Western background;2008;15.0;85.0;15.0;85.0
86;999;Origin: Western background;2009;12.0;88.0;17.0;83.0
87;999;Origin: Western background;2010 old method;15.0;85.0;18.0;82.0
88;999;Origin: Western background;2010 new method;19.0;81.0;18.0;82.0
89;999;Origin: Western background;2012;19.0;81.0;21.0;79.0
90;999;Origin: Non-western background;2003;28.0;72.0;25.0;75.0
91;999;Origin: Non-western background;2004;28.0;72.0;27.0;73.0
92;999;Origin: Non-western background;2005;28.0;72.0;27.0;73.0
93;999;Origin: Non-western background;2006;22.0;78.0;28.0;72.0
94;999;Origin: Non-western background;2007;25.0;75.0;19.0;81.0
95;999;Origin: Non-western background;2008;23.0;77.0;19.0;81.0
96;999;Origin: Non-western background;2009;22.0;78.0;24.0;76.0
97;999;Origin: Non-western background;2010 old method;23.0;77.0;22.0;78.0
98;999;Origin: Non-western background;2010 new method;26.0;74.0;20.0;80.0
99;999;Origin: Non-western background;2012;23.0;77.0;25.0;75.0
100;123;Total population;2003;5.0;95.0;5.0;95.0
101;123;Total population;2004;4.0;96.0;5.0;95.0
102;123;Total population;2005;5.0;95.0;6.0;94.0
103;123;Total population;2006;3.0;97.0;4.0;96.0
104;123;Total population;2007;5.0;95.0;5.0;95.0
105;123;Total population;2008;4.0;96.0;5.0;95.0
106;123;Total population;2009;4.0;96.0;6.0;94.0
107;123;Total population;2010 old method;4.0;96.0;6.0;94.0
108;123;Total population;2010 new method;8.0;92.0;6.0;94.0
109;123;Total population;2012;5.0;95.0;7.0;93.0
110;123;Gender: male;2003;5.0;95.0;5.0;95.0
111;123;Gender: male;2004;4.0;96.0;6.0;94.0
112;123;Gender: male;2005;6.0;94.0;8.0;92.0
113;123;Gender: male;2006;3.0;97.0;4.0;96.0
114;123;Gender: male;2007;6.0;94.0;6.0;94.0
115;123;Gender: male;2008;5.0;95.0;6.0;94.0
116;123;Gender: male;2009;4.0;96.0;6.0;94.0
117;123;Gender: male;2010 old method;4.0;96.0;5.0;95.0
118;123;Gender: male;2010 new method;6.0;94.0;6.0;94.0
119;123;Gender: male;2012;6.0;94.0;7.0;93.0
120;123;Gender: female;2003;4.0;96.0;5.0;95.0
121;123;Gender: female;2004;4.0;96.0;5.0;95.0
122;123;Gender: female;2005;4.0;96.0;5.0;95.0
123;123;Gender: female;2006;2.0;98.0;3.0;97.0
124;123;Gender: female;2007;4.0;96.0;4.0;96.0
125;123;Gender: female;2008;3.0;97.0;4.0;96.0
126;123;Gender: female;2009;4.0;96.0;5.0;95.0
127;123;Gender: female;2010 old method;5.0;95.0;7.0;93.0
128;123;Gender: female;2010 new method;9.0;91.0;6.0;94.0
129;123;Gender: female;2012;4.0;96.0;6.0;94.0
130;123;Age: 18 to 35 years;2003;4.0;96.0;5.0;95.0
131;123;Age: 18 to 35 years;2004;4.0;96.0;6.0;94.0
132;123;Age: 18 to 35 years;2005;5.0;95.0;8.0;92.0
133;123;Age: 18 to 35 years;2006;2.0;98.0;6.0;94.0
134;123;Age: 18 to 35 years;2007;4.0;96.0;4.0;96.0
135;123;Age: 18 to 35 years;2008;2.0;98.0;5.0;95.0
136;123;Age: 18 to 35 years;2009;3.0;97.0;4.0;96.0
137;123;Age: 18 to 35 years;2010 old method;3.0;97.0;5.0;95.0
138;123;Age: 18 to 35 years;2010 new method;7.0;93.0;5.0;95.0
139;123;Age: 18 to 35 years;2012;5.0;95.0;7.0;93.0
140;123;Age: 35 to 50 years;2003;4.0;96.0;4.0;96.0
141;123;Age: 35 to 50 years;2004;3.0;97.0;5.0;95.0
142;123;Age: 35 to 50 years;2005;5.0;95.0;5.0;95.0
143;123;Age: 35 to 50 years;2006;3.0;97.0;3.0;97.0
144;123;Age: 35 to 50 years;2007;6.0;94.0;5.0;95.0
145;123;Age: 35 to 50 years;2008;5.0;95.0;4.0;96.0
146;123;Age: 35 to 50 years;2009;4.0;96.0;6.0;94.0
147;123;Age: 35 to 50 years;2010 old method;4.0;96.0;9.0;91.0
148;123;Age: 35 to 50 years;2010 new method;7.0;93.0;6.0;94.0
149;123;Age: 35 to 50 years;2012;6.0;94.0;6.0;94.0
150;123;Age: 50 to 65 years;2003;6.0;94.0;5.0;95.0
151;123;Age: 50 to 65 years;2004;4.0;96.0;6.0;94.0
152;123;Age: 50 to 65 years;2005;5.0;95.0;7.0;93.0
153;123;Age: 50 to 65 years;2006;2.0;98.0;3.0;97.0
154;123;Age: 50 to 65 years;2007;5.0;95.0;6.0;94.0
155;123;Age: 50 to 65 years;2008;4.0;96.0;5.0;95.0
156;123;Age: 50 to 65 years;2009;4.0;96.0;7.0;93.0
157;123;Age: 50 to 65 years;2010 old method;8.0;92.0;6.0;94.0
158;123;Age: 50 to 65 years;2010 new method;8.0;92.0;7.0;93.0
159;123;Age: 50 to 65 years;2012;;;;
160;123;Age: 65 years or older;2003;6.0;94.0;5.0;95.0
161;123;Age: 65 years or older;2004;4.0;96.0;5.0;95.0
162;123;Age: 65 years or older;2005;5.0;95.0;4.0;96.0
163;123;Age: 65 years or older;2006;5.0;95.0;1.0;99.0
164;123;Age: 65 years or older;2007;11.0;89.0;8.0;92.0
165;123;Age: 65 years or older;2008;6.0;94.0;5.0;95.0
166;123;Age: 65 years or older;2009;6.0;94.0;5.0;95.0
167;123;Age: 65 years or older;2010 old method;;;;
168;123;Age: 65 years or older;2010 new method;;;;
169;123;Age: 65 years or older;2012;;;;
170;123;Origin: Dutch background;2003;4.0;96.0;4.0;96.0
171;123;Origin: Dutch background;2004;3.0;97.0;5.0;95.0
172;123;Origin: Dutch background;2005;3.0;97.0;5.0;95.0
173;123;Origin: Dutch background;2006;2.0;98.0;3.0;97.0
174;123;Origin: Dutch background;2007;5.0;95.0;5.0;95.0
175;123;Origin: Dutch background;2008;3.0;97.0;5.0;95.0
176;123;Origin: Dutch background;2009;3.0;97.0;4.0;96.0
177;123;Origin: Dutch background;2010 old method;4.0;96.0;6.0;94.0
178;123;Origin: Dutch background;2010 new method;7.0;93.0;6.0;94.0
179;123;Origin: Dutch background;2012;4.0;96.0;5.0;95.0
180;123;Origin: Western background;2003;6.0;94.0;6.0;94.0
181;123;Origin: Western background;2004;3.0;97.0;6.0;94.0
182;123;Origin: Western background;2005;6.0;94.0;6.0;94.0
183;123;Origin: Western background;2006;4.0;96.0;6.0;94.0
184;123;Origin: Western background;2007;7.0;93.0;6.0;94.0
185;123;Origin: Western background;2008;4.0;96.0;5.0;95.0
186;123;Origin: Western background;2009;6.0;94.0;9.0;91.0
187;123;Origin: Western background;2010 old method;;;;
188;123;Origin: Western background;2010 new method;;;;
189;123;Origin: Western background;2012;;;;
190;123;Origin: Non-western background;2003;12.0;88.0;12.0;88.0
191;123;Origin: Non-western background;2004;14.0;86.0;16.0;84.0
192;123;Origin: Non-western background;2005;16.0;84.0;19.0;81.0
193;123;Origin: Non-western background;2006;;;;
194;123;Origin: Non-western background;2007;11.0;89.0;4.0;96.0
195;123;Origin: Non-western background;2008;11.0;89.0;7.0;93.0
196;123;Origin: Non-western background;2009;12.0;88.0;14.0;86.0
197;123;Origin: Non-western background;2010 old method;;;;
198;123;Origin: Non-western background;2010 new method;;;;
199;123;Origin: Non-western background;2012;;;;
200;456;Total population;2003;9.0;91.0;9.0;91.0
201;456;Total population;2004;9.0;91.0;10.0;90.0
202;456;Total population;2005;10.0;90.0;10.0;90.0
203;456;Total population;2006;8.0;92.0;10.0;90.0
204;456;Total population;2007;8.0;92.0;9.0;91.0
205;456;Total population;2008;8.0;92.0;8.0;92.0
206;456;Total population;2009;8.0;92.0;9.0;91.0
207;456;Total population;2010 old method;8.0;92.0;10.0;90.0
208;456;Total population;2010 new method;12.0;88.0;12.0;88.0
209;456;Total population;2012;12.0;88.0;12.0;88.0
210;456;Gender: male;2003;9.0;91.0;9.0;91.0
211;456;Gender: male;2004;8.0;92.0;10.0;90.0
212;456;Gender: male;2005;10.0;90.0;10.0;90.0
213;456;Gender: male;2006;7.0;93.0;10.0;90.0
214;456;Gender: male;2007;7.0;93.0;9.0;91.0
215;456;Gender: male;2008;8.0;92.0;8.0;92.0
216;456;Gender: male;2009;7.0;93.0;9.0;91.0
217;456;Gender: male;2010 old method;7.0;93.0;10.0;90.0
218;456;Gender: male;2010 new method;11.0;89.0;12.0;88.0
219;456;Gender: male;2012;14.0;86.0;14.0;86.0
220;456;Gender: female;2003;9.0;91.0;9.0;91.0
221;456;Gender: female;2004;10.0;90.0;10.0;90.0
222;456;Gender: female;2005;10.0;90.0;10.0;90.0
223;456;Gender: female;2006;10.0;90.0;11.0;89.0
224;456;Gender: female;2007;9.0;91.0;10.0;90.0
225;456;Gender: female;2008;8.0;92.0;8.0;92.0
226;456;Gender: female;2009;9.0;91.0;10.0;90.0
227;456;Gender: female;2010 old method;9.0;91.0;9.0;91.0
228;456;Gender: female;2010 new method;13.0;87.0;12.0;88.0
229;456;Gender: female;2012;11.0;89.0;11.0;89.0
230;456;Age: 18 to 35 years;2003;8.0;92.0;9.0;91.0
231;456;Age: 18 to 35 years;2004;8.0;92.0;11.0;89.0
232;456;Age: 18 to 35 years;2005;10.0;90.0;11.0;89.0
233;456;Age: 18 to 35 years;2006;7.0;93.0;10.0;90.0
234;456;Age: 18 to 35 years;2007;9.0;91.0;9.0;91.0
235;456;Age: 18 to 35 years;2008;6.0;94.0;8.0;92.0
236;456;Age: 18 to 35 years;2009;7.0;93.0;9.0;91.0
237;456;Age: 18 to 35 years;2010 old method;7.0;93.0;9.0;91.0
238;456;Age: 18 to 35 years;2010 new method;12.0;88.0;13.0;87.0
239;456;Age: 18 to 35 years;2012;12.0;88.0;14.0;86.0
240;456;Age: 35 to 50 years;2003;9.0;91.0;11.0;89.0
241;456;Age: 35 to 50 years;2004;9.0;91.0;10.0;90.0
242;456;Age: 35 to 50 years;2005;9.0;91.0;11.0;89.0
243;456;Age: 35 to 50 years;2006;9.0;91.0;12.0;88.0
244;456;Age: 35 to 50 years;2007;6.0;94.0;10.0;90.0
245;456;Age: 35 to 50 years;2008;9.0;91.0;10.0;90.0
246;456;Age: 35 to 50 years;2009;9.0;91.0;13.0;87.0
247;456;Age: 35 to 50 years;2010 old method;7.0;93.0;12.0;88.0
248;456;Age: 35 to 50 years;2010 new method;12.0;88.0;12.0;88.0
249;456;Age: 35 to 50 years;2012;13.0;87.0;13.0;87.0
250;456;Age: 50 to 65 years;2003;9.0;91.0;8.0;92.0
251;456;Age: 50 to 65 years;2004;9.0;91.0;9.0;91.0
252;456;Age: 50 to 65 years;2005;10.0;90.0;10.0;90.0
253;456;Age: 50 to 65 years;2006;9.0;91.0;10.0;90.0
254;456;Age: 50 to 65 years;2007;9.0;91.0;9.0;91.0
255;456;Age: 50 to 65 years;2008;8.0;92.0;7.0;93.0
256;456;Age: 50 to 65 years;2009;8.0;92.0;8.0;92.0
257;456;Age: 50 to 65 years;2010 old method;8.0;92.0;10.0;90.0
258;456;Age: 50 to 65 years;2010 new method;12.0;88.0;11.0;89.0
259;456;Age: 50 to 65 years;2012;14.0;86.0;14.0;86.0
260;456;Age: 65 years or older;2003;12.0;88.0;8.0;92.0
261;456;Age: 65 years or older;2004;10.0;90.0;6.0;94.0
262;456;Age: 65 years or older;2005;11.0;89.0;7.0;93.0
263;456;Age: 65 years or older;2006;9.0;91.0;8.0;92.0
264;456;Age: 65 years or older;2007;9.0;91.0;9.0;91.0
265;456;Age: 65 years or older;2008;9.0;91.0;5.0;95.0
266;456;Age: 65 years or older;2009;9.0;91.0;6.0;94.0
267;456;Age: 65 years or older;2010 old method;11.0;89.0;7.0;93.0
268;456;Age: 65 years or older;2010 new method;13.0;87.0;11.0;89.0
269;456;Age: 65 years or older;2012;11.0;89.0;9.0;91.0
270;456;Origin: Dutch background;2003;8.0;92.0;8.0;92.0
271;456;Origin: Dutch background;2004;8.0;92.0;9.0;91.0
272;456;Origin: Dutch background;2005;8.0;92.0;9.0;91.0
273;456;Origin: Dutch background;2006;8.0;92.0;9.0;91.0
274;456;Origin: Dutch background;2007;7.0;93.0;9.0;91.0
275;456;Origin: Dutch background;2008;7.0;93.0;7.0;93.0
276;456;Origin: Dutch background;2009;7.0;93.0;8.0;92.0
277;456;Origin: Dutch background;2010 old method;7.0;93.0;9.0;91.0
278;456;Origin: Dutch background;2010 new method;11.0;89.0;11.0;89.0
279;456;Origin: Dutch background;2012;12.0;88.0;12.0;88.0
280;456;Origin: Western background;2003;13.0;87.0;10.0;90.0
281;456;Origin: Western background;2004;10.0;90.0;12.0;88.0
282;456;Origin: Western background;2005;12.0;88.0;12.0;88.0
283;456;Origin: Western background;2006;9.0;91.0;12.0;88.0
284;456;Origin: Western background;2007;11.0;89.0;13.0;87.0
285;456;Origin: Western background;2008;11.0;89.0;13.0;87.0
286;456;Origin: Western background;2009;10.0;90.0;14.0;86.0
287;456;Origin: Western background;2010 old method;11.0;89.0;15.0;85.0
288;456;Origin: Western background;2010 new method;15.0;85.0;15.0;85.0
289;456;Origin: Western background;2012;;;;
290;456;Origin: Non-western background;2003;20.0;80.0;18.0;82.0
291;456;Origin: Non-western background;2004;18.0;82.0;18.0;82.0
292;456;Origin: Non-western background;2005;24.0;76.0;19.0;81.0
293;456;Origin: Non-western background;2006;14.0;86.0;22.0;78.0
294;456;Origin: Non-western background;2007;15.0;85.0;13.0;87.0
295;456;Origin: Non-western background;2008;14.0;86.0;9.0;91.0
296;456;Origin: Non-western background;2009;15.0;85.0;20.0;80.0
297;456;Origin: Non-western background;2010 old method;10.0;90.0;13.0;87.0
298;456;Origin: Non-western background;2010 new method;19.0;81.0;14.0;86.0
299;456;Origin: Non-western background;2012;;;;
300;789;Total population;2003;29.0;71.0;30.0;70.0
301;789;Total population;2004;29.0;71.0;29.0;71.0
302;789;Total population;2005;28.0;72.0;29.0;71.0
303;789;Total population;2006;28.0;72.0;30.0;70.0
304;789;Total population;2007;29.0;71.0;29.0;71.0
305;789;Total population;2008;28.0;72.0;28.0;72.0
306;789;Total population;2009;27.0;73.0;28.0;72.0
307;789;Total population;2010 old method;32.0;68.0;31.0;69.0
308;789;Total population;2010 new method;33.0;67.0;32.0;68.0
309;789;Total population;2012;39.0;61.0;38.0;62.0
310;789;Gender: male;2003;29.0;71.0;30.0;70.0
311;789;Gender: male;2004;29.0;71.0;30.0;70.0
312;789;Gender: male;2005;27.0;73.0;29.0;71.0
313;789;Gender: male;2006;27.0;73.0;31.0;69.0
314;789;Gender: male;2007;28.0;72.0;29.0;71.0
315;789;Gender: male;2008;29.0;71.0;28.0;72.0
316;789;Gender: male;2009;25.0;75.0;28.0;72.0
317;789;Gender: male;2010 old method;30.0;70.0;31.0;69.0
318;789;Gender: male;2010 new method;33.0;67.0;32.0;68.0
319;789;Gender: male;2012;45.0;55.0;40.0;60.0
320;789;Gender: female;2003;29.0;71.0;30.0;70.0
321;789;Gender: female;2004;29.0;71.0;29.0;71.0
322;789;Gender: female;2005;29.0;71.0;29.0;71.0
323;789;Gender: female;2006;28.0;72.0;29.0;71.0
324;789;Gender: female;2007;30.0;70.0;28.0;72.0
325;789;Gender: female;2008;27.0;73.0;28.0;72.0
326;789;Gender: female;2009;29.0;71.0;28.0;72.0
327;789;Gender: female;2010 old method;33.0;67.0;31.0;69.0
328;789;Gender: female;2010 new method;33.0;67.0;32.0;68.0
329;789;Gender: female;2012;35.0;65.0;37.0;63.0
330;789;Age: 18 to 35 years;2003;28.0;72.0;35.0;65.0
331;789;Age: 18 to 35 years;2004;30.0;70.0;32.0;68.0
332;789;Age: 18 to 35 years;2005;30.0;70.0;37.0;63.0
333;789;Age: 18 to 35 years;2006;26.0;74.0;33.0;67.0
334;789;Age: 18 to 35 years;2007;27.0;73.0;31.0;69.0
335;789;Age: 18 to 35 years;2008;24.0;76.0;27.0;73.0
336;789;Age: 18 to 35 years;2009;35.0;65.0;41.0;59.0
337;789;Age: 18 to 35 years;2010 old method;;;;
338;789;Age: 18 to 35 years;2010 new method;39.0;61.0;38.0;62.0
339;789;Age: 18 to 35 years;2012;;;;
340;789;Age: 35 to 50 years;2003;35.0;65.0;38.0;62.0
341;789;Age: 35 to 50 years;2004;32.0;68.0;39.0;61.0
342;789;Age: 35 to 50 years;2005;30.0;70.0;32.0;68.0
343;789;Age: 35 to 50 years;2006;34.0;66.0;39.0;61.0
344;789;Age: 35 to 50 years;2007;33.0;67.0;37.0;63.0
345;789;Age: 35 to 50 years;2008;33.0;67.0;37.0;63.0
346;789;Age: 35 to 50 years;2009;32.0;68.0;33.0;67.0
347;789;Age: 35 to 50 years;2010 old method;39.0;61.0;34.0;66.0
348;789;Age: 35 to 50 years;2010 new method;37.0;63.0;38.0;62.0
349;789;Age: 35 to 50 years;2012;;;;
350;789;Age: 50 to 65 years;2003;26.0;74.0;28.0;72.0
351;789;Age: 50 to 65 years;2004;27.0;73.0;27.0;73.0
352;789;Age: 50 to 65 years;2005;28.0;72.0;30.0;70.0
353;789;Age: 50 to 65 years;2006;27.0;73.0;30.0;70.0
354;789;Age: 50 to 65 years;2007;29.0;71.0;28.0;72.0
355;789;Age: 50 to 65 years;2008;29.0;71.0;28.0;72.0
356;789;Age: 50 to 65 years;2009;23.0;77.0;25.0;75.0
357;789;Age: 50 to 65 years;2010 old method;29.0;71.0;32.0;68.0
358;789;Age: 50 to 65 years;2010 new method;31.0;69.0;31.0;69.0
359;789;Age: 50 to 65 years;2012;44.0;56.0;41.0;59.0
360;789;Age: 65 years or older;2003;28.0;72.0;24.0;76.0
361;789;Age: 65 years or older;2004;27.0;73.0;23.0;77.0
362;789;Age: 65 years or older;2005;26.0;74.0;20.0;80.0
363;789;Age: 65 years or older;2006;26.0;74.0;21.0;79.0
364;789;Age: 65 years or older;2007;27.0;73.0;22.0;78.0
365;789;Age: 65 years or older;2008;24.0;76.0;22.0;78.0
366;789;Age: 65 years or older;2009;25.0;75.0;23.0;77.0
367;789;Age: 65 years or older;2010 old method;29.0;71.0;26.0;74.0
368;789;Age: 65 years or older;2010 new method;31.0;69.0;25.0;75.0
369;789;Age: 65 years or older;2012;32.0;68.0;26.0;74.0
370;789;Origin: Dutch background;2003;26.0;74.0;28.0;72.0
371;789;Origin: Dutch background;2004;25.0;75.0;27.0;73.0
372;789;Origin: Dutch background;2005;26.0;74.0;27.0;73.0
373;789;Origin: Dutch background;2006;26.0;74.0;27.0;73.0
374;789;Origin: Dutch background;2007;25.0;75.0;27.0;73.0
375;789;Origin: Dutch background;2008;24.0;76.0;25.0;75.0
376;789;Origin: Dutch background;2009;26.0;74.0;27.0;73.0
377;789;Origin: Dutch background;2010 old method;29.0;71.0;29.0;71.0
378;789;Origin: Dutch background;2010 new method;31.0;69.0;30.0;70.0
379;789;Origin: Dutch background;2012;38.0;62.0;36.0;64.0
380;789;Origin: Western background;2003;31.0;69.0;33.0;67.0
381;789;Origin: Western background;2004;31.0;69.0;30.0;70.0
382;789;Origin: Western background;2005;33.0;67.0;28.0;72.0
383;789;Origin: Western background;2006;29.0;71.0;34.0;66.0
384;789;Origin: Western background;2007;33.0;67.0;31.0;69.0
385;789;Origin: Western background;2008;34.0;66.0;32.0;68.0
386;789;Origin: Western background;2009;24.0;76.0;29.0;71.0
387;789;Origin: Western background;2010 old method;;;;
388;789;Origin: Western background;2010 new method;;;;
389;789;Origin: Western background;2012;;;;
390;789;Origin: Non-western background;2003;45.0;55.0;40.0;60.0
391;789;Origin: Non-western background;2004;48.0;52.0;46.0;54.0
392;789;Origin: Non-western background;2005;39.0;61.0;40.0;60.0
393;789;Origin: Non-western background;2006;42.0;58.0;42.0;58.0
394;789;Origin: Non-western background;2007;48.0;52.0;37.0;63.0
395;789;Origin: Non-western background;2008;44.0;56.0;39.0;61.0
396;789;Origin: Non-western background;2009;41.0;59.0;37.0;63.0
397;789;Origin: Non-western background;2010 old method;47.0;53.0;40.0;60.0
398;789;Origin: Non-western background;2010 new method;43.0;57.0;39.0;61.0
399;789;Origin: Non-western background;2012;;;;
400;1234;Total population;2003;12.0;88.0;11.0;89.0
401;1234;Total population;2004;11.0;89.0;11.0;89.0
402;1234;Total population;2005;12.0;88.0;11.0;89.0
403;1234;Total population;2006;10.0;90.0;11.0;89.0
404;1234;Total population;2007;10.0;90.0;11.0;89.0
405;1234;Total population;2008;10.0;90.0;10.0;90.0
406;1234;Total population;2009;10.0;90.0;11.0;89.0
407;1234;Total population;2010 old method;11.0;89.0;12.0;88.0
408;1234;Total population;2010 new method;14.0;86.0;13.0;87.0
409;1234;Total population;2012;;;;
410;1234;Gender: male;2003;11.0;89.0;11.0;89.0
411;1234;Gender: male;2004;9.0;91.0;10.0;90.0
412;1234;Gender: male;2005;10.0;90.0;11.0;89.0
413;1234;Gender: male;2006;8.0;92.0;11.0;89.0
414;1234;Gender: male;2007;9.0;91.0;10.0;90.0
415;1234;Gender: male;2008;9.0;91.0;9.0;91.0
416;1234;Gender: male;2009;8.0;92.0;10.0;90.0
417;1234;Gender: male;2010 old method;10.0;90.0;10.0;90.0
418;1234;Gender: male;2010 new method;12.0;88.0;12.0;88.0
419;1234;Gender: male;2012;;;;
420;1234;Gender: female;2003;13.0;87.0;12.0;88.0
421;1234;Gender: female;2004;13.0;87.0;12.0;88.0
422;1234;Gender: female;2005;13.0;87.0;12.0;88.0
423;1234;Gender: female;2006;12.0;88.0;12.0;88.0
424;1234;Gender: female;2007;12.0;88.0;11.0;89.0
425;1234;Gender: female;2008;11.0;89.0;11.0;89.0
426;1234;Gender: female;2009;12.0;88.0;12.0;88.0
427;1234;Gender: female;2010 old method;12.0;88.0;13.0;87.0
428;1234;Gender: female;2010 new method;16.0;84.0;14.0;86.0
429;1234;Gender: female;2012;;;;
430;1234;Age: 18 to 35 years;2003;8.0;92.0;9.0;91.0
431;1234;Age: 18 to 35 years;2004;8.0;92.0;9.0;91.0
432;1234;Age: 18 to 35 years;2005;8.0;92.0;10.0;90.0
433;1234;Age: 18 to 35 years;2006;7.0;93.0;10.0;90.0
434;1234;Age: 18 to 35 years;2007;7.0;93.0;8.0;92.0
