ID;Geslacht;Persoonskenmerken;ArbeidsmarktpositieBijUitstroom;PeilmomentenArbeidsmarktpositie;Perioden;InstromersTotaal_1;InstromersVolgtRegulierOnderwijs_2;InstromersGeenRegulierOnderwijs_3
47;Totaal mannen en vrouwen;Totaal personen;Totaal;4 maanden na instroom;Jaar van instroom: 2010;1183.0;473.0;711.0
48;Totaal mannen en vrouwen;Totaal personen;Totaal;4 maanden na instroom;Jaar van instroom: 2011;1177.0;471.0;706.0
49;Totaal mannen en vrouwen;Totaal personen;Totaal;4 maanden na instroom;Jaar van instroom: 2012;1131.0;444.0;686.0
50;Totaal mannen en vrouwen;Totaal personen;Totaal;4 maanden na instroom;Jaar van instroom: 2013;1143.0;439.0;704.0
51;Totaal mannen en vrouwen;Totaal personen;Totaal;4 maanden na instroom;Jaar van instroom: 2014;1199.0;458.0;742.0
52;Totaal mannen en vrouwen;Totaal personen;Totaal;4 maanden na instroom;Jaar van instroom: 2015;1227.0;479.0;748.0
53;Totaal mannen en vrouwen;Totaal personen;Totaal;4 maanden na instroom;Jaar van instroom: 2016;1249.0;478.0;771.0
54;Totaal mannen en vrouwen;Totaal personen;Totaal;4 maanden na instroom;Jaar van instroom: 2017;;;
55;Totaal mannen en vrouwen;Totaal personen;Totaal;5 maanden na instroom;Jaar van instroom: 2007;1301.0;502.0;799.0
56;Totaal mannen en vrouwen;Totaal personen;Totaal;5 maanden na instroom;Jaar van instroom: 2008;1251.0;495.0;756.0
57;Totaal mannen en vrouwen;Totaal personen;Totaal;5 maanden na instroom;Jaar van instroom: 2009;1120.0;448.0;672.0
58;Totaal mannen en vrouwen;Totaal personen;Totaal;5 maanden na instroom;Jaar van instroom: 2010;1183.0;473.0;711.0
59;Totaal mannen en vrouwen;Totaal personen;Totaal;5 maanden na instroom;Jaar van instroom: 2011;1177.0;471.0;706.0
60;Totaal mannen en vrouwen;Totaal personen;Totaal;5 maanden na instroom;Jaar van instroom: 2012;1131.0;444.0;686.0
61;Totaal mannen en vrouwen;Totaal personen;Totaal;5 maanden na instroom;Jaar van instroom: 2013;1143.0;439.0;704.0
62;Totaal mannen en vrouwen;Totaal personen;Totaal;5 maanden na instroom;Jaar van instroom: 2014;1199.0;458.0;742.0
63;Totaal mannen en vrouwen;Totaal personen;Totaal;5 maanden na instroom;Jaar van instroom: 2015;1227.0;479.0;748.0
64;Totaal mannen en vrouwen;Totaal personen;Totaal;5 maanden na instroom;Jaar van instroom: 2016;1249.0;478.0;771.0
65;Totaal mannen en vrouwen;Totaal personen;Totaal;5 maanden na instroom;Jaar van instroom: 2017;;;
66;Totaal mannen en vrouwen;Totaal personen;Totaal;6 maanden na instroom;Jaar van instroom: 2007;1301.0;502.0;799.0
67;Totaal mannen en vrouwen;Totaal personen;Totaal;6 maanden na instroom;Jaar van instroom: 2008;1251.0;495.0;756.0
68;Totaal mannen en vrouwen;Totaal personen;Totaal;6 maanden na instroom;Jaar van instroom: 2009;1120.0;448.0;672.0
69;Totaal mannen en vrouwen;Totaal personen;Totaal;6 maanden na instroom;Jaar van instroom: 2010;1183.0;473.0;711.0
70;Totaal mannen en vrouwen;Totaal personen;Totaal;6 maanden na instroom;Jaar van instroom: 2011;1177.0;471.0;706.0
71;Totaal mannen en vrouwen;Totaal personen;Totaal;6 maanden na instroom;Jaar van instroom: 2012;1131.0;444.0;686.0
72;Totaal mannen en vrouwen;Totaal personen;Totaal;6 maanden na instroom;Jaar van instroom: 2013;1143.0;439.0;704.0
73;Totaal mannen en vrouwen;Totaal personen;Totaal;6 maanden na instroom;Jaar van instroom: 2014;1199.0;458.0;742.0
74;Totaal mannen en vrouwen;Totaal personen;Totaal;6 maanden na instroom;Jaar van instroom: 2015;1227.0;479.0;748.0
75;Totaal mannen en vrouwen;Totaal personen;Totaal;6 maanden na instroom;Jaar van instroom: 2016;1249.0;478.0;771.0
76;Totaal mannen en vrouwen;Totaal personen;Totaal;6 maanden na instroom;Jaar van instroom: 2017;;;
77;Totaal mannen en vrouwen;Totaal personen;Totaal;7 maanden na instroom;Jaar van instroom: 2007;1301.0;502.0;799.0
78;Totaal mannen en vrouwen;Totaal personen;Totaal;7 maanden na instroom;Jaar van instroom: 2008;1251.0;495.0;756.0
79;Totaal mannen en vrouwen;Totaal personen;Totaal;7 maanden na instroom;Jaar van instroom: 2009;1120.0;448.0;672.0
80;Totaal mannen en vrouwen;Totaal personen;Totaal;7 maanden na instroom;Jaar van instroom: 2010;1183.0;473.0;711.0
81;Totaal mannen en vrouwen;Totaal personen;Totaal;7 maanden na instroom;Jaar van instroom: 2011;1177.0;471.0;706.0
82;Totaal mannen en vrouwen;Totaal personen;Totaal;7 maanden na instroom;Jaar van instroom: 2012;1131.0;444.0;686.0
83;Totaal mannen en vrouwen;Totaal personen;Totaal;7 maanden na instroom;Jaar van instroom: 2013;1143.0;439.0;704.0
84;Totaal mannen en vrouwen;Totaal personen;Totaal;7 maanden na instroom;Jaar van instroom: 2014;1199.0;458.0;742.0
85;Totaal mannen en vrouwen;Totaal personen;Totaal;7 maanden na instroom;Jaar van instroom: 2015;1227.0;479.0;748.0
86;Totaal mannen en vrouwen;Totaal personen;Totaal;7 maanden na instroom;Jaar van instroom: 2016;1249.0;478.0;771.0
87;Totaal mannen en vrouwen;Totaal personen;Totaal;7 maanden na instroom;Jaar van instroom: 2017;;;
88;Totaal mannen en vrouwen;Totaal personen;Totaal;8 maanden na instroom;Jaar van instroom: 2007;1301.0;502.0;799.0
89;Totaal mannen en vrouwen;Totaal personen;Totaal;8 maanden na instroom;Jaar van instroom: 2008;1251.0;495.0;756.0
90;Totaal mannen en vrouwen;Totaal personen;Totaal;8 maanden na instroom;Jaar van instroom: 2009;1120.0;448.0;672.0
91;Totaal mannen en vrouwen;Totaal personen;Totaal;8 maanden na instroom;Jaar van instroom: 2010;1183.0;473.0;711.0
92;Totaal mannen en vrouwen;Totaal personen;Totaal;8 maanden na instroom;Jaar van instroom: 2011;1177.0;471.0;706.0
93;Totaal mannen en vrouwen;Totaal personen;Totaal;8 maanden na instroom;Jaar van instroom: 2012;1131.0;444.0;686.0
94;Totaal mannen en vrouwen;Totaal personen;Totaal;8 maanden na instroom;Jaar van instroom: 2013;1143.0;439.0;704.0
95;Totaal mannen en vrouwen;Totaal personen;Totaal;8 maanden na instroom;Jaar van instroom: 2014;1199.0;458.0;742.0
96;Totaal mannen en vrouwen;Totaal personen;Totaal;8 maanden na instroom;Jaar van instroom: 2015;1227.0;479.0;748.0
97;Totaal mannen en vrouwen;Totaal personen;Totaal;8 maanden na instroom;Jaar van instroom: 2016;1249.0;478.0;771.0
98;Totaal mannen en vrouwen;Totaal personen;Totaal;8 maanden na instroom;Jaar van instroom: 2017;;;
99;Totaal mannen en vrouwen;Totaal personen;Totaal;9 maanden na instroom;Jaar van instroom: 2007;1301.0;502.0;799.0
100;Totaal mannen en vrouwen;Totaal personen;Totaal;9 maanden na instroom;Jaar van instroom: 2008;1251.0;495.0;756.0
101;Totaal mannen en vrouwen;Totaal personen;Totaal;9 maanden na instroom;Jaar van instroom: 2009;1120.0;448.0;672.0
102;Totaal mannen en vrouwen;Totaal personen;Totaal;9 maanden na instroom;Jaar van instroom: 2010;1183.0;473.0;711.0
103;Totaal mannen en vrouwen;Totaal personen;Totaal;9 maanden na instroom;Jaar van instroom: 2011;1177.0;471.0;706.0
104;Totaal mannen en vrouwen;Totaal personen;Totaal;9 maanden na instroom;Jaar van instroom: 2012;1131.0;444.0;686.0
105;Totaal mannen en vrouwen;Totaal personen;Totaal;9 maanden na instroom;Jaar van instroom: 2013;1143.0;439.0;704.0
106;Totaal mannen en vrouwen;Totaal personen;Totaal;9 maanden na instroom;Jaar van instroom: 2014;1199.0;458.0;742.0
107;Totaal mannen en vrouwen;Totaal personen;Totaal;9 maanden na instroom;Jaar van instroom: 2015;1227.0;479.0;748.0
108;Totaal mannen en vrouwen;Totaal personen;Totaal;9 maanden na instroom;Jaar van instroom: 2016;1249.0;478.0;771.0
109;Totaal mannen en vrouwen;Totaal personen;Totaal;9 maanden na instroom;Jaar van instroom: 2017;;;
110;Totaal mannen en vrouwen;Totaal personen;Totaal;10 maanden na instroom;Jaar van instroom: 2007;1301.0;502.0;799.0
111;Totaal mannen en vrouwen;Totaal personen;Totaal;10 maanden na instroom;Jaar van instroom: 2008;1251.0;495.0;756.0
112;Totaal mannen en vrouwen;Totaal personen;Totaal;10 maanden na instroom;Jaar van instroom: 2009;1120.0;448.0;672.0
113;Totaal mannen en vrouwen;Totaal personen;Totaal;10 maanden na instroom;Jaar van instroom: 2010;1183.0;473.0;711.0
114;Totaal mannen en vrouwen;Totaal personen;Totaal;10 maanden na instroom;Jaar van instroom: 2011;1177.0;471.0;706.0
115;Totaal mannen en vrouwen;Totaal personen;Totaal;10 maanden na instroom;Jaar van instroom: 2012;1131.0;444.0;686.0
116;Totaal mannen en vrouwen;Totaal personen;Totaal;10 maanden na instroom;Jaar van instroom: 2013;1143.0;439.0;704.0
117;Totaal mannen en vrouwen;Totaal personen;Totaal;10 maanden na instroom;Jaar van instroom: 2014;1199.0;458.0;742.0
118;Totaal mannen en vrouwen;Totaal personen;Totaal;10 maanden na instroom;Jaar van instroom: 2015;1227.0;479.0;748.0
119;Totaal mannen en vrouwen;Totaal personen;Totaal;10 maanden na instroom;Jaar van instroom: 2016;1249.0;478.0;771.0
120;Totaal mannen en vrouwen;Totaal personen;Totaal;10 maanden na instroom;Jaar van instroom: 2017;;;
121;Totaal mannen en vrouwen;Totaal personen;Totaal;11 maanden na instroom;Jaar van instroom: 2007;1301.0;502.0;799.0
122;Totaal mannen en vrouwen;Totaal personen;Totaal;11 maanden na instroom;Jaar van instroom: 2008;1251.0;495.0;756.0
123;Totaal mannen en vrouwen;Totaal personen;Totaal;11 maanden na instroom;Jaar van instroom: 2009;1120.0;448.0;672.0
124;Totaal mannen en vrouwen;Totaal personen;Totaal;11 maanden na instroom;Jaar van instroom: 2010;1183.0;473.0;711.0
125;Totaal mannen en vrouwen;Totaal personen;Totaal;11 maanden na instroom;Jaar van instroom: 2011;1177.0;471.0;706.0
126;Totaal mannen en vrouwen;Totaal personen;Totaal;11 maanden na instroom;Jaar van instroom: 2012;1131.0;444.0;686.0
127;Totaal mannen en vrouwen;Totaal personen;Totaal;11 maanden na instroom;Jaar van instroom: 2013;1143.0;439.0;704.0
128;Totaal mannen en vrouwen;Totaal personen;Totaal;11 maanden na instroom;Jaar van instroom: 2014;1199.0;458.0;742.0
129;Totaal mannen en vrouwen;Totaal personen;Totaal;11 maanden na instroom;Jaar van instroom: 2015;1227.0;479.0;748.0
130;Totaal mannen en vrouwen;Totaal personen;Totaal;11 maanden na instroom;Jaar van instroom: 2016;1249.0;478.0;771.0
131;Totaal mannen en vrouwen;Totaal personen;Totaal;11 maanden na instroom;Jaar van instroom: 2017;;;
132;Totaal mannen en vrouwen;Totaal personen;Totaal;1 jaar na instroom;Jaar van instroom: 2007;1301.0;502.0;799.0
133;Totaal mannen en vrouwen;Totaal personen;Totaal;1 jaar na instroom;Jaar van instroom: 2008;1251.0;495.0;756.0
134;Totaal mannen en vrouwen;Totaal personen;Totaal;1 jaar na instroom;Jaar van instroom: 2009;1120.0;448.0;672.0
135;Totaal mannen en vrouwen;Totaal personen;Totaal;1 jaar na instroom;Jaar van instroom: 2010;1183.0;473.0;711.0
136;Totaal mannen en vrouwen;Totaal personen;Totaal;1 jaar na instroom;Jaar van instroom: 2011;1177.0;471.0;706.0
137;Totaal mannen en vrouwen;Totaal personen;Totaal;1 jaar na instroom;Jaar van instroom: 2012;1131.0;444.0;686.0
138;Totaal mannen en vrouwen;Totaal personen;Totaal;1 jaar na instroom;Jaar van instroom: 2013;1143.0;439.0;704.0
139;Totaal mannen en vrouwen;Totaal personen;Totaal;1 jaar na instroom;Jaar van instroom: 2014;1199.0;458.0;742.0
140;Totaal mannen en vrouwen;Totaal personen;Totaal;1 jaar na instroom;Jaar van instroom: 2015;1227.0;479.0;748.0
141;Totaal mannen en vrouwen;Totaal personen;Totaal;1 jaar na instroom;Jaar van instroom: 2016;1249.0;478.0;771.0
142;Totaal mannen en vrouwen;Totaal personen;Totaal;1 jaar na instroom;Jaar van instroom: 2017;;;
143;Totaal mannen en vrouwen;Totaal personen;Totaal;2 jaar na instroom;Jaar van instroom: 2007;1301.0;502.0;799.0
144;Totaal mannen en vrouwen;Totaal personen;Totaal;2 jaar na instroom;Jaar van instroom: 2008;1251.0;495.0;756.0
145;Totaal mannen en vrouwen;Totaal personen;Totaal;2 jaar na instroom;Jaar van instroom: 2009;1120.0;448.0;672.0
146;Totaal mannen en vrouwen;Totaal personen;Totaal;2 jaar na instroom;Jaar van instroom: 2010;1183.0;473.0;711.0
147;Totaal mannen en vrouwen;Totaal personen;Totaal;2 jaar na instroom;Jaar van instroom: 2011;1177.0;471.0;706.0
148;Totaal mannen en vrouwen;Totaal personen;Totaal;2 jaar na instroom;Jaar van instroom: 2012;1131.0;444.0;686.0
149;Totaal mannen en vrouwen;Totaal personen;Totaal;2 jaar na instroom;Jaar van instroom: 2013;1143.0;439.0;704.0
150;Totaal mannen en vrouwen;Totaal personen;Totaal;2 jaar na instroom;Jaar van instroom: 2014;1199.0;458.0;742.0
151;Totaal mannen en vrouwen;Totaal personen;Totaal;2 jaar na instroom;Jaar van instroom: 2015;1227.0;479.0;748.0
152;Totaal mannen en vrouwen;Totaal personen;Totaal;2 jaar na instroom;Jaar van instroom: 2016;;;
153;Totaal mannen en vrouwen;Totaal personen;Totaal;2 jaar na instroom;Jaar van instroom: 2017;;;
154;Totaal mannen en vrouwen;Totaal personen;Totaal;3 jaar na instroom;Jaar van instroom: 2007;1301.0;502.0;799.0
155;Totaal mannen en vrouwen;Totaal personen;Totaal;3 jaar na instroom;Jaar van instroom: 2008;1251.0;495.0;756.0
156;Totaal mannen en vrouwen;Totaal personen;Totaal;3 jaar na instroom;Jaar van instroom: 2009;1120.0;448.0;672.0
157;Totaal mannen en vrouwen;Totaal personen;Totaal;3 jaar na instroom;Jaar van instroom: 2010;1183.0;473.0;711.0
158;Totaal mannen en vrouwen;Totaal personen;Totaal;3 jaar na instroom;Jaar van instroom: 2011;1177.0;471.0;706.0
159;Totaal mannen en vrouwen;Totaal personen;Totaal;3 jaar na instroom;Jaar van instroom: 2012;1131.0;444.0;686.0
160;Totaal mannen en vrouwen;Totaal personen;Totaal;3 jaar na instroom;Jaar van instroom: 2013;1143.0;439.0;704.0
161;Totaal mannen en vrouwen;Totaal personen;Totaal;3 jaar na instroom;Jaar van instroom: 2014;1199.0;458.0;742.0
162;Totaal mannen en vrouwen;Totaal personen;Totaal;3 jaar na instroom;Jaar van instroom: 2015;;;
163;Totaal mannen en vrouwen;Totaal personen;Totaal;3 jaar na instroom;Jaar van instroom: 2016;;;
164;Totaal mannen en vrouwen;Totaal personen;Totaal;3 jaar na instroom;Jaar van instroom: 2017;;;
165;Totaal mannen en vrouwen;Totaal personen;Totaal;4 jaar na instroom;Jaar van instroom: 2007;1301.0;502.0;799.0
166;Totaal mannen en vrouwen;Totaal personen;Totaal;4 jaar na instroom;Jaar van instroom: 2008;1251.0;495.0;756.0
167;Totaal mannen en vrouwen;Totaal personen;Totaal;4 jaar na instroom;Jaar van instroom: 2009;1120.0;448.0;672.0
168;Totaal mannen en vrouwen;Totaal personen;Totaal;4 jaar na instroom;Jaar van instroom: 2010;1183.0;473.0;711.0
169;Totaal mannen en vrouwen;Totaal personen;Totaal;4 jaar na instroom;Jaar van instroom: 2011;1177.0;471.0;706.0
170;Totaal mannen en vrouwen;Totaal personen;Totaal;4 jaar na instroom;Jaar van instroom: 2012;1131.0;444.0;686.0
171;Totaal mannen en vrouwen;Totaal personen;Totaal;4 jaar na instroom;Jaar van instroom: 2013;1143.0;439.0;704.0
172;Totaal mannen en vrouwen;Totaal personen;Totaal;4 jaar na instroom;Jaar van instroom: 2014;;;
173;Totaal mannen en vrouwen;Totaal personen;Totaal;4 jaar na instroom;Jaar van instroom: 2015;;;
174;Totaal mannen en vrouwen;Totaal personen;Totaal;4 jaar na instroom;Jaar van instroom: 2016;;;
175;Totaal mannen en vrouwen;Totaal personen;Totaal;4 jaar na instroom;Jaar van instroom: 2017;;;
176;Totaal mannen en vrouwen;Totaal personen;Totaal;5 jaar na instroom;Jaar van instroom: 2007;1301.0;502.0;799.0
177;Totaal mannen en vrouwen;Totaal personen;Totaal;5 jaar na instroom;Jaar van instroom: 2008;1251.0;495.0;756.0
178;Totaal mannen en vrouwen;Totaal personen;Totaal;5 jaar na instroom;Jaar van instroom: 2009;1120.0;448.0;672.0
179;Totaal mannen en vrouwen;Totaal personen;Totaal;5 jaar na instroom;Jaar van instroom: 2010;1183.0;473.0;711.0
180;Totaal mannen en vrouwen;Totaal personen;Totaal;5 jaar na instroom;Jaar van instroom: 2011;1177.0;471.0;706.0
181;Totaal mannen en vrouwen;Totaal personen;Totaal;5 jaar na instroom;Jaar van instroom: 2012;1131.0;444.0;686.0
182;Totaal mannen en vrouwen;Totaal personen;Totaal;5 jaar na instroom;Jaar van instroom: 2013;;;
183;Totaal mannen en vrouwen;Totaal personen;Totaal;5 jaar na instroom;Jaar van instroom: 2014;;;
184;Totaal mannen en vrouwen;Totaal personen;Totaal;5 jaar na instroom;Jaar van instroom: 2015;;;
185;Totaal mannen en vrouwen;Totaal personen;Totaal;5 jaar na instroom;Jaar van instroom: 2016;;;
186;Totaal mannen en vrouwen;Totaal personen;Totaal;5 jaar na instroom;Jaar van instroom: 2017;;;
187;Totaal mannen en vrouwen;Totaal personen;Flexibele schil;Op instroommoment;Jaar van instroom: 2007;1301.0;502.0;799.0
188;Totaal mannen en vrouwen;Totaal personen;Flexibele schil;Op instroommoment;Jaar van instroom: 2008;1251.0;495.0;756.0
189;Totaal mannen en vrouwen;Totaal personen;Flexibele schil;Op instroommoment;Jaar van instroom: 2009;1120.0;448.0;672.0
190;Totaal mannen en vrouwen;Totaal personen;Flexibele schil;Op instroommoment;Jaar van instroom: 2010;1183.0;473.0;711.0
191;Totaal mannen en vrouwen;Totaal personen;Flexibele schil;Op instroommoment;Jaar van instroom: 2011;1177.0;471.0;706.0
192;Totaal mannen en vrouwen;Totaal personen;Flexibele schil;Op instroommoment;Jaar van instroom: 2012;1131.0;444.0;686.0
193;Totaal mannen en vrouwen;Totaal personen;Flexibele schil;Op instroommoment;Jaar van instroom: 2013;1143.0;439.0;704.0
194;Totaal mannen en vrouwen;Totaal personen;Flexibele schil;Op instroommoment;Jaar van instroom: 2014;1199.0;458.0;742.0
195;Totaal mannen en vrouwen;Totaal personen;Flexibele schil;Op instroommoment;Jaar van instroom: 2015;1227.0;479.0;748.0
196;Totaal mannen en vrouwen;Totaal personen;Flexibele schil;Op instroommoment;Jaar van instroom: 2016;1249.0;478.0;771.0
197;Totaal mannen en vrouwen;Totaal personen;Flexibele schil;Op instroommoment;Jaar van instroom: 2017;1280.0;482.0;798.0
198;Totaal mannen en vrouwen;Totaal personen;Flexibele schil;1 maand na instroom;Jaar van instroom: 2007;1191.0;457.0;734.0
199;Totaal mannen en vrouwen;Totaal personen;Flexibele schil;1 maand na instroom;Jaar van instroom: 2008;1150.0;452.0;698.0
200;Totaal mannen en vrouwen;Totaal personen;Flexibele schil;1 maand na instroom;Jaar van instroom: 2009;1028.0;409.0;619.0
201;Totaal mannen en vrouwen;Totaal personen;Flexibele schil;1 maand na instroom;Jaar van instroom: 2010;1081.0;431.0;650.0
202;Totaal mannen en vrouwen;Totaal personen;Flexibele schil;1 maand na instroom;Jaar van instroom: 2011;1074.0;431.0;643.0
203;Totaal mannen en vrouwen;Totaal personen;Flexibele schil;1 maand na instroom;Jaar van instroom: 2012;1044.0;413.0;631.0
204;Totaal mannen en vrouwen;Totaal personen;Flexibele schil;1 maand na instroom;Jaar van instroom: 2013;1042.0;402.0;641.0
205;Totaal mannen en vrouwen;Totaal personen;Flexibele schil;1 maand na instroom;Jaar van instroom: 2014;1099.0;421.0;678.0
206;Totaal mannen en vrouwen;Totaal personen;Flexibele schil;1 maand na instroom;Jaar van instroom: 2015;1136.0;445.0;690.0
207;Totaal mannen en vrouwen;Totaal personen;Flexibele schil;1 maand na instroom;Jaar van instroom: 2016;1159.0;445.0;714.0
208;Totaal mannen en vrouwen;Totaal personen;Flexibele schil;1 maand na instroom;Jaar van instroom: 2017;;;
209;Totaal mannen en vrouwen;Totaal personen;Flexibele schil;2 maanden na instroom;Jaar van instroom: 2007;1078.0;405.0;674.0
210;Totaal mannen en vrouwen;Totaal personen;Flexibele schil;2 maanden na instroom;Jaar van instroom: 2008;1016.0;390.0;626.0
211;Totaal mannen en vrouwen;Totaal personen;Flexibele schil;2 maanden na instroom;Jaar van instroom: 2009;918.0;360.0;558.0
212;Totaal mannen en vrouwen;Totaal personen;Flexibele schil;2 maanden na instroom;Jaar van instroom: 2010;970.0;382.0;588.0
213;Totaal mannen en vrouwen;Totaal personen;Flexibele schil;2 maanden na instroom;Jaar van instroom: 2011;962.0;383.0;579.0
214;Totaal mannen en vrouwen;Totaal personen;Flexibele schil;2 maanden na instroom;Jaar van instroom: 2012;913.0;356.0;556.0
215;Totaal mannen en vrouwen;Totaal personen;Flexibele schil;2 maanden na instroom;Jaar van instroom: 2013;942.0;361.0;581.0
216;Totaal mannen en vrouwen;Totaal personen;Flexibele schil;2 maanden na instroom;Jaar van instroom: 2014;1003.0;381.0;622.0
217;Totaal mannen en vrouwen;Totaal personen;Flexibele schil;2 maanden na instroom;Jaar van instroom: 2015;1046.0;409.0;637.0
