ID;RegioS;Perioden;TotaleInvesteringen_1;Woningen_2;Bedrijfsgebouwen_3;GrondWegEnWaterbouwkundigeWerken_4;Vervoermiddelen_5;MachinesEnInstallaties_6;InCultuurGebrachteActiva_7;OverdrachtskostenOpGrond_8;ComputerprogrammatuurEnDatabanken_9;OnderzoekEnOntwikkeling_10;OverigeInvesteringen_11
39;Noord-Nederland (LD);2007;12541;3547;2052;1563;695;1689;39;96;1149;690;1022
40;Noord-Nederland (LD);2008;13459;3675;2144;1823;763;1979;32;87;1218;698;1040
41;Noord-Nederland (LD);2009;11771;2924;2162;1209;624;1901;30;80;1187;671;982
42;Noord-Nederland (LD);2010;10329;2178;1656;1518;606;1440;26;80;1184;657;984
43;Noord-Nederland (LD);2011;9644;2080;1428;1072;533;1565;20;82;1171;732;961
44;Noord-Nederland (LD);2012;9921;1981;1428;1229;586;1738;25;85;1210;716;921
45;Noord-Nederland (LD);2013;10656;1461;1227;1822;1136;1905;32;70;1210;720;1073
46;Noord-Nederland (LD);2014;10568;1510;1435;1164;1140;2025;101;87;1290;746;1072
47;Noord-Nederland (LD);2015;12827;2398;1627;1556;787;3088;87;110;1465;753;955
48;Noord-Nederland (LD);2016;12427;2734;1884;1922;699;1696;79;189;1577;789;859
49;Noord-Nederland (LD);2017;11754;2811;1514;1519;781;1625;8;182;1589;808;918
50;Noord-Nederland (LD);2018;13538;3152;1744;1493;740;2651;8;191;1665;875;1019
51;Noord-Nederland (LD);2019;14334;3186;2488;1497;796;2516;31;203;1747;924;946
52;Noord-Nederland (LD);2020;14992;3610;2293;1818;682;2311;29;242;1781;992;1235
53;Noord-Nederland (LD);2021;15985;3899;2712;1860;823;2126;71;296;1881;1068;1249
54;Oost-Nederland (LD);1995;13297;3747;2055;1292;974;2064;121;126;709;1063;1145
55;Oost-Nederland (LD);1996;14566;4067;2060;1517;1035;2310;110;159;846;1121;1343
56;Oost-Nederland (LD);1997;15341;4434;2160;1248;1044;2419;258;156;896;1208;1519
57;Oost-Nederland (LD);1998;16414;4652;2392;1341;1200;2437;90;169;1244;1219;1672
58;Oost-Nederland (LD);1999;18182;5029;2677;1477;1330;2702;122;195;1446;1359;1845
59;Oost-Nederland (LD);2000;19399;5443;3038;1911;1278;2515;84;236;1572;1420;1900
60;Oost-Nederland (LD);2001;20491;6000;3293;1898;1349;2471;94;211;1659;1537;1979
61;Oost-Nederland (LD);2002;20595;6018;3558;2038;1260;2354;91;190;1654;1531;1901
62;Oost-Nederland (LD);2003;20493;6041;3468;2109;1340;2185;72;150;1662;1555;1909
63;Oost-Nederland (LD);2004;21178;6520;3365;2010;1447;2207;95;182;1846;1602;1905
64;Oost-Nederland (LD);2005;22209;7073;3349;2155;1472;2242;82;206;2056;1647;1928
65;Oost-Nederland (LD);2006;24136;7772;3591;2455;1607;2433;73;215;2316;1675;1999
66;Oost-Nederland (LD);2007;26695;8333;4198;2763;1783;2809;112;209;2569;1663;2256
67;Oost-Nederland (LD);2008;27972;8634;4645;2781;1836;3178;92;193;2732;1673;2209
68;Oost-Nederland (LD);2009;26218;7706;4687;2590;1755;2770;96;169;2711;1660;2074
69;Oost-Nederland (LD);2010;25499;6463;4073;3081;2429;2897;85;182;2749;1637;1904
70;Oost-Nederland (LD);2011;27242;6355;4946;3372;2837;2745;65;187;2745;1786;2203
71;Oost-Nederland (LD);2012;25410;5239;4180;3222;3302;2576;83;191;2860;1785;1972
72;Oost-Nederland (LD);2013;23642;4613;3239;3189;2132;3345;104;160;2902;1850;2108
73;Oost-Nederland (LD);2014;24026;4848;3146;3189;2023;3404;102;198;3075;1896;2145
74;Oost-Nederland (LD);2015;24171;3933;3654;3266;3363;2632;68;255;3267;1765;1969
75;Oost-Nederland (LD);2016;24792;4269;3574;3181;2816;3175;67;446;3502;1876;1884
76;Oost-Nederland (LD);2017;25465;4502;3375;3143;3260;3203;9;427;3652;1970;1923
77;Oost-Nederland (LD);2018;29599;6506;4185;3481;3343;3472;13;443;3810;2151;2195
78;Oost-Nederland (LD);2019;30953;6323;4841;3572;3926;3375;46;477;4019;2280;2094
79;Oost-Nederland (LD);2020;31362;7063;4909;3656;2500;3473;52;578;4146;2442;2543
80;Oost-Nederland (LD);2021;34910;8382;5543;4048;2586;4030;33;708;4412;2576;2592
81;West-Nederland (LD);1995;33935;8132;4819;3449;4018;4947;102;398;2066;2640;3365
82;West-Nederland (LD);1996;36587;8822;4822;3788;3984;5494;92;509;2433;2688;3954
83;West-Nederland (LD);1997;39657;9618;5130;3837;3911;6357;217;492;2634;2922;4539
84;West-Nederland (LD);1998;43453;10091;5719;4089;4680;6564;76;555;3675;2927;5077
85;West-Nederland (LD);1999;49155;10908;6604;4767;4966;8134;102;609;4226;3251;5587
86;West-Nederland (LD);2000;52220;11805;7537;5087;5447;7702;71;802;4646;3376;5746
87;West-Nederland (LD);2001;54559;13016;8236;5720;5377;7104;80;698;4814;3614;5902
88;West-Nederland (LD);2002;53477;13048;8469;5991;4925;6375;76;620;4749;3649;5575
89;West-Nederland (LD);2003;54010;13096;8328;6090;6053;5803;61;451;4734;3740;5653
90;West-Nederland (LD);2004;54739;14134;7897;5631;5674;5816;80;552;5258;4014;5682
91;West-Nederland (LD);2005;57696;15333;8171;6138;5772;5834;69;597;5863;4064;5855
92;West-Nederland (LD);2006;62960;16864;8671;6659;6670;6518;61;625;6562;4230;6101
93;West-Nederland (LD);2007;78316;18086;10109;7132;6770;7100;94;590;9206;12405;6824
94;West-Nederland (LD);2008;73166;18736;11392;7630;7383;8048;77;544;7810;4379;7167
95;West-Nederland (LD);2009;70062;16641;11243;8798;5481;7784;73;508;7582;5481;6473
96;West-Nederland (LD);2010;67297;14669;10201;8491;5784;7446;84;642;8729;4792;6459
97;West-Nederland (LD);2011;68265;13210;9896;9200;6207;8600;65;648;8712;5011;6716
98;West-Nederland (LD);2012;62049;10920;8985;7622;5808;7372;81;668;8890;5110;6592
99;West-Nederland (LD);2013;64464;9236;8507;8316;5002;6730;103;561;11131;8894;5983
100;West-Nederland (LD);2014;62181;9751;8626;8853;4599;7401;73;701;9739;6271;6168
101;West-Nederland (LD);2015;100746;12612;8219;9758;7615;8150;116;757;16095;30122;7303
102;West-Nederland (LD);2016;79264;16395;8238;9601;8976;8243;152;1306;11660;5966;8729
103;West-Nederland (LD);2017;83275;19113;9201;9234;10157;9236;63;1363;12117;6237;6554
104;West-Nederland (LD);2018;86060;21090;8878;9356;9419;9215;21;1447;12737;6831;7065
105;West-Nederland (LD);2019;96903;23684;10934;10796;12375;9207;45;1680;13600;7129;7453
106;West-Nederland (LD);2020;96912;24683;12677;10516;8683;9775;143;2005;13971;7300;7160
107;West-Nederland (LD);2021;101176;26495;12209;10651;8994;10034;81;2270;14656;7756;8030
108;Zuid-Nederland (LD);1995;15011;3906;2012;1323;1005;3006;66;144;819;1450;1281
109;Zuid-Nederland (LD);1996;16054;4238;2092;1511;1073;2961;59;181;941;1548;1449
110;Zuid-Nederland (LD);1997;17009;4620;2204;1367;1071;3087;139;175;983;1671;1692
111;Zuid-Nederland (LD);1998;18467;4847;2337;1462;1248;3290;49;194;1370;1705;1965
112;Zuid-Nederland (LD);1999;20484;5239;2782;1649;1366;3545;66;221;1589;1889;2139
113;Zuid-Nederland (LD);2000;21268;5670;2879;1977;1298;3242;46;278;1744;1985;2148
114;Zuid-Nederland (LD);2001;22398;6251;3151;2027;1373;3171;51;245;1833;2137;2157
115;Zuid-Nederland (LD);2002;22408;6264;3413;2082;1278;3176;49;211;1820;2078;2037
116;Zuid-Nederland (LD);2003;22445;6287;3497;2056;1377;3046;39;159;1826;2121;2037
117;Zuid-Nederland (LD);2004;22879;6786;3253;1978;1475;2840;51;193;2015;2242;2046
118;Zuid-Nederland (LD);2005;24274;7361;3378;2165;1488;2997;45;211;2239;2276;2115
119;Zuid-Nederland (LD);2006;26286;8100;3572;2407;1623;3265;39;221;2512;2371;2174
120;Zuid-Nederland (LD);2007;28802;8686;4046;2712;1802;3713;60;215;2801;2404;2364
121;Zuid-Nederland (LD);2008;30353;8999;4551;2700;1849;4238;50;196;2983;2395;2393
122;Zuid-Nederland (LD);2009;27490;7892;4147;2727;1389;3516;66;181;2894;2426;2254
123;Zuid-Nederland (LD);2010;24949;6547;3806;2437;1090;3128;64;190;3052;2593;2040
124;Zuid-Nederland (LD);2011;27012;5852;3818;2595;1970;4490;50;203;3070;2780;2183
125;Zuid-Nederland (LD);2012;25826;5017;3551;3003;1715;4278;62;204;3149;2701;2146
126;Zuid-Nederland (LD);2013;25614;4656;4238;2879;2206;3237;77;167;3281;2723;2150
127;Zuid-Nederland (LD);2014;24725;4511;3828;2435;2151;3154;56;210;3444;2816;2118
128;Zuid-Nederland (LD);2015;25897;5184;3773;2819;2285;3308;85;288;3825;2251;2081
129;Zuid-Nederland (LD);2016;27762;5798;4300;2703;2199;3574;43;501;4124;2396;2123
130;Zuid-Nederland (LD);2017;30817;6517;5159;2887;2630;4049;10;483;4333;2545;2203
131;Zuid-Nederland (LD);2018;33280;7054;6179;3443;2536;4051;7;500;4476;2747;2287
132;Zuid-Nederland (LD);2019;34385;7869;5847;2554;2661;4831;18;544;4758;2910;2392
133;Zuid-Nederland (LD);2020;33444;7712;5315;2599;2203;4481;58;652;4903;3036;2484
134;Zuid-Nederland (LD);2021;36973;9191;6004;2652;2143;4812;45;784;5213;3260;2868
135;Extra-Regio (LD);1995;576;0;3;225;6;219;0;1;10;1;111
136;Extra-Regio (LD);1996;595;0;3;235;6;157;0;2;17;1;174
137;Extra-Regio (LD);1997;865;0;10;230;4;411;0;2;30;1;176
138;Extra-Regio (LD);1998;716;0;7;227;4;250;0;2;35;1;189
139;Extra-Regio (LD);1999;623;0;5;172;3;250;0;3;39;1;150
140;Extra-Regio (LD);2000;598;0;0;262;5;167;0;4;41;2;115
141;Extra-Regio (LD);2001;859;0;3;408;3;244;0;4;45;2;150
142;Extra-Regio (LD);2002;879;0;3;329;3;283;0;4;39;2;217
143;Extra-Regio (LD);2003;850;0;5;275;3;305;0;3;42;3;214
144;Extra-Regio (LD);2004;707;0;15;206;3;233;0;2;46;3;198
145;Extra-Regio (LD);2005;877;0;0;389;3;240;0;3;55;3;184
146;Extra-Regio (LD);2006;1024;0;7;382;3;359;0;2;63;2;205
147;Extra-Regio (LD);2007;919;0;1;404;4;260;0;2;68;3;178
148;Extra-Regio (LD);2008;1217;0;15;595;6;340;0;3;71;2;184
149;Extra-Regio (LD);2009;1011;0;1;461;3;309;0;3;61;2;170
150;Extra-Regio (LD);2010;1027;0;2;460;3;240;0;3;51;4;265
151;Extra-Regio (LD);2011;2066;0;24;1128;3;467;0;2;65;5;370
152;Extra-Regio (LD);2012;2165;0;3;863;4;625;0;2;87;3;579
153;Extra-Regio (LD);2013;1806;0;3;668;3;522;0;1;88;3;519
154;Extra-Regio (LD);2014;2032;0;2;702;3;775;0;1;84;3;462
155;Extra-Regio (LD);2015;396;0;1;184;1;121;0;0;41;0;47
156;Extra-Regio (LD);2016;327;0;0;42;1;209;0;0;41;1;32
157;Extra-Regio (LD);2017;121;0;0;44;1;7;0;0;33;0;34
158;Extra-Regio (LD);2018;157;0;0;41;1;45;0;0;32;1;36
159;Extra-Regio (LD);2019;122;0;5;36;1;7;0;0;34;1;37
160;Extra-Regio (LD);2020;133;0;0;34;1;15;0;0;38;1;44
161;Extra-Regio (LD);2021;165;0;0;34;1;40;0;0;40;1;49
162;Groningen (PV);1995;2395;536;403;272;171;482;9;19;100;153;250
163;Groningen (PV);1996;2553;581;364;307;187;513;8;24;121;156;291
164;Groningen (PV);1997;2682;634;378;237;156;631;19;24;140;170;292
165;Groningen (PV);1998;2795;665;413;252;203;539;7;26;192;172;327
166;Groningen (PV);1999;2950;719;429;244;196;578;9;29;225;187;335
167;Groningen (PV);2000;3120;778;527;326;172;514;6;36;250;195;316
168;Groningen (PV);2001;3283;858;534;387;169;496;7;32;269;211;321
169;Groningen (PV);2002;3375;859;536;403;160;564;7;28;266;216;335
170;Groningen (PV);2003;3290;862;517;330;184;538;5;21;270;222;341
171;Groningen (PV);2004;3363;931;538;309;175;515;7;25;298;232;333
172;Groningen (PV);2005;3501;1010;497;350;182;520;6;28;333;238;335
173;Groningen (PV);2006;3868;1111;546;387;223;574;5;30;376;242;373
174;Groningen (PV);2007;4177;1191;624;422;266;597;8;29;415;246;378
175;Groningen (PV);2008;4499;1234;658;498;311;686;7;26;440;251;388
176;Groningen (PV);2009;4700;937;771;531;280;1109;6;25;445;246;349
177;Groningen (PV);2010;3808;702;654;391;207;774;6;26;455;234;359
178;Groningen (PV);2011;3500;721;605;423;148;532;4;27;446;259;334
179;Groningen (PV);2012;3483;672;437;420;237;626;6;27;463;258;337
180;Groningen (PV);2013;3251;416;443;412;316;553;7;23;446;262;374
181;Groningen (PV);2014;3603;518;537;456;290;624;23;30;498;274;352
182;Groningen (PV);2015;5666;767;666;719;311;1812;32;35;623;283;417
183;Groningen (PV);2016;5271;1198;704;1000;262;679;15;62;680;297;373
184;Groningen (PV);2017;4745;1038;613;781;246;658;5;59;673;302;370
185;Groningen (PV);2018;5777;1239;626;731;219;1401;3;62;707;328;462
186;Groningen (PV);2019;6313;1088;1317;649;363;1369;4;66;717;340;400
187;Groningen (PV);2020;6544;1259;1180;959;352;1050;11;78;713;354;588
188;Groningen (PV);2021;6360;886;1494;868;425;875;4;98;762;397;552
189;Fryslân (PV);1995;2327;632;590;171;153;291;25;32;107;146;180
190;Fryslân (PV);1996;2435;685;522;201;151;322;23;42;132;152;205
191;Fryslân (PV);1997;2650;747;582;192;140;351;53;38;149;166;231
192;Fryslân (PV);1998;2886;784;681;204;166;354;19;45;209;170;254
193;Fryslân (PV);1999;3140;847;675;243;174;415;25;48;243;187;282
194;Fryslân (PV);2000;3473;917;889;286;157;384;17;69;262;196;295
195;Fryslân (PV);2001;3613;1011;874;292;159;399;20;59;279;213;308
196;Fryslân (PV);2002;3478;1013;835;273;147;361;19;51;270;215;293
197;Fryslân (PV);2003;3434;1017;816;267;165;332;15;33;271;219;300
198;Fryslân (PV);2004;3581;1097;822;266;169;342;20;42;299;225;302
199;Fryslân (PV);2005;3676;1190;748;298;167;344;17;42;333;232;304
200;Fryslân (PV);2006;4003;1310;819;348;183;368;15;44;373;231;312
201;Fryslân (PV);2007;4397;1404;913;391;210;440;23;41;415;229;330
202;Fryslân (PV);2008;4536;1455;914;382;226;489;19;37;441;229;343
203;Fryslân (PV);2009;4154;1169;973;333;198;453;18;32;424;223;332
204;Fryslân (PV);2010;3826;855;711;655;226;375;14;31;418;235;305
205;Fryslân (PV);2011;3636;826;556;319;216;641;11;32;416;277;342
206;Fryslân (PV);2012;3719;814;601;426;222;595;14;34;432;267;314
207;Fryslân (PV);2013;4558;683;489;845;523;898;17;28;429;257;391
208;Fryslân (PV);2014;4307;573;636;313;550;1032;57;33;451;268;393
209;Fryslân (PV);2015;4246;1011;659;378;311;710;42;43;486;276;330
210;Fryslân (PV);2016;4158;1071;721;426;276;476;21;72;520;290;285
211;Fryslân (PV);2017;4255;1229;600;370;321;515;1;71;533;298;317
212;Fryslân (PV);2018;4525;1230;741;396;294;602;2;74;555;323;307
213;Fryslân (PV);2019;4827;1340;765;430;249;670;7;79;599;348;340
214;Fryslân (PV);2020;5060;1550;645;465;204;709;12;94;625;384;372
215;Fryslân (PV);2021;5621;1783;775;520;233;693;37;114;652;403;410
216;Drenthe (PV);1995;2146;428;312;387;120;484;8;17;88;135;167
217;Drenthe (PV);1996;2255;464;288;427;128;466;7;22;103;142;207
218;Drenthe (PV);1997;2609;506;323;377;127;745;17;21;113;151;228
219;Drenthe (PV);1998;2582;531;339;387;146;591;6;24;154;152;250
220;Drenthe (PV);1999;2706;574;371;338;160;625;8;27;179;169;254
221;Drenthe (PV);2000;2863;622;413;501;155;514;6;36;193;176;247
222;Drenthe (PV);2001;3202;685;428;636;166;584;6;32;210;188;268
223;Drenthe (PV);2002;3233;687;452;575;156;648;6;29;203;188;288
224;Drenthe (PV);2003;3237;690;471;534;168;661;5;21;207;192;288
225;Drenthe (PV);2004;3135;745;470;454;181;541;6;25;229;200;285
226;Drenthe (PV);2005;3423;808;441;655;183;561;5;26;256;207;280
227;Drenthe (PV);2006;3818;888;493;690;198;721;5;27;290;213;294
228;Drenthe (PV);2007;3967;952;514;750;218;652;7;26;319;215;313
229;Drenthe (PV);2008;4425;986;572;943;226;804;6;24;337;218;310
230;Drenthe (PV);2009;2918;817;418;345;146;340;6;23;318;202;301
231;Drenthe (PV);2010;2695;621;291;472;173;291;6;22;311;187;320
232;Drenthe (PV);2011;2508;533;267;330;170;392;5;23;308;196;285
233;Drenthe (PV);2012;2719;495;390;383;127;516;6;24;316;192;270
234;Drenthe (PV);2013;2848;363;295;565;297;454;8;20;335;202;309
235;Drenthe (PV);2014;2659;418;262;396;300;369;21;23;341;203;326
236;Drenthe (PV);2015;2915;620;302;459;165;565;13;32;356;194;209
237;Drenthe (PV);2016;2999;465;458;495;161;541;43;55;377;202;200
238;Drenthe (PV);2017;2755;544;301;368;214;451;1;52;383;208;232
239;Drenthe (PV);2018;3236;683;377;366;227;648;2;55;404;224;250
240;Drenthe (PV);2019;3194;758;405;418;184;478;20;58;430;236;207
241;Drenthe (PV);2020;3388;801;469;394;126;551;6;70;443;255;274
242;Drenthe (PV);2021;4004;1231;443;471;165;557;30;84;468;268;286
243;Overijssel (PV);1995;4185;1120;545;446;294;755;27;39;228;354;376
244;Overijssel (PV);1996;4546;1216;562;504;308;800;24;49;264;377;442
245;Overijssel (PV);1997;4820;1326;584;432;313;869;58;49;283;400;506
246;Overijssel (PV);1998;5091;1391;619;467;359;833;20;51;394;404;554
247;Overijssel (PV);1999;5652;1503;741;513;396;914;27;59;458;445;595
248;Overijssel (PV);2000;5901;1627;768;637;375;840;19;66;499;462;607
249;Overijssel (PV);2001;6266;1794;851;654;393;824;21;60;526;501;641
250;Overijssel (PV);2002;6375;1799;971;716;365;817;20;55;523;495;614
251;Overijssel (PV);2003;6404;1806;963;750;393;773;16;46;526;504;628
252;Overijssel (PV);2004;6556;1949;911;693;422;766;21;58;584;527;624
253;Overijssel (PV);2005;6901;2114;930;742;424;781;18;68;650;541;632
254;Overijssel (PV);2006;7494;2323;1003;837;462;848;16;72;732;552;648
255;Overijssel (PV);2007;8254;2491;1165;904;518;979;25;70;814;550;739
256;Overijssel (PV);2008;8732;2581;1327;939;542;1114;21;63;867;550;729
257;Overijssel (PV);2009;7738;2025;1158;967;365;1039;24;48;879;572;661
258;Overijssel (PV);2010;7048;1685;1145;1052;365;709;14;54;872;548;604
259;Overijssel (PV);2011;8120;1870;1370;1060;527;1070;11;57;872;592;690
260;Overijssel (PV);2012;7235;1369;1199;964;568;930;14;57;912;593;629
261;Overijssel (PV);2013;6939;1244;921;962;633;938;17;49;916;622;637
262;Overijssel (PV);2014;7178;1397;1002;859;605;921;46;59;984;636;668
263;Overijssel (PV);2015;7444;1283;1565;968;483;823;20;77;1038;577;611
264;Overijssel (PV);2016;7766;1243;1398;1094;601;898;27;135;1125;616;628
265;Overijssel (PV);2017;7595;1553;887;1005;652;949;3;130;1162;641;613
266;Overijssel (PV);2018;8715;2317;1012;889;592;1115;4;135;1218;703;729
267;Overijssel (PV);2019;9049;2272;1339;890;597;1087;15;146;1289;748;666
268;Overijssel (PV);2020;9197;2051;1428;1069;560;1066;10;176;1315;790;732
269;Overijssel (PV);2021;10738;2644;1555;1022;576;1657;8;216;1415;846;798
270;Flevoland (PV);1995;1435;402;242;70;156;277;16;9;73;88;102
271;Flevoland (PV);1996;1561;437;261;80;172;284;15;11;89;94;118
272;Flevoland (PV);1997;1684;476;275;73;178;312;35;11;85;102;136
273;Flevoland (PV);1998;1775;499;303;78;205;290;12;11;121;104;152
274;Flevoland (PV);1999;2005;540;353;87;240;325;16;15;142;117;172
275;Flevoland (PV);2000;2063;584;393;96;251;260;11;16;155;122;174
276;Flevoland (PV);2001;2250;644;455;107;271;264;13;15;165;132;183
277;Flevoland (PV);2002;2307;646;518;119;261;266;12;13;164;135;173
278;Flevoland (PV);2003;2321;649;518;124;267;268;10;12;164;135;175
279;Flevoland (PV);2004;2405;700;474;119;297;295;13;14;182;139;173
280;Flevoland (PV);2005;2541;759;498;128;308;299;11;16;201;144;176
281;Flevoland (PV);2006;2758;834;537;140;346;321;10;16;223;148;182
282;Flevoland (PV);2007;3089;894;640;154;374;386;15;17;246;147;217
283;Flevoland (PV);2008;3281;926;721;172;370;450;12;16;262;149;203
284;Flevoland (PV);2009;3466;953;598;187;733;336;12;15;276;154;202
285;Flevoland (PV);2010;5041;930;611;319;1456;1031;12;17;283;163;219
286;Flevoland (PV);2011;4094;729;444;235;1587;382;9;17;266;180;246
287;Flevoland (PV);2012;4585;528;533;566;1925;316;12;17;293;172;223
288;Flevoland (PV);2013;3179;453;371;658;266;689;14;14;299;180;236
289;Flevoland (PV);2014;2873;426;417;407;241;633;6;17;311;180;236
290;Flevoland (PV);2015;3684;175;295;222;2014;239;9;25;322;160;222
291;Flevoland (PV);2016;3305;218;370;248;1325;379;8;43;346;171;197
292;Flevoland (PV);2017;3750;316;554;256;1571;290;0;41;360;185;178
293;Flevoland (PV);2018;4036;291;655;213;1758;306;4;42;373;204;191
294;Flevoland (PV);2019;4716;334;646;260;2186;450;2;46;381;208;203
295;Flevoland (PV);2020;3918;548;736;272;1030;356;3;57;396;221;300
296;Flevoland (PV);2021;4701;853;871;640;948;372;2;73;416;234;291
297;Gelderland (PV);1995;7677;2225;1269;776;523;1033;78;77;408;621;667
298;Gelderland (PV);1996;8459;2415;1236;933;555;1226;70;99;493;650;783
299;Gelderland (PV);1997;8837;2633;1301;742;553;1238;166;96;527;705;876
300;Gelderland (PV);1998;9548;2762;1469;797;636;1314;58;106;728;711;966
301;Gelderland (PV);1999;10525;2986;1583;877;694;1463;78;121;847;798;1078
302;Gelderland (PV);2000;11435;3232;1877;1178;653;1415;54;154;918;836;1119
303;Gelderland (PV);2001;11976;3563;1987;1136;685;1383;61;136;968;903;1155
304;Gelderland (PV);2002;11912;3573;2069;1203;634;1270;58;122;967;901;1114
305;Gelderland (PV);2003;11767;3587;1987;1236;680;1145;46;92;973;915;1107
306;Gelderland (PV);2004;12217;3871;1980;1198;728;1146;61;111;1080;935;1109
307;Gelderland (PV);2005;12766;4199;1920;1285;739;1162;53;122;1205;961;1120
308;Gelderland (PV);2006;13884;4615;2051;1478;799;1264;47;127;1360;975;1169
309;Gelderland (PV);2007;15352;4948;2394;1705;891;1445;72;123;1508;966;1300
310;Gelderland (PV);2008;15958;5126;2596;1670;924;1614;59;113;1603;974;1278
311;Gelderland (PV);2009;15014;4727;2931;1436;658;1395;61;106;1556;934;1211
312;Gelderland (PV);2010;13411;3848;2318;1710;607;1157;58;111;1594;926;1081
313;Gelderland (PV);2011;15029;3756;3133;2076;723;1294;45;113;1608;1014;1267
314;Gelderland (PV);2012;13590;3343;2448;1692;808;1330;57;117;1655;1020;1120
315;Gelderland (PV);2013;13525;2916;1948;1569;1233;1718;72;97;1688;1048;1235
316;Gelderland (PV);2014;13975;3026;1727;1923;1177;1850;51;121;1780;1079;1241
317;Gelderland (PV);2015;13044;2476;1795;2076;866;1570;38;153;1907;1028;1135
318;Gelderland (PV);2016;13721;2809;1805;1838;890;1899;33;268;2031;1089;1060
319;Gelderland (PV);2017;14120;2633;1934;1882;1037;1964;6;257;2129;1145;1132
320;Gelderland (PV);2018;16848;3898;2518;2378;993;2051;5;266;2219;1244;1275
321;Gelderland (PV);2019;17188;3716;2856;2423;1143;1838;29;284;2349;1324;1225
322;Gelderland (PV);2020;18247;4464;2744;2315;911;2051;39;345;2436;1430;1511
323;Gelderland (PV);2021;19471;4885;3116;2386;1062;2000;23;418;2581;1496;1504
324;Utrecht (PV);1995;5482;1213;821;742;757;529;24;73;331;406;586
325;Utrecht (PV);1996;5913;1315;764;772;842;570;22;95;409;419;704
326;Utrecht (PV);1997;6436;1433;839;820;867;622;52;90;455;451;806
327;Utrecht (PV);1998;7091;1504;961;887;998;654;18;104;634;452;880
