ID;Geslacht;Onderwijssoort;Leeftijd;VerdachtVanMisdrijf;AantalVerdienersHuishoudkern;Perioden;AantalLeerlingenOnderzoekspopulatie_1;AantalVSVErsOnderzoekspopulatie_2;AantalNietVSVErsOnderzoekspopulatie_3;PercentageVSVErsOnderzoekspopulatie_4
28;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;Aantal verdieners onbekend;2007/'08;15330.0;2300.0;13030.0;15.0
29;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;Aantal verdieners onbekend;2008/'09;17780.0;2440.0;15340.0;13.7
30;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Totaal verdieners huishoudkern;2004/'05;1249460.0;65670.0;1183790.0;5.3
31;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Totaal verdieners huishoudkern;2005/'06;1336280.0;62810.0;1273470.0;4.7
32;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Totaal verdieners huishoudkern;2006/'07;1348270.0;59740.0;1288530.0;4.4
33;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Totaal verdieners huishoudkern;2007/'08;1357920.0;58540.0;1299380.0;4.3
34;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Totaal verdieners huishoudkern;2008/'09;1357950.0;52170.0;1305780.0;3.8
35;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Geen verdiener;2004/'05;19610.0;2450.0;17160.0;12.5
36;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Geen verdiener;2005/'06;20730.0;2220.0;18510.0;10.7
37;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Geen verdiener;2006/'07;21050.0;1810.0;19230.0;8.6
38;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Geen verdiener;2007/'08;17710.0;1600.0;16120.0;9.0
39;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Geen verdiener;2008/'09;16810.0;1200.0;15600.0;7.1
40;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Wel verdiener;2004/'05;1216140.0;61070.0;1155070.0;5.0
41;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Wel verdiener;2005/'06;1299720.0;58330.0;1241390.0;4.5
42;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Wel verdiener;2006/'07;1303080.0;55280.0;1247800.0;4.2
43;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Wel verdiener;2007/'08;1327050.0;55310.0;1271740.0;4.2
44;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Wel verdiener;2008/'09;1326120.0;49290.0;1276830.0;3.7
45;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Eenverdiener;2004/'05;455150.0;28990.0;426160.0;6.4
46;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Eenverdiener;2005/'06;488210.0;28470.0;459740.0;5.8
47;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Eenverdiener;2006/'07;484860.0;27100.0;457760.0;5.6
48;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Eenverdiener;2007/'08;476070.0;26500.0;449570.0;5.6
49;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Eenverdiener;2008/'09;459940.0;23340.0;436600.0;5.1
50;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Tweeverdiener;2004/'05;760990.0;32080.0;728910.0;4.2
51;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Tweeverdiener;2005/'06;811510.0;29850.0;781660.0;3.7
52;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Tweeverdiener;2006/'07;818220.0;28170.0;790040.0;3.4
53;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Tweeverdiener;2007/'08;850980.0;28810.0;822170.0;3.4
54;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Tweeverdiener;2008/'09;866180.0;25950.0;840240.0;3.0
55;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Aantal verdieners onbekend;2004/'05;13710.0;2150.0;11560.0;15.7
56;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Aantal verdieners onbekend;2005/'06;15830.0;2260.0;13560.0;14.3
57;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Aantal verdieners onbekend;2006/'07;24140.0;2650.0;21500.0;11.0
58;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Aantal verdieners onbekend;2007/'08;13160.0;1630.0;11520.0;12.4
59;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Aantal verdieners onbekend;2008/'09;15020.0;1680.0;13340.0;11.2
60;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Totaal verdieners huishoudkern;2004/'05;50650.0;10480.0;40170.0;20.7
61;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Totaal verdieners huishoudkern;2005/'06;63430.0;11700.0;51720.0;18.5
62;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Totaal verdieners huishoudkern;2006/'07;71240.0;12870.0;58360.0;18.1
63;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Totaal verdieners huishoudkern;2007/'08;76780.0;12940.0;63840.0;16.9
64;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Totaal verdieners huishoudkern;2008/'09;77180.0;12100.0;65080.0;15.7
65;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Geen verdiener;2004/'05;1660.0;550.0;1110.0;32.9
66;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Geen verdiener;2005/'06;1940.0;570.0;1370.0;29.3
67;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Geen verdiener;2006/'07;2290.0;650.0;1640.0;28.4
68;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Geen verdiener;2007/'08;2030.0;530.0;1500.0;26.2
69;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Geen verdiener;2008/'09;1590.0;420.0;1170.0;26.4
70;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Wel verdiener;2004/'05;47250.0;9320.0;37930.0;19.7
71;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Wel verdiener;2005/'06;59130.0;10340.0;48790.0;17.5
72;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Wel verdiener;2006/'07;65680.0;11270.0;54410.0;17.2
73;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Wel verdiener;2007/'08;72580.0;11740.0;60840.0;16.2
74;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Wel verdiener;2008/'09;72830.0;10920.0;61910.0;15.0
75;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Eenverdiener;2004/'05;24150.0;5300.0;18850.0;22.0
76;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Eenverdiener;2005/'06;30510.0;6080.0;24420.0;19.9
77;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Eenverdiener;2006/'07;33890.0;6680.0;27220.0;19.7
78;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Eenverdiener;2007/'08;36890.0;7090.0;29800.0;19.2
79;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Eenverdiener;2008/'09;36120.0;6270.0;29860.0;17.3
80;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Tweeverdiener;2004/'05;23100.0;4020.0;19080.0;17.4
81;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Tweeverdiener;2005/'06;28620.0;4260.0;24360.0;14.9
82;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Tweeverdiener;2006/'07;31780.0;4590.0;27190.0;14.4
83;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Tweeverdiener;2007/'08;35690.0;4650.0;31040.0;13.0
84;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Tweeverdiener;2008/'09;36710.0;4650.0;32060.0;12.7
85;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Aantal verdieners onbekend;2004/'05;1740.0;620.0;1120.0;35.4
86;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Aantal verdieners onbekend;2005/'06;2370.0;800.0;1570.0;33.6
87;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Aantal verdieners onbekend;2006/'07;3270.0;950.0;2320.0;29.1
88;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Aantal verdieners onbekend;2007/'08;2170.0;670.0;1500.0;30.8
89;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Aantal verdieners onbekend;2008/'09;2750.0;760.0;2000.0;27.4
90;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Totaal verdieners huishoudkern;2004/'05;37760.0;6670.0;31090.0;17.7
91;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Totaal verdieners huishoudkern;2005/'06;46520.0;7270.0;39250.0;15.6
92;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Totaal verdieners huishoudkern;2006/'07;51540.0;7750.0;43780.0;15.0
93;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Totaal verdieners huishoudkern;2007/'08;55020.0;7640.0;47380.0;13.9
94;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Totaal verdieners huishoudkern;2008/'09;55450.0;7060.0;48390.0;12.7
95;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Geen verdiener;2004/'05;1110.0;320.0;790.0;28.8
96;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Geen verdiener;2005/'06;1310.0;320.0;980.0;24.8
97;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Geen verdiener;2006/'07;1480.0;360.0;1110.0;24.5
98;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Geen verdiener;2007/'08;1290.0;270.0;1010.0;21.3
99;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Geen verdiener;2008/'09;1060.0;230.0;820.0;22.0
100;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Wel verdiener;2004/'05;35550.0;6020.0;29530.0;16.9
101;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Wel verdiener;2005/'06;43680.0;6500.0;37180.0;14.9
102;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Wel verdiener;2006/'07;47980.0;6890.0;41090.0;14.4
103;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Wel verdiener;2007/'08;52370.0;7020.0;45350.0;13.4
104;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Wel verdiener;2008/'09;52720.0;6460.0;46260.0;12.3
105;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Eenverdiener;2004/'05;17520.0;3330.0;14190.0;19.0
106;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Eenverdiener;2005/'06;21760.0;3730.0;18030.0;17.1
107;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Eenverdiener;2006/'07;23830.0;3960.0;19870.0;16.6
108;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Eenverdiener;2007/'08;25610.0;4140.0;21470.0;16.2
109;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Eenverdiener;2008/'09;25180.0;3620.0;21550.0;14.4
110;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Tweeverdiener;2004/'05;18030.0;2690.0;15340.0;14.9
111;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Tweeverdiener;2005/'06;21930.0;2770.0;19160.0;12.6
112;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Tweeverdiener;2006/'07;24150.0;2930.0;21220.0;12.1
113;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Tweeverdiener;2007/'08;26770.0;2880.0;23880.0;10.8
114;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Tweeverdiener;2008/'09;27540.0;2830.0;24710.0;10.3
115;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Aantal verdieners onbekend;2004/'05;1090.0;320.0;770.0;29.5
116;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Aantal verdieners onbekend;2005/'06;1530.0;450.0;1080.0;29.2
117;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Aantal verdieners onbekend;2006/'07;2090.0;510.0;1580.0;24.2
118;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Aantal verdieners onbekend;2007/'08;1360.0;350.0;1020.0;25.4
119;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Aantal verdieners onbekend;2008/'09;1680.0;370.0;1310.0;22.1
120;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Totaal verdieners huishoudkern;2004/'05;12890.0;3820.0;9070.0;29.6
121;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Totaal verdieners huishoudkern;2005/'06;16910.0;4430.0;12480.0;26.2
122;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Totaal verdieners huishoudkern;2006/'07;19700.0;5120.0;14580.0;26.0
123;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Totaal verdieners huishoudkern;2007/'08;21760.0;5300.0;16460.0;24.4
124;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Totaal verdieners huishoudkern;2008/'09;21720.0;5030.0;16690.0;23.2
125;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Geen verdiener;2004/'05;540.0;230.0;320.0;41.4
126;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Geen verdiener;2005/'06;630.0;240.0;390.0;38.6
127;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Geen verdiener;2006/'07;820.0;290.0;530.0;35.5
128;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Geen verdiener;2007/'08;740.0;260.0;490.0;34.7
129;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Geen verdiener;2008/'09;540.0;190.0;350.0;35.1
130;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Wel verdiener;2004/'05;11700.0;3300.0;8400.0;28.2
131;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Wel verdiener;2005/'06;15440.0;3840.0;11600.0;24.9
132;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Wel verdiener;2006/'07;17700.0;4380.0;13320.0;24.8
133;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Wel verdiener;2007/'08;20210.0;4720.0;15490.0;23.4
134;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Wel verdiener;2008/'09;20120.0;4460.0;15660.0;22.2
135;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Eenverdiener;2004/'05;6630.0;1970.0;4660.0;29.7
136;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Eenverdiener;2005/'06;8750.0;2350.0;6400.0;26.9
137;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Eenverdiener;2006/'07;10060.0;2720.0;7350.0;27.0
138;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Eenverdiener;2007/'08;11280.0;2950.0;8330.0;26.2
139;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Eenverdiener;2008/'09;10950.0;2640.0;8310.0;24.1
140;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Tweeverdiener;2004/'05;5080.0;1330.0;3750.0;26.2
141;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Tweeverdiener;2005/'06;6690.0;1490.0;5200.0;22.3
142;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Tweeverdiener;2006/'07;7640.0;1670.0;5970.0;21.8
143;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Tweeverdiener;2007/'08;8930.0;1770.0;7160.0;19.8
144;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Tweeverdiener;2008/'09;9170.0;1820.0;7350.0;19.8
145;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Aantal verdieners onbekend;2004/'05;640.0;290.0;350.0;45.3
146;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Aantal verdieners onbekend;2005/'06;840.0;350.0;490.0;41.7
147;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Aantal verdieners onbekend;2006/'07;1180.0;450.0;740.0;37.6
148;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Aantal verdieners onbekend;2007/'08;810.0;320.0;490.0;39.9
149;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Aantal verdieners onbekend;2008/'09;1070.0;380.0;690.0;35.8
150;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal verdieners huishoudkern;2004/'05;1211960.0;55060.0;1156900.0;4.5
151;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal verdieners huishoudkern;2005/'06;1299580.0;53590.0;1245980.0;4.1
152;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal verdieners huishoudkern;2006/'07;1313120.0;51980.0;1261140.0;4.0
153;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal verdieners huishoudkern;2007/'08;1315100.0;48450.0;1266650.0;3.7
154;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal verdieners huishoudkern;2008/'09;1310060.0;43340.0;1266720.0;3.3
155;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Geen verdiener;2004/'05;20010.0;2460.0;17550.0;12.3
156;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Geen verdiener;2005/'06;21310.0;2240.0;19070.0;10.5
157;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Geen verdiener;2006/'07;22020.0;2120.0;19900.0;9.6
158;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Geen verdiener;2007/'08;18530.0;1810.0;16720.0;9.8
159;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Geen verdiener;2008/'09;17350.0;1330.0;16020.0;7.7
160;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Wel verdiener;2004/'05;1178940.0;50550.0;1128390.0;4.3
161;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Wel verdiener;2005/'06;1263160.0;49110.0;1214050.0;3.9
162;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Wel verdiener;2006/'07;1268010.0;47210.0;1220800.0;3.7
163;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Wel verdiener;2007/'08;1284200.0;45080.0;1239130.0;3.5
164;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Wel verdiener;2008/'09;1278410.0;40320.0;1238100.0;3.2
165;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Eenverdiener;2004/'05;442930.0;24990.0;417930.0;5.6
166;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Eenverdiener;2005/'06;476500.0;25230.0;451270.0;5.3
167;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Eenverdiener;2006/'07;473210.0;24260.0;448950.0;5.1
168;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Eenverdiener;2007/'08;462210.0;23180.0;439040.0;5.0
169;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Eenverdiener;2008/'09;445020.0;20070.0;424950.0;4.5
170;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Tweeverdiener;2004/'05;736010.0;25550.0;710460.0;3.5
171;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Tweeverdiener;2005/'06;786660.0;23890.0;762770.0;3.0
172;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Tweeverdiener;2006/'07;794800.0;22950.0;771850.0;2.9
173;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Tweeverdiener;2007/'08;821990.0;21900.0;800090.0;2.7
174;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Tweeverdiener;2008/'09;833390.0;20250.0;813140.0;2.4
175;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Aantal verdieners onbekend;2004/'05;13020.0;2050.0;10970.0;15.7
176;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Aantal verdieners onbekend;2005/'06;15110.0;2240.0;12870.0;14.8
177;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Aantal verdieners onbekend;2006/'07;23100.0;2650.0;20440.0;11.5
178;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Aantal verdieners onbekend;2007/'08;12360.0;1570.0;10800.0;12.7
179;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Aantal verdieners onbekend;2008/'09;14290.0;1690.0;12610.0;11.8
180;Totaal mannen en vrouwen;0;22 jaar of jonger;Niet verdacht van misdrijf;Totaal verdieners huishoudkern;2004/'05;1166390.0;46230.0;1120160.0;4.0
181;Totaal mannen en vrouwen;0;22 jaar of jonger;Niet verdacht van misdrijf;Totaal verdieners huishoudkern;2005/'06;1242850.0;43910.0;1198950.0;3.5
182;Totaal mannen en vrouwen;0;22 jaar of jonger;Niet verdacht van misdrijf;Totaal verdieners huishoudkern;2006/'07;1249840.0;41280.0;1208560.0;3.3
183;Totaal mannen en vrouwen;0;22 jaar of jonger;Niet verdacht van misdrijf;Totaal verdieners huishoudkern;2007/'08;1247440.0;37820.0;1209620.0;3.0
184;Totaal mannen en vrouwen;0;22 jaar of jonger;Niet verdacht van misdrijf;Totaal verdieners huishoudkern;2008/'09;1242720.0;33580.0;1209150.0;2.7
