ID;Geslacht;Migratieachtergrond;Perioden;Immigratie_1;EmigratieInclusiefCorrecties_2;MigratiesaldoInclusiefCorrecties_3
175;Totaal mannen en vrouwen;Westerse migratieachtergrond;2042;156623;125035;31588
176;Totaal mannen en vrouwen;Westerse migratieachtergrond;2043;156623;125127;31496
177;Totaal mannen en vrouwen;Westerse migratieachtergrond;2044;156623;125229;31394
178;Totaal mannen en vrouwen;Westerse migratieachtergrond;2045;156623;125318;31304
179;Totaal mannen en vrouwen;Westerse migratieachtergrond;2046;156623;125396;31227
180;Totaal mannen en vrouwen;Westerse migratieachtergrond;2047;156623;125466;31156
181;Totaal mannen en vrouwen;Westerse migratieachtergrond;2048;156623;125518;31105
182;Totaal mannen en vrouwen;Westerse migratieachtergrond;2049;156623;125551;31072
183;Totaal mannen en vrouwen;Westerse migratieachtergrond;2050;156623;125561;31062
184;Totaal mannen en vrouwen;Westerse migratieachtergrond;2051;156623;125607;31016
185;Totaal mannen en vrouwen;Westerse migratieachtergrond;2052;156623;125626;30997
186;Totaal mannen en vrouwen;Westerse migratieachtergrond;2053;156623;125611;31012
187;Totaal mannen en vrouwen;Westerse migratieachtergrond;2054;156623;125590;31033
188;Totaal mannen en vrouwen;Westerse migratieachtergrond;2055;156623;125567;31056
189;Totaal mannen en vrouwen;Westerse migratieachtergrond;2056;156623;125540;31083
190;Totaal mannen en vrouwen;Westerse migratieachtergrond;2057;156623;125517;31106
191;Totaal mannen en vrouwen;Westerse migratieachtergrond;2058;156623;125493;31130
192;Totaal mannen en vrouwen;Westerse migratieachtergrond;2059;156623;125471;31152
193;Totaal mannen en vrouwen;Westerse migratieachtergrond;2060;156623;125453;31170
194;Totaal mannen en vrouwen;Westerse migratieachtergrond;2061;156623;125437;31185
195;Totaal mannen en vrouwen;Westerse migratieachtergrond;2062;156623;125425;31198
196;Totaal mannen en vrouwen;Westerse migratieachtergrond;2063;156623;125416;31208
197;Totaal mannen en vrouwen;Westerse migratieachtergrond;2064;156623;125408;31215
198;Totaal mannen en vrouwen;Westerse migratieachtergrond;2065;156623;125403;31220
199;Totaal mannen en vrouwen;Westerse migratieachtergrond;2066;156623;125399;31224
200;Totaal mannen en vrouwen;Westerse migratieachtergrond;2067;156623;125396;31227
201;Totaal mannen en vrouwen;Westerse migratieachtergrond;2068;156623;125392;31232
202;Totaal mannen en vrouwen;Westerse migratieachtergrond;2069;156623;125390;31233
203;Totaal mannen en vrouwen;Westerse migratieachtergrond;2070;156623;125388;31235
204;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2020;63242;34614;28629
205;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2021;78386;38218;40169
206;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2022;96251;39571;56681
207;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2023;102061;45203;56857
208;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2024;101913;49609;52303
209;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2025;103788;52935;50852
210;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2026;104951;55782;49169
211;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2027;105383;58163;47220
212;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2028;105890;60167;45723
213;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2029;105677;62006;43671
214;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2030;105473;63643;41830
215;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2031;105472;64227;41245
216;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2032;105468;64728;40740
217;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2033;105476;65123;40352
218;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2034;105474;65443;40030
219;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2035;105477;65789;39688
220;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2036;105477;66089;39388
221;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2037;105479;66361;39118
222;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2038;105480;66592;38889
223;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2039;105476;66780;38695
224;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2040;105473;66957;38516
225;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2041;105476;67106;38370
226;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2042;105472;67256;38216
227;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2043;105469;67409;38060
228;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2044;105470;67536;37934
229;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2045;105471;67651;37820
230;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2046;105472;67729;37743
231;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2047;105471;67764;37709
232;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2048;105473;67788;37686
233;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2049;105473;67818;37655
234;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2050;105468;67828;37639
235;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2051;105476;67894;37582
236;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2052;105471;67937;37533
237;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2053;105473;67941;37532
238;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2054;105478;67941;37537
239;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2055;105470;67947;37523
240;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2056;105466;67946;37521
241;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2057;105472;67940;37531
242;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2058;105476;67939;37538
243;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2059;105471;67935;37536
244;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2060;105472;67933;37539
245;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2061;105475;67930;37545
246;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2062;105472;67928;37544
247;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2063;105474;67926;37548
248;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2064;105470;67923;37546
249;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2065;105469;67921;37547
250;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2066;105469;67920;37549
251;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2067;105467;67918;37549
252;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2068;105466;67918;37548
253;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2069;105467;67915;37552
254;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;2070;105467;67911;37556
255;Totaal mannen en vrouwen;Afrika;2020;11007;4739;6268
256;Totaal mannen en vrouwen;Afrika;2021;14632;6099;8533
257;Totaal mannen en vrouwen;Afrika;2022;17402;6104;11298
258;Totaal mannen en vrouwen;Afrika;2023;18581;7030;11550
259;Totaal mannen en vrouwen;Afrika;2024;18438;7740;10698
260;Totaal mannen en vrouwen;Afrika;2025;18506;8295;10211
261;Totaal mannen en vrouwen;Afrika;2026;18671;8779;9892
262;Totaal mannen en vrouwen;Afrika;2027;18625;9250;9375
263;Totaal mannen en vrouwen;Afrika;2028;18672;9710;8962
264;Totaal mannen en vrouwen;Afrika;2029;18636;10158;8478
265;Totaal mannen en vrouwen;Afrika;2030;18605;10577;8028
266;Totaal mannen en vrouwen;Afrika;2031;18605;10761;7844
267;Totaal mannen en vrouwen;Afrika;2032;18605;10911;7694
268;Totaal mannen en vrouwen;Afrika;2033;18605;11026;7578
269;Totaal mannen en vrouwen;Afrika;2034;18605;11122;7483
270;Totaal mannen en vrouwen;Afrika;2035;18605;11225;7380
271;Totaal mannen en vrouwen;Afrika;2036;18605;11314;7291
272;Totaal mannen en vrouwen;Afrika;2037;18605;11389;7216
273;Totaal mannen en vrouwen;Afrika;2038;18605;11452;7154
274;Totaal mannen en vrouwen;Afrika;2039;18605;11505;7100
275;Totaal mannen en vrouwen;Afrika;2040;18605;11550;7055
276;Totaal mannen en vrouwen;Afrika;2041;18605;11588;7017
277;Totaal mannen en vrouwen;Afrika;2042;18605;11624;6981
278;Totaal mannen en vrouwen;Afrika;2043;18605;11657;6948
279;Totaal mannen en vrouwen;Afrika;2044;18605;11679;6926
280;Totaal mannen en vrouwen;Afrika;2045;18605;11700;6905
281;Totaal mannen en vrouwen;Afrika;2046;18605;11716;6889
282;Totaal mannen en vrouwen;Afrika;2047;18605;11729;6876
283;Totaal mannen en vrouwen;Afrika;2048;18605;11738;6867
284;Totaal mannen en vrouwen;Afrika;2049;18605;11745;6860
285;Totaal mannen en vrouwen;Afrika;2050;18605;11750;6855
286;Totaal mannen en vrouwen;Afrika;2051;18605;11761;6844
287;Totaal mannen en vrouwen;Afrika;2052;18605;11766;6839
288;Totaal mannen en vrouwen;Afrika;2053;18605;11767;6838
289;Totaal mannen en vrouwen;Afrika;2054;18605;11766;6839
290;Totaal mannen en vrouwen;Afrika;2055;18605;11766;6839
291;Totaal mannen en vrouwen;Afrika;2056;18605;11766;6839
292;Totaal mannen en vrouwen;Afrika;2057;18605;11765;6840
293;Totaal mannen en vrouwen;Afrika;2058;18605;11765;6840
294;Totaal mannen en vrouwen;Afrika;2059;18605;11764;6841
295;Totaal mannen en vrouwen;Afrika;2060;18605;11763;6842
296;Totaal mannen en vrouwen;Afrika;2061;18605;11763;6842
297;Totaal mannen en vrouwen;Afrika;2062;18605;11763;6842
298;Totaal mannen en vrouwen;Afrika;2063;18605;11763;6842
299;Totaal mannen en vrouwen;Afrika;2064;18605;11762;6843
300;Totaal mannen en vrouwen;Afrika;2065;18605;11762;6843
301;Totaal mannen en vrouwen;Afrika;2066;18605;11762;6843
302;Totaal mannen en vrouwen;Afrika;2067;18605;11761;6844
303;Totaal mannen en vrouwen;Afrika;2068;18605;11761;6844
304;Totaal mannen en vrouwen;Afrika;2069;18605;11761;6844
305;Totaal mannen en vrouwen;Afrika;2070;18605;11760;6845
306;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;2020;4140;1430;2710
307;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;2021;2635;2426;210
308;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;2022;3465;2506;960
309;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;2023;3722;2266;1456
310;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;2024;3822;2283;1539
311;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;2025;4071;2416;1655
312;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;2026;4002;2454;1548
313;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;2027;3975;2492;1483
314;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;2028;3935;2506;1429
315;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;2029;3896;2501;1395
316;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;2030;3860;2490;1370
317;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;2031;3860;2464;1396
318;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;2032;3860;2446;1414
319;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;2033;3860;2438;1422
320;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;2034;3860;2438;1422
321;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;2035;3860;2442;1418
322;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;2036;3860;2440;1420
323;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;2037;3860;2440;1420
324;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;2038;3860;2440;1420
325;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;2039;3860;2437;1423
326;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;2040;3860;2436;1424
327;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;2041;3860;2433;1427
328;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;2042;3860;2430;1430
329;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;2043;3860;2430;1430
330;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;2044;3860;2430;1430
331;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;2045;3860;2432;1428
332;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;2046;3860;2433;1427
333;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;2047;3860;2433;1427
334;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;2048;3860;2431;1429
