ID;RegioS;Woningtype;EigendomWoning;Bouwjaar;BewoningWoonruimte;Perioden;Woningvoorraad_1
45;Nederland;Totaal woningen;Totaal;Tot 1945;1 particulier huishouden;2020;1292610.0
46;Nederland;Totaal woningen;Totaal;Tot 1945;1 particulier huishouden;2021;1299105.0
47;Nederland;Totaal woningen;Totaal;Tot 1945;1 particulier huishouden;2022;1300370.0
48;Nederland;Totaal woningen;Totaal;Tot 1945;Anders dan 1 particulier huishouden;2015;86570.0
49;Nederland;Totaal woningen;Totaal;Tot 1945;Anders dan 1 particulier huishouden;2016;85355.0
50;Nederland;Totaal woningen;Totaal;Tot 1945;Anders dan 1 particulier huishouden;2017;84320.0
51;Nederland;Totaal woningen;Totaal;Tot 1945;Anders dan 1 particulier huishouden;2018;83025.0
52;Nederland;Totaal woningen;Totaal;Tot 1945;Anders dan 1 particulier huishouden;2019;83130.0
53;Nederland;Totaal woningen;Totaal;Tot 1945;Anders dan 1 particulier huishouden;2020;79260.0
54;Nederland;Totaal woningen;Totaal;Tot 1945;Anders dan 1 particulier huishouden;2021;80030.0
55;Nederland;Totaal woningen;Totaal;Tot 1945;Anders dan 1 particulier huishouden;2022;84330.0
56;Nederland;Totaal woningen;Totaal;Tot 1945;Geen bewoner ingeschreven;2015;107680.0
57;Nederland;Totaal woningen;Totaal;Tot 1945;Geen bewoner ingeschreven;2016;106945.0
58;Nederland;Totaal woningen;Totaal;Tot 1945;Geen bewoner ingeschreven;2017;105515.0
59;Nederland;Totaal woningen;Totaal;Tot 1945;Geen bewoner ingeschreven;2018;106475.0
60;Nederland;Totaal woningen;Totaal;Tot 1945;Geen bewoner ingeschreven;2019;105225.0
61;Nederland;Totaal woningen;Totaal;Tot 1945;Geen bewoner ingeschreven;2020;104070.0
62;Nederland;Totaal woningen;Totaal;Tot 1945;Geen bewoner ingeschreven;2021;102170.0
63;Nederland;Totaal woningen;Totaal;Tot 1945;Geen bewoner ingeschreven;2022;103190.0
64;Nederland;Totaal woningen;Totaal;1945 tot 1960;Totaal;2015;720705.0
65;Nederland;Totaal woningen;Totaal;1945 tot 1960;Totaal;2016;717815.0
66;Nederland;Totaal woningen;Totaal;1945 tot 1960;Totaal;2017;713775.0
67;Nederland;Totaal woningen;Totaal;1945 tot 1960;Totaal;2018;711220.0
68;Nederland;Totaal woningen;Totaal;1945 tot 1960;Totaal;2019;708890.0
69;Nederland;Totaal woningen;Totaal;1945 tot 1960;Totaal;2020;706780.0
70;Nederland;Totaal woningen;Totaal;1945 tot 1960;Totaal;2021;703945.0
71;Nederland;Totaal woningen;Totaal;1945 tot 1960;Totaal;2022;702890.0
72;Nederland;Totaal woningen;Totaal;1945 tot 1960;1 particulier huishouden;2015;659950.0
73;Nederland;Totaal woningen;Totaal;1945 tot 1960;1 particulier huishouden;2016;658400.0
74;Nederland;Totaal woningen;Totaal;1945 tot 1960;1 particulier huishouden;2017;656095.0
75;Nederland;Totaal woningen;Totaal;1945 tot 1960;1 particulier huishouden;2018;654745.0
76;Nederland;Totaal woningen;Totaal;1945 tot 1960;1 particulier huishouden;2019;652960.0
77;Nederland;Totaal woningen;Totaal;1945 tot 1960;1 particulier huishouden;2020;652105.0
78;Nederland;Totaal woningen;Totaal;1945 tot 1960;1 particulier huishouden;2021;650020.0
79;Nederland;Totaal woningen;Totaal;1945 tot 1960;1 particulier huishouden;2022;646655.0
80;Nederland;Totaal woningen;Totaal;1945 tot 1960;Anders dan 1 particulier huishouden;2015;24855.0
81;Nederland;Totaal woningen;Totaal;1945 tot 1960;Anders dan 1 particulier huishouden;2016;23975.0
82;Nederland;Totaal woningen;Totaal;1945 tot 1960;Anders dan 1 particulier huishouden;2017;23585.0
83;Nederland;Totaal woningen;Totaal;1945 tot 1960;Anders dan 1 particulier huishouden;2018;22835.0
84;Nederland;Totaal woningen;Totaal;1945 tot 1960;Anders dan 1 particulier huishouden;2019;23105.0
85;Nederland;Totaal woningen;Totaal;1945 tot 1960;Anders dan 1 particulier huishouden;2020;21300.0
86;Nederland;Totaal woningen;Totaal;1945 tot 1960;Anders dan 1 particulier huishouden;2021;21940.0
87;Nederland;Totaal woningen;Totaal;1945 tot 1960;Anders dan 1 particulier huishouden;2022;23695.0
88;Nederland;Totaal woningen;Totaal;1945 tot 1960;Geen bewoner ingeschreven;2015;35900.0
89;Nederland;Totaal woningen;Totaal;1945 tot 1960;Geen bewoner ingeschreven;2016;35445.0
90;Nederland;Totaal woningen;Totaal;1945 tot 1960;Geen bewoner ingeschreven;2017;34100.0
91;Nederland;Totaal woningen;Totaal;1945 tot 1960;Geen bewoner ingeschreven;2018;33640.0
92;Nederland;Totaal woningen;Totaal;1945 tot 1960;Geen bewoner ingeschreven;2019;32825.0
93;Nederland;Totaal woningen;Totaal;1945 tot 1960;Geen bewoner ingeschreven;2020;33370.0
94;Nederland;Totaal woningen;Totaal;1945 tot 1960;Geen bewoner ingeschreven;2021;31990.0
95;Nederland;Totaal woningen;Totaal;1945 tot 1960;Geen bewoner ingeschreven;2022;32540.0
96;Nederland;Totaal woningen;Totaal;1960 tot 1970;Totaal;2015;1033230.0
97;Nederland;Totaal woningen;Totaal;1960 tot 1970;Totaal;2016;1028300.0
98;Nederland;Totaal woningen;Totaal;1960 tot 1970;Totaal;2017;1023380.0
99;Nederland;Totaal woningen;Totaal;1960 tot 1970;Totaal;2018;1021265.0
100;Nederland;Totaal woningen;Totaal;1960 tot 1970;Totaal;2019;1019855.0
101;Nederland;Totaal woningen;Totaal;1960 tot 1970;Totaal;2020;1017935.0
102;Nederland;Totaal woningen;Totaal;1960 tot 1970;Totaal;2021;1017705.0
103;Nederland;Totaal woningen;Totaal;1960 tot 1970;Totaal;2022;1015595.0
104;Nederland;Totaal woningen;Totaal;1960 tot 1970;1 particulier huishouden;2015;952605.0
105;Nederland;Totaal woningen;Totaal;1960 tot 1970;1 particulier huishouden;2016;950415.0
106;Nederland;Totaal woningen;Totaal;1960 tot 1970;1 particulier huishouden;2017;945980.0
107;Nederland;Totaal woningen;Totaal;1960 tot 1970;1 particulier huishouden;2018;944375.0
108;Nederland;Totaal woningen;Totaal;1960 tot 1970;1 particulier huishouden;2019;943695.0
109;Nederland;Totaal woningen;Totaal;1960 tot 1970;1 particulier huishouden;2020;943010.0
110;Nederland;Totaal woningen;Totaal;1960 tot 1970;1 particulier huishouden;2021;943650.0
111;Nederland;Totaal woningen;Totaal;1960 tot 1970;1 particulier huishouden;2022;938680.0
112;Nederland;Totaal woningen;Totaal;1960 tot 1970;Anders dan 1 particulier huishouden;2015;34830.0
113;Nederland;Totaal woningen;Totaal;1960 tot 1970;Anders dan 1 particulier huishouden;2016;34290.0
114;Nederland;Totaal woningen;Totaal;1960 tot 1970;Anders dan 1 particulier huishouden;2017;34750.0
115;Nederland;Totaal woningen;Totaal;1960 tot 1970;Anders dan 1 particulier huishouden;2018;34235.0
116;Nederland;Totaal woningen;Totaal;1960 tot 1970;Anders dan 1 particulier huishouden;2019;34805.0
117;Nederland;Totaal woningen;Totaal;1960 tot 1970;Anders dan 1 particulier huishouden;2020;32095.0
118;Nederland;Totaal woningen;Totaal;1960 tot 1970;Anders dan 1 particulier huishouden;2021;33000.0
119;Nederland;Totaal woningen;Totaal;1960 tot 1970;Anders dan 1 particulier huishouden;2022;35330.0
120;Nederland;Totaal woningen;Totaal;1960 tot 1970;Geen bewoner ingeschreven;2015;45795.0
121;Nederland;Totaal woningen;Totaal;1960 tot 1970;Geen bewoner ingeschreven;2016;43595.0
122;Nederland;Totaal woningen;Totaal;1960 tot 1970;Geen bewoner ingeschreven;2017;42650.0
123;Nederland;Totaal woningen;Totaal;1960 tot 1970;Geen bewoner ingeschreven;2018;42655.0
124;Nederland;Totaal woningen;Totaal;1960 tot 1970;Geen bewoner ingeschreven;2019;41355.0
125;Nederland;Totaal woningen;Totaal;1960 tot 1970;Geen bewoner ingeschreven;2020;42835.0
126;Nederland;Totaal woningen;Totaal;1960 tot 1970;Geen bewoner ingeschreven;2021;41050.0
127;Nederland;Totaal woningen;Totaal;1960 tot 1970;Geen bewoner ingeschreven;2022;41580.0
128;Nederland;Totaal woningen;Totaal;1970 tot 1980;Totaal;2015;1270405.0
129;Nederland;Totaal woningen;Totaal;1970 tot 1980;Totaal;2016;1265325.0
130;Nederland;Totaal woningen;Totaal;1970 tot 1980;Totaal;2017;1263400.0
131;Nederland;Totaal woningen;Totaal;1970 tot 1980;Totaal;2018;1265185.0
132;Nederland;Totaal woningen;Totaal;1970 tot 1980;Totaal;2019;1266015.0
133;Nederland;Totaal woningen;Totaal;1970 tot 1980;Totaal;2020;1266395.0
134;Nederland;Totaal woningen;Totaal;1970 tot 1980;Totaal;2021;1267605.0
135;Nederland;Totaal woningen;Totaal;1970 tot 1980;Totaal;2022;1269035.0
136;Nederland;Totaal woningen;Totaal;1970 tot 1980;1 particulier huishouden;2015;1185525.0
137;Nederland;Totaal woningen;Totaal;1970 tot 1980;1 particulier huishouden;2016;1184535.0
138;Nederland;Totaal woningen;Totaal;1970 tot 1980;1 particulier huishouden;2017;1185020.0
139;Nederland;Totaal woningen;Totaal;1970 tot 1980;1 particulier huishouden;2018;1187575.0
140;Nederland;Totaal woningen;Totaal;1970 tot 1980;1 particulier huishouden;2019;1186915.0
141;Nederland;Totaal woningen;Totaal;1970 tot 1980;1 particulier huishouden;2020;1189215.0
142;Nederland;Totaal woningen;Totaal;1970 tot 1980;1 particulier huishouden;2021;1191240.0
143;Nederland;Totaal woningen;Totaal;1970 tot 1980;1 particulier huishouden;2022;1189340.0
144;Nederland;Totaal woningen;Totaal;1970 tot 1980;Anders dan 1 particulier huishouden;2015;36265.0
145;Nederland;Totaal woningen;Totaal;1970 tot 1980;Anders dan 1 particulier huishouden;2016;35330.0
146;Nederland;Totaal woningen;Totaal;1970 tot 1980;Anders dan 1 particulier huishouden;2017;36080.0
147;Nederland;Totaal woningen;Totaal;1970 tot 1980;Anders dan 1 particulier huishouden;2018;35335.0
148;Nederland;Totaal woningen;Totaal;1970 tot 1980;Anders dan 1 particulier huishouden;2019;36065.0
149;Nederland;Totaal woningen;Totaal;1970 tot 1980;Anders dan 1 particulier huishouden;2020;34185.0
150;Nederland;Totaal woningen;Totaal;1970 tot 1980;Anders dan 1 particulier huishouden;2021;34330.0
151;Nederland;Totaal woningen;Totaal;1970 tot 1980;Anders dan 1 particulier huishouden;2022;36505.0
152;Nederland;Totaal woningen;Totaal;1970 tot 1980;Geen bewoner ingeschreven;2015;48615.0
153;Nederland;Totaal woningen;Totaal;1970 tot 1980;Geen bewoner ingeschreven;2016;45465.0
154;Nederland;Totaal woningen;Totaal;1970 tot 1980;Geen bewoner ingeschreven;2017;42295.0
155;Nederland;Totaal woningen;Totaal;1970 tot 1980;Geen bewoner ingeschreven;2018;42280.0
156;Nederland;Totaal woningen;Totaal;1970 tot 1980;Geen bewoner ingeschreven;2019;43035.0
157;Nederland;Totaal woningen;Totaal;1970 tot 1980;Geen bewoner ingeschreven;2020;42990.0
158;Nederland;Totaal woningen;Totaal;1970 tot 1980;Geen bewoner ingeschreven;2021;42035.0
159;Nederland;Totaal woningen;Totaal;1970 tot 1980;Geen bewoner ingeschreven;2022;43190.0
160;Nederland;Totaal woningen;Totaal;1980 tot 1990;Totaal;2015;1143985.0
161;Nederland;Totaal woningen;Totaal;1980 tot 1990;Totaal;2016;1144490.0
162;Nederland;Totaal woningen;Totaal;1980 tot 1990;Totaal;2017;1146210.0
163;Nederland;Totaal woningen;Totaal;1980 tot 1990;Totaal;2018;1148085.0
164;Nederland;Totaal woningen;Totaal;1980 tot 1990;Totaal;2019;1149855.0
165;Nederland;Totaal woningen;Totaal;1980 tot 1990;Totaal;2020;1152275.0
166;Nederland;Totaal woningen;Totaal;1980 tot 1990;Totaal;2021;1153560.0
167;Nederland;Totaal woningen;Totaal;1980 tot 1990;Totaal;2022;1153215.0
168;Nederland;Totaal woningen;Totaal;1980 tot 1990;1 particulier huishouden;2015;1075300.0
169;Nederland;Totaal woningen;Totaal;1980 tot 1990;1 particulier huishouden;2016;1078965.0
170;Nederland;Totaal woningen;Totaal;1980 tot 1990;1 particulier huishouden;2017;1080835.0
171;Nederland;Totaal woningen;Totaal;1980 tot 1990;1 particulier huishouden;2018;1083170.0
172;Nederland;Totaal woningen;Totaal;1980 tot 1990;1 particulier huishouden;2019;1085085.0
173;Nederland;Totaal woningen;Totaal;1980 tot 1990;1 particulier huishouden;2020;1088480.0
174;Nederland;Totaal woningen;Totaal;1980 tot 1990;1 particulier huishouden;2021;1089995.0
175;Nederland;Totaal woningen;Totaal;1980 tot 1990;1 particulier huishouden;2022;1087715.0
176;Nederland;Totaal woningen;Totaal;1980 tot 1990;Anders dan 1 particulier huishouden;2015;33895.0
177;Nederland;Totaal woningen;Totaal;1980 tot 1990;Anders dan 1 particulier huishouden;2016;32705.0
178;Nederland;Totaal woningen;Totaal;1980 tot 1990;Anders dan 1 particulier huishouden;2017;33005.0
179;Nederland;Totaal woningen;Totaal;1980 tot 1990;Anders dan 1 particulier huishouden;2018;33320.0
180;Nederland;Totaal woningen;Totaal;1980 tot 1990;Anders dan 1 particulier huishouden;2019;33755.0
181;Nederland;Totaal woningen;Totaal;1980 tot 1990;Anders dan 1 particulier huishouden;2020;31400.0
182;Nederland;Totaal woningen;Totaal;1980 tot 1990;Anders dan 1 particulier huishouden;2021;31955.0
183;Nederland;Totaal woningen;Totaal;1980 tot 1990;Anders dan 1 particulier huishouden;2022;33650.0
184;Nederland;Totaal woningen;Totaal;1980 tot 1990;Geen bewoner ingeschreven;2015;34795.0
185;Nederland;Totaal woningen;Totaal;1980 tot 1990;Geen bewoner ingeschreven;2016;32820.0
186;Nederland;Totaal woningen;Totaal;1980 tot 1990;Geen bewoner ingeschreven;2017;32365.0
187;Nederland;Totaal woningen;Totaal;1980 tot 1990;Geen bewoner ingeschreven;2018;31590.0
188;Nederland;Totaal woningen;Totaal;1980 tot 1990;Geen bewoner ingeschreven;2019;31015.0
189;Nederland;Totaal woningen;Totaal;1980 tot 1990;Geen bewoner ingeschreven;2020;32395.0
190;Nederland;Totaal woningen;Totaal;1980 tot 1990;Geen bewoner ingeschreven;2021;31610.0
191;Nederland;Totaal woningen;Totaal;1980 tot 1990;Geen bewoner ingeschreven;2022;31850.0
192;Nederland;Totaal woningen;Totaal;1990 tot 2000;Totaal;2015;939840.0
193;Nederland;Totaal woningen;Totaal;1990 tot 2000;Totaal;2016;940125.0
194;Nederland;Totaal woningen;Totaal;1990 tot 2000;Totaal;2017;939050.0
195;Nederland;Totaal woningen;Totaal;1990 tot 2000;Totaal;2018;939500.0
196;Nederland;Totaal woningen;Totaal;1990 tot 2000;Totaal;2019;940705.0
197;Nederland;Totaal woningen;Totaal;1990 tot 2000;Totaal;2020;941975.0
198;Nederland;Totaal woningen;Totaal;1990 tot 2000;Totaal;2021;943240.0
199;Nederland;Totaal woningen;Totaal;1990 tot 2000;Totaal;2022;944455.0
200;Nederland;Totaal woningen;Totaal;1990 tot 2000;1 particulier huishouden;2015;875070.0
201;Nederland;Totaal woningen;Totaal;1990 tot 2000;1 particulier huishouden;2016;877805.0
202;Nederland;Totaal woningen;Totaal;1990 tot 2000;1 particulier huishouden;2017;879505.0
203;Nederland;Totaal woningen;Totaal;1990 tot 2000;1 particulier huishouden;2018;880715.0
204;Nederland;Totaal woningen;Totaal;1990 tot 2000;1 particulier huishouden;2019;880780.0
205;Nederland;Totaal woningen;Totaal;1990 tot 2000;1 particulier huishouden;2020;882490.0
206;Nederland;Totaal woningen;Totaal;1990 tot 2000;1 particulier huishouden;2021;884615.0
207;Nederland;Totaal woningen;Totaal;1990 tot 2000;1 particulier huishouden;2022;883925.0
208;Nederland;Totaal woningen;Totaal;1990 tot 2000;Anders dan 1 particulier huishouden;2015;30045.0
209;Nederland;Totaal woningen;Totaal;1990 tot 2000;Anders dan 1 particulier huishouden;2016;29185.0
210;Nederland;Totaal woningen;Totaal;1990 tot 2000;Anders dan 1 particulier huishouden;2017;29540.0
211;Nederland;Totaal woningen;Totaal;1990 tot 2000;Anders dan 1 particulier huishouden;2018;29625.0
212;Nederland;Totaal woningen;Totaal;1990 tot 2000;Anders dan 1 particulier huishouden;2019;30525.0
213;Nederland;Totaal woningen;Totaal;1990 tot 2000;Anders dan 1 particulier huishouden;2020;29245.0
214;Nederland;Totaal woningen;Totaal;1990 tot 2000;Anders dan 1 particulier huishouden;2021;29640.0
215;Nederland;Totaal woningen;Totaal;1990 tot 2000;Anders dan 1 particulier huishouden;2022;31280.0
216;Nederland;Totaal woningen;Totaal;1990 tot 2000;Geen bewoner ingeschreven;2015;34725.0
217;Nederland;Totaal woningen;Totaal;1990 tot 2000;Geen bewoner ingeschreven;2016;33135.0
218;Nederland;Totaal woningen;Totaal;1990 tot 2000;Geen bewoner ingeschreven;2017;30000.0
219;Nederland;Totaal woningen;Totaal;1990 tot 2000;Geen bewoner ingeschreven;2018;29160.0
220;Nederland;Totaal woningen;Totaal;1990 tot 2000;Geen bewoner ingeschreven;2019;29400.0
221;Nederland;Totaal woningen;Totaal;1990 tot 2000;Geen bewoner ingeschreven;2020;30245.0
222;Nederland;Totaal woningen;Totaal;1990 tot 2000;Geen bewoner ingeschreven;2021;28985.0
223;Nederland;Totaal woningen;Totaal;1990 tot 2000;Geen bewoner ingeschreven;2022;29245.0
224;Nederland;Totaal woningen;Totaal;2000 tot 2010;Totaal;2015;754330.0
225;Nederland;Totaal woningen;Totaal;2000 tot 2010;Totaal;2016;756020.0
226;Nederland;Totaal woningen;Totaal;2000 tot 2010;Totaal;2017;755250.0
227;Nederland;Totaal woningen;Totaal;2000 tot 2010;Totaal;2018;757030.0
228;Nederland;Totaal woningen;Totaal;2000 tot 2010;Totaal;2019;757735.0
229;Nederland;Totaal woningen;Totaal;2000 tot 2010;Totaal;2020;759170.0
230;Nederland;Totaal woningen;Totaal;2000 tot 2010;Totaal;2021;760785.0
231;Nederland;Totaal woningen;Totaal;2000 tot 2010;Totaal;2022;759650.0
232;Nederland;Totaal woningen;Totaal;2000 tot 2010;1 particulier huishouden;2015;685275.0
233;Nederland;Totaal woningen;Totaal;2000 tot 2010;1 particulier huishouden;2016;689920.0
234;Nederland;Totaal woningen;Totaal;2000 tot 2010;1 particulier huishouden;2017;690630.0
235;Nederland;Totaal woningen;Totaal;2000 tot 2010;1 particulier huishouden;2018;692215.0
236;Nederland;Totaal woningen;Totaal;2000 tot 2010;1 particulier huishouden;2019;692510.0
237;Nederland;Totaal woningen;Totaal;2000 tot 2010;1 particulier huishouden;2020;694725.0
238;Nederland;Totaal woningen;Totaal;2000 tot 2010;1 particulier huishouden;2021;698040.0
239;Nederland;Totaal woningen;Totaal;2000 tot 2010;1 particulier huishouden;2022;696270.0
240;Nederland;Totaal woningen;Totaal;2000 tot 2010;Anders dan 1 particulier huishouden;2015;35875.0
241;Nederland;Totaal woningen;Totaal;2000 tot 2010;Anders dan 1 particulier huishouden;2016;34305.0
242;Nederland;Totaal woningen;Totaal;2000 tot 2010;Anders dan 1 particulier huishouden;2017;35265.0
243;Nederland;Totaal woningen;Totaal;2000 tot 2010;Anders dan 1 particulier huishouden;2018;36105.0
244;Nederland;Totaal woningen;Totaal;2000 tot 2010;Anders dan 1 particulier huishouden;2019;36600.0
245;Nederland;Totaal woningen;Totaal;2000 tot 2010;Anders dan 1 particulier huishouden;2020;35375.0
246;Nederland;Totaal woningen;Totaal;2000 tot 2010;Anders dan 1 particulier huishouden;2021;35365.0
247;Nederland;Totaal woningen;Totaal;2000 tot 2010;Anders dan 1 particulier huishouden;2022;36885.0
248;Nederland;Totaal woningen;Totaal;2000 tot 2010;Geen bewoner ingeschreven;2015;33175.0
249;Nederland;Totaal woningen;Totaal;2000 tot 2010;Geen bewoner ingeschreven;2016;31790.0
250;Nederland;Totaal woningen;Totaal;2000 tot 2010;Geen bewoner ingeschreven;2017;29355.0
251;Nederland;Totaal woningen;Totaal;2000 tot 2010;Geen bewoner ingeschreven;2018;28710.0
252;Nederland;Totaal woningen;Totaal;2000 tot 2010;Geen bewoner ingeschreven;2019;28625.0
253;Nederland;Totaal woningen;Totaal;2000 tot 2010;Geen bewoner ingeschreven;2020;29070.0
254;Nederland;Totaal woningen;Totaal;2000 tot 2010;Geen bewoner ingeschreven;2021;27380.0
255;Nederland;Totaal woningen;Totaal;2000 tot 2010;Geen bewoner ingeschreven;2022;26495.0
256;Nederland;Totaal woningen;Totaal;2010 tot heden;Totaal;2015;318835.0
257;Nederland;Totaal woningen;Totaal;2010 tot heden;Totaal;2016;373405.0
258;Nederland;Totaal woningen;Totaal;2010 tot heden;Totaal;2017;437270.0
259;Nederland;Totaal woningen;Totaal;2010 tot heden;Totaal;2018;503830.0
260;Nederland;Totaal woningen;Totaal;2010 tot heden;Totaal;2019;575990.0
261;Nederland;Totaal woningen;Totaal;2010 tot heden;Totaal;2020;645845.0
262;Nederland;Totaal woningen;Totaal;2010 tot heden;Totaal;2021;717425.0
263;Nederland;Totaal woningen;Totaal;2010 tot heden;Totaal;2022;792425.0
264;Nederland;Totaal woningen;Totaal;2010 tot heden;1 particulier huishouden;2015;271645.0
265;Nederland;Totaal woningen;Totaal;2010 tot heden;1 particulier huishouden;2016;323685.0
266;Nederland;Totaal woningen;Totaal;2010 tot heden;1 particulier huishouden;2017;383400.0
267;Nederland;Totaal woningen;Totaal;2010 tot heden;1 particulier huishouden;2018;442155.0
268;Nederland;Totaal woningen;Totaal;2010 tot heden;1 particulier huishouden;2019;508825.0
269;Nederland;Totaal woningen;Totaal;2010 tot heden;1 particulier huishouden;2020;573950.0
270;Nederland;Totaal woningen;Totaal;2010 tot heden;1 particulier huishouden;2021;642075.0
271;Nederland;Totaal woningen;Totaal;2010 tot heden;1 particulier huishouden;2022;707865.0
272;Nederland;Totaal woningen;Totaal;2010 tot heden;Anders dan 1 particulier huishouden;2015;22690.0
273;Nederland;Totaal woningen;Totaal;2010 tot heden;Anders dan 1 particulier huishouden;2016;23840.0
274;Nederland;Totaal woningen;Totaal;2010 tot heden;Anders dan 1 particulier huishouden;2017;27195.0
275;Nederland;Totaal woningen;Totaal;2010 tot heden;Anders dan 1 particulier huishouden;2018;30600.0
276;Nederland;Totaal woningen;Totaal;2010 tot heden;Anders dan 1 particulier huishouden;2019;34435.0
277;Nederland;Totaal woningen;Totaal;2010 tot heden;Anders dan 1 particulier huishouden;2020;36100.0
278;Nederland;Totaal woningen;Totaal;2010 tot heden;Anders dan 1 particulier huishouden;2021;39615.0
279;Nederland;Totaal woningen;Totaal;2010 tot heden;Anders dan 1 particulier huishouden;2022;44565.0
280;Nederland;Totaal woningen;Totaal;2010 tot heden;Geen bewoner ingeschreven;2015;24495.0
281;Nederland;Totaal woningen;Totaal;2010 tot heden;Geen bewoner ingeschreven;2016;25885.0
282;Nederland;Totaal woningen;Totaal;2010 tot heden;Geen bewoner ingeschreven;2017;26675.0
283;Nederland;Totaal woningen;Totaal;2010 tot heden;Geen bewoner ingeschreven;2018;31075.0
284;Nederland;Totaal woningen;Totaal;2010 tot heden;Geen bewoner ingeschreven;2019;32730.0
285;Nederland;Totaal woningen;Totaal;2010 tot heden;Geen bewoner ingeschreven;2020;35800.0
286;Nederland;Totaal woningen;Totaal;2010 tot heden;Geen bewoner ingeschreven;2021;35735.0
287;Nederland;Totaal woningen;Totaal;2010 tot heden;Geen bewoner ingeschreven;2022;39990.0
288;Nederland;Totaal woningen;Totaal;Bouwjaar onbekend;Totaal;2015;15.0
289;Nederland;Totaal woningen;Totaal;Bouwjaar onbekend;Totaal;2016;15.0
290;Nederland;Totaal woningen;Totaal;Bouwjaar onbekend;Totaal;2017;10.0
