ID;Geslacht;Onderwijssoort;Migratieachtergrond;WoonregioSchoolregio;Regiokenmerken;Perioden;Examenkandidaten_1;Gediplomeerden_2;GediplomeerdenRelatief_3
45;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Amsterdam;2018/'19;1671;1481;89
46;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Amsterdam;2019/'20;1788;1753;98
47;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Amsterdam;2020/'21;1794;1626;91
48;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;'s-Gravenhage;2005/'06;807;717;89
49;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;'s-Gravenhage;2006/'07;738;644;87
50;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;'s-Gravenhage;2007/'08;791;697;88
51;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;'s-Gravenhage;2008/'09;929;830;89
52;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;'s-Gravenhage;2009/'10;779;678;87
53;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;'s-Gravenhage;2010/'11;749;642;86
54;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;'s-Gravenhage;2011/'12;851;725;85
55;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;'s-Gravenhage;2012/'13;791;710;90
56;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;'s-Gravenhage;2013/'14;876;764;87
57;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;'s-Gravenhage;2014/'15;872;808;93
58;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;'s-Gravenhage;2015/'16;873;796;91
59;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;'s-Gravenhage;2016/'17;963;853;89
60;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;'s-Gravenhage;2017/'18;1004;914;91
61;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;'s-Gravenhage;2018/'19;1089;956;88
62;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;'s-Gravenhage;2019/'20;1209;1197;99
63;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;'s-Gravenhage;2020/'21;1177;1073;91
64;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Rotterdam;2005/'06;796;684;86
65;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Rotterdam;2006/'07;803;704;88
66;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Rotterdam;2007/'08;856;726;85
67;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Rotterdam;2008/'09;958;791;83
68;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Rotterdam;2009/'10;843;693;82
69;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Rotterdam;2010/'11;816;679;83
70;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Rotterdam;2011/'12;873;726;83
71;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Rotterdam;2012/'13;825;728;88
72;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Rotterdam;2013/'14;819;688;84
73;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Rotterdam;2014/'15;834;750;90
74;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Rotterdam;2015/'16;790;698;88
75;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Rotterdam;2016/'17;905;797;88
76;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Rotterdam;2017/'18;956;852;89
77;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Rotterdam;2018/'19;1035;911;88
78;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Rotterdam;2019/'20;954;944;99
79;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Rotterdam;2020/'21;1090;1005;92
80;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Utrecht;2005/'06;389;353;91
81;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Utrecht;2006/'07;409;378;92
82;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Utrecht;2007/'08;457;425;93
83;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Utrecht;2008/'09;483;451;93
84;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Utrecht;2009/'10;485;434;89
85;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Utrecht;2010/'11;549;476;87
86;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Utrecht;2011/'12;595;510;86
87;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Utrecht;2012/'13;516;459;89
88;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Utrecht;2013/'14;642;593;92
89;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Utrecht;2014/'15;609;570;94
90;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Utrecht;2015/'16;599;556;93
91;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Utrecht;2016/'17;727;671;92
92;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Utrecht;2017/'18;701;647;92
93;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Utrecht;2018/'19;786;731;93
94;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Utrecht;2019/'20;804;797;99
95;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Utrecht;2020/'21;944;894;95
96;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2005/'06;5620;5152;92
97;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2006/'07;5873;5352;91
98;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2007/'08;6387;5848;92
99;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2008/'09;6789;6180;91
100;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2009/'10;6443;5704;89
101;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2010/'11;6848;6050;88
102;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2011/'12;6639;5738;86
103;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2012/'13;6788;6238;92
104;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2013/'14;6764;6085;90
105;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2014/'15;7708;7073;92
106;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2015/'16;7803;7058;90
107;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2016/'17;8437;7622;90
108;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2017/'18;8405;7674;91
109;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2018/'19;8713;7884;90
110;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2019/'20;8800;8699;99
111;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2020/'21;9138;8561;94
112;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Gemeenten < 100 000 inwoners;2005/'06;22885;21360;93
113;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Gemeenten < 100 000 inwoners;2006/'07;23941;22195;93
114;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Gemeenten < 100 000 inwoners;2007/'08;25430;23578;93
115;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Gemeenten < 100 000 inwoners;2008/'09;27004;24682;91
116;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Gemeenten < 100 000 inwoners;2009/'10;25537;22913;90
117;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Gemeenten < 100 000 inwoners;2010/'11;26427;23600;89
118;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Gemeenten < 100 000 inwoners;2011/'12;26390;23185;88
119;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Gemeenten < 100 000 inwoners;2012/'13;25383;23440;92
120;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Gemeenten < 100 000 inwoners;2013/'14;24932;22445;90
121;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Gemeenten < 100 000 inwoners;2014/'15;24420;22626;93
122;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Gemeenten < 100 000 inwoners;2015/'16;24213;22177;92
123;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Gemeenten < 100 000 inwoners;2016/'17;25180;23038;91
124;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Gemeenten < 100 000 inwoners;2017/'18;25715;23612;92
125;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Gemeenten < 100 000 inwoners;2018/'19;25325;23065;91
126;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Gemeenten < 100 000 inwoners;2019/'20;25245;25003;99
127;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Gemeenten < 100 000 inwoners;2020/'21;24949;23578;95
128;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Niet in te delen (GM);2005/'06;69;58;84
129;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Niet in te delen (GM);2006/'07;78;76;97
130;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Niet in te delen (GM);2007/'08;73;63;86
131;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Niet in te delen (GM);2008/'09;81;73;90
132;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Niet in te delen (GM);2009/'10;115;103;90
133;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Niet in te delen (GM);2010/'11;77;69;90
134;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Niet in te delen (GM);2011/'12;69;65;94
135;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Niet in te delen (GM);2012/'13;75;65;87
136;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Niet in te delen (GM);2013/'14;70;58;83
137;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Niet in te delen (GM);2014/'15;54;50;93
138;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Niet in te delen (GM);2015/'16;67;62;93
139;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Niet in te delen (GM);2016/'17;65;58;89
140;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Niet in te delen (GM);2017/'18;58;52;90
141;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Niet in te delen (GM);2018/'19;71;66;93
142;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Niet in te delen (GM);2019/'20;71;69;97
143;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Niet in te delen (GM);2020/'21;57;56;98
144;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Noord-Nederland (LD);2005/'06;2864;2653;93
145;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Noord-Nederland (LD);2006/'07;2959;2688;91
146;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Noord-Nederland (LD);2007/'08;3187;2914;91
147;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Noord-Nederland (LD);2008/'09;3370;3027;90
148;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Noord-Nederland (LD);2009/'10;3128;2751;88
149;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Noord-Nederland (LD);2010/'11;3410;2974;87
150;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Noord-Nederland (LD);2011/'12;3118;2698;87
151;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Noord-Nederland (LD);2012/'13;3062;2805;92
152;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Noord-Nederland (LD);2013/'14;2978;2692;90
153;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Noord-Nederland (LD);2014/'15;3044;2792;92
154;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Noord-Nederland (LD);2015/'16;2924;2644;90
155;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Noord-Nederland (LD);2016/'17;3217;2902;90
156;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Noord-Nederland (LD);2017/'18;3208;2895;90
157;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Noord-Nederland (LD);2018/'19;3245;2856;88
158;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Noord-Nederland (LD);2019/'20;3136;3086;98
159;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Noord-Nederland (LD);2020/'21;3293;3068;93
160;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Oost-Nederland (LD);2005/'06;6530;6049;93
161;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Oost-Nederland (LD);2006/'07;6856;6352;93
162;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Oost-Nederland (LD);2007/'08;7342;6769;92
163;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Oost-Nederland (LD);2008/'09;7802;7138;91
164;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Oost-Nederland (LD);2009/'10;7553;6719;89
165;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Oost-Nederland (LD);2010/'11;7747;6900;89
166;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Oost-Nederland (LD);2011/'12;7633;6660;87
167;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Oost-Nederland (LD);2012/'13;7634;6984;91
168;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Oost-Nederland (LD);2013/'14;7522;6774;90
169;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Oost-Nederland (LD);2014/'15;7365;6781;92
170;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Oost-Nederland (LD);2015/'16;7428;6794;91
171;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Oost-Nederland (LD);2016/'17;7832;7137;91
172;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Oost-Nederland (LD);2017/'18;8027;7389;92
173;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Oost-Nederland (LD);2018/'19;7960;7221;91
174;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Oost-Nederland (LD);2019/'20;7885;7806;99
175;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Oost-Nederland (LD);2020/'21;7897;7433;94
176;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;West-Nederland (LD);2005/'06;15024;13811;92
177;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;West-Nederland (LD);2006/'07;15528;14174;91
178;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;West-Nederland (LD);2007/'08;16747;15354;92
179;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;West-Nederland (LD);2008/'09;17783;16092;90
180;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;West-Nederland (LD);2009/'10;16681;14885;89
181;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;West-Nederland (LD);2010/'11;17308;15327;89
182;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;West-Nederland (LD);2011/'12;17689;15443;87
183;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;West-Nederland (LD);2012/'13;17184;15746;92
184;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;West-Nederland (LD);2013/'14;17345;15447;89
185;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;West-Nederland (LD);2014/'15;17797;16434;92
186;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;West-Nederland (LD);2015/'16;17838;16305;91
187;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;West-Nederland (LD);2016/'17;18948;17253;91
188;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;West-Nederland (LD);2017/'18;19486;17853;92
189;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;West-Nederland (LD);2018/'19;19847;18051;91
190;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;West-Nederland (LD);2019/'20;20144;19942;99
191;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;West-Nederland (LD);2020/'21;20333;19077;94
192;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Zuid-Nederland (LD);2005/'06;7146;6716;94
193;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Zuid-Nederland (LD);2006/'07;7540;7041;93
194;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Zuid-Nederland (LD);2007/'08;7801;7298;94
195;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Zuid-Nederland (LD);2008/'09;8398;7748;92
196;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Zuid-Nederland (LD);2009/'10;7908;7114;90
197;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Zuid-Nederland (LD);2010/'11;8221;7371;90
198;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Zuid-Nederland (LD);2011/'12;8246;7223;88
199;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Zuid-Nederland (LD);2012/'13;7778;7242;93
200;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Zuid-Nederland (LD);2013/'14;7535;6845;91
201;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Zuid-Nederland (LD);2014/'15;7686;7125;93
202;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Zuid-Nederland (LD);2015/'16;7587;6872;91
203;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Zuid-Nederland (LD);2016/'17;7837;7128;91
204;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Zuid-Nederland (LD);2017/'18;7709;7032;91
205;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Zuid-Nederland (LD);2018/'19;7567;6900;91
206;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Zuid-Nederland (LD);2019/'20;7635;7559;99
207;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Zuid-Nederland (LD);2020/'21;7569;7159;95
208;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Niet in te delen (LD);2005/'06;69;58;84
209;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Niet in te delen (LD);2006/'07;78;76;97
210;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Niet in te delen (LD);2007/'08;73;63;86
211;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Niet in te delen (LD);2008/'09;81;73;90
212;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Woonregio;Niet in te delen (LD);2009/'10;115;103;90
