ID;Geslacht;Leeftijd;LeefsituatieInHetOuderlijkGezin;Geboortegeneratie;HeeftOoitSamengewoond_1;HeeftOoitOngehuwdSamengewoond_2;IsOoitGehuwd_3;HeeftOoitKinderenGekregen_4;IsOoitUitElkaarGegaan_5
38;Mannen;Tot leeftijd 25 jaar;6;1970 tot 1980;42.0;36.0;9.0;5.0;7.0
39;Mannen;Tot leeftijd 25 jaar;7;1950 tot 1960;60.0;27.0;42.0;15.0;5.0
40;Mannen;Tot leeftijd 25 jaar;7;1960 tot 1970;46.0;38.0;17.0;5.0;5.0
41;Mannen;Tot leeftijd 25 jaar;7;1970 tot 1980;44.0;42.0;4.0;2.0;7.0
42;Mannen;Tot leeftijd 25 jaar;8;1950 tot 1960;64.0;27.0;44.0;17.0;2.0
43;Mannen;Tot leeftijd 25 jaar;8;1960 tot 1970;51.0;36.0;26.0;7.0;4.0
44;Mannen;Tot leeftijd 25 jaar;8;1970 tot 1980;36.0;31.0;9.0;5.0;7.0
45;Mannen;Tot leeftijd 25 jaar;9;1950 tot 1960;61.0;22.0;48.0;19.0;4.0
46;Mannen;Tot leeftijd 25 jaar;9;1960 tot 1970;46.0;21.0;30.0;12.0;4.0
47;Mannen;Tot leeftijd 25 jaar;9;1970 tot 1980;51.0;25.0;31.0;17.0;8.0
48;Mannen;Tot leeftijd 25 jaar;Contact tussen ouders: goed;1950 tot 1960;62.0;23.0;46.0;18.0;4.0
49;Mannen;Tot leeftijd 25 jaar;Contact tussen ouders: goed;1960 tot 1970;48.0;33.0;23.0;7.0;4.0
50;Mannen;Tot leeftijd 25 jaar;Contact tussen ouders: goed;1970 tot 1980;42.0;37.0;9.0;5.0;7.0
51;Mannen;Tot leeftijd 25 jaar;Contact tussen ouders: redelijk / slecht;1950 tot 1960;62.0;31.0;45.0;18.0;3.0
52;Mannen;Tot leeftijd 25 jaar;Contact tussen ouders: redelijk / slecht;1960 tot 1970;52.0;33.0;28.0;10.0;5.0
53;Mannen;Tot leeftijd 25 jaar;Contact tussen ouders: redelijk / slecht;1970 tot 1980;39.0;35.0;9.0;4.0;11.0
54;Mannen;Tot leeftijd 30 jaar;1;1950 tot 1960;79.0;27.0;69.0;48.0;6.0
55;Mannen;Tot leeftijd 30 jaar;1;1960 tot 1970;78.0;54.0;50.0;31.0;11.0
56;Mannen;Tot leeftijd 30 jaar;1;1970 tot 1980;74.0;66.0;30.0;24.0;18.0
57;Mannen;Tot leeftijd 30 jaar;2;1950 tot 1960;83.0;45.0;62.0;47.0;9.0
58;Mannen;Tot leeftijd 30 jaar;2;1960 tot 1970;79.0;61.0;45.0;32.0;16.0
59;Mannen;Tot leeftijd 30 jaar;2;1970 tot 1980;73.0;63.0;31.0;25.0;20.0
60;Mannen;Tot leeftijd 30 jaar;3;1950 tot 1960;77.0;45.0;60.0;42.0;16.0
61;Mannen;Tot leeftijd 30 jaar;3;1960 tot 1970;76.0;59.0;44.0;28.0;17.0
62;Mannen;Tot leeftijd 30 jaar;3;1970 tot 1980;76.0;63.0;31.0;31.0;25.0
63;Mannen;Tot leeftijd 30 jaar;5;1950 tot 1960;81.0;51.0;59.0;43.0;14.0
64;Mannen;Tot leeftijd 30 jaar;5;1960 tot 1970;85.0;80.0;40.0;31.0;20.0
65;Mannen;Tot leeftijd 30 jaar;5;1970 tot 1980;73.0;69.0;22.0;21.0;23.0
66;Mannen;Tot leeftijd 30 jaar;Religie vader: RK, frequent kerkbezoek;1950 tot 1960;79.0;34.0;64.0;42.0;8.0
67;Mannen;Tot leeftijd 30 jaar;Religie vader: RK, frequent kerkbezoek;1960 tot 1970;75.0;47.0;50.0;27.0;10.0
68;Mannen;Tot leeftijd 30 jaar;Religie vader: RK, frequent kerkbezoek;1970 tot 1980;70.0;66.0;32.0;22.0;15.0
69;Mannen;Tot leeftijd 30 jaar;Religie vader: RK, minder freq kerkbe...;1950 tot 1960;84.0;35.0;68.0;49.0;17.0
70;Mannen;Tot leeftijd 30 jaar;Religie vader: RK, minder freq kerkbe...;1960 tot 1970;79.0;63.0;45.0;25.0;17.0
71;Mannen;Tot leeftijd 30 jaar;Religie vader: RK, minder freq kerkbe...;1970 tot 1980;85.0;83.0;28.0;23.0;18.0
72;Mannen;Tot leeftijd 30 jaar;Religie vader: protestant, freq kerkb...;1950 tot 1960;82.0;25.0;73.0;55.0;4.0
73;Mannen;Tot leeftijd 30 jaar;Religie vader: protestant, freq kerkb...;1960 tot 1970;79.0;49.0;58.0;42.0;10.0
74;Mannen;Tot leeftijd 30 jaar;Religie vader: protestant, freq kerkb...;1970 tot 1980;80.0;57.0;47.0;40.0;15.0
75;Mannen;Tot leeftijd 30 jaar;Religie vader: prot, minder freq kerk...;1950 tot 1960;86.0;47.0;75.0;52.0;9.0
76;Mannen;Tot leeftijd 30 jaar;Religie vader: prot, minder freq kerk...;1960 tot 1970;84.0;70.0;48.0;27.0;21.0
77;Mannen;Tot leeftijd 30 jaar;Religie vader: prot, minder freq kerk...;1970 tot 1980;83.0;79.0;27.0;24.0;22.0
78;Mannen;Tot leeftijd 30 jaar;Onderwijsniveau vader: lager onderwijs;1950 tot 1960;83.0;30.0;73.0;52.0;9.0
79;Mannen;Tot leeftijd 30 jaar;Onderwijsniveau vader: lager onderwijs;1960 tot 1970;79.0;55.0;53.0;33.0;13.0
80;Mannen;Tot leeftijd 30 jaar;Onderwijsniveau vader: lager onderwijs;1970 tot 1980;79.0;70.0;34.0;30.0;20.0
81;Mannen;Tot leeftijd 30 jaar;Onderwijsniveau vader: middelbaar;1950 tot 1960;78.0;47.0;57.0;39.0;8.0
82;Mannen;Tot leeftijd 30 jaar;Onderwijsniveau vader: middelbaar;1960 tot 1970;81.0;59.0;46.0;29.0;11.0
83;Mannen;Tot leeftijd 30 jaar;Onderwijsniveau vader: middelbaar;1970 tot 1980;76.0;67.0;30.0;28.0;18.0
84;Mannen;Tot leeftijd 30 jaar;Onderwijsniveau vader: hoog;1950 tot 1960;80.0;58.0;55.0;31.0;20.0
85;Mannen;Tot leeftijd 30 jaar;Onderwijsniveau vader: hoog;1960 tot 1970;74.0;61.0;38.0;21.0;18.0
86;Mannen;Tot leeftijd 30 jaar;Onderwijsniveau vader: hoog;1970 tot 1980;75.0;66.0;28.0;21.0;21.0
87;Mannen;Tot leeftijd 30 jaar;Gezin: eenouder;1950 tot 1960;64.0;36.0;53.0;36.0;10.0
88;Mannen;Tot leeftijd 30 jaar;Gezin: eenouder;1960 tot 1970;76.0;61.0;43.0;26.0;19.0
89;Mannen;Tot leeftijd 30 jaar;Gezin: eenouder;1970 tot 1980;76.0;70.0;20.0;23.0;22.0
90;Mannen;Tot leeftijd 30 jaar;6;1950 tot 1960;85.0;37.0;70.0;50.0;10.0
91;Mannen;Tot leeftijd 30 jaar;6;1960 tot 1970;79.0;56.0;50.0;32.0;12.0
92;Mannen;Tot leeftijd 30 jaar;6;1970 tot 1980;77.0;66.0;36.0;28.0;19.0
93;Mannen;Tot leeftijd 30 jaar;7;1950 tot 1960;88.0;43.0;73.0;45.0;13.0
94;Mannen;Tot leeftijd 30 jaar;7;1960 tot 1970;77.0;62.0;44.0;28.0;15.0
95;Mannen;Tot leeftijd 30 jaar;7;1970 tot 1980;77.0;71.0;30.0;22.0;19.0
96;Mannen;Tot leeftijd 30 jaar;8;1950 tot 1960;85.0;38.0;68.0;50.0;11.0
97;Mannen;Tot leeftijd 30 jaar;8;1960 tot 1970;84.0;62.0;52.0;33.0;12.0
98;Mannen;Tot leeftijd 30 jaar;8;1970 tot 1980;75.0;65.0;36.0;27.0;20.0
99;Mannen;Tot leeftijd 30 jaar;9;1950 tot 1960;84.0;34.0;70.0;52.0;9.0
100;Mannen;Tot leeftijd 30 jaar;9;1960 tot 1970;74.0;36.0;53.0;36.0;10.0
101;Mannen;Tot leeftijd 30 jaar;9;1970 tot 1980;84.0;47.0;59.0;56.0;18.0
102;Mannen;Tot leeftijd 30 jaar;Contact tussen ouders: goed;1950 tot 1960;85.0;35.0;71.0;50.0;8.0
103;Mannen;Tot leeftijd 30 jaar;Contact tussen ouders: goed;1960 tot 1970;79.0;56.0;49.0;32.0;12.0
104;Mannen;Tot leeftijd 30 jaar;Contact tussen ouders: goed;1970 tot 1980;77.0;66.0;35.0;28.0;19.0
105;Mannen;Tot leeftijd 30 jaar;Contact tussen ouders: redelijk / slecht;1950 tot 1960;85.0;45.0;67.0;49.0;16.0
106;Mannen;Tot leeftijd 30 jaar;Contact tussen ouders: redelijk / slecht;1960 tot 1970;82.0;57.0;53.0;35.0;15.0
107;Mannen;Tot leeftijd 30 jaar;Contact tussen ouders: redelijk / slecht;1970 tot 1980;77.0;67.0;39.0;27.0;21.0
108;Mannen;Tot leeftijd 35 jaar;1;1950 tot 1960;85.0;32.0;76.0;69.0;10.0
109;Mannen;Tot leeftijd 35 jaar;1;1960 tot 1970;86.0;59.0;67.0;61.0;17.0
110;Mannen;Tot leeftijd 35 jaar;1;1970 tot 1980;;;;;
111;Mannen;Tot leeftijd 35 jaar;2;1950 tot 1960;89.0;51.0;71.0;65.0;15.0
112;Mannen;Tot leeftijd 35 jaar;2;1960 tot 1970;86.0;65.0;62.0;58.0;27.0
113;Mannen;Tot leeftijd 35 jaar;2;1970 tot 1980;;;;;
114;Mannen;Tot leeftijd 35 jaar;3;1950 tot 1960;86.0;51.0;73.0;61.0;22.0
115;Mannen;Tot leeftijd 35 jaar;3;1960 tot 1970;92.0;72.0;64.0;58.0;29.0
116;Mannen;Tot leeftijd 35 jaar;3;1970 tot 1980;;;;;
117;Mannen;Tot leeftijd 35 jaar;5;1950 tot 1960;88.0;58.0;71.0;63.0;22.0
118;Mannen;Tot leeftijd 35 jaar;5;1960 tot 1970;91.0;85.0;64.0;64.0;27.0
119;Mannen;Tot leeftijd 35 jaar;5;1970 tot 1980;;;;;
120;Mannen;Tot leeftijd 35 jaar;Religie vader: RK, frequent kerkbezoek;1950 tot 1960;86.0;40.0;73.0;66.0;12.0
121;Mannen;Tot leeftijd 35 jaar;Religie vader: RK, frequent kerkbezoek;1960 tot 1970;86.0;56.0;64.0;56.0;18.0
122;Mannen;Tot leeftijd 35 jaar;Religie vader: RK, frequent kerkbezoek;1970 tot 1980;;;;;
123;Mannen;Tot leeftijd 35 jaar;Religie vader: RK, minder freq kerkbe...;1950 tot 1960;93.0;43.0;75.0;65.0;26.0
124;Mannen;Tot leeftijd 35 jaar;Religie vader: RK, minder freq kerkbe...;1960 tot 1970;89.0;72.0;70.0;60.0;24.0
125;Mannen;Tot leeftijd 35 jaar;Religie vader: RK, minder freq kerkbe...;1970 tot 1980;;;;;
126;Mannen;Tot leeftijd 35 jaar;Religie vader: protestant, freq kerkb...;1950 tot 1960;87.0;28.0;80.0;71.0;8.0
127;Mannen;Tot leeftijd 35 jaar;Religie vader: protestant, freq kerkb...;1960 tot 1970;90.0;58.0;75.0;62.0;13.0
128;Mannen;Tot leeftijd 35 jaar;Religie vader: protestant, freq kerkb...;1970 tot 1980;;;;;
129;Mannen;Tot leeftijd 35 jaar;Religie vader: prot, minder freq kerk...;1950 tot 1960;90.0;50.0;81.0;69.0;16.0
130;Mannen;Tot leeftijd 35 jaar;Religie vader: prot, minder freq kerk...;1960 tot 1970;92.0;75.0;60.0;60.0;33.0
131;Mannen;Tot leeftijd 35 jaar;Religie vader: prot, minder freq kerk...;1970 tot 1980;;;;;
132;Mannen;Tot leeftijd 35 jaar;Onderwijsniveau vader: lager onderwijs;1950 tot 1960;88.0;34.0;80.0;70.0;13.0
133;Mannen;Tot leeftijd 35 jaar;Onderwijsniveau vader: lager onderwijs;1960 tot 1970;88.0;61.0;68.0;63.0;20.0
134;Mannen;Tot leeftijd 35 jaar;Onderwijsniveau vader: lager onderwijs;1970 tot 1980;;;;;
135;Mannen;Tot leeftijd 35 jaar;Onderwijsniveau vader: middelbaar;1950 tot 1960;86.0;54.0;67.0;60.0;14.0
136;Mannen;Tot leeftijd 35 jaar;Onderwijsniveau vader: middelbaar;1960 tot 1970;91.0;68.0;68.0;60.0;18.0
137;Mannen;Tot leeftijd 35 jaar;Onderwijsniveau vader: middelbaar;1970 tot 1980;;;;;
138;Mannen;Tot leeftijd 35 jaar;Onderwijsniveau vader: hoog;1950 tot 1960;91.0;49.0;67.0;58.0;26.0
139;Mannen;Tot leeftijd 35 jaar;Onderwijsniveau vader: hoog;1960 tot 1970;88.0;71.0;60.0;53.0;27.0
140;Mannen;Tot leeftijd 35 jaar;Onderwijsniveau vader: hoog;1970 tot 1980;;;;;
141;Mannen;Tot leeftijd 35 jaar;Gezin: eenouder;1950 tot 1960;73.0;43.0;63.0;56.0;15.0
142;Mannen;Tot leeftijd 35 jaar;Gezin: eenouder;1960 tot 1970;84.0;66.0;60.0;61.0;30.0
143;Mannen;Tot leeftijd 35 jaar;Gezin: eenouder;1970 tot 1980;;;;;
144;Mannen;Tot leeftijd 35 jaar;6;1950 tot 1960;91.0;42.0;79.0;70.0;15.0
145;Mannen;Tot leeftijd 35 jaar;6;1960 tot 1970;90.0;64.0;68.0;61.0;19.0
146;Mannen;Tot leeftijd 35 jaar;6;1970 tot 1980;;;;;
147;Mannen;Tot leeftijd 35 jaar;7;1950 tot 1960;96.0;50.0;85.0;71.0;19.0
148;Mannen;Tot leeftijd 35 jaar;7;1960 tot 1970;89.0;71.0;67.0;58.0;21.0
149;Mannen;Tot leeftijd 35 jaar;7;1970 tot 1980;;;;;
150;Mannen;Tot leeftijd 35 jaar;8;1950 tot 1960;89.0;41.0;76.0;67.0;14.0
151;Mannen;Tot leeftijd 35 jaar;8;1960 tot 1970;94.0;71.0;69.0;62.0;21.0
152;Mannen;Tot leeftijd 35 jaar;8;1970 tot 1980;;;;;
153;Mannen;Tot leeftijd 35 jaar;9;1950 tot 1960;91.0;39.0;79.0;71.0;15.0
154;Mannen;Tot leeftijd 35 jaar;9;1960 tot 1970;83.0;42.0;68.0;64.0;14.0
155;Mannen;Tot leeftijd 35 jaar;9;1970 tot 1980;;;;;
156;Mannen;Tot leeftijd 35 jaar;Contact tussen ouders: goed;1950 tot 1960;91.0;40.0;79.0;70.0;13.0
157;Mannen;Tot leeftijd 35 jaar;Contact tussen ouders: goed;1960 tot 1970;90.0;64.0;68.0;59.0;19.0
158;Mannen;Tot leeftijd 35 jaar;Contact tussen ouders: goed;1970 tot 1980;;;;;
159;Mannen;Tot leeftijd 35 jaar;Contact tussen ouders: redelijk / slecht;1950 tot 1960;92.0;50.0;79.0;69.0;20.0
160;Mannen;Tot leeftijd 35 jaar;Contact tussen ouders: redelijk / slecht;1960 tot 1970;92.0;66.0;73.0;70.0;19.0
161;Mannen;Tot leeftijd 35 jaar;Contact tussen ouders: redelijk / slecht;1970 tot 1980;;;;;
162;Mannen;Tot leeftijd 40 jaar;1;1950 tot 1960;88.0;33.0;80.0;76.0;14.0
163;Mannen;Tot leeftijd 40 jaar;1;1960 tot 1970;89.0;62.0;72.0;75.0;21.0
164;Mannen;Tot leeftijd 40 jaar;1;1970 tot 1980;;;;;
165;Mannen;Tot leeftijd 40 jaar;2;1950 tot 1960;92.0;54.0;76.0;72.0;22.0
166;Mannen;Tot leeftijd 40 jaar;2;1960 tot 1970;90.0;68.0;68.0;72.0;33.0
167;Mannen;Tot leeftijd 40 jaar;2;1970 tot 1980;;;;;
168;Mannen;Tot leeftijd 40 jaar;3;1950 tot 1960;89.0;54.0;79.0;71.0;30.0
169;Mannen;Tot leeftijd 40 jaar;3;1960 tot 1970;96.0;75.0;70.0;69.0;35.0
170;Mannen;Tot leeftijd 40 jaar;3;1970 tot 1980;;;;;
171;Mannen;Tot leeftijd 40 jaar;5;1950 tot 1960;90.0;60.0;77.0;72.0;29.0
172;Mannen;Tot leeftijd 40 jaar;5;1960 tot 1970;95.0;90.0;70.0;79.0;33.0
173;Mannen;Tot leeftijd 40 jaar;5;1970 tot 1980;;;;;
174;Mannen;Tot leeftijd 40 jaar;Religie vader: RK, frequent kerkbezoek;1950 tot 1960;90.0;42.0;77.0;73.0;18.0
175;Mannen;Tot leeftijd 40 jaar;Religie vader: RK, frequent kerkbezoek;1960 tot 1970;90.0;61.0;69.0;69.0;20.0
176;Mannen;Tot leeftijd 40 jaar;Religie vader: RK, frequent kerkbezoek;1970 tot 1980;;;;;
177;Mannen;Tot leeftijd 40 jaar;Religie vader: RK, minder freq kerkbe...;1950 tot 1960;93.0;43.0;77.0;76.0;32.0
178;Mannen;Tot leeftijd 40 jaar;Religie vader: RK, minder freq kerkbe...;1960 tot 1970;92.0;75.0;76.0;75.0;27.0
179;Mannen;Tot leeftijd 40 jaar;Religie vader: RK, minder freq kerkbe...;1970 tot 1980;;;;;
180;Mannen;Tot leeftijd 40 jaar;Religie vader: protestant, freq kerkb...;1950 tot 1960;91.0;31.0;85.0;79.0;11.0
181;Mannen;Tot leeftijd 40 jaar;Religie vader: protestant, freq kerkb...;1960 tot 1970;91.0;58.0;78.0;75.0;18.0
182;Mannen;Tot leeftijd 40 jaar;Religie vader: protestant, freq kerkb...;1970 tot 1980;;;;;
183;Mannen;Tot leeftijd 40 jaar;Religie vader: prot, minder freq kerk...;1950 tot 1960;92.0;51.0;86.0;79.0;20.0
184;Mannen;Tot leeftijd 40 jaar;Religie vader: prot, minder freq kerk...;1960 tot 1970;95.0;77.0;71.0;70.0;39.0
185;Mannen;Tot leeftijd 40 jaar;Religie vader: prot, minder freq kerk...;1970 tot 1980;;;;;
186;Mannen;Tot leeftijd 40 jaar;Onderwijsniveau vader: lager onderwijs;1950 tot 1960;91.0;37.0;84.0;78.0;18.0
187;Mannen;Tot leeftijd 40 jaar;Onderwijsniveau vader: lager onderwijs;1960 tot 1970;92.0;65.0;73.0;74.0;26.0
188;Mannen;Tot leeftijd 40 jaar;Onderwijsniveau vader: lager onderwijs;1970 tot 1980;;;;;
189;Mannen;Tot leeftijd 40 jaar;Onderwijsniveau vader: middelbaar;1950 tot 1960;89.0;55.0;74.0;72.0;18.0
190;Mannen;Tot leeftijd 40 jaar;Onderwijsniveau vader: middelbaar;1960 tot 1970;93.0;70.0;73.0;76.0;20.0
191;Mannen;Tot leeftijd 40 jaar;Onderwijsniveau vader: middelbaar;1970 tot 1980;;;;;
192;Mannen;Tot leeftijd 40 jaar;Onderwijsniveau vader: hoog;1950 tot 1960;92.0;50.0;74.0;67.0;31.0
193;Mannen;Tot leeftijd 40 jaar;Onderwijsniveau vader: hoog;1960 tot 1970;93.0;75.0;67.0;73.0;34.0
194;Mannen;Tot leeftijd 40 jaar;Onderwijsniveau vader: hoog;1970 tot 1980;;;;;
195;Mannen;Tot leeftijd 40 jaar;Gezin: eenouder;1950 tot 1960;76.0;44.0;69.0;64.0;20.0
196;Mannen;Tot leeftijd 40 jaar;Gezin: eenouder;1960 tot 1970;88.0;69.0;66.0;70.0;38.0
197;Mannen;Tot leeftijd 40 jaar;Gezin: eenouder;1970 tot 1980;;;;;
198;Mannen;Tot leeftijd 40 jaar;6;1950 tot 1960;94.0;44.0;83.0;78.0;21.0
199;Mannen;Tot leeftijd 40 jaar;6;1960 tot 1970;93.0;66.0;74.0;75.0;23.0
200;Mannen;Tot leeftijd 40 jaar;6;1970 tot 1980;;;;;
201;Mannen;Tot leeftijd 40 jaar;7;1950 tot 1960;98.0;52.0;89.0;79.0;21.0
202;Mannen;Tot leeftijd 40 jaar;7;1960 tot 1970;92.0;73.0;72.0;72.0;25.0
203;Mannen;Tot leeftijd 40 jaar;7;1970 tot 1980;;;;;
204;Mannen;Tot leeftijd 40 jaar;8;1950 tot 1960;94.0;44.0;83.0;76.0;21.0
205;Mannen;Tot leeftijd 40 jaar;8;1960 tot 1970;95.0;72.0;75.0;77.0;26.0
206;Mannen;Tot leeftijd 40 jaar;8;1970 tot 1980;;;;;
207;Mannen;Tot leeftijd 40 jaar;9;1950 tot 1960;93.0;41.0;81.0;79.0;21.0
208;Mannen;Tot leeftijd 40 jaar;9;1960 tot 1970;90.0;48.0;75.0;78.0;17.0
209;Mannen;Tot leeftijd 40 jaar;9;1970 tot 1980;;;;;
210;Mannen;Tot leeftijd 40 jaar;Contact tussen ouders: goed;1950 tot 1960;94.0;42.0;84.0;78.0;19.0
211;Mannen;Tot leeftijd 40 jaar;Contact tussen ouders: goed;1960 tot 1970;93.0;67.0;74.0;74.0;24.0
212;Mannen;Tot leeftijd 40 jaar;Contact tussen ouders: goed;1970 tot 1980;;;;;
213;Mannen;Tot leeftijd 40 jaar;Contact tussen ouders: redelijk / slecht;1950 tot 1960;95.0;52.0;82.0;79.0;28.0
214;Mannen;Tot leeftijd 40 jaar;Contact tussen ouders: redelijk / slecht;1960 tot 1970;93.0;66.0;76.0;83.0;22.0
215;Mannen;Tot leeftijd 40 jaar;Contact tussen ouders: redelijk / slecht;1970 tot 1980;;;;;
216;Mannen;Tot leeftijd 45 jaar;1;1950 tot 1960;90.0;35.0;84.0;79.0;16.0
217;Mannen;Tot leeftijd 45 jaar;1;1960 tot 1970;;;;;
218;Mannen;Tot leeftijd 45 jaar;1;1970 tot 1980;;;;;
219;Mannen;Tot leeftijd 45 jaar;2;1950 tot 1960;93.0;55.0;80.0;76.0;25.0
220;Mannen;Tot leeftijd 45 jaar;2;1960 tot 1970;;;;;
221;Mannen;Tot leeftijd 45 jaar;2;1970 tot 1980;;;;;
222;Mannen;Tot leeftijd 45 jaar;3;1950 tot 1960;91.0;56.0;82.0;75.0;33.0
223;Mannen;Tot leeftijd 45 jaar;3;1960 tot 1970;;;;;
224;Mannen;Tot leeftijd 45 jaar;3;1970 tot 1980;;;;;
225;Mannen;Tot leeftijd 45 jaar;5;1950 tot 1960;94.0;63.0;82.0;76.0;32.0
226;Mannen;Tot leeftijd 45 jaar;5;1960 tot 1970;;;;;
227;Mannen;Tot leeftijd 45 jaar;5;1970 tot 1980;;;;;
228;Mannen;Tot leeftijd 45 jaar;Religie vader: RK, frequent kerkbezoek;1950 tot 1960;92.0;44.0;81.0;76.0;20.0
229;Mannen;Tot leeftijd 45 jaar;Religie vader: RK, frequent kerkbezoek;1960 tot 1970;;;;;
230;Mannen;Tot leeftijd 45 jaar;Religie vader: RK, frequent kerkbezoek;1970 tot 1980;;;;;
231;Mannen;Tot leeftijd 45 jaar;Religie vader: RK, minder freq kerkbe...;1950 tot 1960;98.0;47.0;79.0;76.0;40.0
232;Mannen;Tot leeftijd 45 jaar;Religie vader: RK, minder freq kerkbe...;1960 tot 1970;;;;;
233;Mannen;Tot leeftijd 45 jaar;Religie vader: RK, minder freq kerkbe...;1970 tot 1980;;;;;
234;Mannen;Tot leeftijd 45 jaar;Religie vader: protestant, freq kerkb...;1950 tot 1960;94.0;33.0;90.0;84.0;12.0
