ID;RegioS;Inkomensbron;AantalHuishoudens_1;GemiddBesteedbInkomenPerHuishouden_2
95;Overig Groningen;Totaal particulier huishouden;153.0;24.7
96;Overig Groningen;Loon;84.9;27.2
97;Overig Groningen;Winst;14.7;34.6
98;Overig Groningen;Werkloosheid,bijstand,arbeidsongeschikt;17.2;14.7
99;Overig Groningen;Pensioen;33.6;19.5
100;Noord-Friesland;Totaal particulier huishouden;133.8;25.0
101;Noord-Friesland;Loon;71.2;27.6
102;Noord-Friesland;Winst;15.4;34.3
103;Noord-Friesland;Werkloosheid,bijstand,arbeidsongeschikt;13.2;15.6
104;Noord-Friesland;Pensioen;32.0;19.1
105;Zuidwest-Friesland;Totaal particulier huishouden;42.3;25.7
106;Zuidwest-Friesland;Loon;21.4;28.2
107;Zuidwest-Friesland;Winst;6.2;33.9
108;Zuidwest-Friesland;Werkloosheid,bijstand,arbeidsongeschikt;3.4;15.7
109;Zuidwest-Friesland;Pensioen;10.6;19.3
110;Zuidoost-Friesland;Totaal particulier huishouden;83.5;25.9
111;Zuidoost-Friesland;Loon;43.3;28.5
112;Zuidoost-Friesland;Winst;9.9;36.3
113;Zuidoost-Friesland;Werkloosheid,bijstand,arbeidsongeschikt;7.0;16.6
114;Zuidoost-Friesland;Pensioen;21.9;19.6
115;Noord-Drenthe;Totaal particulier huishouden;73.8;27.5
116;Noord-Drenthe;Loon;39.5;30.8
117;Noord-Drenthe;Winst;7.6;35.3
118;Noord-Drenthe;Werkloosheid,bijstand,arbeidsongeschikt;6.1;17.1
119;Noord-Drenthe;Pensioen;19.4;21.4
120;Zuidoost-Drenthe;Totaal particulier huishouden;69.5;25.5
121;Zuidoost-Drenthe;Loon;36.5;29.2
122;Zuidoost-Drenthe;Winst;6.7;31.8
123;Zuidoost-Drenthe;Werkloosheid,bijstand,arbeidsongeschikt;6.9;17.0
124;Zuidoost-Drenthe;Pensioen;18.5;19.3
125;Zuidwest-Drenthe;Totaal particulier huishouden;50.9;26.9
126;Zuidwest-Drenthe;Loon;26.4;29.9
127;Zuidwest-Drenthe;Winst;5.7;36.3
128;Zuidwest-Drenthe;Werkloosheid,bijstand,arbeidsongeschikt;4.4;17.5
129;Zuidwest-Drenthe;Pensioen;13.6;20.4
130;Noord-Overijssel;Totaal particulier huishouden;129.6;27.8
131;Noord-Overijssel;Loon;73.8;30.8
132;Noord-Overijssel;Winst;14.4;37.2
133;Noord-Overijssel;Werkloosheid,bijstand,arbeidsongeschikt;9.9;16.7
134;Noord-Overijssel;Pensioen;29.9;19.6
135;Zuidwest-Overijssel;Totaal particulier huishouden;57.9;27.2
136;Zuidwest-Overijssel;Loon;33.6;30.2
137;Zuidwest-Overijssel;Winst;5.2;37.1
138;Zuidwest-Overijssel;Werkloosheid,bijstand,arbeidsongeschikt;4.8;16.9
139;Zuidwest-Overijssel;Pensioen;13.4;19.8
140;Twente;Totaal particulier huishouden;239.4;26.9
141;Twente;Loon;133.3;30.0
142;Twente;Winst;23.0;37.4
143;Twente;Werkloosheid,bijstand,arbeidsongeschikt;22.7;16.8
144;Twente;Pensioen;57.6;19.9
145;Veluwe;Totaal particulier huishouden;241.8;29.6
146;Veluwe;Loon;138.3;32.2
147;Veluwe;Winst;25.1;40.9
148;Veluwe;Werkloosheid,bijstand,arbeidsongeschikt;16.5;17.7
149;Veluwe;Pensioen;58.5;22.2
150;Achterhoek;Totaal particulier huishouden;151.3;27.9
151;Achterhoek;Loon;83.0;30.8
152;Achterhoek;Winst;17.5;37.6
153;Achterhoek;Werkloosheid,bijstand,arbeidsongeschikt;11.2;17.7
154;Achterhoek;Pensioen;37.9;20.3
155;Arnhem/Nijmegen;Totaal particulier huishouden;292.0;27.2
156;Arnhem/Nijmegen;Loon;167.6;30.4
157;Arnhem/Nijmegen;Winst;25.3;35.8
158;Arnhem/Nijmegen;Werkloosheid,bijstand,arbeidsongeschikt;29.5;15.9
159;Arnhem/Nijmegen;Pensioen;65.6;21.2
160;Zuidwest-Gelderland;Totaal particulier huishouden;86.1;30.1
161;Zuidwest-Gelderland;Loon;50.4;33.3
162;Zuidwest-Gelderland;Winst;11.3;39.0
163;Zuidwest-Gelderland;Werkloosheid,bijstand,arbeidsongeschikt;5.2;18.4
164;Zuidwest-Gelderland;Pensioen;17.9;19.5
165;Utrecht;Totaal particulier huishouden;466.5;30.3
166;Utrecht;Loon;279.4;33.2
167;Utrecht;Winst;46.3;40.8
168;Utrecht;Werkloosheid,bijstand,arbeidsongeschikt;36.7;16.7
169;Utrecht;Pensioen;97.7;22.6
170;Kop van Noord-Holland;Totaal particulier huishouden;143.8;28.2
171;Kop van Noord-Holland;Loon;79.9;31.0
172;Kop van Noord-Holland;Winst;18.7;37.4
173;Kop van Noord-Holland;Werkloosheid,bijstand,arbeidsongeschikt;12.0;17.5
174;Kop van Noord-Holland;Pensioen;31.3;20.0
175;Alkmaar en omgeving;Totaal particulier huishouden;91.7;29.2
176;Alkmaar en omgeving;Loon;52.3;32.1
177;Alkmaar en omgeving;Winst;9.6;38.1
178;Alkmaar en omgeving;Werkloosheid,bijstand,arbeidsongeschikt;8.0;17.4
179;Alkmaar en omgeving;Pensioen;20.2;22.1
180;IJmond;Totaal particulier huishouden;77.4;29.4
181;IJmond;Loon;42.8;33.1
182;IJmond;Winst;6.7;39.1
183;IJmond;Werkloosheid,bijstand,arbeidsongeschikt;6.2;17.6
184;IJmond;Pensioen;20.5;22.5
185;Agglomeratie Haarlem;Totaal particulier huishouden;97.7;29.7
186;Agglomeratie Haarlem;Loon;52.9;33.0
187;Agglomeratie Haarlem;Winst;9.8;39.5
188;Agglomeratie Haarlem;Werkloosheid,bijstand,arbeidsongeschikt;8.9;16.7
189;Agglomeratie Haarlem;Pensioen;24.4;22.9
190;Zaanstreek;Totaal particulier huishouden;64.5;28.0
191;Zaanstreek;Loon;37.1;31.6
192;Zaanstreek;Winst;5.4;36.7
193;Zaanstreek;Werkloosheid,bijstand,arbeidsongeschikt;6.2;17.3
194;Zaanstreek;Pensioen;15.0;20.3
195;Groot-Amsterdam;Totaal particulier huishouden;555.8;26.5
196;Groot-Amsterdam;Loon;309.0;30.3
197;Groot-Amsterdam;Winst;60.4;32.9
198;Groot-Amsterdam;Werkloosheid,bijstand,arbeidsongeschikt;75.9;14.7
199;Groot-Amsterdam;Pensioen;103.1;20.1
200;Het Gooi en Vechtstreek;Totaal particulier huishouden;104.4;32.4
201;Het Gooi en Vechtstreek;Loon;55.8;35.7
202;Het Gooi en Vechtstreek;Winst;12.0;43.7
203;Het Gooi en Vechtstreek;Werkloosheid,bijstand,arbeidsongeschikt;7.1;17.5
204;Het Gooi en Vechtstreek;Pensioen;27.4;24.2
205;Agglomeratie Leiden en Bollenstreek;Totaal particulier huishouden;156.5;30.6
206;Agglomeratie Leiden en Bollenstreek;Loon;93.8;33.3
207;Agglomeratie Leiden en Bollenstreek;Winst;15.6;42.0
208;Agglomeratie Leiden en Bollenstreek;Werkloosheid,bijstand,arbeidsongeschikt;10.5;16.3
209;Agglomeratie Leiden en Bollenstreek;Pensioen;34.5;22.2
210;Agglomeratie 's-Gravenhage;Totaal particulier huishouden;339.9;27.2
211;Agglomeratie 's-Gravenhage;Loon;188.4;30.7
212;Agglomeratie 's-Gravenhage;Winst;28.1;35.5
213;Agglomeratie 's-Gravenhage;Werkloosheid,bijstand,arbeidsongeschikt;39.3;14.8
214;Agglomeratie 's-Gravenhage;Pensioen;79.9;22.3
215;Delft en Westland;Totaal particulier huishouden;83.6;28.8
216;Delft en Westland;Loon;48.6;31.5
217;Delft en Westland;Winst;9.7;38.7
218;Delft en Westland;Werkloosheid,bijstand,arbeidsongeschikt;6.0;16.0
219;Delft en Westland;Pensioen;18.3;21.1
220;Oost-Zuid-Holland;Totaal particulier huishouden;125.4;31.0
221;Oost-Zuid-Holland;Loon;76.8;34.0
222;Oost-Zuid-Holland;Winst;13.9;40.3
223;Oost-Zuid-Holland;Werkloosheid,bijstand,arbeidsongeschikt;6.9;17.0
224;Oost-Zuid-Holland;Pensioen;26.3;21.4
225;Groot-Rijnmond;Totaal particulier huishouden;591.2;26.3
226;Groot-Rijnmond;Loon;327.3;30.4
227;Groot-Rijnmond;Winst;46.0;35.6
228;Groot-Rijnmond;Werkloosheid,bijstand,arbeidsongeschikt;72.2;14.8
229;Groot-Rijnmond;Pensioen;138.5;19.7
230;Zuidoost-Zuid-Holland;Totaal particulier huishouden;158.2;28.1
231;Zuidoost-Zuid-Holland;Loon;92.2;31.7
232;Zuidoost-Zuid-Holland;Winst;13.8;38.2
233;Zuidoost-Zuid-Holland;Werkloosheid,bijstand,arbeidsongeschikt;12.1;14.7
234;Zuidoost-Zuid-Holland;Pensioen;38.5;20.3
235;Zeeuwsch-Vlaanderen;Totaal particulier huishouden;45.8;27.2
236;Zeeuwsch-Vlaanderen;Loon;23.5;31.2
237;Zeeuwsch-Vlaanderen;Winst;5.3;36.2
238;Zeeuwsch-Vlaanderen;Werkloosheid,bijstand,arbeidsongeschikt;3.3;16.1
239;Zeeuwsch-Vlaanderen;Pensioen;13.2;19.3
240;Overig Zeeland;Totaal particulier huishouden;110.1;27.1
241;Overig Zeeland;Loon;58.4;29.7
242;Overig Zeeland;Winst;12.5;37.3
243;Overig Zeeland;Werkloosheid,bijstand,arbeidsongeschikt;7.9;16.8
244;Overig Zeeland;Pensioen;29.4;20.5
245;West-Noord-Brabant;Totaal particulier huishouden;245.7;28.3
246;West-Noord-Brabant;Loon;141.6;31.8
247;West-Noord-Brabant;Winst;23.3;37.2
248;West-Noord-Brabant;Werkloosheid,bijstand,arbeidsongeschikt;20.4;16.9
249;West-Noord-Brabant;Pensioen;57.6;20.4
250;Midden-Noord-Brabant;Totaal particulier huishouden;177.0;28.3
251;Midden-Noord-Brabant;Loon;103.7;31.6
252;Midden-Noord-Brabant;Winst;17.3;37.6
253;Midden-Noord-Brabant;Werkloosheid,bijstand,arbeidsongeschikt;14.8;16.6
254;Midden-Noord-Brabant;Pensioen;39.0;19.9
255;Noordoost-Noord-Brabant;Totaal particulier huishouden;243.9;29.6
256;Noordoost-Noord-Brabant;Loon;141.6;32.6
257;Noordoost-Noord-Brabant;Winst;27.1;38.6
258;Noordoost-Noord-Brabant;Werkloosheid,bijstand,arbeidsongeschikt;19.6;17.9
259;Noordoost-Noord-Brabant;Pensioen;52.4;21.0
260;Zuidoost-Noord-Brabant;Totaal particulier huishouden;291.8;28.8
261;Zuidoost-Noord-Brabant;Loon;168.0;31.9
262;Zuidoost-Noord-Brabant;Winst;28.1;38.5
263;Zuidoost-Noord-Brabant;Werkloosheid,bijstand,arbeidsongeschikt;25.6;16.6
264;Zuidoost-Noord-Brabant;Pensioen;66.5;21.9
265;Noord-Limburg;Totaal particulier huishouden;108.4;28.3
266;Noord-Limburg;Loon;62.4;31.3
267;Noord-Limburg;Winst;11.1;39.0
268;Noord-Limburg;Werkloosheid,bijstand,arbeidsongeschikt;9.0;17.5
269;Noord-Limburg;Pensioen;24.5;20.1
270;Midden-Limburg;Totaal particulier huishouden;88.9;28.0
271;Midden-Limburg;Loon;50.0;31.6
272;Midden-Limburg;Winst;8.9;36.2
273;Midden-Limburg;Werkloosheid,bijstand,arbeidsongeschikt;8.0;17.3
274;Midden-Limburg;Pensioen;20.9;20.1
275;Zuid-Limburg;Totaal particulier huishouden;273.7;26.2
276;Zuid-Limburg;Loon;143.9;30.3
277;Zuid-Limburg;Winst;21.0;34.3
278;Zuid-Limburg;Werkloosheid,bijstand,arbeidsongeschikt;34.1;16.4
279;Zuid-Limburg;Pensioen;71.2;20.3
280;Flevoland;Totaal particulier huishouden;131.1;28.2
281;Flevoland;Loon;83.2;31.0
282;Flevoland;Winst;14.2;33.4
283;Flevoland;Werkloosheid,bijstand,arbeidsongeschikt;11.4;16.8
284;Flevoland;Pensioen;21.2;19.8
285;Groningen;Totaal particulier huishouden;86.6;23.6
286;Groningen;Loon;48.6;25.9
287;Groningen;Winst;6.6;33.6
288;Groningen;Werkloosheid,bijstand,arbeidsongeschikt;11.6;14.0
289;Groningen;Pensioen;18.0;20.3
290;Leeuwarden;Totaal particulier huishouden;40.4;23.2
291;Leeuwarden;Loon;21.7;25.7
292;Leeuwarden;Winst;3.0;31.9
293;Leeuwarden;Werkloosheid,bijstand,arbeidsongeschikt;5.3;14.2
294;Leeuwarden;Pensioen;9.8;20.2
295;Zwolle;Totaal particulier huishouden;45.7;27.3
296;Zwolle;Loon;27.8;30.0
297;Zwolle;Winst;3.2;40.6
298;Zwolle;Werkloosheid,bijstand,arbeidsongeschikt;4.6;16.0
299;Zwolle;Pensioen;9.5;20.8
300;Enschede;Totaal particulier huishouden;62.9;23.9
301;Enschede;Loon;34.0;27.1
302;Enschede;Winst;4.7;33.3
303;Enschede;Werkloosheid,bijstand,arbeidsongeschikt;8.6;15.3
304;Enschede;Pensioen;14.8;18.8
305;Apeldoorn;Totaal particulier huishouden;63.8;28.4
306;Apeldoorn;Loon;36.8;31.4
307;Apeldoorn;Winst;4.9;39.3
308;Apeldoorn;Werkloosheid,bijstand,arbeidsongeschikt;5.3;17.5
309;Apeldoorn;Pensioen;16.0;21.7
310;Arnhem;Totaal particulier huishouden;64.7;24.6
311;Arnhem;Loon;36.4;27.5
312;Arnhem;Winst;5.0;32.1
313;Arnhem;Werkloosheid,bijstand,arbeidsongeschikt;9.0;14.6
314;Arnhem;Pensioen;13.2;21.3
315;Nijmegen;Totaal particulier huishouden;68.5;24.6
316;Nijmegen;Loon;38.4;27.5
317;Nijmegen;Winst;5.3;34.6
318;Nijmegen;Werkloosheid,bijstand,arbeidsongeschikt;9.2;14.7
319;Nijmegen;Pensioen;14.7;20.2
320;Amersfoort;Totaal particulier huishouden;65.7;30.1
321;Amersfoort;Loon;40.6;32.9
322;Amersfoort;Winst;5.7;41.0
323;Amersfoort;Werkloosheid,bijstand,arbeidsongeschikt;5.3;16.9
324;Amersfoort;Pensioen;13.3;22.3
325;Utrecht;Totaal particulier huishouden;170.5;27.9
326;Utrecht;Loon;106.8;30.9
327;Utrecht;Winst;14.2;36.6
328;Utrecht;Werkloosheid,bijstand,arbeidsongeschikt;17.2;15.6
329;Utrecht;Pensioen;30.3;20.7
330;Amsterdam;Totaal particulier huishouden;491.4;25.3
331;Amsterdam;Loon;268.3;29.2
332;Amsterdam;Winst;51.0;31.3
333;Amsterdam;Werkloosheid,bijstand,arbeidsongeschikt;73.9;14.5
334;Amsterdam;Pensioen;91.4;19.7
335;Haarlem;Totaal particulier huishouden;85.4;29.6
336;Haarlem;Loon;46.5;32.8
337;Haarlem;Winst;8.4;40.0
338;Haarlem;Werkloosheid,bijstand,arbeidsongeschikt;8.0;16.6
339;Haarlem;Pensioen;21.1;22.8
340;Leiden;Totaal particulier huishouden;104.5;29.8
341;Leiden;Loon;63.2;32.5
342;Leiden;Winst;9.3;40.6
343;Leiden;Werkloosheid,bijstand,arbeidsongeschikt;8.0;15.8
344;Leiden;Pensioen;22.6;22.5
345;'s-Gravenhage;Totaal particulier huishouden;288.9;26.5
346;'s-Gravenhage;Loon;155.0;29.9
347;'s-Gravenhage;Winst;24.4;34.8
348;'s-Gravenhage;Werkloosheid,bijstand,arbeidsongeschikt;35.8;14.5
349;'s-Gravenhage;Pensioen;69.9;22.3
350;Rotterdam;Totaal particulier huishouden;453.8;24.8
351;Rotterdam;Loon;245.5;29.0
352;Rotterdam;Winst;31.1;34.0
353;Rotterdam;Werkloosheid,bijstand,arbeidsongeschikt;65.2;14.4
354;Rotterdam;Pensioen;106.3;19.2
355;Dordrecht;Totaal particulier huishouden;100.6;27.3
356;Dordrecht;Loon;58.2;31.1
357;Dordrecht;Winst;7.6;37.9
358;Dordrecht;Werkloosheid,bijstand,arbeidsongeschikt;9.0;13.8
359;Dordrecht;Pensioen;24.9;20.3
360;Breda;Totaal particulier huishouden;69.9;27.7
361;Breda;Loon;40.2;30.7
362;Breda;Winst;6.0;37.8
363;Breda;Werkloosheid,bijstand,arbeidsongeschikt;6.3;16.0
364;Breda;Pensioen;16.6;21.4
365;Tilburg;Totaal particulier huishouden;90.6;26.6
366;Tilburg;Loon;53.9;29.8
367;Tilburg;Winst;6.9;36.0
368;Tilburg;Werkloosheid,bijstand,arbeidsongeschikt;9.3;15.7
369;Tilburg;Pensioen;19.3;19.7
370;'s-Hertogenbosch;Totaal particulier huishouden;67.1;28.5
371;'s-Hertogenbosch;Loon;38.9;31.9
372;'s-Hertogenbosch;Winst;6.2;36.0
373;'s-Hertogenbosch;Werkloosheid,bijstand,arbeidsongeschikt;6.3;16.4
374;'s-Hertogenbosch;Pensioen;14.6;21.6
375;Eindhoven;Totaal particulier huishouden;133.0;27.5
376;Eindhoven;Loon;75.4;30.7
377;Eindhoven;Winst;10.1;35.2
378;Eindhoven;Werkloosheid,bijstand,arbeidsongeschikt;13.0;15.7
379;Eindhoven;Pensioen;32.6;22.7
380;Geleen/Sittard;Totaal particulier huishouden;59.2;27.2
381;Geleen/Sittard;Loon;31.9;31.3
382;Geleen/Sittard;Winst;4.3;35.9
383;Geleen/Sittard;Werkloosheid,bijstand,arbeidsongeschikt;7.0;16.7
384;Geleen/Sittard;Pensioen;15.1;21.0
385;Heerlen;Totaal particulier huishouden;96.0;24.2
386;Heerlen;Loon;49.3;28.4
387;Heerlen;Winst;5.8;31.2
388;Heerlen;Werkloosheid,bijstand,arbeidsongeschikt;13.9;15.2
389;Heerlen;Pensioen;25.7;19.6
390;Maastricht;Totaal particulier huishouden;52.2;25.1
391;Maastricht;Loon;26.9;28.9
392;Maastricht;Winst;3.8;33.4
393;Maastricht;Werkloosheid,bijstand,arbeidsongeschikt;7.2;16.5
394;Maastricht;Pensioen;13.4;20.1
395;Groningen;Totaal particulier huishouden;142.3;25.5
396;Groningen;Loon;79.1;28.0
397;Groningen;Winst;13.4;35.4
398;Groningen;Werkloosheid,bijstand,arbeidsongeschikt;15.3;14.8
399;Groningen;Pensioen;31.9;20.6
400;Leeuwarden;Totaal particulier huishouden;66.3;24.7
401;Leeuwarden;Loon;36.1;27.3
402;Leeuwarden;Winst;6.1;34.3
403;Leeuwarden;Werkloosheid,bijstand,arbeidsongeschikt;7.1;15.0
404;Leeuwarden;Pensioen;16.0;19.9
405;Zwolle;Totaal particulier huishouden;66.4;28.1
406;Zwolle;Loon;39.3;30.8
407;Zwolle;Winst;5.8;40.4
408;Zwolle;Werkloosheid,bijstand,arbeidsongeschikt;5.7;16.6
409;Zwolle;Pensioen;14.9;20.8
410;Enschede;Totaal particulier huishouden;126.4;25.5
411;Enschede;Loon;70.5;28.6
412;Enschede;Winst;9.9;35.3
413;Enschede;Werkloosheid,bijstand,arbeidsongeschikt;14.0;16.0
414;Enschede;Pensioen;30.4;19.7
415;Apeldoorn;Totaal particulier huishouden;85.5;28.8
416;Apeldoorn;Loon;48.5;31.8
417;Apeldoorn;Winst;7.2;39.5
418;Apeldoorn;Werkloosheid,bijstand,arbeidsongeschikt;6.5;17.7
419;Apeldoorn;Pensioen;22.0;21.9
420;Arnhem;Totaal particulier huishouden;146.8;27.3
421;Arnhem;Loon;83.4;30.5
422;Arnhem;Winst;12.7;35.3
423;Arnhem;Werkloosheid,bijstand,arbeidsongeschikt;14.5;15.8
424;Arnhem;Pensioen;34.1;21.9
425;Nijmegen;Totaal particulier huishouden;113.5;27.0
426;Nijmegen;Loon;65.4;30.1
427;Nijmegen;Winst;9.8;36.8
428;Nijmegen;Werkloosheid,bijstand,arbeidsongeschikt;12.4;15.6
429;Nijmegen;Pensioen;24.5;20.7
430;Amersfoort;Totaal particulier huishouden;104.9;30.6
431;Amersfoort;Loon;63.1;33.3
432;Amersfoort;Winst;10.4;42.2
433;Amersfoort;Werkloosheid,bijstand,arbeidsongeschikt;7.7;17.4
434;Amersfoort;Pensioen;22.4;22.5
435;Utrecht;Totaal particulier huishouden;233.2;29.1
436;Utrecht;Loon;141.9;32.1
437;Utrecht;Winst;20.6;38.7
438;Utrecht;Werkloosheid,bijstand,arbeidsongeschikt;21.5;16.0
439;Utrecht;Pensioen;46.2;22.2
440;Amsterdam;Totaal particulier huishouden;651.4;26.6
441;Amsterdam;Loon;370.7;30.4
442;Amsterdam;Winst;67.0;32.9
443;Amsterdam;Werkloosheid,bijstand,arbeidsongeschikt;85.7;14.9
444;Amsterdam;Pensioen;119.7;20.1
445;Haarlem;Totaal particulier huishouden;175.0;29.6
446;Haarlem;Loon;95.7;33.1
447;Haarlem;Winst;16.5;39.3
448;Haarlem;Werkloosheid,bijstand,arbeidsongeschikt;15.1;17.1
449;Haarlem;Pensioen;44.9;22.7
450;Leiden;Totaal particulier huishouden;134.0;30.5
451;Leiden;Loon;80.5;33.1
452;Leiden;Winst;13.0;41.8
453;Leiden;Werkloosheid,bijstand,arbeidsongeschikt;9.4;16.2
454;Leiden;Pensioen;29.2;22.5
455;'s-Gravenhage;Totaal particulier huishouden;391.1;27.2
456;'s-Gravenhage;Loon;219.0;30.7
457;'s-Gravenhage;Winst;32.3;35.7
458;'s-Gravenhage;Werkloosheid,bijstand,arbeidsongeschikt;44.0;14.8
459;'s-Gravenhage;Pensioen;91.1;22.1
460;Rotterdam;Totaal particulier huishouden;528.8;25.7
461;Rotterdam;Loon;290.3;29.8
462;Rotterdam;Winst;38.4;35.0
463;Rotterdam;Werkloosheid,bijstand,arbeidsongeschikt;69.6;14.6
464;Rotterdam;Pensioen;124.1;19.6
465;Dordrecht;Totaal particulier huishouden;116.0;27.6
466;Dordrecht;Loon;67.2;31.4
467;Dordrecht;Winst;8.8;38.1
468;Dordrecht;Werkloosheid,bijstand,arbeidsongeschikt;9.9;14.1
469;Dordrecht;Pensioen;28.9;20.4
470;Breda;Totaal particulier huishouden;124.7;28.5
471;Breda;Loon;72.3;31.8
472;Breda;Winst;11.6;37.8
473;Breda;Werkloosheid,bijstand,arbeidsongeschikt;10.2;16.6
474;Breda;Pensioen;29.2;21.0
475;Tilburg;Totaal particulier huishouden;115.4;27.5
476;Tilburg;Loon;67.9;30.8
477;Tilburg;Winst;9.9;37.4
478;Tilburg;Werkloosheid,bijstand,arbeidsongeschikt;10.9;16.2
479;Tilburg;Pensioen;25.1;20.0
480;'s-Hertogenbosch;Totaal particulier huishouden;77.5;29.0
481;'s-Hertogenbosch;Loon;44.5;32.4
482;'s-Hertogenbosch;Winst;7.8;36.9
483;'s-Hertogenbosch;Werkloosheid,bijstand,arbeidsongeschikt;7.0;16.7
484;'s-Hertogenbosch;Pensioen;17.0;21.8
