ID;Geslacht;Leeftijd;Migratieachtergrond;Peilmoment;OnderwijspositieOpPeilmoment;StartkwalificatieOpPeilmoment;Perioden;VoortijdigSchoolverlaters_1;TotaalVo_2;TotaalMbo_3;BeroepsopleidendeLeerwegBol_4;BeroepbegeleidendeLeerwegBbl_5;Extranei_6
10;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal onderwijsposities;Met startkwalificatie;2009/'10;1511.0;614.0;897.0;425.0;383.0;89.0
11;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal onderwijsposities;Met startkwalificatie;2010/'11;880.0;40.0;840.0;400.0;347.0;93.0
12;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal onderwijsposities;Met startkwalificatie;2011/'12;801.0;40.0;761.0;318.0;370.0;73.0
13;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal onderwijsposities;Met startkwalificatie;2012/'13;526.0;14.0;512.0;267.0;193.0;52.0
14;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal onderwijsposities;Met startkwalificatie;2013/'14;450.0;26.0;424.0;246.0;129.0;49.0
15;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal onderwijsposities;Met startkwalificatie;2014/'15;312.0;20.0;292.0;183.0;82.0;27.0
16;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal onderwijsposities;Zonder startkwalificatie;2007/'08;68042.0;14037.0;54005.0;27673.0;23989.0;2343.0
17;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal onderwijsposities;Zonder startkwalificatie;2008/'09;61173.0;12293.0;48880.0;23212.0;23802.0;1866.0
18;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal onderwijsposities;Zonder startkwalificatie;2009/'10;62363.0;12416.0;49947.0;24041.0;23736.0;2170.0
19;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal onderwijsposities;Zonder startkwalificatie;2010/'11;64126.0;12253.0;51873.0;24637.0;24017.0;3219.0
20;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal onderwijsposities;Zonder startkwalificatie;2011/'12;58134.0;12471.0;45663.0;22845.0;20858.0;1960.0
21;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal onderwijsposities;Zonder startkwalificatie;2012/'13;46479.0;6901.0;39578.0;20551.0;17246.0;1781.0
22;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal onderwijsposities;Zonder startkwalificatie;2013/'14;42198.0;6784.0;35414.0;19937.0;13543.0;1934.0
23;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal onderwijsposities;Zonder startkwalificatie;2014/'15;35216.0;6910.0;28306.0;19350.0;7626.0;1330.0
24;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal onderwijsposities;Startkwalificatie onbekend;2007/'08;1633.0;483.0;1150.0;832.0;296.0;22.0
25;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal onderwijsposities;Startkwalificatie onbekend;2008/'09;1440.0;344.0;1096.0;719.0;349.0;28.0
26;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal onderwijsposities;Startkwalificatie onbekend;2009/'10;1472.0;415.0;1057.0;745.0;293.0;19.0
27;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal onderwijsposities;Startkwalificatie onbekend;2010/'11;1635.0;464.0;1171.0;825.0;311.0;35.0
28;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal onderwijsposities;Startkwalificatie onbekend;2011/'12;1424.0;445.0;979.0;683.0;262.0;34.0
29;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal onderwijsposities;Startkwalificatie onbekend;2012/'13;1193.0;326.0;867.0;615.0;225.0;27.0
30;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal onderwijsposities;Startkwalificatie onbekend;2013/'14;1234.0;347.0;887.0;657.0;198.0;32.0
31;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal onderwijsposities;Startkwalificatie onbekend;2014/'15;1059.0;317.0;742.0;619.0;105.0;18.0
32;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Totaal voortijdig schoolverlaters;2007/'08;13584.0;4950.0;8634.0;6292.0;2160.0;182.0
33;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Totaal voortijdig schoolverlaters;2008/'09;12067.0;4190.0;7877.0;5392.0;2343.0;142.0
34;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Totaal voortijdig schoolverlaters;2009/'10;12538.0;4623.0;7915.0;5553.0;2180.0;182.0
35;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Totaal voortijdig schoolverlaters;2010/'11;11450.0;3798.0;7652.0;5710.0;1750.0;192.0
36;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Totaal voortijdig schoolverlaters;2011/'12;11230.0;4294.0;6936.0;5319.0;1459.0;158.0
37;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Totaal voortijdig schoolverlaters;2012/'13;8407.0;2425.0;5982.0;4803.0;1062.0;117.0
38;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Totaal voortijdig schoolverlaters;2013/'14;7730.0;2352.0;5378.0;4474.0;786.0;118.0
39;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Totaal voortijdig schoolverlaters;2014/'15;7521.0;2254.0;5267.0;4519.0;621.0;127.0
40;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Met startkwalificatie;2007/'08;875.0;590.0;285.0;207.0;62.0;16.0
41;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Met startkwalificatie;2008/'09;734.0;499.0;235.0;150.0;68.0;17.0
42;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Met startkwalificatie;2009/'10;631.0;427.0;204.0;143.0;51.0;10.0
43;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Met startkwalificatie;2010/'11;190.0;26.0;164.0;109.0;45.0;10.0
44;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Met startkwalificatie;2011/'12;147.0;29.0;118.0;74.0;35.0;9.0
45;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Met startkwalificatie;2012/'13;123.0;10.0;113.0;89.0;19.0;5.0
46;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Met startkwalificatie;2013/'14;120.0;15.0;105.0;79.0;19.0;7.0
47;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Met startkwalificatie;2014/'15;86.0;13.0;73.0;59.0;8.0;6.0
48;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Zonder startkwalificatie;2007/'08;12618.0;4343.0;8275.0;6021.0;2088.0;166.0
49;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Zonder startkwalificatie;2008/'09;11254.0;3677.0;7577.0;5186.0;2266.0;125.0
50;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Zonder startkwalificatie;2009/'10;11837.0;4172.0;7665.0;5370.0;2123.0;172.0
51;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Zonder startkwalificatie;2010/'11;11183.0;3753.0;7430.0;5550.0;1699.0;181.0
52;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Zonder startkwalificatie;2011/'12;11021.0;4254.0;6767.0;5202.0;1416.0;149.0
53;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Zonder startkwalificatie;2012/'13;8229.0;2404.0;5825.0;4676.0;1037.0;112.0
54;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Zonder startkwalificatie;2013/'14;7567.0;2335.0;5232.0;4358.0;763.0;111.0
55;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Zonder startkwalificatie;2014/'15;7400.0;2234.0;5166.0;4435.0;610.0;121.0
56;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Startkwalificatie onbekend;2007/'08;91.0;17.0;74.0;64.0;10.0;0.0
57;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Startkwalificatie onbekend;2008/'09;79.0;14.0;65.0;56.0;9.0;0.0
58;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Startkwalificatie onbekend;2009/'10;70.0;24.0;46.0;40.0;6.0;0.0
59;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Startkwalificatie onbekend;2010/'11;77.0;19.0;58.0;51.0;6.0;1.0
60;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Startkwalificatie onbekend;2011/'12;62.0;11.0;51.0;43.0;8.0;0.0
61;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Startkwalificatie onbekend;2012/'13;55.0;11.0;44.0;38.0;6.0;0.0
62;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Startkwalificatie onbekend;2013/'14;43.0;2.0;41.0;37.0;4.0;0.0
63;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Startkwalificatie onbekend;2014/'15;35.0;7.0;28.0;25.0;3.0;0.0
64;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal vo;Totaal voortijdig schoolverlaters;2007/'08;558.0;553.0;5.0;4.0;1.0;0.0
65;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal vo;Totaal voortijdig schoolverlaters;2008/'09;461.0;458.0;3.0;2.0;1.0;0.0
66;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal vo;Totaal voortijdig schoolverlaters;2009/'10;566.0;562.0;4.0;3.0;0.0;1.0
67;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal vo;Totaal voortijdig schoolverlaters;2010/'11;588.0;586.0;2.0;2.0;0.0;0.0
68;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal vo;Totaal voortijdig schoolverlaters;2011/'12;480.0;475.0;5.0;4.0;0.0;1.0
69;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal vo;Totaal voortijdig schoolverlaters;2012/'13;157.0;155.0;2.0;2.0;0.0;0.0
70;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal vo;Totaal voortijdig schoolverlaters;2013/'14;157.0;154.0;3.0;3.0;0.0;0.0
71;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal vo;Totaal voortijdig schoolverlaters;2014/'15;133.0;133.0;0.0;0.0;0.0;0.0
72;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal vo;Met startkwalificatie;2007/'08;0.0;0.0;0.0;0.0;0.0;0.0
73;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal vo;Met startkwalificatie;2008/'09;0.0;0.0;0.0;0.0;0.0;0.0
74;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal vo;Met startkwalificatie;2009/'10;4.0;4.0;0.0;0.0;0.0;0.0
75;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal vo;Met startkwalificatie;2010/'11;0.0;0.0;0.0;0.0;0.0;0.0
76;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal vo;Met startkwalificatie;2011/'12;0.0;0.0;0.0;0.0;0.0;0.0
77;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal vo;Met startkwalificatie;2012/'13;0.0;0.0;0.0;0.0;0.0;0.0
78;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal vo;Met startkwalificatie;2013/'14;0.0;0.0;0.0;0.0;0.0;0.0
79;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal vo;Met startkwalificatie;2014/'15;0.0;0.0;0.0;0.0;0.0;0.0
80;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal vo;Zonder startkwalificatie;2007/'08;554.0;549.0;5.0;4.0;1.0;0.0
81;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal vo;Zonder startkwalificatie;2008/'09;460.0;457.0;3.0;2.0;1.0;0.0
82;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal vo;Zonder startkwalificatie;2009/'10;557.0;553.0;4.0;3.0;0.0;1.0
83;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal vo;Zonder startkwalificatie;2010/'11;585.0;583.0;2.0;2.0;0.0;0.0
84;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal vo;Zonder startkwalificatie;2011/'12;474.0;469.0;5.0;4.0;0.0;1.0
85;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal vo;Zonder startkwalificatie;2012/'13;154.0;152.0;2.0;2.0;0.0;0.0
86;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal vo;Zonder startkwalificatie;2013/'14;157.0;154.0;3.0;3.0;0.0;0.0
87;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal vo;Zonder startkwalificatie;2014/'15;132.0;132.0;0.0;0.0;0.0;0.0
88;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal vo;Startkwalificatie onbekend;2007/'08;4.0;4.0;0.0;0.0;0.0;0.0
89;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal vo;Startkwalificatie onbekend;2008/'09;1.0;1.0;0.0;0.0;0.0;0.0
90;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal vo;Startkwalificatie onbekend;2009/'10;5.0;5.0;0.0;0.0;0.0;0.0
91;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal vo;Startkwalificatie onbekend;2010/'11;3.0;3.0;0.0;0.0;0.0;0.0
92;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal vo;Startkwalificatie onbekend;2011/'12;6.0;6.0;0.0;0.0;0.0;0.0
93;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal vo;Startkwalificatie onbekend;2012/'13;3.0;3.0;0.0;0.0;0.0;0.0
94;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal vo;Startkwalificatie onbekend;2013/'14;0.0;0.0;0.0;0.0;0.0;0.0
95;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal vo;Startkwalificatie onbekend;2014/'15;1.0;1.0;0.0;0.0;0.0;0.0
96;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Praktijkonderwijs;Totaal voortijdig schoolverlaters;2007/'08;18.0;18.0;0.0;0.0;0.0;0.0
97;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Praktijkonderwijs;Totaal voortijdig schoolverlaters;2008/'09;21.0;21.0;0.0;0.0;0.0;0.0
98;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Praktijkonderwijs;Totaal voortijdig schoolverlaters;2009/'10;23.0;23.0;0.0;0.0;0.0;0.0
99;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Praktijkonderwijs;Totaal voortijdig schoolverlaters;2010/'11;26.0;26.0;0.0;0.0;0.0;0.0
100;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Praktijkonderwijs;Totaal voortijdig schoolverlaters;2011/'12;15.0;14.0;1.0;1.0;0.0;0.0
101;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Praktijkonderwijs;Totaal voortijdig schoolverlaters;2012/'13;8.0;8.0;0.0;0.0;0.0;0.0
102;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Praktijkonderwijs;Totaal voortijdig schoolverlaters;2013/'14;3.0;2.0;1.0;1.0;0.0;0.0
103;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Praktijkonderwijs;Totaal voortijdig schoolverlaters;2014/'15;3.0;3.0;0.0;0.0;0.0;0.0
104;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Praktijkonderwijs;Met startkwalificatie;2007/'08;0.0;0.0;0.0;0.0;0.0;0.0
105;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Praktijkonderwijs;Met startkwalificatie;2008/'09;0.0;0.0;0.0;0.0;0.0;0.0
106;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Praktijkonderwijs;Met startkwalificatie;2009/'10;0.0;0.0;0.0;0.0;0.0;0.0
107;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Praktijkonderwijs;Met startkwalificatie;2010/'11;0.0;0.0;0.0;0.0;0.0;0.0
108;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Praktijkonderwijs;Met startkwalificatie;2011/'12;0.0;0.0;0.0;0.0;0.0;0.0
109;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Praktijkonderwijs;Met startkwalificatie;2012/'13;0.0;0.0;0.0;0.0;0.0;0.0
110;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Praktijkonderwijs;Met startkwalificatie;2013/'14;0.0;0.0;0.0;0.0;0.0;0.0
111;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Praktijkonderwijs;Met startkwalificatie;2014/'15;0.0;0.0;0.0;0.0;0.0;0.0
112;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Praktijkonderwijs;Zonder startkwalificatie;2007/'08;18.0;18.0;0.0;0.0;0.0;0.0
113;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Praktijkonderwijs;Zonder startkwalificatie;2008/'09;21.0;21.0;0.0;0.0;0.0;0.0
114;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Praktijkonderwijs;Zonder startkwalificatie;2009/'10;22.0;22.0;0.0;0.0;0.0;0.0
115;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Praktijkonderwijs;Zonder startkwalificatie;2010/'11;26.0;26.0;0.0;0.0;0.0;0.0
116;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Praktijkonderwijs;Zonder startkwalificatie;2011/'12;15.0;14.0;1.0;1.0;0.0;0.0
117;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Praktijkonderwijs;Zonder startkwalificatie;2012/'13;8.0;8.0;0.0;0.0;0.0;0.0
118;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Praktijkonderwijs;Zonder startkwalificatie;2013/'14;3.0;2.0;1.0;1.0;0.0;0.0
119;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Praktijkonderwijs;Zonder startkwalificatie;2014/'15;3.0;3.0;0.0;0.0;0.0;0.0
120;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Praktijkonderwijs;Startkwalificatie onbekend;2007/'08;0.0;0.0;0.0;0.0;0.0;0.0
121;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Praktijkonderwijs;Startkwalificatie onbekend;2008/'09;0.0;0.0;0.0;0.0;0.0;0.0
122;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Praktijkonderwijs;Startkwalificatie onbekend;2009/'10;1.0;1.0;0.0;0.0;0.0;0.0
123;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Praktijkonderwijs;Startkwalificatie onbekend;2010/'11;0.0;0.0;0.0;0.0;0.0;0.0
124;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Praktijkonderwijs;Startkwalificatie onbekend;2011/'12;0.0;0.0;0.0;0.0;0.0;0.0
125;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Praktijkonderwijs;Startkwalificatie onbekend;2012/'13;0.0;0.0;0.0;0.0;0.0;0.0
126;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Praktijkonderwijs;Startkwalificatie onbekend;2013/'14;0.0;0.0;0.0;0.0;0.0;0.0
127;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Praktijkonderwijs;Startkwalificatie onbekend;2014/'15;0.0;0.0;0.0;0.0;0.0;0.0
128;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Vmbo;Totaal voortijdig schoolverlaters;2007/'08;327.0;325.0;2.0;1.0;1.0;0.0
129;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Vmbo;Totaal voortijdig schoolverlaters;2008/'09;253.0;252.0;1.0;0.0;1.0;0.0
130;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Vmbo;Totaal voortijdig schoolverlaters;2009/'10;280.0;278.0;2.0;1.0;0.0;1.0
131;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Vmbo;Totaal voortijdig schoolverlaters;2010/'11;326.0;326.0;0.0;0.0;0.0;0.0
132;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Vmbo;Totaal voortijdig schoolverlaters;2011/'12;268.0;267.0;1.0;0.0;0.0;1.0
