ID;Kenmerken;Geslacht;Leeftijd;Perioden;TotaalBevolking15Tot65Jaar_1;Totaal15Tot65JaarMetAandoening_2;WelArbeidsgehandicapt_3;NietArbeidsgehandicapt_4
76;100;1100;55 tot 65 jaar;2001 voor revisie;1658;639.0;386.0;253.0
77;100;1100;55 tot 65 jaar;2001 na revisie;1658;663.0;410.0;254.0
78;100;1100;55 tot 65 jaar;2002;1754;712.0;510.0;202.0
79;100;1100;55 tot 65 jaar;2003;1834;747.0;544.0;203.0
80;100;1100;55 tot 65 jaar;2004;1897;756.0;544.0;212.0
81;100;1100;55 tot 65 jaar;2005;1950;788.0;547.0;241.0
82;100;1100;55 tot 65 jaar;2006;1998;795.0;565.0;230.0
83;100;1100;55 tot 65 jaar;2007;2047;;;
84;100;1100;55 tot 65 jaar;2008;2089;785.0;;
85;100;1100;55 tot 65 jaar;2009;2124;812.0;564.0;248.0
86;100;1100;55 tot 65 jaar;2010;2154;764.0;514.0;250.0
87;100;1100;55 tot 65 jaar;2011;2164;721.0;492.0;229.0
88;100;1100;55 tot 65 jaar;2012;2151;691.0;464.0;227.0
89;100;1100;55 tot 65 jaar;2013;2153;693.0;536.0;157.0
90;100;3000;Totaal leeftijd;2000;5434;1236.0;752.0;485.0
91;100;3000;Totaal leeftijd;2001 voor revisie;5470;1245.0;761.0;485.0
92;100;3000;Totaal leeftijd;2001 na revisie;5468;1263.0;779.0;484.0
93;100;3000;Totaal leeftijd;2002;5497;1295.0;838.0;457.0
94;100;3000;Totaal leeftijd;2003;5512;1295.0;832.0;463.0
95;100;3000;Totaal leeftijd;2004;5516;1290.0;823.0;467.0
96;100;3000;Totaal leeftijd;2005;5517;1299.0;807.0;492.0
97;100;3000;Totaal leeftijd;2006;5517;1247.0;780.0;466.0
98;100;3000;Totaal leeftijd;2007;5521;;;
99;100;3000;Totaal leeftijd;2008;5533;1190.0;;
100;100;3000;Totaal leeftijd;2009;5536;1208.0;736.0;471.0
101;100;3000;Totaal leeftijd;2010;5533;1098.0;662.0;436.0
102;100;3000;Totaal leeftijd;2011;5517;968.0;602.0;366.0
103;100;3000;Totaal leeftijd;2012;5519;948.0;583.0;365.0
104;100;3000;Totaal leeftijd;2013;5533;944.0;666.0;278.0
105;100;3000;15 tot 25 jaar;2000;952;107.0;36.0;71.0
106;100;3000;15 tot 25 jaar;2001 voor revisie;959;112.0;36.0;76.0
107;100;3000;15 tot 25 jaar;2001 na revisie;959;113.0;37.0;75.0
108;100;3000;15 tot 25 jaar;2002;969;113.0;49.0;64.0
109;100;3000;15 tot 25 jaar;2003;976;112.0;50.0;62.0
110;100;3000;15 tot 25 jaar;2004;979;112.0;53.0;59.0
111;100;3000;15 tot 25 jaar;2005;983;115.0;54.0;61.0
112;100;3000;15 tot 25 jaar;2006;987;112.0;51.0;61.0
113;100;3000;15 tot 25 jaar;2007;994;;;
114;100;3000;15 tot 25 jaar;2008;1005;117.0;;
115;100;3000;15 tot 25 jaar;2009;1014;132.0;68.0;63.0
116;100;3000;15 tot 25 jaar;2010;1017;105.0;56.0;50.0
117;100;3000;15 tot 25 jaar;2011;1020;100.0;56.0;44.0
118;100;3000;15 tot 25 jaar;2012;1027;92.0;50.0;42.0
119;100;3000;15 tot 25 jaar;2013;1036;100.0;65.0;34.0
120;100;3000;25 tot 35 jaar;2000;1242;183.0;107.0;76.0
121;100;3000;25 tot 35 jaar;2001 voor revisie;1214;177.0;98.0;79.0
122;100;3000;25 tot 35 jaar;2001 na revisie;1213;177.0;98.0;80.0
123;100;3000;25 tot 35 jaar;2002;1183;184.0;103.0;81.0
124;100;3000;25 tot 35 jaar;2003;1149;184.0;106.0;79.0
125;100;3000;25 tot 35 jaar;2004;1110;164.0;93.0;71.0
126;100;3000;25 tot 35 jaar;2005;1070;162.0;94.0;68.0
127;100;3000;25 tot 35 jaar;2006;1037;153.0;88.0;65.0
128;100;3000;25 tot 35 jaar;2007;1011;;;
129;100;3000;25 tot 35 jaar;2008;998;135.0;;
130;100;3000;25 tot 35 jaar;2009;989;133.0;73.0;59.0
131;100;3000;25 tot 35 jaar;2010;986;110.0;63.0;47.0
132;100;3000;25 tot 35 jaar;2011;987;104.0;57.0;46.0
133;100;3000;25 tot 35 jaar;2012;1004;101.0;57.0;44.0
134;100;3000;25 tot 35 jaar;2013;1024;105.0;74.0;30.0
135;100;3000;35 tot 45 jaar;2000;1283;284.0;167.0;117.0
136;100;3000;35 tot 45 jaar;2001 voor revisie;1299;268.0;166.0;103.0
137;100;3000;35 tot 45 jaar;2001 na revisie;1299;266.0;162.0;104.0
138;100;3000;35 tot 45 jaar;2002;1308;282.0;172.0;110.0
139;100;3000;35 tot 45 jaar;2003;1313;281.0;174.0;107.0
140;100;3000;35 tot 45 jaar;2004;1317;282.0;173.0;109.0
141;100;3000;35 tot 45 jaar;2005;1319;283.0;168.0;115.0
142;100;3000;35 tot 45 jaar;2006;1313;258.0;155.0;103.0
143;100;3000;35 tot 45 jaar;2007;1299;;;
144;100;3000;35 tot 45 jaar;2008;1279;234.0;;
145;100;3000;35 tot 45 jaar;2009;1245;224.0;129.0;95.0
146;100;3000;35 tot 45 jaar;2010;1215;201.0;110.0;91.0
147;100;3000;35 tot 45 jaar;2011;1182;177.0;110.0;67.0
148;100;3000;35 tot 45 jaar;2012;1156;169.0;100.0;69.0
149;100;3000;35 tot 45 jaar;2013;1132;175.0;123.0;51.0
150;100;3000;45 tot 55 jaar;2000;1160;341.0;232.0;109.0
151;100;3000;45 tot 55 jaar;2001 voor revisie;1164;357.0;242.0;114.0
152;100;3000;45 tot 55 jaar;2001 na revisie;1164;364.0;249.0;115.0
153;100;3000;45 tot 55 jaar;2002;1154;352.0;249.0;103.0
154;100;3000;45 tot 55 jaar;2003;1151;340.0;230.0;110.0
155;100;3000;45 tot 55 jaar;2004;1154;350.0;232.0;118.0
156;100;3000;45 tot 55 jaar;2005;1163;343.0;222.0;120.0
157;100;3000;45 tot 55 jaar;2006;1175;325.0;204.0;121.0
158;100;3000;45 tot 55 jaar;2007;1188;;;
159;100;3000;45 tot 55 jaar;2008;1203;317.0;;
160;100;3000;45 tot 55 jaar;2009;1222;320.0;198.0;122.0
161;100;3000;45 tot 55 jaar;2010;1235;299.0;186.0;113.0
162;100;3000;45 tot 55 jaar;2011;1245;239.0;148.0;91.0
163;100;3000;45 tot 55 jaar;2012;1256;257.0;166.0;91.0
164;100;3000;45 tot 55 jaar;2013;1264;236.0;164.0;72.0
165;100;3000;55 tot 65 jaar;2000;797;321.0;209.0;111.0
166;100;3000;55 tot 65 jaar;2001 voor revisie;833;332.0;218.0;114.0
167;100;3000;55 tot 65 jaar;2001 na revisie;833;344.0;233.0;111.0
168;100;3000;55 tot 65 jaar;2002;883;363.0;264.0;98.0
169;100;3000;55 tot 65 jaar;2003;923;378.0;272.0;106.0
170;100;3000;55 tot 65 jaar;2004;955;383.0;272.0;111.0
171;100;3000;55 tot 65 jaar;2005;982;397.0;269.0;128.0
172;100;3000;55 tot 65 jaar;2006;1005;398.0;282.0;116.0
173;100;3000;55 tot 65 jaar;2007;1029;;;
174;100;3000;55 tot 65 jaar;2008;1049;387.0;;
175;100;3000;55 tot 65 jaar;2009;1066;399.0;268.0;132.0
176;100;3000;55 tot 65 jaar;2010;1080;383.0;247.0;135.0
177;100;3000;55 tot 65 jaar;2011;1083;349.0;231.0;118.0
178;100;3000;55 tot 65 jaar;2012;1076;329.0;211.0;119.0
179;100;3000;55 tot 65 jaar;2013;1076;329.0;239.0;90.0
180;100;4000;Totaal leeftijd;2000;5295;1286.0;713.0;572.0
181;100;4000;Totaal leeftijd;2001 voor revisie;5332;1340.0;763.0;577.0
182;100;4000;Totaal leeftijd;2001 na revisie;5332;1370.0;788.0;582.0
183;100;4000;Totaal leeftijd;2002;5366;1398.0;959.0;439.0
184;100;4000;Totaal leeftijd;2003;5391;1423.0;975.0;449.0
185;100;4000;Totaal leeftijd;2004;5409;1413.0;976.0;437.0
186;100;4000;Totaal leeftijd;2005;5423;1423.0;956.0;467.0
187;100;4000;Totaal leeftijd;2006;5434;1400.0;944.0;455.0
188;100;4000;Totaal leeftijd;2007;5447;;;
189;100;4000;Totaal leeftijd;2008;5464;1320.0;;
190;100;4000;Totaal leeftijd;2009;5478;1351.0;915.0;434.0
191;100;4000;Totaal leeftijd;2010;5485;1241.0;814.0;427.0
192;100;4000;Totaal leeftijd;2011;5477;1145.0;782.0;363.0
193;100;4000;Totaal leeftijd;2012;5473;1137.0;766.0;371.0
194;100;4000;Totaal leeftijd;2013;5481;1148.0;885.0;262.0
195;100;4000;15 tot 25 jaar;2000;921;127.0;48.0;78.0
196;100;4000;15 tot 25 jaar;2001 voor revisie;929;135.0;55.0;80.0
197;100;4000;15 tot 25 jaar;2001 na revisie;929;135.0;54.0;81.0
198;100;4000;15 tot 25 jaar;2002;938;133.0;69.0;63.0
199;100;4000;15 tot 25 jaar;2003;945;132.0;69.0;63.0
200;100;4000;15 tot 25 jaar;2004;950;128.0;64.0;64.0
201;100;4000;15 tot 25 jaar;2005;954;128.0;65.0;63.0
202;100;4000;15 tot 25 jaar;2006;957;124.0;67.0;58.0
203;100;4000;15 tot 25 jaar;2007;963;;;
204;100;4000;15 tot 25 jaar;2008;974;129.0;;
205;100;4000;15 tot 25 jaar;2009;985;130.0;67.0;62.0
206;100;4000;15 tot 25 jaar;2010;989;116.0;60.0;55.0
207;100;4000;15 tot 25 jaar;2011;991;102.0;59.0;43.0
208;100;4000;15 tot 25 jaar;2012;996;102.0;60.0;42.0
209;100;4000;15 tot 25 jaar;2013;1004;114.0;78.0;36.0
210;100;4000;25 tot 35 jaar;2000;1207;226.0;126.0;100.0
211;100;4000;25 tot 35 jaar;2001 voor revisie;1184;225.0;131.0;95.0
212;100;4000;25 tot 35 jaar;2001 na revisie;1184;231.0;136.0;95.0
213;100;4000;25 tot 35 jaar;2002;1159;239.0;160.0;78.0
214;100;4000;25 tot 35 jaar;2003;1132;223.0;142.0;81.0
215;100;4000;25 tot 35 jaar;2004;1100;215.0;141.0;74.0
216;100;4000;25 tot 35 jaar;2005;1067;205.0;125.0;80.0
217;100;4000;25 tot 35 jaar;2006;1038;190.0;120.0;70.0
218;100;4000;25 tot 35 jaar;2007;1013;;;
219;100;4000;25 tot 35 jaar;2008;998;167.0;;
220;100;4000;25 tot 35 jaar;2009;991;165.0;111.0;54.0
221;100;4000;25 tot 35 jaar;2010;990;143.0;86.0;57.0
222;100;4000;25 tot 35 jaar;2011;993;138.0;88.0;50.0
223;100;4000;25 tot 35 jaar;2012;1004;138.0;89.0;49.0
224;100;4000;25 tot 35 jaar;2013;1015;137.0;102.0;35.0
225;100;4000;35 tot 45 jaar;2000;1246;283.0;167.0;116.0
226;100;4000;35 tot 45 jaar;2001 voor revisie;1260;303.0;174.0;129.0
227;100;4000;35 tot 45 jaar;2001 na revisie;1260;308.0;180.0;129.0
228;100;4000;35 tot 45 jaar;2002;1269;302.0;210.0;92.0
229;100;4000;35 tot 45 jaar;2003;1276;328.0;222.0;106.0
230;100;4000;35 tot 45 jaar;2004;1282;319.0;219.0;100.0
231;100;4000;35 tot 45 jaar;2005;1287;317.0;209.0;108.0
232;100;4000;35 tot 45 jaar;2006;1285;306.0;199.0;107.0
233;100;4000;35 tot 45 jaar;2007;1276;;;
234;100;4000;35 tot 45 jaar;2008;1260;276.0;;
235;100;4000;35 tot 45 jaar;2009;1233;272.0;175.0;97.0
236;100;4000;35 tot 45 jaar;2010;1208;256.0;165.0;91.0
237;100;4000;35 tot 45 jaar;2011;1179;218.0;148.0;69.0
238;100;4000;35 tot 45 jaar;2012;1155;216.0;146.0;70.0
239;100;4000;35 tot 45 jaar;2013;1133;211.0;164.0;48.0
240;100;4000;45 tot 55 jaar;2000;1127;347.0;224.0;123.0
241;100;4000;45 tot 55 jaar;2001 voor revisie;1134;369.0;236.0;133.0
242;100;4000;45 tot 55 jaar;2001 na revisie;1134;376.0;242.0;134.0
243;100;4000;45 tot 55 jaar;2002;1128;375.0;274.0;101.0
244;100;4000;45 tot 55 jaar;2003;1128;371.0;270.0;101.0
245;100;4000;45 tot 55 jaar;2004;1135;379.0;280.0;98.0
246;100;4000;45 tot 55 jaar;2005;1147;382.0;280.0;102.0
247;100;4000;45 tot 55 jaar;2006;1161;382.0;276.0;107.0
248;100;4000;45 tot 55 jaar;2007;1176;;;
249;100;4000;45 tot 55 jaar;2008;1192;351.0;;
250;100;4000;45 tot 55 jaar;2009;1211;371.0;265.0;105.0
251;100;4000;45 tot 55 jaar;2010;1223;346.0;237.0;109.0
252;100;4000;45 tot 55 jaar;2011;1233;316.0;225.0;90.0
253;100;4000;45 tot 55 jaar;2012;1243;319.0;218.0;101.0
254;100;4000;45 tot 55 jaar;2013;1252;321.0;245.0;76.0
255;100;4000;55 tot 65 jaar;2000;792;303.0;149.0;154.0
256;100;4000;55 tot 65 jaar;2001 voor revisie;825;308.0;168.0;140.0
257;100;4000;55 tot 65 jaar;2001 na revisie;825;320.0;177.0;143.0
258;100;4000;55 tot 65 jaar;2002;872;350.0;246.0;104.0
259;100;4000;55 tot 65 jaar;2003;911;369.0;272.0;97.0
260;100;4000;55 tot 65 jaar;2004;942;373.0;272.0;101.0
261;100;4000;55 tot 65 jaar;2005;968;391.0;277.0;114.0
262;100;4000;55 tot 65 jaar;2006;992;397.0;283.0;114.0
263;100;4000;55 tot 65 jaar;2007;1018;;;
264;100;4000;55 tot 65 jaar;2008;1040;398.0;;
265;100;4000;55 tot 65 jaar;2009;1059;413.0;296.0;116.0
266;100;4000;55 tot 65 jaar;2010;1075;381.0;266.0;115.0
267;100;4000;55 tot 65 jaar;2011;1081;372.0;261.0;111.0
268;100;4000;55 tot 65 jaar;2012;1075;362.0;254.0;108.0
269;100;4000;55 tot 65 jaar;2013;1077;364.0;297.0;67.0
270;Totaal beroepsbevolking;1100;Totaal leeftijd;2000;7187;1380.0;808.0;572.0
271;Totaal beroepsbevolking;1100;Totaal leeftijd;2001 voor revisie;7273;1380.0;811.0;568.0
272;Totaal beroepsbevolking;1100;Totaal leeftijd;2001 na revisie;7187;1370.0;803.0;566.0
273;Totaal beroepsbevolking;1100;Totaal leeftijd;2002;7312;1408.0;825.0;583.0
274;Totaal beroepsbevolking;1100;Totaal leeftijd;2003;7364;1437.0;827.0;610.0
275;Totaal beroepsbevolking;1100;Totaal leeftijd;2004;7417;1439.0;830.0;609.0
276;Totaal beroepsbevolking;1100;Totaal leeftijd;2005;7455;1447.0;798.0;649.0
277;Totaal beroepsbevolking;1100;Totaal leeftijd;2006;7507;1407.0;776.0;631.0
278;Totaal beroepsbevolking;1100;Totaal leeftijd;2007;7653;;;
279;Totaal beroepsbevolking;1100;Totaal leeftijd;2008;7801;1370.0;;
280;Totaal beroepsbevolking;1100;Totaal leeftijd;2009;7847;1403.0;769.0;634.0
281;Totaal beroepsbevolking;1100;Totaal leeftijd;2010;7817;1251.0;641.0;610.0
282;Totaal beroepsbevolking;1100;Totaal leeftijd;2011;7811;1073.0;563.0;510.0
283;Totaal beroepsbevolking;1100;Totaal leeftijd;2012;7894;1080.0;557.0;523.0
284;Totaal beroepsbevolking;1100;Totaal leeftijd;2013;7939;1007.0;613.0;394.0
285;Totaal beroepsbevolking;1100;15 tot 25 jaar;2000;884;121.0;63.0;58.0
286;Totaal beroepsbevolking;1100;15 tot 25 jaar;2001 voor revisie;920;126.0;65.0;61.0
287;Totaal beroepsbevolking;1100;15 tot 25 jaar;2001 na revisie;919;128.0;66.0;62.0
288;Totaal beroepsbevolking;1100;15 tot 25 jaar;2002;923;119.0;62.0;57.0
289;Totaal beroepsbevolking;1100;15 tot 25 jaar;2003;905;122.0;61.0;61.0
290;Totaal beroepsbevolking;1100;15 tot 25 jaar;2004;880;110.0;56.0;54.0
291;Totaal beroepsbevolking;1100;15 tot 25 jaar;2005;855;102.0;51.0;51.0
292;Totaal beroepsbevolking;1100;15 tot 25 jaar;2006;850;100.0;49.0;51.0
293;Totaal beroepsbevolking;1100;15 tot 25 jaar;2007;886;;;
294;Totaal beroepsbevolking;1100;15 tot 25 jaar;2008;908;98.0;;
295;Totaal beroepsbevolking;1100;15 tot 25 jaar;2009;908;104.0;54.0;50.0
296;Totaal beroepsbevolking;1100;15 tot 25 jaar;2010;856;90.0;46.0;44.0
297;Totaal beroepsbevolking;1100;15 tot 25 jaar;2011;847;76.0;42.0;34.0
298;Totaal beroepsbevolking;1100;15 tot 25 jaar;2012;861;68.0;37.0;31.0
299;Totaal beroepsbevolking;1100;15 tot 25 jaar;2013;864;74.0;46.0;28.0
300;Totaal beroepsbevolking;1100;25 tot 35 jaar;2000;2069;305.0;176.0;129.0
301;Totaal beroepsbevolking;1100;25 tot 35 jaar;2001 voor revisie;2003;284.0;160.0;124.0
302;Totaal beroepsbevolking;1100;25 tot 35 jaar;2001 na revisie;2001;289.0;163.0;126.0
303;Totaal beroepsbevolking;1100;25 tot 35 jaar;2002;1961;300.0;170.0;130.0
304;Totaal beroepsbevolking;1100;25 tot 35 jaar;2003;1923;289.0;159.0;130.0
305;Totaal beroepsbevolking;1100;25 tot 35 jaar;2004;1888;279.0;159.0;120.0
306;Totaal beroepsbevolking;1100;25 tot 35 jaar;2005;1829;262.0;138.0;124.0
307;Totaal beroepsbevolking;1100;25 tot 35 jaar;2006;1784;246.0;133.0;113.0
308;Totaal beroepsbevolking;1100;25 tot 35 jaar;2007;1757;;;
309;Totaal beroepsbevolking;1100;25 tot 35 jaar;2008;1758;221.0;;
310;Totaal beroepsbevolking;1100;25 tot 35 jaar;2009;1750;218.0;121.0;97.0
311;Totaal beroepsbevolking;1100;25 tot 35 jaar;2010;1745;180.0;88.0;91.0
312;Totaal beroepsbevolking;1100;25 tot 35 jaar;2011;1735;162.0;79.0;82.0
313;Totaal beroepsbevolking;1100;25 tot 35 jaar;2012;1749;155.0;75.0;80.0
314;Totaal beroepsbevolking;1100;25 tot 35 jaar;2013;1758;141.0;88.0;53.0
315;Totaal beroepsbevolking;1100;35 tot 45 jaar;2000;2023;394.0;225.0;169.0
316;Totaal beroepsbevolking;1100;35 tot 45 jaar;2001 voor revisie;2066;386.0;224.0;162.0
317;Totaal beroepsbevolking;1100;35 tot 45 jaar;2001 na revisie;2061;389.0;227.0;163.0
318;Totaal beroepsbevolking;1100;35 tot 45 jaar;2002;2091;395.0;231.0;164.0
319;Totaal beroepsbevolking;1100;35 tot 45 jaar;2003;2104;407.0;234.0;173.0
320;Totaal beroepsbevolking;1100;35 tot 45 jaar;2004;2125;402.0;229.0;173.0
321;Totaal beroepsbevolking;1100;35 tot 45 jaar;2005;2158;410.0;223.0;187.0
322;Totaal beroepsbevolking;1100;35 tot 45 jaar;2006;2179;387.0;211.0;177.0
323;Totaal beroepsbevolking;1100;35 tot 45 jaar;2007;2184;;;
324;Totaal beroepsbevolking;1100;35 tot 45 jaar;2008;2184;355.0;;
325;Totaal beroepsbevolking;1100;35 tot 45 jaar;2009;2138;346.0;180.0;166.0
326;Totaal beroepsbevolking;1100;35 tot 45 jaar;2010;2086;306.0;147.0;159.0
327;Totaal beroepsbevolking;1100;35 tot 45 jaar;2011;2016;241.0;126.0;116.0
328;Totaal beroepsbevolking;1100;35 tot 45 jaar;2012;1987;247.0;129.0;118.0
329;Totaal beroepsbevolking;1100;35 tot 45 jaar;2013;1944;221.0;139.0;82.0
330;Totaal beroepsbevolking;1100;45 tot 55 jaar;2000;1661;394.0;241.0;153.0
331;Totaal beroepsbevolking;1100;45 tot 55 jaar;2001 voor revisie;1696;417.0;254.0;163.0
332;Totaal beroepsbevolking;1100;45 tot 55 jaar;2001 na revisie;1655;407.0;247.0;161.0
333;Totaal beroepsbevolking;1100;45 tot 55 jaar;2002;1685;402.0;247.0;155.0
334;Totaal beroepsbevolking;1100;45 tot 55 jaar;2003;1721;412.0;248.0;165.0
335;Totaal beroepsbevolking;1100;45 tot 55 jaar;2004;1745;425.0;254.0;171.0
336;Totaal beroepsbevolking;1100;45 tot 55 jaar;2005;1790;434.0;255.0;180.0
337;Totaal beroepsbevolking;1100;45 tot 55 jaar;2006;1833;426.0;236.0;190.0
338;Totaal beroepsbevolking;1100;45 tot 55 jaar;2007;1882;;;
339;Totaal beroepsbevolking;1100;45 tot 55 jaar;2008;1941;423.0;;
340;Totaal beroepsbevolking;1100;45 tot 55 jaar;2009;1978;435.0;241.0;194.0
341;Totaal beroepsbevolking;1100;45 tot 55 jaar;2010;2025;401.0;215.0;186.0
342;Totaal beroepsbevolking;1100;45 tot 55 jaar;2011;2058;328.0;171.0;157.0
343;Totaal beroepsbevolking;1100;45 tot 55 jaar;2012;2077;342.0;180.0;161.0
344;Totaal beroepsbevolking;1100;45 tot 55 jaar;2013;2095;307.0;182.0;125.0
345;Totaal beroepsbevolking;1100;55 tot 65 jaar;2000;551;166.0;103.0;63.0
346;Totaal beroepsbevolking;1100;55 tot 65 jaar;2001 voor revisie;588;167.0;109.0;58.0
347;Totaal beroepsbevolking;1100;55 tot 65 jaar;2001 na revisie;551;156.0;102.0;54.0
348;Totaal beroepsbevolking;1100;55 tot 65 jaar;2002;651;191.0;115.0;77.0
349;Totaal beroepsbevolking;1100;55 tot 65 jaar;2003;712;207.0;125.0;82.0
350;Totaal beroepsbevolking;1100;55 tot 65 jaar;2004;779;224.0;132.0;91.0
351;Totaal beroepsbevolking;1100;55 tot 65 jaar;2005;823;239.0;132.0;107.0
352;Totaal beroepsbevolking;1100;55 tot 65 jaar;2006;861;248.0;148.0;100.0
353;Totaal beroepsbevolking;1100;55 tot 65 jaar;2007;944;;;
354;Totaal beroepsbevolking;1100;55 tot 65 jaar;2008;1010;273.0;;
355;Totaal beroepsbevolking;1100;55 tot 65 jaar;2009;1073;300.0;173.0;127.0
356;Totaal beroepsbevolking;1100;55 tot 65 jaar;2010;1104;275.0;145.0;130.0
357;Totaal beroepsbevolking;1100;55 tot 65 jaar;2011;1156;266.0;145.0;121.0
358;Totaal beroepsbevolking;1100;55 tot 65 jaar;2012;1220;269.0;136.0;133.0
359;Totaal beroepsbevolking;1100;55 tot 65 jaar;2013;1279;265.0;159.0;106.0
