ID;Geslacht;Leeftijd;Opleidingsniveau;Cijfersoort;Perioden;Levensverwachting_1;LevensverwInAlsGoedErvarenGezondh_2;LevensverwZonderLichBeperkingen_3;LevensverwZonderChronischeZiektes_4;LevensverwInGoedeGeestelijkeGezondh_5
33;Mannen;0 jaar;Havo, vwo, mbo;Aantal jaren;2009/2012;79.9;66.3;72.6;46.9;74.3
34;Mannen;0 jaar;Havo, vwo, mbo;Aantal jaren;2011/2014;80.1;65.8;72.7;47.6;74.0
35;Mannen;0 jaar;Havo, vwo, mbo;Standaardfout;1997/2005;0.1;0.3;0.2;0.3;
36;Mannen;0 jaar;Havo, vwo, mbo;Standaardfout;1997/2000;0.2;0.4;0.3;0.5;
37;Mannen;0 jaar;Havo, vwo, mbo;Standaardfout;2001/2004;0.1;0.4;0.3;0.4;0.3
38;Mannen;0 jaar;Havo, vwo, mbo;Standaardfout;2005/2008;0.1;0.4;0.3;0.4;0.3
39;Mannen;0 jaar;Havo, vwo, mbo;Standaardfout;2007/2010;0.1;0.4;0.4;0.5;0.3
40;Mannen;0 jaar;Havo, vwo, mbo;Standaardfout;2009/2012;0.1;0.4;0.4;0.4;0.3
41;Mannen;0 jaar;Havo, vwo, mbo;Standaardfout;2011/2014;0.1;0.4;0.4;0.4;0.4
42;Mannen;0 jaar;Hbo, universiteit;Aantal jaren;1997/2005;79.1;69.0;74.6;52.2;
43;Mannen;0 jaar;Hbo, universiteit;Aantal jaren;1997/2000;78.5;68.9;74.3;52.8;
44;Mannen;0 jaar;Hbo, universiteit;Aantal jaren;2001/2004;79.3;68.6;74.6;51.2;75.6
45;Mannen;0 jaar;Hbo, universiteit;Aantal jaren;2005/2008;81.4;72.3;76.8;52.4;78.0
46;Mannen;0 jaar;Hbo, universiteit;Aantal jaren;2007/2010;81.7;72.6;76.5;52.9;77.6
47;Mannen;0 jaar;Hbo, universiteit;Aantal jaren;2009/2012;81.8;71.5;76.4;52.3;77.2
48;Mannen;0 jaar;Hbo, universiteit;Aantal jaren;2011/2014;82.6;71.7;76.9;52.1;77.1
49;Mannen;0 jaar;Hbo, universiteit;Standaardfout;1997/2005;0.1;0.3;0.3;0.4;
50;Mannen;0 jaar;Hbo, universiteit;Standaardfout;1997/2000;0.3;0.6;0.5;0.7;
51;Mannen;0 jaar;Hbo, universiteit;Standaardfout;2001/2004;0.2;0.5;0.4;0.6;0.3
52;Mannen;0 jaar;Hbo, universiteit;Standaardfout;2005/2008;0.1;0.5;0.4;0.6;0.3
53;Mannen;0 jaar;Hbo, universiteit;Standaardfout;2007/2010;0.1;0.4;0.4;0.5;0.3
54;Mannen;0 jaar;Hbo, universiteit;Standaardfout;2009/2012;0.1;0.4;0.4;0.5;0.3
55;Mannen;0 jaar;Hbo, universiteit;Standaardfout;2011/2014;0.1;0.4;0.4;0.5;0.4
56;Mannen;1 jaar;Basisonderwijs;Aantal jaren;1997/2005;71.7;49.5;61.3;43.3;
57;Mannen;1 jaar;Basisonderwijs;Aantal jaren;1997/2000;70.5;51.0;60.8;43.5;
58;Mannen;1 jaar;Basisonderwijs;Aantal jaren;2001/2004;71.8;50.8;60.2;43.1;62.4
59;Mannen;1 jaar;Basisonderwijs;Aantal jaren;2005/2008;73.6;52.4;61.9;42.4;65.3
60;Mannen;1 jaar;Basisonderwijs;Aantal jaren;2007/2010;73.8;52.5;62.9;40.8;67.1
61;Mannen;1 jaar;Basisonderwijs;Aantal jaren;2009/2012;74.7;52.3;61.3;40.7;64.5
62;Mannen;1 jaar;Basisonderwijs;Aantal jaren;2011/2014;75.9;52.3;62.7;40.2;66.7
63;Mannen;1 jaar;Basisonderwijs;Standaardfout;1997/2005;0.2;0.8;0.6;0.9;
64;Mannen;1 jaar;Basisonderwijs;Standaardfout;1997/2000;0.5;0.6;0.5;0.7;
65;Mannen;1 jaar;Basisonderwijs;Standaardfout;2001/2004;0.3;0.6;0.5;0.7;0.5
66;Mannen;1 jaar;Basisonderwijs;Standaardfout;2005/2008;0.2;0.6;0.5;0.6;0.5
67;Mannen;1 jaar;Basisonderwijs;Standaardfout;2007/2010;0.2;0.6;0.5;0.6;0.5
68;Mannen;1 jaar;Basisonderwijs;Standaardfout;2009/2012;0.2;0.6;0.7;0.6;0.7
69;Mannen;1 jaar;Basisonderwijs;Standaardfout;2011/2014;0.2;0.7;0.8;0.7;0.7
70;Mannen;1 jaar;Vmbo;Aantal jaren;1997/2005;74.0;59.0;66.8;45.8;
71;Mannen;1 jaar;Vmbo;Aantal jaren;1997/2000;73.4;59.0;66.8;47.2;
72;Mannen;1 jaar;Vmbo;Aantal jaren;2001/2004;74.4;58.7;65.8;45.1;68.8
73;Mannen;1 jaar;Vmbo;Aantal jaren;2005/2008;75.9;59.5;66.9;45.4;69.9
74;Mannen;1 jaar;Vmbo;Aantal jaren;2007/2010;76.9;60.5;66.5;44.6;70.7
75;Mannen;1 jaar;Vmbo;Aantal jaren;2009/2012;77.7;60.5;68.1;44.3;70.8
76;Mannen;1 jaar;Vmbo;Aantal jaren;2011/2014;78.0;60.6;68.6;45.3;71.2
77;Mannen;1 jaar;Vmbo;Standaardfout;1997/2005;0.1;0.3;0.3;0.4;
78;Mannen;1 jaar;Vmbo;Standaardfout;1997/2000;0.2;0.5;0.4;0.6;
79;Mannen;1 jaar;Vmbo;Standaardfout;2001/2004;0.2;0.5;0.4;0.6;0.4
80;Mannen;1 jaar;Vmbo;Standaardfout;2005/2008;0.1;0.5;0.4;0.6;0.4
81;Mannen;1 jaar;Vmbo;Standaardfout;2007/2010;0.1;0.5;0.4;0.5;0.4
82;Mannen;1 jaar;Vmbo;Standaardfout;2009/2012;0.1;0.4;0.4;0.5;0.4
83;Mannen;1 jaar;Vmbo;Standaardfout;2011/2014;0.1;0.5;0.5;0.5;0.4
84;Mannen;1 jaar;Havo, vwo, mbo;Aantal jaren;1997/2005;76.5;63.1;70.3;47.8;
85;Mannen;1 jaar;Havo, vwo, mbo;Aantal jaren;1997/2000;75.9;62.5;69.9;48.8;
86;Mannen;1 jaar;Havo, vwo, mbo;Aantal jaren;2001/2004;76.8;63.5;70.2;47.9;72.3
87;Mannen;1 jaar;Havo, vwo, mbo;Aantal jaren;2005/2008;77.9;64.5;71.1;46.2;73.7
88;Mannen;1 jaar;Havo, vwo, mbo;Aantal jaren;2007/2010;78.6;64.8;71.6;45.9;74.7
89;Mannen;1 jaar;Havo, vwo, mbo;Aantal jaren;2009/2012;79.2;65.5;71.9;46.1;73.7
90;Mannen;1 jaar;Havo, vwo, mbo;Aantal jaren;2011/2014;79.4;65.1;72.0;46.7;73.3
91;Mannen;1 jaar;Havo, vwo, mbo;Standaardfout;1997/2005;0.1;0.3;0.2;0.3;
92;Mannen;1 jaar;Havo, vwo, mbo;Standaardfout;1997/2000;0.2;0.4;0.3;0.5;
93;Mannen;1 jaar;Havo, vwo, mbo;Standaardfout;2001/2004;0.1;0.4;0.3;0.4;0.3
94;Mannen;1 jaar;Havo, vwo, mbo;Standaardfout;2005/2008;0.1;0.4;0.3;0.4;0.3
95;Mannen;1 jaar;Havo, vwo, mbo;Standaardfout;2007/2010;0.1;0.4;0.4;0.5;0.3
96;Mannen;1 jaar;Havo, vwo, mbo;Standaardfout;2009/2012;0.1;0.4;0.4;0.4;0.3
97;Mannen;1 jaar;Havo, vwo, mbo;Standaardfout;2011/2014;0.1;0.4;0.4;0.4;0.4
98;Mannen;1 jaar;Hbo, universiteit;Aantal jaren;1997/2005;78.5;68.3;74.0;51.5;
99;Mannen;1 jaar;Hbo, universiteit;Aantal jaren;1997/2000;77.9;68.3;73.7;52.1;
100;Mannen;1 jaar;Hbo, universiteit;Aantal jaren;2001/2004;78.7;68.0;74.0;50.5;75.0
101;Mannen;1 jaar;Hbo, universiteit;Aantal jaren;2005/2008;80.8;71.6;76.1;51.7;77.3
102;Mannen;1 jaar;Hbo, universiteit;Aantal jaren;2007/2010;81.0;71.9;75.8;52.1;76.9
103;Mannen;1 jaar;Hbo, universiteit;Aantal jaren;2009/2012;81.1;70.8;75.6;51.5;76.5
104;Mannen;1 jaar;Hbo, universiteit;Aantal jaren;2011/2014;81.8;71.0;76.2;51.3;76.4
105;Mannen;1 jaar;Hbo, universiteit;Standaardfout;1997/2005;0.1;0.3;0.3;0.4;
106;Mannen;1 jaar;Hbo, universiteit;Standaardfout;1997/2000;0.3;0.6;0.5;0.7;
107;Mannen;1 jaar;Hbo, universiteit;Standaardfout;2001/2004;0.2;0.5;0.4;0.6;0.3
108;Mannen;1 jaar;Hbo, universiteit;Standaardfout;2005/2008;0.1;0.5;0.4;0.6;0.3
109;Mannen;1 jaar;Hbo, universiteit;Standaardfout;2007/2010;0.1;0.4;0.4;0.5;0.3
110;Mannen;1 jaar;Hbo, universiteit;Standaardfout;2009/2012;0.1;0.4;0.4;0.5;0.3
111;Mannen;1 jaar;Hbo, universiteit;Standaardfout;2011/2014;0.1;0.4;0.4;0.5;0.4
112;Mannen;5 jaar;Basisonderwijs;Aantal jaren;1997/2005;67.9;45.9;57.4;40.3;
113;Mannen;5 jaar;Basisonderwijs;Aantal jaren;1997/2000;66.6;47.6;57.0;40.4;
114;Mannen;5 jaar;Basisonderwijs;Aantal jaren;2001/2004;67.9;47.1;56.3;39.9;58.5
115;Mannen;5 jaar;Basisonderwijs;Aantal jaren;2005/2008;69.7;48.7;58.0;39.0;61.5
116;Mannen;5 jaar;Basisonderwijs;Aantal jaren;2007/2010;69.9;48.9;59.0;37.4;63.3
117;Mannen;5 jaar;Basisonderwijs;Aantal jaren;2009/2012;70.8;48.8;57.4;37.2;60.7
118;Mannen;5 jaar;Basisonderwijs;Aantal jaren;2011/2014;72.1;48.7;58.8;36.8;62.9
119;Mannen;5 jaar;Basisonderwijs;Standaardfout;1997/2005;0.2;0.8;0.6;0.8;
120;Mannen;5 jaar;Basisonderwijs;Standaardfout;1997/2000;0.4;0.6;0.5;0.7;
121;Mannen;5 jaar;Basisonderwijs;Standaardfout;2001/2004;0.2;0.6;0.5;0.6;0.5
122;Mannen;5 jaar;Basisonderwijs;Standaardfout;2005/2008;0.2;0.6;0.5;0.6;0.5
123;Mannen;5 jaar;Basisonderwijs;Standaardfout;2007/2010;0.2;0.6;0.5;0.6;0.5
124;Mannen;5 jaar;Basisonderwijs;Standaardfout;2009/2012;0.2;0.6;0.7;0.6;0.7
125;Mannen;5 jaar;Basisonderwijs;Standaardfout;2011/2014;0.2;0.7;0.8;0.7;0.7
126;Mannen;5 jaar;Vmbo;Aantal jaren;1997/2005;70.2;55.5;62.9;42.6;
127;Mannen;5 jaar;Vmbo;Aantal jaren;1997/2000;69.5;55.4;62.9;44.0;
128;Mannen;5 jaar;Vmbo;Aantal jaren;2001/2004;70.5;55.1;61.9;42.0;64.9
129;Mannen;5 jaar;Vmbo;Aantal jaren;2005/2008;72.0;55.7;63.0;42.0;66.1
130;Mannen;5 jaar;Vmbo;Aantal jaren;2007/2010;73.0;57.0;62.6;41.1;67.0
131;Mannen;5 jaar;Vmbo;Aantal jaren;2009/2012;73.8;56.9;64.2;40.8;67.0
132;Mannen;5 jaar;Vmbo;Aantal jaren;2011/2014;74.0;57.0;64.6;41.8;67.3
133;Mannen;5 jaar;Vmbo;Standaardfout;1997/2005;0.1;0.3;0.3;0.4;
134;Mannen;5 jaar;Vmbo;Standaardfout;1997/2000;0.2;0.5;0.4;0.6;
135;Mannen;5 jaar;Vmbo;Standaardfout;2001/2004;0.1;0.5;0.4;0.6;0.4
136;Mannen;5 jaar;Vmbo;Standaardfout;2005/2008;0.1;0.5;0.4;0.5;0.3
137;Mannen;5 jaar;Vmbo;Standaardfout;2007/2010;0.1;0.5;0.4;0.5;0.4
138;Mannen;5 jaar;Vmbo;Standaardfout;2009/2012;0.1;0.4;0.4;0.5;0.4
139;Mannen;5 jaar;Vmbo;Standaardfout;2011/2014;0.1;0.5;0.5;0.5;0.4
140;Mannen;5 jaar;Havo, vwo, mbo;Aantal jaren;1997/2005;72.6;59.5;66.4;44.5;
141;Mannen;5 jaar;Havo, vwo, mbo;Aantal jaren;1997/2000;72.0;59.0;66.0;45.6;
142;Mannen;5 jaar;Havo, vwo, mbo;Aantal jaren;2001/2004;72.9;59.8;66.3;44.5;68.4
143;Mannen;5 jaar;Havo, vwo, mbo;Aantal jaren;2005/2008;73.9;60.7;67.2;42.8;69.8
144;Mannen;5 jaar;Havo, vwo, mbo;Aantal jaren;2007/2010;74.7;61.1;67.7;42.6;70.8
145;Mannen;5 jaar;Havo, vwo, mbo;Aantal jaren;2009/2012;75.3;61.8;68.0;42.6;69.8
146;Mannen;5 jaar;Havo, vwo, mbo;Aantal jaren;2011/2014;75.5;61.3;68.1;43.1;69.7
147;Mannen;5 jaar;Havo, vwo, mbo;Standaardfout;1997/2005;0.1;0.3;0.2;0.3;
148;Mannen;5 jaar;Havo, vwo, mbo;Standaardfout;1997/2000;0.2;0.4;0.3;0.5;
149;Mannen;5 jaar;Havo, vwo, mbo;Standaardfout;2001/2004;0.1;0.4;0.3;0.4;0.3
150;Mannen;5 jaar;Havo, vwo, mbo;Standaardfout;2005/2008;0.1;0.4;0.3;0.4;0.3
151;Mannen;5 jaar;Havo, vwo, mbo;Standaardfout;2007/2010;0.1;0.4;0.4;0.4;0.3
152;Mannen;5 jaar;Havo, vwo, mbo;Standaardfout;2009/2012;0.1;0.4;0.4;0.4;0.3
153;Mannen;5 jaar;Havo, vwo, mbo;Standaardfout;2011/2014;0.1;0.4;0.4;0.4;0.4
154;Mannen;5 jaar;Hbo, universiteit;Aantal jaren;1997/2005;74.6;64.7;70.1;48.1;
155;Mannen;5 jaar;Hbo, universiteit;Aantal jaren;1997/2000;74.0;64.7;69.8;48.8;
156;Mannen;5 jaar;Hbo, universiteit;Aantal jaren;2001/2004;74.7;64.3;70.0;47.0;71.1
157;Mannen;5 jaar;Hbo, universiteit;Aantal jaren;2005/2008;76.8;67.8;72.2;48.0;73.4
158;Mannen;5 jaar;Hbo, universiteit;Aantal jaren;2007/2010;77.0;68.1;71.8;48.4;73.1
159;Mannen;5 jaar;Hbo, universiteit;Aantal jaren;2009/2012;77.2;67.0;71.7;47.9;72.7
160;Mannen;5 jaar;Hbo, universiteit;Aantal jaren;2011/2014;77.9;67.3;72.3;47.6;72.7
161;Mannen;5 jaar;Hbo, universiteit;Standaardfout;1997/2005;0.1;0.3;0.3;0.4;
162;Mannen;5 jaar;Hbo, universiteit;Standaardfout;1997/2000;0.3;0.5;0.5;0.7;
163;Mannen;5 jaar;Hbo, universiteit;Standaardfout;2001/2004;0.2;0.5;0.4;0.6;0.3
164;Mannen;5 jaar;Hbo, universiteit;Standaardfout;2005/2008;0.1;0.5;0.4;0.6;0.3
165;Mannen;5 jaar;Hbo, universiteit;Standaardfout;2007/2010;0.1;0.4;0.4;0.5;0.3
166;Mannen;5 jaar;Hbo, universiteit;Standaardfout;2009/2012;0.1;0.4;0.4;0.5;0.3
167;Mannen;5 jaar;Hbo, universiteit;Standaardfout;2011/2014;0.1;0.4;0.4;0.5;0.4
168;Mannen;10 jaar;Basisonderwijs;Aantal jaren;1997/2005;63.0;42.0;52.5;36.4;
169;Mannen;10 jaar;Basisonderwijs;Aantal jaren;1997/2000;61.8;43.3;52.1;36.4;
170;Mannen;10 jaar;Basisonderwijs;Aantal jaren;2001/2004;63.0;42.6;51.4;35.7;53.7
171;Mannen;10 jaar;Basisonderwijs;Aantal jaren;2005/2008;64.8;44.0;53.0;34.9;56.8
172;Mannen;10 jaar;Basisonderwijs;Aantal jaren;2007/2010;64.9;44.1;54.0;33.1;58.5
173;Mannen;10 jaar;Basisonderwijs;Aantal jaren;2009/2012;65.9;44.0;52.5;32.8;55.8
174;Mannen;10 jaar;Basisonderwijs;Aantal jaren;2011/2014;67.1;44.0;53.8;32.3;58.1
175;Mannen;10 jaar;Basisonderwijs;Standaardfout;1997/2005;0.2;0.7;0.6;0.8;
176;Mannen;10 jaar;Basisonderwijs;Standaardfout;1997/2000;0.4;0.6;0.5;0.7;
177;Mannen;10 jaar;Basisonderwijs;Standaardfout;2001/2004;0.2;0.6;0.5;0.6;0.5
178;Mannen;10 jaar;Basisonderwijs;Standaardfout;2005/2008;0.2;0.6;0.5;0.6;0.5
179;Mannen;10 jaar;Basisonderwijs;Standaardfout;2007/2010;0.2;0.6;0.5;0.6;0.4
180;Mannen;10 jaar;Basisonderwijs;Standaardfout;2009/2012;0.2;0.6;0.7;0.6;0.7
181;Mannen;10 jaar;Basisonderwijs;Standaardfout;2011/2014;0.2;0.7;0.8;0.7;0.7
182;Mannen;10 jaar;Vmbo;Aantal jaren;1997/2005;65.3;51.0;58.0;38.5;
183;Mannen;10 jaar;Vmbo;Aantal jaren;1997/2000;64.6;51.1;58.0;40.0;
184;Mannen;10 jaar;Vmbo;Aantal jaren;2001/2004;65.6;50.6;57.0;37.7;60.1
185;Mannen;10 jaar;Vmbo;Aantal jaren;2005/2008;67.1;51.0;58.1;37.8;61.4
186;Mannen;10 jaar;Vmbo;Aantal jaren;2007/2010;68.0;52.2;57.6;36.8;62.2
187;Mannen;10 jaar;Vmbo;Aantal jaren;2009/2012;68.8;52.1;59.3;36.4;62.1
188;Mannen;10 jaar;Vmbo;Aantal jaren;2011/2014;69.0;52.2;59.7;37.3;62.5
189;Mannen;10 jaar;Vmbo;Standaardfout;1997/2005;0.1;0.3;0.3;0.4;
190;Mannen;10 jaar;Vmbo;Standaardfout;1997/2000;0.2;0.5;0.4;0.6;
191;Mannen;10 jaar;Vmbo;Standaardfout;2001/2004;0.1;0.5;0.4;0.6;0.4
192;Mannen;10 jaar;Vmbo;Standaardfout;2005/2008;0.1;0.5;0.4;0.5;0.3
193;Mannen;10 jaar;Vmbo;Standaardfout;2007/2010;0.1;0.5;0.4;0.5;0.4
194;Mannen;10 jaar;Vmbo;Standaardfout;2009/2012;0.1;0.4;0.4;0.5;0.4
195;Mannen;10 jaar;Vmbo;Standaardfout;2011/2014;0.1;0.5;0.5;0.5;0.4
196;Mannen;10 jaar;Havo, vwo, mbo;Aantal jaren;1997/2005;67.6;54.8;61.4;40.3;
197;Mannen;10 jaar;Havo, vwo, mbo;Aantal jaren;1997/2000;67.0;54.3;61.0;41.3;
198;Mannen;10 jaar;Havo, vwo, mbo;Aantal jaren;2001/2004;67.9;55.1;61.3;40.3;63.5
199;Mannen;10 jaar;Havo, vwo, mbo;Aantal jaren;2005/2008;69.0;56.1;62.2;38.7;65.0
200;Mannen;10 jaar;Havo, vwo, mbo;Aantal jaren;2007/2010;69.7;56.3;62.7;38.4;65.9
201;Mannen;10 jaar;Havo, vwo, mbo;Aantal jaren;2009/2012;70.3;57.1;63.0;38.3;65.0
202;Mannen;10 jaar;Havo, vwo, mbo;Aantal jaren;2011/2014;70.5;56.5;63.1;38.6;65.0
203;Mannen;10 jaar;Havo, vwo, mbo;Standaardfout;1997/2005;0.1;0.3;0.2;0.3;
204;Mannen;10 jaar;Havo, vwo, mbo;Standaardfout;1997/2000;0.2;0.4;0.3;0.5;
205;Mannen;10 jaar;Havo, vwo, mbo;Standaardfout;2001/2004;0.1;0.4;0.3;0.4;0.3
206;Mannen;10 jaar;Havo, vwo, mbo;Standaardfout;2005/2008;0.1;0.4;0.3;0.4;0.2
207;Mannen;10 jaar;Havo, vwo, mbo;Standaardfout;2007/2010;0.1;0.4;0.4;0.4;0.3
208;Mannen;10 jaar;Havo, vwo, mbo;Standaardfout;2009/2012;0.1;0.4;0.4;0.4;0.3
209;Mannen;10 jaar;Havo, vwo, mbo;Standaardfout;2011/2014;0.1;0.3;0.4;0.4;0.3
210;Mannen;10 jaar;Hbo, universiteit;Aantal jaren;1997/2005;69.6;60.0;65.1;43.8;
211;Mannen;10 jaar;Hbo, universiteit;Aantal jaren;1997/2000;69.0;60.1;64.8;44.4;
212;Mannen;10 jaar;Hbo, universiteit;Aantal jaren;2001/2004;69.8;59.5;65.0;42.8;66.2
213;Mannen;10 jaar;Hbo, universiteit;Aantal jaren;2005/2008;71.8;63.1;67.2;43.6;68.5
214;Mannen;10 jaar;Hbo, universiteit;Aantal jaren;2007/2010;72.0;63.3;66.9;44.0;68.2
215;Mannen;10 jaar;Hbo, universiteit;Aantal jaren;2009/2012;72.2;62.1;66.7;43.3;67.9
216;Mannen;10 jaar;Hbo, universiteit;Aantal jaren;2011/2014;73.0;62.4;67.3;43.1;68.1
217;Mannen;10 jaar;Hbo, universiteit;Standaardfout;1997/2005;0.1;0.3;0.3;0.4;
218;Mannen;10 jaar;Hbo, universiteit;Standaardfout;1997/2000;0.3;0.5;0.5;0.7;
219;Mannen;10 jaar;Hbo, universiteit;Standaardfout;2001/2004;0.2;0.5;0.4;0.6;0.3
220;Mannen;10 jaar;Hbo, universiteit;Standaardfout;2005/2008;0.1;0.5;0.4;0.6;0.3
221;Mannen;10 jaar;Hbo, universiteit;Standaardfout;2007/2010;0.1;0.4;0.4;0.5;0.3
222;Mannen;10 jaar;Hbo, universiteit;Standaardfout;2009/2012;0.1;0.4;0.4;0.4;0.3
223;Mannen;10 jaar;Hbo, universiteit;Standaardfout;2011/2014;0.1;0.4;0.4;0.5;0.4
224;Mannen;15 jaar;Basisonderwijs;Aantal jaren;1997/2005;58.1;37.6;47.6;32.3;
225;Mannen;15 jaar;Basisonderwijs;Aantal jaren;1997/2000;56.9;38.7;47.3;32.4;
226;Mannen;15 jaar;Basisonderwijs;Aantal jaren;2001/2004;58.2;38.0;46.6;31.7;48.9
227;Mannen;15 jaar;Basisonderwijs;Aantal jaren;2005/2008;59.9;39.3;48.3;30.8;52.0
228;Mannen;15 jaar;Basisonderwijs;Aantal jaren;2007/2010;59.9;39.3;49.2;29.0;53.7
229;Mannen;15 jaar;Basisonderwijs;Aantal jaren;2009/2012;60.9;39.2;47.7;28.8;50.9
230;Mannen;15 jaar;Basisonderwijs;Aantal jaren;2011/2014;62.2;39.4;49.1;28.3;53.2
231;Mannen;15 jaar;Basisonderwijs;Standaardfout;1997/2005;0.2;0.7;0.6;0.8;
232;Mannen;15 jaar;Basisonderwijs;Standaardfout;1997/2000;0.4;0.6;0.5;0.7;
233;Mannen;15 jaar;Basisonderwijs;Standaardfout;2001/2004;0.2;0.6;0.5;0.6;0.5
234;Mannen;15 jaar;Basisonderwijs;Standaardfout;2005/2008;0.2;0.6;0.5;0.6;0.5
235;Mannen;15 jaar;Basisonderwijs;Standaardfout;2007/2010;0.2;0.6;0.5;0.6;0.4
236;Mannen;15 jaar;Basisonderwijs;Standaardfout;2009/2012;0.2;0.6;0.7;0.6;0.7
237;Mannen;15 jaar;Basisonderwijs;Standaardfout;2011/2014;0.1;0.7;0.8;0.7;0.7
238;Mannen;15 jaar;Vmbo;Aantal jaren;1997/2005;60.3;46.3;53.1;34.5;
239;Mannen;15 jaar;Vmbo;Aantal jaren;1997/2000;59.6;46.5;53.1;35.9;
240;Mannen;15 jaar;Vmbo;Aantal jaren;2001/2004;60.6;45.9;52.2;33.7;55.2
241;Mannen;15 jaar;Vmbo;Aantal jaren;2005/2008;62.1;46.4;53.4;33.7;56.6
242;Mannen;15 jaar;Vmbo;Aantal jaren;2007/2010;63.1;47.4;52.9;32.8;57.4
243;Mannen;15 jaar;Vmbo;Aantal jaren;2009/2012;63.8;47.4;54.6;32.4;57.2
244;Mannen;15 jaar;Vmbo;Aantal jaren;2011/2014;64.1;47.6;54.9;33.2;57.6
245;Mannen;15 jaar;Vmbo;Standaardfout;1997/2005;0.1;0.3;0.3;0.4;
246;Mannen;15 jaar;Vmbo;Standaardfout;1997/2000;0.2;0.5;0.4;0.6;
247;Mannen;15 jaar;Vmbo;Standaardfout;2001/2004;0.1;0.5;0.4;0.5;0.3
248;Mannen;15 jaar;Vmbo;Standaardfout;2005/2008;0.1;0.5;0.4;0.5;0.3
249;Mannen;15 jaar;Vmbo;Standaardfout;2007/2010;0.1;0.5;0.4;0.5;0.4
250;Mannen;15 jaar;Vmbo;Standaardfout;2009/2012;0.1;0.4;0.4;0.5;0.4
