ID;Beroep;Marges;Perioden;ErgSnelWerken_1;HeelVeelWerkDoen_2;ExtraHardWerken_3;ZelfBeslissen_4;VolgordeWerkzaamhedenBepalen_5;WerktempoBepalen_6;OplossingenBedenken_7;VerlofNemen_8;WerktijdenBepalen_9;WerkplekBepalen_10;EmotioneelMoeilijkeWerksituaties_11;EmotioneelVeeleisendWerk_12;EmotioneelBetrokkenBijWerk_13;VanKlantenTot2022_14;VanLeidinggevendenOfCollegaS_15;DoorKlantenTot2022_16;DoorLeidinggevendenOfCollegaS_17;DoorKlantenTot2022_18;DoorLeidinggevendenOfCollegaS_19;DoorKlantenTot2022_20;DoorLeidinggevendenOfCollegaS_21;VanKlantLeidinggevendeOfCollega_22;VanKlantenVanaf2022_23;VanLeidinggevenden_24;VanCollegaS_25;DoorKlantLeidinggevendeOfCollega_26;DoorKlantenVanaf2022_27;DoorLeidinggevenden_28;DoorCollegaS_29;DoorKlantLeidinggevendeOfCollega_30;DoorKlantenVanaf2022_31;DoorLeidinggevenden_32;DoorCollegaS_33;DoorKlantLeidinggevendeOfCollega_34;DoorKlantenVanaf2022_35;DoorLeidinggevenden_36;DoorCollegaS_37;GediscrimineerdGevoeld_38;OmGeslacht_39;OmAfkomstHuidskleurNationaliteit_40;OmGodsdienstOfLevensovertuiging_41;OmSeksueleGeaardheidVoorkeur_42;OmLeeftijd_43;OmLangdurigeZiekteAandoeningHandicap_44;OmWerktijdenOfContractvorm_45;OmPolitiekeVoorkeur_46;OmAndereReden_47;PsychischeVermoeidheidDoorHetWerk_48;EmotioneelUitgeput_49;LeegVoelen_50;SOchtendsMoeVoelen_51;VergtVeelOmMetMensenTeWerken_52;UitgeputDoorWerk_53
263;011 Docenten;Bovengrens 95%-interval;2024;30.0;54.6;36.4;61.7;53.4;42.7;74.4;18.2;14.1;13.0;12.2;27.3;31.9;;;;;;;;;2.0;1.1;0.5;0.8;13.7;10.3;2.4;2.0;4.1;4.1;;;7.0;3.0;1.6;3.3;11.8;2.8;2.8;1.4;0.9;3.9;2.1;2.0;0.8;3.0;27.5;28.3;45.6;27.5;26.7;18.9
264;0111 Docenten hoger onderwijs en hoog...;Waarde;2014;38.8;56.9;47.6;81.6;74.5;63.7;83.3;33.8;34.7;;8.5;18.0;26.8;1.7;0.5;13.0;10.6;2.0;0.0;5.0;6.2;;;;;;;;;;;;;;;;;;;;;;;;;;;20.7;21.3;45.2;26.4;16.7;15.5
265;0111 Docenten hoger onderwijs en hoog...;Waarde;2015;30.0;53.8;37.3;86.8;76.7;70.5;87.9;36.2;39.4;;6.2;11.4;22.4;1.4;1.8;11.0;13.0;0.6;0.0;2.5;8.3;;;;;;;;;;;;;;;;;;;;;;;;;;;14.7;15.4;30.7;18.4;13.9;10.6
266;0111 Docenten hoger onderwijs en hoog...;Waarde;2016;29.7;56.0;39.2;79.0;71.3;66.5;85.5;31.5;34.7;;8.4;13.1;23.3;2.5;2.5;9.6;14.5;0.0;0.0;1.3;7.7;;;;;;;;;;;;;;;;;;;;;;;;;;;17.2;17.3;35.9;17.9;13.2;13.3
267;0111 Docenten hoger onderwijs en hoog...;Waarde;2017;35.9;64.8;48.4;76.6;70.1;59.9;82.5;34.9;32.6;;7.3;14.6;27.8;1.9;3.5;9.1;14.9;1.0;0.0;3.1;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;20.9;20.6;39.5;22.1;18.1;17.9
268;0111 Docenten hoger onderwijs en hoog...;Waarde;2018;33.2;59.0;42.3;79.0;66.7;58.3;80.8;34.2;34.8;;9.8;18.6;26.6;2.7;1.0;9.6;11.5;0.7;0.0;2.3;6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;21.9;27.9;39.1;28.6;20.8;15.6
269;0111 Docenten hoger onderwijs en hoog...;Waarde;2019;38.4;57.1;42.5;77.4;70.0;60.2;87.4;34.7;36.6;;10.5;17.9;28.5;3.8;3.9;17.5;16.8;0.7;0.4;5.4;8.5;;;;;;;;;;;;;;;;;;;;;;;;;;;24.0;23.8;41.8;24.4;21.3;19.8
270;0111 Docenten hoger onderwijs en hoog...;Waarde;2020;34.9;59.7;44.0;74.4;69.0;62.3;80.9;36.1;39.3;;10.0;15.3;29.1;0.5;1.2;11.6;12.6;0.2;0.0;2.6;6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;25.4;28.9;45.5;26.7;20.7;18.8
271;0111 Docenten hoger onderwijs en hoog...;Waarde;2021;25.2;49.5;36.6;75.2;69.3;58.1;77.9;32.9;34.6;;9.0;15.4;27.7;1.7;0.9;10.9;10.7;0.5;0.0;4.2;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;22.9;19.4;38.3;30.3;19.1;18.8
272;0111 Docenten hoger onderwijs en hoog...;Waarde;2022;25.4;50.7;33.6;77.3;68.3;63.7;77.7;33.4;38.0;35.2;9.3;14.0;21.7;;;;;;;;;3.5;1.7;0.0;2.5;7.0;2.2;3.6;1.2;0.4;0.4;0.0;0.0;7.1;1.3;3.6;2.4;14.7;3.6;8.3;1.2;0.0;3.2;1.1;2.9;0.3;1.6;23.1;24.6;40.7;25.7;25.8;17.1
273;0111 Docenten hoger onderwijs en hoog...;Waarde;2023;25.7;48.5;33.8;74.6;64.0;59.0;78.7;33.5;36.6;31.4;6.1;13.6;23.5;;;;;;;;;1.9;0.2;0.0;1.8;9.7;4.4;4.9;1.2;0.4;0.4;0.0;0.0;5.4;0.0;2.5;3.2;19.4;5.5;5.8;0.0;0.5;5.7;1.8;2.0;0.0;5.2;23.4;27.4;39.3;24.1;22.7;18.1
274;0111 Docenten hoger onderwijs en hoog...;Waarde;2024;28.6;44.1;29.1;76.1;64.7;58.0;78.7;35.5;35.4;31.2;5.6;13.3;19.4;;;;;;;;;0.0;0.0;0.0;0.0;8.6;2.5;3.2;3.5;1.3;1.3;0.0;0.0;4.6;0.7;0.9;3.1;8.4;2.4;1.7;0.3;0.7;3.2;1.2;1.5;0.0;2.8;26.9;27.8;42.4;29.0;23.3;15.0
275;0111 Docenten hoger onderwijs en hoog...;Ondergrens 95%-interval;2014;32.3;50.0;40.7;75.5;68.0;56.7;77.5;27.7;28.6;;5.4;13.1;21.2;0.6;0.1;9.2;7.2;0.8;0.0;2.8;3.2;;;;;;;;;;;;;;;;;;;;;;;;;;;15.7;16.0;38.5;20.6;12.2;11.2
276;0111 Docenten hoger onderwijs en hoog...;Ondergrens 95%-interval;2015;24.5;47.5;31.3;82.4;71.2;64.6;83.6;30.3;33.4;;3.6;7.8;17.5;0.5;0.7;7.8;9.5;0.1;0.0;1.0;5.4;;;;;;;;;;;;;;;;;;;;;;;;;;;10.7;11.3;25.0;13.9;10.1;7.2
277;0111 Docenten hoger onderwijs en hoog...;Ondergrens 95%-interval;2016;24.5;49.8;33.3;73.6;65.4;60.5;80.6;25.9;29.0;;5.4;9.5;18.5;1.2;1.2;6.6;10.8;0.0;0.0;0.5;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;13.0;13.1;30.2;13.6;9.6;9.6
278;0111 Docenten hoger onderwijs en hoog...;Ondergrens 95%-interval;2017;30.6;59.2;42.6;71.4;64.6;54.1;77.7;29.6;27.5;;4.6;10.8;22.8;0.9;2.0;6.3;11.2;0.4;0.0;1.6;6.1;;;;;;;;;;;;;;;;;;;;;;;;;;;16.5;16.3;34.0;17.7;14.0;13.8
279;0111 Docenten hoger onderwijs en hoog...;Ondergrens 95%-interval;2018;28.2;53.5;36.8;73.8;61.2;52.8;75.8;29.0;29.7;;6.5;14.3;21.8;1.5;0.3;6.9;8.7;0.3;0.0;1.1;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;17.4;22.9;33.8;23.7;16.5;11.9
280;0111 Docenten hoger onderwijs en hoog...;Ondergrens 95%-interval;2019;33.4;51.8;37.3;72.6;65.0;54.9;83.3;29.7;31.6;;7.4;14.0;23.9;2.2;2.3;13.8;13.1;0.2;0.1;3.5;5.9;;;;;;;;;;;;;;;;;;;;;;;;;;;19.6;19.4;36.6;20.0;17.2;15.8
281;0111 Docenten hoger onderwijs en hoog...;Ondergrens 95%-interval;2020;30.2;54.7;39.0;69.6;64.2;57.3;76.4;31.3;34.4;;7.2;11.9;24.6;0.1;0.5;8.7;9.7;0.1;0.0;1.6;4.2;;;;;;;;;;;;;;;;;;;;;;;;;;;21.2;24.4;40.5;22.5;16.8;15.1
282;0111 Docenten hoger onderwijs en hoog...;Ondergrens 95%-interval;2021;21.0;44.3;31.7;70.1;64.1;52.8;73.0;28.2;29.8;;6.4;12.0;23.3;0.8;0.3;8.2;7.9;0.1;0.0;2.6;3.4;;;;;;;;;;;;;;;;;;;;;;;;;;;18.7;15.6;33.3;25.5;15.2;14.9
283;0111 Docenten hoger onderwijs en hoog...;Ondergrens 95%-interval;2022;21.2;45.5;28.9;72.7;63.3;58.7;73.0;28.6;33.0;30.4;5.6;9.7;16.2;;;;;;;;;1.6;0.5;0.0;1.0;4.2;1.0;1.7;0.3;0.1;0.1;0.0;0.0;4.1;0.4;1.6;1.0;9.8;1.6;4.5;0.3;0.0;1.4;0.3;1.1;0.1;0.5;18.9;20.4;35.7;21.4;21.5;13.4
284;0111 Docenten hoger onderwijs en hoog...;Ondergrens 95%-interval;2023;21.8;43.6;29.4;70.0;59.1;54.1;74.3;28.9;31.9;27.0;3.6;9.9;18.4;;;;;;;;;0.7;0.0;0.0;0.6;6.4;2.3;2.7;0.4;0.1;0.1;0.0;0.0;3.0;0.0;1.1;1.5;14.3;3.1;3.1;0.0;0.1;3.1;0.6;0.7;0.0;2.7;19.4;23.2;34.6;20.1;18.8;14.5
285;0111 Docenten hoger onderwijs en hoog...;Ondergrens 95%-interval;2024;24.4;39.3;24.9;71.6;59.8;53.1;74.1;30.8;30.7;26.7;3.3;9.0;14.2;;;;;;;;;0.0;0.0;0.0;0.0;5.4;1.1;1.4;1.8;0.4;0.4;0.0;0.0;2.4;0.2;0.2;1.4;5.4;0.9;0.6;0.0;0.1;1.6;0.4;0.5;0.0;1.3;22.7;23.6;37.6;24.7;19.3;11.8
286;0111 Docenten hoger onderwijs en hoog...;Bovengrens 95%-interval;2014;45.8;63.6;54.5;86.3;80.0;70.1;87.9;40.5;41.4;;13.0;24.2;33.3;4.6;3.2;18.0;15.4;4.8;;8.8;11.4;;;;;;;;;;;;;;;;;;;;;;;;;;;26.8;27.8;52.1;33.3;22.5;21.3
287;0111 Docenten hoger onderwijs en hoog...;Bovengrens 95%-interval;2015;36.1;60.1;43.8;90.3;81.5;75.7;91.2;42.6;45.8;;10.4;16.3;28.2;3.8;4.7;15.4;17.6;2.3;;6.3;12.7;;;;;;;;;;;;;;;;;;;;;;;;;;;19.8;20.6;36.9;23.9;18.9;15.2
288;0111 Docenten hoger onderwijs en hoog...;Bovengrens 95%-interval;2016;35.5;62.0;45.3;83.5;76.5;71.9;89.4;37.5;40.8;;12.8;18.0;29.0;5.3;5.3;13.7;19.2;;;3.4;11.6;;;;;;;;;;;;;;;;;;;;;;;;;;;22.4;22.5;42.1;23.1;17.8;18.1
289;0111 Docenten hoger onderwijs en hoog...;Bovengrens 95%-interval;2017;41.6;70.1;54.2;81.1;75.0;65.4;86.4;40.6;38.2;;11.5;19.3;33.3;4.0;6.3;12.9;19.4;2.7;;5.7;13.1;;;;;;;;;;;;;;;;;;;;;;;;;;;26.1;25.6;45.2;27.3;23.0;22.9
290;0111 Docenten hoger onderwijs en hoog...;Bovengrens 95%-interval;2018;38.6;64.3;47.9;83.4;71.8;63.7;84.9;39.7;40.3;;14.5;23.9;32.0;4.7;2.9;13.2;15.2;1.5;;4.8;9.6;;;;;;;;;;;;;;;;;;;;;;;;;;;27.1;33.5;44.7;34.0;25.7;20.1
291;0111 Docenten hoger onderwijs en hoog...;Bovengrens 95%-interval;2019;43.7;62.2;47.9;81.6;74.7;65.3;90.6;40.1;41.9;;14.6;22.7;33.6;6.5;6.4;21.9;21.1;2.3;1.8;8.2;12.2;;;;;;;;;;;;;;;;;;;;;;;;;;;29.0;28.8;47.2;29.4;26.1;24.6
292;0111 Docenten hoger onderwijs en hoog...;Bovengrens 95%-interval;2020;39.9;64.6;49.2;78.6;73.5;67.2;84.7;41.3;44.4;;13.9;19.6;34.0;1.8;2.8;15.1;16.3;0.6;;4.5;9.3;;;;;;;;;;;;;;;;;;;;;;;;;;;30.1;33.7;50.6;31.4;25.3;23.2
293;0111 Docenten hoger onderwijs en hoog...;Bovengrens 95%-interval;2021;29.9;54.7;41.8;79.7;73.9;63.3;82.1;38.1;39.7;;12.4;19.4;32.6;3.6;2.7;14.4;14.2;2.3;;6.8;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;27.7;23.8;43.5;35.6;23.6;23.4
294;0111 Docenten hoger onderwijs en hoog...;Bovengrens 95%-interval;2022;30.0;55.8;38.7;81.4;72.8;68.4;81.9;38.6;43.2;40.4;15.1;19.9;28.5;;;;;;;;;7.5;5.3;;6.2;11.3;4.9;7.5;4.0;1.7;1.7;;;11.8;4.4;7.5;5.8;21.3;7.7;14.6;4.8;;7.4;3.5;7.6;1.2;4.5;27.8;29.4;45.8;30.6;30.6;21.6
295;0111 Docenten hoger onderwijs en hoog...;Bovengrens 95%-interval;2023;30.2;53.4;38.6;78.7;68.6;63.7;82.6;38.4;41.5;36.2;10.1;18.3;29.5;;;;;;;;;5.4;1.2;;5.4;14.4;8.1;8.7;3.6;3.0;3.0;;;9.4;;5.5;6.8;25.9;9.7;10.9;;3.1;10.2;5.0;5.8;;9.8;27.8;32.1;44.2;28.6;27.1;22.3
296;0111 Docenten hoger onderwijs en hoog...;Bovengrens 95%-interval;2024;33.2;49.1;33.7;80.1;69.3;62.8;82.6;40.4;40.4;36.0;9.4;19.3;26.0;;;;;;;;;;;;;13.4;5.8;7.1;6.9;4.1;4.1;;;8.6;2.4;3.4;7.0;12.9;6.4;4.9;2.2;5.0;6.4;3.7;4.9;;5.7;31.5;32.5;47.3;33.7;27.8;18.8
297;0112 Docenten beroepsgerichte vakken ...;Waarde;2014;32.3;56.1;37.6;65.5;53.7;44.4;82.3;15.3;14.5;;17.0;27.8;25.6;6.2;2.2;33.2;18.9;7.3;0.9;13.5;10.5;;;;;;;;;;;;;;;;;;;;;;;;;;;22.7;22.0;44.2;27.6;24.3;18.8
298;0112 Docenten beroepsgerichte vakken ...;Waarde;2015;29.0;55.5;31.5;72.2;62.2;52.2;80.0;15.0;8.0;;17.4;30.8;22.0;5.8;3.3;29.1;14.5;6.4;0.0;13.3;10.1;;;;;;;;;;;;;;;;;;;;;;;;;;;21.3;21.3;41.5;17.4;18.7;11.2
299;0112 Docenten beroepsgerichte vakken ...;Waarde;2016;32.8;56.5;35.8;61.4;50.1;39.4;72.2;8.2;7.5;;14.6;28.3;24.5;4.8;4.1;25.0;18.2;4.8;0.0;10.4;10.3;;;;;;;;;;;;;;;;;;;;;;;;;;;29.8;23.8;44.8;26.7;25.9;22.7
300;0112 Docenten beroepsgerichte vakken ...;Waarde;2017;34.6;62.9;42.7;63.3;58.3;46.0;76.5;11.2;7.5;;16.7;29.0;24.7;8.4;1.9;33.4;14.5;7.3;0.0;18.2;5.1;;;;;;;;;;;;;;;;;;;;;;;;;;;25.2;21.9;43.5;23.3;23.1;20.6
301;0112 Docenten beroepsgerichte vakken ...;Waarde;2018;30.9;55.2;37.9;60.7;54.8;40.2;80.6;13.0;10.4;;16.4;25.8;28.6;2.7;4.7;35.3;20.1;7.3;0.1;17.4;8.1;;;;;;;;;;;;;;;;;;;;;;;;;;;30.1;31.5;47.7;27.3;25.3;22.9
302;0112 Docenten beroepsgerichte vakken ...;Waarde;2019;27.0;54.2;36.6;61.6;51.1;40.2;71.1;16.2;10.8;;9.0;24.6;23.4;5.3;2.3;37.2;11.7;8.9;0.3;16.5;8.7;;;;;;;;;;;;;;;;;;;;;;;;;;;28.2;24.7;44.9;25.0;23.2;18.8
303;0112 Docenten beroepsgerichte vakken ...;Waarde;2020;28.5;48.4;35.6;65.3;50.8;46.8;79.4;11.3;11.9;;9.0;26.2;29.5;3.6;0.6;21.8;6.0;5.8;0.3;12.1;7.5;;;;;;;;;;;;;;;;;;;;;;;;;;;17.5;21.6;38.0;14.6;19.4;10.2
304;0112 Docenten beroepsgerichte vakken ...;Waarde;2021;29.4;49.9;35.3;66.5;44.1;44.0;77.2;12.3;8.6;;11.2;25.8;21.9;3.7;1.3;24.3;9.2;5.4;0.2;10.0;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;20.9;21.9;41.4;19.6;19.3;16.6
305;0112 Docenten beroepsgerichte vakken ...;Waarde;2022;28.2;56.4;39.5;61.1;44.4;39.3;72.7;12.6;8.7;8.9;11.3;29.0;29.6;;;;;;;;;1.2;0.8;0.0;0.4;12.2;4.4;4.4;3.4;1.0;1.0;0.0;0.0;4.7;0.4;1.2;1.8;17.7;3.3;4.2;2.9;1.1;2.1;2.2;3.7;2.8;1.1;32.9;28.9;46.8;31.8;29.6;21.6
306;0112 Docenten beroepsgerichte vakken ...;Waarde;2023;23.5;50.3;29.1;65.0;50.2;41.5;75.1;16.6;7.0;5.6;10.9;19.9;17.8;;;;;;;;;2.6;1.6;1.1;0.1;18.2;14.5;2.8;5.5;3.7;3.7;0.0;0.0;9.6;5.1;2.6;4.0;17.1;5.2;3.5;0.8;1.6;6.1;2.4;1.2;0.0;6.4;23.9;26.7;39.5;22.9;22.6;19.0
307;0112 Docenten beroepsgerichte vakken ...;Waarde;2024;23.4;43.9;26.9;60.8;54.7;43.2;73.1;16.4;9.9;7.9;16.5;30.4;25.5;;;;;;;;;2.8;0.9;1.0;0.9;13.9;10.8;1.8;1.3;0.7;0.7;0.0;0.0;5.6;1.7;1.9;2.1;18.7;2.7;5.6;3.0;0.0;2.1;3.3;2.1;0.8;6.7;22.8;27.2;41.5;24.9;23.7;16.0
308;0112 Docenten beroepsgerichte vakken ...;Ondergrens 95%-interval;2014;24.8;47.3;29.7;56.9;45.1;36.1;74.0;10.0;9.1;;11.7;21.0;19.0;2.8;0.7;25.7;13.2;4.0;0.1;8.9;6.2;;;;;;;;;;;;;;;;;;;;;;;;;;;16.3;15.8;36.0;20.7;17.8;13.0
309;0112 Docenten beroepsgerichte vakken ...;Ondergrens 95%-interval;2015;22.1;47.3;24.6;64.4;54.0;44.0;72.7;10.1;4.6;;12.1;24.0;16.1;3.0;1.4;22.3;9.8;3.5;0.0;8.7;5.9;;;;;;;;;;;;;;;;;;;;;;;;;;;15.5;15.3;33.8;12.2;13.3;7.3
310;0112 Docenten beroepsgerichte vakken ...;Ondergrens 95%-interval;2016;26.4;49.3;29.1;54.1;43.0;32.7;65.2;5.3;4.7;;10.3;22.3;18.9;2.6;2.0;19.5;13.3;2.6;0.0;6.8;6.7;;;;;;;;;;;;;;;;;;;;;;;;;;;23.6;18.1;37.8;20.8;20.0;17.2
311;0112 Docenten beroepsgerichte vakken ...;Ondergrens 95%-interval;2017;27.9;55.5;35.5;55.9;50.8;38.7;69.5;7.3;4.3;;11.9;22.8;18.8;4.9;0.6;26.8;10.0;4.2;0.0;13.1;2.7;;;;;;;;;;;;;;;;;;;;;;;;;;;19.3;16.4;36.3;17.6;17.4;15.2
312;0112 Docenten beroepsgerichte vakken ...;Ondergrens 95%-interval;2018;25.4;48.9;32.0;54.4;48.5;34.2;75.1;9.1;6.9;;12.4;20.9;23.2;1.3;2.4;29.6;15.5;4.9;0.0;13.2;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;24.7;26.0;41.5;22.2;20.4;18.0
313;0112 Docenten beroepsgerichte vakken ...;Ondergrens 95%-interval;2019;22.1;48.3;31.2;55.8;45.3;34.6;65.4;12.2;7.5;;6.3;20.0;18.9;3.2;1.1;31.8;8.5;6.2;0.0;12.8;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;23.2;20.0;39.2;20.3;18.6;14.6
314;0112 Docenten beroepsgerichte vakken ...;Ondergrens 95%-interval;2020;23.0;41.9;29.6;58.8;44.3;40.3;73.3;7.6;8.1;;6.0;20.8;23.8;1.7;0.1;17.0;3.5;3.4;0.0;8.4;4.4;;;;;;;;;;;;;;;;;;;;;;;;;;;13.1;16.8;32.0;10.6;14.8;7.0
315;0112 Docenten beroepsgerichte vakken ...;Ondergrens 95%-interval;2021;23.7;43.1;29.1;59.9;37.6;37.4;71.0;8.4;5.5;;7.6;20.4;17.1;1.8;0.5;19.2;6.0;3.0;0.1;6.7;3.5;;;;;;;;;;;;;;;;;;;;;;;;;;;16.0;16.9;35.0;14.8;14.6;12.1
316;0112 Docenten beroepsgerichte vakken ...;Ondergrens 95%-interval;2022;22.6;49.6;33.1;54.2;37.9;32.8;66.0;8.7;5.7;5.8;6.8;21.3;21.7;;;;;;;;;0.3;0.1;0.0;0.1;7.4;2.2;1.9;1.1;0.3;0.3;0.0;0.0;1.9;0.1;0.2;0.5;11.2;1.1;1.4;0.9;0.2;0.6;0.7;1.3;0.8;0.2;26.7;23.1;40.1;25.5;23.6;16.3
317;0112 Docenten beroepsgerichte vakken ...;Ondergrens 95%-interval;2023;18.8;44.2;23.9;59.0;44.1;35.7;69.3;12.3;4.5;3.5;6.2;13.7;11.9;;;;;;;;;0.9;0.4;0.2;0.0;12.2;9.1;1.2;2.1;1.6;1.6;0.0;0.0;5.1;1.9;0.5;1.6;11.6;2.2;1.1;0.2;0.2;3.4;0.9;0.3;0.0;3.2;19.0;21.5;33.8;18.0;17.8;14.3
318;0112 Docenten beroepsgerichte vakken ...;Ondergrens 95%-interval;2024;18.4;37.7;21.6;54.4;48.4;37.1;67.1;12.2;6.6;5.0;10.3;22.7;18.6;;;;;;;;;1.0;0.1;0.1;0.3;9.2;6.6;0.6;0.4;0.3;0.3;0.0;0.0;2.8;0.6;0.5;0.7;12.2;1.0;1.9;0.7;0.0;0.8;0.8;0.8;0.1;3.2;17.6;21.7;35.4;19.5;18.7;11.8
319;0112 Docenten beroepsgerichte vakken ...;Bovengrens 95%-interval;2014;40.8;64.5;46.3;73.2;62.1;53.0;88.4;22.6;22.5;;24.1;35.9;33.6;12.9;6.7;41.7;26.3;12.8;6.2;19.8;17.4;;;;;;;;;;;;;;;;;;;;;;;;;;;30.6;29.8;52.7;35.8;32.2;26.4
320;0112 Docenten beroepsgerichte vakken ...;Bovengrens 95%-interval;2015;37.0;63.4;39.4;78.9;69.7;60.3;85.7;21.6;13.4;;24.2;38.6;29.3;11.0;7.8;36.9;21.0;11.4;;19.7;16.6;;;;;;;;;;;;;;;;;;;;;;;;;;;28.6;28.7;49.7;24.2;25.6;16.9
321;0112 Docenten beroepsgerichte vakken ...;Bovengrens 95%-interval;2016;40.0;63.5;43.0;68.3;57.3;46.5;78.2;12.6;11.8;;20.3;35.1;31.2;8.8;8.0;31.6;24.3;8.9;;15.7;15.6;;;;;;;;;;;;;;;;;;;;;;;;;;;36.8;30.5;52.0;33.6;32.8;29.4
322;0112 Docenten beroepsgerichte vakken ...;Bovengrens 95%-interval;2017;42.1;69.7;50.2;70.1;65.4;53.4;82.3;16.7;12.6;;23.0;36.2;31.8;14.1;5.8;40.8;20.6;12.6;;24.8;9.5;;;;;;;;;;;;;;;;;;;;;;;;;;;32.2;28.6;51.0;30.2;30.0;27.3
323;0112 Docenten beroepsgerichte vakken ...;Bovengrens 95%-interval;2018;37.1;61.4;44.2;66.7;60.9;46.6;85.2;18.2;15.3;;21.5;31.4;34.6;5.5;8.8;41.4;25.6;10.7;0.5;22.7;12.3;;;;;;;;;;;;;;;;;;;;;;;;;;;36.2;37.6;54.0;33.2;31.0;28.6
324;0112 Docenten beroepsgerichte vakken ...;Bovengrens 95%-interval;2019;32.4;59.9;42.5;67.1;56.9;46.1;76.2;21.2;15.1;;12.7;29.9;28.6;8.6;4.9;42.9;16.0;12.6;2.2;21.1;12.5;;;;;;;;;;;;;;;;;;;;;;;;;;;33.8;30.0;50.8;30.5;28.5;23.9
325;0112 Docenten beroepsgerichte vakken ...;Bovengrens 95%-interval;2020;34.8;54.9;42.0;71.3;57.3;53.3;84.5;16.4;17.1;;13.3;32.5;35.9;7.2;3.2;27.5;9.9;9.7;2.4;17.1;12.4;;;;;;;;;;;;;;;;;;;;;;;;;;;22.9;27.4;44.5;19.7;25.0;14.7
326;0112 Docenten beroepsgerichte vakken ...;Bovengrens 95%-interval;2021;35.9;56.6;42.0;72.5;50.9;50.8;82.4;17.6;13.2;;16.2;32.0;27.7;7.6;3.3;30.3;13.7;9.5;0.9;14.6;9.5;;;;;;;;;;;;;;;;;;;;;;;;;;;26.9;27.8;48.1;25.4;25.0;22.2
327;0112 Docenten beroepsgerichte vakken ...;Bovengrens 95%-interval;2022;34.6;62.9;46.3;67.5;51.2;46.0;78.6;18.0;13.2;13.4;18.3;38.3;39.0;;;;;;;;;4.7;5.5;;1.7;19.5;8.7;10.2;10.1;3.4;3.4;;;10.8;1.3;6.8;7.0;26.7;9.3;11.9;8.8;7.6;6.7;6.8;10.5;9.3;4.7;39.7;35.4;53.6;38.7;36.3;28.0
328;0112 Docenten beroepsgerichte vakken ...;Bovengrens 95%-interval;2023;29.1;56.3;34.9;70.5;56.2;47.5;80.0;22.0;10.8;8.8;18.2;28.0;25.8;;;;;;;;;7.6;5.8;6.2;0.9;26.3;22.3;6.4;13.4;8.1;8.1;;;17.5;13.0;11.9;9.6;24.6;11.6;10.5;4.5;10.1;10.4;6.6;5.4;;12.5;29.8;32.6;45.6;28.7;28.2;24.6
329;0112 Docenten beroepsgerichte vakken ...;Bovengrens 95%-interval;2024;29.2;50.2;33.0;66.8;60.9;49.5;78.3;21.5;14.7;12.2;25.4;39.5;33.8;;;;;;;;;7.4;6.0;6.8;2.9;20.5;17.0;5.4;4.4;2.0;2.0;;;10.7;4.6;7.7;5.9;27.6;6.9;15.1;12.9;;5.1;12.6;5.9;5.7;13.3;29.0;33.5;47.9;31.1;29.5;21.3
330;0113 Docenten algemene vakken secunda...;Waarde;2014;33.7;60.6;43.4;65.6;44.5;35.4;75.5;2.5;2.3;;15.3;32.9;32.2;3.9;1.7;29.5;12.1;6.1;0.4;22.1;7.4;;;;;;;;;;;;;;;;;;;;;;;;;;;27.6;24.6;47.9;26.6;25.6;18.4
331;0113 Docenten algemene vakken secunda...;Waarde;2015;28.7;55.8;43.7;60.5;42.7;34.4;74.2;3.6;2.1;;12.0;30.7;30.3;5.8;3.7;26.2;12.8;4.1;0.0;18.0;6.8;;;;;;;;;;;;;;;;;;;;;;;;;;;23.7;21.1;42.9;23.3;24.4;16.8
332;0113 Docenten algemene vakken secunda...;Waarde;2016;31.5;59.9;41.1;65.2;48.0;36.8;77.9;4.5;2.7;;13.1;30.7;29.3;4.2;3.4;26.9;12.4;7.3;0.9;17.2;6.1;;;;;;;;;;;;;;;;;;;;;;;;;;;23.3;22.3;42.8;23.2;23.0;19.5
333;0113 Docenten algemene vakken secunda...;Waarde;2017;30.6;58.8;41.2;60.7;40.9;28.3;70.9;4.9;4.4;;18.8;35.9;34.1;4.8;2.7;28.5;14.2;4.9;0.0;17.4;6.6;;;;;;;;;;;;;;;;;;;;;;;;;;;28.3;25.7;46.5;25.8;24.5;22.4
334;0113 Docenten algemene vakken secunda...;Waarde;2018;32.5;57.5;39.6;62.3;41.9;33.5;74.2;4.8;4.0;;15.9;33.4;33.1;2.9;2.9;29.3;11.9;5.9;0.4;17.3;6.9;;;;;;;;;;;;;;;;;;;;;;;;;;;27.7;29.7;47.8;27.8;27.6;18.8
335;0113 Docenten algemene vakken secunda...;Waarde;2019;32.4;60.2;42.9;62.6;41.1;31.6;75.4;5.1;2.7;;18.2;37.6;35.3;6.1;4.2;38.5;15.2;9.4;0.3;24.2;9.3;;;;;;;;;;;;;;;;;;;;;;;;;;;31.9;29.6;48.6;29.5;31.7;23.4
