ID;Persoonskenmerken;Perioden;PersonenMetEenBetalingsachterstand_1;PersMetBetalingsachterstandRelatief_2
53;Positie:Partner ongehuwd paar, geen kind;2021;14510.0;1.1
54;Positie:Partner ongehuwd paar, geen kind;2022;14300.0;1.1
55;Positie:Partner ongehuwd paar, geen kind;2023;15000.0;1.2
56;Positie: Partner gehuwd paar, geen kind;2010;13370.0;0.4
57;Positie: Partner gehuwd paar, geen kind;2011;15630.0;0.5
58;Positie: Partner gehuwd paar, geen kind;2012;17530.0;0.5
59;Positie: Partner gehuwd paar, geen kind;2013;16320.0;0.5
60;Positie: Partner gehuwd paar, geen kind;2014;17230.0;0.5
61;Positie: Partner gehuwd paar, geen kind;2015;16300.0;0.5
62;Positie: Partner gehuwd paar, geen kind;2016;14000.0;0.4
63;Positie: Partner gehuwd paar, geen kind;2017;12790.0;0.4
64;Positie: Partner gehuwd paar, geen kind;2018;11210.0;0.3
65;Positie: Partner gehuwd paar, geen kind;2019;10250.0;0.3
66;Positie: Partner gehuwd paar, geen kind;2020;9010.0;0.3
67;Positie: Partner gehuwd paar, geen kind;2021;8070.0;0.2
68;Positie: Partner gehuwd paar, geen kind;2022;7610.0;0.2
69;Positie: Partner gehuwd paar, geen kind;2023;7610.0;0.2
70;Positie: Partner ongehuwd paar met kind;2010;24400.0;3.7
71;Positie: Partner ongehuwd paar met kind;2011;27550.0;4.0
72;Positie: Partner ongehuwd paar met kind;2012;29490.0;4.0
73;Positie: Partner ongehuwd paar met kind;2013;30730.0;4.0
74;Positie: Partner ongehuwd paar met kind;2014;32690.0;4.0
75;Positie: Partner ongehuwd paar met kind;2015;30660.0;3.7
76;Positie: Partner ongehuwd paar met kind;2016;28030.0;3.3
77;Positie: Partner ongehuwd paar met kind;2017;26160.0;3.0
78;Positie: Partner ongehuwd paar met kind;2018;23200.0;2.6
79;Positie: Partner ongehuwd paar met kind;2019;21490.0;2.4
80;Positie: Partner ongehuwd paar met kind;2020;20010.0;2.2
81;Positie: Partner ongehuwd paar met kind;2021;18920.0;2.0
82;Positie: Partner ongehuwd paar met kind;2022;18450.0;2.0
83;Positie: Partner ongehuwd paar met kind;2023;18890.0;2.0
84;Positie: Partner gehuwd paar met kind;2010;42130.0;1.2
85;Positie: Partner gehuwd paar met kind;2011;46980.0;1.4
86;Positie: Partner gehuwd paar met kind;2012;46960.0;1.4
87;Positie: Partner gehuwd paar met kind;2013;41860.0;1.3
88;Positie: Partner gehuwd paar met kind;2014;43600.0;1.3
89;Positie: Partner gehuwd paar met kind;2015;40360.0;1.3
90;Positie: Partner gehuwd paar met kind;2016;34750.0;1.1
91;Positie: Partner gehuwd paar met kind;2017;31670.0;1.0
92;Positie: Partner gehuwd paar met kind;2018;27960.0;0.9
93;Positie: Partner gehuwd paar met kind;2019;25290.0;0.8
94;Positie: Partner gehuwd paar met kind;2020;22020.0;0.7
95;Positie: Partner gehuwd paar met kind;2021;19770.0;0.6
96;Positie: Partner gehuwd paar met kind;2022;18910.0;0.6
97;Positie: Partner gehuwd paar met kind;2023;19410.0;0.6
98;Positie: Ouder in eenouderhuishouden;2010;23640.0;4.9
99;Positie: Ouder in eenouderhuishouden;2011;26770.0;5.4
100;Positie: Ouder in eenouderhuishouden;2012;29910.0;5.7
101;Positie: Ouder in eenouderhuishouden;2013;32330.0;6.0
102;Positie: Ouder in eenouderhuishouden;2014;34520.0;6.3
103;Positie: Ouder in eenouderhuishouden;2015;33330.0;5.9
104;Positie: Ouder in eenouderhuishouden;2016;28580.0;5.1
105;Positie: Ouder in eenouderhuishouden;2017;26270.0;4.6
106;Positie: Ouder in eenouderhuishouden;2018;23410.0;4.0
107;Positie: Ouder in eenouderhuishouden;2019;21220.0;3.6
108;Positie: Ouder in eenouderhuishouden;2020;18740.0;3.2
109;Positie: Ouder in eenouderhuishouden;2021;17290.0;2.9
110;Positie: Ouder in eenouderhuishouden;2022;16470.0;2.7
111;Positie: Ouder in eenouderhuishouden;2023;17450.0;2.8
112;Positie: In institutioneel huishouden;2010;3480.0;2.0
113;Positie: In institutioneel huishouden;2011;5610.0;3.1
114;Positie: In institutioneel huishouden;2012;5440.0;2.8
115;Positie: In institutioneel huishouden;2013;5570.0;2.3
116;Positie: In institutioneel huishouden;2014;4960.0;2.3
117;Positie: In institutioneel huishouden;2015;5540.0;2.5
118;Positie: In institutioneel huishouden;2016;6340.0;2.8
119;Positie: In institutioneel huishouden;2017;6080.0;2.6
120;Positie: In institutioneel huishouden;2018;6140.0;2.6
121;Positie: In institutioneel huishouden;2019;5830.0;2.4
122;Positie: In institutioneel huishouden;2020;5700.0;2.3
123;Positie: In institutioneel huishouden;2021;5230.0;2.1
124;Positie: In institutioneel huishouden;2022;5290.0;2.0
125;Positie: In institutioneel huishouden;2023;5490.0;2.0
126;Positie: Overig lid huishouden;2010;18490.0;5.0
127;Positie: Overig lid huishouden;2011;19620.0;5.7
128;Positie: Overig lid huishouden;2012;11000.0;5.2
129;Positie: Overig lid huishouden;2013;12170.0;5.9
130;Positie: Overig lid huishouden;2014;11220.0;5.4
131;Positie: Overig lid huishouden;2015;10530.0;4.9
132;Positie: Overig lid huishouden;2016;9570.0;4.5
133;Positie: Overig lid huishouden;2017;8540.0;4.1
134;Positie: Overig lid huishouden;2018;7820.0;3.7
135;Positie: Overig lid huishouden;2019;7330.0;3.5
136;Positie: Overig lid huishouden;2020;7230.0;3.4
137;Positie: Overig lid huishouden;2021;6590.0;3.0
138;Positie: Overig lid huishouden;2022;6360.0;2.9
139;Positie: Overig lid huishouden;2023;7030.0;3.0
140;Student: Totaal studenten;2010;3750.0;0.6
141;Student: Totaal studenten;2011;4190.0;0.7
142;Student: Totaal studenten;2012;3930.0;0.6
143;Student: Totaal studenten;2013;3970.0;0.6
144;Student: Totaal studenten;2014;3810.0;0.6
145;Student: Totaal studenten;2015;3370.0;0.5
146;Student: Totaal studenten;2016;2940.0;0.5
147;Student: Totaal studenten;2017;2470.0;0.4
148;Student: Totaal studenten;2018;2250.0;0.3
149;Student: Totaal studenten;2019;2080.0;0.3
150;Student: Totaal studenten;2020;2070.0;0.3
151;Student: Totaal studenten;2021;1870.0;0.2
152;Student: Totaal studenten;2022;1910.0;0.3
153;Student: Totaal studenten;2023;1930.0;0.3
154;Student: Wetenschappelijk onderwijs (WO);2010;600.0;0.3
155;Student: Wetenschappelijk onderwijs (WO);2011;640.0;0.3
156;Student: Wetenschappelijk onderwijs (WO);2012;580.0;0.3
157;Student: Wetenschappelijk onderwijs (WO);2013;540.0;0.2
158;Student: Wetenschappelijk onderwijs (WO);2014;530.0;0.2
159;Student: Wetenschappelijk onderwijs (WO);2015;460.0;0.2
160;Student: Wetenschappelijk onderwijs (WO);2016;430.0;0.2
161;Student: Wetenschappelijk onderwijs (WO);2017;390.0;0.2
162;Student: Wetenschappelijk onderwijs (WO);2018;370.0;0.1
163;Student: Wetenschappelijk onderwijs (WO);2019;350.0;0.1
164;Student: Wetenschappelijk onderwijs (WO);2020;360.0;0.1
165;Student: Wetenschappelijk onderwijs (WO);2021;330.0;0.1
166;Student: Wetenschappelijk onderwijs (WO);2022;350.0;0.1
167;Student: Wetenschappelijk onderwijs (WO);2023;410.0;0.1
168;Student: Hoger beroepsonderwijs (HBO);2010;3150.0;0.8
169;Student: Hoger beroepsonderwijs (HBO);2011;3550.0;0.9
170;Student: Hoger beroepsonderwijs (HBO);2012;3360.0;0.9
171;Student: Hoger beroepsonderwijs (HBO);2013;3430.0;0.8
172;Student: Hoger beroepsonderwijs (HBO);2014;3280.0;0.8
173;Student: Hoger beroepsonderwijs (HBO);2015;2910.0;0.7
174;Student: Hoger beroepsonderwijs (HBO);2016;2510.0;0.6
175;Student: Hoger beroepsonderwijs (HBO);2017;2090.0;0.5
176;Student: Hoger beroepsonderwijs (HBO);2018;1880.0;0.5
177;Student: Hoger beroepsonderwijs (HBO);2019;1730.0;0.4
178;Student: Hoger beroepsonderwijs (HBO);2020;1720.0;0.4
179;Student: Hoger beroepsonderwijs (HBO);2021;1550.0;0.3
180;Student: Hoger beroepsonderwijs (HBO);2022;1560.0;0.4
181;Student: Hoger beroepsonderwijs (HBO);2023;1530.0;0.4
182;Uitkering: Persoon met 1-4 soorten uitk.;2010;76660.0;5.3
183;Uitkering: Persoon met 1-4 soorten uitk.;2011;90180.0;6.1
184;Uitkering: Persoon met 1-4 soorten uitk.;2012;99340.0;6.4
185;Uitkering: Persoon met 1-4 soorten uitk.;2013;112750.0;6.8
186;Uitkering: Persoon met 1-4 soorten uitk.;2014;119890.0;7.1
187;Uitkering: Persoon met 1-4 soorten uitk.;2015;112480.0;6.7
188;Uitkering: Persoon met 1-4 soorten uitk.;2016;95910.0;5.9
189;Uitkering: Persoon met 1-4 soorten uitk.;2017;82740.0;5.3
190;Uitkering: Persoon met 1-4 soorten uitk.;2018;67780.0;4.5
191;Uitkering: Persoon met 1-4 soorten uitk.;2019;58500.0;4.0
192;Uitkering: Persoon met 1-4 soorten uitk.;2020;56300.0;3.8
193;Uitkering: Persoon met 1-4 soorten uitk.;2021;47590.0;3.3
194;Uitkering: Persoon met 1-4 soorten uitk.;2022;41740.0;3.1
195;Uitkering: Persoon met 1-4 soorten uitk.;2023;42700.0;3.1
196;Uitkering: Persoon met 1-8 soorten uitk.;2010;;
197;Uitkering: Persoon met 1-8 soorten uitk.;2011;;
198;Uitkering: Persoon met 1-8 soorten uitk.;2012;;
199;Uitkering: Persoon met 1-8 soorten uitk.;2013;;
200;Uitkering: Persoon met 1-8 soorten uitk.;2014;;
201;Uitkering: Persoon met 1-8 soorten uitk.;2015;;
202;Uitkering: Persoon met 1-8 soorten uitk.;2016;;
203;Uitkering: Persoon met 1-8 soorten uitk.;2017;;
204;Uitkering: Persoon met 1-8 soorten uitk.;2018;;
205;Uitkering: Persoon met 1-8 soorten uitk.;2019;;
206;Uitkering: Persoon met 1-8 soorten uitk.;2020;;
207;Uitkering: Persoon met 1-8 soorten uitk.;2021;;
208;Uitkering: Persoon met 1-8 soorten uitk.;2022;51910.0;1.1
209;Uitkering: Persoon met 1-8 soorten uitk.;2023;53490.0;1.1
210;Uitkering:Pers. met arbeidsongesch.uitk.;2010;23990.0;3.1
211;Uitkering:Pers. met arbeidsongesch.uitk.;2011;28150.0;3.7
212;Uitkering:Pers. met arbeidsongesch.uitk.;2012;29370.0;3.8
213;Uitkering:Pers. met arbeidsongesch.uitk.;2013;29640.0;3.9
214;Uitkering:Pers. met arbeidsongesch.uitk.;2014;31940.0;4.2
215;Uitkering:Pers. met arbeidsongesch.uitk.;2015;30420.0;4.0
216;Uitkering:Pers. met arbeidsongesch.uitk.;2016;26490.0;3.6
217;Uitkering:Pers. met arbeidsongesch.uitk.;2017;23960.0;3.3
218;Uitkering:Pers. met arbeidsongesch.uitk.;2018;21040.0;2.9
219;Uitkering:Pers. met arbeidsongesch.uitk.;2019;18750.0;2.6
220;Uitkering:Pers. met arbeidsongesch.uitk.;2020;17080.0;2.3
221;Uitkering:Pers. met arbeidsongesch.uitk.;2021;16100.0;2.2
222;Uitkering:Pers. met arbeidsongesch.uitk.;2022;15660.0;2.1
223;Uitkering:Pers. met arbeidsongesch.uitk.;2023;15800.0;2.1
224;Uitkering:Persoon met bijstandsuitkering;2010;39000.0;9.2
225;Uitkering:Persoon met bijstandsuitkering;2011;47030.0;10.8
226;Uitkering:Persoon met bijstandsuitkering;2012;53480.0;11.9
227;Uitkering:Persoon met bijstandsuitkering;2013;62350.0;13.0
228;Uitkering:Persoon met bijstandsuitkering;2014;67890.0;13.6
229;Uitkering:Persoon met bijstandsuitkering;2015;64210.0;12.4
230;Uitkering:Persoon met bijstandsuitkering;2016;56290.0;10.5
231;Uitkering:Persoon met bijstandsuitkering;2017;48130.0;9.1
232;Uitkering:Persoon met bijstandsuitkering;2018;38170.0;7.5
233;Uitkering:Persoon met bijstandsuitkering;2019;32320.0;6.6
234;Uitkering:Persoon met bijstandsuitkering;2020;31290.0;6.1
235;Uitkering:Persoon met bijstandsuitkering;2021;26910.0;5.3
236;Uitkering:Persoon met bijstandsuitkering;2022;22250.0;4.6
237;Uitkering:Persoon met bijstandsuitkering;2023;22590.0;4.7
238;Uitkering:Persoon met werkloosheidsuitk.;2010;14590.0;5.5
239;Uitkering:Persoon met werkloosheidsuitk.;2011;16050.0;5.9
240;Uitkering:Persoon met werkloosheidsuitk.;2012;19690.0;5.6
241;Uitkering:Persoon met werkloosheidsuitk.;2013;22270.0;5.1
242;Uitkering:Persoon met werkloosheidsuitk.;2014;21350.0;5.0
243;Uitkering:Persoon met werkloosheidsuitk.;2015;18860.0;4.5
244;Uitkering:Persoon met werkloosheidsuitk.;2016;13570.0;3.8
245;Uitkering:Persoon met werkloosheidsuitk.;2017;10770.0;3.6
246;Uitkering:Persoon met werkloosheidsuitk.;2018;8710.0;3.5
247;Uitkering:Persoon met werkloosheidsuitk.;2019;7520.0;3.4
248;Uitkering:Persoon met werkloosheidsuitk.;2020;8180.0;3.3
249;Uitkering:Persoon met werkloosheidsuitk.;2021;4890.0;2.9
250;Uitkering:Persoon met werkloosheidsuitk.;2022;4140.0;3.2
251;Uitkering:Persoon met werkloosheidsuitk.;2023;4700.0;3.3
252;Uitkering:Persoon met IOAW- of IOAZ-uitk;2010;420.0;2.6
253;Uitkering:Persoon met IOAW- of IOAZ-uitk;2011;550.0;3.5
254;Uitkering:Persoon met IOAW- of IOAZ-uitk;2012;770.0;4.5
255;Uitkering:Persoon met IOAW- of IOAZ-uitk;2013;1050.0;5.1
256;Uitkering:Persoon met IOAW- of IOAZ-uitk;2014;1340.0;5.5
257;Uitkering:Persoon met IOAW- of IOAZ-uitk;2015;1490.0;5.3
258;Uitkering:Persoon met IOAW- of IOAZ-uitk;2016;1420.0;4.5
259;Uitkering:Persoon met IOAW- of IOAZ-uitk;2017;1320.0;4.1
260;Uitkering:Persoon met IOAW- of IOAZ-uitk;2018;1010.0;3.3
261;Uitkering:Persoon met IOAW- of IOAZ-uitk;2019;790.0;2.8
262;Uitkering:Persoon met IOAW- of IOAZ-uitk;2020;660.0;2.5
263;Uitkering:Persoon met IOAW- of IOAZ-uitk;2021;500.0;2.2
264;Uitkering:Persoon met IOAW- of IOAZ-uitk;2022;380.0;2.0
265;Uitkering:Persoon met IOAW- of IOAZ-uitk;2023;300.0;1.8
266;Uitkering: Persoon met ANW uitk.;2010;;
267;Uitkering: Persoon met ANW uitk.;2011;;
268;Uitkering: Persoon met ANW uitk.;2012;;
269;Uitkering: Persoon met ANW uitk.;2013;;
270;Uitkering: Persoon met ANW uitk.;2014;;
271;Uitkering: Persoon met ANW uitk.;2015;;
272;Uitkering: Persoon met ANW uitk.;2016;;
273;Uitkering: Persoon met ANW uitk.;2017;;
274;Uitkering: Persoon met ANW uitk.;2018;;
275;Uitkering: Persoon met ANW uitk.;2019;;
276;Uitkering: Persoon met ANW uitk.;2020;;
277;Uitkering: Persoon met ANW uitk.;2021;;
278;Uitkering: Persoon met ANW uitk.;2022;370.0;1.8
279;Uitkering: Persoon met ANW uitk.;2023;360.0;1.9
280;Uitkering: Persoon met AOW uitk.;2010;;
281;Uitkering: Persoon met AOW uitk.;2011;;
282;Uitkering: Persoon met AOW uitk.;2012;;
283;Uitkering: Persoon met AOW uitk.;2013;;
284;Uitkering: Persoon met AOW uitk.;2014;;
285;Uitkering: Persoon met AOW uitk.;2015;;
286;Uitkering: Persoon met AOW uitk.;2016;;
287;Uitkering: Persoon met AOW uitk.;2017;;
288;Uitkering: Persoon met AOW uitk.;2018;;
289;Uitkering: Persoon met AOW uitk.;2019;;
290;Uitkering: Persoon met AOW uitk.;2020;;
291;Uitkering: Persoon met AOW uitk.;2021;;
292;Uitkering: Persoon met AOW uitk.;2022;6260.0;0.2
293;Uitkering: Persoon met AOW uitk.;2023;6210.0;0.2
294;Uitkering: Persoon met WSW uitk.;2010;;
295;Uitkering: Persoon met WSW uitk.;2011;;
296;Uitkering: Persoon met WSW uitk.;2012;;
297;Uitkering: Persoon met WSW uitk.;2013;;
298;Uitkering: Persoon met WSW uitk.;2014;;
299;Uitkering: Persoon met WSW uitk.;2015;;
300;Uitkering: Persoon met WSW uitk.;2016;;
301;Uitkering: Persoon met WSW uitk.;2017;;
302;Uitkering: Persoon met WSW uitk.;2018;;
303;Uitkering: Persoon met WSW uitk.;2019;;
304;Uitkering: Persoon met WSW uitk.;2020;;
305;Uitkering: Persoon met WSW uitk.;2021;;
306;Uitkering: Persoon met WSW uitk.;2022;520.0;0.8
307;Uitkering: Persoon met WSW uitk.;2023;450.0;0.8
308;Uitkering: Persoon met Ziektewet uitk.;2010;;
309;Uitkering: Persoon met Ziektewet uitk.;2011;;
310;Uitkering: Persoon met Ziektewet uitk.;2012;;
311;Uitkering: Persoon met Ziektewet uitk.;2013;;
312;Uitkering: Persoon met Ziektewet uitk.;2014;;
313;Uitkering: Persoon met Ziektewet uitk.;2015;;
314;Uitkering: Persoon met Ziektewet uitk.;2016;;
315;Uitkering: Persoon met Ziektewet uitk.;2017;;
316;Uitkering: Persoon met Ziektewet uitk.;2018;;
317;Uitkering: Persoon met Ziektewet uitk.;2019;;
318;Uitkering: Persoon met Ziektewet uitk.;2020;;
319;Uitkering: Persoon met Ziektewet uitk.;2021;;
320;Uitkering: Persoon met Ziektewet uitk.;2022;4490.0;4.4
321;Uitkering: Persoon met Ziektewet uitk.;2023;5200.0;4.5
