ID;Geslacht;Leeftijd;TypeInstelling;RegioS;Perioden;AantalUltimoVerslagjaar_1;PercentageUltimoVerslagjaar_2;AantalInVerslagjaar_3;PercentageInVerslagjaar_4;OpnamedagenInVerslagjaar_5
39;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal zorg met verblijf;Gelderland (PV);2007;31765;2.06;;;
40;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal zorg met verblijf;Gelderland (PV);2008;32105;2.07;43550.0;2.8;11674.0
41;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal zorg met verblijf;Gelderland (PV);2009;32930;2.11;44500.0;2.84;11892.0
42;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal zorg met verblijf;Utrecht (PV);2004;15820;1.75;21395.0;2.36;5766.0
43;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal zorg met verblijf;Utrecht (PV);2005;16205;1.78;21700.0;2.4;5833.0
44;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal zorg met verblijf;Utrecht (PV);2006;16410;1.78;22205.0;2.42;5990.0
45;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal zorg met verblijf;Utrecht (PV);2007;16260;1.75;;;
46;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal zorg met verblijf;Utrecht (PV);2008;16440;1.75;22620.0;2.42;6011.0
47;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal zorg met verblijf;Utrecht (PV);2009;16780;1.77;23140.0;2.45;6112.0
48;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal zorg met verblijf;Noord-Holland (PV);2004;34265;1.67;48595.0;2.38;12560.0
49;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal zorg met verblijf;Noord-Holland (PV);2005;34260;1.67;49180.0;2.41;12637.0
50;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal zorg met verblijf;Noord-Holland (PV);2006;34220;1.66;49695.0;2.42;12652.0
51;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal zorg met verblijf;Noord-Holland (PV);2007;35700;1.72;;;
52;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal zorg met verblijf;Noord-Holland (PV);2008;35650;1.7;51310.0;2.48;13001.0
53;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal zorg met verblijf;Noord-Holland (PV);2009;36765;1.74;52515.0;2.51;13297.0
54;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal zorg met verblijf;Zuid-Holland (PV);2004;45315;1.68;63910.0;2.36;16613.0
55;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal zorg met verblijf;Zuid-Holland (PV);2005;46035;1.7;65370.0;2.42;16986.0
56;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal zorg met verblijf;Zuid-Holland (PV);2006;46575;1.72;65995.0;2.44;17266.0
57;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal zorg met verblijf;Zuid-Holland (PV);2007;48485;1.78;;;
58;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal zorg met verblijf;Zuid-Holland (PV);2008;48335;1.76;69395.0;2.56;17740.0
59;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal zorg met verblijf;Zuid-Holland (PV);2009;50275;1.82;71585.0;2.61;18135.0
60;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal zorg met verblijf;Zeeland (PV);2004;6315;2.13;8325.0;2.79;2342.0
61;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal zorg met verblijf;Zeeland (PV);2005;6265;2.1;8420.0;2.82;2337.0
62;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal zorg met verblijf;Zeeland (PV);2006;6295;2.11;8475.0;2.82;2346.0
63;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal zorg met verblijf;Zeeland (PV);2007;6250;2.09;;;
64;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal zorg met verblijf;Zeeland (PV);2008;6105;2.03;8605.0;2.86;2258.0
65;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal zorg met verblijf;Zeeland (PV);2009;6235;2.06;8625.0;2.85;2265.0
66;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal zorg met verblijf;Noord-Brabant (PV);2004;33430;1.78;44375.0;2.35;12278.0
67;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal zorg met verblijf;Noord-Brabant (PV);2005;32990;1.75;44935.0;2.38;12165.0
68;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal zorg met verblijf;Noord-Brabant (PV);2006;33280;1.76;44425.0;2.34;12254.0
69;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal zorg met verblijf;Noord-Brabant (PV);2007;35100;1.84;;;
70;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal zorg met verblijf;Noord-Brabant (PV);2008;34825;1.81;47190.0;2.46;12790.0
71;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal zorg met verblijf;Noord-Brabant (PV);2009;35850;1.86;48015.0;2.48;12963.0
72;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal zorg met verblijf;Limburg (PV);2004;19025;2.1;25290.0;2.77;7055.0
73;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal zorg met verblijf;Limburg (PV);2005;18990;2.09;25540.0;2.8;7011.0
74;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal zorg met verblijf;Limburg (PV);2006;19270;2.12;25990.0;2.85;7107.0
75;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal zorg met verblijf;Limburg (PV);2007;19110;2.11;;;
76;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal zorg met verblijf;Limburg (PV);2008;18860;2.07;26190.0;2.88;6978.0
77;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal zorg met verblijf;Limburg (PV);2009;19055;2.08;26465.0;2.89;6947.0
78;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Nederland;2004;162315;1.28;240205.0;1.88;60402.0
79;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Nederland;2005;161270;1.26;242245.0;1.9;59790.0
80;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Nederland;2006;160190;1.25;243910.0;1.9;59840.0
81;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Nederland;2007;163690;1.27;;;
82;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Nederland;2008;162170;1.25;250895.0;1.95;59378.0
83;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Nederland;2009;164790;1.26;255290.0;1.96;59850.0
84;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Groningen (PV);2004;6160;1.34;8480.0;1.84;2229.0
85;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Groningen (PV);2005;6460;1.4;9320.0;2.02;2403.0
86;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Groningen (PV);2006;6385;1.39;9550.0;2.07;2499.0
87;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Groningen (PV);2007;6615;1.43;;;
88;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Groningen (PV);2008;6610;1.43;10140.0;2.19;2406.0
89;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Groningen (PV);2009;6650;1.43;10265.0;2.21;2426.0
90;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Friesland (PV);2004;6910;1.39;10130.0;2.02;2542.0
91;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Friesland (PV);2005;7025;1.41;10270.0;2.05;2547.0
92;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Friesland (PV);2006;6885;1.38;10615.0;2.11;2512.0
93;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Friesland (PV);2007;6810;1.36;;;
94;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Friesland (PV);2008;6910;1.38;10550.0;2.09;2508.0
95;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Friesland (PV);2009;7100;1.41;11060.0;2.18;2557.0
96;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Drenthe (PV);2004;5850;1.56;8455.0;2.23;2157.0
97;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Drenthe (PV);2005;5905;1.56;8650.0;2.28;2144.0
98;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Drenthe (PV);2006;5860;1.54;8630.0;2.26;2147.0
99;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Drenthe (PV);2007;5650;1.48;;;
100;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Drenthe (PV);2008;5670;1.48;8745.0;2.27;2048.0
101;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Drenthe (PV);2009;5865;1.52;8925.0;2.3;2112.0
102;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Overijssel (PV);2004;10840;1.27;15945.0;1.86;4197.0
103;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Overijssel (PV);2005;11015;1.29;16010.0;1.87;4012.0
104;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Overijssel (PV);2006;11075;1.29;16915.0;1.96;4137.0
105;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Overijssel (PV);2007;11225;1.3;;;
106;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Overijssel (PV);2008;11080;1.28;17200.0;1.98;4041.0
107;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Overijssel (PV);2009;11265;1.29;17550.0;2.0;4093.0
108;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Flevoland (PV);2004;1880;0.71;2845.0;1.08;680.0
109;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Flevoland (PV);2005;1890;0.7;2990.0;1.14;694.0
110;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Flevoland (PV);2006;1875;0.68;3025.0;1.11;702.0
111;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Flevoland (PV);2007;1855;0.67;;;
112;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Flevoland (PV);2008;1845;0.65;3005.0;1.07;683.0
113;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Flevoland (PV);2009;1900;0.66;3070.0;1.07;697.0
114;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Gelderland (PV);2004;20300;1.33;29200.0;1.9;7687.0
115;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Gelderland (PV);2005;20090;1.31;29100.0;1.9;7405.0
116;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Gelderland (PV);2006;20225;1.32;30090.0;1.95;7471.0
117;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Gelderland (PV);2007;20705;1.34;;;
118;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Gelderland (PV);2008;20595;1.33;31170.0;2.01;7514.0
119;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Gelderland (PV);2009;20685;1.32;31355.0;2.0;7539.0
120;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Utrecht (PV);2004;10550;1.17;15800.0;1.75;3871.0
121;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Utrecht (PV);2005;10720;1.17;15805.0;1.75;3867.0
122;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Utrecht (PV);2006;10660;1.16;16070.0;1.75;3931.0
123;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Utrecht (PV);2007;10390;1.12;;;
124;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Utrecht (PV);2008;10430;1.11;16120.0;1.72;3817.0
125;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Utrecht (PV);2009;10605;1.12;16485.0;1.74;3859.0
126;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Noord-Holland (PV);2004;25930;1.27;39805.0;1.95;9603.0
127;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Noord-Holland (PV);2005;25590;1.25;39805.0;1.95;9544.0
128;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Noord-Holland (PV);2006;25080;1.22;39905.0;1.95;9397.0
129;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Noord-Holland (PV);2007;25715;1.24;;;
130;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Noord-Holland (PV);2008;25235;1.2;40190.0;1.94;9274.0
131;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Noord-Holland (PV);2009;25585;1.21;40600.0;1.94;9295.0
132;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Zuid-Holland (PV);2004;33040;1.22;50730.0;1.88;12202.0
133;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Zuid-Holland (PV);2005;33080;1.22;51375.0;1.9;12363.0
134;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Zuid-Holland (PV);2006;32955;1.22;51325.0;1.9;12361.0
135;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Zuid-Holland (PV);2007;34070;1.25;;;
136;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Zuid-Holland (PV);2008;33750;1.23;53415.0;1.97;12389.0
137;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Zuid-Holland (PV);2009;34535;1.25;54835.0;2.0;12514.0
138;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Zeeland (PV);2004;4740;1.6;6655.0;2.23;1775.0
139;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Zeeland (PV);2005;4575;1.54;6615.0;2.21;1744.0
140;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Zeeland (PV);2006;4540;1.52;6620.0;2.2;1721.0
141;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Zeeland (PV);2007;4485;1.5;;;
142;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Zeeland (PV);2008;4345;1.45;6640.0;2.2;1601.0
143;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Zeeland (PV);2009;4420;1.46;6650.0;2.19;1608.0
144;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Noord-Brabant (PV);2004;23135;1.23;33330.0;1.76;8601.0
145;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Noord-Brabant (PV);2005;22205;1.18;33420.0;1.77;8308.0
146;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Noord-Brabant (PV);2006;21955;1.16;32175.0;1.69;8194.0
147;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Noord-Brabant (PV);2007;23570;1.24;;;
148;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Noord-Brabant (PV);2008;23230;1.21;34600.0;1.81;8515.0
149;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Noord-Brabant (PV);2009;23690;1.23;35110.0;1.82;8582.0
150;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Limburg (PV);2004;12980;1.43;18835.0;2.06;4858.0
151;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Limburg (PV);2005;12720;1.4;18890.0;2.07;4759.0
152;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Limburg (PV);2006;12705;1.4;18995.0;2.08;4768.0
153;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Limburg (PV);2007;12605;1.39;;;
154;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Limburg (PV);2008;12470;1.37;19110.0;2.1;4581.0
155;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Verpleging en verzorging;Limburg (PV);2009;12490;1.37;19385.0;2.12;4569.0
156;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Nederland;2004;49820;0.39;52860.0;0.41;18006.0
157;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Nederland;2005;51820;0.41;54895.0;0.43;18606.0
158;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Nederland;2006;53725;0.42;57175.0;0.45;19357.0
159;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Nederland;2007;56355;0.44;;;
160;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Nederland;2008;56900;0.44;61765.0;0.48;21030.0
161;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Nederland;2009;59790;0.46;63600.0;0.49;21637.0
162;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Groningen (PV);2004;1850;0.4;1895.0;0.41;667.0
163;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Groningen (PV);2005;1895;0.41;1960.0;0.43;688.0
164;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Groningen (PV);2006;1925;0.42;2030.0;0.44;709.0
165;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Groningen (PV);2007;2035;0.44;;;
166;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Groningen (PV);2008;2045;0.44;2205.0;0.48;751.0
167;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Groningen (PV);2009;2200;0.47;2310.0;0.5;791.0
168;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Friesland (PV);2004;1885;0.38;1985.0;0.4;683.0
169;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Friesland (PV);2005;1945;0.39;2080.0;0.41;702.0
170;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Friesland (PV);2006;2020;0.41;2150.0;0.43;723.0
171;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Friesland (PV);2007;2120;0.42;;;
172;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Friesland (PV);2008;2160;0.43;2360.0;0.47;785.0
173;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Friesland (PV);2009;2215;0.44;2375.0;0.47;810.0
174;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Drenthe (PV);2004;1970;0.52;2045.0;0.54;697.0
175;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Drenthe (PV);2005;2050;0.54;2160.0;0.57;737.0
176;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Drenthe (PV);2006;2120;0.56;2215.0;0.58;756.0
177;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Drenthe (PV);2007;2195;0.58;;;
178;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Drenthe (PV);2008;2175;0.57;2370.0;0.62;814.0
179;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Drenthe (PV);2009;2255;0.58;2340.0;0.6;796.0
180;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Overijssel (PV);2004;2940;0.34;3175.0;0.37;1053.0
181;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Overijssel (PV);2005;3180;0.37;3395.0;0.4;1120.0
182;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Overijssel (PV);2006;3370;0.39;3625.0;0.42;1199.0
183;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Overijssel (PV);2007;3680;0.43;;;
184;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Overijssel (PV);2008;3945;0.45;4185.0;0.48;1414.0
185;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Overijssel (PV);2009;4245;0.49;4510.0;0.51;1524.0
