ID;TypeZelfstandige;BedrijfstakkenBranchesSBI2008;RegioS;Perioden;Zelfstandigen_1;GemiddeldPersoonlijkInkomen_2;MediaanPersoonlijkInkomen_3;GemiddeldInkomenAlsZelfstandige_4;MediaanInkomenAlsZelfstandige_5;GemiddeldGestandaardiseerdInkomen_6;MediaanGestandaardiseerdInkomen_7;ZelfstandigenMetBedrijfsvermogen_8;MediaanVermogen_9;MediaanBedrijfsvermogen_10;Zelfstandigen_11;GemiddeldPersoonlijkInkomen_12;MediaanPersoonlijkInkomen_13;GemiddeldInkomenAlsZelfstandige_14;MediaanInkomenAlsZelfstandige_15;GemiddeldGestandaardiseerdInkomen_16;MediaanGestandaardiseerdInkomen_17;ZelfstandigenMetBedrijfsvermogen_18;MediaanVermogen_19;MediaanBedrijfsvermogen_20
12;Zelfstandige;A-U Alle economische activiteiten;Noord-Nederland (LD);2007;107.1;32.2;22.9;31.7;22.0;28.9;23.9;77.4;151.7;32.2;163.5;32.0;24.2;21.7;9.1;27.7;23.2;95.0;134.5;27.6
13;Zelfstandige;A-U Alle economische activiteiten;Noord-Nederland (LD);2008;112.4;33.0;24.1;32.6;23.1;29.2;24.8;68.8;168.4;35.3;172.6;32.8;25.2;22.3;9.5;28.0;24.0;84.4;146.4;29.9
14;Zelfstandige;A-U Alle economische activiteiten;Noord-Nederland (LD);2009;114.1;30.6;21.4;30.1;20.6;26.8;23.4;78.9;156.9;33.5;177.4;31.3;23.7;20.4;8.4;26.4;23.3;98.0;136.3;28.3
15;Zelfstandige;A-U Alle economische activiteiten;Noord-Nederland (LD);2010;108.3;33.1;24.1;32.6;23.2;28.2;24.2;82.6;143.2;30.8;172.1;33.2;25.5;21.6;10.0;27.4;23.7;103.0;120.6;25.9
16;Zelfstandige;A-U Alle economische activiteiten;Noord-Nederland (LD);2011;111.8;34.2;25.8;33.9;24.9;32.1;27.5;91.9;164.3;30.3;174.2;34.3;27.1;22.9;11.1;30.9;26.9;114.4;141.2;25.3
17;Zelfstandige;A-U Alle economische activiteiten;Noord-Nederland (LD);2012;112.2;33.1;24.7;32.5;23.8;31.3;27.2;92.9;147.4;29.7;174.1;33.7;26.4;22.1;10.8;30.5;26.8;115.6;124.3;25.1
18;Zelfstandige;A-U Alle economische activiteiten;Noord-Nederland (LD);2013;113.5;33.1;24.5;32.4;23.4;31.1;27.1;94.0;119.0;28.6;175.2;33.7;26.3;22.2;10.8;30.4;26.9;116.7;96.6;24.2
19;Zelfstandige;A-U Alle economische activiteiten;Noord-Nederland (LD);2014;115.2;34.8;26.2;34.0;25.0;34.6;28.7;95.4;116.7;29.2;176.6;35.2;27.4;23.5;12.0;33.3;28.2;118.6;95.3;24.8
20;Zelfstandige;A-U Alle economische activiteiten;Noord-Nederland (LD);2015;117.1;35.0;26.5;34.1;25.2;32.7;29.1;97.9;118.3;28.7;177.5;35.2;27.5;23.8;12.4;31.9;28.6;121.8;98.7;24.5
21;Zelfstandige;A-U Alle economische activiteiten;Noord-Nederland (LD);2016;118.9;36.8;28.3;35.8;26.9;34.8;30.9;100.5;125.0;30.5;178.5;36.7;28.9;25.2;13.5;33.7;30.3;125.2;105.3;25.9
22;Zelfstandige;A-U Alle economische activiteiten;Noord-Nederland (LD);2017;119.6;39.1;30.1;37.9;28.6;37.1;32.3;101.2;136.8;32.1;182.3;39.3;30.4;26.4;14.3;36.0;31.5;126.9;117.4;27.2
23;Zelfstandige;A-U Alle economische activiteiten;Noord-Nederland (LD);2018;121.9;40.0;30.9;38.8;29.5;37.6;32.9;104.8;167.0;35.7;185.6;39.3;31.2;27.0;14.7;36.1;32.1;131.0;143.2;29.9
24;Zelfstandige;A-U Alle economische activiteiten;Oost-Nederland (LD);2007;215.3;36.0;27.0;35.0;25.5;31.8;26.1;155.6;194.0;34.9;327.6;35.3;27.2;24.0;10.9;30.2;25.1;193.0;172.4;29.7
25;Zelfstandige;A-U Alle economische activiteiten;Oost-Nederland (LD);2008;225.9;36.7;27.4;35.9;26.0;30.8;26.5;140.7;202.2;39.1;345.9;36.0;27.7;24.6;10.9;29.6;25.6;174.8;179.3;32.8
26;Zelfstandige;A-U Alle economische activiteiten;Oost-Nederland (LD);2009;229.1;34.6;25.1;33.9;24.1;28.9;25.3;161.7;183.1;36.4;355.7;34.6;26.5;22.9;9.8;28.3;25.0;202.9;161.3;30.6
27;Zelfstandige;A-U Alle economische activiteiten;Oost-Nederland (LD);2010;221.9;36.8;27.4;36.0;26.2;30.1;26.1;169.0;166.4;33.8;350.0;36.3;28.1;24.0;11.4;29.2;25.5;213.0;144.1;28.0
28;Zelfstandige;A-U Alle economische activiteiten;Oost-Nederland (LD);2011;229.3;37.4;28.7;37.0;27.5;34.1;29.4;187.9;192.0;33.1;355.6;37.0;29.3;25.0;12.2;32.8;28.6;237.4;167.9;27.3
29;Zelfstandige;A-U Alle economische activiteiten;Oost-Nederland (LD);2012;231.6;36.6;27.5;36.1;26.3;33.8;29.0;191.5;168.0;32.3;359.6;36.6;28.6;24.4;11.8;32.7;28.4;242.7;145.0;26.9
30;Zelfstandige;A-U Alle economische activiteiten;Oost-Nederland (LD);2013;234.1;36.5;27.3;35.7;26.1;33.2;28.8;193.9;135.7;31.8;362.6;36.8;28.5;24.3;11.9;32.4;28.4;246.3;113.5;26.4
31;Zelfstandige;A-U Alle economische activiteiten;Oost-Nederland (LD);2014;239.0;37.8;28.4;36.9;27.1;37.7;30.1;198.4;130.4;31.1;365.5;37.9;29.3;25.5;12.7;36.1;29.6;250.9;111.3;26.0
32;Zelfstandige;A-U Alle economische activiteiten;Oost-Nederland (LD);2015;244.5;38.2;29.2;37.3;27.9;34.4;30.6;204.5;133.0;30.2;370.1;38.2;29.9;26.0;13.3;33.7;30.1;259.4;115.8;25.4
33;Zelfstandige;A-U Alle economische activiteiten;Oost-Nederland (LD);2016;250.1;40.2;31.1;39.2;29.8;37.4;32.6;210.6;141.4;32.6;375.2;39.8;31.2;27.5;14.7;36.2;31.9;267.2;123.4;27.3
34;Zelfstandige;A-U Alle economische activiteiten;Oost-Nederland (LD);2017;253.2;42.6;33.2;41.2;31.6;39.3;34.1;211.9;151.9;33.4;384.4;43.2;32.9;28.9;15.7;38.6;33.3;270.8;135.5;28.6
35;Zelfstandige;A-U Alle economische activiteiten;Oost-Nederland (LD);2018;259.9;43.3;33.9;42.1;32.3;39.8;34.7;222.5;194.5;37.8;393.7;42.4;33.6;29.4;16.0;38.4;33.9;282.5;169.2;31.3
36;Zelfstandige;A-U Alle economische activiteiten;West-Nederland (LD);2007;463.5;41.2;31.1;39.8;29.6;34.4;27.5;343.4;159.3;27.1;698.5;41.0;31.4;27.8;14.0;33.1;26.9;420.4;141.0;22.3
37;Zelfstandige;A-U Alle economische activiteiten;West-Nederland (LD);2008;486.9;41.9;31.7;40.8;30.3;32.6;27.8;315.2;165.0;31.3;733.7;41.7;32.1;28.5;14.2;31.9;27.3;386.7;145.6;25.7
38;Zelfstandige;A-U Alle economische activiteiten;West-Nederland (LD);2009;502.1;39.6;29.2;38.5;27.9;31.0;26.9;366.2;146.4;28.8;761.3;40.1;30.6;26.7;13.0;30.8;26.8;452.3;128.6;23.7
39;Zelfstandige;A-U Alle economische activiteiten;West-Nederland (LD);2010;501.2;40.6;29.9;39.4;28.6;31.6;26.9;387.8;128.2;26.2;767.9;40.9;31.2;27.1;13.8;31.2;26.8;481.4;111.9;21.2
40;Zelfstandige;A-U Alle economische activiteiten;West-Nederland (LD);2011;520.9;41.0;30.7;40.4;29.6;36.0;30.1;425.8;150.4;24.3;789.0;41.5;32.1;28.0;14.5;35.1;29.8;531.1;133.8;19.6
41;Zelfstandige;A-U Alle economische activiteiten;West-Nederland (LD);2012;530.4;40.3;29.6;39.5;28.4;35.8;29.8;436.9;125.2;23.6;800.6;41.0;31.3;27.5;14.1;35.1;29.7;546.5;110.9;19.1
42;Zelfstandige;A-U Alle economische activiteiten;West-Nederland (LD);2013;538.5;39.9;28.9;38.8;27.6;34.8;29.4;443.8;94.7;22.6;809.7;41.0;30.8;27.3;14.0;34.6;29.5;556.2;81.7;18.4
43;Zelfstandige;A-U Alle economische activiteiten;West-Nederland (LD);2014;557.2;41.1;30.0;40.0;28.5;39.7;30.8;456.4;90.4;22.0;826.6;42.3;31.6;28.5;15.0;38.9;30.8;570.9;79.7;18.0
44;Zelfstandige;A-U Alle economische activiteiten;West-Nederland (LD);2015;575.4;42.0;31.0;40.9;29.6;36.9;31.3;474.7;95.4;21.6;846.9;42.9;32.2;29.4;15.9;36.5;31.3;594.6;84.9;17.7
45;Zelfstandige;A-U Alle economische activiteiten;West-Nederland (LD);2016;592.5;43.4;32.6;42.2;31.0;39.4;33.2;492.7;104.2;23.2;865.4;44.0;33.3;30.5;17.1;38.7;33.0;615.6;93.5;19.1
46;Zelfstandige;A-U Alle economische activiteiten;West-Nederland (LD);2017;602.9;45.2;33.8;43.6;32.2;41.0;34.3;499.4;120.4;23.7;895.6;47.7;34.6;31.4;17.7;41.2;34.1;630.4;111.2;20.0
47;Zelfstandige;A-U Alle economische activiteiten;West-Nederland (LD);2018;628.4;45.4;34.6;44.1;33.1;41.3;34.9;529.0;160.2;26.2;936.0;45.6;35.1;31.4;17.6;40.4;34.5;662.8;143.7;21.4
48;Zelfstandige;A-U Alle economische activiteiten;Zuid-Nederland (LD);2007;218.8;35.9;27.2;35.0;25.7;32.2;26.3;158.1;210.4;33.0;332.3;35.4;27.5;24.1;11.3;30.7;25.5;195.7;190.0;27.5
49;Zelfstandige;A-U Alle economische activiteiten;Zuid-Nederland (LD);2008;228.7;36.7;27.7;35.9;26.2;30.7;26.7;144.1;220.4;36.7;351.4;36.2;28.1;24.6;11.3;29.7;26.0;179.3;198.1;30.7
50;Zelfstandige;A-U Alle economische activiteiten;Zuid-Nederland (LD);2009;231.2;35.0;25.9;34.3;24.7;29.5;26.0;163.6;202.3;34.4;359.4;35.2;27.2;23.2;10.3;28.9;25.7;205.2;182.0;28.5
51;Zelfstandige;A-U Alle economische activiteiten;Zuid-Nederland (LD);2010;224.8;37.0;27.7;36.1;26.3;30.5;26.4;171.1;184.4;32.0;355.2;36.7;28.4;24.1;11.6;29.6;25.9;215.8;162.2;26.3
52;Zelfstandige;A-U Alle economische activiteiten;Zuid-Nederland (LD);2011;230.9;37.4;28.9;37.1;27.7;34.8;29.9;189.2;210.4;31.0;360.0;37.4;29.5;25.0;12.3;33.5;29.1;239.9;186.2;25.4
53;Zelfstandige;A-U Alle economische activiteiten;Zuid-Nederland (LD);2012;231.9;37.3;28.2;36.8;27.0;34.9;29.7;192.5;185.7;30.6;361.0;37.5;29.1;24.9;12.1;33.7;29.1;244.5;163.1;24.9
54;Zelfstandige;A-U Alle economische activiteiten;Zuid-Nederland (LD);2013;234.1;36.9;27.5;36.1;26.2;33.9;29.3;194.5;150.7;29.6;362.9;37.3;28.8;24.6;12.1;33.2;29.0;247.5;130.3;24.4
55;Zelfstandige;A-U Alle economische activiteiten;Zuid-Nederland (LD);2014;238.2;37.8;28.4;37.0;27.1;38.4;30.6;198.5;145.5;28.6;364.5;38.2;29.5;25.6;12.9;36.9;30.2;252.4;127.5;23.7
56;Zelfstandige;A-U Alle economische activiteiten;Zuid-Nederland (LD);2015;242.9;38.7;29.6;37.8;28.1;35.5;31.3;203.6;146.4;27.8;369.1;38.9;30.1;26.3;13.7;34.8;30.8;259.5;130.6;23.0
57;Zelfstandige;A-U Alle economische activiteiten;Zuid-Nederland (LD);2016;247.0;40.7;31.6;39.7;30.0;38.3;33.3;209.0;153.2;29.9;372.0;40.4;31.7;27.8;15.0;37.2;32.6;266.4;137.3;24.7
58;Zelfstandige;A-U Alle economische activiteiten;Zuid-Nederland (LD);2017;247.9;43.0;33.3;41.6;31.8;40.4;34.7;208.4;165.5;30.5;379.6;44.3;33.2;29.1;15.8;39.9;34.0;268.8;151.0;25.9
59;Zelfstandige;A-U Alle economische activiteiten;Zuid-Nederland (LD);2018;255.0;43.5;34.2;42.4;32.7;40.7;35.4;219.9;209.8;35.4;388.6;42.9;34.0;29.5;16.2;39.4;34.6;280.4;185.6;28.9
60;Zelfstandige;A-U Alle economische activiteiten;Groningen (PV);2007;31.1;32.5;22.1;31.8;21.0;28.8;23.6;22.6;132.9;27.6;49.7;32.5;23.9;21.0;7.9;27.4;22.9;27.7;109.5;23.1
61;Zelfstandige;A-U Alle economische activiteiten;Groningen (PV);2008;32.5;33.0;22.7;32.4;21.6;28.8;24.1;19.6;147.8;31.1;52.4;32.9;24.6;21.3;8.2;27.5;23.4;24.1;119.2;26.0
62;Zelfstandige;A-U Alle economische activiteiten;Groningen (PV);2009;33.3;31.0;20.8;30.4;19.9;27.0;23.1;22.8;135.7;29.1;54.3;32.1;23.7;19.7;7.5;26.5;23.0;28.4;110.1;24.0
63;Zelfstandige;A-U Alle economische activiteiten;Groningen (PV);2010;32.1;33.6;23.3;32.7;22.0;28.5;24.0;24.2;122.7;25.5;53.2;33.8;25.3;21.0;8.9;27.4;23.6;30.3;97.3;20.5
64;Zelfstandige;A-U Alle economische activiteiten;Groningen (PV);2011;33.3;34.5;25.0;34.0;23.8;32.1;27.2;26.9;140.4;24.7;54.2;34.8;26.9;22.2;9.7;30.7;26.5;33.7;113.3;20.2
65;Zelfstandige;A-U Alle economische activiteiten;Groningen (PV);2012;33.6;33.0;23.7;32.3;22.6;30.9;26.6;27.3;121.3;24.3;54.5;34.0;26.0;21.2;9.4;30.0;26.3;34.1;96.0;20.2
66;Zelfstandige;A-U Alle economische activiteiten;Groningen (PV);2013;33.8;33.8;24.1;32.8;22.7;31.2;27.0;27.7;99.3;23.0;54.7;34.4;26.3;21.7;9.6;30.2;26.6;34.6;72.4;19.1
67;Zelfstandige;A-U Alle economische activiteiten;Groningen (PV);2014;34.4;35.0;25.3;33.9;24.0;34.3;28.3;28.2;98.2;23.4;55.3;35.3;26.9;22.5;10.2;32.7;27.8;35.2;73.0;19.3
68;Zelfstandige;A-U Alle economische activiteiten;Groningen (PV);2015;35.1;35.5;25.5;34.5;24.3;32.8;28.7;29.0;99.3;23.8;55.5;35.7;27.0;23.2;10.8;31.7;28.1;36.3;76.5;19.9
69;Zelfstandige;A-U Alle economische activiteiten;Groningen (PV);2016;35.7;36.9;27.0;35.7;25.5;34.6;30.4;29.6;106.6;25.2;55.9;36.8;28.0;24.2;11.7;33.2;29.5;37.2;82.8;20.8
70;Zelfstandige;A-U Alle economische activiteiten;Groningen (PV);2017;35.7;38.8;28.4;37.4;26.9;36.3;31.4;29.8;112.5;25.4;56.9;39.0;29.3;25.1;12.0;35.0;30.5;37.6;90.5;21.0
71;Zelfstandige;A-U Alle economische activiteiten;Groningen (PV);2018;36.2;39.7;29.6;38.3;28.0;37.1;32.1;30.8;136.8;27.9;57.6;39.0;30.1;25.7;12.4;35.3;31.2;38.8;108.8;22.9
72;Zelfstandige;A-U Alle economische activiteiten;Friesland (PV);2007;45.7;31.6;23.2;31.4;22.3;28.7;23.7;33.1;155.3;36.1;66.8;31.2;24.0;22.3;10.2;27.6;23.0;39.9;142.7;31.8
73;Zelfstandige;A-U Alle economische activiteiten;Friesland (PV);2008;47.9;33.0;25.0;32.8;24.1;29.5;25.0;29.6;177.6;38.4;70.2;32.5;25.3;23.4;11.0;28.3;24.2;35.6;159.5;33.9
74;Zelfstandige;A-U Alle economische activiteiten;Friesland (PV);2009;48.5;29.7;21.4;29.6;20.7;26.3;23.1;33.7;165.6;37.2;72.2;30.2;23.1;20.7;9.1;25.9;23.0;41.2;148.6;32.4
75;Zelfstandige;A-U Alle economische activiteiten;Friesland (PV);2010;45.6;32.4;24.1;32.1;23.5;27.7;23.8;35.1;148.3;35.0;69.7;32.1;25.0;21.9;11.1;26.9;23.4;43.1;128.7;30.2
76;Zelfstandige;A-U Alle economische activiteiten;Friesland (PV);2011;47.1;33.7;26.0;33.7;25.1;31.7;27.3;39.0;171.3;34.4;70.6;33.5;26.8;23.4;12.4;30.6;26.7;47.9;151.5;29.8
77;Zelfstandige;A-U Alle economische activiteiten;Friesland (PV);2012;47.1;32.5;24.9;32.2;24.1;30.9;27.0;39.4;155.5;34.5;70.4;32.8;26.0;22.5;11.9;30.2;26.6;48.4;135.5;29.4
78;Zelfstandige;A-U Alle economische activiteiten;Friesland (PV);2013;48.2;32.0;24.1;31.5;23.3;30.6;26.8;39.8;125.8;33.0;71.8;32.4;25.5;22.2;11.6;30.0;26.5;48.8;106.0;28.5
79;Zelfstandige;A-U Alle economische activiteiten;Friesland (PV);2014;48.8;34.4;26.5;33.7;25.5;34.6;28.6;40.5;123.7;34.0;72.2;34.4;27.2;24.0;13.1;33.3;28.1;49.7;104.6;29.5
80;Zelfstandige;A-U Alle economische activiteiten;Friesland (PV);2015;49.4;34.4;26.7;33.6;25.6;32.4;28.9;41.5;125.8;32.9;72.7;34.2;27.2;24.0;13.5;31.5;28.5;51.1;107.4;28.7
81;Zelfstandige;A-U Alle economische activiteiten;Friesland (PV);2016;50.1;36.6;28.8;35.8;27.5;35.0;30.8;42.6;130.3;34.6;72.9;36.1;28.9;25.8;15.0;33.9;30.3;52.5;113.9;30.3
82;Zelfstandige;A-U Alle economische activiteiten;Friesland (PV);2017;50.5;38.8;30.6;37.7;29.3;36.8;32.4;42.9;145.3;37.0;75.0;38.6;30.4;26.9;15.5;35.9;31.5;53.1;128.3;32.0
83;Zelfstandige;A-U Alle economische activiteiten;Friesland (PV);2018;51.6;39.6;31.2;38.6;29.9;37.3;32.9;44.5;177.4;41.0;76.0;38.6;31.1;27.6;16.2;36.0;32.1;54.9;155.8;35.0
84;Zelfstandige;A-U Alle economische activiteiten;Drenthe (PV);2007;30.3;32.6;23.4;31.9;22.4;29.3;24.4;21.8;168.1;31.8;47.0;32.6;24.9;21.6;9.0;28.2;23.9;27.4;153.1;27.3
85;Zelfstandige;A-U Alle economische activiteiten;Drenthe (PV);2008;31.9;33.0;24.3;32.4;23.1;29.1;25.0;19.6;177.1;35.1;49.9;33.1;25.6;21.8;9.0;28.1;24.5;24.6;159.0;28.8
86;Zelfstandige;A-U Alle economische activiteiten;Drenthe (PV);2009;32.3;31.3;22.2;30.7;21.2;27.5;24.0;22.4;166.5;33.1;50.9;32.2;24.5;20.6;8.3;27.1;24.0;28.4;147.9;27.6
87;Zelfstandige;A-U Alle economische activiteiten;Drenthe (PV);2010;30.6;33.8;24.9;33.1;23.9;28.7;24.9;23.4;157.6;31.1;49.1;34.0;26.4;21.8;10.0;27.9;24.5;29.7;136.8;25.8
88;Zelfstandige;A-U Alle economische activiteiten;Drenthe (PV);2011;31.3;34.6;26.4;34.2;25.3;32.5;28.1;26.0;178.9;30.7;49.4;35.0;27.8;22.8;11.0;31.4;27.5;32.8;159.0;25.6
89;Zelfstandige;A-U Alle economische activiteiten;Drenthe (PV);2012;31.5;33.9;25.5;33.3;24.5;32.2;27.9;26.2;163.0;30.0;49.1;34.7;27.4;22.5;11.0;31.4;27.5;33.1;142.0;25.4
90;Zelfstandige;A-U Alle economische activiteiten;Drenthe (PV);2013;31.6;34.1;25.2;33.3;24.3;31.9;27.9;26.5;131.9;29.7;48.7;34.9;27.3;22.8;11.3;31.2;27.7;33.3;111.8;25.0
91;Zelfstandige;A-U Alle economische activiteiten;Drenthe (PV);2014;32.0;35.4;26.6;34.5;25.3;34.9;29.2;26.8;129.3;29.2;49.1;36.1;28.3;23.8;12.2;33.9;28.9;33.7;110.2;24.7
92;Zelfstandige;A-U Alle economische activiteiten;Drenthe (PV);2015;32.6;35.5;27.1;34.5;25.8;33.1;29.6;27.4;130.3;28.3;49.3;36.2;28.6;24.1;12.7;32.6;29.3;34.4;113.7;24.4
93;Zelfstandige;A-U Alle economische activiteiten;Drenthe (PV);2016;33.1;37.1;28.7;36.0;27.4;34.6;31.4;28.2;136.4;30.5;49.7;37.5;29.8;25.3;13.8;34.0;31.0;35.4;120.7;26.3
94;Zelfstandige;A-U Alle economische activiteiten;Drenthe (PV);2017;33.3;40.1;31.0;38.8;29.5;38.3;33.2;28.5;151.8;32.9;50.4;40.8;31.8;27.2;15.0;37.3;32.5;36.1;134.3;27.8
95;Zelfstandige;A-U Alle economische activiteiten;Drenthe (PV);2018;34.0;41.0;31.8;39.8;30.3;38.7;33.9;29.5;186.9;37.8;52.0;40.5;32.4;27.6;15.0;37.3;33.1;37.3;163.7;31.3
96;Zelfstandige;A-U Alle economische activiteiten;Overijssel (PV);2007;67.0;33.7;24.8;32.9;23.4;30.7;25.2;47.2;189.7;41.0;103.6;32.9;25.1;22.2;9.0;29.0;24.2;59.3;168.2;35.9
97;Zelfstandige;A-U Alle economische activiteiten;Overijssel (PV);2008;70.5;34.3;24.7;33.6;23.4;30.2;25.6;42.3;199.8;45.9;109.9;33.4;25.2;22.6;8.8;28.7;24.8;53.1;175.7;39.4
98;Zelfstandige;A-U Alle economische activiteiten;Overijssel (PV);2009;71.6;32.1;22.2;31.5;21.2;28.0;24.3;48.7;184.3;42.6;113.2;32.1;24.0;20.9;7.9;27.3;24.1;61.7;160.8;36.7
99;Zelfstandige;A-U Alle economische activiteiten;Overijssel (PV);2010;68.0;35.1;25.5;34.3;24.5;29.4;25.3;50.8;171.1;38.9;109.3;34.2;26.2;22.5;9.9;28.2;24.7;64.5;145.6;33.2
100;Zelfstandige;A-U Alle economische activiteiten;Overijssel (PV);2011;70.2;35.3;26.9;34.9;25.6;33.2;28.7;56.7;197.3;39.3;111.1;34.8;27.5;23.2;10.5;31.8;27.8;72.3;169.9;33.1
101;Zelfstandige;A-U Alle economische activiteiten;Overijssel (PV);2012;70.8;34.9;25.8;34.3;24.8;33.0;28.4;57.5;177.1;38.9;112.2;34.5;26.9;22.8;10.2;31.7;27.6;73.6;150.1;32.7
102;Zelfstandige;A-U Alle economische activiteiten;Overijssel (PV);2013;71.5;35.1;26.0;34.3;24.7;32.5;28.3;58.0;145.7;38.0;112.8;34.9;27.0;23.0;10.5;31.5;27.8;74.3;120.2;31.7
103;Zelfstandige;A-U Alle economische activiteiten;Overijssel (PV);2014;72.5;36.5;27.0;35.6;25.7;36.8;29.6;59.3;141.3;36.7;112.9;36.0;27.7;24.1;11.3;34.9;28.9;75.4;119.4;31.7
104;Zelfstandige;A-U Alle economische activiteiten;Overijssel (PV);2015;73.5;36.6;27.5;35.7;26.1;33.8;29.9;60.8;146.0;36.0;113.4;36.3;28.1;24.4;11.9;32.7;29.3;77.7;125.4;31.0
105;Zelfstandige;A-U Alle economische activiteiten;Overijssel (PV);2016;74.9;38.9;29.9;37.9;28.4;36.8;32.0;62.5;157.2;38.8;114.1;38.2;29.9;26.2;13.4;35.3;31.1;80.0;135.2;33.0
106;Zelfstandige;A-U Alle economische activiteiten;Overijssel (PV);2017;75.6;41.7;32.4;40.3;30.8;39.0;33.8;63.0;170.0;41.0;116.4;41.8;31.9;27.9;14.9;37.9;32.7;81.1;148.6;35.3
107;Zelfstandige;A-U Alle economische activiteiten;Overijssel (PV);2018;76.9;42.6;32.8;41.3;31.3;39.3;34.3;65.5;210.9;46.0;118.6;41.1;32.5;28.4;15.0;37.6;33.2;84.0;180.5;38.2
108;Zelfstandige;A-U Alle economische activiteiten;Flevoland (PV);2007;21.8;37.3;29.3;36.2;27.5;31.1;25.8;15.4;112.3;22.9;33.2;36.4;29.3;24.8;12.0;29.5;24.9;19.1;93.3;17.7
109;Zelfstandige;A-U Alle economische activiteiten;Flevoland (PV);2008;23.3;37.1;29.1;36.4;27.5;30.1;25.9;14.1;118.2;27.2;35.4;36.7;29.7;25.1;12.3;28.9;25.3;17.5;98.2;21.7
110;Zelfstandige;A-U Alle economische activiteiten;Flevoland (PV);2009;24.1;33.5;25.7;33.0;24.5;27.5;24.5;16.5;98.6;25.5;37.1;34.2;27.8;22.4;10.5;27.2;24.6;20.7;81.0;20.3
111;Zelfstandige;A-U Alle economische activiteiten;Flevoland (PV);2010;23.8;36.0;27.4;35.2;25.9;29.1;25.2;17.5;80.2;22.8;37.2;35.9;28.7;23.7;11.6;28.3;24.9;22.0;62.6;18.0
