ID;Geslacht;Leeftijd;Werkzaam;Migratieachtergrond;Geboortegeneratie;PersoonMetUitkering_1;PersoonHeeftVoortdurendUitkering_2;TotaalGedeeltelijk_3;k_3Jaar_4;k_2Jaar3Jaar_5;k_1Jaar2Jaar_6;k_1Jaar_7;PersoonHeeftGeenUitkering_8
17;Totaal mannen en vrouwen;15 jaar;Totaal;Nederlandse achtergrond;1955 tot 1960;;;;;;;;
18;Totaal mannen en vrouwen;15 jaar;Totaal;Nederlandse achtergrond;1960 tot 1965;;;;;;;;
19;Totaal mannen en vrouwen;15 jaar;Totaal;Nederlandse achtergrond;1965 tot 1970;;;;;;;;
20;Totaal mannen en vrouwen;15 jaar;Totaal;Nederlandse achtergrond;1970 tot 1975;;;;;;;;
21;Totaal mannen en vrouwen;15 jaar;Totaal;Nederlandse achtergrond;1975 tot 1980;;;;;;;;
22;Totaal mannen en vrouwen;15 jaar;Totaal;Nederlandse achtergrond;1980 tot 1985;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
23;Totaal mannen en vrouwen;15 jaar;Totaal;Nederlandse achtergrond;1985 tot 1990;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
24;Totaal mannen en vrouwen;15 jaar;Totaal;Nederlandse achtergrond;1990 tot 1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
25;Totaal mannen en vrouwen;15 jaar;Totaal;Nederlandse achtergrond;1995 tot 2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
26;Totaal mannen en vrouwen;15 jaar;Totaal;Met migratieachtergrond;1935 tot 1940;;;;;;;;
27;Totaal mannen en vrouwen;15 jaar;Totaal;Met migratieachtergrond;1940 tot 1945;;;;;;;;
28;Totaal mannen en vrouwen;15 jaar;Totaal;Met migratieachtergrond;1945 tot 1950;;;;;;;;
29;Totaal mannen en vrouwen;15 jaar;Totaal;Met migratieachtergrond;1950 tot 1955;;;;;;;;
30;Totaal mannen en vrouwen;15 jaar;Totaal;Met migratieachtergrond;1955 tot 1960;;;;;;;;
31;Totaal mannen en vrouwen;15 jaar;Totaal;Met migratieachtergrond;1960 tot 1965;;;;;;;;
32;Totaal mannen en vrouwen;15 jaar;Totaal;Met migratieachtergrond;1965 tot 1970;;;;;;;;
33;Totaal mannen en vrouwen;15 jaar;Totaal;Met migratieachtergrond;1970 tot 1975;;;;;;;;
34;Totaal mannen en vrouwen;15 jaar;Totaal;Met migratieachtergrond;1975 tot 1980;;;;;;;;
35;Totaal mannen en vrouwen;15 jaar;Totaal;Met migratieachtergrond;1980 tot 1985;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
36;Totaal mannen en vrouwen;15 jaar;Totaal;Met migratieachtergrond;1985 tot 1990;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
37;Totaal mannen en vrouwen;15 jaar;Totaal;Met migratieachtergrond;1990 tot 1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
38;Totaal mannen en vrouwen;15 jaar;Totaal;Met migratieachtergrond;1995 tot 2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
39;Totaal mannen en vrouwen;15 jaar;Totaal;Westerse migratieachtergrond;1935 tot 1940;;;;;;;;
40;Totaal mannen en vrouwen;15 jaar;Totaal;Westerse migratieachtergrond;1940 tot 1945;;;;;;;;
41;Totaal mannen en vrouwen;15 jaar;Totaal;Westerse migratieachtergrond;1945 tot 1950;;;;;;;;
42;Totaal mannen en vrouwen;15 jaar;Totaal;Westerse migratieachtergrond;1950 tot 1955;;;;;;;;
43;Totaal mannen en vrouwen;15 jaar;Totaal;Westerse migratieachtergrond;1955 tot 1960;;;;;;;;
44;Totaal mannen en vrouwen;15 jaar;Totaal;Westerse migratieachtergrond;1960 tot 1965;;;;;;;;
45;Totaal mannen en vrouwen;15 jaar;Totaal;Westerse migratieachtergrond;1965 tot 1970;;;;;;;;
46;Totaal mannen en vrouwen;15 jaar;Totaal;Westerse migratieachtergrond;1970 tot 1975;;;;;;;;
47;Totaal mannen en vrouwen;15 jaar;Totaal;Westerse migratieachtergrond;1975 tot 1980;;;;;;;;
48;Totaal mannen en vrouwen;15 jaar;Totaal;Westerse migratieachtergrond;1980 tot 1985;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
49;Totaal mannen en vrouwen;15 jaar;Totaal;Westerse migratieachtergrond;1985 tot 1990;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
50;Totaal mannen en vrouwen;15 jaar;Totaal;Westerse migratieachtergrond;1990 tot 1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
51;Totaal mannen en vrouwen;15 jaar;Totaal;Westerse migratieachtergrond;1995 tot 2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
52;Totaal mannen en vrouwen;15 jaar;Totaal;Niet-westerse migratieachtergrond;1935 tot 1940;;;;;;;;
53;Totaal mannen en vrouwen;15 jaar;Totaal;Niet-westerse migratieachtergrond;1940 tot 1945;;;;;;;;
54;Totaal mannen en vrouwen;15 jaar;Totaal;Niet-westerse migratieachtergrond;1945 tot 1950;;;;;;;;
55;Totaal mannen en vrouwen;15 jaar;Totaal;Niet-westerse migratieachtergrond;1950 tot 1955;;;;;;;;
56;Totaal mannen en vrouwen;15 jaar;Totaal;Niet-westerse migratieachtergrond;1955 tot 1960;;;;;;;;
57;Totaal mannen en vrouwen;15 jaar;Totaal;Niet-westerse migratieachtergrond;1960 tot 1965;;;;;;;;
58;Totaal mannen en vrouwen;15 jaar;Totaal;Niet-westerse migratieachtergrond;1965 tot 1970;;;;;;;;
59;Totaal mannen en vrouwen;15 jaar;Totaal;Niet-westerse migratieachtergrond;1970 tot 1975;;;;;;;;
60;Totaal mannen en vrouwen;15 jaar;Totaal;Niet-westerse migratieachtergrond;1975 tot 1980;;;;;;;;
61;Totaal mannen en vrouwen;15 jaar;Totaal;Niet-westerse migratieachtergrond;1980 tot 1985;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
62;Totaal mannen en vrouwen;15 jaar;Totaal;Niet-westerse migratieachtergrond;1985 tot 1990;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
63;Totaal mannen en vrouwen;15 jaar;Totaal;Niet-westerse migratieachtergrond;1990 tot 1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
64;Totaal mannen en vrouwen;15 jaar;Totaal;Niet-westerse migratieachtergrond;1995 tot 2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
65;Totaal mannen en vrouwen;15 jaar;Totaal;Marokko;1935 tot 1940;;;;;;;;
66;Totaal mannen en vrouwen;15 jaar;Totaal;Marokko;1940 tot 1945;;;;;;;;
67;Totaal mannen en vrouwen;15 jaar;Totaal;Marokko;1945 tot 1950;;;;;;;;
68;Totaal mannen en vrouwen;15 jaar;Totaal;Marokko;1950 tot 1955;;;;;;;;
69;Totaal mannen en vrouwen;15 jaar;Totaal;Marokko;1955 tot 1960;;;;;;;;
70;Totaal mannen en vrouwen;15 jaar;Totaal;Marokko;1960 tot 1965;;;;;;;;
71;Totaal mannen en vrouwen;15 jaar;Totaal;Marokko;1965 tot 1970;;;;;;;;
72;Totaal mannen en vrouwen;15 jaar;Totaal;Marokko;1970 tot 1975;;;;;;;;
73;Totaal mannen en vrouwen;15 jaar;Totaal;Marokko;1975 tot 1980;;;;;;;;
74;Totaal mannen en vrouwen;15 jaar;Totaal;Marokko;1980 tot 1985;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
75;Totaal mannen en vrouwen;15 jaar;Totaal;Marokko;1985 tot 1990;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
76;Totaal mannen en vrouwen;15 jaar;Totaal;Marokko;1990 tot 1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
77;Totaal mannen en vrouwen;15 jaar;Totaal;Marokko;1995 tot 2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
78;Totaal mannen en vrouwen;15 jaar;Totaal;Turkije;1935 tot 1940;;;;;;;;
79;Totaal mannen en vrouwen;15 jaar;Totaal;Turkije;1940 tot 1945;;;;;;;;
80;Totaal mannen en vrouwen;15 jaar;Totaal;Turkije;1945 tot 1950;;;;;;;;
81;Totaal mannen en vrouwen;15 jaar;Totaal;Turkije;1950 tot 1955;;;;;;;;
82;Totaal mannen en vrouwen;15 jaar;Totaal;Turkije;1955 tot 1960;;;;;;;;
83;Totaal mannen en vrouwen;15 jaar;Totaal;Turkije;1960 tot 1965;;;;;;;;
84;Totaal mannen en vrouwen;15 jaar;Totaal;Turkije;1965 tot 1970;;;;;;;;
85;Totaal mannen en vrouwen;15 jaar;Totaal;Turkije;1970 tot 1975;;;;;;;;
86;Totaal mannen en vrouwen;15 jaar;Totaal;Turkije;1975 tot 1980;;;;;;;;
87;Totaal mannen en vrouwen;15 jaar;Totaal;Turkije;1980 tot 1985;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
88;Totaal mannen en vrouwen;15 jaar;Totaal;Turkije;1985 tot 1990;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
89;Totaal mannen en vrouwen;15 jaar;Totaal;Turkije;1990 tot 1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
90;Totaal mannen en vrouwen;15 jaar;Totaal;Turkije;1995 tot 2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
91;Totaal mannen en vrouwen;15 jaar;Totaal;Suriname;1935 tot 1940;;;;;;;;
92;Totaal mannen en vrouwen;15 jaar;Totaal;Suriname;1940 tot 1945;;;;;;;;
93;Totaal mannen en vrouwen;15 jaar;Totaal;Suriname;1945 tot 1950;;;;;;;;
94;Totaal mannen en vrouwen;15 jaar;Totaal;Suriname;1950 tot 1955;;;;;;;;
95;Totaal mannen en vrouwen;15 jaar;Totaal;Suriname;1955 tot 1960;;;;;;;;
96;Totaal mannen en vrouwen;15 jaar;Totaal;Suriname;1960 tot 1965;;;;;;;;
97;Totaal mannen en vrouwen;15 jaar;Totaal;Suriname;1965 tot 1970;;;;;;;;
98;Totaal mannen en vrouwen;15 jaar;Totaal;Suriname;1970 tot 1975;;;;;;;;
99;Totaal mannen en vrouwen;15 jaar;Totaal;Suriname;1975 tot 1980;;;;;;;;
100;Totaal mannen en vrouwen;15 jaar;Totaal;Suriname;1980 tot 1985;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
101;Totaal mannen en vrouwen;15 jaar;Totaal;Suriname;1985 tot 1990;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
102;Totaal mannen en vrouwen;15 jaar;Totaal;Suriname;1990 tot 1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
103;Totaal mannen en vrouwen;15 jaar;Totaal;Suriname;1995 tot 2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
104;Totaal mannen en vrouwen;15 jaar;Totaal;(voormalige) Nederlandse Antillen, Aruba;1935 tot 1940;;;;;;;;
105;Totaal mannen en vrouwen;15 jaar;Totaal;(voormalige) Nederlandse Antillen, Aruba;1940 tot 1945;;;;;;;;
106;Totaal mannen en vrouwen;15 jaar;Totaal;(voormalige) Nederlandse Antillen, Aruba;1945 tot 1950;;;;;;;;
107;Totaal mannen en vrouwen;15 jaar;Totaal;(voormalige) Nederlandse Antillen, Aruba;1950 tot 1955;;;;;;;;
108;Totaal mannen en vrouwen;15 jaar;Totaal;(voormalige) Nederlandse Antillen, Aruba;1955 tot 1960;;;;;;;;
109;Totaal mannen en vrouwen;15 jaar;Totaal;(voormalige) Nederlandse Antillen, Aruba;1960 tot 1965;;;;;;;;
110;Totaal mannen en vrouwen;15 jaar;Totaal;(voormalige) Nederlandse Antillen, Aruba;1965 tot 1970;;;;;;;;
111;Totaal mannen en vrouwen;15 jaar;Totaal;(voormalige) Nederlandse Antillen, Aruba;1970 tot 1975;;;;;;;;
112;Totaal mannen en vrouwen;15 jaar;Totaal;(voormalige) Nederlandse Antillen, Aruba;1975 tot 1980;;;;;;;;
113;Totaal mannen en vrouwen;15 jaar;Totaal;(voormalige) Nederlandse Antillen, Aruba;1980 tot 1985;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
114;Totaal mannen en vrouwen;15 jaar;Totaal;(voormalige) Nederlandse Antillen, Aruba;1985 tot 1990;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
115;Totaal mannen en vrouwen;15 jaar;Totaal;(voormalige) Nederlandse Antillen, Aruba;1990 tot 1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
116;Totaal mannen en vrouwen;15 jaar;Totaal;(voormalige) Nederlandse Antillen, Aruba;1995 tot 2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
117;Totaal mannen en vrouwen;15 jaar;Totaal;Overige niet-westerse migratieachterg...;1935 tot 1940;;;;;;;;
118;Totaal mannen en vrouwen;15 jaar;Totaal;Overige niet-westerse migratieachterg...;1940 tot 1945;;;;;;;;
119;Totaal mannen en vrouwen;15 jaar;Totaal;Overige niet-westerse migratieachterg...;1945 tot 1950;;;;;;;;
120;Totaal mannen en vrouwen;15 jaar;Totaal;Overige niet-westerse migratieachterg...;1950 tot 1955;;;;;;;;
121;Totaal mannen en vrouwen;15 jaar;Totaal;Overige niet-westerse migratieachterg...;1955 tot 1960;;;;;;;;
122;Totaal mannen en vrouwen;15 jaar;Totaal;Overige niet-westerse migratieachterg...;1960 tot 1965;;;;;;;;
123;Totaal mannen en vrouwen;15 jaar;Totaal;Overige niet-westerse migratieachterg...;1965 tot 1970;;;;;;;;
124;Totaal mannen en vrouwen;15 jaar;Totaal;Overige niet-westerse migratieachterg...;1970 tot 1975;;;;;;;;
125;Totaal mannen en vrouwen;15 jaar;Totaal;Overige niet-westerse migratieachterg...;1975 tot 1980;;;;;;;;
126;Totaal mannen en vrouwen;15 jaar;Totaal;Overige niet-westerse migratieachterg...;1980 tot 1985;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
127;Totaal mannen en vrouwen;15 jaar;Totaal;Overige niet-westerse migratieachterg...;1985 tot 1990;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
128;Totaal mannen en vrouwen;15 jaar;Totaal;Overige niet-westerse migratieachterg...;1990 tot 1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
129;Totaal mannen en vrouwen;15 jaar;Totaal;Overige niet-westerse migratieachterg...;1995 tot 2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
130;Totaal mannen en vrouwen;15 jaar;Werkzaam;Totaal;1935 tot 1940;;;;;;;;
131;Totaal mannen en vrouwen;15 jaar;Werkzaam;Totaal;1940 tot 1945;;;;;;;;
132;Totaal mannen en vrouwen;15 jaar;Werkzaam;Totaal;1945 tot 1950;;;;;;;;
133;Totaal mannen en vrouwen;15 jaar;Werkzaam;Totaal;1950 tot 1955;;;;;;;;
134;Totaal mannen en vrouwen;15 jaar;Werkzaam;Totaal;1955 tot 1960;;;;;;;;
135;Totaal mannen en vrouwen;15 jaar;Werkzaam;Totaal;1960 tot 1965;;;;;;;;
136;Totaal mannen en vrouwen;15 jaar;Werkzaam;Totaal;1965 tot 1970;;;;;;;;
137;Totaal mannen en vrouwen;15 jaar;Werkzaam;Totaal;1970 tot 1975;;;;;;;;
138;Totaal mannen en vrouwen;15 jaar;Werkzaam;Totaal;1975 tot 1980;;;;;;;;
139;Totaal mannen en vrouwen;15 jaar;Werkzaam;Totaal;1980 tot 1985;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
140;Totaal mannen en vrouwen;15 jaar;Werkzaam;Totaal;1985 tot 1990;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
141;Totaal mannen en vrouwen;15 jaar;Werkzaam;Totaal;1990 tot 1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
142;Totaal mannen en vrouwen;15 jaar;Werkzaam;Totaal;1995 tot 2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
143;Totaal mannen en vrouwen;15 jaar;Werkzaam;Nederlandse achtergrond;1935 tot 1940;;;;;;;;
144;Totaal mannen en vrouwen;15 jaar;Werkzaam;Nederlandse achtergrond;1940 tot 1945;;;;;;;;
145;Totaal mannen en vrouwen;15 jaar;Werkzaam;Nederlandse achtergrond;1945 tot 1950;;;;;;;;
146;Totaal mannen en vrouwen;15 jaar;Werkzaam;Nederlandse achtergrond;1950 tot 1955;;;;;;;;
147;Totaal mannen en vrouwen;15 jaar;Werkzaam;Nederlandse achtergrond;1955 tot 1960;;;;;;;;
148;Totaal mannen en vrouwen;15 jaar;Werkzaam;Nederlandse achtergrond;1960 tot 1965;;;;;;;;
149;Totaal mannen en vrouwen;15 jaar;Werkzaam;Nederlandse achtergrond;1965 tot 1970;;;;;;;;
150;Totaal mannen en vrouwen;15 jaar;Werkzaam;Nederlandse achtergrond;1970 tot 1975;;;;;;;;
151;Totaal mannen en vrouwen;15 jaar;Werkzaam;Nederlandse achtergrond;1975 tot 1980;;;;;;;;
152;Totaal mannen en vrouwen;15 jaar;Werkzaam;Nederlandse achtergrond;1980 tot 1985;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
153;Totaal mannen en vrouwen;15 jaar;Werkzaam;Nederlandse achtergrond;1985 tot 1990;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
154;Totaal mannen en vrouwen;15 jaar;Werkzaam;Nederlandse achtergrond;1990 tot 1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
155;Totaal mannen en vrouwen;15 jaar;Werkzaam;Nederlandse achtergrond;1995 tot 2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
156;Totaal mannen en vrouwen;15 jaar;Werkzaam;Met migratieachtergrond;1935 tot 1940;;;;;;;;
157;Totaal mannen en vrouwen;15 jaar;Werkzaam;Met migratieachtergrond;1940 tot 1945;;;;;;;;
158;Totaal mannen en vrouwen;15 jaar;Werkzaam;Met migratieachtergrond;1945 tot 1950;;;;;;;;
159;Totaal mannen en vrouwen;15 jaar;Werkzaam;Met migratieachtergrond;1950 tot 1955;;;;;;;;
160;Totaal mannen en vrouwen;15 jaar;Werkzaam;Met migratieachtergrond;1955 tot 1960;;;;;;;;
161;Totaal mannen en vrouwen;15 jaar;Werkzaam;Met migratieachtergrond;1960 tot 1965;;;;;;;;
162;Totaal mannen en vrouwen;15 jaar;Werkzaam;Met migratieachtergrond;1965 tot 1970;;;;;;;;
163;Totaal mannen en vrouwen;15 jaar;Werkzaam;Met migratieachtergrond;1970 tot 1975;;;;;;;;
164;Totaal mannen en vrouwen;15 jaar;Werkzaam;Met migratieachtergrond;1975 tot 1980;;;;;;;;
165;Totaal mannen en vrouwen;15 jaar;Werkzaam;Met migratieachtergrond;1980 tot 1985;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
166;Totaal mannen en vrouwen;15 jaar;Werkzaam;Met migratieachtergrond;1985 tot 1990;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
167;Totaal mannen en vrouwen;15 jaar;Werkzaam;Met migratieachtergrond;1990 tot 1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
168;Totaal mannen en vrouwen;15 jaar;Werkzaam;Met migratieachtergrond;1995 tot 2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
169;Totaal mannen en vrouwen;15 jaar;Werkzaam;Westerse migratieachtergrond;1935 tot 1940;;;;;;;;
170;Totaal mannen en vrouwen;15 jaar;Werkzaam;Westerse migratieachtergrond;1940 tot 1945;;;;;;;;
171;Totaal mannen en vrouwen;15 jaar;Werkzaam;Westerse migratieachtergrond;1945 tot 1950;;;;;;;;
172;Totaal mannen en vrouwen;15 jaar;Werkzaam;Westerse migratieachtergrond;1950 tot 1955;;;;;;;;
173;Totaal mannen en vrouwen;15 jaar;Werkzaam;Westerse migratieachtergrond;1955 tot 1960;;;;;;;;
174;Totaal mannen en vrouwen;15 jaar;Werkzaam;Westerse migratieachtergrond;1960 tot 1965;;;;;;;;
175;Totaal mannen en vrouwen;15 jaar;Werkzaam;Westerse migratieachtergrond;1965 tot 1970;;;;;;;;
176;Totaal mannen en vrouwen;15 jaar;Werkzaam;Westerse migratieachtergrond;1970 tot 1975;;;;;;;;
177;Totaal mannen en vrouwen;15 jaar;Werkzaam;Westerse migratieachtergrond;1975 tot 1980;;;;;;;;
178;Totaal mannen en vrouwen;15 jaar;Werkzaam;Westerse migratieachtergrond;1980 tot 1985;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
179;Totaal mannen en vrouwen;15 jaar;Werkzaam;Westerse migratieachtergrond;1985 tot 1990;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
180;Totaal mannen en vrouwen;15 jaar;Werkzaam;Westerse migratieachtergrond;1990 tot 1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
181;Totaal mannen en vrouwen;15 jaar;Werkzaam;Westerse migratieachtergrond;1995 tot 2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
182;Totaal mannen en vrouwen;15 jaar;Werkzaam;Niet-westerse migratieachtergrond;1935 tot 1940;;;;;;;;
183;Totaal mannen en vrouwen;15 jaar;Werkzaam;Niet-westerse migratieachtergrond;1940 tot 1945;;;;;;;;
184;Totaal mannen en vrouwen;15 jaar;Werkzaam;Niet-westerse migratieachtergrond;1945 tot 1950;;;;;;;;
185;Totaal mannen en vrouwen;15 jaar;Werkzaam;Niet-westerse migratieachtergrond;1950 tot 1955;;;;;;;;
186;Totaal mannen en vrouwen;15 jaar;Werkzaam;Niet-westerse migratieachtergrond;1955 tot 1960;;;;;;;;
187;Totaal mannen en vrouwen;15 jaar;Werkzaam;Niet-westerse migratieachtergrond;1960 tot 1965;;;;;;;;
188;Totaal mannen en vrouwen;15 jaar;Werkzaam;Niet-westerse migratieachtergrond;1965 tot 1970;;;;;;;;
189;Totaal mannen en vrouwen;15 jaar;Werkzaam;Niet-westerse migratieachtergrond;1970 tot 1975;;;;;;;;
190;Totaal mannen en vrouwen;15 jaar;Werkzaam;Niet-westerse migratieachtergrond;1975 tot 1980;;;;;;;;
191;Totaal mannen en vrouwen;15 jaar;Werkzaam;Niet-westerse migratieachtergrond;1980 tot 1985;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
192;Totaal mannen en vrouwen;15 jaar;Werkzaam;Niet-westerse migratieachtergrond;1985 tot 1990;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
193;Totaal mannen en vrouwen;15 jaar;Werkzaam;Niet-westerse migratieachtergrond;1990 tot 1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
194;Totaal mannen en vrouwen;15 jaar;Werkzaam;Niet-westerse migratieachtergrond;1995 tot 2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
195;Totaal mannen en vrouwen;15 jaar;Werkzaam;Marokko;1935 tot 1940;;;;;;;;
196;Totaal mannen en vrouwen;15 jaar;Werkzaam;Marokko;1940 tot 1945;;;;;;;;
197;Totaal mannen en vrouwen;15 jaar;Werkzaam;Marokko;1945 tot 1950;;;;;;;;
198;Totaal mannen en vrouwen;15 jaar;Werkzaam;Marokko;1950 tot 1955;;;;;;;;
199;Totaal mannen en vrouwen;15 jaar;Werkzaam;Marokko;1955 tot 1960;;;;;;;;
200;Totaal mannen en vrouwen;15 jaar;Werkzaam;Marokko;1960 tot 1965;;;;;;;;
201;Totaal mannen en vrouwen;15 jaar;Werkzaam;Marokko;1965 tot 1970;;;;;;;;
202;Totaal mannen en vrouwen;15 jaar;Werkzaam;Marokko;1970 tot 1975;;;;;;;;
203;Totaal mannen en vrouwen;15 jaar;Werkzaam;Marokko;1975 tot 1980;;;;;;;;
204;Totaal mannen en vrouwen;15 jaar;Werkzaam;Marokko;1980 tot 1985;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
205;Totaal mannen en vrouwen;15 jaar;Werkzaam;Marokko;1985 tot 1990;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
206;Totaal mannen en vrouwen;15 jaar;Werkzaam;Marokko;1990 tot 1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
207;Totaal mannen en vrouwen;15 jaar;Werkzaam;Marokko;1995 tot 2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
208;Totaal mannen en vrouwen;15 jaar;Werkzaam;Turkije;1935 tot 1940;;;;;;;;
209;Totaal mannen en vrouwen;15 jaar;Werkzaam;Turkije;1940 tot 1945;;;;;;;;
210;Totaal mannen en vrouwen;15 jaar;Werkzaam;Turkije;1945 tot 1950;;;;;;;;
211;Totaal mannen en vrouwen;15 jaar;Werkzaam;Turkije;1950 tot 1955;;;;;;;;
212;Totaal mannen en vrouwen;15 jaar;Werkzaam;Turkije;1955 tot 1960;;;;;;;;
213;Totaal mannen en vrouwen;15 jaar;Werkzaam;Turkije;1960 tot 1965;;;;;;;;
214;Totaal mannen en vrouwen;15 jaar;Werkzaam;Turkije;1965 tot 1970;;;;;;;;
215;Totaal mannen en vrouwen;15 jaar;Werkzaam;Turkije;1970 tot 1975;;;;;;;;
216;Totaal mannen en vrouwen;15 jaar;Werkzaam;Turkije;1975 tot 1980;;;;;;;;
217;Totaal mannen en vrouwen;15 jaar;Werkzaam;Turkije;1980 tot 1985;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
