ID;SoortGezin;AantalKinderen;Regio;Gezinnen_1
1097;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Utrecht, gem. 501 - 1000 inw.;2
1098;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Utrecht, gem. 500 en minder inw.;0
1099;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Noord-Holland, gem. 100001 en meer inw.;48
1100;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Amsterdam;40
1101;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Haarlem;8
1102;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Noord-Holland, gem. 50001 - 100000 inw.;4
1103;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Hilversum;4
1104;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Noord-Holland, gem. 20001 - 50000 inw.;7
1105;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Alkmaar;0
1106;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Bussum;1
1107;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Haarlemmermeer;1
1108;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Helder (Den);0
1109;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Velsen;3
1110;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Zaandam;2
1111;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Noord-Holland, gem. 10001 - 20000 inw.;0
1112;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Noord-Holland, gem. 5001 - 10000 inw.;7
1113;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Noord-Holland, gem. 2001 - 5000 inw.;6
1114;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Noord-Holland, gem. 1001 - 2000 inw.;0
1115;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Noord-Holland, gem. 501 - 1000 inw.;0
1116;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Noord-Holland, gem. 500 en minder inw.;0
1117;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Zuid-Holland, gem. 100001 en meer inw.;56
1118;Totaal aantal gezinnen;Gezinnen met 6 kinderen;'s-Gravenhage;6
1119;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Rotterdam;50
1120;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Zuid-Holland, gem. 50001 - 100000 inw.;11
1121;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Delft;0
1122;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Dordrecht;9
1123;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Leiden;1
1124;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Schiedam;1
1125;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Zuid-Holland, gem. 20001 - 50000 inw.;3
1126;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Gouda;2
1127;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Vlaardingen;1
1128;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Zuid-Holland, gem. 10001 - 20000 inw.;8
1129;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Zuid-Holland, gem. 5001 - 10000 inw.;5
1130;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Zuid-Holland, gem. 2001 - 5000 inw.;20
1131;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Zuid-Holland, gem. 1001 - 2000 inw.;4
1132;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Zuid-Holland, gem. 501 - 1000 inw.;2
1133;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Zuid-Holland, gem. 500 en minder inw.;0
1134;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Zeeland, gem. 20001 - 50000 inw.;0
1135;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Vlissingen;0
1136;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Zeeland, gem. 10001 - 20000 inw.;4
1137;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Zeeland, gem. 5001 - 10000 inw.;0
1138;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Zeeland, gem. 2001 - 5000 inw.;3
1139;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Zeeland, gem. 1001 - 2000 inw.;1
1140;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Zeeland, gem. 501 - 1000 inw.;0
1141;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Zeeland, gem. 500 en minder inw.;0
1142;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Noord-Brabant, gem. 50001 - 100000 inw.;3
1143;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Eindhoven;1
1144;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Tilburg;2
1145;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Noord-Brabant, gem. 20001 - 50000 inw.;28
1146;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Bergen op Zoom;4
1147;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Breda;2
1148;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Helmond;6
1149;Totaal aantal gezinnen;Gezinnen met 6 kinderen;'s-Hertogenbosch;13
1150;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Roosendaal en Nispen;3
1151;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Noord-Brabant, gem. 10001 - 20000 inw.;3
1152;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Noord-Brabant, gem. 5001 - 10000 inw.;14
1153;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Noord-Brabant, gem. 2001 - 5000 inw.;9
1154;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Noord-Brabant, gem. 1001 - 2000 inw.;17
1155;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Noord-Brabant, gem. 501 - 1000 inw.;0
1156;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Limburg, gem. 50001 - 100000 inw.;5
1157;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Maastricht;5
1158;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Limburg, gem. 20001 - 50000 inw.;4
1159;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Heerlen;1
1160;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Kerkrade;1
1161;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Venlo;2
1162;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Limburg, gem. 10001 - 20000 inw.;12
1163;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Limburg, gem. 5001 - 10000 inw.;0
1164;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Limburg, gem. 2001 - 5000 inw.;2
1165;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Limburg, gem. 1001 - 2000 inw.;0
1166;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Limburg, gem. 501 - 1000 inw.;0
1167;Totaal aantal gezinnen;Gezinnen met 6 kinderen;Limburg, gem. 500 en minder inw.;0
1168;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Nederland;356
1169;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Groningen (provincie);66
1170;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Friesland;34
1171;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Drenthe;27
1172;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Overijssel;28
1173;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Gelderland;24
1174;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Utrecht (provincie);9
1175;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Noord-Holland;42
1176;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Zuid-Holland;65
1177;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Zeeland;5
1178;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Noord-Brabant;37
1179;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Limburg;19
1180;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Gemeenten met meer dan 100000 inwoners;106
1181;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Gemeenten met 50001 - 100000 inwoners;23
1182;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Gemeenten met 20001 - 50000 inwoners;50
1183;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Gemeenten met 10001 - 20000 inwoners;87
1184;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Gemeenten met 5001 - 10000 inwoners;45
1185;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Gemeenten met 2001 - 5000 inwoners;34
1186;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Gemeenten met 1001 - 2000 inwoners;9
1187;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Gemeenten met 501 - 1000 inwoners;2
1188;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Gemeenten met 500 of minder inwoners;0
1189;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Groningen, gem. 100001 en meer inw.;27
1190;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Groningen;27
1191;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Groningen, gem. 10001 - 20000 inw.;17
1192;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Groningen, gem. 5001 - 10000 inw.;20
1193;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Groningen, gem. 2001 - 5000 inw.;2
1194;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Groningen, gem. 1001 - 2000 inw.;0
1195;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Friesland, gem. 20001 - 50000 inw.;6
1196;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Leeuwarden;6
1197;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Friesland, gem. 10001 - 20000 inw.;20
1198;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Friesland, gem. 5001 - 10000 inw.;6
1199;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Friesland, gem. 2001 - 5000 inw.;1
1200;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Friesland, gem. 1001 - 2000 inw.;1
1201;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Friesland, gem. 501 - 1000 inw.;0
1202;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Drenthe, gem. 20001 - 50000 inw.;8
1203;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Emmen;8
1204;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Drenthe, gem. 10001 - 20000 inw.;16
1205;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Drenthe, gem. 5001 - 10000 inw.;3
1206;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Drenthe, gem. 2001 - 5000 inw.;0
1207;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Drenthe, gem. 1001 - 2000 inw.;0
1208;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Overijssel, gem. 50001 - 100000 inw.;7
1209;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Enschede;7
1210;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Overijssel, gem. 20001 - 50000 inw.;11
1211;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Almelo;4
1212;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Deventer;2
1213;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Hengelo (O.);1
1214;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Lonneker;1
1215;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Zwolle;3
1216;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Overijssel, gem. 10001 - 20000 inw.;7
1217;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Overijssel, gem. 5001 - 10000 inw.;0
1218;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Overijssel, gem. 2001 - 5000 inw.;3
1219;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Overijssel, gem. 1001 - 2000 inw.;0
1220;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Overijssel, gem. 501 - 1000 inw.;0
1221;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Gelderland, gem. 50001 - 100000 inw.;6
1222;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Apeldoorn;1
1223;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Arnhem;3
1224;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Nijmegen;2
1225;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Gelderland, gem. 20001 - 50000 inw.;1
1226;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Ede;1
1227;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Rheden;0
1228;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Gelderland, gem. 10001 - 20000 inw.;3
1229;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Gelderland, gem. 5001 - 10000 inw.;6
1230;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Gelderland, gem. 2001 - 5000 inw.;7
1231;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Gelderland, gem. 1001 - 2000 inw.;1
1232;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Gelderland, gem. 501 - 1000 inw.;0
1233;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Gelderland, gem. 500 en minder inw.;0
1234;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Utrecht, gem. 100001 en meer inw.;2
1235;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Utrecht;2
1236;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Utrecht, gem. 20001 - 50000 inw.;4
1237;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Amersfoort;4
1238;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Zeist;0
1239;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Utrecht, gem. 10001 - 20000 inw.;0
1240;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Utrecht, gem. 5001 - 10000 inw.;0
1241;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Utrecht, gem. 2001 - 5000 inw.;2
1242;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Utrecht, gem. 1001 - 2000 inw.;0
1243;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Utrecht, gem. 501 - 1000 inw.;1
1244;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Utrecht, gem. 500 en minder inw.;0
1245;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Noord-Holland, gem. 100001 en meer inw.;34
1246;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Amsterdam;27
1247;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Haarlem;7
1248;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Noord-Holland, gem. 50001 - 100000 inw.;0
1249;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Hilversum;0
1250;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Noord-Holland, gem. 20001 - 50000 inw.;5
1251;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Alkmaar;0
1252;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Bussum;2
1253;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Haarlemmermeer;1
1254;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Helder (Den);0
1255;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Velsen;1
1256;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Zaandam;1
1257;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Noord-Holland, gem. 10001 - 20000 inw.;0
1258;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Noord-Holland, gem. 5001 - 10000 inw.;1
1259;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Noord-Holland, gem. 2001 - 5000 inw.;2
1260;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Noord-Holland, gem. 1001 - 2000 inw.;0
1261;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Noord-Holland, gem. 501 - 1000 inw.;0
1262;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Noord-Holland, gem. 500 en minder inw.;0
1263;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Zuid-Holland, gem. 100001 en meer inw.;43
1264;Totaal aantal gezinnen;Gezinnen met 7 kinderen;'s-Gravenhage;5
1265;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Rotterdam;38
1266;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Zuid-Holland, gem. 50001 - 100000 inw.;6
1267;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Delft;0
1268;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Dordrecht;4
1269;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Leiden;1
1270;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Schiedam;1
1271;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Zuid-Holland, gem. 20001 - 50000 inw.;1
1272;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Gouda;0
1273;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Vlaardingen;1
1274;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Zuid-Holland, gem. 10001 - 20000 inw.;2
1275;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Zuid-Holland, gem. 5001 - 10000 inw.;2
1276;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Zuid-Holland, gem. 2001 - 5000 inw.;8
1277;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Zuid-Holland, gem. 1001 - 2000 inw.;2
1278;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Zuid-Holland, gem. 501 - 1000 inw.;1
1279;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Zuid-Holland, gem. 500 en minder inw.;0
1280;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Zeeland, gem. 20001 - 50000 inw.;0
1281;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Vlissingen;0
1282;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Zeeland, gem. 10001 - 20000 inw.;4
1283;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Zeeland, gem. 5001 - 10000 inw.;0
1284;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Zeeland, gem. 2001 - 5000 inw.;1
1285;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Zeeland, gem. 1001 - 2000 inw.;0
1286;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Zeeland, gem. 501 - 1000 inw.;0
1287;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Zeeland, gem. 500 en minder inw.;0
1288;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Noord-Brabant, gem. 50001 - 100000 inw.;3
1289;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Eindhoven;1
1290;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Tilburg;2
1291;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Noord-Brabant, gem. 20001 - 50000 inw.;10
1292;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Bergen op Zoom;1
1293;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Breda;2
1294;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Helmond;1
1295;Totaal aantal gezinnen;Gezinnen met 7 kinderen;'s-Hertogenbosch;5
1296;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Roosendaal en Nispen;1
1297;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Noord-Brabant, gem. 10001 - 20000 inw.;7
1298;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Noord-Brabant, gem. 5001 - 10000 inw.;7
1299;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Noord-Brabant, gem. 2001 - 5000 inw.;7
1300;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Noord-Brabant, gem. 1001 - 2000 inw.;3
1301;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Noord-Brabant, gem. 501 - 1000 inw.;0
1302;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Limburg, gem. 50001 - 100000 inw.;1
1303;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Maastricht;1
1304;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Limburg, gem. 20001 - 50000 inw.;4
1305;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Heerlen;0
1306;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Kerkrade;2
1307;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Venlo;2
1308;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Limburg, gem. 10001 - 20000 inw.;11
1309;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Limburg, gem. 5001 - 10000 inw.;0
1310;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Limburg, gem. 2001 - 5000 inw.;1
1311;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Limburg, gem. 1001 - 2000 inw.;2
1312;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Limburg, gem. 501 - 1000 inw.;0
1313;Totaal aantal gezinnen;Gezinnen met 7 kinderen;Limburg, gem. 500 en minder inw.;0
1314;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Nederland;197
1315;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Groningen (provincie);37
1316;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Friesland;14
1317;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Drenthe;13
1318;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Overijssel;19
1319;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Gelderland;13
1320;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Utrecht (provincie);7
1321;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Noord-Holland;24
1322;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Zuid-Holland;36
1323;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Zeeland;1
1324;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Noord-Brabant;21
1325;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Limburg;12
1326;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Gemeenten met meer dan 100000 inwoners;57
1327;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Gemeenten met 50001 - 100000 inwoners;12
1328;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Gemeenten met 20001 - 50000 inwoners;28
1329;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Gemeenten met 10001 - 20000 inwoners;53
1330;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Gemeenten met 5001 - 10000 inwoners;19
1331;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Gemeenten met 2001 - 5000 inwoners;24
1332;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Gemeenten met 1001 - 2000 inwoners;3
1333;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Gemeenten met 501 - 1000 inwoners;1
1334;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Gemeenten met 500 of minder inwoners;0
1335;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Groningen, gem. 100001 en meer inw.;14
1336;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Groningen;14
1337;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Groningen, gem. 10001 - 20000 inw.;17
1338;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Groningen, gem. 5001 - 10000 inw.;4
1339;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Groningen, gem. 2001 - 5000 inw.;1
1340;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Groningen, gem. 1001 - 2000 inw.;1
1341;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Friesland, gem. 20001 - 50000 inw.;4
1342;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Leeuwarden;4
1343;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Friesland, gem. 10001 - 20000 inw.;5
1344;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Friesland, gem. 5001 - 10000 inw.;4
1345;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Friesland, gem. 2001 - 5000 inw.;0
1346;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Friesland, gem. 1001 - 2000 inw.;0
1347;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Friesland, gem. 501 - 1000 inw.;1
1348;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Drenthe, gem. 20001 - 50000 inw.;4
1349;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Emmen;4
1350;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Drenthe, gem. 10001 - 20000 inw.;8
1351;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Drenthe, gem. 5001 - 10000 inw.;1
1352;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Drenthe, gem. 2001 - 5000 inw.;0
1353;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Drenthe, gem. 1001 - 2000 inw.;0
1354;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Overijssel, gem. 50001 - 100000 inw.;3
1355;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Enschede;3
1356;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Overijssel, gem. 20001 - 50000 inw.;9
1357;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Almelo;3
1358;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Deventer;2
1359;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Hengelo (O.);0
1360;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Lonneker;0
1361;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Zwolle;4
1362;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Overijssel, gem. 10001 - 20000 inw.;1
1363;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Overijssel, gem. 5001 - 10000 inw.;0
1364;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Overijssel, gem. 2001 - 5000 inw.;6
1365;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Overijssel, gem. 1001 - 2000 inw.;0
1366;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Overijssel, gem. 501 - 1000 inw.;0
1367;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Gelderland, gem. 50001 - 100000 inw.;2
1368;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Apeldoorn;1
1369;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Arnhem;0
1370;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Nijmegen;1
1371;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Gelderland, gem. 20001 - 50000 inw.;0
1372;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Ede;0
1373;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Rheden;0
1374;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Gelderland, gem. 10001 - 20000 inw.;6
1375;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Gelderland, gem. 5001 - 10000 inw.;3
1376;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Gelderland, gem. 2001 - 5000 inw.;2
1377;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Gelderland, gem. 1001 - 2000 inw.;0
1378;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Gelderland, gem. 501 - 1000 inw.;0
1379;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Gelderland, gem. 500 en minder inw.;0
1380;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Utrecht, gem. 100001 en meer inw.;3
1381;Totaal aantal gezinnen;Gezinnen met 8 kinderen;Utrecht;3
