ID;Geslacht;Leerweg;OpleidingsrichtingEnSector;Herkomstgroepering;Generatie;Regiokenmerken;Perioden;TotaalGediplomeerden_1;EntreeopleidingNiveau1_2;BasisberoepsopleidingNiveau2_3;VakopleidingNiveau3_4;MiddenkaderopleidingNiveau4a_5;SpecialistenopleidingNiveau4b_6;KorteOpleiding_7;LangeOpleiding_8;PrimaireOpleiding_9;VoortgezetteOpleiding_10
10;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Nederland;2000/'01;128697.0;10361.0;33832.0;30953.0;49990.0;1983.0;3.0;1422.0;;153.0
11;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Nederland;2001/'02;130658.0;12609.0;36569.0;35693.0;43184.0;2518.0;;85.0;;
12;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Nederland;2002/'03;132866.0;13689.0;36619.0;35181.0;45066.0;2295.0;;16.0;;
13;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Nederland;2003/'04;139719.0;12479.0;41440.0;37323.0;46127.0;2350.0;;;;
14;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Nederland;2004/'05;142487.0;12050.0;42644.0;37866.0;47368.0;2559.0;;;;
15;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Nederland;2005/'06;146300.0;12929.0;44424.0;36402.0;49901.0;2644.0;;;;
16;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Nederland;2006/'07;148753.0;13241.0;44516.0;37212.0;51136.0;2648.0;;;;
17;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Nederland;2007/'08;156116.0;13903.0;48423.0;38632.0;52660.0;2498.0;;;;
18;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Nederland;2008/'09;161752.0;13203.0;50625.0;40915.0;54816.0;2193.0;;;;
19;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Nederland;2009/'10;200375.0;16468.0;80546.0;43859.0;57726.0;1776.0;;;;
20;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Nederland;2010/'11;175553.0;16955.0;54963.0;44316.0;57746.0;1573.0;;;;
21;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Nederland;2011/'12;179189.0;16533.0;56610.0;45338.0;59612.0;1096.0;;;;
22;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Nederland;2012/'13;182430.0;17236.0;55643.0;46749.0;62072.0;730.0;;;;
23;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Nederland;2013/'14;178176.0;16735.0;50648.0;46901.0;63540.0;352.0;;;;
24;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Nederland;2014/'15;167790.0;11679.0;45219.0;46049.0;64721.0;122.0;0.0;0.0;0.0;0.0
25;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Nederland;2015/'16;154373.0;10458.0;39282.0;42262.0;62350.0;21.0;;;;
26;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Noord-Nederland (LD);1990/'91;;;;;;;;;;
27;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Noord-Nederland (LD);1991/'92;;;;;;;;;;
28;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Noord-Nederland (LD);1992/'93;;;;;;;;;;
29;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Noord-Nederland (LD);1993/'94;;;;;;;;;;
30;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Noord-Nederland (LD);1994/'95;;;;;;;;;;
31;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Noord-Nederland (LD);1995/'96;;;;;;;;;;
32;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Noord-Nederland (LD);1996/'97;;;;;;;;;;
33;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Noord-Nederland (LD);1997/'98;;;;;;;;;;
34;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Noord-Nederland (LD);1998/'99;;;;;;;;;;
35;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Noord-Nederland (LD);1999/'00;;;;;;;;;;
36;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Noord-Nederland (LD);2000/'01;;;;;;;;;;
37;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Noord-Nederland (LD);2001/'02;;;;;;;;;;
38;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Noord-Nederland (LD);2002/'03;;;;;;;;;;
39;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Noord-Nederland (LD);2003/'04;;;;;;;;;;
40;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Noord-Nederland (LD);2004/'05;;;;;;;;;;
41;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Noord-Nederland (LD);2005/'06;17199.0;1308.0;5156.0;4261.0;6189.0;285.0;;;;
42;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Noord-Nederland (LD);2006/'07;17295.0;1145.0;5104.0;4350.0;6406.0;290.0;;;;
43;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Noord-Nederland (LD);2007/'08;18350.0;1364.0;5616.0;4534.0;6522.0;314.0;;;;
44;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Noord-Nederland (LD);2008/'09;18841.0;1441.0;6193.0;4615.0;6338.0;254.0;;;;
45;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Noord-Nederland (LD);2009/'10;23893.0;1489.0;10190.0;5289.0;6735.0;190.0;;;;
46;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Noord-Nederland (LD);2010/'11;20182.0;1779.0;6343.0;5151.0;6758.0;151.0;;;;
47;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Noord-Nederland (LD);2011/'12;20200.0;1700.0;6286.0;5278.0;6826.0;110.0;;;;
48;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Noord-Nederland (LD);2012/'13;20774.0;1711.0;6446.0;5398.0;7123.0;96.0;;;;
49;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Noord-Nederland (LD);2013/'14;20416.0;1742.0;5829.0;5549.0;7277.0;19.0;;;;
50;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Noord-Nederland (LD);2014/'15;20063.0;1285.0;5379.0;5617.0;7773.0;9.0;0.0;0.0;0.0;0.0
51;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Noord-Nederland (LD);2015/'16;18245.0;1057.0;4699.0;5107.0;7376.0;6.0;;;;
52;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Oost-Nederland (LD);1990/'91;;;;;;;;;;
53;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Oost-Nederland (LD);1991/'92;;;;;;;;;;
54;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Oost-Nederland (LD);1992/'93;;;;;;;;;;
55;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Oost-Nederland (LD);1993/'94;;;;;;;;;;
56;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Oost-Nederland (LD);1994/'95;;;;;;;;;;
57;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Oost-Nederland (LD);1995/'96;;;;;;;;;;
58;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Oost-Nederland (LD);1996/'97;;;;;;;;;;
59;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Oost-Nederland (LD);1997/'98;;;;;;;;;;
60;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Oost-Nederland (LD);1998/'99;;;;;;;;;;
61;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Oost-Nederland (LD);1999/'00;;;;;;;;;;
62;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Oost-Nederland (LD);2000/'01;;;;;;;;;;
63;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Oost-Nederland (LD);2001/'02;;;;;;;;;;
64;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Oost-Nederland (LD);2002/'03;;;;;;;;;;
65;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Oost-Nederland (LD);2003/'04;;;;;;;;;;
66;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Oost-Nederland (LD);2004/'05;;;;;;;;;;
67;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Oost-Nederland (LD);2005/'06;34858.0;2754.0;10558.0;8653.0;12206.0;687.0;;;;
68;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Oost-Nederland (LD);2006/'07;35332.0;2717.0;10532.0;8916.0;12508.0;659.0;;;;
69;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Oost-Nederland (LD);2007/'08;36403.0;2589.0;11026.0;9395.0;12774.0;619.0;;;;
70;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Oost-Nederland (LD);2008/'09;38069.0;2844.0;11601.0;9887.0;13163.0;574.0;;;;
71;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Oost-Nederland (LD);2009/'10;47504.0;3592.0;19636.0;10264.0;13644.0;368.0;;;;
72;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Oost-Nederland (LD);2010/'11;40861.0;3635.0;12623.0;10652.0;13598.0;353.0;;;;
73;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Oost-Nederland (LD);2011/'12;42296.0;3845.0;13031.0;11069.0;14128.0;223.0;;;;
74;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Oost-Nederland (LD);2012/'13;43786.0;3929.0;12951.0;11619.0;15188.0;99.0;;;;
75;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Oost-Nederland (LD);2013/'14;42236.0;3690.0;11658.0;11464.0;15376.0;48.0;;;;
76;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Oost-Nederland (LD);2014/'15;39500.0;2588.0;10155.0;11279.0;15463.0;15.0;0.0;0.0;0.0;0.0
77;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Oost-Nederland (LD);2015/'16;36540.0;2225.0;9103.0;10120.0;15081.0;11.0;;;;
78;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;West-Nederland (LD);1990/'91;;;;;;;;;;
79;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;West-Nederland (LD);1991/'92;;;;;;;;;;
80;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;West-Nederland (LD);1992/'93;;;;;;;;;;
81;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;West-Nederland (LD);1993/'94;;;;;;;;;;
82;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;West-Nederland (LD);1994/'95;;;;;;;;;;
83;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;West-Nederland (LD);1995/'96;;;;;;;;;;
84;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;West-Nederland (LD);1996/'97;;;;;;;;;;
85;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;West-Nederland (LD);1997/'98;;;;;;;;;;
86;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;West-Nederland (LD);1998/'99;;;;;;;;;;
87;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;West-Nederland (LD);1999/'00;;;;;;;;;;
88;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;West-Nederland (LD);2000/'01;;;;;;;;;;
89;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;West-Nederland (LD);2001/'02;;;;;;;;;;
90;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;West-Nederland (LD);2002/'03;;;;;;;;;;
91;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;West-Nederland (LD);2003/'04;;;;;;;;;;
92;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;West-Nederland (LD);2004/'05;;;;;;;;;;
93;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;West-Nederland (LD);2005/'06;63345.0;6063.0;19417.0;15837.0;20917.0;1111.0;;;;
94;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;West-Nederland (LD);2006/'07;64218.0;6308.0;19377.0;16053.0;21338.0;1142.0;;;;
95;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;West-Nederland (LD);2007/'08;68071.0;6564.0;21570.0;16625.0;22200.0;1112.0;;;;
96;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;West-Nederland (LD);2008/'09;69582.0;5966.0;22026.0;17305.0;23359.0;926.0;;;;
97;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;West-Nederland (LD);2009/'10;82346.0;7070.0;31872.0;18055.0;24577.0;772.0;;;;
98;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;West-Nederland (LD);2010/'11;74926.0;7162.0;24308.0;18295.0;24514.0;647.0;;;;
99;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;West-Nederland (LD);2011/'12;77721.0;7376.0;25627.0;18818.0;25425.0;475.0;;;;
100;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;West-Nederland (LD);2012/'13;78945.0;7683.0;25062.0;19239.0;26606.0;355.0;;;;
101;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;West-Nederland (LD);2013/'14;77426.0;7748.0;22657.0;19554.0;27296.0;171.0;;;;
102;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;West-Nederland (LD);2014/'15;73759.0;5848.0;21061.0;19114.0;27702.0;34.0;0.0;0.0;0.0;0.0
103;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;West-Nederland (LD);2015/'16;67782.0;5364.0;17902.0;18064.0;26448.0;4.0;;;;
104;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Zuid-Nederland (LD);1990/'91;;;;;;;;;;
105;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Zuid-Nederland (LD);1991/'92;;;;;;;;;;
106;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Zuid-Nederland (LD);1992/'93;;;;;;;;;;
107;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Zuid-Nederland (LD);1993/'94;;;;;;;;;;
108;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Zuid-Nederland (LD);1994/'95;;;;;;;;;;
109;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Zuid-Nederland (LD);1995/'96;;;;;;;;;;
110;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Zuid-Nederland (LD);1996/'97;;;;;;;;;;
111;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Zuid-Nederland (LD);1997/'98;;;;;;;;;;
112;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Zuid-Nederland (LD);1998/'99;;;;;;;;;;
113;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Zuid-Nederland (LD);1999/'00;;;;;;;;;;
114;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Zuid-Nederland (LD);2000/'01;;;;;;;;;;
115;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Zuid-Nederland (LD);2001/'02;;;;;;;;;;
116;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Zuid-Nederland (LD);2002/'03;;;;;;;;;;
117;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Zuid-Nederland (LD);2003/'04;;;;;;;;;;
118;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Zuid-Nederland (LD);2004/'05;;;;;;;;;;
119;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Zuid-Nederland (LD);2005/'06;30072.0;2701.0;9050.0;7445.0;10330.0;546.0;;;;
120;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Zuid-Nederland (LD);2006/'07;31167.0;2963.0;9285.0;7734.0;10641.0;544.0;;;;
121;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Zuid-Nederland (LD);2007/'08;32557.0;3275.0;9990.0;7866.0;10987.0;439.0;;;;
122;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Zuid-Nederland (LD);2008/'09;34232.0;2827.0;10464.0;8858.0;11656.0;427.0;;;;
123;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Zuid-Nederland (LD);2009/'10;45332.0;4116.0;18303.0;9970.0;12515.0;428.0;;;;
124;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Totaal generatie;Zuid-Nederland (LD);2010/'11;38274.0;4077.0;11287.0;9909.0;12592.0;409.0;;;;
