ID;AanwezigheidOuders;Geslacht;Leeftijd;Migratieachtergrond;RegioS;Perioden;AantalKinderen_1;PercentageKinderen_2
90;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Totaal;Zuid-Nederland (LD);2006;666981;100
91;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Totaal;Zuid-Nederland (LD);2007;657604;100
92;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Totaal;Zuid-Nederland (LD);2008;648326;100
93;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Totaal;Zuid-Nederland (LD);2009;640606;100
94;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Totaal;Zuid-Nederland (LD);2010;634559;100
95;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Totaal;Zuid-Nederland (LD);2011;627854;100
96;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Totaal;Zuid-Nederland (LD);2012;622174;100
97;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Totaal;Zuid-Nederland (LD);2013;615044;100
98;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Totaal;Zuid-Nederland (LD);2014;607558;100
99;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Totaal;Zuid-Nederland (LD);2015;599901;100
100;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Nederland;1996;2432986;100
101;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Nederland;1997;2431415;100
102;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Nederland;1998;2434557;100
103;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Nederland;1999;2448681;100
104;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Nederland;2000;2465955;100
105;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Nederland;2001;2481933;100
106;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Nederland;2002;2490940;100
107;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Nederland;2003;2492789;100
108;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Nederland;2004;2492595;100
109;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Nederland;2005;2487744;100
110;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Nederland;2006;2474799;100
111;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Nederland;2007;2453103;100
112;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Nederland;2008;2428824;100
113;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Nederland;2009;2410770;100
114;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Nederland;2010;2394978;100
115;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Nederland;2011;2377872;100
116;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Nederland;2012;2361294;100
117;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Nederland;2013;2341300;100
118;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Nederland;2014;2317805;100
119;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Nederland;2015;2290751;100
120;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Noord-Nederland (LD);1996;284340;100
121;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Noord-Nederland (LD);1997;283369;100
122;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Noord-Nederland (LD);1998;283274;100
123;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Noord-Nederland (LD);1999;284219;100
124;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Noord-Nederland (LD);2000;285852;100
125;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Noord-Nederland (LD);2001;287793;100
126;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Noord-Nederland (LD);2002;289384;100
127;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Noord-Nederland (LD);2003;290096;100
128;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Noord-Nederland (LD);2004;290334;100
129;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Noord-Nederland (LD);2005;290116;100
130;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Noord-Nederland (LD);2006;289105;100
131;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Noord-Nederland (LD);2007;287336;100
132;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Noord-Nederland (LD);2008;284758;100
133;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Noord-Nederland (LD);2009;283188;100
134;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Noord-Nederland (LD);2010;281307;100
135;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Noord-Nederland (LD);2011;278745;100
136;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Noord-Nederland (LD);2012;275810;100
137;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Noord-Nederland (LD);2013;272295;100
138;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Noord-Nederland (LD);2014;267999;100
139;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Noord-Nederland (LD);2015;263508;100
140;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Oost-Nederland (LD);1996;571507;100
141;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Oost-Nederland (LD);1997;572279;100
142;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Oost-Nederland (LD);1998;574538;100
143;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Oost-Nederland (LD);1999;579561;100
144;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Oost-Nederland (LD);2000;585447;100
145;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Oost-Nederland (LD);2001;591663;100
146;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Oost-Nederland (LD);2002;595872;100
147;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Oost-Nederland (LD);2003;597631;100
148;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Oost-Nederland (LD);2004;599251;100
149;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Oost-Nederland (LD);2005;599546;100
150;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Oost-Nederland (LD);2006;598078;100
151;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Oost-Nederland (LD);2007;595001;100
152;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Oost-Nederland (LD);2008;590758;100
153;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Oost-Nederland (LD);2009;587484;100
154;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Oost-Nederland (LD);2010;583892;100
155;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Oost-Nederland (LD);2011;579677;100
156;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Oost-Nederland (LD);2012;575852;100
157;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Oost-Nederland (LD);2013;570990;100
158;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Oost-Nederland (LD);2014;565047;100
159;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Oost-Nederland (LD);2015;557713;100
160;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;West-Nederland (LD);1996;1022626;100
161;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;West-Nederland (LD);1997;1021898;100
162;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;West-Nederland (LD);1998;1022353;100
163;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;West-Nederland (LD);1999;1027480;100
164;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;West-Nederland (LD);2000;1034020;100
165;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;West-Nederland (LD);2001;1039311;100
166;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;West-Nederland (LD);2002;1042641;100
167;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;West-Nederland (LD);2003;1043945;100
168;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;West-Nederland (LD);2004;1045028;100
169;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;West-Nederland (LD);2005;1044148;100
170;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;West-Nederland (LD);2006;1040235;100
171;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;West-Nederland (LD);2007;1031631;100
172;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;West-Nederland (LD);2008;1022790;100
173;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;West-Nederland (LD);2009;1017322;100
174;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;West-Nederland (LD);2010;1013846;100
175;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;West-Nederland (LD);2011;1010777;100
176;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;West-Nederland (LD);2012;1007529;100
177;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;West-Nederland (LD);2013;1003347;100
178;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;West-Nederland (LD);2014;997885;100
179;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;West-Nederland (LD);2015;991432;100
180;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Zuid-Nederland (LD);1996;554513;100
181;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Zuid-Nederland (LD);1997;553869;100
182;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Zuid-Nederland (LD);1998;554392;100
183;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Zuid-Nederland (LD);1999;557421;100
184;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Zuid-Nederland (LD);2000;560636;100
185;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Zuid-Nederland (LD);2001;563166;100
186;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Zuid-Nederland (LD);2002;563043;100
187;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Zuid-Nederland (LD);2003;561117;100
188;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Zuid-Nederland (LD);2004;557982;100
189;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Zuid-Nederland (LD);2005;553934;100
190;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Zuid-Nederland (LD);2006;547381;100
191;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Zuid-Nederland (LD);2007;539135;100
192;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Zuid-Nederland (LD);2008;530518;100
193;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Zuid-Nederland (LD);2009;522776;100
194;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Zuid-Nederland (LD);2010;515933;100
195;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Zuid-Nederland (LD);2011;508673;100
196;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Zuid-Nederland (LD);2012;502103;100
197;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Zuid-Nederland (LD);2013;494668;100
198;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Zuid-Nederland (LD);2014;486874;100
199;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Nederlandse achtergrond;Zuid-Nederland (LD);2015;478098;100
200;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Met migratieachtergrond;Nederland;1996;599595;100
201;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Met migratieachtergrond;Nederland;1997;612247;100
202;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Met migratieachtergrond;Nederland;1998;625944;100
203;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Met migratieachtergrond;Nederland;1999;643551;100
204;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Met migratieachtergrond;Nederland;2000;661944;100
205;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Met migratieachtergrond;Nederland;2001;682402;100
206;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Met migratieachtergrond;Nederland;2002;700248;100
207;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Met migratieachtergrond;Nederland;2003;712278;100
208;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Met migratieachtergrond;Nederland;2004;717733;100
209;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Met migratieachtergrond;Nederland;2005;717227;100
210;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Met migratieachtergrond;Nederland;2006;713839;100
211;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Met migratieachtergrond;Nederland;2007;708915;100
212;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Met migratieachtergrond;Nederland;2008;707568;100
213;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Met migratieachtergrond;Nederland;2009;710908;100
214;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Met migratieachtergrond;Nederland;2010;717309;100
215;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Met migratieachtergrond;Nederland;2011;723404;100
216;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Met migratieachtergrond;Nederland;2012;729501;100
217;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Met migratieachtergrond;Nederland;2013;731988;100
218;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Met migratieachtergrond;Nederland;2014;733933;100
219;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Met migratieachtergrond;Nederland;2015;739485;100
220;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Met migratieachtergrond;Noord-Nederland (LD);1996;30848;100
221;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Met migratieachtergrond;Noord-Nederland (LD);1997;31915;100
222;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Met migratieachtergrond;Noord-Nederland (LD);1998;32720;100
223;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Met migratieachtergrond;Noord-Nederland (LD);1999;33430;100
224;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Met migratieachtergrond;Noord-Nederland (LD);2000;34444;100
225;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Met migratieachtergrond;Noord-Nederland (LD);2001;36746;100
226;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Met migratieachtergrond;Noord-Nederland (LD);2002;38321;100
227;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Met migratieachtergrond;Noord-Nederland (LD);2003;38878;100
228;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Met migratieachtergrond;Noord-Nederland (LD);2004;38323;100
229;Totaal;Totaal jongens en meisjes;Jonger dan 16 jaar;Met migratieachtergrond;Noord-Nederland (LD);2005;37366;100
