ID;Onderwijsdeelname;KenmerkenArbeid;Uitkering;IngeschrevenUWVWerkbedrijf;RegioS;Perioden;Jongeren15Tot27Jaar_1
82;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Friesland (PV);2015;91500
83;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Friesland (PV);2016;92500
84;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Drenthe (PV);2005;60500
85;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Drenthe (PV);2006;60500
86;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Drenthe (PV);2007;60600
87;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Drenthe (PV);2008;60300
88;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Drenthe (PV);2009;60600
89;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Drenthe (PV);2010;61000
90;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Drenthe (PV);2011;61000
91;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Drenthe (PV);2012;60600
92;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Drenthe (PV);2013;60300
93;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Drenthe (PV);2014;60400
94;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Drenthe (PV);2015;60900
95;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Drenthe (PV);2016;62100
96;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Overijssel (PV);2005;167200
97;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Overijssel (PV);2006;166800
98;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Overijssel (PV);2007;166400
99;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Overijssel (PV);2008;167000
100;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Overijssel (PV);2009;167800
101;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Overijssel (PV);2010;168800
102;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Overijssel (PV);2011;168800
103;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Overijssel (PV);2012;168100
104;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Overijssel (PV);2013;167300
105;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Overijssel (PV);2014;167200
106;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Overijssel (PV);2015;169200
107;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Overijssel (PV);2016;171600
108;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Flevoland (PV);2005;58800
109;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Flevoland (PV);2006;59700
110;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Flevoland (PV);2007;60000
111;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Flevoland (PV);2008;61000
112;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Flevoland (PV);2009;62000
113;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Flevoland (PV);2010;62100
114;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Flevoland (PV);2011;62300
115;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Flevoland (PV);2012;62500
116;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Flevoland (PV);2013;62400
117;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Flevoland (PV);2014;62400
118;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Flevoland (PV);2015;62500
119;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Flevoland (PV);2016;63400
120;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Gelderland (PV);2005;281300
121;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Gelderland (PV);2006;282100
122;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Gelderland (PV);2007;282800
123;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Gelderland (PV);2008;284400
124;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Gelderland (PV);2009;287500
125;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Gelderland (PV);2010;290300
126;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Gelderland (PV);2011;292300
127;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Gelderland (PV);2012;294800
128;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Gelderland (PV);2013;296000
129;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Gelderland (PV);2014;298000
130;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Gelderland (PV);2015;302100
131;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Gelderland (PV);2016;307100
132;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Utrecht (PV);2005;179600
133;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Utrecht (PV);2006;182700
134;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Utrecht (PV);2007;185400
135;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Utrecht (PV);2008;187000
136;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Utrecht (PV);2009;188800
137;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Utrecht (PV);2010;189700
138;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Utrecht (PV);2011;190500
139;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Utrecht (PV);2012;191600
140;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Utrecht (PV);2013;192400
141;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Utrecht (PV);2014;194600
142;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Utrecht (PV);2015;196600
143;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Utrecht (PV);2016;198800
144;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Holland (PV);2005;356400
145;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Holland (PV);2006;361000
146;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Holland (PV);2007;366400
147;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Holland (PV);2008;373100
148;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Holland (PV);2009;378900
149;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Holland (PV);2010;385700
150;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Holland (PV);2011;389700
151;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Holland (PV);2012;393000
152;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Holland (PV);2013;396700
153;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Holland (PV);2014;400000
154;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Holland (PV);2015;405900
155;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Holland (PV);2016;411900
156;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zuid-Holland (PV);2005;519000
157;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zuid-Holland (PV);2006;521000
158;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zuid-Holland (PV);2007;521600
159;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zuid-Holland (PV);2008;525100
160;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zuid-Holland (PV);2009;531600
161;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zuid-Holland (PV);2010;536700
162;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zuid-Holland (PV);2011;540100
163;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zuid-Holland (PV);2012;541400
164;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zuid-Holland (PV);2013;541300
165;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zuid-Holland (PV);2014;544600
166;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zuid-Holland (PV);2015;549000
167;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zuid-Holland (PV);2016;554800
168;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zeeland (PV);2005;48900
169;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zeeland (PV);2006;49100
170;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zeeland (PV);2007;49200
171;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zeeland (PV);2008;49100
172;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zeeland (PV);2009;49100
173;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zeeland (PV);2010;49300
174;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zeeland (PV);2011;49300
175;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zeeland (PV);2012;49200
176;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zeeland (PV);2013;49300
177;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zeeland (PV);2014;49200
178;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zeeland (PV);2015;49900
179;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zeeland (PV);2016;50200
180;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Brabant (PV);2005;339600
181;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Brabant (PV);2006;340700
182;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Brabant (PV);2007;342000
183;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Brabant (PV);2008;343900
184;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Brabant (PV);2009;347400
185;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Brabant (PV);2010;351200
186;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Brabant (PV);2011;353000
187;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Brabant (PV);2012;354900
188;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Brabant (PV);2013;357000
189;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Brabant (PV);2014;358900
190;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Brabant (PV);2015;362200
191;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Brabant (PV);2016;366700
192;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Limburg (PV);2005;150700
193;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Limburg (PV);2006;150500
194;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Limburg (PV);2007;150300
195;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Limburg (PV);2008;151200
196;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Limburg (PV);2009;152900
197;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Limburg (PV);2010;153900
198;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Limburg (PV);2011;155900
199;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Limburg (PV);2012;156200
200;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Limburg (PV);2013;156300
201;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Limburg (PV);2014;155600
202;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Limburg (PV);2015;155500
203;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Limburg (PV);2016;156300
204;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Oost-Groningen (CR);2005;19000
205;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Oost-Groningen (CR);2006;19100
206;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Oost-Groningen (CR);2007;18800
207;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Oost-Groningen (CR);2008;18500
208;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Oost-Groningen (CR);2009;18600
209;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Oost-Groningen (CR);2010;18700
210;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Oost-Groningen (CR);2011;18600
211;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Oost-Groningen (CR);2012;18500
212;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Oost-Groningen (CR);2013;18300
213;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Oost-Groningen (CR);2014;18300
214;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Oost-Groningen (CR);2015;18600
215;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Oost-Groningen (CR);2016;18500
216;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Delfzijl en omgeving (CR);2005;6700
217;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Delfzijl en omgeving (CR);2006;6600
218;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Delfzijl en omgeving (CR);2007;6500
219;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Delfzijl en omgeving (CR);2008;6200
220;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Delfzijl en omgeving (CR);2009;6200
221;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Delfzijl en omgeving (CR);2010;6200
222;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Delfzijl en omgeving (CR);2011;6100
223;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Delfzijl en omgeving (CR);2012;6100
224;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Delfzijl en omgeving (CR);2013;6100
225;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Delfzijl en omgeving (CR);2014;5900
226;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Delfzijl en omgeving (CR);2015;5900
227;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Delfzijl en omgeving (CR);2016;5900
228;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Overig Groningen (CR);2005;70700
229;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Overig Groningen (CR);2006;71400
230;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Overig Groningen (CR);2007;72300
231;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Overig Groningen (CR);2008;73700
232;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Overig Groningen (CR);2009;75400
233;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Overig Groningen (CR);2010;76700
234;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Overig Groningen (CR);2011;78800
235;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Overig Groningen (CR);2012;80100
236;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Overig Groningen (CR);2013;81100
237;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Overig Groningen (CR);2014;82100
238;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Overig Groningen (CR);2015;82200
239;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Overig Groningen (CR);2016;82700
240;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Friesland (CR);2005;50100
241;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Friesland (CR);2006;49700
242;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Friesland (CR);2007;49300
243;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Friesland (CR);2008;49300
244;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Friesland (CR);2009;49400
245;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Friesland (CR);2010;49700
246;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Friesland (CR);2011;49600
247;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Friesland (CR);2012;49500
248;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Friesland (CR);2013;49400
249;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Friesland (CR);2014;49500
250;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Friesland (CR);2015;49500
251;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Friesland (CR);2016;49800
252;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zuidwest-Friesland (CR);2005;17600
253;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zuidwest-Friesland (CR);2006;17500
254;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zuidwest-Friesland (CR);2007;17600
255;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zuidwest-Friesland (CR);2008;17400
256;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zuidwest-Friesland (CR);2009;17500
257;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zuidwest-Friesland (CR);2010;17500
258;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zuidwest-Friesland (CR);2011;17500
259;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zuidwest-Friesland (CR);2012;17400
260;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zuidwest-Friesland (CR);2013;17300
261;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zuidwest-Friesland (CR);2014;17300
262;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zuidwest-Friesland (CR);2015;17500
263;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zuidwest-Friesland (CR);2016;17800
264;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zuidoost-Friesland (CR);2005;24500
265;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zuidoost-Friesland (CR);2006;24500
266;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zuidoost-Friesland (CR);2007;24500
267;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zuidoost-Friesland (CR);2008;24500
268;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zuidoost-Friesland (CR);2009;24600
269;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zuidoost-Friesland (CR);2010;24600
270;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zuidoost-Friesland (CR);2011;24500
271;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zuidoost-Friesland (CR);2012;24300
272;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zuidoost-Friesland (CR);2013;24100
273;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zuidoost-Friesland (CR);2014;24400
274;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zuidoost-Friesland (CR);2015;24500
275;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zuidoost-Friesland (CR);2016;24800
276;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Drenthe (CR);2005;21800
277;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Drenthe (CR);2006;21800
278;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Drenthe (CR);2007;22000
279;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Drenthe (CR);2008;22000
280;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Drenthe (CR);2009;22200
281;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Drenthe (CR);2010;22500
282;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Drenthe (CR);2011;22600
283;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Drenthe (CR);2012;22600
284;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Drenthe (CR);2013;22600
285;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Drenthe (CR);2014;22600
286;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Drenthe (CR);2015;22600
287;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Noord-Drenthe (CR);2016;23100
288;Totaal;Totaal;Totaal met/zonder uitkering;Totaal;Zuidoost-Drenthe (CR);2005;21600
