ID;KenmerkenHuishoudensEnPersonen;CaribischNederland;Perioden;MedianeKoopkrachtontwikkeling_1;PersonenMetKoopkrachtdaling_2
50;Type: Eenpersoonshuishouden;Caribisch Nederland;2018;-1.7;55.0
51;Type: Eenpersoonshuishouden;Caribisch Nederland;2019;1.7;44.0
52;Type: Eenpersoonshuishouden;Caribisch Nederland;2020;5.5;30.0
53;Type: Eenpersoonshuishouden;Caribisch Nederland;2021;0.4;48.0
54;Type: Eenpersoonshuishouden;Caribisch Nederland;2022;-2.3;58.0
55;Type: Eenpersoonshuishouden;Bonaire;2012;2.9;39.0
56;Type: Eenpersoonshuishouden;Bonaire;2013;0.7;42.0
57;Type: Eenpersoonshuishouden;Bonaire;2014;0.7;41.0
58;Type: Eenpersoonshuishouden;Bonaire;2015;2.5;34.0
59;Type: Eenpersoonshuishouden;Bonaire;2016;0.6;48.0
60;Type: Eenpersoonshuishouden;Bonaire;2017;0.7;42.0
61;Type: Eenpersoonshuishouden;Bonaire;2018;-2.4;57.0
62;Type: Eenpersoonshuishouden;Bonaire;2019;1.3;46.0
63;Type: Eenpersoonshuishouden;Bonaire;2020;6.1;29.0
64;Type: Eenpersoonshuishouden;Bonaire;2021;0.4;49.0
65;Type: Eenpersoonshuishouden;Bonaire;2022;-2.4;58.0
66;Type: Eenpersoonshuishouden;Sint Eustatius;2012;5.4;41.0
67;Type: Eenpersoonshuishouden;Sint Eustatius;2013;2.1;40.0
68;Type: Eenpersoonshuishouden;Sint Eustatius;2014;-0.9;57.0
69;Type: Eenpersoonshuishouden;Sint Eustatius;2015;4.5;28.0
70;Type: Eenpersoonshuishouden;Sint Eustatius;2016;2.0;39.0
71;Type: Eenpersoonshuishouden;Sint Eustatius;2017;6.5;32.0
72;Type: Eenpersoonshuishouden;Sint Eustatius;2018;2.4;42.0
73;Type: Eenpersoonshuishouden;Sint Eustatius;2019;3.0;44.0
74;Type: Eenpersoonshuishouden;Sint Eustatius;2020;3.5;36.0
75;Type: Eenpersoonshuishouden;Sint Eustatius;2021;0.6;37.0
76;Type: Eenpersoonshuishouden;Sint Eustatius;2022;-1.3;55.0
77;Type: Eenpersoonshuishouden;Saba;2012;3.2;31.0
78;Type: Eenpersoonshuishouden;Saba;2013;2.1;35.0
79;Type: Eenpersoonshuishouden;Saba;2014;2.0;39.0
80;Type: Eenpersoonshuishouden;Saba;2015;2.2;32.0
81;Type: Eenpersoonshuishouden;Saba;2016;5.3;32.0
82;Type: Eenpersoonshuishouden;Saba;2017;2.5;33.0
83;Type: Eenpersoonshuishouden;Saba;2018;-1.8;57.0
84;Type: Eenpersoonshuishouden;Saba;2019;4.2;30.0
85;Type: Eenpersoonshuishouden;Saba;2020;4.2;29.0
86;Type: Eenpersoonshuishouden;Saba;2021;0.3;49.0
87;Type: Eenpersoonshuishouden;Saba;2022;-3.5;65.0
88;Type: Meerpersoonshuishouden;Caribisch Nederland;2012;3.7;42.0
89;Type: Meerpersoonshuishouden;Caribisch Nederland;2013;2.1;44.0
90;Type: Meerpersoonshuishouden;Caribisch Nederland;2014;2.1;44.0
91;Type: Meerpersoonshuishouden;Caribisch Nederland;2015;5.0;36.0
92;Type: Meerpersoonshuishouden;Caribisch Nederland;2016;3.2;41.0
93;Type: Meerpersoonshuishouden;Caribisch Nederland;2017;2.1;42.0
94;Type: Meerpersoonshuishouden;Caribisch Nederland;2018;0.4;49.0
95;Type: Meerpersoonshuishouden;Caribisch Nederland;2019;4.7;37.0
96;Type: Meerpersoonshuishouden;Caribisch Nederland;2020;5.2;37.0
97;Type: Meerpersoonshuishouden;Caribisch Nederland;2021;1.9;43.0
98;Type: Meerpersoonshuishouden;Caribisch Nederland;2022;-4.2;60.0
99;Type: Meerpersoonshuishouden;Bonaire;2012;3.4;43.0
100;Type: Meerpersoonshuishouden;Bonaire;2013;1.7;45.0
101;Type: Meerpersoonshuishouden;Bonaire;2014;2.2;44.0
102;Type: Meerpersoonshuishouden;Bonaire;2015;5.1;36.0
103;Type: Meerpersoonshuishouden;Bonaire;2016;3.0;42.0
104;Type: Meerpersoonshuishouden;Bonaire;2017;2.0;43.0
105;Type: Meerpersoonshuishouden;Bonaire;2018;-0.1;50.0
106;Type: Meerpersoonshuishouden;Bonaire;2019;4.2;38.0
107;Type: Meerpersoonshuishouden;Bonaire;2020;5.5;36.0
108;Type: Meerpersoonshuishouden;Bonaire;2021;2.0;44.0
109;Type: Meerpersoonshuishouden;Bonaire;2022;-4.5;61.0
110;Type: Meerpersoonshuishouden;Sint Eustatius;2012;4.4;41.0
111;Type: Meerpersoonshuishouden;Sint Eustatius;2013;3.1;41.0
112;Type: Meerpersoonshuishouden;Sint Eustatius;2014;1.5;47.0
113;Type: Meerpersoonshuishouden;Sint Eustatius;2015;4.7;38.0
114;Type: Meerpersoonshuishouden;Sint Eustatius;2016;2.5;43.0
115;Type: Meerpersoonshuishouden;Sint Eustatius;2017;4.1;41.0
116;Type: Meerpersoonshuishouden;Sint Eustatius;2018;3.9;37.0
117;Type: Meerpersoonshuishouden;Sint Eustatius;2019;7.4;33.0
118;Type: Meerpersoonshuishouden;Sint Eustatius;2020;2.4;46.0
119;Type: Meerpersoonshuishouden;Sint Eustatius;2021;1.8;40.0
120;Type: Meerpersoonshuishouden;Sint Eustatius;2022;-3.7;58.0
121;Type: Meerpersoonshuishouden;Saba;2012;4.8;37.0
122;Type: Meerpersoonshuishouden;Saba;2013;3.9;38.0
123;Type: Meerpersoonshuishouden;Saba;2014;3.3;38.0
124;Type: Meerpersoonshuishouden;Saba;2015;3.9;34.0
125;Type: Meerpersoonshuishouden;Saba;2016;6.4;30.0
126;Type: Meerpersoonshuishouden;Saba;2017;1.6;42.0
127;Type: Meerpersoonshuishouden;Saba;2018;0.5;48.0
128;Type: Meerpersoonshuishouden;Saba;2019;5.7;30.0
129;Type: Meerpersoonshuishouden;Saba;2020;5.1;33.0
130;Type: Meerpersoonshuishouden;Saba;2021;1.5;44.0
131;Type: Meerpersoonshuishouden;Saba;2022;-1.3;54.0
132;Type: Eenoudergezin;Caribisch Nederland;2012;5.8;37.0
133;Type: Eenoudergezin;Caribisch Nederland;2013;3.9;39.0
134;Type: Eenoudergezin;Caribisch Nederland;2014;4.0;38.0
135;Type: Eenoudergezin;Caribisch Nederland;2015;6.9;32.0
136;Type: Eenoudergezin;Caribisch Nederland;2016;6.0;33.0
137;Type: Eenoudergezin;Caribisch Nederland;2017;3.3;36.0
138;Type: Eenoudergezin;Caribisch Nederland;2018;2.6;43.0
139;Type: Eenoudergezin;Caribisch Nederland;2019;8.8;30.0
140;Type: Eenoudergezin;Caribisch Nederland;2020;8.6;29.0
141;Type: Eenoudergezin;Caribisch Nederland;2021;3.5;38.0
142;Type: Eenoudergezin;Caribisch Nederland;2022;-1.8;54.0
143;Type: Eenoudergezin;Bonaire;2012;5.6;39.0
144;Type: Eenoudergezin;Bonaire;2013;4.4;39.0
145;Type: Eenoudergezin;Bonaire;2014;5.5;37.0
146;Type: Eenoudergezin;Bonaire;2015;7.6;31.0
147;Type: Eenoudergezin;Bonaire;2016;5.6;34.0
148;Type: Eenoudergezin;Bonaire;2017;3.2;36.0
149;Type: Eenoudergezin;Bonaire;2018;1.5;45.0
150;Type: Eenoudergezin;Bonaire;2019;8.8;31.0
151;Type: Eenoudergezin;Bonaire;2020;9.2;27.0
152;Type: Eenoudergezin;Bonaire;2021;3.9;38.0
153;Type: Eenoudergezin;Bonaire;2022;-1.7;53.0
154;Type: Eenoudergezin;Sint Eustatius;2012;9.9;33.0
155;Type: Eenoudergezin;Sint Eustatius;2013;2.2;41.0
156;Type: Eenoudergezin;Sint Eustatius;2014;0.7;45.0
157;Type: Eenoudergezin;Sint Eustatius;2015;3.2;38.0
158;Type: Eenoudergezin;Sint Eustatius;2016;5.6;30.0
159;Type: Eenoudergezin;Sint Eustatius;2017;4.1;35.0
160;Type: Eenoudergezin;Sint Eustatius;2018;8.6;31.0
161;Type: Eenoudergezin;Sint Eustatius;2019;8.9;30.0
162;Type: Eenoudergezin;Sint Eustatius;2020;5.6;35.0
163;Type: Eenoudergezin;Sint Eustatius;2021;3.3;37.0
164;Type: Eenoudergezin;Sint Eustatius;2022;-3.1;55.0
165;Type: Eenoudergezin;Saba;2012;8.7;24.0
166;Type: Eenoudergezin;Saba;2013;1.8;41.0
167;Type: Eenoudergezin;Saba;2014;3.8;39.0
168;Type: Eenoudergezin;Saba;2015;5.1;33.0
169;Type: Eenoudergezin;Saba;2016;8.8;25.0
170;Type: Eenoudergezin;Saba;2017;1.8;37.0
171;Type: Eenoudergezin;Saba;2018;1.4;46.0
172;Type: Eenoudergezin;Saba;2019;8.1;22.0
173;Type: Eenoudergezin;Saba;2020;7.7;29.0
174;Type: Eenoudergezin;Saba;2021;1.0;47.0
175;Type: Eenoudergezin;Saba;2022;-1.0;56.0
176;Type: Eenouder, alle kinderen < 18 jr;Caribisch Nederland;2012;9.9;32.0
177;Type: Eenouder, alle kinderen < 18 jr;Caribisch Nederland;2013;3.8;40.0
178;Type: Eenouder, alle kinderen < 18 jr;Caribisch Nederland;2014;5.5;37.0
179;Type: Eenouder, alle kinderen < 18 jr;Caribisch Nederland;2015;8.2;26.0
180;Type: Eenouder, alle kinderen < 18 jr;Caribisch Nederland;2016;8.6;26.0
181;Type: Eenouder, alle kinderen < 18 jr;Caribisch Nederland;2017;4.1;33.0
182;Type: Eenouder, alle kinderen < 18 jr;Caribisch Nederland;2018;3.4;40.0
183;Type: Eenouder, alle kinderen < 18 jr;Caribisch Nederland;2019;10.2;24.0
184;Type: Eenouder, alle kinderen < 18 jr;Caribisch Nederland;2020;10.8;21.0
185;Type: Eenouder, alle kinderen < 18 jr;Caribisch Nederland;2021;4.8;32.0
186;Type: Eenouder, alle kinderen < 18 jr;Caribisch Nederland;2022;-3.0;57.0
187;Type: Eenouder, alle kinderen < 18 jr;Bonaire;2012;9.4;33.0
188;Type: Eenouder, alle kinderen < 18 jr;Bonaire;2013;4.7;37.0
189;Type: Eenouder, alle kinderen < 18 jr;Bonaire;2014;6.9;35.0
190;Type: Eenouder, alle kinderen < 18 jr;Bonaire;2015;8.6;24.0
191;Type: Eenouder, alle kinderen < 18 jr;Bonaire;2016;7.7;27.0
192;Type: Eenouder, alle kinderen < 18 jr;Bonaire;2017;4.3;34.0
193;Type: Eenouder, alle kinderen < 18 jr;Bonaire;2018;1.7;43.0
194;Type: Eenouder, alle kinderen < 18 jr;Bonaire;2019;10.6;25.0
195;Type: Eenouder, alle kinderen < 18 jr;Bonaire;2020;11.5;21.0
196;Type: Eenouder, alle kinderen < 18 jr;Bonaire;2021;5.1;32.0
197;Type: Eenouder, alle kinderen < 18 jr;Bonaire;2022;-2.8;58.0
198;Type: Eenouder, alle kinderen < 18 jr;Sint Eustatius;2012;10.8;31.0
199;Type: Eenouder, alle kinderen < 18 jr;Sint Eustatius;2013;0.8;50.0
200;Type: Eenouder, alle kinderen < 18 jr;Sint Eustatius;2014;0.4;44.0
201;Type: Eenouder, alle kinderen < 18 jr;Sint Eustatius;2015;7.4;29.0
202;Type: Eenouder, alle kinderen < 18 jr;Sint Eustatius;2016;8.0;24.0
203;Type: Eenouder, alle kinderen < 18 jr;Sint Eustatius;2017;3.4;33.0
204;Type: Eenouder, alle kinderen < 18 jr;Sint Eustatius;2018;9.0;27.0
205;Type: Eenouder, alle kinderen < 18 jr;Sint Eustatius;2019;7.3;27.0
206;Type: Eenouder, alle kinderen < 18 jr;Sint Eustatius;2020;7.9;23.0
207;Type: Eenouder, alle kinderen < 18 jr;Sint Eustatius;2021;4.0;32.0
208;Type: Eenouder, alle kinderen < 18 jr;Sint Eustatius;2022;-3.6;60.0
209;Type: Eenouder, alle kinderen < 18 jr;Saba;2012;;
210;Type: Eenouder, alle kinderen < 18 jr;Saba;2013;;
211;Type: Eenouder, alle kinderen < 18 jr;Saba;2014;;
212;Type: Eenouder, alle kinderen < 18 jr;Saba;2015;;
213;Type: Eenouder, alle kinderen < 18 jr;Saba;2016;;
214;Type: Eenouder, alle kinderen < 18 jr;Saba;2017;;
215;Type: Eenouder, alle kinderen < 18 jr;Saba;2018;;
216;Type: Eenouder, alle kinderen < 18 jr;Saba;2019;11.8;12.0
217;Type: Eenouder, alle kinderen < 18 jr;Saba;2020;11.1;21.0
218;Type: Eenouder, alle kinderen < 18 jr;Saba;2021;2.2;38.0
219;Type: Eenouder, alle kinderen < 18 jr;Saba;2022;0.3;49.0
220;Type: Eenouder, minst. één kind >= 18 jr;Caribisch Nederland;2012;2.9;43.0
221;Type: Eenouder, minst. één kind >= 18 jr;Caribisch Nederland;2013;4.2;39.0
222;Type: Eenouder, minst. één kind >= 18 jr;Caribisch Nederland;2014;3.4;40.0
223;Type: Eenouder, minst. één kind >= 18 jr;Caribisch Nederland;2015;4.9;38.0
224;Type: Eenouder, minst. één kind >= 18 jr;Caribisch Nederland;2016;2.9;39.0
225;Type: Eenouder, minst. één kind >= 18 jr;Caribisch Nederland;2017;2.2;39.0
226;Type: Eenouder, minst. één kind >= 18 jr;Caribisch Nederland;2018;2.0;45.0
227;Type: Eenouder, minst. één kind >= 18 jr;Caribisch Nederland;2019;6.6;36.0
228;Type: Eenouder, minst. één kind >= 18 jr;Caribisch Nederland;2020;5.6;36.0
229;Type: Eenouder, minst. één kind >= 18 jr;Caribisch Nederland;2021;1.8;44.0
230;Type: Eenouder, minst. één kind >= 18 jr;Caribisch Nederland;2022;-0.5;51.0
231;Type: Eenouder, minst. één kind >= 18 jr;Bonaire;2012;2.0;46.0
232;Type: Eenouder, minst. één kind >= 18 jr;Bonaire;2013;3.9;41.0
233;Type: Eenouder, minst. één kind >= 18 jr;Bonaire;2014;3.8;39.0
234;Type: Eenouder, minst. één kind >= 18 jr;Bonaire;2015;5.7;38.0
235;Type: Eenouder, minst. één kind >= 18 jr;Bonaire;2016;3.2;39.0
236;Type: Eenouder, minst. één kind >= 18 jr;Bonaire;2017;2.0;39.0
237;Type: Eenouder, minst. één kind >= 18 jr;Bonaire;2018;1.2;47.0
238;Type: Eenouder, minst. één kind >= 18 jr;Bonaire;2019;6.3;36.0
239;Type: Eenouder, minst. één kind >= 18 jr;Bonaire;2020;7.0;34.0
240;Type: Eenouder, minst. één kind >= 18 jr;Bonaire;2021;2.2;43.0
241;Type: Eenouder, minst. één kind >= 18 jr;Bonaire;2022;0.1;50.0
242;Type: Eenouder, minst. één kind >= 18 jr;Sint Eustatius;2012;7.7;35.0
243;Type: Eenouder, minst. één kind >= 18 jr;Sint Eustatius;2013;4.0;31.0
244;Type: Eenouder, minst. één kind >= 18 jr;Sint Eustatius;2014;1.0;45.0
245;Type: Eenouder, minst. één kind >= 18 jr;Sint Eustatius;2015;0.9;46.0
246;Type: Eenouder, minst. één kind >= 18 jr;Sint Eustatius;2016;1.2;38.0
247;Type: Eenouder, minst. één kind >= 18 jr;Sint Eustatius;2017;5.1;38.0
248;Type: Eenouder, minst. één kind >= 18 jr;Sint Eustatius;2018;7.3;35.0
249;Type: Eenouder, minst. één kind >= 18 jr;Sint Eustatius;2019;11.1;34.0
250;Type: Eenouder, minst. één kind >= 18 jr;Sint Eustatius;2020;2.7;47.0
251;Type: Eenouder, minst. één kind >= 18 jr;Sint Eustatius;2021;1.6;41.0
252;Type: Eenouder, minst. één kind >= 18 jr;Sint Eustatius;2022;-0.5;51.0
253;Type: Eenouder, minst. één kind >= 18 jr;Saba;2012;;
254;Type: Eenouder, minst. één kind >= 18 jr;Saba;2013;;
255;Type: Eenouder, minst. één kind >= 18 jr;Saba;2014;;
256;Type: Eenouder, minst. één kind >= 18 jr;Saba;2015;;
257;Type: Eenouder, minst. één kind >= 18 jr;Saba;2016;;
258;Type: Eenouder, minst. één kind >= 18 jr;Saba;2017;;
259;Type: Eenouder, minst. één kind >= 18 jr;Saba;2018;;
260;Type: Eenouder, minst. één kind >= 18 jr;Saba;2019;;
261;Type: Eenouder, minst. één kind >= 18 jr;Saba;2020;;
262;Type: Eenouder, minst. één kind >= 18 jr;Saba;2021;-2.8;56.0
263;Type: Eenouder, minst. één kind >= 18 jr;Saba;2022;-2.8;62.0
264;Type: Paar, totaal;Caribisch Nederland;2012;3.5;42.0
265;Type: Paar, totaal;Caribisch Nederland;2013;2.2;43.0
266;Type: Paar, totaal;Caribisch Nederland;2014;2.3;43.0
267;Type: Paar, totaal;Caribisch Nederland;2015;4.6;35.0
268;Type: Paar, totaal;Caribisch Nederland;2016;2.7;41.0
269;Type: Paar, totaal;Caribisch Nederland;2017;2.3;41.0
270;Type: Paar, totaal;Caribisch Nederland;2018;0.1;49.0
271;Type: Paar, totaal;Caribisch Nederland;2019;4.3;38.0
272;Type: Paar, totaal;Caribisch Nederland;2020;4.7;37.0
273;Type: Paar, totaal;Caribisch Nederland;2021;2.3;42.0
274;Type: Paar, totaal;Caribisch Nederland;2022;-4.7;62.0
275;Type: Paar, totaal;Bonaire;2012;3.1;43.0
276;Type: Paar, totaal;Bonaire;2013;1.9;44.0
277;Type: Paar, totaal;Bonaire;2014;2.6;42.0
278;Type: Paar, totaal;Bonaire;2015;4.5;35.0
279;Type: Paar, totaal;Bonaire;2016;2.5;42.0
280;Type: Paar, totaal;Bonaire;2017;2.2;41.0
281;Type: Paar, totaal;Bonaire;2018;-0.2;51.0
282;Type: Paar, totaal;Bonaire;2019;3.8;39.0
283;Type: Paar, totaal;Bonaire;2020;5.1;36.0
284;Type: Paar, totaal;Bonaire;2021;2.5;42.0
285;Type: Paar, totaal;Bonaire;2022;-5.1;63.0
286;Type: Paar, totaal;Sint Eustatius;2012;4.2;43.0
287;Type: Paar, totaal;Sint Eustatius;2013;2.2;41.0
288;Type: Paar, totaal;Sint Eustatius;2014;1.1;48.0
289;Type: Paar, totaal;Sint Eustatius;2015;6.0;33.0
290;Type: Paar, totaal;Sint Eustatius;2016;1.4;46.0
291;Type: Paar, totaal;Sint Eustatius;2017;4.0;41.0
292;Type: Paar, totaal;Sint Eustatius;2018;3.5;38.0
293;Type: Paar, totaal;Sint Eustatius;2019;7.2;35.0
294;Type: Paar, totaal;Sint Eustatius;2020;1.1;49.0
295;Type: Paar, totaal;Sint Eustatius;2021;1.4;43.0
296;Type: Paar, totaal;Sint Eustatius;2022;-3.1;59.0
297;Type: Paar, totaal;Saba;2012;5.3;35.0
298;Type: Paar, totaal;Saba;2013;4.0;36.0
299;Type: Paar, totaal;Saba;2014;2.6;40.0
300;Type: Paar, totaal;Saba;2015;3.0;34.0
301;Type: Paar, totaal;Saba;2016;5.6;33.0
302;Type: Paar, totaal;Saba;2017;1.5;42.0
303;Type: Paar, totaal;Saba;2018;-0.2;50.0
304;Type: Paar, totaal;Saba;2019;5.3;31.0
305;Type: Paar, totaal;Saba;2020;3.8;36.0
306;Type: Paar, totaal;Saba;2021;2.0;40.0
307;Type: Paar, totaal;Saba;2022;-0.9;53.0
308;Type: Paar, zonder kind;Caribisch Nederland;2012;1.7;46.0
309;Type: Paar, zonder kind;Caribisch Nederland;2013;0.7;45.0
310;Type: Paar, zonder kind;Caribisch Nederland;2014;0.4;47.0
311;Type: Paar, zonder kind;Caribisch Nederland;2015;2.5;38.0
312;Type: Paar, zonder kind;Caribisch Nederland;2016;0.5;48.0
313;Type: Paar, zonder kind;Caribisch Nederland;2017;0.3;45.0
314;Type: Paar, zonder kind;Caribisch Nederland;2018;-2.0;56.0
315;Type: Paar, zonder kind;Caribisch Nederland;2019;1.3;45.0
316;Type: Paar, zonder kind;Caribisch Nederland;2020;4.3;37.0
317;Type: Paar, zonder kind;Caribisch Nederland;2021;0.9;46.0
318;Type: Paar, zonder kind;Caribisch Nederland;2022;-5.6;66.0
319;Type: Paar, zonder kind;Bonaire;2012;2.0;46.0
320;Type: Paar, zonder kind;Bonaire;2013;0.6;45.0
321;Type: Paar, zonder kind;Bonaire;2014;0.4;47.0
322;Type: Paar, zonder kind;Bonaire;2015;2.5;38.0
323;Type: Paar, zonder kind;Bonaire;2016;0.2;49.0
324;Type: Paar, zonder kind;Bonaire;2017;0.1;45.0
325;Type: Paar, zonder kind;Bonaire;2018;-2.2;58.0
326;Type: Paar, zonder kind;Bonaire;2019;1.1;46.0
327;Type: Paar, zonder kind;Bonaire;2020;4.4;38.0
328;Type: Paar, zonder kind;Bonaire;2021;1.2;46.0
329;Type: Paar, zonder kind;Bonaire;2022;-5.8;66.0
330;Type: Paar, zonder kind;Sint Eustatius;2012;0.5;50.0
331;Type: Paar, zonder kind;Sint Eustatius;2013;0.1;48.0
332;Type: Paar, zonder kind;Sint Eustatius;2014;-1.1;54.0
333;Type: Paar, zonder kind;Sint Eustatius;2015;4.2;35.0
334;Type: Paar, zonder kind;Sint Eustatius;2016;0.8;47.0
335;Type: Paar, zonder kind;Sint Eustatius;2017;3.1;43.0
336;Type: Paar, zonder kind;Sint Eustatius;2018;2.9;42.0
337;Type: Paar, zonder kind;Sint Eustatius;2019;2.3;46.0
338;Type: Paar, zonder kind;Sint Eustatius;2020;2.1;43.0
339;Type: Paar, zonder kind;Sint Eustatius;2021;0.9;42.0
340;Type: Paar, zonder kind;Sint Eustatius;2022;-4.5;66.0
341;Type: Paar, zonder kind;Saba;2012;0.6;48.0
342;Type: Paar, zonder kind;Saba;2013;1.5;45.0
343;Type: Paar, zonder kind;Saba;2014;1.1;44.0
344;Type: Paar, zonder kind;Saba;2015;1.6;40.0
345;Type: Paar, zonder kind;Saba;2016;3.1;38.0
346;Type: Paar, zonder kind;Saba;2017;0.6;44.0
347;Type: Paar, zonder kind;Saba;2018;-2.5;55.0
348;Type: Paar, zonder kind;Saba;2019;2.7;36.0
349;Type: Paar, zonder kind;Saba;2020;5.2;27.0
350;Type: Paar, zonder kind;Saba;2021;-1.7;61.0
351;Type: Paar, zonder kind;Saba;2022;-4.1;63.0
352;Type: Paar, met kind(eren);Caribisch Nederland;2012;5.1;41.0
353;Type: Paar, met kind(eren);Caribisch Nederland;2013;3.1;42.0
354;Type: Paar, met kind(eren);Caribisch Nederland;2014;3.7;41.0
355;Type: Paar, met kind(eren);Caribisch Nederland;2015;6.0;34.0
356;Type: Paar, met kind(eren);Caribisch Nederland;2016;4.0;38.0
357;Type: Paar, met kind(eren);Caribisch Nederland;2017;3.5;40.0
358;Type: Paar, met kind(eren);Caribisch Nederland;2018;1.2;46.0
359;Type: Paar, met kind(eren);Caribisch Nederland;2019;6.0;34.0
360;Type: Paar, met kind(eren);Caribisch Nederland;2020;4.9;37.0
361;Type: Paar, met kind(eren);Caribisch Nederland;2021;3.2;40.0
362;Type: Paar, met kind(eren);Caribisch Nederland;2022;-4.1;60.0
363;Type: Paar, met kind(eren);Bonaire;2012;4.7;42.0
364;Type: Paar, met kind(eren);Bonaire;2013;2.8;43.0
365;Type: Paar, met kind(eren);Bonaire;2014;4.3;40.0
366;Type: Paar, met kind(eren);Bonaire;2015;5.9;34.0
367;Type: Paar, met kind(eren);Bonaire;2016;4.1;38.0
368;Type: Paar, met kind(eren);Bonaire;2017;3.7;39.0
369;Type: Paar, met kind(eren);Bonaire;2018;0.8;48.0
370;Type: Paar, met kind(eren);Bonaire;2019;5.6;35.0
371;Type: Paar, met kind(eren);Bonaire;2020;5.4;35.0
372;Type: Paar, met kind(eren);Bonaire;2021;3.3;41.0
373;Type: Paar, met kind(eren);Bonaire;2022;-4.6;61.0
374;Type: Paar, met kind(eren);Sint Eustatius;2012;5.6;41.0
375;Type: Paar, met kind(eren);Sint Eustatius;2013;4.0;39.0
376;Type: Paar, met kind(eren);Sint Eustatius;2014;1.6;46.0
377;Type: Paar, met kind(eren);Sint Eustatius;2015;8.7;32.0
378;Type: Paar, met kind(eren);Sint Eustatius;2016;1.8;46.0
379;Type: Paar, met kind(eren);Sint Eustatius;2017;4.1;41.0
380;Type: Paar, met kind(eren);Sint Eustatius;2018;4.8;37.0
381;Type: Paar, met kind(eren);Sint Eustatius;2019;9.1;30.0
382;Type: Paar, met kind(eren);Sint Eustatius;2020;-0.9;51.0
383;Type: Paar, met kind(eren);Sint Eustatius;2021;1.8;43.0
384;Type: Paar, met kind(eren);Sint Eustatius;2022;-3.0;56.0
385;Type: Paar, met kind(eren);Saba;2012;7.8;30.0
386;Type: Paar, met kind(eren);Saba;2013;5.1;32.0
387;Type: Paar, met kind(eren);Saba;2014;3.3;38.0
388;Type: Paar, met kind(eren);Saba;2015;5.2;31.0
389;Type: Paar, met kind(eren);Saba;2016;7.8;30.0
390;Type: Paar, met kind(eren);Saba;2017;1.7;41.0
391;Type: Paar, met kind(eren);Saba;2018;0.5;47.0
392;Type: Paar, met kind(eren);Saba;2019;7.3;29.0
393;Type: Paar, met kind(eren);Saba;2020;3.5;40.0
394;Type: Paar, met kind(eren);Saba;2021;4.0;32.0
