ID;BedrijfstakkenBranchesSBI2008;Marges;Perioden;TevredenMetArbeidsomstandigheden_1;TevredenMetWerk_2;LeeftijdWillenDoorwerken_3;LeeftijdInStaatDoorwerken_4;VoldoenAanFysiekeEisenWerk_5;VoldoenAanPsychischeEisenWerk_6;MakkelijkNieuweFunctieEigenWerkgever_7;MakkelijkNieuweBaanAndereWerkgever_8
221;10-12 Voedings-, genotmiddelenindustrie;Bovengrens 95%-interval;2015;77.3;79.2;63.7;63.0;89.0;93.2;48.1;53.6
222;10-12 Voedings-, genotmiddelenindustrie;Bovengrens 95%-interval;2016;73.3;77.1;63.2;62.6;89.2;90.6;54.4;64.0
223;10-12 Voedings-, genotmiddelenindustrie;Bovengrens 95%-interval;2017;74.8;77.2;63.0;62.5;88.5;92.0;52.3;63.7
224;10-12 Voedings-, genotmiddelenindustrie;Bovengrens 95%-interval;2018;69.7;74.3;63.2;63.0;89.1;92.2;51.7;70.0
225;10-12 Voedings-, genotmiddelenindustrie;Bovengrens 95%-interval;2019;77.0;79.7;63.0;63.6;86.0;90.5;52.0;70.1
226;10-12 Voedings-, genotmiddelenindustrie;Bovengrens 95%-interval;2020;75.9;79.1;64.0;63.7;90.6;92.8;57.0;70.6
227;10-12 Voedings-, genotmiddelenindustrie;Bovengrens 95%-interval;2021;76.6;78.6;63.1;63.4;89.2;90.1;54.3;76.0
228;10-12 Voedings-, genotmiddelenindustrie;Bovengrens 95%-interval;2022;76.5;77.0;63.1;62.9;90.5;90.4;57.2;80.5
229;10-12 Voedings-, genotmiddelenindustrie;Bovengrens 95%-interval;2023;76.5;77.7;64.1;64.0;91.0;92.4;58.4;82.2
230;10-12 Voedings-, genotmiddelenindustrie;Bovengrens 95%-interval;2024;76.7;77.3;63.7;63.2;88.9;90.6;58.8;82.1
231;13-15 Textiel-, kleding-, lederindustrie;Waarde;2014;70.3;71.5;62.1;62.1;86.2;91.1;45.9;47.1
232;13-15 Textiel-, kleding-, lederindustrie;Waarde;2015;72.9;74.8;63.5;62.6;87.0;85.7;46.8;50.9
233;13-15 Textiel-, kleding-, lederindustrie;Waarde;2016;70.2;72.3;63.6;61.4;89.8;91.0;46.4;46.2
234;13-15 Textiel-, kleding-, lederindustrie;Waarde;2017;71.3;72.6;64.6;63.0;83.8;85.4;46.7;54.1
235;13-15 Textiel-, kleding-, lederindustrie;Waarde;2018;64.0;67.7;63.3;63.2;83.4;86.4;51.5;63.9
236;13-15 Textiel-, kleding-, lederindustrie;Waarde;2019;70.5;71.4;64.7;63.5;86.7;88.4;53.0;60.3
237;13-15 Textiel-, kleding-, lederindustrie;Waarde;2020;73.3;75.8;63.4;62.8;89.9;91.2;58.6;61.1
238;13-15 Textiel-, kleding-, lederindustrie;Waarde;2021;71.1;72.6;61.6;64.0;79.8;82.3;53.3;66.6
239;13-15 Textiel-, kleding-, lederindustrie;Waarde;2022;72.0;72.9;64.5;63.2;87.8;91.2;47.9;71.0
240;13-15 Textiel-, kleding-, lederindustrie;Waarde;2023;71.1;76.4;64.9;63.6;89.7;92.7;47.7;70.0
241;13-15 Textiel-, kleding-, lederindustrie;Waarde;2024;72.8;74.8;63.0;62.6;84.4;88.0;45.2;70.1
242;13-15 Textiel-, kleding-, lederindustrie;Ondergrens 95%-interval;2014;62.9;64.2;60.5;60.1;80.0;86.3;38.7;40.0
243;13-15 Textiel-, kleding-, lederindustrie;Ondergrens 95%-interval;2015;66.0;67.8;62.6;60.9;81.1;78.8;39.3;43.4
244;13-15 Textiel-, kleding-, lederindustrie;Ondergrens 95%-interval;2016;62.9;65.1;62.3;59.4;84.0;85.3;39.1;38.9
245;13-15 Textiel-, kleding-, lederindustrie;Ondergrens 95%-interval;2017;64.1;65.4;63.0;60.7;76.6;78.4;39.1;46.3
246;13-15 Textiel-, kleding-, lederindustrie;Ondergrens 95%-interval;2018;57.7;61.4;62.3;61.8;77.9;81.4;45.1;57.7
247;13-15 Textiel-, kleding-, lederindustrie;Ondergrens 95%-interval;2019;63.3;64.0;62.9;61.3;80.5;82.2;45.8;53.0
248;13-15 Textiel-, kleding-, lederindustrie;Ondergrens 95%-interval;2020;66.5;69.2;61.3;59.9;84.0;85.6;51.4;54.0
249;13-15 Textiel-, kleding-, lederindustrie;Ondergrens 95%-interval;2021;63.4;64.8;57.7;62.3;71.0;73.5;45.2;58.4
250;13-15 Textiel-, kleding-, lederindustrie;Ondergrens 95%-interval;2022;65.5;66.2;63.8;62.0;83.1;86.8;41.3;64.8
251;13-15 Textiel-, kleding-, lederindustrie;Ondergrens 95%-interval;2023;64.7;70.3;64.2;62.3;84.9;88.4;41.2;63.6
252;13-15 Textiel-, kleding-, lederindustrie;Ondergrens 95%-interval;2024;66.0;67.9;61.2;60.4;78.4;83.0;38.4;63.2
253;13-15 Textiel-, kleding-, lederindustrie;Bovengrens 95%-interval;2014;76.8;77.8;63.7;64.1;90.8;94.4;53.2;54.4
254;13-15 Textiel-, kleding-, lederindustrie;Bovengrens 95%-interval;2015;78.8;80.6;64.4;64.2;91.2;90.5;54.5;58.4
255;13-15 Textiel-, kleding-, lederindustrie;Bovengrens 95%-interval;2016;76.6;78.6;64.8;63.4;93.6;94.7;53.9;53.6
256;13-15 Textiel-, kleding-, lederindustrie;Bovengrens 95%-interval;2017;77.5;78.8;66.2;65.4;89.0;90.4;54.4;61.6
257;13-15 Textiel-, kleding-, lederindustrie;Bovengrens 95%-interval;2018;69.9;73.4;64.3;64.5;87.7;90.3;57.7;69.7
258;13-15 Textiel-, kleding-, lederindustrie;Bovengrens 95%-interval;2019;76.8;77.8;66.5;65.7;91.1;92.6;60.0;67.2
259;13-15 Textiel-, kleding-, lederindustrie;Bovengrens 95%-interval;2020;79.2;81.4;65.5;65.7;93.8;94.8;65.3;67.7
260;13-15 Textiel-, kleding-, lederindustrie;Bovengrens 95%-interval;2021;77.7;79.3;65.5;65.8;86.5;88.6;61.3;73.8
261;13-15 Textiel-, kleding-, lederindustrie;Bovengrens 95%-interval;2022;77.7;78.6;65.3;64.4;91.3;94.2;54.6;76.5
262;13-15 Textiel-, kleding-, lederindustrie;Bovengrens 95%-interval;2023;76.7;81.6;65.6;64.9;93.1;95.4;54.3;75.6
263;13-15 Textiel-, kleding-, lederindustrie;Bovengrens 95%-interval;2024;78.7;80.6;64.8;64.7;88.9;91.7;52.1;76.2
264;16-18 Hout-, papier-, grafische industr.;Waarde;2014;67.1;69.5;63.4;63.0;88.9;92.8;40.6;43.4
265;16-18 Hout-, papier-, grafische industr.;Waarde;2015;68.9;73.0;63.5;64.2;86.6;89.9;46.3;47.3
266;16-18 Hout-, papier-, grafische industr.;Waarde;2016;65.0;70.6;63.5;62.9;86.2;90.6;42.3;45.5
267;16-18 Hout-, papier-, grafische industr.;Waarde;2017;68.3;70.1;64.0;62.8;85.0;87.4;39.6;54.1
268;16-18 Hout-, papier-, grafische industr.;Waarde;2018;68.0;71.1;63.3;63.2;89.2;88.5;41.7;62.0
269;16-18 Hout-, papier-, grafische industr.;Waarde;2019;69.3;74.4;63.9;63.2;84.6;90.4;41.4;58.6
270;16-18 Hout-, papier-, grafische industr.;Waarde;2020;70.4;73.6;63.5;64.2;88.9;92.9;47.1;64.9
271;16-18 Hout-, papier-, grafische industr.;Waarde;2021;71.5;74.4;63.4;63.6;87.9;91.9;51.3;69.8
272;16-18 Hout-, papier-, grafische industr.;Waarde;2022;71.0;73.9;64.5;64.5;87.6;90.8;52.0;67.0
273;16-18 Hout-, papier-, grafische industr.;Waarde;2023;70.6;73.6;63.6;63.2;82.2;87.6;46.6;72.4
274;16-18 Hout-, papier-, grafische industr.;Waarde;2024;76.2;75.3;64.4;64.9;86.9;88.3;49.2;71.0
275;16-18 Hout-, papier-, grafische industr.;Ondergrens 95%-interval;2014;62.2;64.6;62.6;62.0;85.4;89.9;35.7;38.4
276;16-18 Hout-, papier-, grafische industr.;Ondergrens 95%-interval;2015;63.0;67.2;62.7;63.1;81.9;85.7;40.4;41.3
277;16-18 Hout-, papier-, grafische industr.;Ondergrens 95%-interval;2016;60.7;66.4;63.0;62.3;82.9;87.7;37.9;41.1
278;16-18 Hout-, papier-, grafische industr.;Ondergrens 95%-interval;2017;62.5;64.4;63.5;61.8;80.4;83.0;33.9;48.2
279;16-18 Hout-, papier-, grafische industr.;Ondergrens 95%-interval;2018;62.8;65.9;62.6;62.1;85.6;84.6;36.5;56.8
280;16-18 Hout-, papier-, grafische industr.;Ondergrens 95%-interval;2019;63.6;68.9;63.2;62.2;80.1;86.4;35.7;52.8
281;16-18 Hout-, papier-, grafische industr.;Ondergrens 95%-interval;2020;64.8;68.1;62.5;62.9;84.5;89.2;41.3;59.3
282;16-18 Hout-, papier-, grafische industr.;Ondergrens 95%-interval;2021;65.6;68.5;62.5;62.8;83.4;87.8;45.1;63.9
283;16-18 Hout-, papier-, grafische industr.;Ondergrens 95%-interval;2022;65.6;68.7;63.9;63.4;83.4;87.1;46.4;61.5
284;16-18 Hout-, papier-, grafische industr.;Ondergrens 95%-interval;2023;65.1;68.2;62.3;61.5;77.3;83.3;41.0;67.2
285;16-18 Hout-, papier-, grafische industr.;Ondergrens 95%-interval;2024;70.8;69.9;63.7;63.6;82.3;83.7;43.4;65.5
286;16-18 Hout-, papier-, grafische industr.;Bovengrens 95%-interval;2014;71.6;73.9;64.1;64.1;91.6;94.9;45.7;48.6
287;16-18 Hout-, papier-, grafische industr.;Bovengrens 95%-interval;2015;74.2;78.1;64.3;65.3;90.1;93.0;52.4;53.3
288;16-18 Hout-, papier-, grafische industr.;Bovengrens 95%-interval;2016;69.1;74.5;63.9;63.6;89.0;92.8;46.8;49.9
289;16-18 Hout-, papier-, grafische industr.;Bovengrens 95%-interval;2017;73.5;75.3;64.6;63.9;88.7;90.9;45.5;59.9
290;16-18 Hout-, papier-, grafische industr.;Bovengrens 95%-interval;2018;72.7;75.8;64.1;64.3;91.9;91.5;47.1;67.0
291;16-18 Hout-, papier-, grafische industr.;Bovengrens 95%-interval;2019;74.5;79.2;64.5;64.2;88.3;93.3;47.3;64.2
292;16-18 Hout-, papier-, grafische industr.;Bovengrens 95%-interval;2020;75.4;78.5;64.5;65.5;92.2;95.4;52.9;70.2
293;16-18 Hout-, papier-, grafische industr.;Bovengrens 95%-interval;2021;76.8;79.5;64.3;64.5;91.3;94.6;57.5;75.1
294;16-18 Hout-, papier-, grafische industr.;Bovengrens 95%-interval;2022;75.9;78.6;65.1;65.5;90.8;93.5;57.6;72.1
295;16-18 Hout-, papier-, grafische industr.;Bovengrens 95%-interval;2023;75.6;78.3;64.9;64.9;86.2;90.9;52.3;77.1
296;16-18 Hout-, papier-, grafische industr.;Bovengrens 95%-interval;2024;80.9;80.1;65.1;66.1;90.4;91.8;55.0;75.9
297;19 Aardolie-industrie;Waarde;2014;80.6;83.6;62.4;62.9;94.2;94.7;62.5;65.9
298;19 Aardolie-industrie;Waarde;2015;80.7;78.9;61.8;63.2;94.4;94.1;56.4;67.0
299;19 Aardolie-industrie;Waarde;2016;78.9;78.4;62.6;64.1;95.3;93.3;65.3;66.8
300;19 Aardolie-industrie;Waarde;2017;80.3;81.5;63.0;63.5;91.4;92.8;57.6;78.6
301;19 Aardolie-industrie;Waarde;2018;75.9;75.8;61.1;62.9;93.7;90.6;68.3;81.3
302;19 Aardolie-industrie;Waarde;2019;79.2;83.9;62.4;63.5;92.5;94.8;67.3;71.6
303;19 Aardolie-industrie;Waarde;2020;77.7;82.3;62.7;64.8;90.8;93.5;60.9;73.8
304;19 Aardolie-industrie;Waarde;2021;78.4;82.0;63.2;64.2;96.1;92.3;67.5;80.7
305;19 Aardolie-industrie;Waarde;2022;73.1;77.4;58.9;60.6;92.2;83.7;51.4;79.5
306;19 Aardolie-industrie;Waarde;2023;80.8;85.1;62.6;64.4;93.3;92.9;57.8;87.0
307;19 Aardolie-industrie;Waarde;2024;74.2;77.6;60.5;62.8;90.9;90.0;60.3;86.9
308;19 Aardolie-industrie;Ondergrens 95%-interval;2014;72.8;77.5;61.6;62.2;91.0;91.4;54.0;57.6
309;19 Aardolie-industrie;Ondergrens 95%-interval;2015;72.0;69.5;61.0;62.3;90.8;88.3;47.5;58.1
310;19 Aardolie-industrie;Ondergrens 95%-interval;2016;70.5;69.2;62.0;63.2;91.5;89.2;56.0;57.9
311;19 Aardolie-industrie;Ondergrens 95%-interval;2017;71.5;71.7;62.2;62.4;85.7;87.2;47.3;71.7
312;19 Aardolie-industrie;Ondergrens 95%-interval;2018;66.0;65.0;59.0;61.5;86.6;82.0;60.0;73.9
313;19 Aardolie-industrie;Ondergrens 95%-interval;2019;71.4;77.8;61.0;61.6;87.3;91.2;59.1;62.7
314;19 Aardolie-industrie;Ondergrens 95%-interval;2020;68.3;73.4;61.7;63.5;84.0;87.9;51.7;65.0
315;19 Aardolie-industrie;Ondergrens 95%-interval;2021;68.9;74.2;62.0;62.4;92.5;86.0;56.8;70.5
316;19 Aardolie-industrie;Ondergrens 95%-interval;2022;62.6;66.5;55.4;57.3;88.2;71.7;42.0;66.6
317;19 Aardolie-industrie;Ondergrens 95%-interval;2023;75.1;79.9;62.0;63.5;89.4;88.8;50.0;82.1
318;19 Aardolie-industrie;Ondergrens 95%-interval;2024;65.5;70.0;57.7;61.7;84.2;83.5;52.1;80.4
319;19 Aardolie-industrie;Bovengrens 95%-interval;2014;86.5;88.4;63.1;63.7;96.3;96.8;70.3;73.3
320;19 Aardolie-industrie;Bovengrens 95%-interval;2015;87.2;86.0;62.6;64.1;96.6;97.1;64.9;74.9
321;19 Aardolie-industrie;Bovengrens 95%-interval;2016;85.3;85.5;63.2;65.0;97.5;96.0;73.5;74.6
322;19 Aardolie-industrie;Bovengrens 95%-interval;2017;86.9;88.5;63.8;64.5;95.0;96.1;67.2;84.2
323;19 Aardolie-industrie;Bovengrens 95%-interval;2018;83.6;84.0;63.3;64.3;97.2;95.3;75.7;87.0
324;19 Aardolie-industrie;Bovengrens 95%-interval;2019;85.3;88.5;63.9;65.5;95.6;97.0;74.6;79.0
325;19 Aardolie-industrie;Bovengrens 95%-interval;2020;85.0;88.6;63.8;66.1;94.9;96.6;69.5;81.0
326;19 Aardolie-industrie;Bovengrens 95%-interval;2021;85.6;87.8;64.4;66.0;98.0;95.9;76.7;88.0
327;19 Aardolie-industrie;Bovengrens 95%-interval;2022;81.5;85.4;62.4;63.8;95.0;91.2;60.7;88.2
328;19 Aardolie-industrie;Bovengrens 95%-interval;2023;85.5;89.1;63.3;65.3;95.9;95.6;65.2;90.7
329;19 Aardolie-industrie;Bovengrens 95%-interval;2024;81.4;83.7;63.4;63.9;95.0;94.2;67.9;91.5
330;20 Chemische industrie;Waarde;2014;79.6;82.8;62.9;63.8;89.4;92.8;55.9;60.2
331;20 Chemische industrie;Waarde;2015;79.4;79.4;64.2;64.5;87.8;93.3;50.9;55.0
332;20 Chemische industrie;Waarde;2016;72.0;75.3;64.0;63.6;90.3;90.1;45.5;56.5
333;20 Chemische industrie;Waarde;2017;71.5;76.8;63.1;62.6;88.5;89.6;47.0;60.9
334;20 Chemische industrie;Waarde;2018;74.5;77.2;63.3;63.5;92.0;94.0;52.2;70.4
335;20 Chemische industrie;Waarde;2019;72.0;73.1;63.1;62.9;86.4;85.2;44.2;64.6
336;20 Chemische industrie;Waarde;2020;75.2;80.8;62.6;64.9;92.4;94.4;52.8;70.4
337;20 Chemische industrie;Waarde;2021;75.9;75.1;62.7;64.2;91.5;90.8;53.7;73.9
338;20 Chemische industrie;Waarde;2022;72.5;73.9;63.6;64.3;95.5;90.6;56.6;75.6
339;20 Chemische industrie;Waarde;2023;71.5;75.5;64.0;64.1;91.3;90.7;55.4;76.6
340;20 Chemische industrie;Waarde;2024;72.1;76.9;63.5;63.7;92.7;87.8;59.7;79.0
341;20 Chemische industrie;Ondergrens 95%-interval;2014;74.4;77.6;62.1;62.7;84.8;88.3;49.8;54.3
342;20 Chemische industrie;Ondergrens 95%-interval;2015;73.7;73.7;63.7;63.6;82.8;89.4;44.5;48.6
343;20 Chemische industrie;Ondergrens 95%-interval;2016;66.4;69.9;63.1;62.8;86.3;86.1;39.8;50.8
344;20 Chemische industrie;Ondergrens 95%-interval;2017;65.4;71.0;62.3;61.6;84.0;85.1;40.9;54.8
345;20 Chemische industrie;Ondergrens 95%-interval;2018;69.4;72.1;62.5;62.6;88.5;90.8;46.6;65.2
346;20 Chemische industrie;Ondergrens 95%-interval;2019;66.5;67.7;62.4;61.9;82.1;80.7;38.7;59.2
347;20 Chemische industrie;Ondergrens 95%-interval;2020;69.7;75.7;61.5;64.0;88.7;90.9;47.0;65.0
348;20 Chemische industrie;Ondergrens 95%-interval;2021;70.1;69.1;61.7;63.2;87.3;86.5;47.3;68.3
349;20 Chemische industrie;Ondergrens 95%-interval;2022;66.7;68.2;62.9;63.1;92.8;86.8;50.7;70.3
350;20 Chemische industrie;Ondergrens 95%-interval;2023;65.9;70.1;63.3;63.0;87.1;86.6;49.7;71.4
351;20 Chemische industrie;Ondergrens 95%-interval;2024;66.5;71.5;62.8;62.8;89.0;83.4;54.0;74.0
352;20 Chemische industrie;Bovengrens 95%-interval;2014;84.0;87.0;63.7;64.9;92.8;95.6;61.9;65.9
353;20 Chemische industrie;Bovengrens 95%-interval;2015;84.1;84.2;64.7;65.5;91.5;95.8;57.3;61.3
354;20 Chemische industrie;Bovengrens 95%-interval;2016;77.0;80.0;64.9;64.4;93.2;93.0;51.2;62.1
355;20 Chemische industrie;Bovengrens 95%-interval;2017;76.9;81.7;63.9;63.5;91.8;92.8;53.2;66.7
356;20 Chemische industrie;Bovengrens 95%-interval;2018;79.1;81.6;64.1;64.4;94.5;96.2;57.8;75.1
357;20 Chemische industrie;Bovengrens 95%-interval;2019;76.8;77.8;63.8;63.8;89.8;88.8;49.8;69.8
358;20 Chemische industrie;Bovengrens 95%-interval;2020;80.0;85.1;63.7;65.7;95.0;96.5;58.6;75.4
359;20 Chemische industrie;Bovengrens 95%-interval;2021;80.9;80.2;63.8;65.2;94.3;93.8;59.9;78.9
360;20 Chemische industrie;Bovengrens 95%-interval;2022;77.6;78.9;64.3;65.4;97.2;93.3;62.3;80.2
361;20 Chemische industrie;Bovengrens 95%-interval;2023;76.4;80.1;64.6;65.1;94.2;93.6;60.9;81.1
362;20 Chemische industrie;Bovengrens 95%-interval;2024;77.0;81.5;64.2;64.6;95.2;91.2;65.1;83.3
363;21 Farmaceutische industrie;Waarde;2014;76.4;75.6;63.4;63.6;93.1;90.5;48.5;56.6
364;21 Farmaceutische industrie;Waarde;2015;72.2;73.2;63.3;63.3;91.8;94.1;51.2;61.4
365;21 Farmaceutische industrie;Waarde;2016;71.3;74.2;63.0;63.5;86.9;90.4;50.2;64.5
366;21 Farmaceutische industrie;Waarde;2017;72.7;75.7;63.4;63.0;92.3;88.5;54.5;66.2
367;21 Farmaceutische industrie;Waarde;2018;78.5;79.2;63.0;63.9;91.7;91.1;55.3;76.2
368;21 Farmaceutische industrie;Waarde;2019;82.2;74.4;62.7;63.9;89.5;91.7;54.2;69.1
369;21 Farmaceutische industrie;Waarde;2020;78.4;78.6;62.5;64.1;93.0;92.9;57.3;69.3
370;21 Farmaceutische industrie;Waarde;2021;79.1;79.0;63.1;64.9;91.2;89.4;58.4;80.5
371;21 Farmaceutische industrie;Waarde;2022;77.2;75.7;63.3;62.6;91.1;89.6;54.4;81.4
372;21 Farmaceutische industrie;Waarde;2023;79.2;78.6;62.5;63.6;92.4;87.6;64.5;82.9
373;21 Farmaceutische industrie;Waarde;2024;80.9;81.6;63.4;65.0;97.2;88.2;59.8;81.9
374;21 Farmaceutische industrie;Ondergrens 95%-interval;2014;70.8;69.4;62.5;62.6;89.7;87.3;42.1;50.3
375;21 Farmaceutische industrie;Ondergrens 95%-interval;2015;64.1;65.3;61.5;61.1;86.0;90.3;43.5;53.7
376;21 Farmaceutische industrie;Ondergrens 95%-interval;2016;63.8;66.7;62.1;62.1;80.1;84.8;42.9;57.2
377;21 Farmaceutische industrie;Ondergrens 95%-interval;2017;64.9;68.0;62.0;61.0;87.6;83.2;46.6;58.5
378;21 Farmaceutische industrie;Ondergrens 95%-interval;2018;72.0;73.0;62.2;63.1;87.3;86.2;48.4;70.1
379;21 Farmaceutische industrie;Ondergrens 95%-interval;2019;75.0;66.8;61.8;62.7;82.7;84.9;46.7;61.6
380;21 Farmaceutische industrie;Ondergrens 95%-interval;2020;72.4;72.4;61.1;62.6;88.1;88.8;50.7;62.7
381;21 Farmaceutische industrie;Ondergrens 95%-interval;2021;72.2;72.0;62.1;62.7;86.2;84.2;51.0;74.4
382;21 Farmaceutische industrie;Ondergrens 95%-interval;2022;70.6;68.8;62.4;60.2;85.7;84.5;47.3;74.9
383;21 Farmaceutische industrie;Ondergrens 95%-interval;2023;73.4;72.6;60.9;61.5;87.1;82.4;58.0;77.5
384;21 Farmaceutische industrie;Ondergrens 95%-interval;2024;75.1;75.9;62.1;63.7;93.3;83.0;52.9;76.0
385;21 Farmaceutische industrie;Bovengrens 95%-interval;2014;81.3;80.8;64.3;64.5;95.4;93.0;54.9;62.7
386;21 Farmaceutische industrie;Bovengrens 95%-interval;2015;79.1;79.9;65.0;65.5;95.3;96.4;58.9;68.5
387;21 Farmaceutische industrie;Bovengrens 95%-interval;2016;77.8;80.5;63.9;64.9;91.7;94.0;57.5;71.1
388;21 Farmaceutische industrie;Bovengrens 95%-interval;2017;79.4;82.1;64.7;64.9;95.3;92.3;62.1;73.0
389;21 Farmaceutische industrie;Bovengrens 95%-interval;2018;83.8;84.3;63.8;64.8;94.7;94.4;62.1;81.4
390;21 Farmaceutische industrie;Bovengrens 95%-interval;2019;87.7;80.8;63.7;65.1;93.8;95.6;61.6;75.7
391;21 Farmaceutische industrie;Bovengrens 95%-interval;2020;83.5;83.7;64.0;65.6;95.9;95.6;63.7;75.2
392;21 Farmaceutische industrie;Bovengrens 95%-interval;2021;84.6;84.6;64.1;67.1;94.5;93.1;65.4;85.5
393;21 Farmaceutische industrie;Bovengrens 95%-interval;2022;82.6;81.4;64.2;65.0;94.6;93.1;61.2;86.5
394;21 Farmaceutische industrie;Bovengrens 95%-interval;2023;84.1;83.5;64.0;65.8;95.6;91.5;70.4;87.2
395;21 Farmaceutische industrie;Bovengrens 95%-interval;2024;85.6;86.3;64.6;66.3;98.8;92.0;66.4;86.7
396;22-23 Kunststof- en bouwmateriaalindustr;Waarde;2014;71.1;74.2;63.4;62.8;89.7;92.1;48.2;51.8
397;22-23 Kunststof- en bouwmateriaalindustr;Waarde;2015;68.3;71.2;63.5;62.5;86.0;89.8;47.9;51.1
398;22-23 Kunststof- en bouwmateriaalindustr;Waarde;2016;66.7;70.9;63.9;63.2;85.9;93.1;44.2;48.3
399;22-23 Kunststof- en bouwmateriaalindustr;Waarde;2017;63.1;67.5;63.3;62.2;87.0;89.2;44.1;56.9
400;22-23 Kunststof- en bouwmateriaalindustr;Waarde;2018;67.4;69.3;63.3;63.2;80.2;85.6;43.5;61.7
401;22-23 Kunststof- en bouwmateriaalindustr;Waarde;2019;63.8;69.4;63.8;62.8;82.8;87.9;40.3;61.9
402;22-23 Kunststof- en bouwmateriaalindustr;Waarde;2020;67.8;72.5;64.3;63.8;85.2;89.8;43.2;58.0
403;22-23 Kunststof- en bouwmateriaalindustr;Waarde;2021;72.1;76.0;63.4;64.2;89.7;90.9;44.6;63.7
404;22-23 Kunststof- en bouwmateriaalindustr;Waarde;2022;67.5;68.9;63.6;63.9;86.4;88.6;49.0;80.3
405;22-23 Kunststof- en bouwmateriaalindustr;Waarde;2023;71.2;72.8;64.4;64.9;86.1;90.0;48.4;75.3
406;22-23 Kunststof- en bouwmateriaalindustr;Waarde;2024;74.7;77.4;64.8;64.2;86.7;89.9;51.2;75.0
407;22-23 Kunststof- en bouwmateriaalindustr;Ondergrens 95%-interval;2014;66.7;69.9;62.7;61.9;86.6;89.4;43.6;47.1
408;22-23 Kunststof- en bouwmateriaalindustr;Ondergrens 95%-interval;2015;62.2;65.4;62.6;61.5;80.8;85.0;41.7;44.9
409;22-23 Kunststof- en bouwmateriaalindustr;Ondergrens 95%-interval;2016;61.0;65.3;63.3;62.3;81.4;89.5;38.5;42.5
410;22-23 Kunststof- en bouwmateriaalindustr;Ondergrens 95%-interval;2017;57.4;61.9;62.6;61.0;82.7;85.3;38.4;51.1
411;22-23 Kunststof- en bouwmateriaalindustr;Ondergrens 95%-interval;2018;62.9;64.8;62.6;62.2;76.3;82.0;39.0;57.2
412;22-23 Kunststof- en bouwmateriaalindustr;Ondergrens 95%-interval;2019;58.5;64.3;63.0;61.8;78.4;83.9;35.3;56.8
413;22-23 Kunststof- en bouwmateriaalindustr;Ondergrens 95%-interval;2020;62.5;67.4;63.5;62.4;80.9;85.8;37.9;52.6
414;22-23 Kunststof- en bouwmateriaalindustr;Ondergrens 95%-interval;2021;66.5;70.7;62.6;63.3;85.8;87.1;38.8;58.0
415;22-23 Kunststof- en bouwmateriaalindustr;Ondergrens 95%-interval;2022;62.1;63.5;62.8;63.0;82.1;84.5;43.6;75.8
416;22-23 Kunststof- en bouwmateriaalindustr;Ondergrens 95%-interval;2023;66.3;67.9;63.4;63.9;82.0;86.4;43.3;70.8
417;22-23 Kunststof- en bouwmateriaalindustr;Ondergrens 95%-interval;2024;70.0;72.8;64.2;63.2;82.6;86.2;46.1;70.2
418;22-23 Kunststof- en bouwmateriaalindustr;Bovengrens 95%-interval;2014;75.1;78.0;64.1;63.8;92.1;94.1;52.9;56.4
419;22-23 Kunststof- en bouwmateriaalindustr;Bovengrens 95%-interval;2015;73.8;76.5;64.4;63.5;90.1;93.2;54.1;57.4
420;22-23 Kunststof- en bouwmateriaalindustr;Bovengrens 95%-interval;2016;72.0;76.0;64.5;64.1;89.5;95.5;50.1;54.2
421;22-23 Kunststof- en bouwmateriaalindustr;Bovengrens 95%-interval;2017;68.5;72.7;64.0;63.3;90.3;92.2;49.9;62.5
422;22-23 Kunststof- en bouwmateriaalindustr;Bovengrens 95%-interval;2018;71.6;73.4;64.1;64.2;83.6;88.6;48.2;66.1
423;22-23 Kunststof- en bouwmateriaalindustr;Bovengrens 95%-interval;2019;68.7;74.1;64.7;63.8;86.5;91.0;45.6;66.8
424;22-23 Kunststof- en bouwmateriaalindustr;Bovengrens 95%-interval;2020;72.7;77.1;65.1;65.1;88.7;92.7;48.6;63.3
425;22-23 Kunststof- en bouwmateriaalindustr;Bovengrens 95%-interval;2021;77.1;80.7;64.2;65.1;92.6;93.7;50.5;69.0
426;22-23 Kunststof- en bouwmateriaalindustr;Bovengrens 95%-interval;2022;72.4;73.8;64.3;64.8;89.9;91.6;54.4;84.1
427;22-23 Kunststof- en bouwmateriaalindustr;Bovengrens 95%-interval;2023;75.6;77.2;65.3;65.8;89.4;92.8;53.4;79.3
428;22-23 Kunststof- en bouwmateriaalindustr;Bovengrens 95%-interval;2024;78.9;81.4;65.5;65.3;90.0;92.7;56.3;79.1
429;24-25 Basismetaal, metaalprod.-industrie;Waarde;2014;68.3;72.6;63.4;63.1;88.9;91.0;45.9;51.3
430;24-25 Basismetaal, metaalprod.-industrie;Waarde;2015;68.6;71.8;63.4;62.9;85.4;88.9;48.3;55.8
431;24-25 Basismetaal, metaalprod.-industrie;Waarde;2016;74.1;77.2;63.0;63.2;87.9;93.3;48.1;58.2
432;24-25 Basismetaal, metaalprod.-industrie;Waarde;2017;71.3;74.2;63.2;62.7;85.8;89.3;49.3;64.4
433;24-25 Basismetaal, metaalprod.-industrie;Waarde;2018;69.9;74.5;63.2;62.1;86.8;89.7;48.0;67.5
434;24-25 Basismetaal, metaalprod.-industrie;Waarde;2019;71.9;74.7;63.7;63.7;84.7;89.4;48.3;67.7
