ID;Geslacht;Leeftijd;Herkomstgroepering;Arbeidsmarktpositie;Perioden;PersonenMetEenUitkeringTotaal_1;MetAOUitkeringTotaal_2;MetWAOWIAUitkeringTotaal_3;GedeeltelijkArbeidsongeschikt_4;VolledigArbeidsongeschikt_5;MetWAZUitkeringTotaal_6;GedeeltelijkArbeidsongeschikt_7;VolledigArbeidsongeschikt_8;MetWAJONGUitkeringTotaal_9;GedeeltelijkArbeidsongeschikt_10;VolledigArbeidsongeschikt_11;PersonenMetEenWWUitkering_12;PersonenMetEenBijstandsuitkering_13;PersonenMetEenAndereUitkering_14
68;Totaal mannen en vrouwen;0;1;0;2007, vrijdag 28 september;1109.4;635.6;476.2;151.8;324.0;32.1;11.7;20.2;127.3;2.5;124.7;124.4;160.6;
69;Totaal mannen en vrouwen;0;1;0;2008, vrijdag 26 september;1062.7;624.2;461.4;162.6;298.3;28.9;10.4;18.3;133.8;2.6;131.2;100.2;146.8;
70;Totaal mannen en vrouwen;0;1;1;1999, vrijdag 24 september;418.9;223.4;178.0;113.6;64.2;20.0;12.8;7.1;25.4;1.5;23.9;43.6;30.9;151.5
71;Totaal mannen en vrouwen;0;1;1;2000, vrijdag 29 september;409.3;233.6;186.5;119.0;67.2;20.6;12.3;8.3;26.6;1.5;25.1;33.6;26.9;148.0
72;Totaal mannen en vrouwen;0;1;1;2001, vrijdag 28 september;413.6;244.2;197.5;129.2;68.2;19.5;11.4;8.1;27.2;1.5;25.7;28.2;24.2;152.1
73;Totaal mannen en vrouwen;0;1;1;2002, vrijdag 27 september;411.1;249.7;202.5;134.9;67.4;19.1;10.9;8.2;28.1;1.6;26.6;32.6;23.2;145.6
74;Totaal mannen en vrouwen;0;1;1;2003, vrijdag 26 september;406.8;239.1;191.4;131.5;59.7;19.2;10.9;8.2;28.4;1.6;26.8;40.7;22.2;146.8
75;Totaal mannen en vrouwen;0;1;1;2004, vrijdag 24 september;395.3;224.1;177.1;124.9;52.0;18.6;10.7;7.8;28.5;1.7;26.8;47.6;21.0;145.3
76;Totaal mannen en vrouwen;0;1;1;2005, vrijdag 30 september;391.2;205.9;158.4;115.0;43.2;18.3;10.7;7.5;29.1;1.7;27.5;50.1;22.2;161.6
77;Totaal mannen en vrouwen;0;1;1;2006, vrijdag 29 september;398.4;184.0;137.6;101.2;36.3;15.0;8.7;6.1;31.4;1.7;29.7;45.5;21.4;190.8
78;Totaal mannen en vrouwen;0;1;1;2007, vrijdag 28 september;373.8;189.3;140.8;96.9;43.7;14.6;8.2;6.1;33.8;1.7;32.2;37.2;19.2;
79;Totaal mannen en vrouwen;0;1;1;2008, vrijdag 26 september;344.9;174.8;127.4;95.1;32.1;12.8;7.3;5.3;34.6;1.7;32.9;29.0;16.7;
80;Totaal mannen en vrouwen;0;1;2;1999, vrijdag 24 september;370.8;194.1;165.2;107.3;57.7;3.9;2.6;1.3;25.0;1.4;23.6;38.6;27.6;138.3
81;Totaal mannen en vrouwen;0;1;2;2000, vrijdag 29 september;361.8;203.9;173.3;112.6;60.5;4.5;2.9;1.6;26.2;1.4;24.8;29.3;24.3;134.2
82;Totaal mannen en vrouwen;0;1;2;2001, vrijdag 28 september;367.3;215.7;184.2;122.6;61.3;4.7;3.1;1.6;26.8;1.4;25.4;24.5;21.6;137.7
83;Totaal mannen en vrouwen;0;1;2;2002, vrijdag 27 september;366.4;222.0;189.2;128.3;60.8;5.1;3.3;1.8;27.7;1.5;26.2;28.4;21.0;131.8
84;Totaal mannen en vrouwen;0;1;2;2003, vrijdag 26 september;359.9;211.3;178.1;124.8;53.2;5.2;3.4;1.7;28.0;1.6;26.4;34.6;19.6;132.8
85;Totaal mannen en vrouwen;0;1;2;2004, vrijdag 24 september;349.1;197.5;164.2;118.0;46.1;5.1;3.4;1.7;28.1;1.6;26.5;40.3;18.6;131.5
86;Totaal mannen en vrouwen;0;1;2;2005, vrijdag 30 september;344.4;179.6;145.7;107.9;37.6;5.1;3.5;1.6;28.7;1.6;27.1;42.9;19.4;146.4
87;Totaal mannen en vrouwen;0;1;2;2006, vrijdag 29 september;352.4;160.9;125.5;94.3;31.1;4.5;3.0;1.4;31.0;1.6;29.3;37.6;18.8;173.7
88;Totaal mannen en vrouwen;0;1;2;2007, vrijdag 28 september;331.9;166.8;129.0;90.2;38.7;4.4;2.9;1.5;33.3;1.6;31.8;31.1;16.6;
89;Totaal mannen en vrouwen;0;1;2;2008, vrijdag 26 september;303.4;153.2;115.2;87.8;27.2;4.0;2.7;1.2;34.0;1.6;32.4;24.0;14.2;
90;Totaal mannen en vrouwen;0;1;3;1999, vrijdag 24 september;40.8;39.4;20.6;9.1;11.5;0.1;0.1;0.1;18.6;0.1;18.5;0.2;0.4;2.2
91;Totaal mannen en vrouwen;0;1;3;2000, vrijdag 29 september;41.8;40.3;21.0;8.9;12.1;0.2;0.1;0.1;19.0;0.1;18.9;0.2;0.6;2.6
92;Totaal mannen en vrouwen;0;1;3;2001, vrijdag 28 september;42.3;40.6;21.2;8.8;12.3;0.2;0.1;0.1;19.3;0.1;19.1;0.2;0.7;2.8
93;Totaal mannen en vrouwen;0;1;3;2002, vrijdag 27 september;42.2;40.3;20.8;8.6;12.3;0.1;0.0;0.1;19.3;0.1;19.2;0.2;0.8;3.1
94;Totaal mannen en vrouwen;0;1;3;2003, vrijdag 26 september;41.4;39.6;20.2;8.3;11.9;0.1;0.0;0.1;19.2;0.1;19.1;0.2;0.8;3.2
95;Totaal mannen en vrouwen;0;1;3;2004, vrijdag 24 september;42.1;40.2;20.5;8.6;12.0;0.1;0.1;0.1;19.6;0.1;19.4;0.3;0.8;3.5
96;Totaal mannen en vrouwen;0;1;3;2005, vrijdag 30 september;41.3;39.3;19.3;8.2;11.1;0.1;0.0;0.1;19.8;0.1;19.7;0.3;0.8;5.2
97;Totaal mannen en vrouwen;0;1;3;2006, vrijdag 29 september;38.8;36.5;17.3;7.3;10.0;0.1;0.0;0.1;19.1;0.1;18.9;0.3;0.8;4.7
98;Totaal mannen en vrouwen;0;1;3;2007, vrijdag 28 september;38.9;36.8;17.0;7.0;10.0;0.1;0.0;0.1;19.7;0.1;19.5;0.3;0.8;
99;Totaal mannen en vrouwen;0;1;3;2008, vrijdag 26 september;39.8;37.4;17.4;7.6;9.8;0.1;0.0;0.1;19.9;0.1;19.8;0.2;1.0;
100;Totaal mannen en vrouwen;0;1;4;1999, vrijdag 24 september;56.8;33.0;15.6;8.3;7.3;16.9;10.8;6.0;0.5;0.1;0.4;6.5;3.7;16.9
101;Totaal mannen en vrouwen;0;1;4;2000, vrijdag 29 september;56.4;33.6;16.2;8.5;7.6;16.9;10.0;6.9;0.5;0.1;0.4;5.5;2.9;18.0
102;Totaal mannen en vrouwen;0;1;4;2001, vrijdag 28 september;55.7;32.7;16.6;8.8;7.7;15.6;8.9;6.7;0.5;0.1;0.4;4.8;2.8;19.2
103;Totaal mannen en vrouwen;0;1;4;2002, vrijdag 27 september;53.3;31.8;16.4;8.9;7.5;14.9;8.3;6.6;0.5;0.1;0.4;5.2;2.4;17.8
104;Totaal mannen en vrouwen;0;1;4;2003, vrijdag 26 september;55.5;31.6;16.3;9.0;7.3;14.9;8.0;6.7;0.5;0.1;0.4;7.3;2.8;18.1
105;Totaal mannen en vrouwen;0;1;4;2004, vrijdag 24 september;53.7;29.8;15.1;8.7;6.4;14.2;7.8;6.3;0.4;0.1;0.4;8.5;2.6;17.4
106;Totaal mannen en vrouwen;0;1;4;2005, vrijdag 30 september;54.8;29.3;14.8;8.7;6.1;14.0;7.8;6.1;0.5;0.1;0.4;8.6;3.0;19.5
107;Totaal mannen en vrouwen;0;1;4;2006, vrijdag 29 september;54.9;25.8;14.1;8.5;5.6;11.2;6.2;4.9;0.5;0.1;0.4;9.3;2.8;22.4
108;Totaal mannen en vrouwen;0;1;4;2007, vrijdag 28 september;50.4;25.3;13.9;8.3;5.5;10.8;5.8;4.9;0.6;0.1;0.5;7.2;2.7;
109;Totaal mannen en vrouwen;0;1;4;2008, vrijdag 26 september;49.1;24.0;13.9;8.7;5.2;9.5;5.0;4.2;0.7;0.1;0.6;5.8;2.7;
110;Totaal mannen en vrouwen;0;1;5;1999, vrijdag 24 september;882.6;485.8;389.3;56.2;332.9;23.7;5.0;18.6;72.8;0.6;72.2;93.5;200.9;184.1
111;Totaal mannen en vrouwen;0;1;5;2000, vrijdag 29 september;844.3;489.4;392.4;56.4;335.7;24.0;5.0;19.0;72.9;0.6;72.3;79.9;182.7;173.8
112;Totaal mannen en vrouwen;0;1;5;2001, vrijdag 28 september;822.1;491.8;393.6;58.0;335.3;24.4;5.1;19.2;73.8;0.6;73.2;72.4;169.6;169.7
113;Totaal mannen en vrouwen;0;1;5;2002, vrijdag 27 september;823.6;496.9;397.5;60.3;336.9;24.1;5.0;19.1;75.3;0.7;74.6;80.2;163.1;171.0
114;Totaal mannen en vrouwen;0;1;5;2003, vrijdag 26 september;859.0;500.5;399.3;64.2;334.7;23.3;4.8;18.5;78.0;0.7;77.2;116.5;168.8;172.1
115;Totaal mannen en vrouwen;0;1;5;2004, vrijdag 24 september;880.8;503.0;398.7;68.9;329.3;23.0;4.8;18.2;81.3;0.9;80.5;138.5;171.8;174.2
116;Totaal mannen en vrouwen;0;1;5;2005, vrijdag 30 september;865.9;486.0;380.0;67.5;312.1;21.6;4.5;17.1;84.4;1.0;83.4;136.2;170.9;193.0
117;Totaal mannen en vrouwen;0;1;5;2006, vrijdag 29 september;814.9;465.7;358.4;62.4;295.9;18.9;3.9;15.0;88.4;0.9;87.5;115.9;157.4;185.2
118;Totaal mannen en vrouwen;0;1;5;2007, vrijdag 28 september;735.6;446.3;335.4;54.9;280.3;17.5;3.4;14.1;93.4;0.9;92.5;87.2;141.4;
119;Totaal mannen en vrouwen;0;1;5;2008, vrijdag 26 september;717.7;449.3;334.0;67.4;266.2;16.1;3.1;13.0;99.2;0.9;98.3;71.2;130.1;
120;Totaal mannen en vrouwen;0;2;0;1999, vrijdag 24 september;442.6;146.0;126.7;30.9;95.7;3.8;1.1;2.7;15.6;0.2;15.3;37.6;204.5;85.0
121;Totaal mannen en vrouwen;0;2;0;2000, vrijdag 29 september;430.0;153.1;133.1;32.4;100.6;4.0;1.1;2.9;15.9;0.2;15.7;32.0;194.0;81.5
122;Totaal mannen en vrouwen;0;2;0;2001, vrijdag 28 september;427.9;159.6;139.0;35.6;103.3;4.0;1.1;3.0;16.6;0.2;16.3;29.7;188.8;82.4
123;Totaal mannen en vrouwen;0;2;0;2002, vrijdag 27 september;436.0;165.3;143.9;38.3;105.5;4.0;1.1;3.0;17.4;0.3;17.1;37.5;189.6;78.8
124;Totaal mannen en vrouwen;0;2;0;2003, vrijdag 26 september;462.2;166.5;144.1;39.4;104.6;4.1;1.1;3.0;18.3;0.3;18.0;56.0;201.0;78.1
125;Totaal mannen en vrouwen;0;2;0;2004, vrijdag 24 september;474.3;165.4;142.1;39.9;102.1;4.0;1.1;2.9;19.3;0.3;19.0;67.5;205.5;76.7
126;Totaal mannen en vrouwen;0;2;0;2005, vrijdag 30 september;469.5;156.4;132.2;37.2;94.8;3.8;1.1;2.7;20.3;0.4;20.0;65.0;206.3;85.0
127;Totaal mannen en vrouwen;0;2;0;2006, vrijdag 29 september;457.4;146.6;121.0;32.7;88.2;3.4;0.9;2.5;22.1;0.3;21.8;53.2;195.1;101.1
128;Totaal mannen en vrouwen;0;2;0;2007, vrijdag 28 september;420.8;145.9;118.2;30.4;87.7;3.1;0.8;2.2;24.5;0.4;24.2;40.1;177.7;
129;Totaal mannen en vrouwen;0;2;0;2008, vrijdag 26 september;412.8;147.8;118.0;37.4;80.4;2.8;0.8;2.1;26.9;0.4;26.5;34.2;173.9;
130;Totaal mannen en vrouwen;0;2;1;1999, vrijdag 24 september;97.9;31.7;27.5;16.7;10.8;1.3;0.7;0.6;2.9;0.1;2.7;11.3;23.9;37.4
131;Totaal mannen en vrouwen;0;2;1;2000, vrijdag 29 september;93.0;34.0;29.6;17.9;11.7;1.4;0.7;0.7;3.0;0.1;2.9;8.9;21.8;34.4
132;Totaal mannen en vrouwen;0;2;1;2001, vrijdag 28 september;90.8;36.6;32.1;20.1;12.0;1.3;0.7;0.7;3.2;0.1;3.0;7.5;19.4;34.2
133;Totaal mannen en vrouwen;0;2;1;2002, vrijdag 27 september;88.7;38.3;33.6;21.5;12.1;1.3;0.7;0.7;3.4;0.2;3.2;9.8;18.5;29.5
134;Totaal mannen en vrouwen;0;2;1;2003, vrijdag 26 september;86.2;36.3;31.6;21.1;10.4;1.4;0.7;0.7;3.4;0.2;3.2;12.7;16.8;28.0
135;Totaal mannen en vrouwen;0;2;1;2004, vrijdag 24 september;83.9;33.9;29.1;20.2;8.9;1.4;0.7;0.7;3.4;0.2;3.3;14.9;15.8;26.6
136;Totaal mannen en vrouwen;0;2;1;2005, vrijdag 30 september;83.9;30.4;25.6;18.4;7.1;1.3;0.7;0.6;3.5;0.2;3.3;15.7;16.9;28.6
137;Totaal mannen en vrouwen;0;2;1;2006, vrijdag 29 september;95.7;27.0;21.8;16.1;5.7;1.1;0.6;0.5;4.0;0.2;3.8;14.3;18.7;43.0
138;Totaal mannen en vrouwen;0;2;1;2007, vrijdag 28 september;91.0;29.8;24.2;15.8;8.4;1.0;0.5;0.5;4.5;0.2;4.3;11.0;17.2;
139;Totaal mannen en vrouwen;0;2;1;2008, vrijdag 26 september;83.9;26.6;21.0;15.9;5.0;0.9;0.5;0.4;4.8;0.2;4.6;9.5;16.4;
140;Totaal mannen en vrouwen;0;2;2;1999, vrijdag 24 september;91.3;28.9;25.8;15.9;9.9;0.3;0.2;0.1;2.8;0.1;2.7;10.3;22.4;35.7
141;Totaal mannen en vrouwen;0;2;2;2000, vrijdag 29 september;86.2;31.0;27.8;17.0;10.7;0.3;0.2;0.2;3.0;0.1;2.8;8.1;20.3;32.5
142;Totaal mannen en vrouwen;0;2;2;2001, vrijdag 28 september;83.7;33.5;30.1;19.1;10.9;0.3;0.2;0.2;3.1;0.1;3.0;6.7;17.8;32.0
143;Totaal mannen en vrouwen;0;2;2;2002, vrijdag 27 september;81.9;35.2;31.6;20.5;11.0;0.4;0.2;0.2;3.3;0.2;3.2;8.8;17.2;27.4
144;Totaal mannen en vrouwen;0;2;2;2003, vrijdag 26 september;78.7;33.2;29.5;20.0;9.4;0.4;0.2;0.1;3.3;0.2;3.2;11.2;15.4;26.0
145;Totaal mannen en vrouwen;0;2;2;2004, vrijdag 24 september;76.5;30.9;27.1;19.0;8.0;0.4;0.2;0.1;3.4;0.2;3.2;13.1;14.5;24.6
146;Totaal mannen en vrouwen;0;2;2;2005, vrijdag 30 september;76.2;27.5;23.6;17.3;6.3;0.4;0.2;0.1;3.5;0.2;3.3;14.0;15.3;26.3
