ID;Geslacht;Leeftijd;Onderwijssoort;Migratieachtergrond;Perioden;Examenkandidaten_1;Gediplomeerden_2;GediplomeerdenRelatief_3
23;Totaal mannen en vrouwen;Totaal;Vwo;Nederlandse achtergrond;2012/'13;29919;27817;93
24;Totaal mannen en vrouwen;Totaal;Vwo;Nederlandse achtergrond;2013/'14;29585;26973;91
25;Totaal mannen en vrouwen;Totaal;Vwo;Nederlandse achtergrond;2014/'15;30048;28076;93
26;Totaal mannen en vrouwen;Totaal;Vwo;Nederlandse achtergrond;2015/'16;29875;27612;92
27;Totaal mannen en vrouwen;Totaal;Vwo;Nederlandse achtergrond;2016/'17;31447;29038;92
28;Totaal mannen en vrouwen;Totaal;Vwo;Nederlandse achtergrond;2017/'18;31843;29565;93
29;Totaal mannen en vrouwen;Totaal;Vwo;Nederlandse achtergrond;2018/'19;31805;29295;92
30;Totaal mannen en vrouwen;Totaal;Vwo;Nederlandse achtergrond;2019/'20;31536;31272;99
31;Totaal mannen en vrouwen;Totaal;Vwo;Nederlandse achtergrond;2020/'21;31604;30105;95
32;Totaal mannen en vrouwen;Totaal;Vwo;Met migratieachtergrond;2005/'06;5184;4524;87
33;Totaal mannen en vrouwen;Totaal;Vwo;Met migratieachtergrond;2006/'07;5510;4741;86
34;Totaal mannen en vrouwen;Totaal;Vwo;Met migratieachtergrond;2007/'08;5741;4916;86
35;Totaal mannen en vrouwen;Totaal;Vwo;Met migratieachtergrond;2008/'09;6146;5192;84
36;Totaal mannen en vrouwen;Totaal;Vwo;Met migratieachtergrond;2009/'10;5528;4529;82
37;Totaal mannen en vrouwen;Totaal;Vwo;Met migratieachtergrond;2010/'11;5760;4745;82
38;Totaal mannen en vrouwen;Totaal;Vwo;Met migratieachtergrond;2011/'12;5942;4668;79
39;Totaal mannen en vrouwen;Totaal;Vwo;Met migratieachtergrond;2012/'13;5797;5009;86
40;Totaal mannen en vrouwen;Totaal;Vwo;Met migratieachtergrond;2013/'14;5843;4827;83
41;Totaal mannen en vrouwen;Totaal;Vwo;Met migratieachtergrond;2014/'15;5875;5085;87
42;Totaal mannen en vrouwen;Totaal;Vwo;Met migratieachtergrond;2015/'16;5956;5052;85
43;Totaal mannen en vrouwen;Totaal;Vwo;Met migratieachtergrond;2016/'17;6434;5424;84
44;Totaal mannen en vrouwen;Totaal;Vwo;Met migratieachtergrond;2017/'18;6635;5647;85
45;Totaal mannen en vrouwen;Totaal;Vwo;Met migratieachtergrond;2018/'19;6875;5789;84
46;Totaal mannen en vrouwen;Totaal;Vwo;Met migratieachtergrond;2019/'20;7329;7184;98
47;Totaal mannen en vrouwen;Totaal;Vwo;Met migratieachtergrond;2020/'21;7540;6683;89
48;Totaal mannen en vrouwen;Totaal;Vwo;Westerse migratieachtergrond;2005/'06;2537;2313;91
49;Totaal mannen en vrouwen;Totaal;Vwo;Westerse migratieachtergrond;2006/'07;2610;2353;90
50;Totaal mannen en vrouwen;Totaal;Vwo;Westerse migratieachtergrond;2007/'08;2605;2364;91
51;Totaal mannen en vrouwen;Totaal;Vwo;Westerse migratieachtergrond;2008/'09;2820;2537;90
52;Totaal mannen en vrouwen;Totaal;Vwo;Westerse migratieachtergrond;2009/'10;2556;2240;88
53;Totaal mannen en vrouwen;Totaal;Vwo;Westerse migratieachtergrond;2010/'11;2632;2313;88
54;Totaal mannen en vrouwen;Totaal;Vwo;Westerse migratieachtergrond;2011/'12;2584;2224;86
55;Totaal mannen en vrouwen;Totaal;Vwo;Westerse migratieachtergrond;2012/'13;2619;2395;91
56;Totaal mannen en vrouwen;Totaal;Vwo;Westerse migratieachtergrond;2013/'14;2557;2264;89
57;Totaal mannen en vrouwen;Totaal;Vwo;Westerse migratieachtergrond;2014/'15;2593;2368;91
58;Totaal mannen en vrouwen;Totaal;Vwo;Westerse migratieachtergrond;2015/'16;2642;2362;89
59;Totaal mannen en vrouwen;Totaal;Vwo;Westerse migratieachtergrond;2016/'17;2789;2505;90
60;Totaal mannen en vrouwen;Totaal;Vwo;Westerse migratieachtergrond;2017/'18;2873;2595;90
61;Totaal mannen en vrouwen;Totaal;Vwo;Westerse migratieachtergrond;2018/'19;2850;2547;89
62;Totaal mannen en vrouwen;Totaal;Vwo;Westerse migratieachtergrond;2019/'20;3112;3061;98
63;Totaal mannen en vrouwen;Totaal;Vwo;Westerse migratieachtergrond;2020/'21;3213;2995;93
64;Totaal mannen en vrouwen;Totaal;Vwo;Niet-westerse migratieachtergrond;2005/'06;2647;2211;84
65;Totaal mannen en vrouwen;Totaal;Vwo;Niet-westerse migratieachtergrond;2006/'07;2900;2388;82
66;Totaal mannen en vrouwen;Totaal;Vwo;Niet-westerse migratieachtergrond;2007/'08;3136;2552;81
67;Totaal mannen en vrouwen;Totaal;Vwo;Niet-westerse migratieachtergrond;2008/'09;3326;2655;80
68;Totaal mannen en vrouwen;Totaal;Vwo;Niet-westerse migratieachtergrond;2009/'10;2972;2289;77
69;Totaal mannen en vrouwen;Totaal;Vwo;Niet-westerse migratieachtergrond;2010/'11;3128;2432;78
70;Totaal mannen en vrouwen;Totaal;Vwo;Niet-westerse migratieachtergrond;2011/'12;3358;2444;73
71;Totaal mannen en vrouwen;Totaal;Vwo;Niet-westerse migratieachtergrond;2012/'13;3178;2614;82
72;Totaal mannen en vrouwen;Totaal;Vwo;Niet-westerse migratieachtergrond;2013/'14;3286;2563;78
73;Totaal mannen en vrouwen;Totaal;Vwo;Niet-westerse migratieachtergrond;2014/'15;3282;2717;83
74;Totaal mannen en vrouwen;Totaal;Vwo;Niet-westerse migratieachtergrond;2015/'16;3314;2690;81
75;Totaal mannen en vrouwen;Totaal;Vwo;Niet-westerse migratieachtergrond;2016/'17;3645;2919;80
76;Totaal mannen en vrouwen;Totaal;Vwo;Niet-westerse migratieachtergrond;2017/'18;3762;3052;81
77;Totaal mannen en vrouwen;Totaal;Vwo;Niet-westerse migratieachtergrond;2018/'19;4025;3242;81
78;Totaal mannen en vrouwen;Totaal;Vwo;Niet-westerse migratieachtergrond;2019/'20;4217;4123;98
79;Totaal mannen en vrouwen;Totaal;Vwo;Niet-westerse migratieachtergrond;2020/'21;4327;3688;85
80;Totaal mannen en vrouwen;Totaal;Vwo;Turkije;2005/'06;340;252;74
81;Totaal mannen en vrouwen;Totaal;Vwo;Turkije;2006/'07;377;290;77
82;Totaal mannen en vrouwen;Totaal;Vwo;Turkije;2007/'08;421;319;76
83;Totaal mannen en vrouwen;Totaal;Vwo;Turkije;2008/'09;456;319;70
84;Totaal mannen en vrouwen;Totaal;Vwo;Turkije;2009/'10;405;265;65
85;Totaal mannen en vrouwen;Totaal;Vwo;Turkije;2010/'11;434;296;68
86;Totaal mannen en vrouwen;Totaal;Vwo;Turkije;2011/'12;445;270;61
87;Totaal mannen en vrouwen;Totaal;Vwo;Turkije;2012/'13;383;283;74
88;Totaal mannen en vrouwen;Totaal;Vwo;Turkije;2013/'14;435;281;65
89;Totaal mannen en vrouwen;Totaal;Vwo;Turkije;2014/'15;461;344;75
90;Totaal mannen en vrouwen;Totaal;Vwo;Turkije;2015/'16;435;318;73
91;Totaal mannen en vrouwen;Totaal;Vwo;Turkije;2016/'17;458;327;71
92;Totaal mannen en vrouwen;Totaal;Vwo;Turkije;2017/'18;450;325;72
93;Totaal mannen en vrouwen;Totaal;Vwo;Turkije;2018/'19;455;340;75
94;Totaal mannen en vrouwen;Totaal;Vwo;Turkije;2019/'20;482;474;98
95;Totaal mannen en vrouwen;Totaal;Vwo;Turkije;2020/'21;458;359;78
96;Totaal mannen en vrouwen;Totaal;Vwo;Marokko;2005/'06;287;232;81
97;Totaal mannen en vrouwen;Totaal;Vwo;Marokko;2006/'07;326;255;78
98;Totaal mannen en vrouwen;Totaal;Vwo;Marokko;2007/'08;309;241;78
99;Totaal mannen en vrouwen;Totaal;Vwo;Marokko;2008/'09;363;287;79
100;Totaal mannen en vrouwen;Totaal;Vwo;Marokko;2009/'10;326;236;72
101;Totaal mannen en vrouwen;Totaal;Vwo;Marokko;2010/'11;380;290;76
102;Totaal mannen en vrouwen;Totaal;Vwo;Marokko;2011/'12;406;271;67
103;Totaal mannen en vrouwen;Totaal;Vwo;Marokko;2012/'13;393;313;80
104;Totaal mannen en vrouwen;Totaal;Vwo;Marokko;2013/'14;370;267;72
105;Totaal mannen en vrouwen;Totaal;Vwo;Marokko;2014/'15;381;300;79
106;Totaal mannen en vrouwen;Totaal;Vwo;Marokko;2015/'16;447;348;78
107;Totaal mannen en vrouwen;Totaal;Vwo;Marokko;2016/'17;475;367;77
108;Totaal mannen en vrouwen;Totaal;Vwo;Marokko;2017/'18;533;409;77
109;Totaal mannen en vrouwen;Totaal;Vwo;Marokko;2018/'19;610;480;79
110;Totaal mannen en vrouwen;Totaal;Vwo;Marokko;2019/'20;640;608;95
111;Totaal mannen en vrouwen;Totaal;Vwo;Marokko;2020/'21;732;602;82
112;Totaal mannen en vrouwen;Totaal;Vwo;Suriname;2005/'06;514;422;82
113;Totaal mannen en vrouwen;Totaal;Vwo;Suriname;2006/'07;579;471;81
114;Totaal mannen en vrouwen;Totaal;Vwo;Suriname;2007/'08;614;487;79
115;Totaal mannen en vrouwen;Totaal;Vwo;Suriname;2008/'09;593;459;77
116;Totaal mannen en vrouwen;Totaal;Vwo;Suriname;2009/'10;515;397;77
117;Totaal mannen en vrouwen;Totaal;Vwo;Suriname;2010/'11;537;409;76
118;Totaal mannen en vrouwen;Totaal;Vwo;Suriname;2011/'12;541;377;70
119;Totaal mannen en vrouwen;Totaal;Vwo;Suriname;2012/'13;505;413;82
120;Totaal mannen en vrouwen;Totaal;Vwo;Suriname;2013/'14;518;397;77
121;Totaal mannen en vrouwen;Totaal;Vwo;Suriname;2014/'15;529;432;82
122;Totaal mannen en vrouwen;Totaal;Vwo;Suriname;2015/'16;529;429;81
123;Totaal mannen en vrouwen;Totaal;Vwo;Suriname;2016/'17;611;473;77
124;Totaal mannen en vrouwen;Totaal;Vwo;Suriname;2017/'18;591;489;83
125;Totaal mannen en vrouwen;Totaal;Vwo;Suriname;2018/'19;578;452;78
126;Totaal mannen en vrouwen;Totaal;Vwo;Suriname;2019/'20;609;596;98
127;Totaal mannen en vrouwen;Totaal;Vwo;Suriname;2020/'21;572;495;87
128;Totaal mannen en vrouwen;Totaal;Vwo;(voormalige) Nederlandse Antillen, Aruba;2005/'06;218;199;91
129;Totaal mannen en vrouwen;Totaal;Vwo;(voormalige) Nederlandse Antillen, Aruba;2006/'07;211;186;88
130;Totaal mannen en vrouwen;Totaal;Vwo;(voormalige) Nederlandse Antillen, Aruba;2007/'08;241;220;91
131;Totaal mannen en vrouwen;Totaal;Vwo;(voormalige) Nederlandse Antillen, Aruba;2008/'09;261;232;89
132;Totaal mannen en vrouwen;Totaal;Vwo;(voormalige) Nederlandse Antillen, Aruba;2009/'10;231;202;87
133;Totaal mannen en vrouwen;Totaal;Vwo;(voormalige) Nederlandse Antillen, Aruba;2010/'11;232;198;85
134;Totaal mannen en vrouwen;Totaal;Vwo;(voormalige) Nederlandse Antillen, Aruba;2011/'12;270;227;84
135;Totaal mannen en vrouwen;Totaal;Vwo;(voormalige) Nederlandse Antillen, Aruba;2012/'13;244;226;93
136;Totaal mannen en vrouwen;Totaal;Vwo;(voormalige) Nederlandse Antillen, Aruba;2013/'14;246;215;87
137;Totaal mannen en vrouwen;Totaal;Vwo;(voormalige) Nederlandse Antillen, Aruba;2014/'15;208;191;92
138;Totaal mannen en vrouwen;Totaal;Vwo;(voormalige) Nederlandse Antillen, Aruba;2015/'16;195;173;89
139;Totaal mannen en vrouwen;Totaal;Vwo;(voormalige) Nederlandse Antillen, Aruba;2016/'17;218;192;88
140;Totaal mannen en vrouwen;Totaal;Vwo;(voormalige) Nederlandse Antillen, Aruba;2017/'18;209;172;82
141;Totaal mannen en vrouwen;Totaal;Vwo;(voormalige) Nederlandse Antillen, Aruba;2018/'19;238;198;83
142;Totaal mannen en vrouwen;Totaal;Vwo;(voormalige) Nederlandse Antillen, Aruba;2019/'20;232;231;100
143;Totaal mannen en vrouwen;Totaal;Vwo;(voormalige) Nederlandse Antillen, Aruba;2020/'21;210;192;91
144;Totaal mannen en vrouwen;Totaal;Vwo;Overige niet-westerse migratieachterg...;2005/'06;1288;1106;86
145;Totaal mannen en vrouwen;Totaal;Vwo;Overige niet-westerse migratieachterg...;2006/'07;1407;1186;84
146;Totaal mannen en vrouwen;Totaal;Vwo;Overige niet-westerse migratieachterg...;2007/'08;1551;1285;83
147;Totaal mannen en vrouwen;Totaal;Vwo;Overige niet-westerse migratieachterg...;2008/'09;1653;1358;82
148;Totaal mannen en vrouwen;Totaal;Vwo;Overige niet-westerse migratieachterg...;2009/'10;1495;1189;80
149;Totaal mannen en vrouwen;Totaal;Vwo;Overige niet-westerse migratieachterg...;2010/'11;1545;1239;80
150;Totaal mannen en vrouwen;Totaal;Vwo;Overige niet-westerse migratieachterg...;2011/'12;1696;1299;77
151;Totaal mannen en vrouwen;Totaal;Vwo;Overige niet-westerse migratieachterg...;2012/'13;1653;1379;83
152;Totaal mannen en vrouwen;Totaal;Vwo;Overige niet-westerse migratieachterg...;2013/'14;1717;1403;82
153;Totaal mannen en vrouwen;Totaal;Vwo;Overige niet-westerse migratieachterg...;2014/'15;1703;1450;85
154;Totaal mannen en vrouwen;Totaal;Vwo;Overige niet-westerse migratieachterg...;2015/'16;1708;1422;83
155;Totaal mannen en vrouwen;Totaal;Vwo;Overige niet-westerse migratieachterg...;2016/'17;1883;1560;83
156;Totaal mannen en vrouwen;Totaal;Vwo;Overige niet-westerse migratieachterg...;2017/'18;1979;1657;84
157;Totaal mannen en vrouwen;Totaal;Vwo;Overige niet-westerse migratieachterg...;2018/'19;2144;1772;83
158;Totaal mannen en vrouwen;Totaal;Vwo;Overige niet-westerse migratieachterg...;2019/'20;2254;2214;98
159;Totaal mannen en vrouwen;Totaal;Vwo;Overige niet-westerse migratieachterg...;2020/'21;2355;2040;87
160;Totaal mannen en vrouwen;Totaal;Vwo;Onbekende migratieachtergrond;2005/'06;10;9;90
161;Totaal mannen en vrouwen;Totaal;Vwo;Onbekende migratieachtergrond;2006/'07;9;9;100
162;Totaal mannen en vrouwen;Totaal;Vwo;Onbekende migratieachtergrond;2007/'08;9;8;89
163;Totaal mannen en vrouwen;Totaal;Vwo;Onbekende migratieachtergrond;2008/'09;11;11;100
164;Totaal mannen en vrouwen;Totaal;Vwo;Onbekende migratieachtergrond;2009/'10;13;12;92
165;Totaal mannen en vrouwen;Totaal;Vwo;Onbekende migratieachtergrond;2010/'11;20;18;90
166;Totaal mannen en vrouwen;Totaal;Vwo;Onbekende migratieachtergrond;2011/'12;10;7;70
167;Totaal mannen en vrouwen;Totaal;Vwo;Onbekende migratieachtergrond;2012/'13;17;16;94
168;Totaal mannen en vrouwen;Totaal;Vwo;Onbekende migratieachtergrond;2013/'14;22;16;73
169;Totaal mannen en vrouwen;Totaal;Vwo;Onbekende migratieachtergrond;2014/'15;23;21;91
170;Totaal mannen en vrouwen;Totaal;Vwo;Onbekende migratieachtergrond;2015/'16;13;13;100
171;Totaal mannen en vrouwen;Totaal;Vwo;Onbekende migratieachtergrond;2016/'17;18;16;89
172;Totaal mannen en vrouwen;Totaal;Vwo;Onbekende migratieachtergrond;2017/'18;10;9;90
173;Totaal mannen en vrouwen;Totaal;Vwo;Onbekende migratieachtergrond;2018/'19;10;10;100
174;Totaal mannen en vrouwen;Totaal;Vwo;Onbekende migratieachtergrond;2019/'20;6;6;100
175;Totaal mannen en vrouwen;Totaal;Vwo;Onbekende migratieachtergrond;2020/'21;5;5;100
176;Totaal mannen en vrouwen;Totaal;Havo;Totaal migratieachtergrond;2005/'06;42983;38105;89
177;Totaal mannen en vrouwen;Totaal;Havo;Totaal migratieachtergrond;2006/'07;44560;39755;89
178;Totaal mannen en vrouwen;Totaal;Havo;Totaal migratieachtergrond;2007/'08;46313;41371;89
179;Totaal mannen en vrouwen;Totaal;Havo;Totaal migratieachtergrond;2008/'09;46764;40607;87
180;Totaal mannen en vrouwen;Totaal;Havo;Totaal migratieachtergrond;2009/'10;49226;42070;85
181;Totaal mannen en vrouwen;Totaal;Havo;Totaal migratieachtergrond;2010/'11;49602;42404;85
182;Totaal mannen en vrouwen;Totaal;Havo;Totaal migratieachtergrond;2011/'12;50751;43995;87
183;Totaal mannen en vrouwen;Totaal;Havo;Totaal migratieachtergrond;2012/'13;49681;43706;88
184;Totaal mannen en vrouwen;Totaal;Havo;Totaal migratieachtergrond;2013/'14;50703;44560;88
185;Totaal mannen en vrouwen;Totaal;Havo;Totaal migratieachtergrond;2014/'15;51998;45450;87
186;Totaal mannen en vrouwen;Totaal;Havo;Totaal migratieachtergrond;2015/'16;54281;48077;89
187;Totaal mannen en vrouwen;Totaal;Havo;Totaal migratieachtergrond;2016/'17;53992;47063;87
188;Totaal mannen en vrouwen;Totaal;Havo;Totaal migratieachtergrond;2017/'18;55101;48296;88
189;Totaal mannen en vrouwen;Totaal;Havo;Totaal migratieachtergrond;2018/'19;54626;48201;88
190;Totaal mannen en vrouwen;Totaal;Havo;Totaal migratieachtergrond;2019/'20;54544;53200;98
191;Totaal mannen en vrouwen;Totaal;Havo;Totaal migratieachtergrond;2020/'21;53993;48981;91
192;Totaal mannen en vrouwen;Totaal;Havo;Nederlandse achtergrond;2005/'06;35581;32113;90
193;Totaal mannen en vrouwen;Totaal;Havo;Nederlandse achtergrond;2006/'07;36566;33159;91
194;Totaal mannen en vrouwen;Totaal;Havo;Nederlandse achtergrond;2007/'08;38375;34814;91
195;Totaal mannen en vrouwen;Totaal;Havo;Nederlandse achtergrond;2008/'09;38632;34174;88
196;Totaal mannen en vrouwen;Totaal;Havo;Nederlandse achtergrond;2009/'10;40619;35401;87
197;Totaal mannen en vrouwen;Totaal;Havo;Nederlandse achtergrond;2010/'11;41014;35770;87
198;Totaal mannen en vrouwen;Totaal;Havo;Nederlandse achtergrond;2011/'12;41871;36959;88
199;Totaal mannen en vrouwen;Totaal;Havo;Nederlandse achtergrond;2012/'13;40960;36667;90
200;Totaal mannen en vrouwen;Totaal;Havo;Nederlandse achtergrond;2013/'14;41717;37239;89
201;Totaal mannen en vrouwen;Totaal;Havo;Nederlandse achtergrond;2014/'15;42749;37959;89
202;Totaal mannen en vrouwen;Totaal;Havo;Nederlandse achtergrond;2015/'16;44419;39916;90
203;Totaal mannen en vrouwen;Totaal;Havo;Nederlandse achtergrond;2016/'17;44081;39031;89
204;Totaal mannen en vrouwen;Totaal;Havo;Nederlandse achtergrond;2017/'18;44520;39786;89
205;Totaal mannen en vrouwen;Totaal;Havo;Nederlandse achtergrond;2018/'19;43753;39300;90
206;Totaal mannen en vrouwen;Totaal;Havo;Nederlandse achtergrond;2019/'20;43610;42691;98
207;Totaal mannen en vrouwen;Totaal;Havo;Nederlandse achtergrond;2020/'21;42641;39513;93
208;Totaal mannen en vrouwen;Totaal;Havo;Met migratieachtergrond;2005/'06;7390;5983;81
209;Totaal mannen en vrouwen;Totaal;Havo;Met migratieachtergrond;2006/'07;7984;6586;82
210;Totaal mannen en vrouwen;Totaal;Havo;Met migratieachtergrond;2007/'08;7928;6548;83
211;Totaal mannen en vrouwen;Totaal;Havo;Met migratieachtergrond;2008/'09;8120;6421;79
212;Totaal mannen en vrouwen;Totaal;Havo;Met migratieachtergrond;2009/'10;8590;6653;77
213;Totaal mannen en vrouwen;Totaal;Havo;Met migratieachtergrond;2010/'11;8568;6619;77
214;Totaal mannen en vrouwen;Totaal;Havo;Met migratieachtergrond;2011/'12;8866;7027;79
215;Totaal mannen en vrouwen;Totaal;Havo;Met migratieachtergrond;2012/'13;8702;7023;81
216;Totaal mannen en vrouwen;Totaal;Havo;Met migratieachtergrond;2013/'14;8959;7296;81
217;Totaal mannen en vrouwen;Totaal;Havo;Met migratieachtergrond;2014/'15;9217;7464;81
218;Totaal mannen en vrouwen;Totaal;Havo;Met migratieachtergrond;2015/'16;9831;8133;83
219;Totaal mannen en vrouwen;Totaal;Havo;Met migratieachtergrond;2016/'17;9884;8007;81
220;Totaal mannen en vrouwen;Totaal;Havo;Met migratieachtergrond;2017/'18;10558;8493;80
221;Totaal mannen en vrouwen;Totaal;Havo;Met migratieachtergrond;2018/'19;10855;8888;82
222;Totaal mannen en vrouwen;Totaal;Havo;Met migratieachtergrond;2019/'20;10910;10486;96
223;Totaal mannen en vrouwen;Totaal;Havo;Met migratieachtergrond;2020/'21;11343;9462;83
224;Totaal mannen en vrouwen;Totaal;Havo;Westerse migratieachtergrond;2005/'06;2827;2421;86
225;Totaal mannen en vrouwen;Totaal;Havo;Westerse migratieachtergrond;2006/'07;3041;2664;88
226;Totaal mannen en vrouwen;Totaal;Havo;Westerse migratieachtergrond;2007/'08;2868;2509;87
227;Totaal mannen en vrouwen;Totaal;Havo;Westerse migratieachtergrond;2008/'09;2931;2489;85
228;Totaal mannen en vrouwen;Totaal;Havo;Westerse migratieachtergrond;2009/'10;2988;2490;83
229;Totaal mannen en vrouwen;Totaal;Havo;Westerse migratieachtergrond;2010/'11;2970;2490;84
230;Totaal mannen en vrouwen;Totaal;Havo;Westerse migratieachtergrond;2011/'12;3179;2701;85
231;Totaal mannen en vrouwen;Totaal;Havo;Westerse migratieachtergrond;2012/'13;3085;2669;87
232;Totaal mannen en vrouwen;Totaal;Havo;Westerse migratieachtergrond;2013/'14;3046;2610;86
233;Totaal mannen en vrouwen;Totaal;Havo;Westerse migratieachtergrond;2014/'15;3194;2734;86
234;Totaal mannen en vrouwen;Totaal;Havo;Westerse migratieachtergrond;2015/'16;3285;2851;87
235;Totaal mannen en vrouwen;Totaal;Havo;Westerse migratieachtergrond;2016/'17;3306;2874;87
236;Totaal mannen en vrouwen;Totaal;Havo;Westerse migratieachtergrond;2017/'18;3419;2936;86
237;Totaal mannen en vrouwen;Totaal;Havo;Westerse migratieachtergrond;2018/'19;3420;3008;88
238;Totaal mannen en vrouwen;Totaal;Havo;Westerse migratieachtergrond;2019/'20;3395;3291;97
239;Totaal mannen en vrouwen;Totaal;Havo;Westerse migratieachtergrond;2020/'21;3640;3217;88
240;Totaal mannen en vrouwen;Totaal;Havo;Niet-westerse migratieachtergrond;2005/'06;4563;3562;78
241;Totaal mannen en vrouwen;Totaal;Havo;Niet-westerse migratieachtergrond;2006/'07;4943;3922;79
242;Totaal mannen en vrouwen;Totaal;Havo;Niet-westerse migratieachtergrond;2007/'08;5060;4039;80
243;Totaal mannen en vrouwen;Totaal;Havo;Niet-westerse migratieachtergrond;2008/'09;5189;3932;76
244;Totaal mannen en vrouwen;Totaal;Havo;Niet-westerse migratieachtergrond;2009/'10;5602;4163;74
245;Totaal mannen en vrouwen;Totaal;Havo;Niet-westerse migratieachtergrond;2010/'11;5598;4129;74
246;Totaal mannen en vrouwen;Totaal;Havo;Niet-westerse migratieachtergrond;2011/'12;5687;4326;76
247;Totaal mannen en vrouwen;Totaal;Havo;Niet-westerse migratieachtergrond;2012/'13;5617;4354;78
248;Totaal mannen en vrouwen;Totaal;Havo;Niet-westerse migratieachtergrond;2013/'14;5913;4686;79
249;Totaal mannen en vrouwen;Totaal;Havo;Niet-westerse migratieachtergrond;2014/'15;6023;4730;79
250;Totaal mannen en vrouwen;Totaal;Havo;Niet-westerse migratieachtergrond;2015/'16;6546;5282;81
251;Totaal mannen en vrouwen;Totaal;Havo;Niet-westerse migratieachtergrond;2016/'17;6578;5133;78
252;Totaal mannen en vrouwen;Totaal;Havo;Niet-westerse migratieachtergrond;2017/'18;7139;5557;78
253;Totaal mannen en vrouwen;Totaal;Havo;Niet-westerse migratieachtergrond;2018/'19;7435;5880;79
254;Totaal mannen en vrouwen;Totaal;Havo;Niet-westerse migratieachtergrond;2019/'20;7515;7195;96
255;Totaal mannen en vrouwen;Totaal;Havo;Niet-westerse migratieachtergrond;2020/'21;7703;6245;81
256;Totaal mannen en vrouwen;Totaal;Havo;Turkije;2005/'06;898;641;71
257;Totaal mannen en vrouwen;Totaal;Havo;Turkije;2006/'07;987;699;71
258;Totaal mannen en vrouwen;Totaal;Havo;Turkije;2007/'08;1052;777;74
259;Totaal mannen en vrouwen;Totaal;Havo;Turkije;2008/'09;1044;709;68
260;Totaal mannen en vrouwen;Totaal;Havo;Turkije;2009/'10;1154;756;66
261;Totaal mannen en vrouwen;Totaal;Havo;Turkije;2010/'11;1132;765;68
262;Totaal mannen en vrouwen;Totaal;Havo;Turkije;2011/'12;1111;734;66
263;Totaal mannen en vrouwen;Totaal;Havo;Turkije;2012/'13;1065;742;70
264;Totaal mannen en vrouwen;Totaal;Havo;Turkije;2013/'14;1134;796;70
265;Totaal mannen en vrouwen;Totaal;Havo;Turkije;2014/'15;1117;837;75
266;Totaal mannen en vrouwen;Totaal;Havo;Turkije;2015/'16;1171;873;75
267;Totaal mannen en vrouwen;Totaal;Havo;Turkije;2016/'17;1170;880;75
268;Totaal mannen en vrouwen;Totaal;Havo;Turkije;2017/'18;1262;915;73
269;Totaal mannen en vrouwen;Totaal;Havo;Turkije;2018/'19;1149;884;77
270;Totaal mannen en vrouwen;Totaal;Havo;Turkije;2019/'20;1174;1106;94
