ID;TypeZelfstandige;BedrijfstakkenBranchesSBI2008;RegioS;Perioden;Zelfstandigen_1;GemiddeldPersoonlijkInkomen_2;MediaanPersoonlijkInkomen_3;GemiddeldInkomenAlsZelfstandige_4;MediaanInkomenAlsZelfstandige_5;GemiddeldGestandaardiseerdInkomen_6;MediaanGestandaardiseerdInkomen_7;ZelfstandigenMetBedrijfsvermogen_8;MediaanVermogen_9;MediaanBedrijfsvermogen_10
5912;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Amersfoort;2009;0.2;39.7;30.5;38.7;31.1;28.6;25.8;0.2;157.9;23.2
5913;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Amersfoort;2010;0.2;39.6;30.9;38.6;30.8;27.5;25.2;0.2;189.3;23.5
5914;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Amersfoort;2011;0.2;40.6;34.9;45.0;34.8;31.7;28.4;0.2;147.6;23.9
5915;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Amersfoort;2012;0.2;39.8;29.1;39.1;28.2;30.7;27.7;0.2;104.7;21.4
5916;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Amersfoort;2013;0.2;41.8;31.3;40.9;32.1;32.3;29.0;0.2;87.0;17.9
5917;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Amersfoort;2014;0.2;48.2;36.4;46.6;36.3;38.0;31.7;0.2;87.9;18.5
5918;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Amersfoort;2015;0.2;42.9;35.3;41.3;33.3;32.9;32.0;0.2;95.1;18.7
5919;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Amersfoort;2016;0.2;;;;;;;;;
5920;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Amstelveen;2007;0.1;54.0;35.9;53.6;33.9;40.0;28.5;0.1;295.1;42.1
5921;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Amstelveen;2008;0.1;55.5;37.5;55.3;37.4;40.2;29.7;0.1;269.9;44.8
5922;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Amstelveen;2009;0.1;32.8;29.1;32.3;30.0;31.1;27.8;0.1;245.8;28.8
5923;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Amstelveen;2010;0.1;51.4;33.4;52.3;29.9;40.2;31.7;0.1;242.4;27.4
5924;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Amstelveen;2011;0.1;46.0;28.1;44.3;28.1;40.1;33.9;0.1;220.9;26.4
5925;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Amstelveen;2012;0.1;42.3;30.8;39.9;31.3;39.6;33.1;0.1;233.2;22.3
5926;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Amstelveen;2013;0.1;46.8;28.4;45.0;29.7;42.1;32.8;0.1;162.0;16.3
5927;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Amstelveen;2014;0.1;35.5;27.5;33.5;25.3;35.9;32.7;0.1;175.9;13.0
5928;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Amstelveen;2015;0.1;40.9;31.2;39.6;29.4;34.5;33.7;0.1;171.3;17.0
5929;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Amstelveen;2016;0.1;;;;;;;;;
5930;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Amsterdam;2007;1.1;30.4;22.5;29.2;21.4;26.9;22.9;0.8;69.2;13.1
5931;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Amsterdam;2008;1.2;32.3;24.0;31.5;23.6;25.8;23.7;1.0;64.8;15.1
5932;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Amsterdam;2009;1.3;27.3;19.3;26.4;18.7;24.0;21.5;1.2;49.7;10.2
5933;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Amsterdam;2010;1.3;29.1;19.5;28.3;18.9;24.7;21.2;1.1;48.9;11.9
5934;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Amsterdam;2011;1.4;28.1;20.8;26.9;19.8;27.6;23.6;1.2;47.4;11.3
5935;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Amsterdam;2012;1.5;27.7;19.8;26.6;18.9;26.8;23.5;1.3;37.0;10.3
5936;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Amsterdam;2013;1.5;27.7;19.2;26.4;18.3;29.0;23.0;1.3;30.7;10.1
5937;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Amsterdam;2014;1.5;28.5;20.4;27.1;19.8;31.1;24.5;1.4;33.8;10.3
5938;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Amsterdam;2015;1.6;29.1;20.9;27.2;20.0;28.7;25.4;1.4;41.6;10.0
5939;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Amsterdam;2016;1.6;;;;;;;;;
5940;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Andijk;2007;0.0;;;;;;;;;
5941;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Andijk;2008;0.0;;;;;;;;;
5942;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Andijk;2009;0.0;;;;;;;;;
5943;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Andijk;2010;0.0;;;;;;;;;
5944;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Andijk;2011;0.0;;;;;;;;;
5945;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Andijk;2012;0.0;;;;;;;;;
5946;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Andijk;2013;0.0;;;;;;;;;
5947;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Andijk;2014;0.0;;;;;;;;;
5948;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Andijk;2015;0.0;;;;;;;;;
5949;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Andijk;2016;0.0;;;;;;;;;
5950;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Anna Paulowna;2007;0.0;;;;;;;;;
5951;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Anna Paulowna;2008;0.0;;;;;;;;;
5952;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Anna Paulowna;2009;0.0;;;;;;;;;
5953;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Anna Paulowna;2010;0.1;;;;;;;;;
5954;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Anna Paulowna;2011;0.1;;;;;;;;;
5955;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Anna Paulowna;2012;0.0;;;;;;;;;
5956;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Anna Paulowna;2013;0.0;;;;;;;;;
5957;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Anna Paulowna;2014;0.0;;;;;;;;;
5958;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Anna Paulowna;2015;0.0;;;;;;;;;
5959;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Anna Paulowna;2016;0.0;;;;;;;;;
5960;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Apeldoorn;2007;0.3;45.0;38.0;43.4;34.6;36.1;29.3;0.2;342.5;50.5
5961;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Apeldoorn;2008;0.3;45.9;41.5;44.5;40.0;33.9;29.9;0.3;333.0;33.9
5962;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Apeldoorn;2009;0.3;44.8;39.4;43.1;39.5;31.6;29.7;0.3;323.2;41.7
5963;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Apeldoorn;2010;0.3;47.3;41.2;44.6;39.7;32.4;27.6;0.3;274.8;47.3
5964;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Apeldoorn;2011;0.3;48.5;39.9;47.4;38.1;37.3;31.5;0.3;239.6;44.8
5965;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Apeldoorn;2012;0.3;44.5;36.4;42.6;37.4;38.1;30.9;0.3;191.7;34.0
5966;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Apeldoorn;2013;0.3;45.7;36.4;43.7;33.2;38.2;29.1;0.3;191.5;39.7
5967;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Apeldoorn;2014;0.3;47.1;37.9;45.5;37.2;45.7;31.4;0.3;146.7;33.6
5968;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Apeldoorn;2015;0.3;46.4;40.6;44.8;39.0;36.5;31.5;0.3;149.2;38.8
5969;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Apeldoorn;2016;0.3;;;;;;;;;
5970;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Appingedam;2007;0.0;;;;;;;;;
5971;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Appingedam;2008;0.0;;;;;;;;;
5972;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Appingedam;2009;0.0;;;;;;;;;
5973;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Appingedam;2010;0.0;;;;;;;;;
5974;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Appingedam;2011;0.0;;;;;;;;;
5975;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Appingedam;2012;0.0;;;;;;;;;
5976;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Appingedam;2013;0.0;;;;;;;;;
5977;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Appingedam;2014;0.0;;;;;;;;;
5978;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Appingedam;2015;0.0;;;;;;;;;
5979;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Appingedam;2016;0.0;;;;;;;;;
5980;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Arcen en Velden;2007;0.0;;;;;;;;;
5981;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Arcen en Velden;2008;0.0;;;;;;;;;
5982;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Arcen en Velden;2009;0.0;;;;;;;;;
5983;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Arcen en Velden;2010;0.0;;;;;;;;;
5984;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Arcen en Velden;2011;0.0;;;;;;;;;
5985;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Arcen en Velden;2012;0.0;;;;;;;;;
5986;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Arcen en Velden;2013;0.0;;;;;;;;;
5987;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Arcen en Velden;2014;0.0;;;;;;;;;
5988;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Arcen en Velden;2015;0.0;;;;;;;;;
5989;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Arcen en Velden;2016;0.0;;;;;;;;;
5990;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Arnhem;2007;0.2;33.2;25.9;32.3;24.8;28.5;23.5;0.1;87.3;22.3
5991;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Arnhem;2008;0.2;34.7;27.8;33.5;26.5;28.7;23.8;0.2;105.6;16.2
5992;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Arnhem;2009;0.2;32.9;25.5;31.8;26.0;25.3;23.1;0.2;87.5;13.1
5993;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Arnhem;2010;0.2;32.0;24.7;31.1;24.3;24.6;21.6;0.2;95.0;17.0
5994;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Arnhem;2011;0.2;33.1;22.4;32.0;23.0;29.0;25.9;0.2;95.0;15.6
5995;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Arnhem;2012;0.2;32.5;21.5;31.2;22.5;28.3;24.0;0.2;53.0;15.9
5996;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Arnhem;2013;0.2;30.2;21.0;28.9;21.2;26.1;23.7;0.2;34.2;12.1
5997;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Arnhem;2014;0.2;28.1;18.7;27.2;18.1;34.4;23.5;0.2;28.1;14.0
5998;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Arnhem;2015;0.2;30.0;21.9;28.9;21.8;27.7;26.4;0.2;38.7;17.4
5999;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Arnhem;2016;0.2;;;;;;;;;
6000;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Assen;2007;0.1;;;;;;;;;
6001;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Assen;2008;0.1;;;;;;;;;
6002;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Assen;2009;0.1;;;;;;;;;
6003;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Assen;2010;0.1;32.3;24.2;30.4;24.3;25.6;23.0;0.1;76.4;13.5
6004;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Assen;2011;0.1;34.1;24.3;31.3;25.0;26.9;24.0;0.1;72.1;11.4
6005;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Assen;2012;0.1;34.5;23.5;32.4;21.5;27.6;23.4;0.1;75.8;10.8
6006;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Assen;2013;0.1;;;;;;;;;
6007;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Assen;2014;0.1;38.8;20.3;35.9;19.6;28.9;24.3;0.1;69.2;12.9
6008;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Assen;2015;0.1;38.3;26.4;35.0;23.7;31.8;26.9;0.1;81.9;13.4
6009;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Assen;2016;0.1;;;;;;;;;
6010;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Asten;2007;0.1;;;;;;;;;
6011;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Asten;2008;0.1;44.5;37.8;42.9;37.5;32.1;30.2;0.1;484.6;103.0
6012;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Asten;2009;0.1;39.1;37.7;40.0;37.7;28.5;28.6;0.1;447.9;119.4
6013;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Asten;2010;0.1;43.1;39.0;41.3;37.7;31.4;30.6;0.1;471.0;123.0
6014;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Asten;2011;0.1;42.6;38.3;41.5;38.2;35.8;32.7;0.1;456.1;79.6
6015;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Asten;2012;0.1;44.1;41.1;42.4;39.3;34.7;33.2;0.1;369.4;91.7
6016;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Asten;2013;0.1;41.9;36.5;39.7;37.1;34.5;32.1;0.1;400.1;87.1
6017;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Asten;2014;0.1;47.2;42.9;46.4;40.9;50.8;34.6;0.1;401.8;101.9
6018;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Asten;2015;0.1;48.1;44.7;46.9;45.9;38.5;35.5;0.1;347.6;69.4
6019;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Asten;2016;0.1;;;;;;;;;
6020;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Baarle-Nassau;2007;0.0;;;;;;;;;
6021;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Baarle-Nassau;2008;0.0;;;;;;;;;
6022;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Baarle-Nassau;2009;0.0;;;;;;;;;
6023;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Baarle-Nassau;2010;0.0;;;;;;;;;
6024;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Baarle-Nassau;2011;0.0;;;;;;;;;
6025;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Baarle-Nassau;2012;0.0;;;;;;;;;
6026;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Baarle-Nassau;2013;0.0;;;;;;;;;
6027;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Baarle-Nassau;2014;0.0;;;;;;;;;
6028;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Baarle-Nassau;2015;0.0;;;;;;;;;
6029;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Baarle-Nassau;2016;0.1;;;;;;;;;
6030;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Baarn;2007;0.1;;;;;;;;;
6031;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Baarn;2008;0.1;;;;;;;;;
6032;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Baarn;2009;0.1;;;;;;;;;
6033;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Baarn;2010;0.1;;;;;;;;;
6034;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Baarn;2011;0.1;;;;;;;;;
6035;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Baarn;2012;0.1;;;;;;;;;
6036;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Baarn;2013;0.1;;;;;;;;;
6037;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Baarn;2014;0.1;;;;;;;;;
6038;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Baarn;2015;0.1;;;;;;;;;
6039;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Baarn;2016;0.1;;;;;;;;;
6040;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Barendrecht;2007;0.1;;;;;;;;;
6041;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Barendrecht;2008;0.1;;;;;;;;;
6042;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Barendrecht;2009;0.1;;;;;;;;;
6043;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Barendrecht;2010;0.1;46.5;49.3;45.5;47.5;34.0;28.8;0.1;223.0;50.3
6044;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Barendrecht;2011;0.1;45.5;44.5;44.2;44.3;36.2;32.2;0.1;208.7;45.9
6045;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Barendrecht;2012;0.1;46.8;45.4;44.6;45.0;32.5;31.1;0.1;156.7;34.1
6046;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Barendrecht;2013;0.1;47.1;50.8;45.0;50.7;34.8;33.2;0.1;105.7;46.1
6047;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Barendrecht;2014;0.1;54.0;48.6;51.3;47.6;66.7;36.6;0.1;101.8;38.6
6048;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Barendrecht;2015;0.1;55.0;51.2;53.4;48.9;42.0;35.8;0.1;129.6;45.2
6049;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Barendrecht;2016;0.1;;;;;;;;;
6050;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Barneveld;2007;0.3;53.2;44.8;51.4;44.1;38.3;30.6;0.2;448.5;137.7
6051;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Barneveld;2008;0.3;51.4;43.7;50.0;43.7;33.8;30.6;0.3;472.8;117.0
6052;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Barneveld;2009;0.3;46.3;40.0;46.3;39.4;31.7;28.9;0.3;364.8;101.0
6053;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Barneveld;2010;0.3;49.2;41.0;47.6;37.8;34.8;29.9;0.3;394.1;110.7
6054;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Barneveld;2011;0.3;45.6;40.4;44.2;39.8;35.9;32.0;0.3;382.6;108.6
6055;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Barneveld;2012;0.3;44.3;40.0;42.8;38.8;37.5;31.2;0.3;308.4;92.8
6056;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Barneveld;2013;0.3;46.3;41.3;45.2;39.6;36.0;31.9;0.3;347.9;98.5
6057;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Barneveld;2014;0.3;48.4;43.3;46.4;42.9;49.8;34.1;0.3;322.0;97.5
6058;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Barneveld;2015;0.3;51.6;44.0;49.6;44.0;37.8;35.6;0.3;316.1;109.4
6059;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Barneveld;2016;0.4;;;;;;;;;
6060;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Bedum;2007;0.0;;;;;;;;;
6061;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Bedum;2008;0.0;;;;;;;;;
6062;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Bedum;2009;0.0;;;;;;;;;
6063;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Bedum;2010;0.0;;;;;;;;;
6064;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Bedum;2011;0.0;;;;;;;;;
6065;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Bedum;2012;0.0;;;;;;;;;
6066;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Bedum;2013;0.0;;;;;;;;;
6067;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Bedum;2014;0.0;;;;;;;;;
6068;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Bedum;2015;0.0;;;;;;;;;
6069;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Bedum;2016;0.0;;;;;;;;;
6070;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Beek (L.);2007;0.0;;;;;;;;;
6071;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Beek (L.);2008;0.0;;;;;;;;;
6072;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Beek (L.);2009;0.0;;;;;;;;;
6073;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Beek (L.);2010;0.0;;;;;;;;;
6074;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Beek (L.);2011;0.1;;;;;;;;;
6075;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Beek (L.);2012;0.0;;;;;;;;;
6076;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Beek (L.);2013;0.0;;;;;;;;;
6077;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Beek (L.);2014;0.0;;;;;;;;;
6078;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Beek (L.);2015;0.0;;;;;;;;;
6079;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Beek (L.);2016;0.0;;;;;;;;;
6080;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Beemster;2007;0.0;;;;;;;;;
6081;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Beemster;2008;0.0;;;;;;;;;
6082;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Beemster;2009;0.0;;;;;;;;;
6083;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Beemster;2010;0.1;;;;;;;;;
6084;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Beemster;2011;0.0;;;;;;;;;
6085;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Beemster;2012;0.1;;;;;;;;;
6086;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Beemster;2013;0.1;;;;;;;;;
6087;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Beemster;2014;0.1;;;;;;;;;
6088;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Beemster;2015;0.1;;;;;;;;;
6089;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Beemster;2016;0.1;;;;;;;;;
6090;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Beesel;2007;0.1;;;;;;;;;
6091;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Beesel;2008;0.1;;;;;;;;;
6092;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Beesel;2009;0.1;;;;;;;;;
6093;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Beesel;2010;0.1;;;;;;;;;
6094;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Beesel;2011;0.1;;;;;;;;;
6095;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Beesel;2012;0.1;;;;;;;;;
6096;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Beesel;2013;0.1;;;;;;;;;
6097;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Beesel;2014;0.0;;;;;;;;;
6098;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Beesel;2015;0.1;;;;;;;;;
6099;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Beesel;2016;0.1;;;;;;;;;
6100;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Bellingwedde;2007;0.0;;;;;;;;;
6101;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Bellingwedde;2008;0.0;;;;;;;;;
6102;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Bellingwedde;2009;0.0;;;;;;;;;
6103;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Bellingwedde;2010;0.0;;;;;;;;;
6104;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Bellingwedde;2011;0.0;;;;;;;;;
6105;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Bellingwedde;2012;0.0;;;;;;;;;
6106;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Bellingwedde;2013;0.0;;;;;;;;;
6107;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Bellingwedde;2014;0.0;;;;;;;;;
6108;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Bellingwedde;2015;0.0;;;;;;;;;
6109;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Bellingwedde;2016;0.0;;;;;;;;;
6110;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Bennebroek;2007;0.0;;;;;;;;;
6111;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Bennebroek;2008;0.0;;;;;;;;;
6112;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Bennebroek;2009;0.0;;;;;;;;;
6113;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Bennebroek;2010;0.0;;;;;;;;;
6114;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Bennebroek;2011;0.0;;;;;;;;;
6115;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Bennebroek;2012;0.0;;;;;;;;;
6116;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Bennebroek;2013;0.0;;;;;;;;;
6117;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Bennebroek;2014;0.0;;;;;;;;;
6118;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Bennebroek;2015;0.0;;;;;;;;;
6119;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Bennebroek;2016;0.0;;;;;;;;;
6120;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Berg en Dal;2007;0.0;;;;;;;;;
6121;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Berg en Dal;2008;0.0;;;;;;;;;
6122;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Berg en Dal;2009;0.0;;;;;;;;;
6123;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Berg en Dal;2010;0.0;;;;;;;;;
6124;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Berg en Dal;2011;0.0;;;;;;;;;
6125;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Berg en Dal;2012;0.0;;;;;;;;;
6126;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Berg en Dal;2013;0.0;;;;;;;;;
6127;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Berg en Dal;2014;0.0;;;;;;;;;
6128;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Berg en Dal;2015;0.0;;;;;;;;;
6129;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Berg en Dal;2016;0.1;;;;;;;;;
6130;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Bergambacht;2007;0.0;;;;;;;;;
6131;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Bergambacht;2008;0.0;;;;;;;;;
6132;Zelfstandige;B-E Nijverheid (geen bouw) en energie;Bergambacht;2009;0.0;;;;;;;;;
