ID;Geslacht;Leeftijd;RegioS;Perioden;Verkeersdoden_1
56;Totaal mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2023;36
57;Totaal mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2024;24
58;Totaal mannen en vrouwen;Totaal alle leeftijden;Fryslân (PV);1996;71
59;Totaal mannen en vrouwen;Totaal alle leeftijden;Fryslân (PV);1997;58
60;Totaal mannen en vrouwen;Totaal alle leeftijden;Fryslân (PV);1998;50
61;Totaal mannen en vrouwen;Totaal alle leeftijden;Fryslân (PV);1999;82
62;Totaal mannen en vrouwen;Totaal alle leeftijden;Fryslân (PV);2000;64
63;Totaal mannen en vrouwen;Totaal alle leeftijden;Fryslân (PV);2001;47
64;Totaal mannen en vrouwen;Totaal alle leeftijden;Fryslân (PV);2002;47
65;Totaal mannen en vrouwen;Totaal alle leeftijden;Fryslân (PV);2003;64
66;Totaal mannen en vrouwen;Totaal alle leeftijden;Fryslân (PV);2004;44
67;Totaal mannen en vrouwen;Totaal alle leeftijden;Fryslân (PV);2005;48
68;Totaal mannen en vrouwen;Totaal alle leeftijden;Fryslân (PV);2006;39
69;Totaal mannen en vrouwen;Totaal alle leeftijden;Fryslân (PV);2007;34
70;Totaal mannen en vrouwen;Totaal alle leeftijden;Fryslân (PV);2008;34
71;Totaal mannen en vrouwen;Totaal alle leeftijden;Fryslân (PV);2009;28
72;Totaal mannen en vrouwen;Totaal alle leeftijden;Fryslân (PV);2010;27
73;Totaal mannen en vrouwen;Totaal alle leeftijden;Fryslân (PV);2011;30
74;Totaal mannen en vrouwen;Totaal alle leeftijden;Fryslân (PV);2012;29
75;Totaal mannen en vrouwen;Totaal alle leeftijden;Fryslân (PV);2013;22
76;Totaal mannen en vrouwen;Totaal alle leeftijden;Fryslân (PV);2014;29
77;Totaal mannen en vrouwen;Totaal alle leeftijden;Fryslân (PV);2015;33
78;Totaal mannen en vrouwen;Totaal alle leeftijden;Fryslân (PV);2016;33
79;Totaal mannen en vrouwen;Totaal alle leeftijden;Fryslân (PV);2017;26
80;Totaal mannen en vrouwen;Totaal alle leeftijden;Fryslân (PV);2018;27
81;Totaal mannen en vrouwen;Totaal alle leeftijden;Fryslân (PV);2019;29
82;Totaal mannen en vrouwen;Totaal alle leeftijden;Fryslân (PV);2020;35
83;Totaal mannen en vrouwen;Totaal alle leeftijden;Fryslân (PV);2021;24
84;Totaal mannen en vrouwen;Totaal alle leeftijden;Fryslân (PV);2022;30
85;Totaal mannen en vrouwen;Totaal alle leeftijden;Fryslân (PV);2023;38
86;Totaal mannen en vrouwen;Totaal alle leeftijden;Fryslân (PV);2024;35
87;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);1996;46
88;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);1997;59
89;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);1998;53
90;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);1999;44
91;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);2000;46
92;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);2001;56
93;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);2002;55
94;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);2003;49
95;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);2004;34
96;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);2005;32
97;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);2006;42
98;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);2007;40
99;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);2008;35
100;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);2009;34
101;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);2010;30
102;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);2011;30
103;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);2012;33
104;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);2013;35
105;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);2014;26
106;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);2015;31
107;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);2016;29
108;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);2017;20
109;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);2018;26
110;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);2019;29
111;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);2020;29
112;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);2021;20
113;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);2022;39
114;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);2023;31
115;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);2024;28
116;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);1996;112
117;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);1997;104
118;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);1998;86
119;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);1999;104
120;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);2000;80
121;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);2001;84
122;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);2002;65
123;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);2003;89
124;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);2004;72
125;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);2005;70
126;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);2006;61
127;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);2007;50
128;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);2008;53
129;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);2009;63
130;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);2010;53
131;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);2011;49
132;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);2012;65
133;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);2013;52
134;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);2014;52
135;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);2015;41
136;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);2016;59
137;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);2017;65
138;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);2018;49
139;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);2019;57
140;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);2020;47
141;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);2021;34
142;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);2022;65
143;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);2023;45
144;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);2024;55
145;Totaal mannen en vrouwen;Totaal alle leeftijden;Flevoland (PV);1996;25
146;Totaal mannen en vrouwen;Totaal alle leeftijden;Flevoland (PV);1997;30
147;Totaal mannen en vrouwen;Totaal alle leeftijden;Flevoland (PV);1998;21
148;Totaal mannen en vrouwen;Totaal alle leeftijden;Flevoland (PV);1999;27
149;Totaal mannen en vrouwen;Totaal alle leeftijden;Flevoland (PV);2000;39
150;Totaal mannen en vrouwen;Totaal alle leeftijden;Flevoland (PV);2001;19
151;Totaal mannen en vrouwen;Totaal alle leeftijden;Flevoland (PV);2002;23
152;Totaal mannen en vrouwen;Totaal alle leeftijden;Flevoland (PV);2003;34
153;Totaal mannen en vrouwen;Totaal alle leeftijden;Flevoland (PV);2004;22
154;Totaal mannen en vrouwen;Totaal alle leeftijden;Flevoland (PV);2005;20
155;Totaal mannen en vrouwen;Totaal alle leeftijden;Flevoland (PV);2006;12
156;Totaal mannen en vrouwen;Totaal alle leeftijden;Flevoland (PV);2007;16
157;Totaal mannen en vrouwen;Totaal alle leeftijden;Flevoland (PV);2008;12
158;Totaal mannen en vrouwen;Totaal alle leeftijden;Flevoland (PV);2009;14
159;Totaal mannen en vrouwen;Totaal alle leeftijden;Flevoland (PV);2010;21
160;Totaal mannen en vrouwen;Totaal alle leeftijden;Flevoland (PV);2011;14
161;Totaal mannen en vrouwen;Totaal alle leeftijden;Flevoland (PV);2012;14
162;Totaal mannen en vrouwen;Totaal alle leeftijden;Flevoland (PV);2013;11
163;Totaal mannen en vrouwen;Totaal alle leeftijden;Flevoland (PV);2014;9
164;Totaal mannen en vrouwen;Totaal alle leeftijden;Flevoland (PV);2015;12
165;Totaal mannen en vrouwen;Totaal alle leeftijden;Flevoland (PV);2016;11
166;Totaal mannen en vrouwen;Totaal alle leeftijden;Flevoland (PV);2017;10
167;Totaal mannen en vrouwen;Totaal alle leeftijden;Flevoland (PV);2018;10
168;Totaal mannen en vrouwen;Totaal alle leeftijden;Flevoland (PV);2019;16
169;Totaal mannen en vrouwen;Totaal alle leeftijden;Flevoland (PV);2020;10
170;Totaal mannen en vrouwen;Totaal alle leeftijden;Flevoland (PV);2021;17
171;Totaal mannen en vrouwen;Totaal alle leeftijden;Flevoland (PV);2022;17
172;Totaal mannen en vrouwen;Totaal alle leeftijden;Flevoland (PV);2023;11
173;Totaal mannen en vrouwen;Totaal alle leeftijden;Flevoland (PV);2024;17
174;Totaal mannen en vrouwen;Totaal alle leeftijden;Gelderland (PV);1996;159
175;Totaal mannen en vrouwen;Totaal alle leeftijden;Gelderland (PV);1997;185
176;Totaal mannen en vrouwen;Totaal alle leeftijden;Gelderland (PV);1998;135
177;Totaal mannen en vrouwen;Totaal alle leeftijden;Gelderland (PV);1999;175
178;Totaal mannen en vrouwen;Totaal alle leeftijden;Gelderland (PV);2000;169
179;Totaal mannen en vrouwen;Totaal alle leeftijden;Gelderland (PV);2001;122
180;Totaal mannen en vrouwen;Totaal alle leeftijden;Gelderland (PV);2002;140
181;Totaal mannen en vrouwen;Totaal alle leeftijden;Gelderland (PV);2003;148
182;Totaal mannen en vrouwen;Totaal alle leeftijden;Gelderland (PV);2004;131
183;Totaal mannen en vrouwen;Totaal alle leeftijden;Gelderland (PV);2005;116
184;Totaal mannen en vrouwen;Totaal alle leeftijden;Gelderland (PV);2006;131
185;Totaal mannen en vrouwen;Totaal alle leeftijden;Gelderland (PV);2007;116
186;Totaal mannen en vrouwen;Totaal alle leeftijden;Gelderland (PV);2008;124
187;Totaal mannen en vrouwen;Totaal alle leeftijden;Gelderland (PV);2009;97
188;Totaal mannen en vrouwen;Totaal alle leeftijden;Gelderland (PV);2010;84
189;Totaal mannen en vrouwen;Totaal alle leeftijden;Gelderland (PV);2011;85
190;Totaal mannen en vrouwen;Totaal alle leeftijden;Gelderland (PV);2012;98
191;Totaal mannen en vrouwen;Totaal alle leeftijden;Gelderland (PV);2013;99
192;Totaal mannen en vrouwen;Totaal alle leeftijden;Gelderland (PV);2014;77
193;Totaal mannen en vrouwen;Totaal alle leeftijden;Gelderland (PV);2015;83
194;Totaal mannen en vrouwen;Totaal alle leeftijden;Gelderland (PV);2016;98
195;Totaal mannen en vrouwen;Totaal alle leeftijden;Gelderland (PV);2017;83
196;Totaal mannen en vrouwen;Totaal alle leeftijden;Gelderland (PV);2018;93
197;Totaal mannen en vrouwen;Totaal alle leeftijden;Gelderland (PV);2019;87
198;Totaal mannen en vrouwen;Totaal alle leeftijden;Gelderland (PV);2020;85
199;Totaal mannen en vrouwen;Totaal alle leeftijden;Gelderland (PV);2021;94
200;Totaal mannen en vrouwen;Totaal alle leeftijden;Gelderland (PV);2022;103
201;Totaal mannen en vrouwen;Totaal alle leeftijden;Gelderland (PV);2023;99
202;Totaal mannen en vrouwen;Totaal alle leeftijden;Gelderland (PV);2024;109
203;Totaal mannen en vrouwen;Totaal alle leeftijden;Utrecht (PV);1996;90
204;Totaal mannen en vrouwen;Totaal alle leeftijden;Utrecht (PV);1997;75
205;Totaal mannen en vrouwen;Totaal alle leeftijden;Utrecht (PV);1998;65
206;Totaal mannen en vrouwen;Totaal alle leeftijden;Utrecht (PV);1999;76
207;Totaal mannen en vrouwen;Totaal alle leeftijden;Utrecht (PV);2000;57
208;Totaal mannen en vrouwen;Totaal alle leeftijden;Utrecht (PV);2001;55
209;Totaal mannen en vrouwen;Totaal alle leeftijden;Utrecht (PV);2002;53
210;Totaal mannen en vrouwen;Totaal alle leeftijden;Utrecht (PV);2003;55
211;Totaal mannen en vrouwen;Totaal alle leeftijden;Utrecht (PV);2004;45
212;Totaal mannen en vrouwen;Totaal alle leeftijden;Utrecht (PV);2005;50
213;Totaal mannen en vrouwen;Totaal alle leeftijden;Utrecht (PV);2006;45
214;Totaal mannen en vrouwen;Totaal alle leeftijden;Utrecht (PV);2007;54
215;Totaal mannen en vrouwen;Totaal alle leeftijden;Utrecht (PV);2008;51
216;Totaal mannen en vrouwen;Totaal alle leeftijden;Utrecht (PV);2009;42
217;Totaal mannen en vrouwen;Totaal alle leeftijden;Utrecht (PV);2010;38
218;Totaal mannen en vrouwen;Totaal alle leeftijden;Utrecht (PV);2011;38
219;Totaal mannen en vrouwen;Totaal alle leeftijden;Utrecht (PV);2012;34
220;Totaal mannen en vrouwen;Totaal alle leeftijden;Utrecht (PV);2013;23
221;Totaal mannen en vrouwen;Totaal alle leeftijden;Utrecht (PV);2014;34
222;Totaal mannen en vrouwen;Totaal alle leeftijden;Utrecht (PV);2015;36
223;Totaal mannen en vrouwen;Totaal alle leeftijden;Utrecht (PV);2016;44
224;Totaal mannen en vrouwen;Totaal alle leeftijden;Utrecht (PV);2017;40
225;Totaal mannen en vrouwen;Totaal alle leeftijden;Utrecht (PV);2018;33
226;Totaal mannen en vrouwen;Totaal alle leeftijden;Utrecht (PV);2019;45
227;Totaal mannen en vrouwen;Totaal alle leeftijden;Utrecht (PV);2020;33
228;Totaal mannen en vrouwen;Totaal alle leeftijden;Utrecht (PV);2021;47
229;Totaal mannen en vrouwen;Totaal alle leeftijden;Utrecht (PV);2022;41
230;Totaal mannen en vrouwen;Totaal alle leeftijden;Utrecht (PV);2023;40
231;Totaal mannen en vrouwen;Totaal alle leeftijden;Utrecht (PV);2024;50
232;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Holland (PV);1996;159
233;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Holland (PV);1997;149
234;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Holland (PV);1998;163
235;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Holland (PV);1999;155
236;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Holland (PV);2000;166
237;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Holland (PV);2001;151
238;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Holland (PV);2002;137
239;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Holland (PV);2003;142
240;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Holland (PV);2004;103
241;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Holland (PV);2005;113
242;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Holland (PV);2006;105
243;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Holland (PV);2007;109
244;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Holland (PV);2008;92
245;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Holland (PV);2009;103
246;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Holland (PV);2010;80
247;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Holland (PV);2011;99
248;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Holland (PV);2012;89
249;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Holland (PV);2013;70
250;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Holland (PV);2014;72
251;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Holland (PV);2015;78
252;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Holland (PV);2016;86
253;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Holland (PV);2017;81
254;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Holland (PV);2018;90
255;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Holland (PV);2019;87
256;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Holland (PV);2020;87
257;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Holland (PV);2021;88
258;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Holland (PV);2022;92
259;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Holland (PV);2023;87
260;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Holland (PV);2024;80
261;Totaal mannen en vrouwen;Totaal alle leeftijden;Zuid-Holland (PV);1996;175
262;Totaal mannen en vrouwen;Totaal alle leeftijden;Zuid-Holland (PV);1997;155
263;Totaal mannen en vrouwen;Totaal alle leeftijden;Zuid-Holland (PV);1998;198
264;Totaal mannen en vrouwen;Totaal alle leeftijden;Zuid-Holland (PV);1999;175
265;Totaal mannen en vrouwen;Totaal alle leeftijden;Zuid-Holland (PV);2000;159
266;Totaal mannen en vrouwen;Totaal alle leeftijden;Zuid-Holland (PV);2001;150
267;Totaal mannen en vrouwen;Totaal alle leeftijden;Zuid-Holland (PV);2002;171
268;Totaal mannen en vrouwen;Totaal alle leeftijden;Zuid-Holland (PV);2003;157
269;Totaal mannen en vrouwen;Totaal alle leeftijden;Zuid-Holland (PV);2004;126
270;Totaal mannen en vrouwen;Totaal alle leeftijden;Zuid-Holland (PV);2005;95
271;Totaal mannen en vrouwen;Totaal alle leeftijden;Zuid-Holland (PV);2006;120
272;Totaal mannen en vrouwen;Totaal alle leeftijden;Zuid-Holland (PV);2007;113
273;Totaal mannen en vrouwen;Totaal alle leeftijden;Zuid-Holland (PV);2008;93
274;Totaal mannen en vrouwen;Totaal alle leeftijden;Zuid-Holland (PV);2009;117
275;Totaal mannen en vrouwen;Totaal alle leeftijden;Zuid-Holland (PV);2010;94
276;Totaal mannen en vrouwen;Totaal alle leeftijden;Zuid-Holland (PV);2011;98
277;Totaal mannen en vrouwen;Totaal alle leeftijden;Zuid-Holland (PV);2012;95
278;Totaal mannen en vrouwen;Totaal alle leeftijden;Zuid-Holland (PV);2013;84
279;Totaal mannen en vrouwen;Totaal alle leeftijden;Zuid-Holland (PV);2014;78
280;Totaal mannen en vrouwen;Totaal alle leeftijden;Zuid-Holland (PV);2015;88
281;Totaal mannen en vrouwen;Totaal alle leeftijden;Zuid-Holland (PV);2016;70
282;Totaal mannen en vrouwen;Totaal alle leeftijden;Zuid-Holland (PV);2017;97
283;Totaal mannen en vrouwen;Totaal alle leeftijden;Zuid-Holland (PV);2018;100
284;Totaal mannen en vrouwen;Totaal alle leeftijden;Zuid-Holland (PV);2019;85
285;Totaal mannen en vrouwen;Totaal alle leeftijden;Zuid-Holland (PV);2020;83
286;Totaal mannen en vrouwen;Totaal alle leeftijden;Zuid-Holland (PV);2021;94
287;Totaal mannen en vrouwen;Totaal alle leeftijden;Zuid-Holland (PV);2022;114
288;Totaal mannen en vrouwen;Totaal alle leeftijden;Zuid-Holland (PV);2023;101
289;Totaal mannen en vrouwen;Totaal alle leeftijden;Zuid-Holland (PV);2024;107
290;Totaal mannen en vrouwen;Totaal alle leeftijden;Zeeland (PV);1996;39
291;Totaal mannen en vrouwen;Totaal alle leeftijden;Zeeland (PV);1997;53
292;Totaal mannen en vrouwen;Totaal alle leeftijden;Zeeland (PV);1998;44
293;Totaal mannen en vrouwen;Totaal alle leeftijden;Zeeland (PV);1999;43
294;Totaal mannen en vrouwen;Totaal alle leeftijden;Zeeland (PV);2000;36
295;Totaal mannen en vrouwen;Totaal alle leeftijden;Zeeland (PV);2001;36
296;Totaal mannen en vrouwen;Totaal alle leeftijden;Zeeland (PV);2002;30
297;Totaal mannen en vrouwen;Totaal alle leeftijden;Zeeland (PV);2003;25
298;Totaal mannen en vrouwen;Totaal alle leeftijden;Zeeland (PV);2004;25
299;Totaal mannen en vrouwen;Totaal alle leeftijden;Zeeland (PV);2005;24
300;Totaal mannen en vrouwen;Totaal alle leeftijden;Zeeland (PV);2006;39
301;Totaal mannen en vrouwen;Totaal alle leeftijden;Zeeland (PV);2007;21
302;Totaal mannen en vrouwen;Totaal alle leeftijden;Zeeland (PV);2008;30
303;Totaal mannen en vrouwen;Totaal alle leeftijden;Zeeland (PV);2009;23
304;Totaal mannen en vrouwen;Totaal alle leeftijden;Zeeland (PV);2010;30
305;Totaal mannen en vrouwen;Totaal alle leeftijden;Zeeland (PV);2011;21
306;Totaal mannen en vrouwen;Totaal alle leeftijden;Zeeland (PV);2012;16
307;Totaal mannen en vrouwen;Totaal alle leeftijden;Zeeland (PV);2013;20
308;Totaal mannen en vrouwen;Totaal alle leeftijden;Zeeland (PV);2014;33
309;Totaal mannen en vrouwen;Totaal alle leeftijden;Zeeland (PV);2015;21
310;Totaal mannen en vrouwen;Totaal alle leeftijden;Zeeland (PV);2016;22
311;Totaal mannen en vrouwen;Totaal alle leeftijden;Zeeland (PV);2017;22
312;Totaal mannen en vrouwen;Totaal alle leeftijden;Zeeland (PV);2018;20
313;Totaal mannen en vrouwen;Totaal alle leeftijden;Zeeland (PV);2019;13
314;Totaal mannen en vrouwen;Totaal alle leeftijden;Zeeland (PV);2020;22
315;Totaal mannen en vrouwen;Totaal alle leeftijden;Zeeland (PV);2021;11
316;Totaal mannen en vrouwen;Totaal alle leeftijden;Zeeland (PV);2022;23
317;Totaal mannen en vrouwen;Totaal alle leeftijden;Zeeland (PV);2023;19
318;Totaal mannen en vrouwen;Totaal alle leeftijden;Zeeland (PV);2024;19
319;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Brabant (PV);1996;237
320;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Brabant (PV);1997;218
321;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Brabant (PV);1998;191
322;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Brabant (PV);1999;196
323;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Brabant (PV);2000;221
324;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Brabant (PV);2001;212
325;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Brabant (PV);2002;202
326;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Brabant (PV);2003;193
327;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Brabant (PV);2004;170
328;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Brabant (PV);2005;169
329;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Brabant (PV);2006;130
