ID;Geslacht;Leeftijd;Migratieachtergrond;Migratiereden;SociaaleconomischeCategorie;Verblijfsduur;JaarVanImmigratie;Immigranten_1
40;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;3 jaar;2003;107215.0
41;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;3 jaar;2004 ;97115.0
42;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;3 jaar;2005 ;96220.0
43;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;3 jaar;2006;104985.0
44;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;3 jaar;2007 ;121115.0
45;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;3 jaar;2008;147865.0
46;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;3 jaar;2009;150755.0
47;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;3 jaar;2010 ;154295.0
48;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;3 jaar;2011;163400.0
49;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;3 jaar;2012 ;158790.0
50;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;3 jaar;2013 ;165020.0
51;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;3 jaar;2014 ;183440.0
52;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;3 jaar;2015 ;
53;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;3 jaar;2016;
54;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;4 jaar;1999 ;120935.0
55;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;4 jaar;2000 ;135595.0
56;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;4 jaar;2001;135785.0
57;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;4 jaar;2002 ;124590.0
58;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;4 jaar;2003;107215.0
59;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;4 jaar;2004 ;97115.0
60;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;4 jaar;2005 ;96220.0
61;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;4 jaar;2006;104985.0
62;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;4 jaar;2007 ;121115.0
63;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;4 jaar;2008;147865.0
64;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;4 jaar;2009;150755.0
65;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;4 jaar;2010 ;154295.0
66;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;4 jaar;2011;163400.0
67;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;4 jaar;2012 ;158790.0
68;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;4 jaar;2013 ;165020.0
69;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;4 jaar;2014 ;
70;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;4 jaar;2015 ;
71;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;4 jaar;2016;
72;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;5 jaar;1999 ;120935.0
73;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;5 jaar;2000 ;135595.0
74;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;5 jaar;2001;135785.0
75;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;5 jaar;2002 ;124590.0
76;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;5 jaar;2003;107215.0
77;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;5 jaar;2004 ;97115.0
78;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;5 jaar;2005 ;96220.0
79;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;5 jaar;2006;104985.0
80;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;5 jaar;2007 ;121115.0
81;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;5 jaar;2008;147865.0
82;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;5 jaar;2009;150755.0
83;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;5 jaar;2010 ;154295.0
84;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;5 jaar;2011;163400.0
85;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;5 jaar;2012 ;158790.0
86;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;5 jaar;2013 ;
87;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;5 jaar;2014 ;
88;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;5 jaar;2015 ;
89;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;5 jaar;2016;
90;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;6 jaar;1999 ;120935.0
91;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;6 jaar;2000 ;135595.0
92;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;6 jaar;2001;135785.0
93;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;6 jaar;2002 ;124590.0
94;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;6 jaar;2003;107215.0
95;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;6 jaar;2004 ;97115.0
96;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;6 jaar;2005 ;96220.0
97;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;6 jaar;2006;104985.0
98;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;6 jaar;2007 ;121115.0
99;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;6 jaar;2008;147865.0
100;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;6 jaar;2009;150755.0
101;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;6 jaar;2010 ;154295.0
102;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;6 jaar;2011;163400.0
103;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;6 jaar;2012 ;
104;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;6 jaar;2013 ;
105;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;6 jaar;2014 ;
106;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;6 jaar;2015 ;
107;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;6 jaar;2016;
108;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;7 jaar;1999 ;120935.0
109;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;7 jaar;2000 ;135595.0
110;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;7 jaar;2001;135785.0
111;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;7 jaar;2002 ;124590.0
112;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;7 jaar;2003;107215.0
113;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;7 jaar;2004 ;97115.0
114;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;7 jaar;2005 ;96220.0
115;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;7 jaar;2006;104985.0
116;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;7 jaar;2007 ;121115.0
117;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;7 jaar;2008;147865.0
118;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;7 jaar;2009;150755.0
119;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;7 jaar;2010 ;154295.0
120;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;7 jaar;2011;
121;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;7 jaar;2012 ;
122;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;7 jaar;2013 ;
123;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;7 jaar;2014 ;
124;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;7 jaar;2015 ;
125;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;7 jaar;2016;
126;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;8 jaar;1999 ;120935.0
127;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;8 jaar;2000 ;135595.0
128;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;8 jaar;2001;135785.0
129;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;8 jaar;2002 ;124590.0
130;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;8 jaar;2003;107215.0
131;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;8 jaar;2004 ;97115.0
132;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;8 jaar;2005 ;96220.0
133;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;8 jaar;2006;104985.0
134;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;8 jaar;2007 ;121115.0
135;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;8 jaar;2008;147865.0
136;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;8 jaar;2009;150755.0
137;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;8 jaar;2010 ;
138;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;8 jaar;2011;
139;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;8 jaar;2012 ;
140;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;8 jaar;2013 ;
141;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;8 jaar;2014 ;
142;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;8 jaar;2015 ;
143;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;8 jaar;2016;
144;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;9 jaar;1999 ;120935.0
145;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;9 jaar;2000 ;135595.0
146;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;9 jaar;2001;135785.0
147;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;9 jaar;2002 ;124590.0
148;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;9 jaar;2003;107215.0
149;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;9 jaar;2004 ;97115.0
150;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;9 jaar;2005 ;96220.0
151;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;9 jaar;2006;104985.0
152;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;9 jaar;2007 ;121115.0
153;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;9 jaar;2008;147865.0
154;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;9 jaar;2009;
155;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;9 jaar;2010 ;
156;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;9 jaar;2011;
157;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;9 jaar;2012 ;
158;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;9 jaar;2013 ;
159;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;9 jaar;2014 ;
160;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;9 jaar;2015 ;
161;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;9 jaar;2016;
162;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;10 jaar;1999 ;120935.0
163;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;10 jaar;2000 ;135595.0
164;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;10 jaar;2001;135785.0
165;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;10 jaar;2002 ;124590.0
166;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;10 jaar;2003;107215.0
167;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;10 jaar;2004 ;97115.0
168;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;10 jaar;2005 ;96220.0
169;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;10 jaar;2006;104985.0
170;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;10 jaar;2007 ;121115.0
171;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;10 jaar;2008;
172;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;10 jaar;2009;
173;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;10 jaar;2010 ;
174;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;10 jaar;2011;
175;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;10 jaar;2012 ;
176;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;10 jaar;2013 ;
177;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;10 jaar;2014 ;
178;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;10 jaar;2015 ;
179;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;10 jaar;2016;
180;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;1 jaar;1999 ;33605.0
181;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;1 jaar;2000 ;37550.0
182;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;1 jaar;2001;37175.0
183;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;1 jaar;2002 ;33125.0
184;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;1 jaar;2003;27575.0
185;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;1 jaar;2004 ;25730.0
186;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;1 jaar;2005 ;26825.0
187;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;1 jaar;2006;32265.0
188;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;1 jaar;2007 ;38605.0
189;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;1 jaar;2008;45910.0
190;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;1 jaar;2009;42360.0
191;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;1 jaar;2010 ;43930.0
192;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;1 jaar;2011;46555.0
193;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;1 jaar;2012 ;43535.0
194;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;1 jaar;2013 ;44810.0
195;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;1 jaar;2014 ;51425.0
196;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;1 jaar;2015 ;54360.0
197;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;1 jaar;2016;
198;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;2 jaar;1999 ;34015.0
199;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;2 jaar;2000 ;35640.0
200;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;2 jaar;2001;34590.0
201;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;2 jaar;2002 ;30355.0
202;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;2 jaar;2003;26890.0
203;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;2 jaar;2004 ;25720.0
204;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;2 jaar;2005 ;26885.0
205;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;2 jaar;2006;31190.0
206;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;2 jaar;2007 ;35910.0
207;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;2 jaar;2008;41735.0
208;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;2 jaar;2009;40120.0
209;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;2 jaar;2010 ;39870.0
210;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;2 jaar;2011;41620.0
211;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;2 jaar;2012 ;39835.0
212;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;2 jaar;2013 ;41895.0
213;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;2 jaar;2014 ;46795.0
214;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;2 jaar;2015 ;
215;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;2 jaar;2016;
216;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;3 jaar;1999 ;33025.0
217;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;3 jaar;2000 ;33850.0
218;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;3 jaar;2001;31990.0
219;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;3 jaar;2002 ;29285.0
220;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;3 jaar;2003;26650.0
221;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;3 jaar;2004 ;26385.0
222;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;3 jaar;2005 ;26845.0
223;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;3 jaar;2006;29435.0
224;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;3 jaar;2007 ;33895.0
225;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;3 jaar;2008;40155.0
226;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;3 jaar;2009;37760.0
227;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;3 jaar;2010 ;36730.0
228;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;3 jaar;2011;38965.0
229;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;3 jaar;2012 ;38195.0
230;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;3 jaar;2013 ;39975.0
231;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;3 jaar;2014 ;
232;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;3 jaar;2015 ;
233;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;3 jaar;2016;
234;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;4 jaar;1999 ;31700.0
235;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;4 jaar;2000 ;31965.0
236;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;4 jaar;2001;31275.0
237;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;4 jaar;2002 ;29160.0
238;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;4 jaar;2003;27230.0
239;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;4 jaar;2004 ;26525.0
240;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;4 jaar;2005 ;25680.0
241;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;4 jaar;2006;27910.0
242;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;4 jaar;2007 ;33130.0
243;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;4 jaar;2008;38165.0
244;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;4 jaar;2009;35545.0
245;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;4 jaar;2010 ;35310.0
246;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;4 jaar;2011;37765.0
247;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;4 jaar;2012 ;36995.0
248;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;4 jaar;2013 ;
249;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;4 jaar;2014 ;
250;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;4 jaar;2015 ;
251;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;4 jaar;2016;
252;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;5 jaar;1999 ;30220.0
253;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;5 jaar;2000 ;31170.0
254;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;5 jaar;2001;31410.0
255;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;5 jaar;2002 ;30135.0
256;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;5 jaar;2003;27805.0
257;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;5 jaar;2004 ;25610.0
258;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;5 jaar;2005 ;24745.0
259;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;5 jaar;2006;27355.0
260;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Werknemer en zelfstandige;5 jaar;2007 ;31620.0
