ID;Geslacht;Leeftijd;BurgerlijkeStaat;CaribischNederland;Perioden;BevolkingOp1Januari_1
28;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Sint Eustatius;2011;3611.0
29;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Sint Eustatius;2012;3792.0
30;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Sint Eustatius;2013;3897.0
31;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Sint Eustatius;2014;4020.0
32;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Sint Eustatius;2015;3877.0
33;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Sint Eustatius;2016;3193.0
34;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Sint Eustatius;2017;3250.0
35;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Sint Eustatius;2018;3348.0
36;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Sint Eustatius;2019;3138.0
37;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Sint Eustatius;2020;3139.0
38;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Sint Eustatius;2021;3142.0
39;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Sint Eustatius;2022;3242.0
40;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Sint Eustatius;2023;3293.0
41;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Sint Eustatius;2024;3204.0
42;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Saba;2011;1797.0
43;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Saba;2012;1971.0
44;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Saba;2013;1991.0
45;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Saba;2014;1846.0
46;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Saba;2015;1811.0
47;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Saba;2016;1947.0
48;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Saba;2017;2010.0
49;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Saba;2018;2155.0
50;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Saba;2019;1915.0
51;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Saba;2020;1933.0
52;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Saba;2021;1918.0
53;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Saba;2022;1911.0
54;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Saba;2023;2035.0
55;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Saba;2024;2060.0
56;Totaal mannen en vrouwen;Totaal;Ongehuwd;Caribisch Nederland;2011;12322.0
57;Totaal mannen en vrouwen;Totaal;Ongehuwd;Caribisch Nederland;2012;13061.0
58;Totaal mannen en vrouwen;Totaal;Ongehuwd;Caribisch Nederland;2013;13684.0
59;Totaal mannen en vrouwen;Totaal;Ongehuwd;Caribisch Nederland;2014;14256.0
60;Totaal mannen en vrouwen;Totaal;Ongehuwd;Caribisch Nederland;2015;14431.0
61;Totaal mannen en vrouwen;Totaal;Ongehuwd;Caribisch Nederland;2016;14388.0
62;Totaal mannen en vrouwen;Totaal;Ongehuwd;Caribisch Nederland;2017;14194.0
63;Totaal mannen en vrouwen;Totaal;Ongehuwd;Caribisch Nederland;2018;14578.0
64;Totaal mannen en vrouwen;Totaal;Ongehuwd;Caribisch Nederland;2019;14502.0
65;Totaal mannen en vrouwen;Totaal;Ongehuwd;Caribisch Nederland;2020;15014.0
66;Totaal mannen en vrouwen;Totaal;Ongehuwd;Caribisch Nederland;2021;15632.0
67;Totaal mannen en vrouwen;Totaal;Ongehuwd;Caribisch Nederland;2022;16251.0
68;Totaal mannen en vrouwen;Totaal;Ongehuwd;Caribisch Nederland;2023;17298.0
69;Totaal mannen en vrouwen;Totaal;Ongehuwd;Caribisch Nederland;2024;17978.0
70;Totaal mannen en vrouwen;Totaal;Ongehuwd;Bonaire;2011;8973.0
71;Totaal mannen en vrouwen;Totaal;Ongehuwd;Bonaire;2012;9437.0
72;Totaal mannen en vrouwen;Totaal;Ongehuwd;Bonaire;2013;9924.0
73;Totaal mannen en vrouwen;Totaal;Ongehuwd;Bonaire;2014;10577.0
74;Totaal mannen en vrouwen;Totaal;Ongehuwd;Bonaire;2015;10907.0
75;Totaal mannen en vrouwen;Totaal;Ongehuwd;Bonaire;2016;11240.0
76;Totaal mannen en vrouwen;Totaal;Ongehuwd;Bonaire;2017;10978.0
77;Totaal mannen en vrouwen;Totaal;Ongehuwd;Bonaire;2018;11150.0
78;Totaal mannen en vrouwen;Totaal;Ongehuwd;Bonaire;2019;11432.0
79;Totaal mannen en vrouwen;Totaal;Ongehuwd;Bonaire;2020;11920.0
80;Totaal mannen en vrouwen;Totaal;Ongehuwd;Bonaire;2021;12513.0
81;Totaal mannen en vrouwen;Totaal;Ongehuwd;Bonaire;2022;13053.0
82;Totaal mannen en vrouwen;Totaal;Ongehuwd;Bonaire;2023;13975.0
83;Totaal mannen en vrouwen;Totaal;Ongehuwd;Bonaire;2024;14692.0
84;Totaal mannen en vrouwen;Totaal;Ongehuwd;Sint Eustatius;2011;2231.0
85;Totaal mannen en vrouwen;Totaal;Ongehuwd;Sint Eustatius;2012;2339.0
86;Totaal mannen en vrouwen;Totaal;Ongehuwd;Sint Eustatius;2013;2433.0
87;Totaal mannen en vrouwen;Totaal;Ongehuwd;Sint Eustatius;2014;2520.0
88;Totaal mannen en vrouwen;Totaal;Ongehuwd;Sint Eustatius;2015;2412.0
89;Totaal mannen en vrouwen;Totaal;Ongehuwd;Sint Eustatius;2016;1924.0
90;Totaal mannen en vrouwen;Totaal;Ongehuwd;Sint Eustatius;2017;1958.0
91;Totaal mannen en vrouwen;Totaal;Ongehuwd;Sint Eustatius;2018;2025.0
92;Totaal mannen en vrouwen;Totaal;Ongehuwd;Sint Eustatius;2019;1895.0
93;Totaal mannen en vrouwen;Totaal;Ongehuwd;Sint Eustatius;2020;1897.0
94;Totaal mannen en vrouwen;Totaal;Ongehuwd;Sint Eustatius;2021;1917.0
95;Totaal mannen en vrouwen;Totaal;Ongehuwd;Sint Eustatius;2022;2016.0
96;Totaal mannen en vrouwen;Totaal;Ongehuwd;Sint Eustatius;2023;2033.0
97;Totaal mannen en vrouwen;Totaal;Ongehuwd;Sint Eustatius;2024;1977.0
98;Totaal mannen en vrouwen;Totaal;Ongehuwd;Saba;2011;1118.0
99;Totaal mannen en vrouwen;Totaal;Ongehuwd;Saba;2012;1285.0
100;Totaal mannen en vrouwen;Totaal;Ongehuwd;Saba;2013;1327.0
101;Totaal mannen en vrouwen;Totaal;Ongehuwd;Saba;2014;1159.0
102;Totaal mannen en vrouwen;Totaal;Ongehuwd;Saba;2015;1112.0
103;Totaal mannen en vrouwen;Totaal;Ongehuwd;Saba;2016;1224.0
104;Totaal mannen en vrouwen;Totaal;Ongehuwd;Saba;2017;1258.0
105;Totaal mannen en vrouwen;Totaal;Ongehuwd;Saba;2018;1403.0
106;Totaal mannen en vrouwen;Totaal;Ongehuwd;Saba;2019;1175.0
107;Totaal mannen en vrouwen;Totaal;Ongehuwd;Saba;2020;1197.0
108;Totaal mannen en vrouwen;Totaal;Ongehuwd;Saba;2021;1202.0
109;Totaal mannen en vrouwen;Totaal;Ongehuwd;Saba;2022;1182.0
110;Totaal mannen en vrouwen;Totaal;Ongehuwd;Saba;2023;1290.0
111;Totaal mannen en vrouwen;Totaal;Ongehuwd;Saba;2024;1309.0
112;Totaal mannen en vrouwen;Totaal;Gehuwd;Caribisch Nederland;2011;6596.0
113;Totaal mannen en vrouwen;Totaal;Gehuwd;Caribisch Nederland;2012;6914.0
114;Totaal mannen en vrouwen;Totaal;Gehuwd;Caribisch Nederland;2013;7193.0
115;Totaal mannen en vrouwen;Totaal;Gehuwd;Caribisch Nederland;2014;7480.0
116;Totaal mannen en vrouwen;Totaal;Gehuwd;Caribisch Nederland;2015;7556.0
117;Totaal mannen en vrouwen;Totaal;Gehuwd;Caribisch Nederland;2016;7448.0
118;Totaal mannen en vrouwen;Totaal;Gehuwd;Caribisch Nederland;2017;7432.0
119;Totaal mannen en vrouwen;Totaal;Gehuwd;Caribisch Nederland;2018;7572.0
120;Totaal mannen en vrouwen;Totaal;Gehuwd;Caribisch Nederland;2019;7654.0
121;Totaal mannen en vrouwen;Totaal;Gehuwd;Caribisch Nederland;2020;7835.0
122;Totaal mannen en vrouwen;Totaal;Gehuwd;Caribisch Nederland;2021;7890.0
123;Totaal mannen en vrouwen;Totaal;Gehuwd;Caribisch Nederland;2022;8050.0
124;Totaal mannen en vrouwen;Totaal;Gehuwd;Caribisch Nederland;2023;8532.0
125;Totaal mannen en vrouwen;Totaal;Gehuwd;Caribisch Nederland;2024;8767.0
126;Totaal mannen en vrouwen;Totaal;Gehuwd;Bonaire;2011;5011.0
127;Totaal mannen en vrouwen;Totaal;Gehuwd;Bonaire;2012;5279.0
128;Totaal mannen en vrouwen;Totaal;Gehuwd;Bonaire;2013;5569.0
129;Totaal mannen en vrouwen;Totaal;Gehuwd;Bonaire;2014;5823.0
130;Totaal mannen en vrouwen;Totaal;Gehuwd;Bonaire;2015;5910.0
131;Totaal mannen en vrouwen;Totaal;Gehuwd;Bonaire;2016;5978.0
132;Totaal mannen en vrouwen;Totaal;Gehuwd;Bonaire;2017;5941.0
133;Totaal mannen en vrouwen;Totaal;Gehuwd;Bonaire;2018;6060.0
134;Totaal mannen en vrouwen;Totaal;Gehuwd;Bonaire;2019;6235.0
135;Totaal mannen en vrouwen;Totaal;Gehuwd;Bonaire;2020;6431.0
136;Totaal mannen en vrouwen;Totaal;Gehuwd;Bonaire;2021;6535.0
137;Totaal mannen en vrouwen;Totaal;Gehuwd;Bonaire;2022;6720.0
138;Totaal mannen en vrouwen;Totaal;Gehuwd;Bonaire;2023;7177.0
139;Totaal mannen en vrouwen;Totaal;Gehuwd;Bonaire;2024;7438.0
140;Totaal mannen en vrouwen;Totaal;Gehuwd;Sint Eustatius;2011;1088.0
141;Totaal mannen en vrouwen;Totaal;Gehuwd;Sint Eustatius;2012;1144.0
142;Totaal mannen en vrouwen;Totaal;Gehuwd;Sint Eustatius;2013;1153.0
143;Totaal mannen en vrouwen;Totaal;Gehuwd;Sint Eustatius;2014;1169.0
144;Totaal mannen en vrouwen;Totaal;Gehuwd;Sint Eustatius;2015;1137.0
145;Totaal mannen en vrouwen;Totaal;Gehuwd;Sint Eustatius;2016;948.0
146;Totaal mannen en vrouwen;Totaal;Gehuwd;Sint Eustatius;2017;957.0
147;Totaal mannen en vrouwen;Totaal;Gehuwd;Sint Eustatius;2018;984.0
148;Totaal mannen en vrouwen;Totaal;Gehuwd;Sint Eustatius;2019;899.0
149;Totaal mannen en vrouwen;Totaal;Gehuwd;Sint Eustatius;2020;889.0
150;Totaal mannen en vrouwen;Totaal;Gehuwd;Sint Eustatius;2021;858.0
151;Totaal mannen en vrouwen;Totaal;Gehuwd;Sint Eustatius;2022;827.0
152;Totaal mannen en vrouwen;Totaal;Gehuwd;Sint Eustatius;2023;839.0
153;Totaal mannen en vrouwen;Totaal;Gehuwd;Sint Eustatius;2024;815.0
154;Totaal mannen en vrouwen;Totaal;Gehuwd;Saba;2011;497.0
155;Totaal mannen en vrouwen;Totaal;Gehuwd;Saba;2012;491.0
156;Totaal mannen en vrouwen;Totaal;Gehuwd;Saba;2013;471.0
157;Totaal mannen en vrouwen;Totaal;Gehuwd;Saba;2014;488.0
158;Totaal mannen en vrouwen;Totaal;Gehuwd;Saba;2015;509.0
159;Totaal mannen en vrouwen;Totaal;Gehuwd;Saba;2016;522.0
160;Totaal mannen en vrouwen;Totaal;Gehuwd;Saba;2017;534.0
161;Totaal mannen en vrouwen;Totaal;Gehuwd;Saba;2018;528.0
162;Totaal mannen en vrouwen;Totaal;Gehuwd;Saba;2019;520.0
163;Totaal mannen en vrouwen;Totaal;Gehuwd;Saba;2020;515.0
164;Totaal mannen en vrouwen;Totaal;Gehuwd;Saba;2021;497.0
165;Totaal mannen en vrouwen;Totaal;Gehuwd;Saba;2022;503.0
166;Totaal mannen en vrouwen;Totaal;Gehuwd;Saba;2023;516.0
167;Totaal mannen en vrouwen;Totaal;Gehuwd;Saba;2024;514.0
168;Totaal mannen en vrouwen;Totaal;Verweduwd;Caribisch Nederland;2011;576.0
169;Totaal mannen en vrouwen;Totaal;Verweduwd;Caribisch Nederland;2012;633.0
170;Totaal mannen en vrouwen;Totaal;Verweduwd;Caribisch Nederland;2013;643.0
171;Totaal mannen en vrouwen;Totaal;Verweduwd;Caribisch Nederland;2014;648.0
172;Totaal mannen en vrouwen;Totaal;Verweduwd;Caribisch Nederland;2015;659.0
173;Totaal mannen en vrouwen;Totaal;Verweduwd;Caribisch Nederland;2016;678.0
174;Totaal mannen en vrouwen;Totaal;Verweduwd;Caribisch Nederland;2017;691.0
175;Totaal mannen en vrouwen;Totaal;Verweduwd;Caribisch Nederland;2018;718.0
176;Totaal mannen en vrouwen;Totaal;Verweduwd;Caribisch Nederland;2019;717.0
177;Totaal mannen en vrouwen;Totaal;Verweduwd;Caribisch Nederland;2020;739.0
178;Totaal mannen en vrouwen;Totaal;Verweduwd;Caribisch Nederland;2021;761.0
179;Totaal mannen en vrouwen;Totaal;Verweduwd;Caribisch Nederland;2022;775.0
180;Totaal mannen en vrouwen;Totaal;Verweduwd;Caribisch Nederland;2023;824.0
181;Totaal mannen en vrouwen;Totaal;Verweduwd;Caribisch Nederland;2024;842.0
182;Totaal mannen en vrouwen;Totaal;Verweduwd;Bonaire;2011;435.0
183;Totaal mannen en vrouwen;Totaal;Verweduwd;Bonaire;2012;482.0
184;Totaal mannen en vrouwen;Totaal;Verweduwd;Bonaire;2013;489.0
185;Totaal mannen en vrouwen;Totaal;Verweduwd;Bonaire;2014;490.0
186;Totaal mannen en vrouwen;Totaal;Verweduwd;Bonaire;2015;507.0
187;Totaal mannen en vrouwen;Totaal;Verweduwd;Bonaire;2016;527.0
188;Totaal mannen en vrouwen;Totaal;Verweduwd;Bonaire;2017;540.0
189;Totaal mannen en vrouwen;Totaal;Verweduwd;Bonaire;2018;563.0
190;Totaal mannen en vrouwen;Totaal;Verweduwd;Bonaire;2019;564.0
191;Totaal mannen en vrouwen;Totaal;Verweduwd;Bonaire;2020;584.0
192;Totaal mannen en vrouwen;Totaal;Verweduwd;Bonaire;2021;610.0
193;Totaal mannen en vrouwen;Totaal;Verweduwd;Bonaire;2022;622.0
194;Totaal mannen en vrouwen;Totaal;Verweduwd;Bonaire;2023;665.0
195;Totaal mannen en vrouwen;Totaal;Verweduwd;Bonaire;2024;685.0
196;Totaal mannen en vrouwen;Totaal;Verweduwd;Sint Eustatius;2011;76.0
197;Totaal mannen en vrouwen;Totaal;Verweduwd;Sint Eustatius;2012;80.0
198;Totaal mannen en vrouwen;Totaal;Verweduwd;Sint Eustatius;2013;83.0
199;Totaal mannen en vrouwen;Totaal;Verweduwd;Sint Eustatius;2014;86.0
200;Totaal mannen en vrouwen;Totaal;Verweduwd;Sint Eustatius;2015;84.0
201;Totaal mannen en vrouwen;Totaal;Verweduwd;Sint Eustatius;2016;85.0
202;Totaal mannen en vrouwen;Totaal;Verweduwd;Sint Eustatius;2017;84.0
203;Totaal mannen en vrouwen;Totaal;Verweduwd;Sint Eustatius;2018;86.0
204;Totaal mannen en vrouwen;Totaal;Verweduwd;Sint Eustatius;2019;86.0
205;Totaal mannen en vrouwen;Totaal;Verweduwd;Sint Eustatius;2020;86.0
206;Totaal mannen en vrouwen;Totaal;Verweduwd;Sint Eustatius;2021;82.0
207;Totaal mannen en vrouwen;Totaal;Verweduwd;Sint Eustatius;2022;80.0
208;Totaal mannen en vrouwen;Totaal;Verweduwd;Sint Eustatius;2023;88.0
209;Totaal mannen en vrouwen;Totaal;Verweduwd;Sint Eustatius;2024;84.0
210;Totaal mannen en vrouwen;Totaal;Verweduwd;Saba;2011;65.0
211;Totaal mannen en vrouwen;Totaal;Verweduwd;Saba;2012;71.0
212;Totaal mannen en vrouwen;Totaal;Verweduwd;Saba;2013;71.0
213;Totaal mannen en vrouwen;Totaal;Verweduwd;Saba;2014;72.0
214;Totaal mannen en vrouwen;Totaal;Verweduwd;Saba;2015;68.0
215;Totaal mannen en vrouwen;Totaal;Verweduwd;Saba;2016;66.0
216;Totaal mannen en vrouwen;Totaal;Verweduwd;Saba;2017;67.0
217;Totaal mannen en vrouwen;Totaal;Verweduwd;Saba;2018;69.0
218;Totaal mannen en vrouwen;Totaal;Verweduwd;Saba;2019;67.0
219;Totaal mannen en vrouwen;Totaal;Verweduwd;Saba;2020;69.0
220;Totaal mannen en vrouwen;Totaal;Verweduwd;Saba;2021;69.0
221;Totaal mannen en vrouwen;Totaal;Verweduwd;Saba;2022;73.0
222;Totaal mannen en vrouwen;Totaal;Verweduwd;Saba;2023;71.0
223;Totaal mannen en vrouwen;Totaal;Verweduwd;Saba;2024;73.0
224;Totaal mannen en vrouwen;Totaal;Gescheiden;Caribisch Nederland;2011;1593.0
225;Totaal mannen en vrouwen;Totaal;Gescheiden;Caribisch Nederland;2012;1696.0
226;Totaal mannen en vrouwen;Totaal;Gescheiden;Caribisch Nederland;2013;1776.0
227;Totaal mannen en vrouwen;Totaal;Gescheiden;Caribisch Nederland;2014;1895.0
228;Totaal mannen en vrouwen;Totaal;Gescheiden;Caribisch Nederland;2015;1947.0
229;Totaal mannen en vrouwen;Totaal;Gescheiden;Caribisch Nederland;2016;2034.0
230;Totaal mannen en vrouwen;Totaal;Gescheiden;Caribisch Nederland;2017;2122.0
231;Totaal mannen en vrouwen;Totaal;Gescheiden;Caribisch Nederland;2018;2184.0
232;Totaal mannen en vrouwen;Totaal;Gescheiden;Caribisch Nederland;2019;2284.0
233;Totaal mannen en vrouwen;Totaal;Gescheiden;Caribisch Nederland;2020;2399.0
234;Totaal mannen en vrouwen;Totaal;Gescheiden;Caribisch Nederland;2021;2522.0
235;Totaal mannen en vrouwen;Totaal;Gescheiden;Caribisch Nederland;2022;2650.0
236;Totaal mannen en vrouwen;Totaal;Gescheiden;Caribisch Nederland;2023;2764.0
237;Totaal mannen en vrouwen;Totaal;Gescheiden;Caribisch Nederland;2024;2810.0
238;Totaal mannen en vrouwen;Totaal;Gescheiden;Bonaire;2011;1260.0
239;Totaal mannen en vrouwen;Totaal;Gescheiden;Bonaire;2012;1343.0
240;Totaal mannen en vrouwen;Totaal;Gescheiden;Bonaire;2013;1426.0
241;Totaal mannen en vrouwen;Totaal;Gescheiden;Bonaire;2014;1523.0
242;Totaal mannen en vrouwen;Totaal;Gescheiden;Bonaire;2015;1581.0
243;Totaal mannen en vrouwen;Totaal;Gescheiden;Bonaire;2016;1663.0
244;Totaal mannen en vrouwen;Totaal;Gescheiden;Bonaire;2017;1720.0
245;Totaal mannen en vrouwen;Totaal;Gescheiden;Bonaire;2018;1776.0
246;Totaal mannen en vrouwen;Totaal;Gescheiden;Bonaire;2019;1873.0
247;Totaal mannen en vrouwen;Totaal;Gescheiden;Bonaire;2020;1980.0
248;Totaal mannen en vrouwen;Totaal;Gescheiden;Bonaire;2021;2087.0
249;Totaal mannen en vrouwen;Totaal;Gescheiden;Bonaire;2022;2178.0
250;Totaal mannen en vrouwen;Totaal;Gescheiden;Bonaire;2023;2273.0
251;Totaal mannen en vrouwen;Totaal;Gescheiden;Bonaire;2024;2318.0
252;Totaal mannen en vrouwen;Totaal;Gescheiden;Sint Eustatius;2011;216.0
253;Totaal mannen en vrouwen;Totaal;Gescheiden;Sint Eustatius;2012;229.0
254;Totaal mannen en vrouwen;Totaal;Gescheiden;Sint Eustatius;2013;228.0
255;Totaal mannen en vrouwen;Totaal;Gescheiden;Sint Eustatius;2014;245.0
256;Totaal mannen en vrouwen;Totaal;Gescheiden;Sint Eustatius;2015;244.0
257;Totaal mannen en vrouwen;Totaal;Gescheiden;Sint Eustatius;2016;236.0
258;Totaal mannen en vrouwen;Totaal;Gescheiden;Sint Eustatius;2017;251.0
259;Totaal mannen en vrouwen;Totaal;Gescheiden;Sint Eustatius;2018;253.0
260;Totaal mannen en vrouwen;Totaal;Gescheiden;Sint Eustatius;2019;258.0
261;Totaal mannen en vrouwen;Totaal;Gescheiden;Sint Eustatius;2020;267.0
262;Totaal mannen en vrouwen;Totaal;Gescheiden;Sint Eustatius;2021;285.0
263;Totaal mannen en vrouwen;Totaal;Gescheiden;Sint Eustatius;2022;319.0
264;Totaal mannen en vrouwen;Totaal;Gescheiden;Sint Eustatius;2023;333.0
265;Totaal mannen en vrouwen;Totaal;Gescheiden;Sint Eustatius;2024;328.0
266;Totaal mannen en vrouwen;Totaal;Gescheiden;Saba;2011;117.0
267;Totaal mannen en vrouwen;Totaal;Gescheiden;Saba;2012;124.0
268;Totaal mannen en vrouwen;Totaal;Gescheiden;Saba;2013;122.0
269;Totaal mannen en vrouwen;Totaal;Gescheiden;Saba;2014;127.0
270;Totaal mannen en vrouwen;Totaal;Gescheiden;Saba;2015;122.0
271;Totaal mannen en vrouwen;Totaal;Gescheiden;Saba;2016;135.0
272;Totaal mannen en vrouwen;Totaal;Gescheiden;Saba;2017;151.0
273;Totaal mannen en vrouwen;Totaal;Gescheiden;Saba;2018;155.0
274;Totaal mannen en vrouwen;Totaal;Gescheiden;Saba;2019;153.0
275;Totaal mannen en vrouwen;Totaal;Gescheiden;Saba;2020;152.0
276;Totaal mannen en vrouwen;Totaal;Gescheiden;Saba;2021;150.0
277;Totaal mannen en vrouwen;Totaal;Gescheiden;Saba;2022;153.0
278;Totaal mannen en vrouwen;Totaal;Gescheiden;Saba;2023;158.0
279;Totaal mannen en vrouwen;Totaal;Gescheiden;Saba;2024;164.0
280;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Caribisch Nederland;2011;238.0
281;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Caribisch Nederland;2012;218.0
282;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Caribisch Nederland;2013;234.0
283;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Caribisch Nederland;2014;249.0
284;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Caribisch Nederland;2015;247.0
285;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Caribisch Nederland;2016;216.0
286;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Caribisch Nederland;2017;242.0
287;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Caribisch Nederland;2018;252.0
288;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Caribisch Nederland;2019;255.0
289;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Caribisch Nederland;2020;239.0
290;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Caribisch Nederland;2021;304.0
291;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Caribisch Nederland;2022;265.0
292;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Caribisch Nederland;2023;261.0
293;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Caribisch Nederland;2024;281.0
294;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Bonaire;2011;184.0
295;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Bonaire;2012;179.0
296;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Bonaire;2013;193.0
297;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Bonaire;2014;196.0
298;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Bonaire;2015;208.0
299;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Bonaire;2016;160.0
300;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Bonaire;2017;193.0
301;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Bonaire;2018;204.0
302;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Bonaire;2019;207.0
303;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Bonaire;2020;197.0
304;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Bonaire;2021;238.0
305;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Bonaire;2022;219.0
306;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Bonaire;2023;213.0
307;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Bonaire;2024;233.0
308;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Sint Eustatius;2011;41.0
