ID;InstitutioneleBeleggers;Perioden;TotaleWaarde_1;TotaleWaardeOnroerendeZaken_2;EigenGebruikBinnenland_3;TotaalNietEigenGebruik_4;TotaleWaarde_5;Binnenland_6;Buitenland_7;TotaleWaarde_8;Binnenland_9;Buitenland_10;TotaleWaardeObligaties_11;CentraleOverheid_12;LokaleOverheid_13;TotaleWaardeFinancieleInstellingen_14;Banken_15;OverigeFinancieleInstellingen_16;Overheidsbedrijven_17;ParticuliereBedrijven_18;IZWS_19;Buitenland_20;TotaleWaardeAandelen_21;TotaleWaardeFinancieleInstellingen_22;Banken_23;OverigeFinancieleInstellingen_24;Overheidsbedrijven_25;ParticuliereBedrijven_26;IZWS_27;Buitenland_28;TotaleWaardeDeelnemingen_29;TotaleWaardeFinancieleInstellingen_30;Banken_31;OverigeFinancieleBedrijven_32;ParticuliereBedrijven_33;Buitenland_34;TotaalWaardeVorderingen_35;TotaleWaardeFinancieleInstellingen_36;Banken_37;OverigeFinancieleInstellingen_38;ParticuliereBedrijven_39;Buitenland_40;TotaleWaardeHypothecaireLeningen_41;TotaleWaardeWoninghypotheken_42;OverigeFinancieleInstellingen_43;Overheidsbedrijven_44;ParticuliereBedrijven_45;IZWS_46;Huishoudens_47;Buitenland_48;TotaleWaardeOverigeHypotheken_49;SocialeFondsen_50;OverigeFinancieleInstellingen_51;Overheidsbedrijven_52;ParticuliereBedrijven_53;IZWS_54;Huishoudens_55;Buitenland_56;TotaleWaardeNietHypothecaireLenigen_57;CentraleOverheid_58;LokaleOverheid_59;SocialeFondsen_60;TotaleWaardeFinancieleInstellingen_61;Banken_62;OverigeFinancieleInstellingen_63;Overheidsbedrijven_64;ParticuliereBedrijven_65;IZWS_66;Huishoudens_67;Buitenland_68;TotaleWaardeKortKredietUG_69;CentraleOverheid_70;LokaleOverheid_71;SocialeFondsen_72;TotaleWaardeFinancieleInstellingen_73;Banken_74;OverigeFinancieleInstellingen_75;Overheidsbedrijven_76;ParticuliereBedrijven_77;IZWS_78;Huishoudens_79;Buitenland_80;TotaleWaardeKortlopendeWaardepapieren_81;CentraleOverheid_82;LokaleOverheid_83;SocialeFondsen_84;TotaleWaardeFinancieleInstellingen_85;Banken_86;OverigeFinancieleDiensten_87;Overheidsbedrijven_88;ParticuliereBedrijven_89;IZWS_90;Buitenland_91;TotaleWaardeTermijndeposito_92;Banken_93;Buitenland_94;TotaleWaardeTermijndepositoS_95;Banken_96;Buitenland_97;TotaleWaarde_98;Banken_99;Buitenland_100;TotaleWaardePassiva_101;TotaleWaardeLangKredietOG_102;CentraleOverheid_103;LokaleOverheid_104;SocialeFondsen_105;TotaleWaardeFinancieleInstellingen_106;Banken_107;OverigeFinancieleInstellingen_108;Overheidsbedrijven_109;ParticuliereBedrijven_110;IZWS_111;Huishoudens_112;Buitenland_113;TotaleWaardeObligaties_114;Binnenland_115;Buitenland_116;TotaleWaardeKortKredietOG_117;CentraleOverheid_118;LokaleOverheid_119;SocialeFondsen_120;TotaleWaardeFinancieleInstellingen_121;Banken_122;OverigeFinancieleInstellingen_123;Overheidsbedrijven_124;ParticuliereBedrijven_125;IZWS_126;Huishoudens_127;Buitenland_128;GestortAandelenkapitaal_129;Agioreserve_130
10;Alle institutionele beleggers;2001, 3e kwartaal;672239.2;39193.9;815.9;38378;20142.3;19941.2;201.1;18235.2;16688.9;1546.3;231268.7;51989.1;1246.3;18702.1;10377.9;8324.2;1496.6;2415.9;721.8;154697.4;263527.2;48058.6;11738.8;36319.8;208.7;32894.9;3.5;182361.7;1496.1;279.3;0;279.3;844.1;372.8;0.1;0.0;0;0.0;0.1;0;43899.4;42307.8;0.0;5.0;563.4;0;41597.1;142.4;1591.6;0.7;90.6;37.9;671.7;9.4;781.0;0;61633.3;2556.2;6799.7;10.2;24644.3;16613.6;8030.7;17842.1;3224.3;411.7;2145.0;4000.1;13822.2;11765.7;70.2;247.9;1279.1;433.1;846.0;128.4;95.0;0.0;34.4;201.7;15.0;0;0;0;11.3;11.3;0.0;0;0;0;3.7;9444.6;9296.8;147.7;204.9;143.3;61.7;7734.7;7607.7;126.7;9127.2;818.6;0;0.0;2.3;763.9;323.3;440.6;0.0;20.3;17.2;14.6;0.0;840.5;85.7;754.8;3883.0;7.0;0;261.0;3242.0;2491.5;750.5;27.8;48.3;0.0;0.0;296.9;841.6;2746.9
11;Alle institutionele beleggers;2001, 4e kwartaal;699059.8;40142.7;845.7;39297;20909.2;20604.1;305.1;18387.7;17111.2;1276.5;237590.7;54379.0;528.6;21577.4;11648.4;9929.0;1432.7;3160.0;28.2;156484.9;292633.8;54458.3;12328.4;42129.9;62.9;33802.6;3.3;204307.2;1479.7;273.6;0;273.6;846.4;359.5;0.2;0.1;0;0.1;0.1;0;42205.8;40559.1;0.0;4.7;593.0;0;39820.1;141.3;1646.7;0.0;96.1;35.3;754.7;10.0;750.6;0;58105.4;2697.4;6975.0;12.9;22918.9;15669.3;7249.6;15810.6;2761.6;509.6;2160.3;4258.0;12388.9;10600.7;47.8;242.4;1024.9;682.2;342.7;203.3;190.7;1.1;27.6;50.2;40.6;0;0;0;11.4;11.4;0.0;0;0;0;29.2;8787.8;8783.0;4.7;367.6;165.0;202.5;5317.4;5219.4;98.1;9556.8;753.6;0;0.0;2.3;704.2;286.5;417.7;15.5;0.0;16.6;14.8;0.0;842.3;87.5;754.8;4262.9;40.7;0;235.9;3450.8;1668.6;1782.2;15.5;45.2;0.0;0.0;474.7;857.0;2844.2
12;6601 6603 Verzekeringsmaatschappijen;1999, 1e kwartaal;224620.8;10942.4;420.4;10522;3691.2;3691.2;0.0;6830.8;6639.4;191.4;73489.9;37093.4;380.3;10198.5;6762.0;3436.5;547.3;2257.7;0.0;23012.2;65396.5;28116.5;10831.1;17285.4;355.0;18161.8;0.4;18762.3;213.7;130.1;0;130.1;35.6;47.9;0.0;0.0;0;0.0;0.0;0;26667.6;25450.8;0.0;5.9;0.0;0;25444.8;0.0;1216.8;0.0;65.1;2.7;445.0;0.0;704.1;0;23265.1;2324.7;2256.3;105.1;5502.0;3786.1;1715.9;11026.9;943.5;42.3;209.4;854.3;494.0;0.0;0.0;0.0;445.2;287.4;157.8;38.6;0.0;0.0;10.2;0.0;0.0;0;0;0;0.0;0.0;0.0;0;0;0;0.0;6580.4;6580.4;0.0;16.0;13.4;2.6;1609.4;1490.8;118.6;4436.2;855.8;0;0.0;0.0;855.7;572.6;283.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;290.9;0.0;0;0.0;194.9;65.2;129.7;0.0;0.0;0.0;96.0;0.0;1011.4;2278.0
13;6601 6603 Verzekeringsmaatschappijen;1999, 2e kwartaal;233270.9;10425.7;398.7;10027;3553.0;3553.0;0.0;6474.0;6286.0;188.0;74342.7;36812.4;380.7;10226.8;6728.2;3498.6;397.5;2122.5;0.0;24402.6;69922.6;30009.8;11416.7;18593.1;211.8;18684.4;0.4;21016.0;223.9;138.6;0;138.6;80.0;5.2;0.6;0.6;0;0.6;0.0;0;29233.1;27927.2;454.9;0.0;0.0;0;27472.3;0.0;1305.9;0.0;63.5;5.9;467.0;0.0;769.6;0;23428.0;2146.9;2296.0;107.2;5583.4;3711.3;1872.1;11187.2;976.7;36.5;216.9;877.6;560.3;0.0;0.0;0.0;555.7;102.1;453.6;0.0;0.0;0.0;4.7;0.0;0.0;0;0;0;0.0;0.0;0.0;0;0;0;0.0;6674.8;6674.8;0.0;61.7;8.4;53.3;2963.3;2892.1;71.2;4591.3;1076.1;0;0.0;0.0;1076.0;759.2;316.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;177.9;0.0;0;0.0;91.9;80.4;11.5;0.0;0.0;0.0;86.0;0.0;1040.0;2297.4
14;6601 6603 Verzekeringsmaatschappijen;1999, 3e kwartaal;234010.1;11360.4;459.4;10901;3826.9;3826.9;0.0;7074.3;6865.7;208.6;76421.5;37033.0;373.6;10706.9;7105.4;3601.5;338.4;2034.8;5.9;25929.3;70040.7;30121.7;11755.5;18366.2;73.1;18556.4;0.4;21288.4;217.9;132.7;0;132.7;36.8;48.3;0.0;0.0;0;0.0;0.0;0;30028.4;28733.7;5.7;0.0;0.0;0;28636.8;91.2;1294.7;0.0;65.7;2.8;441.9;0.0;784.3;0;38100.4;1983.9;2158.8;88.4;13959.7;9941.5;4018.2;12377.3;2839.8;37.6;2354.0;2301.1;310.3;0.0;0.0;0.0;306.3;64.2;242.1;0.0;0.0;0.0;4.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0;0;0;0.0;6448.6;6448.6;0.0;10.7;8.1;2.6;1070.9;1031.0;39.9;4910.3;917.9;0;0.0;0.0;907.0;565.8;341.2;0.0;0.0;0.0;0.0;10.9;0.0;0.0;0.0;763.5;0.0;0;0.0;678.6;539.0;139.6;0.0;0.0;0.0;85.0;0.0;1027.5;2136.7
15;6601 6603 Verzekeringsmaatschappijen;1999, 4e kwartaal;243931.9;11888.9;469.9;11419;3991.2;3991.2;0.0;7427.7;7337.5;90.2;76584.1;37861.3;455.6;10798.9;6185.3;4613.6;413.3;1884.6;1.3;25168.9;78779.0;34439.7;12886.0;21553.7;18.6;19728.9;0.3;24591.6;216.8;128.8;0;128.8;34.8;53.0;0.0;0.0;0;0.0;0.0;0;28934.8;27688.9;0.0;0.0;623.8;0;26979.4;85.7;1245.9;0.0;75.0;2.7;418.8;0.0;749.6;0;38627.8;1889.1;2065.4;25.0;16145.6;10647.4;5498.2;10910.4;2538.5;47.9;2005.0;2999.6;90.2;0.0;0.0;0.0;86.7;37.1;49.6;0.0;0.0;0.0;3.5;0.0;0.0;0;0;0;0.0;0.0;0.0;0;0;0;0.0;6821.7;6821.8;0.0;101.7;69.4;32.3;1886.8;1843.0;43.8;5401.7;775.7;0;0.0;0.0;764.9;458.9;306.0;0.0;0.0;0.0;0.0;10.9;968.0;234.7;733.3;407.9;0.0;0;0.0;324.4;267.7;56.7;0.0;0.0;0.0;83.4;0.0;935.5;2245.7
16;6601 6603 Verzekeringsmaatschappijen;2000, 1e kwartaal;251466.8;12781.4;492.4;12289;4139.6;4139.6;0.0;8149.7;8052.1;97.6;78910.2;38614.0;430.9;11220.0;6524.1;4695.9;401.2;1857.5;1.2;26386.1;81969.5;34653.3;12585.7;22067.6;41.3;20582.2;0.3;26692.4;229.6;133.4;0;133.4;35.3;60.5;0.0;0.0;0;0.0;0.0;0;30028.8;28741.6;0.0;0.0;696.2;0;27958.4;87.1;1287.2;0.0;72.4;2.6;438.2;0.0;774.0;0;38449.4;1874.9;2028.9;13.5;15982.9;10548.9;5434.0;10927.6;2533.8;59.9;2042.4;2985.3;80.2;0.0;0.0;0.0;73.8;40.2;33.6;6.5;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0;0;0;0.0;6690.8;6690.6;0.0;79.8;79.3;0.5;2246.7;2189.6;57.2;6527.4;864.3;0;0.0;0.0;853.1;529.1;324.0;0.0;0.0;0.0;0.0;11.1;920.4;178.8;741.6;1443.8;0.0;0;2.3;1348.9;1280.7;68.2;0.0;0.0;0.0;88.3;4.3;949.4;2278.7
17;6601 6603 Verzekeringsmaatschappijen;2000, 2e kwartaal;253604.1;13069.8;494.8;12575;4172.6;4172.6;0.0;8402.1;8303.9;98.2;78184.7;36879.4;375.6;11484.4;6334.5;5149.9;368.2;1929.5;0.0;27148.0;83448.6;35412.2;15625.2;19787.0;55.4;21706.0;0.3;26274.9;284.2;187.3;0;187.3;35.3;61.2;0.0;0.0;0;0.0;0.0;0;30801.8;29501.9;0.0;0.0;745.2;0;28669.6;87.1;1299.9;0.0;72.4;2.6;432.0;0.0;792.9;0;38076.8;1812.9;1969.0;16.2;15731.4;10277.8;5453.6;10809.9;2684.2;59.7;2039.3;2954.3;144.9;0.0;0.0;0.0;144.9;121.9;23.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0;0;0;0.0;6638.8;6638.8;0.0;8.0;7.5;0.5;2946.3;2885.9;60.4;5465.9;629.7;0;0.0;0.0;615.7;304.6;311.1;0.0;0.0;0.0;0.0;13.6;901.8;160.2;741.6;543.4;0.0;0;0.0;422.6;392.0;30.6;0.0;0.0;0.0;109.3;11.5;1007.8;2303.0
18;6601 6603 Verzekeringsmaatschappijen;2000, 3e kwartaal;259487.7;12070.6;507.6;11563;4235.7;4235.7;0.0;7327.2;7193.1;134.1;78977.5;37016.7;346.1;11375.4;6099.5;5275.9;309.5;1969.1;0.0;27960.7;88774.1;38093.9;16423.5;21670.4;70.7;22910.7;0.0;27699.6;285.5;187.3;0;187.3;35.3;62.6;0.0;0.0;0;0.0;0.0;0;31859.8;30548.4;0.0;0.0;765.2;0;29696.1;87.1;1311.4;0.0;72.2;2.6;426.6;0.0;809.9;0;37368.3;1645.3;1932.9;13.5;15518.7;9832.6;5686.1;10588.8;2625.0;58.6;2037.0;2947.8;128.5;0.0;0.0;0.0;128.5;113.4;15.1;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0;0;0;0.0;6655.5;6655.5;0.0;10.1;8.5;1.5;3357.7;3316.2;41.4;5737.2;568.6;0;0.0;0.0;568.5;265.5;303.0;0.0;0.0;0.0;0.0;0.0;901.7;160.1;741.6;717.0;0.0;0;0.0;597.3;577.5;19.8;0.0;0.0;0.0;119.8;0.0;1009.0;2439.3
19;6601 6603 Verzekeringsmaatschappijen;2000, 4e kwartaal;249999.3;13706.8;535.8;13171;5063.5;5063.5;0.0;8107.2;7985.9;121.3;79827.8;35034.6;351.3;12473.7;6424.3;6049.4;352.8;2054.9;1.2;29558.8;78521.6;31023.9;12654.9;18369.0;83.9;22424.2;1.0;24988.7;194.4;108.5;0;108.5;36.8;48.6;0.1;0.0;0;0.0;0.1;0;31149.7;29908.2;0.0;0.0;749.9;0;29029.1;129.2;1241.5;0.0;70.7;2.6;432.8;0.0;735.4;0;36071.4;1499.2;1865.5;16.3;14750.0;9251.6;5498.4;10265.8;2606.6;46.1;2065.9;2956.1;330.4;0.0;0.0;0.0;312.8;109.6;203.2;17.6;0.0;0.0;0.0;0.0;8.1;0;0;0;8.1;6.6;1.5;0;0;0;0.0;7252.3;7252.4;0.0;73.5;67.1;6.5;2863.5;2819.9;43.6;5278.1;491.6;0;0.0;0.0;491.5;157.3;334.2;0.0;0.0;0.0;0.0;0.0;744.5;2.9;741.6;710.5;0.0;0;0.0;689.7;378.0;311.7;0.0;0.0;0.0;20.9;0.0;1006.0;2328.2
20;6601 6603 Verzekeringsmaatschappijen;2001, 1e kwartaal;250680.6;14407.4;590.4;13817;5347.3;5347.3;0.0;8469.5;8367.8;101.7;83630.4;32667.2;403.0;10675.8;5660.5;5015.3;329.7;1833.0;1.1;37721.3;75443.5;30038.8;9911.3;20127.5;37.5;20591.0;6.4;24769.6;215.8;122.8;0;122.8;42.1;50.8;0.1;0.0;0;0.0;0.1;0;31758.7;30537.5;0.0;0.0;546.9;0;29848.2;142.3;1221.2;0.0;70.6;2.5;394.9;0.0;753.2;0;35438.9;1295.6;1872.0;14.4;14607.1;9270.0;5337.1;10125.0;2465.5;44.7;2098.8;2915.7;415.9;0.0;27.4;0.0;372.2;126.1;246.1;16.4;0.0;0.0;0.0;0.0;65.9;0;0;0;65.8;28.1;37.7;0;0;0;0.0;7260.6;7260.5;0.0;11.6;8.0;3.6;2033.2;1993.8;39.4;6128.5;630.4;0;0.0;0.0;630.4;260.7;369.7;0.0;0.0;0.0;0.0;0.0;757.7;1.3;756.4;1259.2;0.0;0;0.0;1259.1;423.6;835.5;0.0;0.0;0.0;0.0;0.0;916.2;2567.6
21;6601 6603 Verzekeringsmaatschappijen;2001, 2e kwartaal;255220.5;14650.7;591.7;14059;5406.6;5406.6;0.0;8652.2;8535.4;116.8;82847.6;30623.6;382.9;9611.7;4917.4;4694.3;198.7;1759.3;0.0;40271.2;80051.5;31096.0;10695.1;20400.9;28.1;22594.9;6.6;26326.0;211.1;116.6;0;116.6;44.7;49.8;0.1;0.0;0;0.0;0.1;0;32647.7;31371.3;0.0;0.0;568.0;0;30654.1;149.1;1276.4;0.0;71.0;2.5;438.2;0.0;764.6;0;34957.2;1155.4;1780.3;15.0;14112.2;8869.7;5242.5;10241.5;2497.4;39.5;2154.5;2961.6;316.4;0.0;0.0;0.0;316.3;108.7;207.6;0.0;0.0;0.0;0.0;0.0;67.5;0;0;0;67.6;36.3;31.3;0;0;0;0.0;7006.3;7006.2;0.0;9.3;8.5;0.8;2456.1;2307.4;148.7;6604.6;447.0;0;0.0;0.0;447.1;56.5;390.6;0.0;0.0;0.0;0.0;0.0;756.4;0.0;756.4;1858.8;0.0;0;0.0;1858.4;1334.1;524.3;0.0;0.0;0.0;0.0;0.2;843.1;2703.5
22;6601 6603 Verzekeringsmaatschappijen;2001, 3e kwartaal;246851.2;14847.8;609.8;14238;5360.8;5360.8;0.0;8877.5;8761.0;116.5;83886.6;27716.4;354.6;9888.1;5099.9;4788.2;247.9;1453.6;0.0;44226.6;71910.6;28393.0;9619.7;18773.3;27.3;19726.6;3.5;23760.2;224.3;124.2;0;124.2;49.4;50.8;0.1;0.0;0;0.0;0.1;0;32343.2;31062.7;0.0;0.0;563.4;0;30362.5;136.9;1280.5;0.0;70.3;2.1;426.9;0.0;781.0;0;33778.6;1093.0;1695.4;10.2;13578.2;8515.4;5062.8;9996.3;2455.6;42.9;2143.3;2764.0;253.6;0.0;0.0;0.0;253.7;40.9;212.8;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0;0;0;0.0;7493.4;7493.3;0.0;20.3;19.6;0.8;2092.7;2087.9;4.7;6586.3;426.0;0;0.0;0.0;425.9;36.8;389.1;0.0;0.0;0.0;0.0;0.0;754.8;0.0;754.8;1847.6;0.0;0;0.0;1847.6;1098.1;749.5;0.0;0.0;0.0;0.0;0.0;823.5;2737.7
23;6601 6603 Verzekeringsmaatschappijen;2001, 4e kwartaal;252508.3;15198.3;637.3;14561;5497.3;5497.3;0.0;9064.1;8948.2;115.9;85078.6;28491.6;348.4;10911.2;5084.0;5827.2;245.5;2278.6;6.7;42796.6;76788.6;30432.0;10252.8;20179.2;22.5;20346.0;3.3;25985.2;213.5;111.8;0;111.8;52.8;48.8;0.1;0.0;0;0.0;0.1;0;32719.3;31377.6;0.0;0.0;593.0;0;30647.7;136.9;1341.7;0.0;70.3;2.1;518.6;0.0;750.6;0;32691.4;1042.4;1644.4;12.9;13033.8;8354.4;4679.4;9533.3;2515.3;43.3;2160.0;2705.2;208.3;0.0;0.0;0.0;208.2;95.3;112.9;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0;0;0;0.0;7291.7;7291.6;0.0;4.3;3.5;0.8;2314.4;2308.6;5.8;6451.1;363.6;0;0.0;0.0;363.6;0.0;363.6;0.0;0.0;0.0;0.0;0.0;754.8;0.0;754.8;1663.2;0.0;0;0.0;1663.2;752.4;910.8;0.0;0.0;0.0;0.0;0.0;839.0;2833.7
24;6602 Pensioenfondsen;1999, 1e kwartaal;381718.4;23837.8;223.8;23614;12835.2;12747.3;87.9;10779.1;9028.1;1751.0;123395.5;41560.5;1547.9;14262.6;12237.0;2025.6;1190.7;1027.0;0.0;63806.6;159310.9;25355.6;4012.1;21343.5;87.4;31007.2;0.0;102860.6;2366.7;264.0;0;264.0;215.5;1887.3;47.6;0.0;0;0.0;47.6;0;11575.8;11197.4;0.0;9.5;8.1;0;11176.1;3.7;378.4;0.0;45.1;59.8;272.0;1.5;0.0;0;36407.6;6970.7;8529.8;0.0;3147.9;1644.8;1503.1;16452.0;450.3;148.1;0.0;708.7;2828.1;0.0;68.3;16.9;2474.7;2240.9;233.8;39.3;140.9;0.0;0.0;87.9;12.8;0;0;0;12.8;0.0;12.8;0;0;0;0.0;3183.0;3183.0;0.0;197.5;51.1;146.4;1823.5;1326.2;497.3;2805.4;113.0;0;7.3;0.0;29.5;0.0;29.5;0.0;33.4;4.7;18.5;19.6;0.0;0.0;0.0;2665.7;0.0;0;15.5;1511.7;754.0;757.7;0.0;36.8;0.0;0.0;1101.6;0.0;0.0
25;6602 Pensioenfondsen;1999, 2e kwartaal;398721.8;23880.3;172.3;23708;12536.0;12437.3;98.7;11172.5;9144.7;2027.8;125934.7;38632.4;1460.2;15612.6;13593.6;2019.0;1788.5;1161.0;0.0;67279.9;179469.7;21845.2;3674.9;18170.3;297.1;28829.4;0.0;128498.0;2731.8;304.1;0;304.1;224.0;2203.7;47.6;0.0;0;0.0;47.6;0;11684.2;11285.8;0.0;6.9;8.3;0;11266.8;3.7;398.4;0.0;52.4;59.0;285.7;1.3;0.0;0;33009.0;5347.8;8147.7;231.0;2582.7;1282.4;1300.3;16059.5;271.0;131.5;0.1;237.6;2477.5;0.0;66.8;26.3;1979.7;1670.8;308.9;27.5;114.4;0.0;14.7;248.2;3.6;0;0;0;1.4;0.0;1.4;0;0;0;2.3;675.3;645.8;29.5;219.9;32.8;187.1;2545.3;2267.1;278.2;6456.4;114.4;0;7.3;0.0;29.9;0.0;29.9;0.0;33.6;4.7;19.4;19.6;0.0;0.0;0.0;6342.0;0.0;0;7.0;2494.1;1993.9;500.2;10.1;42.6;0.0;0.0;3788.2;0.0;0.0
26;6602 Pensioenfondsen;1999, 3e kwartaal;391874.8;23981.6;179.6;23802;12998.7;12895.9;102.8;10803.4;8839.2;1964.2;128086.8;35203.3;1239.9;15196.3;12967.1;2229.2;1731.6;1057.2;0.0;73658.4;176668.1;22110.2;4446.2;17664.0;83.3;27500.2;0.0;126974.5;3018.6;317.4;0;317.4;206.5;2494.7;47.6;0.0;0;0.0;47.6;0;11639.3;11251.1;0.0;8.9;8.3;0;11230.2;3.7;388.2;0.0;52.4;53.3;281.3;1.1;0.0;0;42305.4;4324.8;7849.4;215.3;9248.9;6302.1;2946.8;15950.7;2520.4;190.5;5.9;1999.4;2131.8;0.8;45.2;33.1;1826.9;1448.1;378.8;173.3;49.6;1.2;0.0;1.8;7.3;0;0;0;3.9;0.0;3.9;0;0;0;3.4;1320.2;1286.1;34.1;306.5;36.5;270.0;2149.6;1720.9;428.7;3936.6;117.2;0;7.3;0.0;32.7;0.0;32.7;0.0;33.2;4.7;19.8;19.6;0.0;0.0;0.0;3819.4;0.0;0;6.4;1517.1;1239.0;278.1;0.0;34.4;0.0;0.0;2261.5;0.0;0.0
27;6602 Pensioenfondsen;1999, 4e kwartaal;436262.7;25570.2;180.2;25390;13812.4;13707.0;105.4;11577.3;9628.9;1948.4;128115.1;34902.7;297.9;11667.5;9603.4;2064.1;545.4;1669.0;0.0;79032.3;221310.3;25103.3;5392.5;19710.8;104.6;28224.9;0.0;167877.5;3707.2;369.2;0;369.2;205.6;3132.4;47.6;0.0;0;0.0;47.6;0;11384.1;11037.3;0.0;4.6;8.1;0;11021.1;3.4;346.8;0.0;22.3;46.0;277.2;1.0;0.4;0;41091.1;3841.2;7462.4;0.0;10629.6;7435.1;3194.5;14490.9;2744.3;183.0;0.7;1738.8;2284.3;0.8;29.9;23.8;1934.2;1146.1;788.1;11.1;23.5;0.0;0.0;261.2;20.3;0;0;0;15.2;0.0;15.2;0;0;0;5.1;1410.6;1403.1;7.5;99.2;6.1;93.0;1223.1;761.1;461.9;4491.2;1532.8;0;7.3;0.0;242.6;207.8;34.8;0.0;7.4;4.7;20.1;1250.8;20.0;20.0;0.0;2938.5;4.5;0;41.1;1905.9;1595.5;310.4;0.0;41.8;0.0;0.0;945.2;0.0;0.0
28;6602 Pensioenfondsen;2000, 1e kwartaal;461200.2;24752.4;189.4;24563;12922.1;12822.5;99.6;11641.3;9849.6;1791.7;144057.2;39665.0;337.7;11778.2;9297.7;2480.5;597.5;2154.1;0.0;89524.9;230485.8;24728.3;3552.8;21175.5;68.3;25137.5;209.9;180341.5;4460.1;343.6;0;343.6;234.8;3881.6;47.6;0.0;0;0.0;47.6;0;11694.8;11351.2;28.6;11.5;0.0;0;11301.0;10.0;343.6;0.0;0.0;69.4;273.0;1.2;0.0;0;39207.9;3362.5;6992.4;0.1;10751.8;7587.5;3164.3;14517.4;1963.5;228.8;0.1;1391.0;1174.7;24.6;151.0;1.3;739.7;274.6;465.1;22.5;194.2;0.0;0.0;41.5;18.2;0;0;0;11.7;0.0;11.7;0;0;0;6.5;1477.6;1477.6;0.0;429.2;182.7;246.5;3395.4;3227.8;167.6;2114.6;376.0;0;7.3;0.0;256.9;207.8;49.1;0.0;48.7;15.1;28.5;19.6;32.0;32.0;0.0;1706.6;1.0;0;7.1;1496.7;1412.2;84.5;0.0;47.0;0.0;0.0;154.9;0.0;0.0
29;6602 Pensioenfondsen;2000, 2e kwartaal;457259.2;24477.2;189.2;24288;12892.0;12864.4;27.6;11395.6;9625.5;1770.1;148518.4;37792.7;329.8;11653.2;9200.9;2452.3;450.4;2532.2;0.0;95760.5;224231.4;20584.9;2923.8;17661.1;32.1;23767.4;0.0;179847.5;5307.7;745.6;0;745.6;244.4;4317.6;0.0;0.0;0;0.0;0.0;0;11261.5;10938.5;0.0;10.2;0.0;0;10923.9;4.4;323.0;0.0;0.0;49.1;272.7;1.2;0.0;0;35157.1;2384.9;6747.8;0.0;10169.3;7081.4;3087.9;12385.6;1712.4;423.0;8.4;1325.7;1609.6;1.2;46.8;14.2;1518.1;1367.2;150.9;0.0;16.2;0.0;0.0;13.2;27.0;0;0;0;0.0;0.0;0.0;0;0;0;27.0;1908.8;1908.8;0.0;265.1;196.7;68.5;4496.6;4360.8;135.8;2390.4;378.5;0;7.3;0.0;257.2;207.8;49.4;0.0;50.0;15.1;29.4;19.6;23.9;23.9;0.0;1988.1;4.7;0;7.1;1702.2;1604.0;98.2;0.0;40.7;0.0;0.0;233.3;0.0;0.0
30;6602 Pensioenfondsen;2000, 3e kwartaal;459704.1;23245.0;189.0;23056;13115.3;13090.7;24.6;9941.1;8273.2;1667.9;148841.2;34256.9;292.5;11941.3;9620.2;2321.1;405.7;2630.0;0.0;99314.9;231372.2;20723.1;2942.9;17780.2;33.9;19349.8;132.7;191132.7;5685.1;1232.5;0;1232.5;240.3;4212.3;0.0;0.0;0;0.0;0.0;0;11609.8;11308.2;0.0;7.0;0.0;0;11297.4;3.9;301.6;0.0;0.0;31.9;268.5;1.1;0.0;0;33381.7;1526.1;6416.6;1.7;11859.9;8934.2;2925.7;11375.2;530.4;393.8;5.4;1272.4;1210.3;0.0;10.4;1.2;968.2;690.2;278.0;39.5;134.8;0.0;0.0;56.2;13.4;0;0;0;0.0;0.0;0.0;0;0;0;13.4;2189.7;2189.7;0.0;130.9;89.0;41.8;2025.6;1902.4;123.2;2402.5;388.7;0;7.3;0.0;261.4;207.8;53.6;0.0;54.7;15.1;30.6;19.6;29.6;29.6;0.0;1984.2;0.3;0;7.1;1255.2;1225.1;30.1;0.0;24.6;0.0;0.0;697.1;0.0;0.0
