ID;Bedrijfsgrootte;BedrijfstakkenBranchesSBI2008;Perioden;IndexcijfersOmzet_1;OmzetontwikkelingTOVEenJaarEerder_2
750;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2011 maart;120.0;1.9
751;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2011 1e kwartaal;100.4;10.1
752;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2011 april;114.4;-0.5
753;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2011 mei;122.5;13.4
754;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2011 juni;116.6;-9.0
755;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2011 2e kwartaal;117.8;0.7
756;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2011 juli;108.7;-7.4
757;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2011 augustus;69.9;3.0
758;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2011 september;125.1;7.5
759;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2011 3e kwartaal;101.2;0.7
760;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2011 oktober;114.7;-6.1
761;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2011 november;119.2;-5.3
762;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2011 december;134.8;9.9
763;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2011 4e kwartaal;122.9;-0.5
764;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2011;110.6;2.3
765;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2012 januari;69.2;-12.3
766;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2012 februari;83.6;-18.2
767;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2012 maart;108.1;-10.0
768;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2012 1e kwartaal;87.0;-13.4
769;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2012 april;103.0;-10.0
770;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2012 mei;105.3;-14.0
771;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2012 juni;111.0;-4.8
772;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2012 2e kwartaal;106.4;-9.7
773;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2012 juli;96.5;-11.2
774;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2012 augustus;72.0;3.0
775;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2012 september;118.7;-5.1
776;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2012 3e kwartaal;95.7;-5.4
777;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2012 oktober;99.0;-13.7
778;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2012 november;105.9;-11.1
779;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2012 december;109.9;-18.5
780;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2012 4e kwartaal;104.9;-14.6
781;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2012;98.5;-10.9
782;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2013 januari;60.8;-12.2
783;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2013 februari;72.9;-12.8
784;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2013 maart;92.8;-14.1
785;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2013 1e kwartaal;75.5;-13.2
786;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2013 april;91.8;-10.9
787;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2013 mei;95.5;-9.3
788;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2013 juni;98.2;-11.5
789;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2013 2e kwartaal;95.2;-10.6
790;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2013 juli;89.2;-7.6
791;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2013 augustus;67.0;-7.0
792;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2013 september;98.0;-17.4
793;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2013 3e kwartaal;84.7;-11.5
794;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2013 oktober;104.7;5.8
795;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2013 november;101.2;-4.4
796;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2013 december;115.3;4.9
797;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2013 4e kwartaal;107.1;2.0
798;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2013;90.6;-8.0
799;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2014 januari;66.1;8.7
800;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2014 februari;78.5;7.8
801;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2014 maart;84.9;-8.5
802;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2014 1e kwartaal;76.5;1.3
803;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2014 april;91.8;0.0
804;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2014 mei;90.4;-5.4
805;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2014 juni;93.3;-4.9
806;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2014 2e kwartaal;91.8;-3.5
807;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2014 juli;91.6;2.7
808;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2014 augustus;59.5;-11.1
809;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2014 september;93.9;-4.2
810;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2014 3e kwartaal;81.7;-3.6
811;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2014 oktober;111.9;6.9
812;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2014 november;109.9;8.6
813;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2014 december;125.4;8.8
814;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2014 4e kwartaal;115.7;8.1
815;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2014;91.4;0.9
816;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2015 januari;70.1;6.0
817;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2015 februari;82.2;4.6
818;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2015 maart;98.6;16.2
819;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2015 1e kwartaal;83.6;9.3
820;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2015 april;97.1;5.8
821;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2015 mei;96.3;6.5
822;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2015 juni;122.6;31.4
823;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2015 2e kwartaal;105.3;14.7
824;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2015 juli;102.9;12.3
825;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2015 augustus;63.8;7.1
826;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2015 september;109.0;16.1
827;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2015 3e kwartaal;91.9;12.5
828;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2015 oktober;108.4;-3.1
829;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2015 november;115.6;5.2
830;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2015 december;133.4;6.4
831;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2015 4e kwartaal;119.1;2.9
832;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2015;100.0;9.4
833;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2016 januari;76.2;8.7
834;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2016 februari;92.2;12.2
835;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2016 maart;107.5;9.0
836;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2016 1e kwartaal;92.0;10.0
837;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2016 april;108.0;11.2
838;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2016 mei;104.3;8.3
839;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2016 juni;121.4;-1.0
840;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2016 2e kwartaal;111.2;5.6
841;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2016 juli;115.4;12.1
842;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2016 augustus;71.6;12.2
843;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2016 september;114.3;4.8
844;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2016 3e kwartaal;100.4;9.3
845;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2016 oktober;123.3;13.8
846;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2016 november;130.0;12.5
847;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2016 december;142.8;7.0
848;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2016 4e kwartaal;132.0;10.8
849;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2016;108.9;8.9
850;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2017 januari;77.1;1.2
851;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2017 februari;98.9;7.2
852;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2017 maart;124.3;15.6
853;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2017 1e kwartaal;100.1;8.8
854;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2017 april;110.4;2.3
855;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2017 mei;124.4;19.3
856;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2017 juni;132.4;9.1
857;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2017 2e kwartaal;122.4;10.1
858;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2017 juli;124.9;8.3
859;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2017 augustus;79.7;11.3
860;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2017 september;123.9;8.4
861;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2017 3e kwartaal;109.5;9.1
862;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2017 oktober;133.7;8.4
863;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2017 november;145.3;11.8
864;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2017 december;159.5;11.7
865;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2017 4e kwartaal;146.1;10.7
866;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2017;119.5;9.8
867;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2018 januari;89.7;16.4
868;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2018 februari;111.1;12.4
869;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2018 maart;130.4;4.9
870;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2018 1e kwartaal;110.4;10.3
871;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2018 april;131.6;19.2
872;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2018 mei;134.9;8.4
873;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2018 juni;150.1;13.3
874;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2018 2e kwartaal;138.8;13.4
875;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2018 juli;138.6;10.9
876;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2018 augustus;86.8;9.0
877;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2018 september;136.1;9.8
878;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2018 3e kwartaal;120.5;10.1
879;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2018 oktober;154.2;15.3
880;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2018 november;166.8;14.8
881;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2018 december;174.6;9.5
882;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2018 4e kwartaal;165.2;13.0
883;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2018;133.7;11.9
884;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2019 januari;98.3;9.6
885;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2019 februari;129.3;16.3
886;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2019 maart;146.4;12.3
887;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2019 1e kwartaal;124.7;12.9
888;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2019 april;147.5;12.0
889;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2019 mei;155.2;15.1
890;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2019 juni;147.6;-1.6
891;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2019 2e kwartaal;150.1;8.1
892;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2019 juli ;154.0;11.1
893;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2019 augustus;96.4;11.0
894;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2019 september;154.4;13.5
895;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2019 3e kwartaal;134.9;12.0
896;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2019 oktober;159.7;3.6
897;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2019 november;163.9;-1.8
898;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2019 december;175.5;0.5
899;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2019 4e kwartaal;166.4;0.7
900;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2019;144.0;7.7
901;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2020 januari;114.0;15.9
902;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2020 februari;128.1;-0.9
903;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2020 maart;159.2;8.7
904;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2020 1e kwartaal ;133.8;7.3
905;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2020 april;147.4;0.0
906;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2020 mei;137.1;-11.6
907;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2020 juni;158.8;7.6
908;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2020 2e kwartaal ;147.8;-1.5
909;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2020 juli;153.5;-0.3
910;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2020 augustus;91.6;-5.0
911;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2020 september;156.7;1.5
912;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2020 3e kwartaal ;133.9;-0.7
913;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2020 oktober;162.3;1.6
914;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2020 november;168.8;3.0
915;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2020 december;182.7;4.1
916;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2020 4e kwartaal ;171.3;2.9
917;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2020 ;146.7;1.9
918;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2021 januari;115.3;1.1
919;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2021 februari;128.2;0.1
920;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2021 maart;169.7;6.6
921;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2021 1e kwartaal;137.7;3.0
922;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2021 april;161.3;9.4
923;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2021 mei;152.7;11.3
924;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2021 juni;184.2;16.0
925;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2021 2e kwartaal;166.0;12.4
926;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2021 juli;175.9;14.6
927;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2021 augustus;88.4;-3.5
928;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2021 september;167.7;7.0
929;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2021 3e kwartaal;144.0;7.5
930;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2021 oktober;170.3;4.9
931;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2021 november;189.4;12.2
932;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2021 december;208.7;14.3
933;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2021 4e kwartaal;189.5;10.6
934;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2021;159.3;8.6
935;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2022 januari;113.8;-1.3
936;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2022 februari;147.4;15.0
937;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2022 maart;187.2;10.3
938;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2022 1e kwartaal;149.5;8.5
939;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2022 april;167.4;3.7
940;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2022 mei;174.9;14.5
941;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2022 juni;188.8;2.5
942;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2022 2e kwartaal;177.0;6.6
943;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2022 juli;189.0;7.4
944;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2022 augustus;102.4;15.9
945;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2022 september;176.2;5.1
946;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2022 3e kwartaal;155.9;8.2
947;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2022 oktober;182.8;7.4
948;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2022 november;197.2;4.1
949;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2022 december;217.2;4.1
950;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2022 4e kwartaal;199.1;5.1
951;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2022;170.4;6.9
952;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2023 januari;123.1;8.1
953;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2023 februari;156.8;6.4
954;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2023 maart;197.7;5.6
955;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2023 1e kwartaal;159.2;6.5
956;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2023 april;164.0;-2.0
957;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2023 mei;187.2;7.1
958;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2023 juni;197.7;4.7
959;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2023 2e kwartaal;183.0;3.4
960;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2023 juli;188.6;-0.2
961;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2023 augustus;113.2;10.5
962;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2023 september;177.9;1.0
963;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2023 3e kwartaal;159.9;2.6
964;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2023 oktober;191.9;5.0
965;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2023 november;198.2;0.5
966;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2023 december;219.9;1.2
967;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2023 4e kwartaal;203.3;2.1
968;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2023;176.4;3.5
969;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2005 januari;;
970;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2005 februari;;
971;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2005 maart;;
972;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2005 1e kwartaal;;
973;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2005 april;;
974;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2005 mei;;
975;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2005 juni;;
976;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2005 2e kwartaal;;
977;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2005 juli;;
978;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2005 augustus;;
979;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2005 september;;
980;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2005 3e kwartaal;;
981;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2005 oktober;;
982;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2005 november;;
983;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2005 december;;
984;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2005 4e kwartaal;;
985;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2005;;
986;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2006 januari;;
987;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2006 februari;;
988;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2006 maart;;
989;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2006 1e kwartaal;;
990;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2006 april;;
991;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2006 mei;;
992;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2006 juni;;
993;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2006 2e kwartaal;;
994;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2006 juli;;
995;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2006 augustus;;
996;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2006 september;;
997;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2006 3e kwartaal;;
998;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2006 oktober;;
999;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2006 november;;
1000;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2006 december;;
1001;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2006 4e kwartaal;;
1002;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2006;;
1003;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2007 januari;;
1004;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2007 februari;;
1005;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2007 maart;;
1006;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2007 1e kwartaal;;
1007;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2007 april;;
1008;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2007 mei;;
1009;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2007 juni;;
1010;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2007 2e kwartaal;;
1011;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2007 juli;;
1012;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2007 augustus;;
1013;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2007 september;;
1014;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2007 3e kwartaal;;
1015;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2007 oktober;;
1016;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2007 november;;
1017;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2007 december;;
1018;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2007 4e kwartaal;;
1019;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2007;;
1020;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2008 januari;;
1021;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2008 februari;;
1022;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2008 maart;;
1023;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2008 1e kwartaal;;
1024;Totaal 1 of meer werkzame personen;411 Projectontwikkeling;2008 april;;
