ID;Populatie;RegioS;Vervoerwijzen;Mobiliteitskenmerken;Perioden;VerplaatsingenPerPersoonPerDag_1;AfstandPerPersoonPerDag_2;ReisduurPerPersoonPerDag_3
1300;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;December;1997;3.01;29.97;56.89
1301;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;December;1998;2.97;28.48;56.34
1302;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;December;1999;3.01;29.98;56.59
1303;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;December;2000;3.03;31.35;57.94
1304;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;December;2001;3.0;30.54;56.06
1305;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;December;2002;2.87;28.86;51.78
1306;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;December;2003;2.85;28.92;52.35
1307;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;December;2004;2.83;30.73;57.23
1308;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;December;2005;2.89;30.42;56.66
1309;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;December;2006;2.95;29.16;56.18
1310;Hele bevolking;Nederland;Alle hoofdvervoerwijzen;December;2007;2.75;29.97;54.28
1311;Hele bevolking;Nederland;Auto (bestuurder);Totaal mobiliteitskenmerken;1985;;;
1312;Hele bevolking;Nederland;Auto (bestuurder);Totaal mobiliteitskenmerken;1986;;;
1313;Hele bevolking;Nederland;Auto (bestuurder);Totaal mobiliteitskenmerken;1987;;;
1314;Hele bevolking;Nederland;Auto (bestuurder);Totaal mobiliteitskenmerken;1988;;;
1315;Hele bevolking;Nederland;Auto (bestuurder);Totaal mobiliteitskenmerken;1989;;;
1316;Hele bevolking;Nederland;Auto (bestuurder);Totaal mobiliteitskenmerken;1990;;;
1317;Hele bevolking;Nederland;Auto (bestuurder);Totaal mobiliteitskenmerken;1991;;;
1318;Hele bevolking;Nederland;Auto (bestuurder);Totaal mobiliteitskenmerken;1992;;;
1319;Hele bevolking;Nederland;Auto (bestuurder);Totaal mobiliteitskenmerken;1993;;;
1320;Hele bevolking;Nederland;Auto (bestuurder);Totaal mobiliteitskenmerken;1994;0.93;13.92;19.49
1321;Hele bevolking;Nederland;Auto (bestuurder);Totaal mobiliteitskenmerken;1995;0.94;14.59;20.23
1322;Hele bevolking;Nederland;Auto (bestuurder);Totaal mobiliteitskenmerken;1996;0.96;14.73;20.46
1323;Hele bevolking;Nederland;Auto (bestuurder);Totaal mobiliteitskenmerken;1997;0.96;14.99;20.7
1324;Hele bevolking;Nederland;Auto (bestuurder);Totaal mobiliteitskenmerken;1998;0.98;15.24;21.19
1325;Hele bevolking;Nederland;Auto (bestuurder);Totaal mobiliteitskenmerken;1999;1.01;15.7;21.71
1326;Hele bevolking;Nederland;Auto (bestuurder);Totaal mobiliteitskenmerken;2000;1.0;15.64;21.35
1327;Hele bevolking;Nederland;Auto (bestuurder);Totaal mobiliteitskenmerken;2001;0.99;15.62;21.32
1328;Hele bevolking;Nederland;Auto (bestuurder);Totaal mobiliteitskenmerken;2002;1.01;15.81;21.42
1329;Hele bevolking;Nederland;Auto (bestuurder);Totaal mobiliteitskenmerken;2003;1.0;15.91;21.46
1330;Hele bevolking;Nederland;Auto (bestuurder);Totaal mobiliteitskenmerken;2004;1.01;16.21;22.19
1331;Hele bevolking;Nederland;Auto (bestuurder);Totaal mobiliteitskenmerken;2005;0.97;16.14;21.61
1332;Hele bevolking;Nederland;Auto (bestuurder);Totaal mobiliteitskenmerken;2006;0.97;16.26;22.1
1333;Hele bevolking;Nederland;Auto (bestuurder);Totaal mobiliteitskenmerken;2007;0.99;16.51;22.28
1334;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0 tot 0,5 km;1985;;;
1335;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0 tot 0,5 km;1986;;;
1336;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0 tot 0,5 km;1987;;;
1337;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0 tot 0,5 km;1988;;;
1338;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0 tot 0,5 km;1989;;;
1339;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0 tot 0,5 km;1990;;;
1340;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0 tot 0,5 km;1991;;;
1341;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0 tot 0,5 km;1992;;;
1342;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0 tot 0,5 km;1993;;;
1343;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0 tot 0,5 km;1994;0.01;0.0;0.02
1344;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0 tot 0,5 km;1995;0.01;0.0;0.02
1345;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0 tot 0,5 km;1996;0.01;0.0;0.02
1346;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0 tot 0,5 km;1997;0.01;0.0;0.02
1347;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0 tot 0,5 km;1998;0.01;0.0;0.02
1348;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0 tot 0,5 km;1999;0.01;0.0;0.04
1349;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0 tot 0,5 km;2000;0.01;0.0;0.04
1350;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0 tot 0,5 km;2001;0.01;0.0;0.04
1351;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0 tot 0,5 km;2002;0.01;0.0;0.03
1352;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0 tot 0,5 km;2003;0.01;0.0;0.03
1353;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0 tot 0,5 km;2004;0.01;;0.03
1354;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0 tot 0,5 km;2005;0.01;;0.03
1355;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0 tot 0,5 km;2006;0.01;;0.03
1356;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0 tot 0,5 km;2007;0.01;;0.03
1357;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0,5 tot 1 km;1985;;;
1358;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0,5 tot 1 km;1986;;;
1359;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0,5 tot 1 km;1987;;;
1360;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0,5 tot 1 km;1988;;;
1361;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0,5 tot 1 km;1989;;;
1362;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0,5 tot 1 km;1990;;;
1363;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0,5 tot 1 km;1991;;;
1364;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0,5 tot 1 km;1992;;;
1365;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0,5 tot 1 km;1993;;;
1366;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0,5 tot 1 km;1994;0.02;0.01;0.1
1367;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0,5 tot 1 km;1995;0.02;0.01;0.11
1368;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0,5 tot 1 km;1996;0.02;0.01;0.11
1369;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0,5 tot 1 km;1997;0.02;0.01;0.1
1370;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0,5 tot 1 km;1998;0.02;0.01;0.11
1371;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0,5 tot 1 km;1999;0.03;0.02;0.14
1372;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0,5 tot 1 km;2000;0.03;0.02;0.14
1373;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0,5 tot 1 km;2001;0.03;0.02;0.14
1374;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0,5 tot 1 km;2002;0.03;0.02;0.14
1375;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0,5 tot 1 km;2003;0.03;0.02;0.14
1376;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0,5 tot 1 km;2004;0.03;0.02;0.14
1377;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0,5 tot 1 km;2005;0.02;0.01;0.12
1378;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0,5 tot 1 km;2006;0.03;0.02;0.12
1379;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 0,5 tot 1 km;2007;0.03;0.02;0.13
1380;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 1 tot 2,5 km;1985;;;
1381;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 1 tot 2,5 km;1986;;;
1382;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 1 tot 2,5 km;1987;;;
1383;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 1 tot 2,5 km;1988;;;
1384;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 1 tot 2,5 km;1989;;;
1385;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 1 tot 2,5 km;1990;;;
1386;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 1 tot 2,5 km;1991;;;
1387;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 1 tot 2,5 km;1992;;;
1388;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 1 tot 2,5 km;1993;;;
1389;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 1 tot 2,5 km;1994;0.16;0.25;1.04
1390;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 1 tot 2,5 km;1995;0.16;0.25;1.03
1391;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 1 tot 2,5 km;1996;0.16;0.25;1.06
1392;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 1 tot 2,5 km;1997;0.16;0.25;1.02
1393;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 1 tot 2,5 km;1998;0.16;0.26;1.08
1394;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 1 tot 2,5 km;1999;0.18;0.28;1.26
1395;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 1 tot 2,5 km;2000;0.17;0.27;1.19
1396;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 1 tot 2,5 km;2001;0.16;0.26;1.1
1397;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 1 tot 2,5 km;2002;0.17;0.27;1.14
1398;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 1 tot 2,5 km;2003;0.17;0.27;1.1
1399;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 1 tot 2,5 km;2004;0.16;0.25;1.11
1400;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 1 tot 2,5 km;2005;0.15;0.24;1.06
1401;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 1 tot 2,5 km;2006;0.15;0.24;1.08
1402;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 1 tot 2,5 km;2007;0.16;0.25;1.07
1403;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 2,5 tot 3,7 km;1985;;;
1404;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 2,5 tot 3,7 km;1986;;;
1405;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 2,5 tot 3,7 km;1987;;;
1406;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 2,5 tot 3,7 km;1988;;;
1407;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 2,5 tot 3,7 km;1989;;;
1408;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 2,5 tot 3,7 km;1990;;;
1409;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 2,5 tot 3,7 km;1991;;;
1410;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 2,5 tot 3,7 km;1992;;;
1411;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 2,5 tot 3,7 km;1993;;;
1412;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 2,5 tot 3,7 km;1994;0.1;0.28;0.88
1413;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 2,5 tot 3,7 km;1995;0.1;0.28;0.9
1414;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 2,5 tot 3,7 km;1996;0.1;0.29;0.91
1415;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 2,5 tot 3,7 km;1997;0.1;0.28;0.9
1416;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 2,5 tot 3,7 km;1998;0.1;0.29;0.96
1417;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 2,5 tot 3,7 km;1999;0.11;0.32;1.05
1418;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 2,5 tot 3,7 km;2000;0.11;0.32;1.01
1419;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 2,5 tot 3,7 km;2001;0.11;0.32;1.0
1420;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 2,5 tot 3,7 km;2002;0.11;0.33;1.03
1421;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 2,5 tot 3,7 km;2003;0.1;0.31;0.95
1422;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 2,5 tot 3,7 km;2004;0.11;0.32;1.04
1423;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 2,5 tot 3,7 km;2005;0.1;0.3;0.97
1424;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 2,5 tot 3,7 km;2006;0.1;0.28;0.91
1425;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 2,5 tot 3,7 km;2007;0.1;0.3;0.96
1426;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 3,7 tot 5 km;1985;;;
1427;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 3,7 tot 5 km;1986;;;
1428;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 3,7 tot 5 km;1987;;;
1429;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 3,7 tot 5 km;1988;;;
1430;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 3,7 tot 5 km;1989;;;
1431;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 3,7 tot 5 km;1990;;;
1432;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 3,7 tot 5 km;1991;;;
1433;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 3,7 tot 5 km;1992;;;
1434;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 3,7 tot 5 km;1993;;;
1435;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 3,7 tot 5 km;1994;0.06;0.24;0.67
1436;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 3,7 tot 5 km;1995;0.06;0.23;0.66
1437;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 3,7 tot 5 km;1996;0.06;0.23;0.66
1438;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 3,7 tot 5 km;1997;0.06;0.23;0.65
1439;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 3,7 tot 5 km;1998;0.06;0.24;0.68
1440;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 3,7 tot 5 km;1999;0.06;0.26;0.72
1441;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 3,7 tot 5 km;2000;0.06;0.26;0.73
1442;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 3,7 tot 5 km;2001;0.06;0.27;0.72
1443;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 3,7 tot 5 km;2002;0.07;0.28;0.73
1444;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 3,7 tot 5 km;2003;0.06;0.27;0.73
1445;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 3,7 tot 5 km;2004;0.06;0.26;0.76
1446;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 3,7 tot 5 km;2005;0.06;0.25;0.71
1447;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 3,7 tot 5 km;2006;0.06;0.25;0.73
1448;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 3,7 tot 5 km;2007;0.06;0.24;0.68
1449;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 5 tot 7,5 km;1985;;;
1450;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 5 tot 7,5 km;1986;;;
1451;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 5 tot 7,5 km;1987;;;
1452;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 5 tot 7,5 km;1988;;;
1453;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 5 tot 7,5 km;1989;;;
1454;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 5 tot 7,5 km;1990;;;
1455;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 5 tot 7,5 km;1991;;;
1456;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 5 tot 7,5 km;1992;;;
1457;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 5 tot 7,5 km;1993;;;
1458;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 5 tot 7,5 km;1994;0.15;0.82;1.96
1459;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 5 tot 7,5 km;1995;0.15;0.82;1.96
1460;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 5 tot 7,5 km;1996;0.15;0.84;1.97
1461;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 5 tot 7,5 km;1997;0.14;0.82;1.96
1462;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 5 tot 7,5 km;1998;0.15;0.84;2.01
1463;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 5 tot 7,5 km;1999;0.16;0.91;2.21
1464;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 5 tot 7,5 km;2000;0.15;0.87;2.07
1465;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 5 tot 7,5 km;2001;0.15;0.85;2.02
1466;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 5 tot 7,5 km;2002;0.15;0.88;2.06
1467;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 5 tot 7,5 km;2003;0.15;0.87;2.01
1468;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 5 tot 7,5 km;2004;0.16;0.91;2.23
1469;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 5 tot 7,5 km;2005;0.15;0.85;2.09
1470;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 5 tot 7,5 km;2006;0.14;0.82;2.0
1471;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 5 tot 7,5 km;2007;0.15;0.88;2.14
1472;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 7,5 tot 10 km;1985;;;
1473;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 7,5 tot 10 km;1986;;;
1474;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 7,5 tot 10 km;1987;;;
1475;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 7,5 tot 10 km;1988;;;
1476;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 7,5 tot 10 km;1989;;;
1477;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 7,5 tot 10 km;1990;;;
1478;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 7,5 tot 10 km;1991;;;
1479;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 7,5 tot 10 km;1992;;;
1480;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 7,5 tot 10 km;1993;;;
1481;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 7,5 tot 10 km;1994;0.05;0.43;0.87
1482;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 7,5 tot 10 km;1995;0.06;0.45;0.88
1483;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 7,5 tot 10 km;1996;0.06;0.46;0.9
1484;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 7,5 tot 10 km;1997;0.06;0.46;0.9
1485;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 7,5 tot 10 km;1998;0.06;0.46;0.9
1486;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 7,5 tot 10 km;1999;0.06;0.51;1.01
1487;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 7,5 tot 10 km;2000;0.06;0.52;1.03
1488;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 7,5 tot 10 km;2001;0.06;0.52;1.03
1489;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 7,5 tot 10 km;2002;0.06;0.53;1.05
1490;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 7,5 tot 10 km;2003;0.06;0.55;1.09
1491;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 7,5 tot 10 km;2004;0.06;0.51;1.05
1492;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 7,5 tot 10 km;2005;0.06;0.52;1.07
1493;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 7,5 tot 10 km;2006;0.06;0.5;1.04
1494;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 7,5 tot 10 km;2007;0.06;0.5;1.07
1495;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 10 tot 15 km;1985;;;
1496;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 10 tot 15 km;1986;;;
1497;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 10 tot 15 km;1987;;;
1498;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 10 tot 15 km;1988;;;
1499;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 10 tot 15 km;1989;;;
1500;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 10 tot 15 km;1990;;;
1501;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 10 tot 15 km;1991;;;
1502;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 10 tot 15 km;1992;;;
1503;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 10 tot 15 km;1993;;;
1504;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 10 tot 15 km;1994;0.12;1.41;2.47
1505;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 10 tot 15 km;1995;0.12;1.45;2.58
1506;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 10 tot 15 km;1996;0.13;1.56;2.77
1507;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 10 tot 15 km;1997;0.11;1.21;2.13
1508;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 10 tot 15 km;1998;0.11;1.2;2.14
1509;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 10 tot 15 km;1999;0.11;1.29;2.31
1510;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 10 tot 15 km;2000;0.11;1.31;2.28
1511;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 10 tot 15 km;2001;0.11;1.3;2.27
1512;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 10 tot 15 km;2002;0.11;1.33;2.27
1513;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 10 tot 15 km;2003;0.12;1.37;2.38
1514;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 10 tot 15 km;2004;0.12;1.33;2.43
1515;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 10 tot 15 km;2005;0.11;1.29;2.33
1516;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 10 tot 15 km;2006;0.12;1.33;2.44
1517;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 10 tot 15 km;2007;0.11;1.29;2.36
1518;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 15 tot 20 km;1985;;;
1519;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 15 tot 20 km;1986;;;
1520;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 15 tot 20 km;1987;;;
1521;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 15 tot 20 km;1988;;;
1522;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 15 tot 20 km;1989;;;
1523;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 15 tot 20 km;1990;;;
1524;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 15 tot 20 km;1991;;;
1525;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 15 tot 20 km;1992;;;
1526;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 15 tot 20 km;1993;;;
1527;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 15 tot 20 km;1994;0.07;1.04;1.56
1528;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 15 tot 20 km;1995;0.07;1.06;1.6
1529;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 15 tot 20 km;1996;0.07;1.05;1.6
1530;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 15 tot 20 km;1997;0.09;1.42;2.24
1531;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 15 tot 20 km;1998;0.09;1.41;2.23
1532;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 15 tot 20 km;1999;0.07;1.15;1.74
1533;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 15 tot 20 km;2000;0.07;1.15;1.73
1534;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 15 tot 20 km;2001;0.07;1.15;1.71
1535;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 15 tot 20 km;2002;0.07;1.16;1.75
1536;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 15 tot 20 km;2003;0.07;1.17;1.74
1537;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 15 tot 20 km;2004;0.07;1.19;1.85
1538;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 15 tot 20 km;2005;0.07;1.14;1.76
1539;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 15 tot 20 km;2006;0.07;1.19;1.84
1540;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 15 tot 20 km;2007;0.07;1.14;1.78
1541;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 20 tot 30 km;1985;;;
1542;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 20 tot 30 km;1986;;;
1543;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 20 tot 30 km;1987;;;
1544;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 20 tot 30 km;1988;;;
1545;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 20 tot 30 km;1989;;;
1546;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 20 tot 30 km;1990;;;
1547;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 20 tot 30 km;1991;;;
1548;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 20 tot 30 km;1992;;;
1549;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 20 tot 30 km;1993;;;
1550;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 20 tot 30 km;1994;0.08;1.74;2.25
1551;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 20 tot 30 km;1995;0.08;1.73;2.3
1552;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 20 tot 30 km;1996;0.08;1.72;2.25
1553;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 20 tot 30 km;1997;0.08;1.78;2.35
1554;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 20 tot 30 km;1998;0.08;1.84;2.45
1555;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 20 tot 30 km;1999;0.08;1.95;2.64
1556;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 20 tot 30 km;2000;0.08;1.94;2.56
1557;Hele bevolking;Nederland;Auto (bestuurder);Afstand van 20 tot 30 km;2001;0.08;1.97;2.61
