ID;Regions;Periods;TotalSurface_1;TransportTotal_2;Railroad_3;MainRoad_4;Airport_5;BuiltUpAreaTotal_6;Residential_7;IndustryBusinessPublicInstitutions_8;SocioCulturalFacilities_9;SemiBuiltUpAreaTotal_10;MiningArea_11;BuildingSite_12;OtherSemiBuiltUpArea_13;RecreationTotal_14;ParkAndPublicGarden_15;SportGrounds_16;OtherRecreationUsage_17;AgricultureTotal_18;Greenhouses_19;OtherAgriculturalUsage_20;WoodlandAndNatureTotal_21;Woodland_22;NaturalOpenArea_23;WaterTotal_24;InlandWaterTotal_25;TidalWaterTotal_26
16;The Netherlands;1920;32650.0;;;;;;;;;;;;;;;;;;;22180.0;7410.0;2480.0;4930.0;920.0;;
17;The Netherlands;1921;32670.0;;;;;;;;;;;;;;;;;;;;7340.0;2490.0;4850.0;940.0;;
18;The Netherlands;1922;32680.0;;;;;;;;;;;;;;;;;;;;7260.0;2480.0;4780.0;950.0;;
19;The Netherlands;1923;32680.0;;;;;;;;;;;;;;;;;;;;7130.0;2500.0;4630.0;970.0;;
20;The Netherlands;1924;32680.0;;;;;;;;;;;;;;;;;;;;7060.0;2500.0;4560.0;970.0;;
21;The Netherlands;1925;32670.0;;;;;;;;;;;;;;;;;;;22530.0;6970.0;2490.0;4480.0;950.0;;
22;The Netherlands;1926;32680.0;;;;;;;;;;;;;;;;;;;;6880.0;2490.0;4390.0;940.0;;
23;The Netherlands;1927;32670.0;;;;;;;;;;;;;;;;;;;;6780.0;2500.0;4280.0;930.0;;
24;The Netherlands;1928;32670.0;;;;;;;;;;;;;;;;;;;;6680.0;2530.0;4150.0;920.0;;
25;The Netherlands;1929;32680.0;;;;;;;;;;;;;;;;;;;;6570.0;2540.0;4030.0;910.0;;
26;The Netherlands;1930;32750.0;;;;;;;;;;;;;;;;;;;22950.0;6450.0;2540.0;3910.0;910.0;;
27;The Netherlands;1931;32780.0;;;;;;;;;;;;;;;;;;;;6360.0;2540.0;3820.0;910.0;;
28;The Netherlands;1932;32910.0;;;;;;;;;;;;;;;;;;;;6320.0;2540.0;3780.0;900.0;;
29;The Netherlands;1933;32900.0;;;;;;;;;;;;;;;;;;;;6270.0;2550.0;3720.0;890.0;;
30;The Netherlands;1934;32910.0;;;;;;;;;;;;;;;;;;;;6180.0;2550.0;3630.0;900.0;;
31;The Netherlands;1935;32920.0;;;;;;;;;;;;;;;;;;;23350.0;6120.0;2550.0;3570.0;900.0;;
32;The Netherlands;1936;32930.0;;;;;;;;;;;;;;;;;;;23440.0;6040.0;2560.0;3480.0;890.0;;
33;The Netherlands;1937;32970.0;;;;;;;;;;;;;;;;;;;23590.0;5890.0;2560.0;3330.0;900.0;;
34;The Netherlands;1938;32990.0;;;;;;;;;;;;;;;;;;;23600.0;5390.0;2580.0;2810.0;870.0;;
35;The Netherlands;1939;33270.0;;;;;;;;;;;;;;;;;;;23730.0;5230.0;2580.0;2650.0;1100.0;;
36;The Netherlands;1940;33350.0;;;;;;;;;;;;;;;;;;;23240.0;6160.0;2580.0;3580.0;610.0;;
37;The Netherlands;1941;33420.0;;;;;;;;;;;;;;;;;;;23410.0;5720.0;2510.0;3210.0;660.0;;
38;The Netherlands;1942;33500.0;;;;;;;;;;;;;;;;;;;23360.0;5720.0;2470.0;3250.0;720.0;;
39;The Netherlands;1943;33690.0;;;;;;;;;;;;;;;;;;;23540.0;5670.0;2440.0;3230.0;710.0;;
40;The Netherlands;1944;;;;;;;;;;;;;;;;;;;;;;;;;;
41;The Netherlands;1945;33720.0;;;;;;;;;;;;;;;;;;;21680.0;5680.0;2410.0;3270.0;680.0;;
42;The Netherlands;1946;33830.0;;;;;;;;;;;;;;;;;;;24790.0;5600.0;2430.0;3170.0;730.0;;
43;The Netherlands;1947;33840.0;;;;;;;;;;;;;;;;;;;24890.0;5490.0;2430.0;3060.0;740.0;;
44;The Netherlands;1948;33840.0;;;;;;;;;;;;;;;;;;;24980.0;5360.0;2420.0;2940.0;740.0;;
45;The Netherlands;1949;33850.0;;;;;;;;;;;;;;;;;;;25050.0;5060.0;2420.0;2640.0;880.0;;
46;The Netherlands;1950;35500.0;951.0;122.0;774.0;55.0;;;;;;;;;;36.0;;;;;25050.0;5150.0;2420.0;2730.0;880.0;;
47;The Netherlands;1951;35500.0;975.0;118.0;802.0;55.0;;;;;;;;;;41.0;;;;;25050.0;5060.0;2430.0;2630.0;1910.0;;
48;The Netherlands;1952;35500.0;968.0;116.0;790.0;62.0;;;;;;;;;;46.0;;;;;25130.0;5020.0;2440.0;2580.0;2060.0;;
49;The Netherlands;1953;35500.0;988.0;117.0;808.0;63.0;;;;;;;;;;53.0;;;;;25310.0;4950.0;2450.0;2500.0;1960.0;;
50;The Netherlands;1954;35500.0;983.0;116.0;801.0;66.0;;;;;;;;;;56.0;;;;;25310.0;4920.0;2460.0;2460.0;1950.0;;
51;The Netherlands;1955;35500.0;993.0;114.0;808.0;71.0;;;36.0;;;;;;;65.0;;;;;25330.0;4820.0;2450.0;2370.0;1990.0;;
52;The Netherlands;1956;35500.0;1001.0;114.0;816.0;71.0;;;45.0;;;;;;;65.0;;;;;25320.0;4790.0;2500.0;2290.0;2020.0;;
53;The Netherlands;1957;35500.0;1002.0;113.0;812.0;77.0;;;58.0;;;;;;;67.0;;;;;25330.0;4740.0;2490.0;2250.0;2290.0;;
54;The Netherlands;1958;36160.0;983.0;106.0;802.0;75.0;;;66.0;;;;;;;68.0;;;;;25310.0;5340.0;2600.0;2740.0;2400.0;;
55;The Netherlands;1959;36160.0;990.0;99.0;817.0;74.0;;;67.0;;;;;;;73.0;;;;;25440.0;5170.0;2640.0;2530.0;2440.0;;
56;The Netherlands;1960;36160.0;874.0;98.0;706.0;70.0;;;76.0;;;;;;;80.0;;;;;25520.0;5040.0;2680.0;2360.0;2500.0;;
57;The Netherlands;1961;36153.0;791.0;87.0;634.0;70.0;;;96.0;;;;251.0;;;84.0;;;;;25590.0;5000.0;2700.0;2300.0;2490.0;;
58;The Netherlands;1962;36153.0;780.0;81.0;631.0;68.0;;;118.0;;;;240.0;;;88.0;;;;;25630.0;4940.0;2760.0;2180.0;2570.0;;
59;The Netherlands;1963;36175.0;770.0;78.0;631.0;61.0;;;144.0;;;;191.0;;;95.0;;;;;25590.0;4890.0;2800.0;2090.0;2630.0;;
60;The Netherlands;1964;36102.0;731.0;72.0;598.0;61.0;;;168.0;;;;167.0;;;100.0;;;;;25590.0;4910.0;2880.0;2030.0;2610.0;;
61;The Netherlands;1965;36056.0;644.0;71.0;511.0;62.0;;;182.0;;;;158.0;;;110.0;;;;;25690.0;4790.0;2890.0;1900.0;2650.0;;
62;The Netherlands;1966;36151.0;641.0;68.0;505.0;68.0;;;216.0;;;;143.0;;;120.0;;;;;25680.0;4730.0;2920.0;1810.0;2720.0;;
63;The Netherlands;1967;36152.0;646.0;66.0;512.0;68.0;1983.0;1751.0;232.0;;;;221.0;;;96.0;;;;;25660.0;4630.0;2940.0;1690.0;2770.0;;
64;The Netherlands;1968;36621.0;654.0;67.0;517.0;70.0;2028.0;1794.0;234.0;;;;253.0;;;99.0;;;;;25620.0;4580.0;2950.0;1630.0;3240.0;;
65;The Netherlands;1969;36622.0;662.0;65.0;527.0;70.0;2100.0;1874.0;226.0;;;;258.0;;;94.0;;;;;25580.0;4970.0;2960.0;2010.0;2820.0;;
66;The Netherlands;1970;36623.0;669.0;66.0;534.0;69.0;2121.0;1883.0;238.0;;;;253.0;;;85.0;;;;;25520.0;4970.0;2980.0;1990.0;2840.0;;
67;The Netherlands;1971;36711.0;686.0;66.0;551.0;69.0;2189.0;1941.0;248.0;;;;243.0;;;90.0;;;;;25410.0;4890.0;2990.0;1900.0;3030.0;;
68;The Netherlands;1972;36842.0;692.0;65.0;558.0;69.0;2255.0;2000.0;255.0;;;;278.0;;;90.0;;;;;25370.0;4820.0;3000.0;1820.0;3040.0;;
69;The Netherlands;1973;36946.0;698.0;65.0;563.0;70.0;2336.0;2068.0;268.0;;;;306.0;109.0;;87.0;105.0;;;;25330.0;4790.0;3030.0;1760.0;3040.0;;
70;The Netherlands;1974;36948.0;714.0;64.0;578.0;72.0;2404.0;2128.0;276.0;;;;311.0;110.0;;89.0;113.0;;;;25250.0;4770.0;3060.0;1710.0;3130.0;;
71;The Netherlands;1975;36948.0;719.0;64.0;583.0;72.0;2472.0;2184.0;288.0;;;;299.0;114.0;;95.0;121.0;;;;25160.0;4770.0;3080.0;1690.0;3140.0;;
72;The Netherlands;1976;36948.0;742.0;65.0;605.0;72.0;2531.0;2233.0;298.0;;;;286.0;115.0;;101.0;128.0;;;;25110.0;4740.0;3090.0;1650.0;3140.0;;
73;The Netherlands;1977;37187.0;1269.0;101.0;1100.0;68.0;2588.0;1871.0;545.0;172.0;523.0;72.0;337.0;114.0;647.0;120.0;209.0;318.0;24372.0;133.0;24238.0;4546.0;2905.0;1641.0;3243.0;1586.0;1656.0
74;The Netherlands;1978;37187.0;;;;;;;;;;;;;;;;;;;;;;;;;
75;The Netherlands;1979;37283.0;1263.0;101.0;1112.0;50.0;2674.0;1935.0;568.0;171.0;532.0;70.0;341.0;121.0;675.0;128.0;218.0;329.0;24252.0;137.0;24115.0;4543.0;2940.0;1603.0;3344.0;1595.0;1749.0
76;The Netherlands;1980;37283.0;;;;;;;;;;;;;;;;;;;;;;;;;
77;The Netherlands;1981;37305.0;1289.0;101.0;1138.0;50.0;2765.0;1997.0;594.0;174.0;517.0;72.0;326.0;119.0;710.0;139.0;231.0;340.0;24133.0;139.0;23994.0;4514.0;2955.0;1560.0;3376.0;1610.0;1766.0
78;The Netherlands;1982;37305.0;;;;;;;;;;;;;;;;;;;;;;;;;
79;The Netherlands;1983;37291.0;1303.0;101.0;1158.0;44.0;2837.0;2052.0;606.0;178.0;479.0;70.0;285.0;123.0;738.0;145.0;240.0;352.0;24042.0;140.0;23903.0;4525.0;2969.0;1557.0;3368.0;1635.0;1733.0
80;The Netherlands;1984;37291.0;;;;;;;;;;;;;;;;;;;;;;;;;
81;The Netherlands;1985;37334.0;1328.0;103.0;1181.0;43.0;2885.0;2085.0;618.0;183.0;452.0;65.0;254.0;133.0;782.0;154.0;249.0;379.0;23974.0;138.0;23836.0;4500.0;3003.0;1497.0;3414.0;1677.0;1737.0
82;The Netherlands;1986;37334.0;;;;;;;;;;;;;;;;;;;;;;;;;
83;The Netherlands;1987;37334.0;;;;;;;;;;;;;;;;;;;;;;;;;
84;The Netherlands;1988;37334.0;;;;;;;;;;;;;;;;;;;;;;;;;
85;The Netherlands;1989;39858.0;1374.0;106.0;1229.0;40.0;2973.0;2131.0;670.0;171.0;429.0;63.0;224.0;142.0;784.0;161.0;262.0;362.0;23833.0;135.0;23699.0;4478.0;3041.0;1437.0;5986.0;1818.0;4168.0
86;The Netherlands;1990;40935.0;;;;;;;;;;;;;;;;;;;;;;;;;
87;The Netherlands;1991;41049.0;;;;;;;;;;;;;;;;;;;;;;;;;
88;The Netherlands;1992;41028.0;;;;;;;;;;;;;;;;;;;;;;;;;
89;The Netherlands;1993;41028.0;1331.0;101.0;1197.0;33.0;3027.0;2168.0;698.0;161.0;440.0;66.0;237.0;137.0;809.0;154.0;294.0;361.0;23755.0;142.0;23614.0;4517.0;3108.0;1409.0;7148.0;2973.0;4175.0
90;The Netherlands;1994;41028.0;;;;;;;;;;;;;;;;;;;;;;;;;
91;The Netherlands;1995;41044.0;;;;;;;;;;;;;;;;;;;;;;;;;
92;The Netherlands;1996;41526.0;1125.0;91.0;1008.0;26.0;3048.0;2138.0;759.0;152.0;378.0;31.0;217.0;130.0;862.0;227.0;311.0;325.0;23604.0;139.0;23465.0;4784.0;3441.0;1343.0;7726.0;3553.0;4173.0
93;The Netherlands;1997;41526.0;;;;;;;;;;;;;;;;;;;;;;;;;
94;The Netherlands;1998;41526.0;;;;;;;;;;;;;;;;;;;;;;;;;
95;The Netherlands;1999;41526.0;;;;;;;;;;;;;;;;;;;;;;;;;
96;The Netherlands;2000;41528.0;1130.0;88.0;1016.0;26.0;3183.0;2211.0;820.0;152.0;486.0;32.0;327.0;127.0;889.0;240.0;315.0;334.0;23260.0;150.0;23111.0;4835.0;3501.0;1334.0;7744.0;3574.0;4170.0
97;The Netherlands;2001;41528.0;;;;;;;;;;;;;;;;;;;;;;;;;
98;The Netherlands;2002;41528.0;;;;;;;;;;;;;;;;;;;;;;;;;
99;The Netherlands;2003;41528.0;1147.0;84.0;1040.0;22.0;3289.0;2239.0;895.0;154.0;506.0;31.0;349.0;126.0;937.0;267.0;322.0;348.0;23037.0;157.0;22880.0;4841.0;3464.0;1377.0;7772.0;3598.0;4174.0
100;The Netherlands;2004;41528.0;;;;;;;;;;;;;;;;;;;;;;;;;
101;The Netherlands;2005;41543.0;;;;;;;;;;;;;;;;;;;;;;;;;
102;The Netherlands;2006;41543.0;1160.0;85.0;1050.0;25.0;3379.0;2278.0;945.0;156.0;528.0;31.0;376.0;121.0;963.0;277.0;334.0;352.0;22858.0;162.0;22696.0;4840.0;3447.0;1393.0;7814.0;3626.0;4188.0
103;The Netherlands;2007;41543.0;;;;;;;;;;;;;;;;;;;;;;;;;
104;The Netherlands;2008;41543.0;1171.0;86.0;1061.0;24.0;3449.0;2301.0;993.0;154.0;514.0;29.0;368.0;117.0;977.0;280.0;341.0;355.0;22758.0;168.0;22590.0;4850.0;3448.0;1402.0;7824.0;3635.0;4189.0
105;The Netherlands;2009;41543.0;;;;;;;;;;;;;;;;;;;;;;;;;
106;The Netherlands;2010;41543.0;1176.0;86.0;1066.0;24.0;3502.0;2314.0;1035.0;153.0;512.0;32.0;369.0;112.0;988.0;284.0;345.0;360.0;22644.0;166.0;22478.0;4865.0;3454.0;1411.0;7856.0;3661.0;4195.0
107;The Netherlands;2011;41543.0;;;;;;;;;;;;;;;;;;;;;;;;;
108;The Netherlands;2012;41543.0;1161.0;89.0;1049.0;23.0;3560.0;2336.0;1067.0;157.0;510.0;31.0;370.0;110.0;1026.0;295.0;353.0;377.0;22522.0;159.0;22364.0;4901.0;3440.0;1460.0;7863.0;3681.0;4183.0
109;The Netherlands;2013;41540.0;;;;;;;;;;;;;;;;;;;;;;;;;
110;The Netherlands;2014;41540.0;;;;;;;;;;;;;;;;;;;;;;;;;
111;The Netherlands;2015;41543.0;1156.0;89.0;1044.0;23.0;3615.0;2358.0;1096.0;161.0;493.0;34.0;349.0;110.0;1054.0;308.0;360.0;386.0;22363.0;155.0;22208.0;4990.0;3413.0;1577.0;7872.0;3719.0;4153.0
112;The Netherlands;2016;41543.0;;;;;;;;;;;;;;;;;;;;;;;;;
113;The Netherlands;2017;41543.0;1151.0;88.0;1038.0;24.0;3701.0;2414.0;1123.0;165.0;392.0;31.0;250.0;110.0;1083.0;329.0;363.0;392.0;22304.0;158.0;22147.0;5015.0;3406.0;1608.0;7896.0;3744.0;4152.0
114;The Netherlands;2018;41543.0;;;;;;;;;;;;;;;;;;;;;;;;;
115;The Netherlands;2019;41543.0;;;;;;;;;;;;;;;;;;;;;;;;;
116;The Netherlands;2020;41543.0;;;;;;;;;;;;;;;;;;;;;;;;;
117;The Netherlands;2021;41543.0;;;;;;;;;;;;;;;;;;;;;;;;;
118;The Netherlands;2022;41543.0;;;;;;;;;;;;;;;;;;;;;;;;;
119;Groningen (PV);1900;;;;;;;;;;;;;;;;;;;;;;;;;;
120;Groningen (PV);1905;;;;;;;;;;;;;;;;;;;;;;;;;;
121;Groningen (PV);1906;;;;;;;;;;;;;;;;;;;;;;;;;;
122;Groningen (PV);1907;;;;;;;;;;;;;;;;;;;;;;;;;;
123;Groningen (PV);1908;;;;;;;;;;;;;;;;;;;;;;;;;;
124;Groningen (PV);1909;;;;;;;;;;;;;;;;;;;;;;;;;;
125;Groningen (PV);1910;;;;;;;;;;;;;;;;;;;;;;;;;;
126;Groningen (PV);1911;;;;;;;;;;;;;;;;;;;;;;;;;;
127;Groningen (PV);1912;;;;;;;;;;;;;;;;;;;;;;;;;;
128;Groningen (PV);1913;;;;;;;;;;;;;;;;;;;;;;;;;;
129;Groningen (PV);1914;;;;;;;;;;;;;;;;;;;;;;;;;;
130;Groningen (PV);1915;;;;;;;;;;;;;;;;;;;;;;;;;;
131;Groningen (PV);1916;;;;;;;;;;;;;;;;;;;;;;;;;;
132;Groningen (PV);1917;;;;;;;;;;;;;;;;;;;;;;;;;;
133;Groningen (PV);1918;;;;;;;;;;;;;;;;;;;;;;;;;;
134;Groningen (PV);1919;;;;;;;;;;;;;;;;;;;;;;;;;;
135;Groningen (PV);1920;;;;;;;;;;;;;;;;;;;;;;;;;;
136;Groningen (PV);1921;;;;;;;;;;;;;;;;;;;;;;;;;;
137;Groningen (PV);1922;;;;;;;;;;;;;;;;;;;;;;;;;;
138;Groningen (PV);1923;;;;;;;;;;;;;;;;;;;;;;;;;;
139;Groningen (PV);1924;;;;;;;;;;;;;;;;;;;;;;;;;;
140;Groningen (PV);1925;;;;;;;;;;;;;;;;;;;;;;;;;;
141;Groningen (PV);1926;;;;;;;;;;;;;;;;;;;;;;;;;;
142;Groningen (PV);1927;;;;;;;;;;;;;;;;;;;;;;;;;;
143;Groningen (PV);1928;;;;;;;;;;;;;;;;;;;;;;;;;;
144;Groningen (PV);1929;;;;;;;;;;;;;;;;;;;;;;;;;;
145;Groningen (PV);1930;;;;;;;;;;;;;;;;;;;;;;;;;;
146;Groningen (PV);1931;;;;;;;;;;;;;;;;;;;;;;;;;;
147;Groningen (PV);1932;;;;;;;;;;;;;;;;;;;;;;;;;;
148;Groningen (PV);1933;;;;;;;;;;;;;;;;;;;;;;;;;;
149;Groningen (PV);1934;;;;;;;;;;;;;;;;;;;;;;;;;;
150;Groningen (PV);1935;;;;;;;;;;;;;;;;;;;;;;;;;;
151;Groningen (PV);1936;;;;;;;;;;;;;;;;;;;;;;;;;;
152;Groningen (PV);1937;;;;;;;;;;;;;;;;;;;;;;;;;;
153;Groningen (PV);1938;;;;;;;;;;;;;;;;;;;;;;;;;;
154;Groningen (PV);1939;;;;;;;;;;;;;;;;;;;;;;;;;;
155;Groningen (PV);1940;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Groningen (PV);1941;;;;;;;;;;;;;;;;;;;;;;;;;;
157;Groningen (PV);1942;;;;;;;;;;;;;;;;;;;;;;;;;;
158;Groningen (PV);1943;;;;;;;;;;;;;;;;;;;;;;;;;;
159;Groningen (PV);1944;;;;;;;;;;;;;;;;;;;;;;;;;;
160;Groningen (PV);1945;;;;;;;;;;;;;;;;;;;;;;;;;;
161;Groningen (PV);1946;;;;;;;;;;;;;;;;;;;;;;;;;;
162;Groningen (PV);1947;;;;;;;;;;;;;;;;;;;;;;;;;;
163;Groningen (PV);1948;;;;;;;;;;;;;;;;;;;;;;;;;;
164;Groningen (PV);1949;;;;;;;;;;;;;;;;;;;;;;;;;;
165;Groningen (PV);1950;2400.0;46.0;6.0;39.0;;;;;;;;;;;2.0;;;;;2061.0;128.0;8.0;120.0;44.0;;
166;Groningen (PV);1951;2400.0;47.0;6.0;41.0;;;;;;;;;;;2.0;;;;;2055.0;93.0;8.0;85.0;79.0;;
167;Groningen (PV);1952;2400.0;45.0;6.0;39.0;;;;;;;;;;;2.0;;;;;2058.0;88.0;7.0;81.0;83.0;;
168;Groningen (PV);1953;2410.0;45.0;6.0;39.0;;;;;;;;;;;2.0;;;;;2063.0;88.0;7.0;80.0;84.0;;
169;Groningen (PV);1954;2410.0;46.0;6.0;40.0;;;;;;;;;;;3.0;;;;;2060.0;86.0;7.0;78.0;85.0;;
170;Groningen (PV);1955;2410.0;47.0;6.0;40.0;;;;;;;;0.0;;;3.0;;;;;2059.0;85.0;7.0;78.0;85.0;;
171;Groningen (PV);1956;2410.0;50.0;6.0;43.0;;;;;;;;1.0;;;3.0;;;;;2062.0;78.0;9.0;69.0;85.0;;
172;Groningen (PV);1957;2410.0;50.0;6.0;44.0;;;;;;;;1.0;;;3.0;;;;;2060.0;78.0;9.0;69.0;85.0;;
173;Groningen (PV);1958;2414.0;51.0;6.0;45.0;;;;;;;;1.0;;;3.0;;;;;2059.0;77.0;9.0;69.0;85.0;;
174;Groningen (PV);1959;2414.0;52.0;6.0;45.0;;;;;;;;1.0;;;4.0;;;;;2056.0;77.0;9.0;69.0;85.0;;
175;Groningen (PV);1960;2414.0;53.0;7.0;46.0;;;;;;;;2.0;;;4.0;;;;;2052.0;77.0;9.0;68.0;85.0;;
176;Groningen (PV);1961;2414.0;53.0;7.0;47.0;;;;;;;;2.0;;;5.0;;;;;2047.0;76.0;9.0;68.0;85.0;;
177;Groningen (PV);1962;2414.0;54.0;7.0;47.0;;;;;;;;4.0;;;5.0;;;;;2035.0;81.0;9.0;73.0;87.0;;
178;Groningen (PV);1963;2413.0;54.0;6.0;48.0;0.0;;;;;;;4.0;;;6.0;;;;;2033.0;82.0;9.0;73.0;84.0;;
179;Groningen (PV);1964;2413.0;55.0;6.0;49.0;0.0;;;;;;;6.0;;;6.0;;;;;2028.0;82.0;9.0;73.0;84.0;;
180;Groningen (PV);1965;2413.0;43.0;6.0;37.0;0.0;;;;;;;6.0;;;7.0;;;;;2034.0;82.0;9.0;73.0;85.0;;
181;Groningen (PV);1966;2414.0;35.0;5.0;31.0;0.0;;;;;;;6.0;;;7.0;;;;;2062.0;85.0;13.0;72.0;84.0;;
182;Groningen (PV);1967;2419.0;32.0;4.0;27.0;0.0;113.0;;13.0;;;;5.0;;;5.0;;;;;2085.0;56.0;14.0;41.0;120.0;;
183;Groningen (PV);1968;2419.0;32.0;4.0;27.0;0.0;115.0;;13.0;;;;5.0;;;5.0;;;;;2082.0;56.0;14.0;41.0;120.0;;
184;Groningen (PV);1969;2419.0;32.0;4.0;28.0;0.0;117.0;;12.0;;;;6.0;;;5.0;;;;;2081.0;56.0;15.0;41.0;118.0;;
185;Groningen (PV);1970;2425.0;33.0;4.0;28.0;0.0;118.0;;12.0;;;;7.0;;;6.0;;;;;2077.0;56.0;15.0;41.0;123.0;;
186;Groningen (PV);1971;2432.0;31.0;5.0;26.0;0.0;131.0;;13.0;;;;8.0;;;4.0;;;;;2063.0;43.0;17.0;26.0;146.0;;
187;Groningen (PV);1972;2432.0;30.0;4.0;26.0;0.0;133.0;;13.0;;;;9.0;;;4.0;2.0;;;;2056.0;47.0;18.0;29.0;145.0;;
188;Groningen (PV);1973;2495.0;31.0;4.0;26.0;0.0;132.0;;14.0;;;;17.0;;;4.0;7.0;;;;2090.0;41.0;20.0;21.0;169.0;;
189;Groningen (PV);1974;2495.0;32.0;4.0;27.0;0.0;134.0;;14.0;;;;18.0;;;5.0;7.0;;;;2084.0;41.0;21.0;21.0;169.0;;
190;Groningen (PV);1975;2495.0;32.0;4.0;28.0;0.0;137.0;;15.0;;;;17.0;;;5.0;8.0;;;;2078.0;44.0;23.0;21.0;170.0;;
191;Groningen (PV);1976;2499.0;33.0;4.0;28.0;0.0;139.0;;16.0;;;;17.0;;;6.0;8.0;;;;2078.0;44.0;23.0;21.0;170.0;;
192;Groningen (PV);1977;2503.0;56.0;6.0;51.0;0.0;136.0;105.0;27.0;4.0;32.0;8.0;17.0;7.0;25.0;6.0;10.0;10.0;2019.0;2.0;2018.0;69.0;22.0;46.0;165.0;54.0;111.0
193;Groningen (PV);1978;;;;;;;;;;;;;;;;;;;;;;;;;;
194;Groningen (PV);1979;2596.0;58.0;6.0;52.0;0.0;141.0;108.0;28.0;5.0;35.0;8.0;19.0;8.0;27.0;7.0;11.0;10.0;2005.0;2.0;2003.0;69.0;23.0;46.0;260.0;55.0;205.0
195;Groningen (PV);1980;;;;;;;;;;;;;;;;;;;;;;;;;;
196;Groningen (PV);1981;2597.0;60.0;6.0;54.0;0.0;144.0;110.0;29.0;5.0;36.0;9.0;19.0;8.0;28.0;7.0;11.0;10.0;1996.0;2.0;1995.0;71.0;24.0;47.0;262.0;57.0;205.0
197;Groningen (PV);1982;;;;;;;;;;;;;;;;;;;;;;;;;;
198;Groningen (PV);1983;2607.0;60.0;6.0;54.0;0.0;147.0;113.0;29.0;5.0;36.0;8.0;18.0;9.0;29.0;7.0;11.0;11.0;1990.0;2.0;1989.0;74.0;26.0;47.0;272.0;58.0;214.0
199;Groningen (PV);1984;;;;;;;;;;;;;;;;;;;;;;;;;;
200;Groningen (PV);1985;2611.0;63.0;6.0;57.0;0.0;146.0;111.0;30.0;6.0;34.0;7.0;17.0;9.0;31.0;8.0;12.0;11.0;1984.0;2.0;1982.0;78.0;28.0;50.0;276.0;59.0;216.0
201;Groningen (PV);1986;;;;;;;;;;;;;;;;;;;;;;;;;;
202;Groningen (PV);1987;;;;;;;;;;;;;;;;;;;;;;;;;;
203;Groningen (PV);1988;;;;;;;;;;;;;;;;;;;;;;;;;;
204;Groningen (PV);1989;2968.0;75.0;6.0;68.0;0.0;147.0;106.0;35.0;6.0;31.0;6.0;17.0;8.0;32.0;9.0;12.0;11.0;1963.0;1.0;1962.0;95.0;36.0;60.0;625.0;62.0;563.0
205;Groningen (PV);1990;;;;;;;;;;;;;;;;;;;;;;;;;;
206;Groningen (PV);1991;;;;;;;;;;;;;;;;;;;;;;;;;;
207;Groningen (PV);1992;;;;;;;;;;;;;;;;;;;;;;;;;;
