ID;Inkomensbegrippen;Inkomensklassen;Populatie;Geslacht;OverigeKenmerken;Perioden;PersonenInParticuliereHuishoudens_1;Inkomenssom_2
21;Persoonlijk primair inkomen;301;492;Totaal personen;Nooit gehuwd geweest;2006;4124.357354;91949.609515
22;Persoonlijk primair inkomen;301;492;Totaal personen;Nooit gehuwd geweest;2007;4235.490223;97545.846856
23;Persoonlijk primair inkomen;301;492;Totaal personen;Nooit gehuwd geweest;2008;4344.228282;103809.667244
24;Persoonlijk primair inkomen;301;492;Totaal personen;Nooit gehuwd geweest;2009;4331.080736;102507.59866
25;Persoonlijk primair inkomen;301;492;Totaal personen;Nooit gehuwd geweest;2010;4395.69507;103652.011015
26;Persoonlijk primair inkomen;301;492;Totaal personen;Nooit gehuwd geweest;2011;4471.44952;107266.729239
27;Persoonlijk primair inkomen;301;492;Totaal personen;Nooit gehuwd geweest;2012;4524.526193;108973.705767
28;Persoonlijk primair inkomen;301;492;Totaal personen;Nooit gehuwd geweest;2013;4566.44985999;109926.046273
29;Persoonlijk primair inkomen;301;492;Totaal personen;Nooit gehuwd geweest;2014;4664.26558399;112942.291128
30;Persoonlijk primair inkomen;301;492;Totaal personen;Gehuwd;2000;6139.418825;142703.570046
31;Persoonlijk primair inkomen;301;492;Totaal personen;Gehuwd;2001;6150.112075;150309.575165
32;Persoonlijk primair inkomen;301;492;Totaal personen;Gehuwd;2002;6187.000965;156387.835105
33;Persoonlijk primair inkomen;301;492;Totaal personen;Gehuwd;2003;6203.251389;160123.002352
34;Persoonlijk primair inkomen;301;492;Totaal personen;Gehuwd;2004;6202.516569;165374.263014
35;Persoonlijk primair inkomen;301;492;Totaal personen;Gehuwd;2005;6199.200703;169279.25894
36;Persoonlijk primair inkomen;301;492;Totaal personen;Gehuwd;2006;6200.93726;175164.660429
37;Persoonlijk primair inkomen;301;492;Totaal personen;Gehuwd;2007;6221.81731;181331.899917
38;Persoonlijk primair inkomen;301;492;Totaal personen;Gehuwd;2008;6259.691071;188011.0316
39;Persoonlijk primair inkomen;301;492;Totaal personen;Gehuwd;2009;6278.567065;188362.560849
40;Persoonlijk primair inkomen;301;492;Totaal personen;Gehuwd;2010;6306.057972;189651.80466
41;Persoonlijk primair inkomen;301;492;Totaal personen;Gehuwd;2011;6320.550972;193278.679497
42;Persoonlijk primair inkomen;301;492;Totaal personen;Gehuwd;2012;6314.51604701;194750.226934
43;Persoonlijk primair inkomen;301;492;Totaal personen;Gehuwd;2013;6292.381433;194545.627661
44;Persoonlijk primair inkomen;301;492;Totaal personen;Gehuwd;2014;6273.97844699;196224.265994
45;Persoonlijk primair inkomen;301;492;Totaal personen;Verweduwd;2000;790.295388;1778.778295
46;Persoonlijk primair inkomen;301;492;Totaal personen;Verweduwd;2001;790.209395;1837.666407
47;Persoonlijk primair inkomen;301;492;Totaal personen;Verweduwd;2002;788.997322;1996.570277
48;Persoonlijk primair inkomen;301;492;Totaal personen;Verweduwd;2003;788.998884;1961.731004
49;Persoonlijk primair inkomen;301;492;Totaal personen;Verweduwd;2004;790.005104;2191.4396
50;Persoonlijk primair inkomen;301;492;Totaal personen;Verweduwd;2005;790.963503;2432.504445
51;Persoonlijk primair inkomen;301;492;Totaal personen;Verweduwd;2006;788.425832;2409.674762
52;Persoonlijk primair inkomen;301;492;Totaal personen;Verweduwd;2007;786.782518;2566.090684
53;Persoonlijk primair inkomen;301;492;Totaal personen;Verweduwd;2008;787.038512;2792.612747
54;Persoonlijk primair inkomen;301;492;Totaal personen;Verweduwd;2009;787.444804;2900.831001
55;Persoonlijk primair inkomen;301;492;Totaal personen;Verweduwd;2010;784.755739;2997.237044
56;Persoonlijk primair inkomen;301;492;Totaal personen;Verweduwd;2011;788.585511001;2964.42027713
57;Persoonlijk primair inkomen;301;492;Totaal personen;Verweduwd;2012;788.232715001;2999.4162165
58;Persoonlijk primair inkomen;301;492;Totaal personen;Verweduwd;2013;777.588065999;3162.98552734
59;Persoonlijk primair inkomen;301;492;Totaal personen;Verweduwd;2014;782.697154;3173.85942636
60;Persoonlijk primair inkomen;301;492;Totaal personen;Gescheiden;2000;848.744326;15464.636555
61;Persoonlijk primair inkomen;301;492;Totaal personen;Gescheiden;2001;882.627477;17391.318262
62;Persoonlijk primair inkomen;301;492;Totaal personen;Gescheiden;2002;900.856411;18433.572221
63;Persoonlijk primair inkomen;301;492;Totaal personen;Gescheiden;2003;916.827892;19216.272856
64;Persoonlijk primair inkomen;301;492;Totaal personen;Gescheiden;2004;938.82791;19938.756362
65;Persoonlijk primair inkomen;301;492;Totaal personen;Gescheiden;2005;957.425498;20942.993726
66;Persoonlijk primair inkomen;301;492;Totaal personen;Gescheiden;2006;976.439228;22400.670598
67;Persoonlijk primair inkomen;301;492;Totaal personen;Gescheiden;2007;1001.420358;24004.783897
68;Persoonlijk primair inkomen;301;492;Totaal personen;Gescheiden;2008;1020.323075;25810.813126
69;Persoonlijk primair inkomen;301;492;Totaal personen;Gescheiden;2009;1092.382335;27596.58068
70;Persoonlijk primair inkomen;301;492;Totaal personen;Gescheiden;2010;1109.026799;28190.82681
71;Persoonlijk primair inkomen;301;492;Totaal personen;Gescheiden;2011;1131.478312;28796.0055456
72;Persoonlijk primair inkomen;301;492;Totaal personen;Gescheiden;2012;1155.063266;29449.970235
73;Persoonlijk primair inkomen;301;492;Totaal personen;Gescheiden;2013;1178.438839;30173.1711804
74;Persoonlijk primair inkomen;301;492;Totaal personen;Gescheiden;2014;1204.458887;31393.0657113
75;Persoonlijk primair inkomen;301;492;Totaal personen;Totaal hoofdkostwinner;2000;6782.137955;170317.346561
76;Persoonlijk primair inkomen;301;492;Totaal personen;Totaal hoofdkostwinner;2001;6850.404249;182346.58389
77;Persoonlijk primair inkomen;301;492;Totaal personen;Totaal hoofdkostwinner;2002;6908.299498;190700.386067
78;Persoonlijk primair inkomen;301;492;Totaal personen;Totaal hoofdkostwinner;2003;6937.027085;194690.678996
79;Persoonlijk primair inkomen;301;492;Totaal personen;Totaal hoofdkostwinner;2004;6980.083972;201847.659471
80;Persoonlijk primair inkomen;301;492;Totaal personen;Totaal hoofdkostwinner;2005;7053.961357;208700.268996
81;Persoonlijk primair inkomen;301;492;Totaal personen;Totaal hoofdkostwinner;2006;7099.738507;218040.370288
82;Persoonlijk primair inkomen;301;492;Totaal personen;Totaal hoofdkostwinner;2007;7156.240531;226556.862621
83;Persoonlijk primair inkomen;301;492;Totaal personen;Totaal hoofdkostwinner;2008;7231.974271;236403.69948
84;Persoonlijk primair inkomen;301;492;Totaal personen;Totaal hoofdkostwinner;2009;7291.788883;236702.877959
85;Persoonlijk primair inkomen;301;492;Totaal personen;Totaal hoofdkostwinner;2010;7324.838163;237560.189536
86;Persoonlijk primair inkomen;301;492;Totaal personen;Totaal hoofdkostwinner;2011;7404.330177;242542.09958
87;Persoonlijk primair inkomen;301;492;Totaal personen;Totaal hoofdkostwinner;2012;7458.698779;245388.064819
88;Persoonlijk primair inkomen;301;492;Totaal personen;Totaal hoofdkostwinner;2013;7475.17720099;246079.569932
89;Persoonlijk primair inkomen;301;492;Totaal personen;Totaal hoofdkostwinner;2014;7544.91911499;250182.24338
90;Persoonlijk primair inkomen;301;492;Totaal personen;Hoofdkostwinner zonder partner;2000;2718.19921;39388.524987
91;Persoonlijk primair inkomen;301;492;Totaal personen;Hoofdkostwinner zonder partner;2001;2760.562431;43753.600044
92;Persoonlijk primair inkomen;301;492;Totaal personen;Hoofdkostwinner zonder partner;2002;2819.624291;46480.17819
93;Persoonlijk primair inkomen;301;492;Totaal personen;Hoofdkostwinner zonder partner;2003;2845.888199;46912.995093
94;Persoonlijk primair inkomen;301;492;Totaal personen;Hoofdkostwinner zonder partner;2004;2876.450988;48145.731885
95;Persoonlijk primair inkomen;301;492;Totaal personen;Hoofdkostwinner zonder partner;2005;2954.431064;51638.016668
96;Persoonlijk primair inkomen;301;492;Totaal personen;Hoofdkostwinner zonder partner;2006;3000.731102;55702.539477
97;Persoonlijk primair inkomen;301;492;Totaal personen;Hoofdkostwinner zonder partner;2007;3040.155355;58509.470984
98;Persoonlijk primair inkomen;301;492;Totaal personen;Hoofdkostwinner zonder partner;2008;3105.004344;62624.493691
99;Persoonlijk primair inkomen;301;492;Totaal personen;Hoofdkostwinner zonder partner;2009;3161.525417;63126.309708
100;Persoonlijk primair inkomen;301;492;Totaal personen;Hoofdkostwinner zonder partner;2010;3145.138372;62354.342823
101;Persoonlijk primair inkomen;301;492;Totaal personen;Hoofdkostwinner zonder partner;2011;3227.423613;64412.3715326
102;Persoonlijk primair inkomen;301;492;Totaal personen;Hoofdkostwinner zonder partner;2012;3275.198152;65941.6141984
103;Persoonlijk primair inkomen;301;492;Totaal personen;Hoofdkostwinner zonder partner;2013;3282.32620299;66216.0938491
104;Persoonlijk primair inkomen;301;492;Totaal personen;Hoofdkostwinner zonder partner;2014;3356.144544;68342.9446606
105;Persoonlijk primair inkomen;301;492;Totaal personen;Hoofdkostwinner met partner;2000;4063.938745;130928.821574
106;Persoonlijk primair inkomen;301;492;Totaal personen;Hoofdkostwinner met partner;2001;4089.841818;138592.983846
107;Persoonlijk primair inkomen;301;492;Totaal personen;Hoofdkostwinner met partner;2002;4088.675207;144220.207877
108;Persoonlijk primair inkomen;301;492;Totaal personen;Hoofdkostwinner met partner;2003;4091.138886;147777.683904
109;Persoonlijk primair inkomen;301;492;Totaal personen;Hoofdkostwinner met partner;2004;4103.632984;153701.927586
110;Persoonlijk primair inkomen;301;492;Totaal personen;Hoofdkostwinner met partner;2005;4099.530293;157062.252328
111;Persoonlijk primair inkomen;301;492;Totaal personen;Hoofdkostwinner met partner;2006;4099.007405;162337.830811
112;Persoonlijk primair inkomen;301;492;Totaal personen;Hoofdkostwinner met partner;2007;4116.085176;168047.391638
113;Persoonlijk primair inkomen;301;492;Totaal personen;Hoofdkostwinner met partner;2008;4126.969927;173779.205789
114;Persoonlijk primair inkomen;301;492;Totaal personen;Hoofdkostwinner met partner;2009;4130.263466;173576.56825
115;Persoonlijk primair inkomen;301;492;Totaal personen;Hoofdkostwinner met partner;2010;4179.699791;175205.846713
116;Persoonlijk primair inkomen;301;492;Totaal personen;Hoofdkostwinner met partner;2011;4176.906564;178129.728047
117;Persoonlijk primair inkomen;301;492;Totaal personen;Hoofdkostwinner met partner;2012;4183.500627;179446.450621
118;Persoonlijk primair inkomen;301;492;Totaal personen;Hoofdkostwinner met partner;2013;4192.85099799;179863.476083
119;Persoonlijk primair inkomen;301;492;Totaal personen;Hoofdkostwinner met partner;2014;4188.774571;181839.29872
120;Persoonlijk primair inkomen;301;492;Totaal personen;Partner van hoofdkostwinner;2000;3140.113007;40675.90967
121;Persoonlijk primair inkomen;301;492;Totaal personen;Partner van hoofdkostwinner;2001;3185.428254;44532.631482
122;Persoonlijk primair inkomen;301;492;Totaal personen;Partner van hoofdkostwinner;2002;3235.477335;47198.698512
123;Persoonlijk primair inkomen;301;492;Totaal personen;Partner van hoofdkostwinner;2003;3264.453937;48959.652345
124;Persoonlijk primair inkomen;301;492;Totaal personen;Partner van hoofdkostwinner;2004;3306.382057;50935.700181
125;Persoonlijk primair inkomen;301;492;Totaal personen;Partner van hoofdkostwinner;2005;3336.195442;53099.296194
126;Persoonlijk primair inkomen;301;492;Totaal personen;Partner van hoofdkostwinner;2006;3380.224547;56894.450835
127;Persoonlijk primair inkomen;301;492;Totaal personen;Partner van hoofdkostwinner;2007;3446.44964;61065.969159
128;Persoonlijk primair inkomen;301;492;Totaal personen;Partner van hoofdkostwinner;2008;3505.803111;65357.427611
129;Persoonlijk primair inkomen;301;492;Totaal personen;Partner van hoofdkostwinner;2009;3536.004031;66853.687988
130;Persoonlijk primair inkomen;301;492;Totaal personen;Partner van hoofdkostwinner;2010;3622.064929;69142.253919
131;Persoonlijk primair inkomen;301;492;Totaal personen;Partner van hoofdkostwinner;2011;3645.408259;71620.0945979
132;Persoonlijk primair inkomen;301;492;Totaal personen;Partner van hoofdkostwinner;2012;3671.328417;73156.8164495
133;Persoonlijk primair inkomen;301;492;Totaal personen;Partner van hoofdkostwinner;2013;3698.41526099;74685.2391989
134;Persoonlijk primair inkomen;301;492;Totaal personen;Partner van hoofdkostwinner;2014;3703.701143;76278.0071144
135;Persoonlijk primair inkomen;301;492;Totaal personen;Minderjarig kind;2000;439.481718;547.68958
136;Persoonlijk primair inkomen;301;492;Totaal personen;Minderjarig kind;2001;441.048547;627.376115
137;Persoonlijk primair inkomen;301;492;Totaal personen;Minderjarig kind;2002;436.500197;664.158808
138;Persoonlijk primair inkomen;301;492;Totaal personen;Minderjarig kind;2003;401.521965;582.599911
139;Persoonlijk primair inkomen;301;492;Totaal personen;Minderjarig kind;2004;366.078783;491.112173
140;Persoonlijk primair inkomen;301;492;Totaal personen;Minderjarig kind;2005;362.314894;465.343314
141;Persoonlijk primair inkomen;301;492;Totaal personen;Minderjarig kind;2006;358.369534;489.122444
142;Persoonlijk primair inkomen;301;492;Totaal personen;Minderjarig kind;2007;392.769828;540.037228
143;Persoonlijk primair inkomen;301;492;Totaal personen;Minderjarig kind;2008;407.464688;588.285976
144;Persoonlijk primair inkomen;301;492;Totaal personen;Minderjarig kind;2009;387.84306;572.110536
145;Persoonlijk primair inkomen;301;492;Totaal personen;Minderjarig kind;2010;373.651959;517.493303
146;Persoonlijk primair inkomen;301;492;Totaal personen;Minderjarig kind;2011;367.826172;504.47073033
147;Persoonlijk primair inkomen;301;492;Totaal personen;Minderjarig kind;2012;356.326841;514.941133483
148;Persoonlijk primair inkomen;301;492;Totaal personen;Minderjarig kind;2013;342.301919;502.568340623
149;Persoonlijk primair inkomen;301;492;Totaal personen;Minderjarig kind;2014;346.250683;492.30557356
150;Persoonlijk primair inkomen;301;492;Totaal personen;Meerderjarig kind;2000;1065.915132;14085.399344
151;Persoonlijk primair inkomen;301;492;Totaal personen;Meerderjarig kind;2001;1060.452502;14773.239394
152;Persoonlijk primair inkomen;301;492;Totaal personen;Meerderjarig kind;2002;1055.133906;15147.009902
153;Persoonlijk primair inkomen;301;492;Totaal personen;Meerderjarig kind;2003;1048.2565;14859.655923
154;Persoonlijk primair inkomen;301;492;Totaal personen;Meerderjarig kind;2004;1042.596263;14641.203801
155;Persoonlijk primair inkomen;301;492;Totaal personen;Meerderjarig kind;2005;1013.389055;13839.999878
156;Persoonlijk primair inkomen;301;492;Totaal personen;Meerderjarig kind;2006;1018.817501;14171.527751
157;Persoonlijk primair inkomen;301;492;Totaal personen;Meerderjarig kind;2007;1017.277771;14791.165053
158;Persoonlijk primair inkomen;301;492;Totaal personen;Meerderjarig kind;2008;1034.309871;15503.08917
159;Persoonlijk primair inkomen;301;492;Totaal personen;Meerderjarig kind;2009;1036.589126;14536.898304
160;Persoonlijk primair inkomen;301;492;Totaal personen;Meerderjarig kind;2010;1107.887644;15368.704945
161;Persoonlijk primair inkomen;301;492;Totaal personen;Meerderjarig kind;2011;1128.325139;15662.6807746
162;Persoonlijk primair inkomen;301;492;Totaal personen;Meerderjarig kind;2012;1132.861822;15169.2698456
163;Persoonlijk primair inkomen;301;492;Totaal personen;Meerderjarig kind;2013;1142.35572099;14799.5487234
164;Persoonlijk primair inkomen;301;492;Totaal personen;Meerderjarig kind;2014;1165.37298099;14835.1785934
165;Persoonlijk primair inkomen;301;492;Totaal personen;Overig huishoudenslid;2000;194.614075;1900.012145
166;Persoonlijk primair inkomen;301;492;Totaal personen;Overig huishoudenslid;2001;196.288842;1683.80679
167;Persoonlijk primair inkomen;301;492;Totaal personen;Overig huishoudenslid;2002;199.606591;1798.392353
168;Persoonlijk primair inkomen;301;492;Totaal personen;Overig huishoudenslid;2003;200.81811;1743.36842
169;Persoonlijk primair inkomen;301;492;Totaal personen;Overig huishoudenslid;2004;202.201921;1744.132677
170;Persoonlijk primair inkomen;301;492;Totaal personen;Overig huishoudenslid;2005;227.229533;2195.764728
171;Persoonlijk primair inkomen;301;492;Totaal personen;Overig huishoudenslid;2006;233.009585;2329.143987
172;Persoonlijk primair inkomen;301;492;Totaal personen;Overig huishoudenslid;2007;232.772639;2494.587292
173;Persoonlijk primair inkomen;301;492;Totaal personen;Overig huishoudenslid;2008;231.728999;2571.622481
174;Persoonlijk primair inkomen;301;492;Totaal personen;Overig huishoudenslid;2009;237.24984;2701.996404
175;Persoonlijk primair inkomen;301;492;Totaal personen;Overig huishoudenslid;2010;167.092885;1903.237827
176;Persoonlijk primair inkomen;301;492;Totaal personen;Overig huishoudenslid;2011;166.174568;1976.48887698
177;Persoonlijk primair inkomen;301;492;Totaal personen;Overig huishoudenslid;2012;163.122362;1944.22690604
178;Persoonlijk primair inkomen;301;492;Totaal personen;Overig huishoudenslid;2013;156.608096;1740.90444692
179;Persoonlijk primair inkomen;301;492;Totaal personen;Overig huishoudenslid;2014;165.156149999;1945.74759888
180;Persoonlijk primair inkomen;301;492;Totaal personen;Tot 15 jaar;2000;76.087873;29.083483
181;Persoonlijk primair inkomen;301;492;Totaal personen;Tot 15 jaar;2001;74.954352;25.135509
182;Persoonlijk primair inkomen;301;492;Totaal personen;Tot 15 jaar;2002;71.22977;25.00732
183;Persoonlijk primair inkomen;301;492;Totaal personen;Tot 15 jaar;2003;66.635331;20.937267
184;Persoonlijk primair inkomen;301;492;Totaal personen;Tot 15 jaar;2004;56.026072;15.769199
185;Persoonlijk primair inkomen;301;492;Totaal personen;Tot 15 jaar;2005;50.376479;12.217719
186;Persoonlijk primair inkomen;301;492;Totaal personen;Tot 15 jaar;2006;41.258036;12.905624
187;Persoonlijk primair inkomen;301;492;Totaal personen;Tot 15 jaar;2007;42.706942;11.919764
188;Persoonlijk primair inkomen;301;492;Totaal personen;Tot 15 jaar;2008;42.682371;11.661304
189;Persoonlijk primair inkomen;301;492;Totaal personen;Tot 15 jaar;2009;40.20711;9.718647
190;Persoonlijk primair inkomen;301;492;Totaal personen;Tot 15 jaar;2010;36.255451;11.87925
191;Persoonlijk primair inkomen;301;492;Totaal personen;Tot 15 jaar;2011;36.495944;10.0758389419
192;Persoonlijk primair inkomen;301;492;Totaal personen;Tot 15 jaar;2012;35.222925;10.1568707869
193;Persoonlijk primair inkomen;301;492;Totaal personen;Tot 15 jaar;2013;33.296619;9.453690568
194;Persoonlijk primair inkomen;301;492;Totaal personen;Tot 15 jaar;2014;33.924901;9.58008699599
195;Persoonlijk primair inkomen;301;492;Totaal personen;15 tot 25 jaar;2000;1662.073375;13948.288842
196;Persoonlijk primair inkomen;301;492;Totaal personen;15 tot 25 jaar;2001;1662.365438;14947.344171
197;Persoonlijk primair inkomen;301;492;Totaal personen;15 tot 25 jaar;2002;1662.297963;15511.746436
198;Persoonlijk primair inkomen;301;492;Totaal personen;15 tot 25 jaar;2003;1635.458745;14911.582707
199;Persoonlijk primair inkomen;301;492;Totaal personen;15 tot 25 jaar;2004;1612.560359;14424.418255
200;Persoonlijk primair inkomen;301;492;Totaal personen;15 tot 25 jaar;2005;1611.817546;13921.85114
201;Persoonlijk primair inkomen;301;492;Totaal personen;15 tot 25 jaar;2006;1627.456408;14476.526997
202;Persoonlijk primair inkomen;301;492;Totaal personen;15 tot 25 jaar;2007;1674.319651;15200.250521
203;Persoonlijk primair inkomen;301;492;Totaal personen;15 tot 25 jaar;2008;1715.74482;16115.787406
204;Persoonlijk primair inkomen;301;492;Totaal personen;15 tot 25 jaar;2009;1708.785144;15714.500794
205;Persoonlijk primair inkomen;301;492;Totaal personen;15 tot 25 jaar;2010;1716.725604;14782.647635
206;Persoonlijk primair inkomen;301;492;Totaal personen;15 tot 25 jaar;2011;1718.014783;14692.6392361
207;Persoonlijk primair inkomen;301;492;Totaal personen;15 tot 25 jaar;2012;1703.388151;14072.6120118
208;Persoonlijk primair inkomen;301;492;Totaal personen;15 tot 25 jaar;2013;1690.75607199;13692.9986949
209;Persoonlijk primair inkomen;301;492;Totaal personen;15 tot 25 jaar;2014;1704.84891299;13367.8345681
210;Persoonlijk primair inkomen;301;492;Totaal personen;25 tot 45 jaar;2000;4553.516281;124704.839583
211;Persoonlijk primair inkomen;301;492;Totaal personen;25 tot 45 jaar;2001;4548.537727;132999.826953
212;Persoonlijk primair inkomen;301;492;Totaal personen;25 tot 45 jaar;2002;4528.13545;137360.455307
213;Persoonlijk primair inkomen;301;492;Totaal personen;25 tot 45 jaar;2003;4466.312095;138276.213125
214;Persoonlijk primair inkomen;301;492;Totaal personen;25 tot 45 jaar;2004;4411.385456;140195.68387
215;Persoonlijk primair inkomen;301;492;Totaal personen;25 tot 45 jaar;2005;4375.218963;143494.83679
216;Persoonlijk primair inkomen;301;492;Totaal personen;25 tot 45 jaar;2006;4331.017688;149212.448342
217;Persoonlijk primair inkomen;301;492;Totaal personen;25 tot 45 jaar;2007;4286.903306;153774.998327
218;Persoonlijk primair inkomen;301;492;Totaal personen;25 tot 45 jaar;2008;4252.218243;158085.340018
219;Persoonlijk primair inkomen;301;492;Totaal personen;25 tot 45 jaar;2009;4189.462635;154763.836263
220;Persoonlijk primair inkomen;301;492;Totaal personen;25 tot 45 jaar;2010;4149.183928;154347.079939
221;Persoonlijk primair inkomen;301;492;Totaal personen;25 tot 45 jaar;2011;4119.402565;155373.372407
222;Persoonlijk primair inkomen;301;492;Totaal personen;25 tot 45 jaar;2012;4077.65085;154737.306869
223;Persoonlijk primair inkomen;301;492;Totaal personen;25 tot 45 jaar;2013;4026.46313699;151296.30266
224;Persoonlijk primair inkomen;301;492;Totaal personen;25 tot 45 jaar;2014;3987.07043;150434.536212
225;Persoonlijk primair inkomen;301;492;Totaal personen;45 tot 65 jaar;2000;3301.480612;87142.158425
226;Persoonlijk primair inkomen;301;492;Totaal personen;45 tot 65 jaar;2001;3391.113948;94403.61952
227;Persoonlijk primair inkomen;301;492;Totaal personen;45 tot 65 jaar;2002;3492.340295;101030.226876
228;Persoonlijk primair inkomen;301;492;Totaal personen;45 tot 65 jaar;2003;3574.40953;105890.676841
229;Persoonlijk primair inkomen;301;492;Totaal personen;45 tot 65 jaar;2004;3666.220723;113019.975359
230;Persoonlijk primair inkomen;301;492;Totaal personen;45 tot 65 jaar;2005;3758.265339;118529.506533
231;Persoonlijk primair inkomen;301;492;Totaal personen;45 tot 65 jaar;2006;3852.968425;125782.998145
232;Persoonlijk primair inkomen;301;492;Totaal personen;45 tot 65 jaar;2007;3956.974985;133720.516293
233;Persoonlijk primair inkomen;301;492;Totaal personen;45 tot 65 jaar;2008;4057.178551;142878.293207
234;Persoonlijk primair inkomen;301;492;Totaal personen;45 tot 65 jaar;2009;4141.264183;147583.745369
235;Persoonlijk primair inkomen;301;492;Totaal personen;45 tot 65 jaar;2010;4229.065234;151913.787331
236;Persoonlijk primair inkomen;301;492;Totaal personen;45 tot 65 jaar;2011;4248.45676;158030.284493
237;Persoonlijk primair inkomen;301;492;Totaal personen;45 tot 65 jaar;2012;4265.628891;163237.374994
238;Persoonlijk primair inkomen;301;492;Totaal personen;45 tot 65 jaar;2013;4287.29693599;168185.453216
239;Persoonlijk primair inkomen;301;492;Totaal personen;45 tot 65 jaar;2014;4328.94664999;174670.204633
240;Persoonlijk primair inkomen;301;492;Totaal personen;65 jaar of ouder;2000;2029.103746;1701.986968
241;Persoonlijk primair inkomen;301;492;Totaal personen;65 jaar of ouder;2001;2056.650929;1587.711519
242;Persoonlijk primair inkomen;301;492;Totaal personen;65 jaar of ouder;2002;2081.014049;1581.209703
243;Persoonlijk primair inkomen;301;492;Totaal personen;65 jaar of ouder;2003;2109.261896;1736.545655
244;Persoonlijk primair inkomen;301;492;Totaal personen;65 jaar of ouder;2004;2151.150386;2003.961621
245;Persoonlijk primair inkomen;301;492;Totaal personen;65 jaar of ouder;2005;2197.411954;2342.260927
246;Persoonlijk primair inkomen;301;492;Totaal personen;65 jaar of ouder;2006;2237.459117;2439.736197
247;Persoonlijk primair inkomen;301;492;Totaal personen;65 jaar of ouder;2007;2284.605525;2740.936449
248;Persoonlijk primair inkomen;301;492;Totaal personen;65 jaar of ouder;2008;2343.456955;3333.042782
249;Persoonlijk primair inkomen;301;492;Totaal personen;65 jaar of ouder;2009;2409.755868;3295.770117
250;Persoonlijk primair inkomen;301;492;Totaal personen;65 jaar of ouder;2010;2464.305363;3436.485376
251;Persoonlijk primair inkomen;301;492;Totaal personen;65 jaar of ouder;2011;2589.694263;4199.46258442
252;Persoonlijk primair inkomen;301;492;Totaal personen;65 jaar of ouder;2012;2700.447404;4115.86840804
253;Persoonlijk primair inkomen;301;492;Totaal personen;65 jaar of ouder;2013;2777.045434;4623.62237994
254;Persoonlijk primair inkomen;301;492;Totaal personen;65 jaar of ouder;2014;2870.609178;5251.32675947
255;Persoonlijk primair inkomen;301;492;Totaal personen;Tot 5 jaar;2000;1.399121;
256;Persoonlijk primair inkomen;301;492;Totaal personen;Tot 5 jaar;2001;1.660234;
257;Persoonlijk primair inkomen;301;492;Totaal personen;Tot 5 jaar;2002;1.61915;
258;Persoonlijk primair inkomen;301;492;Totaal personen;Tot 5 jaar;2003;1.89956;
259;Persoonlijk primair inkomen;301;492;Totaal personen;Tot 5 jaar;2004;1.921532;
260;Persoonlijk primair inkomen;301;492;Totaal personen;Tot 5 jaar;2005;1.857736;
261;Persoonlijk primair inkomen;301;492;Totaal personen;Tot 5 jaar;2006;1.412268;
262;Persoonlijk primair inkomen;301;492;Totaal personen;Tot 5 jaar;2007;1.760397;
263;Persoonlijk primair inkomen;301;492;Totaal personen;Tot 5 jaar;2008;1.147696;
