ID;RegioS;Inkomensbron;AantalHuishoudens_1;GemiddBesteedbInkomenPerHuishouden_2
82;Limburg (PV);Winst;40.6;39.6
83;Limburg (PV);Werkloosheid,bijstand,arbeidsongeschikt;51.1;18.1
84;Limburg (PV);Pensioen;131.6;22.5
85;Oost-Groningen (CR);Totaal particulier huishouden;65.1;27.0
86;Oost-Groningen (CR);Loon;32.0;31.6
87;Oost-Groningen (CR);Winst;5.6;35.9
88;Oost-Groningen (CR);Werkloosheid,bijstand,arbeidsongeschikt;7.6;18.2
89;Oost-Groningen (CR);Pensioen;18.9;20.2
90;Delfzijl en omgeving (CR);Totaal particulier huishouden;21.3;28.2
91;Delfzijl en omgeving (CR);Loon;10.5;32.5
92;Delfzijl en omgeving (CR);Winst;2.0;38.4
93;Delfzijl en omgeving (CR);Werkloosheid,bijstand,arbeidsongeschikt;2.2;18.8
94;Delfzijl en omgeving (CR);Pensioen;6.3;21.4
95;Overig Groningen (CR);Totaal particulier huishouden;153.3;28.0
96;Overig Groningen (CR);Loon;82.7;31.1
97;Overig Groningen (CR);Winst;14.5;38.8
98;Overig Groningen (CR);Werkloosheid,bijstand,arbeidsongeschikt;17.2;16.3
99;Overig Groningen (CR);Pensioen;35.9;22.3
100;Noord-Friesland (CR);Totaal particulier huishouden;136.0;28.4
101;Noord-Friesland (CR);Loon;70.6;31.5
102;Noord-Friesland (CR);Winst;15.4;39.2
103;Noord-Friesland (CR);Werkloosheid,bijstand,arbeidsongeschikt;13.0;17.3
104;Noord-Friesland (CR);Pensioen;34.9;21.7
105;Zuidwest-Friesland (CR);Totaal particulier huishouden;43.3;29.5
106;Zuidwest-Friesland (CR);Loon;21.4;32.5
107;Zuidwest-Friesland (CR);Winst;6.1;38.7
108;Zuidwest-Friesland (CR);Werkloosheid,bijstand,arbeidsongeschikt;3.4;17.8
109;Zuidwest-Friesland (CR);Pensioen;11.7;22.1
110;Zuidoost-Friesland (CR);Totaal particulier huishouden;85.0;29.4
111;Zuidoost-Friesland (CR);Loon;43.0;32.7
112;Zuidoost-Friesland (CR);Winst;9.6;40.7
113;Zuidoost-Friesland (CR);Werkloosheid,bijstand,arbeidsongeschikt;6.9;17.9
114;Zuidoost-Friesland (CR);Pensioen;23.9;22.5
115;Noord-Drenthe (CR);Totaal particulier huishouden;76.7;31.1
116;Noord-Drenthe (CR);Loon;40.0;34.8
117;Noord-Drenthe (CR);Winst;7.8;40.7
118;Noord-Drenthe (CR);Werkloosheid,bijstand,arbeidsongeschikt;5.5;18.3
119;Noord-Drenthe (CR);Pensioen;21.8;24.4
120;Zuidoost-Drenthe (CR);Totaal particulier huishouden;70.7;28.7
121;Zuidoost-Drenthe (CR);Loon;35.7;32.9
122;Zuidoost-Drenthe (CR);Winst;6.8;37.8
123;Zuidoost-Drenthe (CR);Werkloosheid,bijstand,arbeidsongeschikt;6.9;18.8
124;Zuidoost-Drenthe (CR);Pensioen;20.4;21.8
125;Zuidwest-Drenthe (CR);Totaal particulier huishouden;52.5;30.0
126;Zuidwest-Drenthe (CR);Loon;26.9;33.4
127;Zuidwest-Drenthe (CR);Winst;5.8;41.1
128;Zuidwest-Drenthe (CR);Werkloosheid,bijstand,arbeidsongeschikt;4.2;18.4
129;Zuidwest-Drenthe (CR);Pensioen;14.8;23.2
130;Noord-Overijssel (CR);Totaal particulier huishouden;134.8;31.1
131;Noord-Overijssel (CR);Loon;75.1;34.2
132;Noord-Overijssel (CR);Winst;15.1;42.4
133;Noord-Overijssel (CR);Werkloosheid,bijstand,arbeidsongeschikt;10.0;18.5
134;Noord-Overijssel (CR);Pensioen;32.6;22.8
135;Zuidwest-Overijssel (CR);Totaal particulier huishouden;60.8;30.5
136;Zuidwest-Overijssel (CR);Loon;34.4;33.6
137;Zuidwest-Overijssel (CR);Winst;5.4;42.7
138;Zuidwest-Overijssel (CR);Werkloosheid,bijstand,arbeidsongeschikt;5.2;19.0
139;Zuidwest-Overijssel (CR);Pensioen;14.7;23.2
140;Twente (CR);Totaal particulier huishouden;244.5;30.0
141;Twente (CR);Loon;131.6;33.8
142;Twente (CR);Winst;22.2;42.5
143;Twente (CR);Werkloosheid,bijstand,arbeidsongeschikt;23.2;18.4
144;Twente (CR);Pensioen;63.5;22.2
145;Veluwe (CR);Totaal particulier huishouden;248.7;32.9
146;Veluwe (CR);Loon;137.4;36.0
147;Veluwe (CR);Winst;26.0;45.5
148;Veluwe (CR);Werkloosheid,bijstand,arbeidsongeschikt;16.7;19.2
149;Veluwe (CR);Pensioen;64.6;24.6
150;Achterhoek (CR);Totaal particulier huishouden;160.3;31.3
151;Achterhoek (CR);Loon;84.1;34.9
152;Achterhoek (CR);Winst;18.2;42.3
153;Achterhoek (CR);Werkloosheid,bijstand,arbeidsongeschikt;11.7;19.2
154;Achterhoek (CR);Pensioen;44.1;22.9
155;Arnhem/Nijmegen (CR);Totaal particulier huishouden;291.0;30.1
156;Arnhem/Nijmegen (CR);Loon;160.4;33.9
157;Arnhem/Nijmegen (CR);Winst;26.3;40.4
158;Arnhem/Nijmegen (CR);Werkloosheid,bijstand,arbeidsongeschikt;29.4;17.4
159;Arnhem/Nijmegen (CR);Pensioen;70.3;23.4
160;Zuidwest-Gelderland (CR);Totaal particulier huishouden;88.4;33.9
161;Zuidwest-Gelderland (CR);Loon;49.4;37.6
162;Zuidwest-Gelderland (CR);Winst;12.3;44.3
163;Zuidwest-Gelderland (CR);Werkloosheid,bijstand,arbeidsongeschikt;5.2;20.0
164;Zuidwest-Gelderland (CR);Pensioen;20.2;22.2
165;Utrecht (CR);Totaal particulier huishouden;482.5;34.2
166;Utrecht (CR);Loon;281.7;37.5
167;Utrecht (CR);Winst;49.5;46.0
168;Utrecht (CR);Werkloosheid,bijstand,arbeidsongeschikt;35.7;18.6
169;Utrecht (CR);Pensioen;107.6;25.1
170;Kop van Noord-Holland (CR);Totaal particulier huishouden;149.8;31.4
171;Kop van Noord-Holland (CR);Loon;80.3;34.7
172;Kop van Noord-Holland (CR);Winst;19.0;41.7
173;Kop van Noord-Holland (CR);Werkloosheid,bijstand,arbeidsongeschikt;11.7;18.9
174;Kop van Noord-Holland (CR);Pensioen;36.6;22.8
175;Alkmaar en omgeving (CR);Totaal particulier huishouden;95.9;32.2
176;Alkmaar en omgeving (CR);Loon;53.5;35.6
177;Alkmaar en omgeving (CR);Winst;9.5;42.5
178;Alkmaar en omgeving (CR);Werkloosheid,bijstand,arbeidsongeschikt;7.8;18.3
179;Alkmaar en omgeving (CR);Pensioen;23.2;24.8
180;IJmond (CR);Totaal particulier huishouden;80.0;32.5
181;IJmond (CR);Loon;43.6;36.5
182;IJmond (CR);Winst;7.2;43.5
183;IJmond (CR);Werkloosheid,bijstand,arbeidsongeschikt;5.7;18.2
184;IJmond (CR);Pensioen;22.4;25.0
185;Agglomeratie Haarlem (CR);Totaal particulier huishouden;97.1;33.5
186;Agglomeratie Haarlem (CR);Loon;51.3;37.5
187;Agglomeratie Haarlem (CR);Winst;10.1;44.8
188;Agglomeratie Haarlem (CR);Werkloosheid,bijstand,arbeidsongeschikt;8.5;18.0
189;Agglomeratie Haarlem (CR);Pensioen;25.6;25.6
190;Zaanstreek (CR);Totaal particulier huishouden;66.6;30.6
191;Zaanstreek (CR);Loon;37.2;34.6
192;Zaanstreek (CR);Winst;5.7;41.3
193;Zaanstreek (CR);Werkloosheid,bijstand,arbeidsongeschikt;6.6;18.4
194;Zaanstreek (CR);Pensioen;16.3;22.9
195;Groot-Amsterdam (CR);Totaal particulier huishouden;553.6;30.2
196;Groot-Amsterdam (CR);Loon;305.3;34.5
197;Groot-Amsterdam (CR);Winst;62.4;38.1
198;Groot-Amsterdam (CR);Werkloosheid,bijstand,arbeidsongeschikt;68.8;16.4
199;Groot-Amsterdam (CR);Pensioen;108.2;22.5
200;Het Gooi en Vechtstreek (CR);Totaal particulier huishouden;104.7;36.5
201;Het Gooi en Vechtstreek (CR);Loon;53.2;41.3
202;Het Gooi en Vechtstreek (CR);Winst;12.8;46.8
203;Het Gooi en Vechtstreek (CR);Werkloosheid,bijstand,arbeidsongeschikt;7.3;19.0
204;Het Gooi en Vechtstreek (CR);Pensioen;29.0;26.8
205;Agglomeratie Leiden en Bollenstreek (CR);Totaal particulier huishouden;157.9;33.9
206;Agglomeratie Leiden en Bollenstreek (CR);Loon;92.0;37.4
207;Agglomeratie Leiden en Bollenstreek (CR);Winst;15.6;45.5
208;Agglomeratie Leiden en Bollenstreek (CR);Werkloosheid,bijstand,arbeidsongeschikt;9.9;17.6
209;Agglomeratie Leiden en Bollenstreek (CR);Pensioen;38.0;24.9
210;Agglomeratie 's-Gravenhage (CR);Totaal particulier huishouden;345.0;31.1
211;Agglomeratie 's-Gravenhage (CR);Loon;190.0;35.3
212;Agglomeratie 's-Gravenhage (CR);Winst;28.5;40.7
213;Agglomeratie 's-Gravenhage (CR);Werkloosheid,bijstand,arbeidsongeschikt;39.1;16.8
214;Agglomeratie 's-Gravenhage (CR);Pensioen;81.8;24.6
215;Delft en Westland (CR);Totaal particulier huishouden;85.0;32.4
216;Delft en Westland (CR);Loon;47.9;35.4
217;Delft en Westland (CR);Winst;9.6;44.7
218;Delft en Westland (CR);Werkloosheid,bijstand,arbeidsongeschikt;6.0;17.5
219;Delft en Westland (CR);Pensioen;20.5;23.7
220;Oost-Zuid-Holland (CR);Totaal particulier huishouden;126.9;34.4
221;Oost-Zuid-Holland (CR);Loon;73.8;37.8
222;Oost-Zuid-Holland (CR);Winst;14.4;45.6
223;Oost-Zuid-Holland (CR);Werkloosheid,bijstand,arbeidsongeschikt;7.2;18.9
224;Oost-Zuid-Holland (CR);Pensioen;30.0;24.2
225;Groot-Rijnmond (CR);Totaal particulier huishouden;586.7;30.1
226;Groot-Rijnmond (CR);Loon;321.0;34.6
227;Groot-Rijnmond (CR);Winst;47.3;41.3
228;Groot-Rijnmond (CR);Werkloosheid,bijstand,arbeidsongeschikt;65.1;16.8
229;Groot-Rijnmond (CR);Pensioen;145.4;22.3
230;Zuidoost-Zuid-Holland (CR);Totaal particulier huishouden;158.7;31.7
231;Zuidoost-Zuid-Holland (CR);Loon;89.8;35.6
232;Zuidoost-Zuid-Holland (CR);Winst;13.9;43.9
233;Zuidoost-Zuid-Holland (CR);Werkloosheid,bijstand,arbeidsongeschikt;11.8;17.8
234;Zuidoost-Zuid-Holland (CR);Pensioen;41.4;22.7
235;Zeeuwsch-Vlaanderen (CR);Totaal particulier huishouden;46.7;29.8
236;Zeeuwsch-Vlaanderen (CR);Loon;23.2;34.8
237;Zeeuwsch-Vlaanderen (CR);Winst;4.9;40.2
238;Zeeuwsch-Vlaanderen (CR);Werkloosheid,bijstand,arbeidsongeschikt;3.5;17.5
239;Zeeuwsch-Vlaanderen (CR);Pensioen;14.4;21.5
240;Overig Zeeland (CR);Totaal particulier huishouden;113.7;30.3
241;Overig Zeeland (CR);Loon;58.3;33.5
242;Overig Zeeland (CR);Winst;13.0;41.4
243;Overig Zeeland (CR);Werkloosheid,bijstand,arbeidsongeschikt;8.0;18.0
244;Overig Zeeland (CR);Pensioen;32.6;23.1
245;West-Noord-Brabant (CR);Totaal particulier huishouden;251.9;31.6
246;West-Noord-Brabant (CR);Loon;139.8;35.7
247;West-Noord-Brabant (CR);Winst;23.5;41.9
248;West-Noord-Brabant (CR);Werkloosheid,bijstand,arbeidsongeschikt;20.0;18.3
249;West-Noord-Brabant (CR);Pensioen;65.7;23.1
250;Midden-Noord-Brabant (CR);Totaal particulier huishouden;181.5;31.4
251;Midden-Noord-Brabant (CR);Loon;102.8;35.2
252;Midden-Noord-Brabant (CR);Winst;17.6;41.7
253;Midden-Noord-Brabant (CR);Werkloosheid,bijstand,arbeidsongeschikt;14.1;18.2
254;Midden-Noord-Brabant (CR);Pensioen;44.7;22.5
255;Noordoost-Noord-Brabant (CR);Totaal particulier huishouden;249.6;33.0
256;Noordoost-Noord-Brabant (CR);Loon;137.9;36.7
257;Noordoost-Noord-Brabant (CR);Winst;29.0;43.6
258;Noordoost-Noord-Brabant (CR);Werkloosheid,bijstand,arbeidsongeschikt;18.9;19.3
259;Noordoost-Noord-Brabant (CR);Pensioen;60.3;23.4
260;Zuidoost-Noord-Brabant (CR);Totaal particulier huishouden;299.8;31.9
261;Zuidoost-Noord-Brabant (CR);Loon;163.5;35.5
262;Zuidoost-Noord-Brabant (CR);Winst;29.9;42.2
263;Zuidoost-Noord-Brabant (CR);Werkloosheid,bijstand,arbeidsongeschikt;25.3;18.4
264;Zuidoost-Noord-Brabant (CR);Pensioen;77.4;24.3
265;Noord-Limburg (CR);Totaal particulier huishouden;111.9;30.9
266;Noord-Limburg (CR);Loon;61.8;34.4
267;Noord-Limburg (CR);Winst;11.0;41.8
268;Noord-Limburg (CR);Werkloosheid,bijstand,arbeidsongeschikt;9.1;19.8
269;Noord-Limburg (CR);Pensioen;28.5;22.5
270;Midden-Limburg (CR);Totaal particulier huishouden;96.0;30.8
271;Midden-Limburg (CR);Loon;51.0;35.1
272;Midden-Limburg (CR);Winst;9.1;41.4
273;Midden-Limburg (CR);Werkloosheid,bijstand,arbeidsongeschikt;8.9;19.0
274;Midden-Limburg (CR);Pensioen;25.8;22.5
275;Zuid-Limburg (CR);Totaal particulier huishouden;267.7;28.4
276;Zuid-Limburg (CR);Loon;132.6;33.4
277;Zuid-Limburg (CR);Winst;20.5;37.6
278;Zuid-Limburg (CR);Werkloosheid,bijstand,arbeidsongeschikt;33.1;17.4
279;Zuid-Limburg (CR);Pensioen;77.3;22.4
280;Flevoland (CR);Totaal particulier huishouden;143.5;31.6
281;Flevoland (CR);Loon;88.0;34.9
282;Flevoland (CR);Winst;15.3;39.3
283;Flevoland (CR);Werkloosheid,bijstand,arbeidsongeschikt;13.6;18.6
284;Flevoland (CR);Pensioen;24.8;22.7
285;Groningen (GA);Totaal particulier huishouden;86.0;26.8
286;Groningen (GA);Loon;47.4;29.7
287;Groningen (GA);Winst;6.7;38.1
288;Groningen (GA);Werkloosheid,bijstand,arbeidsongeschikt;11.3;15.0
289;Groningen (GA);Pensioen;18.5;22.6
290;Leeuwarden (GA);Totaal particulier huishouden;41.0;26.1
291;Leeuwarden (GA);Loon;21.5;29.3
292;Leeuwarden (GA);Winst;2.9;38.5
293;Leeuwarden (GA);Werkloosheid,bijstand,arbeidsongeschikt;5.6;15.2
294;Leeuwarden (GA);Pensioen;10.2;22.5
295;Zwolle (GA);Totaal particulier huishouden;48.1;30.0
296;Zwolle (GA);Loon;28.5;32.8
297;Zwolle (GA);Winst;3.5;44.8
298;Zwolle (GA);Werkloosheid,bijstand,arbeidsongeschikt;4.8;17.0
299;Zwolle (GA);Pensioen;10.4;24.1
300;Enschede (GA);Totaal particulier huishouden;63.6;26.7
301;Enschede (GA);Loon;33.3;30.6
302;Enschede (GA);Winst;4.2;37.3
303;Enschede (GA);Werkloosheid,bijstand,arbeidsongeschikt;9.1;17.3
304;Enschede (GA);Pensioen;15.6;21.2
305;Apeldoorn (GA);Totaal particulier huishouden;64.6;31.5
306;Apeldoorn (GA);Loon;36.4;35.1
307;Apeldoorn (GA);Winst;4.9;44.1
308;Apeldoorn (GA);Werkloosheid,bijstand,arbeidsongeschikt;5.1;18.1
309;Apeldoorn (GA);Pensioen;17.3;24.1
310;Arnhem (GA);Totaal particulier huishouden;64.6;27.5
311;Arnhem (GA);Loon;35.9;30.7
312;Arnhem (GA);Winst;5.2;37.5
313;Arnhem (GA);Werkloosheid,bijstand,arbeidsongeschikt;9.2;16.1
314;Arnhem (GA);Pensioen;13.0;23.0
315;Nijmegen (GA);Totaal particulier huishouden;68.9;27.5
316;Nijmegen (GA);Loon;37.9;30.8
317;Nijmegen (GA);Winst;5.7;38.8
318;Nijmegen (GA);Werkloosheid,bijstand,arbeidsongeschikt;9.0;16.0
319;Nijmegen (GA);Pensioen;15.0;22.1
320;Amersfoort (GA);Totaal particulier huishouden;68.0;34.1
321;Amersfoort (GA);Loon;42.3;37.0
322;Amersfoort (GA);Winst;6.1;46.7
323;Amersfoort (GA);Werkloosheid,bijstand,arbeidsongeschikt;3.9;19.9
324;Amersfoort (GA);Pensioen;14.4;24.5
325;Utrecht (GA);Totaal particulier huishouden;177.4;31.4
326;Utrecht (GA);Loon;108.7;34.7
327;Utrecht (GA);Winst;15.8;42.1
328;Utrecht (GA);Werkloosheid,bijstand,arbeidsongeschikt;17.7;17.4
329;Utrecht (GA);Pensioen;32.8;23.1
330;Amsterdam (GA);Totaal particulier huishouden;479.9;28.9
331;Amsterdam (GA);Loon;260.7;33.2
332;Amsterdam (GA);Winst;51.7;36.4
333;Amsterdam (GA);Werkloosheid,bijstand,arbeidsongeschikt;67.0;16.2
334;Amsterdam (GA);Pensioen;92.6;21.9
335;Haarlem (GA);Totaal particulier huishouden;85.0;33.5
336;Haarlem (GA);Loon;45.4;37.4
337;Haarlem (GA);Winst;8.7;45.0
338;Haarlem (GA);Werkloosheid,bijstand,arbeidsongeschikt;7.5;17.8
339;Haarlem (GA);Pensioen;22.0;25.5
340;Leiden (GA);Totaal particulier huishouden;102.2;33.2
341;Leiden (GA);Loon;60.2;36.6
342;Leiden (GA);Winst;9.1;44.8
343;Leiden (GA);Werkloosheid,bijstand,arbeidsongeschikt;7.5;17.3
344;Leiden (GA);Pensioen;24.0;25.1
345;'s-Gravenhage (GA);Totaal particulier huishouden;280.6;30.3
346;'s-Gravenhage (GA);Loon;149.7;34.5
347;'s-Gravenhage (GA);Winst;23.6;39.6
348;'s-Gravenhage (GA);Werkloosheid,bijstand,arbeidsongeschikt;34.4;16.5
349;'s-Gravenhage (GA);Pensioen;67.9;24.5
350;Rotterdam (GA);Totaal particulier huishouden;437.3;28.4
351;Rotterdam (GA);Loon;235.1;33.0
352;Rotterdam (GA);Winst;31.2;39.5
353;Rotterdam (GA);Werkloosheid,bijstand,arbeidsongeschikt;58.3;16.5
354;Rotterdam (GA);Pensioen;106.6;21.6
355;Dordrecht (GA);Totaal particulier huishouden;99.2;30.7
356;Dordrecht (GA);Loon;56.0;34.7
357;Dordrecht (GA);Winst;7.5;42.6
358;Dordrecht (GA);Werkloosheid,bijstand,arbeidsongeschikt;8.4;17.2
359;Dordrecht (GA);Pensioen;26.2;22.9
360;Breda (GA);Totaal particulier huishouden;72.6;31.2
361;Breda (GA);Loon;40.7;34.8
362;Breda (GA);Winst;6.2;42.4
363;Breda (GA);Werkloosheid,bijstand,arbeidsongeschikt;6.6;16.7
364;Breda (GA);Pensioen;18.0;24.3
365;Tilburg (GA);Totaal particulier huishouden;92.3;29.3
366;Tilburg (GA);Loon;53.4;33.1
367;Tilburg (GA);Winst;7.0;39.6
368;Tilburg (GA);Werkloosheid,bijstand,arbeidsongeschikt;9.0;17.2
369;Tilburg (GA);Pensioen;21.7;22.0
370;'s-Hertogenbosch (GA);Totaal particulier huishouden;68.6;32.1
371;'s-Hertogenbosch (GA);Loon;38.2;36.1
372;'s-Hertogenbosch (GA);Winst;6.9;42.7
373;'s-Hertogenbosch (GA);Werkloosheid,bijstand,arbeidsongeschikt;6.4;17.6
374;'s-Hertogenbosch (GA);Pensioen;16.1;24.0
375;Eindhoven (GA);Totaal particulier huishouden;140.1;30.6
376;Eindhoven (GA);Loon;76.8;34.2
377;Eindhoven (GA);Winst;11.0;39.3
378;Eindhoven (GA);Werkloosheid,bijstand,arbeidsongeschikt;13.1;17.5
379;Eindhoven (GA);Pensioen;37.3;25.0
380;Geleen/Sittard (GA);Totaal particulier huishouden;60.3;29.5
381;Geleen/Sittard (GA);Loon;30.4;34.7
382;Geleen/Sittard (GA);Winst;4.3;39.1
383;Geleen/Sittard (GA);Werkloosheid,bijstand,arbeidsongeschikt;7.3;17.9
384;Geleen/Sittard (GA);Pensioen;17.2;23.1
385;Heerlen (GA);Totaal particulier huishouden;94.8;26.2
386;Heerlen (GA);Loon;46.1;31.0
387;Heerlen (GA);Winst;5.9;34.7
388;Heerlen (GA);Werkloosheid,bijstand,arbeidsongeschikt;13.9;16.6
389;Heerlen (GA);Pensioen;27.5;21.4
390;Maastricht (GA);Totaal particulier huishouden;51.7;27.4
391;Maastricht (GA);Loon;25.4;32.0
392;Maastricht (GA);Winst;3.7;36.1
393;Maastricht (GA);Werkloosheid,bijstand,arbeidsongeschikt;6.9;17.1
394;Maastricht (GA);Pensioen;14.7;22.3
395;Groningen (SG);Totaal particulier huishouden;142.6;28.9
396;Groningen (SG);Loon;76.7;31.9
397;Groningen (SG);Winst;13.4;39.8
398;Groningen (SG);Werkloosheid,bijstand,arbeidsongeschikt;14.8;16.2
399;Groningen (SG);Pensioen;34.5;23.5
400;Leeuwarden (SG);Totaal particulier huishouden;67.7;27.9
401;Leeuwarden (SG);Loon;35.7;31.1
402;Leeuwarden (SG);Winst;6.1;39.2
403;Leeuwarden (SG);Werkloosheid,bijstand,arbeidsongeschikt;7.4;16.8
404;Leeuwarden (SG);Pensioen;17.4;22.4
405;Zwolle (SG);Totaal particulier huishouden;69.4;31.2
406;Zwolle (SG);Loon;39.9;34.1
407;Zwolle (SG);Winst;6.1;45.5
408;Zwolle (SG);Werkloosheid,bijstand,arbeidsongeschikt;5.9;17.8
409;Zwolle (SG);Pensioen;16.4;24.1
410;Enschede (SG);Totaal particulier huishouden;128.0;28.4
411;Enschede (SG);Loon;68.9;32.2
412;Enschede (SG);Winst;9.2;40.1
413;Enschede (SG);Werkloosheid,bijstand,arbeidsongeschikt;14.6;17.7
414;Enschede (SG);Pensioen;32.9;22.1
415;Apeldoorn (SG);Totaal particulier huishouden;86.8;31.8
416;Apeldoorn (SG);Loon;47.9;35.5
417;Apeldoorn (SG);Winst;7.2;43.8
418;Apeldoorn (SG);Werkloosheid,bijstand,arbeidsongeschikt;6.5;18.5
419;Apeldoorn (SG);Pensioen;23.8;24.2
420;Arnhem (SG);Totaal particulier huishouden;147.4;30.4
421;Arnhem (SG);Loon;80.4;34.1
422;Arnhem (SG);Winst;13.2;40.7
423;Arnhem (SG);Werkloosheid,bijstand,arbeidsongeschikt;14.8;17.4
424;Arnhem (SG);Pensioen;36.5;23.9
425;Nijmegen (SG);Totaal particulier huishouden;115.3;29.8
426;Nijmegen (SG);Loon;64.0;33.5
427;Nijmegen (SG);Winst;10.5;40.2
428;Nijmegen (SG);Werkloosheid,bijstand,arbeidsongeschikt;12.2;16.9
429;Nijmegen (SG);Pensioen;26.6;23.0
430;Amersfoort (SG);Totaal particulier huishouden;108.7;34.4
431;Amersfoort (SG);Loon;64.6;37.4
432;Amersfoort (SG);Winst;11.1;46.9
433;Amersfoort (SG);Werkloosheid,bijstand,arbeidsongeschikt;6.4;19.7
434;Amersfoort (SG);Pensioen;24.7;25.0
435;Utrecht (SG);Totaal particulier huishouden;242.7;33.0
436;Utrecht (SG);Loon;144.4;36.4
