ID;Geslacht;Leeftijd;DiagnoseAantal;DiagnosenGGZ;Perioden;PrimaireDiagnoses_1;PrimaireEnNevendiagnoses_2;PrimaireDiagnoses_3;PrimaireEnNevendiagnoses_4;PrimaireDiagnoses_5;PrimaireEnNevendiagnoses_6;PrimaireDiagnoses_7;PrimaireEnNevendiagnoses_8
56;Totaal mannen en vrouwen;Totaal;Totaal;1.4 Communicatiestoornissen;2009;1240.0;3945.0;8.0;24.0;835.0;2545.0;5.0;15.0
57;Totaal mannen en vrouwen;Totaal;Totaal;1.4 Communicatiestoornissen;2010;1325.0;4245.0;8.0;26.0;905.0;2950.0;5.0;18.0
58;Totaal mannen en vrouwen;Totaal;Totaal;1.4 Communicatiestoornissen;2011;1195.0;4130.0;7.0;25.0;815.0;2810.0;5.0;17.0
59;Totaal mannen en vrouwen;Totaal;Totaal;1.4 Communicatiestoornissen;2012;1145.0;4220.0;7.0;25.0;770.0;2840.0;5.0;17.0
60;Totaal mannen en vrouwen;Totaal;Totaal;1.4 Communicatiestoornissen;2013;1070.0;4215.0;6.0;25.0;810.0;2965.0;5.0;18.0
61;Totaal mannen en vrouwen;Totaal;Totaal;1.4 Communicatiestoornissen;2014;645.0;3300.0;4.0;20.0;620.0;3110.0;4.0;18.0
62;Totaal mannen en vrouwen;Totaal;Totaal;1.4 Communicatiestoornissen;2015;70.0;440.0;0.0;3.0;60.0;320.0;0.0;2.0
63;Totaal mannen en vrouwen;Totaal;Totaal;1.4 Communicatiestoornissen;2016;45.0;310.0;0.0;2.0;25.0;240.0;0.0;1.0
64;Totaal mannen en vrouwen;Totaal;Totaal;1.5 Totaal pervasieve ontwikk.stoorn.;2009;73370.0;85665.0;444.0;518.0;48055.0;55875.0;291.0;338.0
65;Totaal mannen en vrouwen;Totaal;Totaal;1.5 Totaal pervasieve ontwikk.stoorn.;2010;79220.0;93445.0;477.0;562.0;55995.0;65660.0;337.0;395.0
66;Totaal mannen en vrouwen;Totaal;Totaal;1.5 Totaal pervasieve ontwikk.stoorn.;2011;84745.0;100310.0;508.0;601.0;59025.0;69535.0;354.0;417.0
67;Totaal mannen en vrouwen;Totaal;Totaal;1.5 Totaal pervasieve ontwikk.stoorn.;2012;87900.0;104100.0;525.0;621.0;60665.0;71570.0;362.0;427.0
68;Totaal mannen en vrouwen;Totaal;Totaal;1.5 Totaal pervasieve ontwikk.stoorn.;2013;93650.0;112020.0;557.0;667.0;64240.0;76245.0;382.0;454.0
69;Totaal mannen en vrouwen;Totaal;Totaal;1.5 Totaal pervasieve ontwikk.stoorn.;2014;87290.0;106020.0;518.0;629.0;75410.0;90090.0;447.0;534.0
70;Totaal mannen en vrouwen;Totaal;Totaal;1.5 Totaal pervasieve ontwikk.stoorn.;2015;33890.0;45165.0;200.0;267.0;23185.0;30675.0;137.0;181.0
71;Totaal mannen en vrouwen;Totaal;Totaal;1.5 Totaal pervasieve ontwikk.stoorn.;2016;34605.0;43875.0;203.0;258.0;22860.0;30355.0;134.0;178.0
72;Totaal mannen en vrouwen;Totaal;Totaal;1.5.1 Perv.ontw.st.: autistische stoorn.;2009;11890.0;13330.0;72.0;81.0;7765.0;8710.0;47.0;53.0
73;Totaal mannen en vrouwen;Totaal;Totaal;1.5.1 Perv.ontw.st.: autistische stoorn.;2010;13140.0;14775.0;79.0;89.0;9275.0;10400.0;56.0;63.0
74;Totaal mannen en vrouwen;Totaal;Totaal;1.5.1 Perv.ontw.st.: autistische stoorn.;2011;14350.0;16245.0;86.0;97.0;9890.0;11160.0;59.0;67.0
75;Totaal mannen en vrouwen;Totaal;Totaal;1.5.1 Perv.ontw.st.: autistische stoorn.;2012;15275.0;17295.0;91.0;103.0;10465.0;11825.0;62.0;71.0
76;Totaal mannen en vrouwen;Totaal;Totaal;1.5.1 Perv.ontw.st.: autistische stoorn.;2013;16915.0;19440.0;101.0;116.0;11550.0;13105.0;69.0;78.0
77;Totaal mannen en vrouwen;Totaal;Totaal;1.5.1 Perv.ontw.st.: autistische stoorn.;2014;17325.0;20280.0;103.0;120.0;14345.0;16405.0;85.0;97.0
78;Totaal mannen en vrouwen;Totaal;Totaal;1.5.1 Perv.ontw.st.: autistische stoorn.;2015;8635.0;11185.0;51.0;66.0;5645.0;7290.0;33.0;43.0
79;Totaal mannen en vrouwen;Totaal;Totaal;1.5.1 Perv.ontw.st.: autistische stoorn.;2016;10480.0;12805.0;62.0;75.0;6345.0;8155.0;37.0;48.0
80;Totaal mannen en vrouwen;Totaal;Totaal;1.5.2 Perv.ontw.st.: overig of NAO;2009;61480.0;72615.0;372.0;439.0;40290.0;47330.0;244.0;286.0
81;Totaal mannen en vrouwen;Totaal;Totaal;1.5.2 Perv.ontw.st.: overig of NAO;2010;66080.0;78980.0;398.0;475.0;46715.0;55460.0;281.0;334.0
82;Totaal mannen en vrouwen;Totaal;Totaal;1.5.2 Perv.ontw.st.: overig of NAO;2011;70395.0;84375.0;422.0;505.0;49135.0;58595.0;294.0;351.0
83;Totaal mannen en vrouwen;Totaal;Totaal;1.5.2 Perv.ontw.st.: overig of NAO;2012;72625.0;87090.0;433.0;520.0;50200.0;59920.0;300.0;358.0
84;Totaal mannen en vrouwen;Totaal;Totaal;1.5.2 Perv.ontw.st.: overig of NAO;2013;76735.0;92875.0;457.0;553.0;52690.0;63340.0;314.0;377.0
85;Totaal mannen en vrouwen;Totaal;Totaal;1.5.2 Perv.ontw.st.: overig of NAO;2014;69965.0;85985.0;415.0;510.0;61065.0;73885.0;362.0;438.0
86;Totaal mannen en vrouwen;Totaal;Totaal;1.5.2 Perv.ontw.st.: overig of NAO;2015;25255.0;34100.0;149.0;201.0;17545.0;23450.0;104.0;138.0
87;Totaal mannen en vrouwen;Totaal;Totaal;1.5.2 Perv.ontw.st.: overig of NAO;2016;24125.0;31165.0;142.0;183.0;16515.0;22275.0;97.0;131.0
88;Totaal mannen en vrouwen;Totaal;Totaal;1.6 Totaal aandacht- en gedragsstoorn.;2009;112290.0;148760.0;679.0;900.0;71515.0;93425.0;433.0;565.0
89;Totaal mannen en vrouwen;Totaal;Totaal;1.6 Totaal aandacht- en gedragsstoorn.;2010;126525.0;170130.0;762.0;1024.0;87120.0;116100.0;524.0;699.0
90;Totaal mannen en vrouwen;Totaal;Totaal;1.6 Totaal aandacht- en gedragsstoorn.;2011;135005.0;183535.0;809.0;1099.0;90865.0;122775.0;544.0;735.0
91;Totaal mannen en vrouwen;Totaal;Totaal;1.6 Totaal aandacht- en gedragsstoorn.;2012;142060.0;193255.0;848.0;1153.0;94865.0;129085.0;566.0;770.0
92;Totaal mannen en vrouwen;Totaal;Totaal;1.6 Totaal aandacht- en gedragsstoorn.;2013;150065.0;206970.0;893.0;1232.0;101500.0;138590.0;604.0;825.0
93;Totaal mannen en vrouwen;Totaal;Totaal;1.6 Totaal aandacht- en gedragsstoorn.;2014;134340.0;191785.0;797.0;1137.0;116630.0;160805.0;692.0;953.0
94;Totaal mannen en vrouwen;Totaal;Totaal;1.6 Totaal aandacht- en gedragsstoorn.;2015;42545.0;77730.0;251.0;459.0;29090.0;52340.0;172.0;309.0
95;Totaal mannen en vrouwen;Totaal;Totaal;1.6 Totaal aandacht- en gedragsstoorn.;2016;38440.0;68120.0;226.0;400.0;24765.0;48130.0;145.0;283.0
96;Totaal mannen en vrouwen;Totaal;Totaal;1.6.1 Aandachtstekort: hyperactiviteit;2009;95620.0;130195.0;578.0;788.0;60550.0;81255.0;366.0;492.0
97;Totaal mannen en vrouwen;Totaal;Totaal;1.6.1 Aandachtstekort: hyperactiviteit;2010;110035.0;151740.0;662.0;913.0;75490.0;103105.0;454.0;621.0
98;Totaal mannen en vrouwen;Totaal;Totaal;1.6.1 Aandachtstekort: hyperactiviteit;2011;119130.0;165785.0;714.0;993.0;80320.0;110990.0;481.0;665.0
99;Totaal mannen en vrouwen;Totaal;Totaal;1.6.1 Aandachtstekort: hyperactiviteit;2012;124550.0;174185.0;743.0;1040.0;84090.0;117135.0;502.0;699.0
100;Totaal mannen en vrouwen;Totaal;Totaal;1.6.1 Aandachtstekort: hyperactiviteit;2013;131075.0;186605.0;780.0;1110.0;88785.0;124975.0;528.0;744.0
101;Totaal mannen en vrouwen;Totaal;Totaal;1.6.1 Aandachtstekort: hyperactiviteit;2014;118495.0;174865.0;703.0;1037.0;101260.0;144560.0;600.0;857.0
102;Totaal mannen en vrouwen;Totaal;Totaal;1.6.1 Aandachtstekort: hyperactiviteit;2015;41175.0;75765.0;243.0;447.0;28065.0;50890.0;166.0;300.0
103;Totaal mannen en vrouwen;Totaal;Totaal;1.6.1 Aandachtstekort: hyperactiviteit;2016;37485.0;66655.0;220.0;391.0;24075.0;47035.0;141.0;276.0
104;Totaal mannen en vrouwen;Totaal;Totaal;1.6.2 Totaal gedragsstoornissen;2009;16670.0;28025.0;101.0;170.0;10965.0;18335.0;66.0;111.0
105;Totaal mannen en vrouwen;Totaal;Totaal;1.6.2 Totaal gedragsstoornissen;2010;16495.0;28380.0;99.0;171.0;11630.0;20060.0;70.0;121.0
106;Totaal mannen en vrouwen;Totaal;Totaal;1.6.2 Totaal gedragsstoornissen;2011;15880.0;27610.0;95.0;165.0;10545.0;18615.0;63.0;112.0
107;Totaal mannen en vrouwen;Totaal;Totaal;1.6.2 Totaal gedragsstoornissen;2012;17510.0;29250.0;105.0;175.0;10775.0;18845.0;64.0;112.0
108;Totaal mannen en vrouwen;Totaal;Totaal;1.6.2 Totaal gedragsstoornissen;2013;18995.0;30750.0;113.0;183.0;12710.0;20780.0;76.0;124.0
109;Totaal mannen en vrouwen;Totaal;Totaal;1.6.2 Totaal gedragsstoornissen;2014;15845.0;25815.0;94.0;153.0;15370.0;24905.0;91.0;148.0
110;Totaal mannen en vrouwen;Totaal;Totaal;1.6.2 Totaal gedragsstoornissen;2015;1370.0;2640.0;8.0;16.0;1025.0;1925.0;6.0;11.0
111;Totaal mannen en vrouwen;Totaal;Totaal;1.6.2 Totaal gedragsstoornissen;2016;955.0;1900.0;6.0;11.0;690.0;1450.0;4.0;9.0
112;Totaal mannen en vrouwen;Totaal;Totaal;1.6.2.1 Gedragsstoornis;2009;3390.0;4690.0;21.0;28.0;2240.0;3075.0;14.0;19.0
113;Totaal mannen en vrouwen;Totaal;Totaal;1.6.2.1 Gedragsstoornis;2010;3270.0;4590.0;20.0;28.0;2240.0;3140.0;13.0;19.0
114;Totaal mannen en vrouwen;Totaal;Totaal;1.6.2.1 Gedragsstoornis;2011;3185.0;4415.0;19.0;26.0;2115.0;2950.0;13.0;18.0
115;Totaal mannen en vrouwen;Totaal;Totaal;1.6.2.1 Gedragsstoornis;2012;3080.0;4265.0;18.0;25.0;1970.0;2765.0;12.0;17.0
116;Totaal mannen en vrouwen;Totaal;Totaal;1.6.2.1 Gedragsstoornis;2013;3010.0;4155.0;18.0;25.0;2040.0;2790.0;12.0;17.0
117;Totaal mannen en vrouwen;Totaal;Totaal;1.6.2.1 Gedragsstoornis;2014;2510.0;3540.0;15.0;21.0;2385.0;3310.0;14.0;20.0
118;Totaal mannen en vrouwen;Totaal;Totaal;1.6.2.1 Gedragsstoornis;2015;350.0;620.0;2.0;4.0;270.0;460.0;2.0;3.0
119;Totaal mannen en vrouwen;Totaal;Totaal;1.6.2.1 Gedragsstoornis;2016;230.0;435.0;1.0;3.0;145.0;305.0;1.0;2.0
120;Totaal mannen en vrouwen;Totaal;Totaal;1.6.2.2 Gedrag: opposit.-opstandig;2009;6995.0;14145.0;42.0;86.0;4660.0;9375.0;28.0;57.0
121;Totaal mannen en vrouwen;Totaal;Totaal;1.6.2.2 Gedrag: opposit.-opstandig;2010;6830.0;14160.0;41.0;85.0;4890.0;10190.0;29.0;61.0
122;Totaal mannen en vrouwen;Totaal;Totaal;1.6.2.2 Gedrag: opposit.-opstandig;2011;6250.0;13355.0;37.0;80.0;4235.0;9220.0;25.0;55.0
123;Totaal mannen en vrouwen;Totaal;Totaal;1.6.2.2 Gedrag: opposit.-opstandig;2012;6495.0;13465.0;39.0;80.0;4115.0;9005.0;25.0;54.0
124;Totaal mannen en vrouwen;Totaal;Totaal;1.6.2.2 Gedrag: opposit.-opstandig;2013;6775.0;13575.0;40.0;81.0;4535.0;9315.0;27.0;55.0
125;Totaal mannen en vrouwen;Totaal;Totaal;1.6.2.2 Gedrag: opposit.-opstandig;2014;5760.0;11355.0;34.0;67.0;5625.0;11075.0;33.0;66.0
126;Totaal mannen en vrouwen;Totaal;Totaal;1.6.2.2 Gedrag: opposit.-opstandig;2015;345.0;775.0;2.0;5.0;250.0;555.0;1.0;3.0
127;Totaal mannen en vrouwen;Totaal;Totaal;1.6.2.2 Gedrag: opposit.-opstandig;2016;205.0;510.0;1.0;3.0;160.0;400.0;1.0;2.0
128;Totaal mannen en vrouwen;Totaal;Totaal;1.6.2.3 Gedrag: overig of NAO;2009;6280.0;9425.0;38.0;57.0;4065.0;6035.0;25.0;37.0
129;Totaal mannen en vrouwen;Totaal;Totaal;1.6.2.3 Gedrag: overig of NAO;2010;6390.0;9850.0;38.0;59.0;4500.0;6875.0;27.0;41.0
130;Totaal mannen en vrouwen;Totaal;Totaal;1.6.2.3 Gedrag: overig of NAO;2011;6445.0;10050.0;39.0;60.0;4195.0;6580.0;25.0;39.0
131;Totaal mannen en vrouwen;Totaal;Totaal;1.6.2.3 Gedrag: overig of NAO;2012;7935.0;11720.0;47.0;70.0;4695.0;7200.0;28.0;43.0
132;Totaal mannen en vrouwen;Totaal;Totaal;1.6.2.3 Gedrag: overig of NAO;2013;9210.0;13240.0;55.0;79.0;6135.0;8815.0;37.0;52.0
133;Totaal mannen en vrouwen;Totaal;Totaal;1.6.2.3 Gedrag: overig of NAO;2014;7575.0;11115.0;45.0;66.0;7360.0;10710.0;44.0;64.0
134;Totaal mannen en vrouwen;Totaal;Totaal;1.6.2.3 Gedrag: overig of NAO;2015;670.0;1250.0;4.0;7.0;510.0;920.0;3.0;5.0
135;Totaal mannen en vrouwen;Totaal;Totaal;1.6.2.3 Gedrag: overig of NAO;2016;515.0;960.0;3.0;6.0;380.0;745.0;2.0;4.0
136;Totaal mannen en vrouwen;Totaal;Totaal;1.7 Voedings- en eetstoorn. kindertijd;2009;290.0;480.0;2.0;3.0;195.0;315.0;1.0;2.0
137;Totaal mannen en vrouwen;Totaal;Totaal;1.7 Voedings- en eetstoorn. kindertijd;2010;370.0;580.0;2.0;3.0;230.0;370.0;1.0;2.0
138;Totaal mannen en vrouwen;Totaal;Totaal;1.7 Voedings- en eetstoorn. kindertijd;2011;475.0;675.0;3.0;4.0;315.0;450.0;2.0;3.0
139;Totaal mannen en vrouwen;Totaal;Totaal;1.7 Voedings- en eetstoorn. kindertijd;2012;470.0;700.0;3.0;4.0;315.0;470.0;2.0;3.0
140;Totaal mannen en vrouwen;Totaal;Totaal;1.7 Voedings- en eetstoorn. kindertijd;2013;355.0;605.0;2.0;4.0;270.0;420.0;2.0;2.0
141;Totaal mannen en vrouwen;Totaal;Totaal;1.7 Voedings- en eetstoorn. kindertijd;2014;180.0;400.0;1.0;2.0;175.0;385.0;1.0;2.0
142;Totaal mannen en vrouwen;Totaal;Totaal;1.7 Voedings- en eetstoorn. kindertijd;2015;10.0;45.0;0.0;0.0;5.0;30.0;0.0;0.0
143;Totaal mannen en vrouwen;Totaal;Totaal;1.7 Voedings- en eetstoorn. kindertijd;2016;5.0;30.0;0.0;0.0;0.0;25.0;0.0;0.0
144;Totaal mannen en vrouwen;Totaal;Totaal;1.8 Totaal Tic-stoornissen;2009;1980.0;5635.0;12.0;34.0;1380.0;3735.0;8.0;23.0
145;Totaal mannen en vrouwen;Totaal;Totaal;1.8 Totaal Tic-stoornissen;2010;1995.0;5885.0;12.0;35.0;1425.0;4185.0;9.0;25.0
146;Totaal mannen en vrouwen;Totaal;Totaal;1.8 Totaal Tic-stoornissen;2011;1905.0;5945.0;11.0;36.0;1355.0;4220.0;8.0;25.0
147;Totaal mannen en vrouwen;Totaal;Totaal;1.8 Totaal Tic-stoornissen;2012;1880.0;5940.0;11.0;35.0;1340.0;4215.0;8.0;25.0
148;Totaal mannen en vrouwen;Totaal;Totaal;1.8 Totaal Tic-stoornissen;2013;1890.0;6045.0;11.0;36.0;1335.0;4230.0;8.0;25.0
149;Totaal mannen en vrouwen;Totaal;Totaal;1.8 Totaal Tic-stoornissen;2014;1725.0;5425.0;10.0;32.0;1535.0;4860.0;9.0;29.0
150;Totaal mannen en vrouwen;Totaal;Totaal;1.8 Totaal Tic-stoornissen;2015;405.0;1435.0;2.0;8.0;315.0;1045.0;2.0;6.0
151;Totaal mannen en vrouwen;Totaal;Totaal;1.8 Totaal Tic-stoornissen;2016;325.0;1105.0;2.0;7.0;240.0;855.0;1.0;5.0
152;Totaal mannen en vrouwen;Totaal;Totaal;1.8.1 Tic-stoorn.: Gilles de la Tourette;2009;1430.0;3155.0;9.0;19.0;1030.0;2155.0;6.0;13.0
153;Totaal mannen en vrouwen;Totaal;Totaal;1.8.1 Tic-stoorn.: Gilles de la Tourette;2010;1440.0;3275.0;9.0;20.0;1035.0;2320.0;6.0;14.0
154;Totaal mannen en vrouwen;Totaal;Totaal;1.8.1 Tic-stoorn.: Gilles de la Tourette;2011;1330.0;3265.0;8.0;20.0;975.0;2355.0;6.0;14.0
155;Totaal mannen en vrouwen;Totaal;Totaal;1.8.1 Tic-stoorn.: Gilles de la Tourette;2012;1300.0;3245.0;8.0;19.0;940.0;2345.0;6.0;14.0
156;Totaal mannen en vrouwen;Totaal;Totaal;1.8.1 Tic-stoorn.: Gilles de la Tourette;2013;1330.0;3315.0;8.0;20.0;945.0;2375.0;6.0;14.0
157;Totaal mannen en vrouwen;Totaal;Totaal;1.8.1 Tic-stoorn.: Gilles de la Tourette;2014;1225.0;2980.0;7.0;18.0;1080.0;2610.0;6.0;15.0
158;Totaal mannen en vrouwen;Totaal;Totaal;1.8.1 Tic-stoorn.: Gilles de la Tourette;2015;305.0;960.0;2.0;6.0;235.0;710.0;1.0;4.0
159;Totaal mannen en vrouwen;Totaal;Totaal;1.8.1 Tic-stoorn.: Gilles de la Tourette;2016;235.0;720.0;1.0;4.0;175.0;550.0;1.0;3.0
160;Totaal mannen en vrouwen;Totaal;Totaal;1.8.2 Tic-stoornis: Overig of NAO;2009;550.0;2500.0;3.0;15.0;355.0;1600.0;2.0;10.0
