ID;Geslacht;Leeftijd;Herkomstgroepering;SoortHuishouden;Perioden;TotaalBevolking_1;AlleenArbeidTotaal_2;ArbeidAlsWerknemer_3;ArbeidAlsZelfstandige_4;ArbeidAlsWerknemerEnAlsZelfstandige_5;AlleenUitkeringTotaal_6;AOUitkering_7;WWUitkering_8;WWEnAOUitkering_9;Bijstandsuitkering_10;BijstandsEnAOUitkering_11;AndereUitkeringen_12;AlleenArbeidEnUitkeringTotaal_13;ArbeidAlsWerknemerEnUitkeringTotaal_14;ArbeidAlsWerknemerEnAOUitkering_15;ArbeidAlsWerknemerEnWWUitkering_16;ArbeidAlsWerknemerEnBijstandsuitk_17;ArbeidAlsWerknemerEnAndereUitkering_18;ArbeidAlsZelfstandigeEnUitkering_19;ArbeidAlsWerknEnAlsZelfsEnUitk_20;AlleenPensioen_21;AlleenArbeidEnPensioenTotaal_22;ArbeidAlsWerknemerEnPensioen_23;ArbeidAlsZelfstandigeEnPensioen_24;ArbeidAlsWerknEnAlsZelfsEnPens_25;AlleenUitkeringEnPensioenTotaal_26;PensioenEnAOUitkering_27;PensioenEnWWUitkering_28;PensioenEnBijstandsuitkering_29;PensioenEnAndereUitkeringen_30;ArbeidUitkeringEnPensioen_31;GeenArbeidUitkeringPensioenTotaal_32;NietSchoolgaandeKinderen_33;ScholierStudent_34;OverigePersonen_35
10;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal huishoudens;2011, vrijdag 30 september;16719.1;7606.3;6517.0;769.3;320.0;1033.7;450.2;130.8;4.4;327.9;9.5;111.0;360.7;275.1;130.7;57.1;35.7;51.7;74.1;11.5;2584.3;350.0;194.1;142.9;13.0;246.2;87.8;10.1;51.7;96.7;43.9;4493.8;737.2;2797.3;959.4
11;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal huishoudens;2012, vrijdag 28 september;16772.4;7547.5;6435.3;781.0;331.2;1084.2;458.9;162.9;4.2;334.2;9.7;114.2;370.8;281.5;125.0;68.4;37.5;50.5;77.5;11.8;2635.5;360.6;197.7;149.4;13.4;254.2;83.0;11.7;50.4;109.1;43.8;4475.9;727.8;2804.4;943.7
12;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal huishoudens;2013. vrijdag 27 september;16820.1;7410.0;6308.1;790.7;311.1;1180.3;472.3;211.2;4.7;360.7;10.3;121.1;411.6;316.6;119.4;106.8;40.2;50.3;82.8;12.3;2679.8;358.6;197.0;149.8;11.8;254.1;79.7;14.2;50.4;109.8;43.3;4482.4;714.4;2831.7;936.3
13;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal huishoudens;2014, vrijdag 26 september;16886.0;7442.7;6310.9;820.2;311.5;1205.9;486.5;211.0;4.2;382.5;10.9;110.7;402.8;309.9;115.4;112.0;43.4;39.1;81.2;11.7;2718.8;359.7;195.1;153.1;11.5;259.6;79.0;16.3;51.5;112.8;44.5;4452.0;703.0;2831.6;917.4
14;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal huishoudens;2015, vrijdag 25 september;16954.2;7515.1;6357.2;828.9;329.0;1208.2;492.3;191.1;3.7;402.9;10.8;107.5;405.3;314.2;114.6;120.7;42.4;36.5;78.7;12.4;2748.6;359.8;189.6;158.2;12.0;244.9;71.4;15.9;50.0;107.6;41.2;4431.0;693.1;2801.4;936.5
15;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal particuliere huishoudens;2001, vrijdag 28 september;15851.3;7195.2;6308.4;632.0;254.8;977.9;445.5;51.0;10.0;335.9;16.9;118.6;441.5;368.4;212.7;21.1;37.7;97.0;58.3;14.8;2091.1;173.3;92.1;73.2;8.0;177.7;61.9;18.3;29.2;68.3;24.5;4770.2;813.3;2642.8;1314.1
16;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal particuliere huishoudens;2002, vrijdag 27 september;15950.1;7231.7;6350.1;629.9;251.6;984.5;444.8;65.7;11.2;330.6;16.6;115.6;434.8;364.3;216.0;25.9;37.2;85.1;56.8;13.7;2119.3;189.3;105.5;74.7;9.0;183.5;66.4;15.5;32.5;69.0;27.5;4779.5;817.1;2677.1;1285.3
17;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal particuliere huishoudens;2003, vrijdag 26 september;16021.9;7190.9;6300.2;636.4;254.3;1038.8;441.6;108.0;14.8;343.5;16.6;114.2;422.0;348.6;202.2;33.8;33.9;78.8;60.0;13.4;2134.4;212.2;123.1;78.7;10.4;202.0;70.2;16.4;34.2;81.2;31.7;4789.9;815.3;2741.3;1233.3
18;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal particuliere huishoudens;2004, vrijdag 24 september;16068.9;7117.8;6236.0;636.8;245.0;1062.8;434.7;132.2;17.7;347.4;16.0;114.8;408.6;335.9;186.9;40.6;32.5;75.9;60.6;12.1;2177.9;218.5;127.2;81.3;10.1;217.1;74.7;17.1;35.3;90.0;33.5;4832.7;802.0;2797.9;1232.8
19;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal particuliere huishoudens;2005, vrijdag 30 september;16105.9;7146.6;6229.9;651.5;265.2;1037.6;410.8;128.0;16.2;342.4;15.0;125.2;391.8;318.5;165.3;43.7;33.5;76.0;61.2;12.1;2207.6;245.8;144.9;88.9;12.0;225.5;77.2;16.8;36.5;95.1;36.9;4814.0;788.5;2822.1;1203.4
20;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal particuliere huishoudens;2006, vrijdag 29 september;16131.6;7252.1;6280.7;688.6;282.8;955.0;397.6;104.4;13.4;312.9;10.2;116.5;363.1;291.6;147.6;38.9;35.9;69.2;61.1;10.5;2275.0;257.8;142.3;105.9;9.6;217.0;81.3;16.3;36.9;82.6;35.0;4776.6;768.5;2817.6;1190.4
21;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal particuliere huishoudens;2007, vrijdag 28 september;16174.3;7453.4;6469.3;704.5;279.6;886.0;389.6;82.3;10.4;283.7;10.1;109.8;345.2;279.8;145.2;35.1;35.4;64.1;55.9;9.5;2299.1;279.6;158.6;111.4;9.6;225.6;83.4;16.1;39.5;86.7;37.1;4648.4;748.1;2773.7;1126.6
22;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal particuliere huishoudens;2008, vrijdag 26 september;16244.3;7599.1;6552.1;748.0;298.9;848.0;395.2;69.4;7.1;267.7;8.9;99.7;321.6;258.3;143.0;29.6;28.7;57.0;54.3;9.0;2320.9;304.7;168.1;126.1;10.6;227.5;82.9;13.0;42.4;89.2;37.4;4585.1;737.0;2756.1;1092.0
23;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal particuliere huishoudens;2009, vrijdag 25 september;16332.2;7533.7;6452.4;779.3;302.0;923.9;391.1;131.0;6.3;282.9;9.5;103.1;340.3;268.8;132.5;51.3;30.1;54.8;61.9;9.6;2364.4;316.0;169.0;136.2;10.8;239.1;94.7;10.8;44.9;88.7;42.9;4571.9;733.4;2788.5;1050.0
24;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal particuliere huishoudens;2010, vrijdag 24 september;16413.8;7522.3;6453.0;766.3;303.0;964.5;400.3;134.6;5.1;294.1;9.0;121.4;340.8;267.3;126.6;56.0;32.8;51.8;63.8;9.7;2420.8;328.6;180.7;136.9;11.1;239.1;92.1;10.2;49.1;87.7;42.6;4555.1;731.9;2797.4;1025.9
25;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal particuliere huishoudens;2011, vrijdag 30 september;16498.3;7597.4;6508.9;768.7;319.8;977.2;405.6;130.5;4.4;317.7;9.4;109.8;355.5;270.1;126.3;57.0;35.3;51.5;73.9;11.4;2462.2;349.5;193.8;142.6;13.0;241.2;86.5;10.1;51.4;93.2;43.9;4471.5;735.9;2786.2;949.5
26;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal particuliere huishoudens;2012, vrijdag 28 september;16555.6;7539.2;6427.7;780.4;331.0;1029.0;415.6;162.6;4.2;324.1;9.6;113.0;366.1;277.0;121.0;68.3;37.2;50.4;77.3;11.8;2515.6;360.0;197.5;149.1;13.4;248.6;81.7;11.7;50.1;105.1;43.7;4453.4;726.4;2793.3;933.7
27;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal particuliere huishoudens;2013. vrijdag 27 september;16574.4;7404.5;6303.3;790.2;311.0;1109.8;414.0;211.0;4.7;350.0;10.3;119.8;405.6;310.7;113.9;106.7;40.0;50.2;82.7;12.2;2549.5;358.2;196.8;149.5;11.8;248.1;78.3;14.2;50.1;105.5;43.2;4455.5;713.0;2821.0;921.5
28;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal particuliere huishoudens;2014, vrijdag 26 september;16645.5;7437.1;6306.0;819.7;311.4;1134.2;426.5;210.7;4.2;372.3;10.9;109.5;396.5;303.8;109.6;111.9;43.2;39.0;81.0;11.7;2594.0;359.3;194.9;152.9;11.5;253.6;77.6;16.3;51.1;108.5;44.4;4426.5;701.7;2820.7;904.0
29;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal particuliere huishoudens;2015, vrijdag 25 september;16699.2;7506.8;6350.0;828.0;328.7;1132.1;429.1;190.8;3.7;391.7;10.7;106.1;398.3;307.4;108.2;120.6;42.1;36.4;78.5;12.4;2623.2;359.2;189.4;157.8;12.0;239.1;70.0;15.8;49.6;103.7;41.1;4399.5;691.3;2788.5;919.7
30;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal institutionele huishoudens;2001, vrijdag 28 september;226.2;8.2;7.8;0.3;0.1;47.9;42.0;0.1;0.0;5.0;0.1;0.7;5.6;5.5;5.1;0.0;0.2;0.2;0.1;0.0;138.6;0.4;0.2;0.3;0.0;3.6;0.6;0.0;0.2;2.8;0.0;21.7;1.0;12.3;8.5
31;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal institutionele huishoudens;2002, vrijdag 27 september;224.2;7.9;7.5;0.3;0.1;47.6;41.3;0.1;0.0;5.5;0.1;0.7;5.5;5.4;5.0;0.0;0.2;0.2;0.1;0.0;136.8;0.5;0.2;0.3;0.0;3.5;0.6;0.0;0.2;2.6;0.1;22.4;1.1;12.4;8.9
32;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal institutionele huishoudens;2003, vrijdag 26 september;223.2;8.1;7.6;0.3;0.2;48.6;41.4;0.2;0.0;6.1;0.1;0.8;5.2;5.1;4.8;0.0;0.2;0.1;0.1;0.0;133.6;0.5;0.2;0.3;0.0;4.2;0.7;0.0;0.2;3.3;0.1;22.9;1.1;12.7;9.2
33;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal institutionele huishoudens;2004, vrijdag 24 september;223.8;7.8;7.3;0.4;0.2;50.3;42.3;0.2;0.0;6.9;0.1;0.8;5.1;5.0;4.7;0.1;0.2;0.1;0.1;0.0;132.0;0.5;0.3;0.2;0.0;4.7;0.8;0.0;0.2;3.7;0.1;23.2;1.0;12.0;10.2
34;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal institutionele huishoudens;2005, vrijdag 30 september;223.0;7.9;7.3;0.4;0.2;51.4;42.6;0.2;0.0;7.4;0.1;1.0;4.9;4.8;4.5;0.1;0.2;0.2;0.1;0.0;130.4;0.5;0.3;0.3;0.0;5.0;0.8;0.0;0.2;3.9;0.1;22.8;1.0;11.7;10.2
35;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal institutionele huishoudens;2006, vrijdag 29 september;220.4;8.1;7.5;0.4;0.2;51.8;42.9;0.2;0.0;7.7;0.1;1.0;5.0;4.9;4.4;0.1;0.3;0.2;0.1;0.0;128.6;0.5;0.2;0.3;0.0;4.4;0.9;0.0;0.2;3.2;0.1;22.0;1.0;11.2;9.8
36;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal institutionele huishoudens;2007, vrijdag 28 september;222.0;8.7;8.0;0.5;0.2;53.6;44.2;0.2;0.0;7.9;0.2;1.1;5.2;5.1;4.6;0.1;0.3;0.2;0.1;0.0;127.9;0.5;0.2;0.2;0.0;4.6;1.0;0.0;0.3;3.3;0.1;21.5;1.0;11.6;9.0
37;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal institutionele huishoudens;2008, vrijdag 26 september;222.5;9.2;8.5;0.4;0.2;54.6;44.6;0.2;0.0;8.5;0.2;1.2;5.1;4.9;4.5;0.0;0.3;0.2;0.1;0.0;126.5;0.5;0.2;0.3;0.0;4.8;1.1;0.0;0.3;3.4;0.1;21.8;1.0;11.5;9.3
38;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal institutionele huishoudens;2009, vrijdag 25 september;222.8;8.7;8.0;0.5;0.2;55.5;44.6;0.3;0.0;9.2;0.2;1.1;5.2;5.0;4.4;0.1;0.3;0.2;0.2;0.0;125.7;0.5;0.2;0.3;0.0;5.0;1.3;0.0;0.3;3.4;0.1;22.2;1.1;11.7;9.4
39;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal institutionele huishoudens;2010, vrijdag 24 september;221.7;9.0;8.2;0.6;0.2;55.4;43.9;0.4;0.0;9.4;0.1;1.6;5.1;4.9;4.3;0.1;0.3;0.2;0.2;0.0;124.5;0.6;0.2;0.3;0.0;4.9;1.2;0.0;0.3;3.3;0.1;22.2;1.2;11.5;9.6
40;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal institutionele huishoudens;2011, vrijdag 30 september;220.8;9.0;8.1;0.6;0.2;56.5;44.6;0.4;0.0;10.2;0.1;1.3;5.2;5.0;4.4;0.1;0.3;0.2;0.2;0.0;122.1;0.6;0.3;0.3;0.0;5.1;1.2;0.0;0.3;3.5;0.1;22.3;1.3;11.1;9.9
41;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal institutionele huishoudens;2012, vrijdag 28 september;216.8;8.4;7.6;0.6;0.2;55.2;43.4;0.3;0.0;10.1;0.1;1.2;4.7;4.5;4.0;0.1;0.3;0.1;0.2;0.0;119.9;0.6;0.2;0.3;0.0;5.6;1.2;0.0;0.3;4.0;0.1;22.5;1.4;11.0;10.0
42;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal institutionele huishoudens;2013. vrijdag 27 september;245.7;5.4;4.8;0.5;0.1;70.5;58.3;0.2;0.0;10.7;0.1;1.2;6.0;5.8;5.5;0.1;0.2;0.1;0.1;0.0;130.3;0.5;0.2;0.3;0.0;6.1;1.4;0.0;0.3;4.3;0.1;26.8;1.4;10.7;14.8
43;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal institutionele huishoudens;2014, vrijdag 26 september;240.5;5.6;5.0;0.5;0.1;71.7;60.0;0.2;0.0;10.2;0.1;1.1;6.3;6.1;5.8;0.1;0.1;0.1;0.1;0.0;124.8;0.4;0.1;0.3;0.0;6.0;1.4;0.0;0.3;4.3;0.1;25.5;1.3;10.9;13.3
44;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal institutionele huishoudens;2015, vrijdag 25 september;255.0;8.4;7.2;0.9;0.3;76.1;63.2;0.3;0.0;11.2;0.1;1.3;7.0;6.8;6.3;0.1;0.2;0.1;0.2;0.0;125.4;0.6;0.2;0.4;0.0;5.8;1.4;0.0;0.4;3.9;0.1;31.5;1.8;12.9;16.9
45;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Totaal huishoudens;2001, vrijdag 28 september;13131.8;6069.4;5297.1;549.8;222.6;706.1;389.5;37.3;7.6;173.7;11.3;86.7;362.7;300.1;188.4;16.1;21.2;74.3;50.2;12.4;2023.9;156.2;81.7;67.2;7.2;134.1;52.4;15.6;10.2;55.9;21.2;3658.3;630.4;2052.2;975.7
46;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Totaal huishoudens;2002, vrijdag 27 september;13149.9;6088.4;5322.6;546.1;219.7;703.2;386.4;46.6;8.4;167.1;10.9;83.9;357.6;297.2;190.5;19.1;21.0;66.5;48.8;11.6;2042.4;170.2;93.5;68.5;8.1;137.0;56.3;13.3;11.5;56.0;23.8;3627.3;630.9;2064.3;932.2
47;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Totaal huishoudens;2003, vrijdag 26 september;13165.4;6054.2;5282.1;550.2;221.9;731.6;382.2;75.9;11.1;168.9;10.7;82.8;347.6;285.1;178.6;24.8;19.4;62.2;51.1;11.4;2049.0;190.5;109.1;72.1;9.3;151.0;59.6;14.0;11.0;66.3;27.5;3614.1;628.0;2104.9;881.2
48;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Totaal huishoudens;2004, vrijdag 24 september;13177.8;5995.5;5232.7;549.1;213.7;744.6;376.3;92.6;13.2;168.2;10.3;83.8;335.9;274.1;165.3;29.9;18.4;60.5;51.5;10.3;2082.7;196.3;112.9;74.2;9.1;162.2;63.8;14.6;10.5;73.3;28.9;3631.7;616.2;2143.3;872.3
49;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Totaal huishoudens;2005, vrijdag 30 september;13184.8;6004.1;5214.3;559.3;230.5;725.9;358.3;91.0;12.3;164.6;9.7;90.0;320.6;258.5;146.9;32.2;18.8;60.6;51.7;10.3;2104.0;220.4;128.7;81.0;10.8;166.3;65.8;14.4;9.6;76.4;32.0;3611.6;604.5;2160.2;846.9
50;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Totaal huishoudens;2006, vrijdag 29 september;13184.4;6059.4;5227.4;587.4;244.6;671.1;347.1;75.6;10.3;149.0;6.9;82.3;293.3;233.1;131.7;28.5;18.9;54.0;51.4;8.9;2159.7;231.0;126.1;96.3;8.7;155.4;69.5;14.0;8.5;63.5;30.0;3584.4;587.8;2156.3;840.3
51;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Totaal huishoudens;2007, vrijdag 28 september;13189.3;6189.8;5350.0;599.0;240.8;624.4;340.4;59.0;7.9;133.7;6.8;76.6;277.7;222.7;129.3;25.4;18.3;49.8;47.0;8.0;2178.3;249.8;140.3;100.9;8.6;160.0;71.5;13.8;8.5;66.2;31.6;3477.7;569.6;2121.7;786.4
52;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Totaal huishoudens;2008, vrijdag 26 september;13194.2;6270.0;5383.4;630.3;256.2;593.3;341.8;48.9;5.2;122.4;6.0;69.0;258.9;206.1;126.9;20.8;14.2;44.2;45.2;7.5;2196.6;272.1;148.6;114.0;9.5;158.0;71.1;11.2;8.6;67.1;31.5;3413.9;558.9;2102.4;752.5
53;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Totaal huishoudens;2009, vrijdag 25 september;13210.5;6211.3;5305.2;647.9;258.3;636.4;335.2;91.7;4.7;128.3;6.4;70.1;270.7;212.2;117.6;36.4;15.2;43.0;50.6;7.9;2233.5;282.4;149.7;123.0;9.8;164.2;80.8;9.2;8.9;65.2;36.2;3375.9;554.4;2115.0;706.5
54;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Totaal huishoudens;2010, vrijdag 24 september;13224.8;6184.4;5294.4;631.5;258.5;655.2;339.2;95.7;3.9;131.8;5.9;78.7;268.9;209.4;112.2;40.6;16.7;39.9;51.6;7.9;2279.7;293.6;159.8;123.8;9.9;160.9;78.3;8.7;10.1;63.9;35.8;3346.2;551.7;2112.1;682.4
55;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Totaal huishoudens;2011, vrijdag 30 september;13235.6;6222.4;5323.8;626.7;271.9;654.7;340.2;92.4;3.3;138.6;6.0;74.1;282.0;211.5;111.5;41.4;18.0;40.5;61.0;9.5;2313.0;312.4;171.6;129.1;11.7;159.8;73.2;8.5;10.0;68.1;36.9;3254.4;553.4;2090.3;610.6
56;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Totaal huishoudens;2012, vrijdag 28 september;13237.5;6159.8;5247.8;631.0;281.0;687.5;344.0;117.1;3.2;140.7;6.2;76.2;290.3;216.3;106.7;50.6;19.2;39.8;64.2;9.8;2356.1;321.5;174.7;134.8;12.0;163.6;68.9;9.9;9.4;75.4;36.4;3222.3;544.7;2086.9;590.8
57;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Totaal huishoudens;2013. vrijdag 27 september;13235.3;6040.9;5141.4;636.3;263.3;751.0;351.9;154.5;3.7;153.6;6.6;80.7;321.5;242.9;101.8;80.3;21.1;39.7;68.3;10.3;2391.5;320.2;174.6;135.0;10.6;161.9;66.1;12.1;9.3;74.4;35.9;3212.3;533.3;2103.2;575.8
58;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Totaal huishoudens;2014, vrijdag 26 september;13237.4;6039.7;5123.1;654.2;262.4;762.0;361.2;155.2;3.4;162.5;6.9;72.8;312.3;236.1;98.4;85.1;22.5;30.1;66.6;9.7;2422.0;321.3;173.2;137.7;10.3;165.8;65.6;14.1;9.7;76.5;37.1;3177.3;523.3;2099.0;555.0
59;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Totaal huishoudens;2015, vrijdag 25 september;13228.7;6068.8;5132.8;660.3;275.7;754.1;364.5;139.8;3.0;167.9;6.8;72.1;313.7;239.0;97.4;92.0;21.7;28.0;64.4;10.3;2441.0;321.3;168.4;142.2;10.7;155.1;58.9;13.7;10.0;72.4;34.3;3140.4;513.2;2069.6;557.5
60;Totaal mannen en vrouwen;Totaal leeftijd;Autochtoon;Totaal particuliere huishoudens;2001, vrijdag 28 september;12936.0;6063.3;5291.3;549.6;222.4;665.2;352.3;37.2;7.6;170.7;11.2;86.3;357.6;295.1;183.7;16.1;21.1;74.2;50.1;12.4;1895.8;155.8;81.5;67.0;7.2;131.2;51.9;15.6;10.1;53.7;21.2;3645.9;630.0;2043.9;972.0
