ID;Geslacht;Leeftijd;DiagnosesICPC;Marges;Perioden;PersonenMetDiagnose_1
62;Totaal mannen en vrouwen;Totaal leeftijd;A01-A29 Tot. alg. symptomen en klachten;Bovengrens 95%-interval;2019;133.0
63;Totaal mannen en vrouwen;Totaal leeftijd;A01-A29 Tot. alg. symptomen en klachten;Bovengrens 95%-interval;2020;139.0
64;Totaal mannen en vrouwen;Totaal leeftijd;A01-A29 Tot. alg. symptomen en klachten;Bovengrens 95%-interval;2021;138.0
65;Totaal mannen en vrouwen;Totaal leeftijd;A01-A29 Tot. alg. symptomen en klachten;Bovengrens 95%-interval;2022;141.0
66;Totaal mannen en vrouwen;Totaal leeftijd;A03 Koorts;Waarde;2012;11.0
67;Totaal mannen en vrouwen;Totaal leeftijd;A03 Koorts;Waarde;2013;12.0
68;Totaal mannen en vrouwen;Totaal leeftijd;A03 Koorts;Waarde;2014;11.0
69;Totaal mannen en vrouwen;Totaal leeftijd;A03 Koorts;Waarde;2015;12.0
70;Totaal mannen en vrouwen;Totaal leeftijd;A03 Koorts;Waarde;2016;13.0
71;Totaal mannen en vrouwen;Totaal leeftijd;A03 Koorts;Waarde;2017;13.0
72;Totaal mannen en vrouwen;Totaal leeftijd;A03 Koorts;Waarde;2018;14.0
73;Totaal mannen en vrouwen;Totaal leeftijd;A03 Koorts;Waarde;2019;14.0
74;Totaal mannen en vrouwen;Totaal leeftijd;A03 Koorts;Waarde;2020;16.0
75;Totaal mannen en vrouwen;Totaal leeftijd;A03 Koorts;Waarde;2021;14.0
76;Totaal mannen en vrouwen;Totaal leeftijd;A03 Koorts;Waarde;2022;20.0
77;Totaal mannen en vrouwen;Totaal leeftijd;A03 Koorts;Ondergrens 95%-interval;2012;11.0
78;Totaal mannen en vrouwen;Totaal leeftijd;A03 Koorts;Ondergrens 95%-interval;2013;12.0
79;Totaal mannen en vrouwen;Totaal leeftijd;A03 Koorts;Ondergrens 95%-interval;2014;11.0
80;Totaal mannen en vrouwen;Totaal leeftijd;A03 Koorts;Ondergrens 95%-interval;2015;12.0
81;Totaal mannen en vrouwen;Totaal leeftijd;A03 Koorts;Ondergrens 95%-interval;2016;13.0
82;Totaal mannen en vrouwen;Totaal leeftijd;A03 Koorts;Ondergrens 95%-interval;2017;13.0
83;Totaal mannen en vrouwen;Totaal leeftijd;A03 Koorts;Ondergrens 95%-interval;2018;14.0
84;Totaal mannen en vrouwen;Totaal leeftijd;A03 Koorts;Ondergrens 95%-interval;2019;14.0
85;Totaal mannen en vrouwen;Totaal leeftijd;A03 Koorts;Ondergrens 95%-interval;2020;16.0
86;Totaal mannen en vrouwen;Totaal leeftijd;A03 Koorts;Ondergrens 95%-interval;2021;14.0
87;Totaal mannen en vrouwen;Totaal leeftijd;A03 Koorts;Ondergrens 95%-interval;2022;20.0
88;Totaal mannen en vrouwen;Totaal leeftijd;A03 Koorts;Bovengrens 95%-interval;2012;11.0
89;Totaal mannen en vrouwen;Totaal leeftijd;A03 Koorts;Bovengrens 95%-interval;2013;13.0
90;Totaal mannen en vrouwen;Totaal leeftijd;A03 Koorts;Bovengrens 95%-interval;2014;11.0
91;Totaal mannen en vrouwen;Totaal leeftijd;A03 Koorts;Bovengrens 95%-interval;2015;12.0
92;Totaal mannen en vrouwen;Totaal leeftijd;A03 Koorts;Bovengrens 95%-interval;2016;14.0
93;Totaal mannen en vrouwen;Totaal leeftijd;A03 Koorts;Bovengrens 95%-interval;2017;13.0
94;Totaal mannen en vrouwen;Totaal leeftijd;A03 Koorts;Bovengrens 95%-interval;2018;14.0
95;Totaal mannen en vrouwen;Totaal leeftijd;A03 Koorts;Bovengrens 95%-interval;2019;14.0
96;Totaal mannen en vrouwen;Totaal leeftijd;A03 Koorts;Bovengrens 95%-interval;2020;17.0
97;Totaal mannen en vrouwen;Totaal leeftijd;A03 Koorts;Bovengrens 95%-interval;2021;15.0
98;Totaal mannen en vrouwen;Totaal leeftijd;A03 Koorts;Bovengrens 95%-interval;2022;20.0
99;Totaal mannen en vrouwen;Totaal leeftijd;A04 Moeheid / zwakte;Waarde;2012;35.0
100;Totaal mannen en vrouwen;Totaal leeftijd;A04 Moeheid / zwakte;Waarde;2013;37.0
101;Totaal mannen en vrouwen;Totaal leeftijd;A04 Moeheid / zwakte;Waarde;2014;38.0
102;Totaal mannen en vrouwen;Totaal leeftijd;A04 Moeheid / zwakte;Waarde;2015;39.0
103;Totaal mannen en vrouwen;Totaal leeftijd;A04 Moeheid / zwakte;Waarde;2016;39.0
104;Totaal mannen en vrouwen;Totaal leeftijd;A04 Moeheid / zwakte;Waarde;2017;42.0
105;Totaal mannen en vrouwen;Totaal leeftijd;A04 Moeheid / zwakte;Waarde;2018;44.0
106;Totaal mannen en vrouwen;Totaal leeftijd;A04 Moeheid / zwakte;Waarde;2019;44.0
107;Totaal mannen en vrouwen;Totaal leeftijd;A04 Moeheid / zwakte;Waarde;2020;37.0
108;Totaal mannen en vrouwen;Totaal leeftijd;A04 Moeheid / zwakte;Waarde;2021;38.0
109;Totaal mannen en vrouwen;Totaal leeftijd;A04 Moeheid / zwakte;Waarde;2022;42.0
110;Totaal mannen en vrouwen;Totaal leeftijd;A04 Moeheid / zwakte;Ondergrens 95%-interval;2012;34.0
111;Totaal mannen en vrouwen;Totaal leeftijd;A04 Moeheid / zwakte;Ondergrens 95%-interval;2013;37.0
112;Totaal mannen en vrouwen;Totaal leeftijd;A04 Moeheid / zwakte;Ondergrens 95%-interval;2014;38.0
113;Totaal mannen en vrouwen;Totaal leeftijd;A04 Moeheid / zwakte;Ondergrens 95%-interval;2015;39.0
114;Totaal mannen en vrouwen;Totaal leeftijd;A04 Moeheid / zwakte;Ondergrens 95%-interval;2016;39.0
115;Totaal mannen en vrouwen;Totaal leeftijd;A04 Moeheid / zwakte;Ondergrens 95%-interval;2017;42.0
116;Totaal mannen en vrouwen;Totaal leeftijd;A04 Moeheid / zwakte;Ondergrens 95%-interval;2018;43.0
117;Totaal mannen en vrouwen;Totaal leeftijd;A04 Moeheid / zwakte;Ondergrens 95%-interval;2019;44.0
118;Totaal mannen en vrouwen;Totaal leeftijd;A04 Moeheid / zwakte;Ondergrens 95%-interval;2020;37.0
119;Totaal mannen en vrouwen;Totaal leeftijd;A04 Moeheid / zwakte;Ondergrens 95%-interval;2021;38.0
120;Totaal mannen en vrouwen;Totaal leeftijd;A04 Moeheid / zwakte;Ondergrens 95%-interval;2022;42.0
121;Totaal mannen en vrouwen;Totaal leeftijd;A04 Moeheid / zwakte;Bovengrens 95%-interval;2012;35.0
122;Totaal mannen en vrouwen;Totaal leeftijd;A04 Moeheid / zwakte;Bovengrens 95%-interval;2013;37.0
123;Totaal mannen en vrouwen;Totaal leeftijd;A04 Moeheid / zwakte;Bovengrens 95%-interval;2014;38.0
124;Totaal mannen en vrouwen;Totaal leeftijd;A04 Moeheid / zwakte;Bovengrens 95%-interval;2015;39.0
125;Totaal mannen en vrouwen;Totaal leeftijd;A04 Moeheid / zwakte;Bovengrens 95%-interval;2016;40.0
126;Totaal mannen en vrouwen;Totaal leeftijd;A04 Moeheid / zwakte;Bovengrens 95%-interval;2017;42.0
127;Totaal mannen en vrouwen;Totaal leeftijd;A04 Moeheid / zwakte;Bovengrens 95%-interval;2018;44.0
128;Totaal mannen en vrouwen;Totaal leeftijd;A04 Moeheid / zwakte;Bovengrens 95%-interval;2019;45.0
129;Totaal mannen en vrouwen;Totaal leeftijd;A04 Moeheid / zwakte;Bovengrens 95%-interval;2020;37.0
130;Totaal mannen en vrouwen;Totaal leeftijd;A04 Moeheid / zwakte;Bovengrens 95%-interval;2021;38.0
131;Totaal mannen en vrouwen;Totaal leeftijd;A04 Moeheid / zwakte;Bovengrens 95%-interval;2022;42.0
132;Totaal mannen en vrouwen;Totaal leeftijd;A12 Allergie / allergische reactie;Waarde;2012;18.0
133;Totaal mannen en vrouwen;Totaal leeftijd;A12 Allergie / allergische reactie;Waarde;2013;17.0
134;Totaal mannen en vrouwen;Totaal leeftijd;A12 Allergie / allergische reactie;Waarde;2014;18.0
135;Totaal mannen en vrouwen;Totaal leeftijd;A12 Allergie / allergische reactie;Waarde;2015;19.0
136;Totaal mannen en vrouwen;Totaal leeftijd;A12 Allergie / allergische reactie;Waarde;2016;18.0
137;Totaal mannen en vrouwen;Totaal leeftijd;A12 Allergie / allergische reactie;Waarde;2017;19.0
138;Totaal mannen en vrouwen;Totaal leeftijd;A12 Allergie / allergische reactie;Waarde;2018;19.0
139;Totaal mannen en vrouwen;Totaal leeftijd;A12 Allergie / allergische reactie;Waarde;2019;19.0
140;Totaal mannen en vrouwen;Totaal leeftijd;A12 Allergie / allergische reactie;Waarde;2020;18.0
141;Totaal mannen en vrouwen;Totaal leeftijd;A12 Allergie / allergische reactie;Waarde;2021;19.0
142;Totaal mannen en vrouwen;Totaal leeftijd;A12 Allergie / allergische reactie;Waarde;2022;19.0
143;Totaal mannen en vrouwen;Totaal leeftijd;A12 Allergie / allergische reactie;Ondergrens 95%-interval;2012;17.0
144;Totaal mannen en vrouwen;Totaal leeftijd;A12 Allergie / allergische reactie;Ondergrens 95%-interval;2013;17.0
145;Totaal mannen en vrouwen;Totaal leeftijd;A12 Allergie / allergische reactie;Ondergrens 95%-interval;2014;18.0
146;Totaal mannen en vrouwen;Totaal leeftijd;A12 Allergie / allergische reactie;Ondergrens 95%-interval;2015;18.0
147;Totaal mannen en vrouwen;Totaal leeftijd;A12 Allergie / allergische reactie;Ondergrens 95%-interval;2016;18.0
148;Totaal mannen en vrouwen;Totaal leeftijd;A12 Allergie / allergische reactie;Ondergrens 95%-interval;2017;19.0
149;Totaal mannen en vrouwen;Totaal leeftijd;A12 Allergie / allergische reactie;Ondergrens 95%-interval;2018;19.0
150;Totaal mannen en vrouwen;Totaal leeftijd;A12 Allergie / allergische reactie;Ondergrens 95%-interval;2019;19.0
151;Totaal mannen en vrouwen;Totaal leeftijd;A12 Allergie / allergische reactie;Ondergrens 95%-interval;2020;18.0
152;Totaal mannen en vrouwen;Totaal leeftijd;A12 Allergie / allergische reactie;Ondergrens 95%-interval;2021;18.0
153;Totaal mannen en vrouwen;Totaal leeftijd;A12 Allergie / allergische reactie;Ondergrens 95%-interval;2022;18.0
154;Totaal mannen en vrouwen;Totaal leeftijd;A12 Allergie / allergische reactie;Bovengrens 95%-interval;2012;18.0
155;Totaal mannen en vrouwen;Totaal leeftijd;A12 Allergie / allergische reactie;Bovengrens 95%-interval;2013;18.0
156;Totaal mannen en vrouwen;Totaal leeftijd;A12 Allergie / allergische reactie;Bovengrens 95%-interval;2014;19.0
157;Totaal mannen en vrouwen;Totaal leeftijd;A12 Allergie / allergische reactie;Bovengrens 95%-interval;2015;19.0
158;Totaal mannen en vrouwen;Totaal leeftijd;A12 Allergie / allergische reactie;Bovengrens 95%-interval;2016;18.0
159;Totaal mannen en vrouwen;Totaal leeftijd;A12 Allergie / allergische reactie;Bovengrens 95%-interval;2017;19.0
160;Totaal mannen en vrouwen;Totaal leeftijd;A12 Allergie / allergische reactie;Bovengrens 95%-interval;2018;19.0
161;Totaal mannen en vrouwen;Totaal leeftijd;A12 Allergie / allergische reactie;Bovengrens 95%-interval;2019;20.0
162;Totaal mannen en vrouwen;Totaal leeftijd;A12 Allergie / allergische reactie;Bovengrens 95%-interval;2020;18.0
163;Totaal mannen en vrouwen;Totaal leeftijd;A12 Allergie / allergische reactie;Bovengrens 95%-interval;2021;19.0
164;Totaal mannen en vrouwen;Totaal leeftijd;A12 Allergie / allergische reactie;Bovengrens 95%-interval;2022;19.0
165;Totaal mannen en vrouwen;Totaal leeftijd;Ax Ov. algemene symptomen en klachten;Waarde;2012;56.0
166;Totaal mannen en vrouwen;Totaal leeftijd;Ax Ov. algemene symptomen en klachten;Waarde;2013;55.0
167;Totaal mannen en vrouwen;Totaal leeftijd;Ax Ov. algemene symptomen en klachten;Waarde;2014;56.0
168;Totaal mannen en vrouwen;Totaal leeftijd;Ax Ov. algemene symptomen en klachten;Waarde;2015;57.0
169;Totaal mannen en vrouwen;Totaal leeftijd;Ax Ov. algemene symptomen en klachten;Waarde;2016;55.0
170;Totaal mannen en vrouwen;Totaal leeftijd;Ax Ov. algemene symptomen en klachten;Waarde;2017;58.0
171;Totaal mannen en vrouwen;Totaal leeftijd;Ax Ov. algemene symptomen en klachten;Waarde;2018;61.0
172;Totaal mannen en vrouwen;Totaal leeftijd;Ax Ov. algemene symptomen en klachten;Waarde;2019;65.0
173;Totaal mannen en vrouwen;Totaal leeftijd;Ax Ov. algemene symptomen en klachten;Waarde;2020;79.0
174;Totaal mannen en vrouwen;Totaal leeftijd;Ax Ov. algemene symptomen en klachten;Waarde;2021;78.0
175;Totaal mannen en vrouwen;Totaal leeftijd;Ax Ov. algemene symptomen en klachten;Waarde;2022;72.0
176;Totaal mannen en vrouwen;Totaal leeftijd;Ax Ov. algemene symptomen en klachten;Ondergrens 95%-interval;2012;55.0
177;Totaal mannen en vrouwen;Totaal leeftijd;Ax Ov. algemene symptomen en klachten;Ondergrens 95%-interval;2013;55.0
178;Totaal mannen en vrouwen;Totaal leeftijd;Ax Ov. algemene symptomen en klachten;Ondergrens 95%-interval;2014;56.0
179;Totaal mannen en vrouwen;Totaal leeftijd;Ax Ov. algemene symptomen en klachten;Ondergrens 95%-interval;2015;56.0
180;Totaal mannen en vrouwen;Totaal leeftijd;Ax Ov. algemene symptomen en klachten;Ondergrens 95%-interval;2016;54.0
181;Totaal mannen en vrouwen;Totaal leeftijd;Ax Ov. algemene symptomen en klachten;Ondergrens 95%-interval;2017;57.0
182;Totaal mannen en vrouwen;Totaal leeftijd;Ax Ov. algemene symptomen en klachten;Ondergrens 95%-interval;2018;60.0
183;Totaal mannen en vrouwen;Totaal leeftijd;Ax Ov. algemene symptomen en klachten;Ondergrens 95%-interval;2019;64.0
184;Totaal mannen en vrouwen;Totaal leeftijd;Ax Ov. algemene symptomen en klachten;Ondergrens 95%-interval;2020;78.0
185;Totaal mannen en vrouwen;Totaal leeftijd;Ax Ov. algemene symptomen en klachten;Ondergrens 95%-interval;2021;77.0
186;Totaal mannen en vrouwen;Totaal leeftijd;Ax Ov. algemene symptomen en klachten;Ondergrens 95%-interval;2022;71.0
187;Totaal mannen en vrouwen;Totaal leeftijd;Ax Ov. algemene symptomen en klachten;Bovengrens 95%-interval;2012;57.0
188;Totaal mannen en vrouwen;Totaal leeftijd;Ax Ov. algemene symptomen en klachten;Bovengrens 95%-interval;2013;56.0
189;Totaal mannen en vrouwen;Totaal leeftijd;Ax Ov. algemene symptomen en klachten;Bovengrens 95%-interval;2014;57.0
190;Totaal mannen en vrouwen;Totaal leeftijd;Ax Ov. algemene symptomen en klachten;Bovengrens 95%-interval;2015;57.0
191;Totaal mannen en vrouwen;Totaal leeftijd;Ax Ov. algemene symptomen en klachten;Bovengrens 95%-interval;2016;55.0
192;Totaal mannen en vrouwen;Totaal leeftijd;Ax Ov. algemene symptomen en klachten;Bovengrens 95%-interval;2017;58.0
193;Totaal mannen en vrouwen;Totaal leeftijd;Ax Ov. algemene symptomen en klachten;Bovengrens 95%-interval;2018;61.0
194;Totaal mannen en vrouwen;Totaal leeftijd;Ax Ov. algemene symptomen en klachten;Bovengrens 95%-interval;2019;65.0
195;Totaal mannen en vrouwen;Totaal leeftijd;Ax Ov. algemene symptomen en klachten;Bovengrens 95%-interval;2020;79.0
196;Totaal mannen en vrouwen;Totaal leeftijd;Ax Ov. algemene symptomen en klachten;Bovengrens 95%-interval;2021;78.0
197;Totaal mannen en vrouwen;Totaal leeftijd;Ax Ov. algemene symptomen en klachten;Bovengrens 95%-interval;2022;72.0
198;Totaal mannen en vrouwen;Totaal leeftijd;A70-A96, A98-A99 Tot. niet gespec. zkten;Waarde;2012;105.0
199;Totaal mannen en vrouwen;Totaal leeftijd;A70-A96, A98-A99 Tot. niet gespec. zkten;Waarde;2013;100.0
200;Totaal mannen en vrouwen;Totaal leeftijd;A70-A96, A98-A99 Tot. niet gespec. zkten;Waarde;2014;107.0
201;Totaal mannen en vrouwen;Totaal leeftijd;A70-A96, A98-A99 Tot. niet gespec. zkten;Waarde;2015;105.0
202;Totaal mannen en vrouwen;Totaal leeftijd;A70-A96, A98-A99 Tot. niet gespec. zkten;Waarde;2016;93.0
203;Totaal mannen en vrouwen;Totaal leeftijd;A70-A96, A98-A99 Tot. niet gespec. zkten;Waarde;2017;93.0
204;Totaal mannen en vrouwen;Totaal leeftijd;A70-A96, A98-A99 Tot. niet gespec. zkten;Waarde;2018;92.0
205;Totaal mannen en vrouwen;Totaal leeftijd;A70-A96, A98-A99 Tot. niet gespec. zkten;Waarde;2019;103.0
206;Totaal mannen en vrouwen;Totaal leeftijd;A70-A96, A98-A99 Tot. niet gespec. zkten;Waarde;2020;95.0
207;Totaal mannen en vrouwen;Totaal leeftijd;A70-A96, A98-A99 Tot. niet gespec. zkten;Waarde;2021;100.0
208;Totaal mannen en vrouwen;Totaal leeftijd;A70-A96, A98-A99 Tot. niet gespec. zkten;Waarde;2022;111.0
209;Totaal mannen en vrouwen;Totaal leeftijd;A70-A96, A98-A99 Tot. niet gespec. zkten;Ondergrens 95%-interval;2012;105.0
210;Totaal mannen en vrouwen;Totaal leeftijd;A70-A96, A98-A99 Tot. niet gespec. zkten;Ondergrens 95%-interval;2013;99.0
211;Totaal mannen en vrouwen;Totaal leeftijd;A70-A96, A98-A99 Tot. niet gespec. zkten;Ondergrens 95%-interval;2014;106.0
212;Totaal mannen en vrouwen;Totaal leeftijd;A70-A96, A98-A99 Tot. niet gespec. zkten;Ondergrens 95%-interval;2015;104.0
213;Totaal mannen en vrouwen;Totaal leeftijd;A70-A96, A98-A99 Tot. niet gespec. zkten;Ondergrens 95%-interval;2016;92.0
214;Totaal mannen en vrouwen;Totaal leeftijd;A70-A96, A98-A99 Tot. niet gespec. zkten;Ondergrens 95%-interval;2017;92.0
215;Totaal mannen en vrouwen;Totaal leeftijd;A70-A96, A98-A99 Tot. niet gespec. zkten;Ondergrens 95%-interval;2018;92.0
216;Totaal mannen en vrouwen;Totaal leeftijd;A70-A96, A98-A99 Tot. niet gespec. zkten;Ondergrens 95%-interval;2019;103.0
217;Totaal mannen en vrouwen;Totaal leeftijd;A70-A96, A98-A99 Tot. niet gespec. zkten;Ondergrens 95%-interval;2020;94.0
218;Totaal mannen en vrouwen;Totaal leeftijd;A70-A96, A98-A99 Tot. niet gespec. zkten;Ondergrens 95%-interval;2021;100.0
219;Totaal mannen en vrouwen;Totaal leeftijd;A70-A96, A98-A99 Tot. niet gespec. zkten;Ondergrens 95%-interval;2022;111.0
220;Totaal mannen en vrouwen;Totaal leeftijd;A70-A96, A98-A99 Tot. niet gespec. zkten;Bovengrens 95%-interval;2012;106.0
221;Totaal mannen en vrouwen;Totaal leeftijd;A70-A96, A98-A99 Tot. niet gespec. zkten;Bovengrens 95%-interval;2013;101.0
222;Totaal mannen en vrouwen;Totaal leeftijd;A70-A96, A98-A99 Tot. niet gespec. zkten;Bovengrens 95%-interval;2014;107.0
223;Totaal mannen en vrouwen;Totaal leeftijd;A70-A96, A98-A99 Tot. niet gespec. zkten;Bovengrens 95%-interval;2015;105.0
224;Totaal mannen en vrouwen;Totaal leeftijd;A70-A96, A98-A99 Tot. niet gespec. zkten;Bovengrens 95%-interval;2016;93.0
225;Totaal mannen en vrouwen;Totaal leeftijd;A70-A96, A98-A99 Tot. niet gespec. zkten;Bovengrens 95%-interval;2017;93.0
226;Totaal mannen en vrouwen;Totaal leeftijd;A70-A96, A98-A99 Tot. niet gespec. zkten;Bovengrens 95%-interval;2018;93.0
227;Totaal mannen en vrouwen;Totaal leeftijd;A70-A96, A98-A99 Tot. niet gespec. zkten;Bovengrens 95%-interval;2019;104.0
228;Totaal mannen en vrouwen;Totaal leeftijd;A70-A96, A98-A99 Tot. niet gespec. zkten;Bovengrens 95%-interval;2020;95.0
