ID;KenmerkenBaanWerknemer;Perioden;BeloningsverschilTussenManEnVrouw_1
72;Arbeidsduur: 25 tot 30 uur per week;2016;106.5
73;Arbeidsduur: 25 tot 30 uur per week;2017;108.6
74;Arbeidsduur: 25 tot 30 uur per week;2018;108.2
75;Arbeidsduur: 25 tot 30 uur per week;2019;107.4
76;Arbeidsduur: 25 tot 30 uur per week;2020;106.1
77;Arbeidsduur: 25 tot 30 uur per week;2021;106.7
78;Arbeidsduur: 25 tot 30 uur per week;2022;107.1
79;Arbeidsduur: 25 tot 30 uur per week;2023;106.0
80;Arbeidsduur: 30 tot 35 uur per week;2008;87.3
81;Arbeidsduur: 30 tot 35 uur per week;2009;87.8
82;Arbeidsduur: 30 tot 35 uur per week;2010;89.0
83;Arbeidsduur: 30 tot 35 uur per week;2011;89.4
84;Arbeidsduur: 30 tot 35 uur per week;2012;90.8
85;Arbeidsduur: 30 tot 35 uur per week;2013;91.8
86;Arbeidsduur: 30 tot 35 uur per week;2014;93.0
87;Arbeidsduur: 30 tot 35 uur per week;2015;93.3
88;Arbeidsduur: 30 tot 35 uur per week;2016;94.6
89;Arbeidsduur: 30 tot 35 uur per week;2017;95.5
90;Arbeidsduur: 30 tot 35 uur per week;2018;95.8
91;Arbeidsduur: 30 tot 35 uur per week;2019;95.7
92;Arbeidsduur: 30 tot 35 uur per week;2020;95.5
93;Arbeidsduur: 30 tot 35 uur per week;2021;96.2
94;Arbeidsduur: 30 tot 35 uur per week;2022;96.4
95;Arbeidsduur: 30 tot 35 uur per week;2023;96.3
96;Arbeidsduur: 35 uur of meer per week;2008;79.8
97;Arbeidsduur: 35 uur of meer per week;2009;80.6
98;Arbeidsduur: 35 uur of meer per week;2010;82.0
99;Arbeidsduur: 35 uur of meer per week;2011;82.4
100;Arbeidsduur: 35 uur of meer per week;2012;83.5
101;Arbeidsduur: 35 uur of meer per week;2013;84.8
102;Arbeidsduur: 35 uur of meer per week;2014;85.6
103;Arbeidsduur: 35 uur of meer per week;2015;86.1
104;Arbeidsduur: 35 uur of meer per week;2016;86.8
105;Arbeidsduur: 35 uur of meer per week;2017;87.3
106;Arbeidsduur: 35 uur of meer per week;2018;87.8
107;Arbeidsduur: 35 uur of meer per week;2019;88.4
108;Arbeidsduur: 35 uur of meer per week;2020;89.6
109;Arbeidsduur: 35 uur of meer per week;2021;90.3
110;Arbeidsduur: 35 uur of meer per week;2022;90.9
111;Arbeidsduur: 35 uur of meer per week;2023;91.9
112;Bedrijfsgrootte:minder dan 10 werknemers;2008;69.4
113;Bedrijfsgrootte:minder dan 10 werknemers;2009;69.7
114;Bedrijfsgrootte:minder dan 10 werknemers;2010;71.8
115;Bedrijfsgrootte:minder dan 10 werknemers;2011;70.7
116;Bedrijfsgrootte:minder dan 10 werknemers;2012;71.9
117;Bedrijfsgrootte:minder dan 10 werknemers;2013;72.6
118;Bedrijfsgrootte:minder dan 10 werknemers;2014;72.5
119;Bedrijfsgrootte:minder dan 10 werknemers;2015;73.1
120;Bedrijfsgrootte:minder dan 10 werknemers;2016;73.5
121;Bedrijfsgrootte:minder dan 10 werknemers;2017;73.9
122;Bedrijfsgrootte:minder dan 10 werknemers;2018;74.4
123;Bedrijfsgrootte:minder dan 10 werknemers;2019;74.8
124;Bedrijfsgrootte:minder dan 10 werknemers;2020;76.1
125;Bedrijfsgrootte:minder dan 10 werknemers;2021;76.5
126;Bedrijfsgrootte:minder dan 10 werknemers;2022;77.0
127;Bedrijfsgrootte:minder dan 10 werknemers;2023;77.9
128;Bedrijfsgrootte: 10 tot 100 werknemers;2008;79.5
129;Bedrijfsgrootte: 10 tot 100 werknemers;2009;80.2
130;Bedrijfsgrootte: 10 tot 100 werknemers;2010;81.1
131;Bedrijfsgrootte: 10 tot 100 werknemers;2011;81.0
132;Bedrijfsgrootte: 10 tot 100 werknemers;2012;82.3
133;Bedrijfsgrootte: 10 tot 100 werknemers;2013;83.4
134;Bedrijfsgrootte: 10 tot 100 werknemers;2014;83.7
135;Bedrijfsgrootte: 10 tot 100 werknemers;2015;84.0
136;Bedrijfsgrootte: 10 tot 100 werknemers;2016;84.2
137;Bedrijfsgrootte: 10 tot 100 werknemers;2017;84.5
138;Bedrijfsgrootte: 10 tot 100 werknemers;2018;84.6
139;Bedrijfsgrootte: 10 tot 100 werknemers;2019;84.8
140;Bedrijfsgrootte: 10 tot 100 werknemers;2020;85.4
141;Bedrijfsgrootte: 10 tot 100 werknemers;2021;85.7
142;Bedrijfsgrootte: 10 tot 100 werknemers;2022;85.7
143;Bedrijfsgrootte: 10 tot 100 werknemers;2023;86.2
144;Bedrijfsgrootte: 100 werknemers of meer;2008;80.3
145;Bedrijfsgrootte: 100 werknemers of meer;2009;80.6
146;Bedrijfsgrootte: 100 werknemers of meer;2010;81.9
147;Bedrijfsgrootte: 100 werknemers of meer;2011;82.0
148;Bedrijfsgrootte: 100 werknemers of meer;2012;82.7
149;Bedrijfsgrootte: 100 werknemers of meer;2013;83.9
150;Bedrijfsgrootte: 100 werknemers of meer;2014;84.4
151;Bedrijfsgrootte: 100 werknemers of meer;2015;84.3
152;Bedrijfsgrootte: 100 werknemers of meer;2016;85.0
153;Bedrijfsgrootte: 100 werknemers of meer;2017;85.8
154;Bedrijfsgrootte: 100 werknemers of meer;2018;86.2
155;Bedrijfsgrootte: 100 werknemers of meer;2019;86.6
156;Bedrijfsgrootte: 100 werknemers of meer;2020;86.8
157;Bedrijfsgrootte: 100 werknemers of meer;2021;87.4
158;Bedrijfsgrootte: 100 werknemers of meer;2022;88.2
159;Bedrijfsgrootte: 100 werknemers of meer;2023;88.8
160;Cao-sector: gesubsidieerde instellingen;2008;88.1
161;Cao-sector: gesubsidieerde instellingen;2009;87.7
162;Cao-sector: gesubsidieerde instellingen;2010;88.0
163;Cao-sector: gesubsidieerde instellingen;2011;87.9
164;Cao-sector: gesubsidieerde instellingen;2012;88.3
165;Cao-sector: gesubsidieerde instellingen;2013;89.6
166;Cao-sector: gesubsidieerde instellingen;2014;91.0
167;Cao-sector: gesubsidieerde instellingen;2015;90.2
168;Cao-sector: gesubsidieerde instellingen;2016;90.7
169;Cao-sector: gesubsidieerde instellingen;2017;90.6
170;Cao-sector: gesubsidieerde instellingen;2018;91.0
171;Cao-sector: gesubsidieerde instellingen;2019;90.7
172;Cao-sector: gesubsidieerde instellingen;2020;90.8
173;Cao-sector: gesubsidieerde instellingen;2021;91.2
174;Cao-sector: gesubsidieerde instellingen;2022;91.9
175;Cao-sector: gesubsidieerde instellingen;2023;92.1
176;Cao-sector: overheid;2008;86.0
177;Cao-sector: overheid;2009;86.7
178;Cao-sector: overheid;2010;87.5
179;Cao-sector: overheid;2011;89.0
180;Cao-sector: overheid;2012;90.0
181;Cao-sector: overheid;2013;91.7
182;Cao-sector: overheid;2014;92.8
183;Cao-sector: overheid;2015;92.8
184;Cao-sector: overheid;2016;92.5
185;Cao-sector: overheid;2017;93.7
186;Cao-sector: overheid;2018;93.6
187;Cao-sector: overheid;2019;94.7
188;Cao-sector: overheid;2020;94.8
189;Cao-sector: overheid;2021;95.1
190;Cao-sector: overheid;2022;96.0
191;Cao-sector: overheid;2023;96.7
192;Cao-sector: particuliere bedrijven;2008;74.4
193;Cao-sector: particuliere bedrijven;2009;75.0
194;Cao-sector: particuliere bedrijven;2010;75.9
195;Cao-sector: particuliere bedrijven;2011;75.9
196;Cao-sector: particuliere bedrijven;2012;76.6
197;Cao-sector: particuliere bedrijven;2013;77.1
198;Cao-sector: particuliere bedrijven;2014;77.3
199;Cao-sector: particuliere bedrijven;2015;77.2
200;Cao-sector: particuliere bedrijven;2016;77.4
201;Cao-sector: particuliere bedrijven;2017;77.9
202;Cao-sector: particuliere bedrijven;2018;78.4
203;Cao-sector: particuliere bedrijven;2019;78.8
204;Cao-sector: particuliere bedrijven;2020;79.5
205;Cao-sector: particuliere bedrijven;2021;80.0
206;Cao-sector: particuliere bedrijven;2022;80.6
207;Cao-sector: particuliere bedrijven;2023;81.4
208;Leeftijd: jonger dan 15 jaar;2008;101.9
209;Leeftijd: jonger dan 15 jaar;2009;99.7
210;Leeftijd: jonger dan 15 jaar;2010;99.0
211;Leeftijd: jonger dan 15 jaar;2011;99.5
212;Leeftijd: jonger dan 15 jaar;2012;100.3
213;Leeftijd: jonger dan 15 jaar;2013;97.6
214;Leeftijd: jonger dan 15 jaar;2014;97.8
215;Leeftijd: jonger dan 15 jaar;2015;97.6
216;Leeftijd: jonger dan 15 jaar;2016;97.6
217;Leeftijd: jonger dan 15 jaar;2017;98.1
218;Leeftijd: jonger dan 15 jaar;2018;100.0
219;Leeftijd: jonger dan 15 jaar;2019;100.0
220;Leeftijd: jonger dan 15 jaar;2020;98.4
221;Leeftijd: jonger dan 15 jaar;2021;99.1
222;Leeftijd: jonger dan 15 jaar;2022;99.6
223;Leeftijd: jonger dan 15 jaar;2023;100.0
224;Leeftijd: 15 tot 20 jaar;2008;90.7
225;Leeftijd: 15 tot 20 jaar;2009;91.1
226;Leeftijd: 15 tot 20 jaar;2010;92.5
227;Leeftijd: 15 tot 20 jaar;2011;93.0
228;Leeftijd: 15 tot 20 jaar;2012;94.2
229;Leeftijd: 15 tot 20 jaar;2013;95.2
230;Leeftijd: 15 tot 20 jaar;2014;96.8
231;Leeftijd: 15 tot 20 jaar;2015;96.9
232;Leeftijd: 15 tot 20 jaar;2016;94.5
233;Leeftijd: 15 tot 20 jaar;2017;95.2
234;Leeftijd: 15 tot 20 jaar;2018;94.2
235;Leeftijd: 15 tot 20 jaar;2019;94.1
236;Leeftijd: 15 tot 20 jaar;2020;94.6
237;Leeftijd: 15 tot 20 jaar;2021;94.3
238;Leeftijd: 15 tot 20 jaar;2022;94.6
239;Leeftijd: 15 tot 20 jaar;2023;95.8
240;Leeftijd: 20 tot 25 jaar;2008;96.8
241;Leeftijd: 20 tot 25 jaar;2009;97.4
242;Leeftijd: 20 tot 25 jaar;2010;99.1
243;Leeftijd: 20 tot 25 jaar;2011;98.5
244;Leeftijd: 20 tot 25 jaar;2012;98.7
245;Leeftijd: 20 tot 25 jaar;2013;99.3
246;Leeftijd: 20 tot 25 jaar;2014;99.3
247;Leeftijd: 20 tot 25 jaar;2015;98.9
248;Leeftijd: 20 tot 25 jaar;2016;98.5
249;Leeftijd: 20 tot 25 jaar;2017;98.7
250;Leeftijd: 20 tot 25 jaar;2018;98.6
251;Leeftijd: 20 tot 25 jaar;2019;98.8
252;Leeftijd: 20 tot 25 jaar;2020;98.9
253;Leeftijd: 20 tot 25 jaar;2021;98.8
254;Leeftijd: 20 tot 25 jaar;2022;98.5
255;Leeftijd: 20 tot 25 jaar;2023;98.4
256;Leeftijd: 25 tot 30 jaar;2008;97.7
257;Leeftijd: 25 tot 30 jaar;2009;98.4
258;Leeftijd: 25 tot 30 jaar;2010;99.9
259;Leeftijd: 25 tot 30 jaar;2011;100.1
260;Leeftijd: 25 tot 30 jaar;2012;100.7
261;Leeftijd: 25 tot 30 jaar;2013;101.5
262;Leeftijd: 25 tot 30 jaar;2014;101.9
263;Leeftijd: 25 tot 30 jaar;2015;101.8
264;Leeftijd: 25 tot 30 jaar;2016;101.7
265;Leeftijd: 25 tot 30 jaar;2017;101.3
266;Leeftijd: 25 tot 30 jaar;2018;100.8
267;Leeftijd: 25 tot 30 jaar;2019;100.7
268;Leeftijd: 25 tot 30 jaar;2020;100.9
269;Leeftijd: 25 tot 30 jaar;2021;101.4
270;Leeftijd: 25 tot 30 jaar;2022;101.0
271;Leeftijd: 25 tot 30 jaar;2023;100.8
272;Leeftijd: 30 tot 35 jaar;2008;93.0
273;Leeftijd: 30 tot 35 jaar;2009;93.9
274;Leeftijd: 30 tot 35 jaar;2010;95.5
275;Leeftijd: 30 tot 35 jaar;2011;95.9
276;Leeftijd: 30 tot 35 jaar;2012;96.9
277;Leeftijd: 30 tot 35 jaar;2013;98.3
278;Leeftijd: 30 tot 35 jaar;2014;98.8
279;Leeftijd: 30 tot 35 jaar;2015;99.1
280;Leeftijd: 30 tot 35 jaar;2016;99.5
281;Leeftijd: 30 tot 35 jaar;2017;99.4
282;Leeftijd: 30 tot 35 jaar;2018;99.0
283;Leeftijd: 30 tot 35 jaar;2019;98.6
284;Leeftijd: 30 tot 35 jaar;2020;98.7
285;Leeftijd: 30 tot 35 jaar;2021;98.9
286;Leeftijd: 30 tot 35 jaar;2022;98.6
287;Leeftijd: 30 tot 35 jaar;2023;98.6
288;Leeftijd: 35 tot 40 jaar;2008;86.0
289;Leeftijd: 35 tot 40 jaar;2009;86.8
290;Leeftijd: 35 tot 40 jaar;2010;88.3
291;Leeftijd: 35 tot 40 jaar;2011;89.0
292;Leeftijd: 35 tot 40 jaar;2012;90.5
293;Leeftijd: 35 tot 40 jaar;2013;92.3
294;Leeftijd: 35 tot 40 jaar;2014;93.4
295;Leeftijd: 35 tot 40 jaar;2015;94.1
296;Leeftijd: 35 tot 40 jaar;2016;94.7
297;Leeftijd: 35 tot 40 jaar;2017;94.9
298;Leeftijd: 35 tot 40 jaar;2018;94.9
299;Leeftijd: 35 tot 40 jaar;2019;94.9
300;Leeftijd: 35 tot 40 jaar;2020;95.4
301;Leeftijd: 35 tot 40 jaar;2021;95.9
302;Leeftijd: 35 tot 40 jaar;2022;95.5
303;Leeftijd: 35 tot 40 jaar;2023;95.7
304;Leeftijd: 40 tot 45 jaar;2008;79.2
305;Leeftijd: 40 tot 45 jaar;2009;80.0
306;Leeftijd: 40 tot 45 jaar;2010;81.4
307;Leeftijd: 40 tot 45 jaar;2011;81.6
308;Leeftijd: 40 tot 45 jaar;2012;83.1
309;Leeftijd: 40 tot 45 jaar;2013;84.9
310;Leeftijd: 40 tot 45 jaar;2014;85.8
311;Leeftijd: 40 tot 45 jaar;2015;86.5
312;Leeftijd: 40 tot 45 jaar;2016;87.7
313;Leeftijd: 40 tot 45 jaar;2017;88.2
314;Leeftijd: 40 tot 45 jaar;2018;88.7
315;Leeftijd: 40 tot 45 jaar;2019;89.1
316;Leeftijd: 40 tot 45 jaar;2020;89.9
317;Leeftijd: 40 tot 45 jaar;2021;90.4
318;Leeftijd: 40 tot 45 jaar;2022;90.7
319;Leeftijd: 40 tot 45 jaar;2023;91.2
320;Leeftijd: 45 tot 50 jaar;2008;75.5
321;Leeftijd: 45 tot 50 jaar;2009;75.9
322;Leeftijd: 45 tot 50 jaar;2010;77.1
323;Leeftijd: 45 tot 50 jaar;2011;77.1
324;Leeftijd: 45 tot 50 jaar;2012;78.1
325;Leeftijd: 45 tot 50 jaar;2013;79.4
326;Leeftijd: 45 tot 50 jaar;2014;80.1
327;Leeftijd: 45 tot 50 jaar;2015;80.5
328;Leeftijd: 45 tot 50 jaar;2016;81.6
329;Leeftijd: 45 tot 50 jaar;2017;82.1
330;Leeftijd: 45 tot 50 jaar;2018;82.8
331;Leeftijd: 45 tot 50 jaar;2019;83.1
332;Leeftijd: 45 tot 50 jaar;2020;83.9
333;Leeftijd: 45 tot 50 jaar;2021;84.9
334;Leeftijd: 45 tot 50 jaar;2022;85.5
335;Leeftijd: 45 tot 50 jaar;2023;86.4
336;Leeftijd: 50 tot 55 jaar;2008;75.0
337;Leeftijd: 50 tot 55 jaar;2009;75.2
338;Leeftijd: 50 tot 55 jaar;2010;76.0
339;Leeftijd: 50 tot 55 jaar;2011;75.6
340;Leeftijd: 50 tot 55 jaar;2012;76.3
341;Leeftijd: 50 tot 55 jaar;2013;77.4
342;Leeftijd: 50 tot 55 jaar;2014;77.8
343;Leeftijd: 50 tot 55 jaar;2015;77.9
344;Leeftijd: 50 tot 55 jaar;2016;78.6
345;Leeftijd: 50 tot 55 jaar;2017;78.9
346;Leeftijd: 50 tot 55 jaar;2018;79.1
347;Leeftijd: 50 tot 55 jaar;2019;79.5
348;Leeftijd: 50 tot 55 jaar;2020;80.2
349;Leeftijd: 50 tot 55 jaar;2021;80.9
350;Leeftijd: 50 tot 55 jaar;2022;81.7
351;Leeftijd: 50 tot 55 jaar;2023;82.7
352;Leeftijd: 55 tot 60 jaar;2008;75.0
353;Leeftijd: 55 tot 60 jaar;2009;75.6
354;Leeftijd: 55 tot 60 jaar;2010;76.4
355;Leeftijd: 55 tot 60 jaar;2011;76.6
356;Leeftijd: 55 tot 60 jaar;2012;77.0
357;Leeftijd: 55 tot 60 jaar;2013;77.9
358;Leeftijd: 55 tot 60 jaar;2014;77.7
359;Leeftijd: 55 tot 60 jaar;2015;77.5
360;Leeftijd: 55 tot 60 jaar;2016;77.8
361;Leeftijd: 55 tot 60 jaar;2017;78.4
362;Leeftijd: 55 tot 60 jaar;2018;78.7
363;Leeftijd: 55 tot 60 jaar;2019;78.8
364;Leeftijd: 55 tot 60 jaar;2020;79.3
365;Leeftijd: 55 tot 60 jaar;2021;79.8
366;Leeftijd: 55 tot 60 jaar;2022;80.3
367;Leeftijd: 55 tot 60 jaar;2023;80.7
368;Leeftijd: 60 tot 65 jaar;2008;73.3
369;Leeftijd: 60 tot 65 jaar;2009;74.3
370;Leeftijd: 60 tot 65 jaar;2010;75.4
371;Leeftijd: 60 tot 65 jaar;2011;75.9
372;Leeftijd: 60 tot 65 jaar;2012;76.6
373;Leeftijd: 60 tot 65 jaar;2013;77.9
374;Leeftijd: 60 tot 65 jaar;2014;78.5
375;Leeftijd: 60 tot 65 jaar;2015;78.6
376;Leeftijd: 60 tot 65 jaar;2016;79.2
377;Leeftijd: 60 tot 65 jaar;2017;79.9
378;Leeftijd: 60 tot 65 jaar;2018;80.3
379;Leeftijd: 60 tot 65 jaar;2019;80.5
380;Leeftijd: 60 tot 65 jaar;2020;80.7
381;Leeftijd: 60 tot 65 jaar;2021;80.9
382;Leeftijd: 60 tot 65 jaar;2022;81.5
383;Leeftijd: 60 tot 65 jaar;2023;81.6
384;Leeftijd: 65 tot 75 jaar;2008;79.5
385;Leeftijd: 65 tot 75 jaar;2009;79.9
386;Leeftijd: 65 tot 75 jaar;2010;80.4
387;Leeftijd: 65 tot 75 jaar;2011;79.2
388;Leeftijd: 65 tot 75 jaar;2012;79.6
389;Leeftijd: 65 tot 75 jaar;2013;79.3
390;Leeftijd: 65 tot 75 jaar;2014;78.1
391;Leeftijd: 65 tot 75 jaar;2015;78.9
392;Leeftijd: 65 tot 75 jaar;2016;80.6
393;Leeftijd: 65 tot 75 jaar;2017;82.0
394;Leeftijd: 65 tot 75 jaar;2018;83.0
395;Leeftijd: 65 tot 75 jaar;2019;83.9
396;Leeftijd: 65 tot 75 jaar;2020;83.7
397;Leeftijd: 65 tot 75 jaar;2021;84.5
398;Leeftijd: 65 tot 75 jaar;2022;84.5
399;Leeftijd: 65 tot 75 jaar;2023;84.0
400;Leeftijd: 75 jaar of ouder;2008;88.9
401;Leeftijd: 75 jaar of ouder;2009;87.5
402;Leeftijd: 75 jaar of ouder;2010;87.0
403;Leeftijd: 75 jaar of ouder;2011;85.5
404;Leeftijd: 75 jaar of ouder;2012;84.6
405;Leeftijd: 75 jaar of ouder;2013;80.9
406;Leeftijd: 75 jaar of ouder;2014;79.3
407;Leeftijd: 75 jaar of ouder;2015;79.5
408;Leeftijd: 75 jaar of ouder;2016;80.8
409;Leeftijd: 75 jaar of ouder;2017;84.6
410;Leeftijd: 75 jaar of ouder;2018;83.5
411;Leeftijd: 75 jaar of ouder;2019;83.3
412;Leeftijd: 75 jaar of ouder;2020;83.4
413;Leeftijd: 75 jaar of ouder;2021;83.4
414;Leeftijd: 75 jaar of ouder;2022;84.3
415;Leeftijd: 75 jaar of ouder;2023;86.1
