ID;GeslachtWerknemer;Dienstverband;CaoSector;KenmerkenBaan;Perioden;Banen_1;Arbeidsvolume_2;Uurloon_3;MaandloonInclusiefOverwerk_4;MaandloonExclusiefOverwerk_5;JaarloonInclusiefBijzondereBeloning_6;JaarloonExclusiefBijzondereBeloning_7;BijzondereBeloning_8;BijtellingAutoVanDeZaak_9;PerBaanPerWeekInclusiefOverwerk_10;PerBaanPerWeekExclusiefOverwerk_11;PerBaanPerJaar_12;PerArbeidsjaar_13
15;Totaal mannen en vrouwen;Totaal;Totaal;Totaal baan;2023;8979.0;6826.0;27.12;3045.0;3015.0;42380.0;36540.0;5840.0;520.0;29.5;29.2;1334.0;1755.0
16;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: op uitzendbasis;2009;392.0;223.0;12.28;1044.0;1017.0;13800.0;12530.0;1270.0;40.0;22.2;21.7;995.0;1746.0
17;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: op uitzendbasis;2010 voor methodewijziging;375.0;226.0;12.49;1123.0;1089.0;14690.0;13480.0;1200.0;40.0;23.5;22.9;1046.0;1736.0
18;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: op uitzendbasis;2010 na methodewijziging;375.0;226.0;12.48;1123.0;1089.0;14690.0;13480.0;1210.0;40.0;23.5;22.9;1046.0;1736.0
19;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: op uitzendbasis;2011;400.0;243.0;12.52;1149.0;1111.0;15040.0;13790.0;1250.0;20.0;23.7;23.1;1065.0;1755.0
20;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: op uitzendbasis;2012;391.0;239.0;12.85;1179.0;1142.0;15450.0;14150.0;1300.0;30.0;23.9;23.3;1066.0;1748.0
21;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: op uitzendbasis;2013;380.0;234.0;13.03;1218.0;1175.0;15900.0;14620.0;1280.0;20.0;24.4;23.7;1082.0;1758.0
22;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: op uitzendbasis;2014;396.0;255.0;12.99;1279.0;1234.0;16700.0;15350.0;1350.0;20.0;25.6;24.9;1140.0;1770.0
23;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: op uitzendbasis;2015;445.0;288.0;13.36;1323.0;1276.0;17210.0;15870.0;1340.0;20.0;25.8;25.1;1146.0;1770.0
24;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: op uitzendbasis;2016;486.0;321.0;13.5;1364.0;1313.0;17850.0;16360.0;1480.0;20.0;26.3;25.5;1167.0;1766.0
25;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: op uitzendbasis;2017;553.0;363.0;13.51;1383.0;1328.0;18240.0;16600.0;1640.0;30.0;26.6;25.7;1180.0;1796.0
26;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: op uitzendbasis;2018;580.0;388.0;14.0;1447.0;1390.0;19120.0;17360.0;1760.0;40.0;27.0;26.2;1192.0;1779.0
27;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: op uitzendbasis;2019;572.0;380.0;14.23;1467.0;1410.0;19430.0;17600.0;1830.0;40.0;26.9;26.0;1189.0;1791.0
28;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: op uitzendbasis;2020;445.0;311.0;14.72;1599.0;1538.0;21260.0;19190.0;2070.0;50.0;28.4;27.5;1254.0;1794.0
29;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: op uitzendbasis;2021;486.0;345.0;15.06;1662.0;1595.0;21990.0;19950.0;2040.0;40.0;28.7;27.7;1272.0;1793.0
30;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: op uitzendbasis;2022;499.0;351.0;15.65;1714.0;1645.0;22800.0;20570.0;2230.0;50.0;28.5;27.5;1261.0;1794.0
31;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: op uitzendbasis;2023;446.0;322.0;16.88;1895.0;1818.0;25250.0;22750.0;2510.0;70.0;29.3;28.3;1293.0;1792.0
32;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: op oproepbasis;2009;408.0;143.0;11.88;611.0;604.0;8120.0;7330.0;780.0;20.0;13.4;13.3;610.0;1746.0
33;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: op oproepbasis;2010 voor methodewijziging;400.0;144.0;12.39;646.0;639.0;8590.0;7760.0;830.0;10.0;13.7;13.6;618.0;1720.0
34;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: op oproepbasis;2010 na methodewijziging;402.0;144.0;12.39;646.0;638.0;8590.0;7750.0;830.0;10.0;13.7;13.6;618.0;1720.0
35;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: op oproepbasis;2011;438.0;156.0;12.71;661.0;653.0;8750.0;7940.0;810.0;10.0;13.6;13.4;616.0;1733.0
36;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: op oproepbasis;2012;499.0;172.0;12.91;645.0;637.0;8520.0;7740.0;780.0;10.0;13.1;13.0;592.0;1720.0
37;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: op oproepbasis;2013;509.0;178.0;13.13;666.0;658.0;8730.0;7990.0;750.0;10.0;13.4;13.2;601.0;1724.0
38;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: op oproepbasis;2014;537.0;191.0;13.08;683.0;675.0;8980.0;8190.0;780.0;10.0;13.7;13.6;619.0;1739.0
39;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: op oproepbasis;2015;545.0;197.0;13.04;693.0;684.0;9060.0;8310.0;750.0;10.0;14.0;13.8;629.0;1744.0
40;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: op oproepbasis;2016;561.0;212.0;12.55;705.0;696.0;9360.0;8460.0;910.0;10.0;14.7;14.5;665.0;1762.0
41;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: op oproepbasis;2017;627.0;242.0;12.63;720.0;710.0;9560.0;8640.0;910.0;10.0;14.9;14.8;675.0;1752.0
42;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: op oproepbasis;2018;604.0;231.0;12.6;712.0;702.0;9220.0;8540.0;680.0;10.0;14.8;14.7;669.0;1749.0
43;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: op oproepbasis;2019;647.0;246.0;12.75;719.0;710.0;9330.0;8630.0;700.0;10.0;14.7;14.6;668.0;1759.0
44;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: op oproepbasis;2020;916.0;336.0;12.83;700.0;693.0;9100.0;8400.0;700.0;10.0;14.3;14.2;648.0;1766.0
45;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: op oproepbasis;2021;940.0;348.0;12.86;709.0;701.0;9220.0;8510.0;710.0;10.0;14.4;14.3;654.0;1769.0
46;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: op oproepbasis;2022;1029.0;368.0;13.33;713.0;706.0;9240.0;8550.0;680.0;10.0;13.9;13.8;635.0;1775.0
47;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: op oproepbasis;2023;1040.0;364.0;14.43;752.0;745.0;9720.0;9030.0;690.0;10.0;13.6;13.5;620.0;1768.0
48;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: directeur-grootaandeelhouder;2009;197.0;178.0;33.47;4605.0;4601.0;58570.0;55250.0;3320.0;4130.0;35.9;35.9;1650.0;1821.0
49;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: directeur-grootaandeelhouder;2010 voor methodewijziging;197.0;178.0;33.77;4608.0;4605.0;58590.0;55300.0;3290.0;3870.0;35.7;35.6;1636.0;1811.0
50;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: directeur-grootaandeelhouder;2010 na methodewijziging;225.0;199.0;32.78;4412.0;4409.0;56080.0;52950.0;3140.0;3730.0;35.1;35.1;1614.0;1818.0
51;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: directeur-grootaandeelhouder;2011;225.0;198.0;33.38;4467.0;4466.0;56660.0;53610.0;3050.0;3520.0;34.7;34.7;1605.0;1819.0
52;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: directeur-grootaandeelhouder;2012;224.0;197.0;33.81;4478.0;4477.0;56560.0;53730.0;2830.0;3440.0;34.7;34.7;1589.0;1807.0
53;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: directeur-grootaandeelhouder;2013;222.0;194.0;34.35;4531.0;4530.0;58770.0;54370.0;4400.0;3270.0;34.6;34.6;1583.0;1812.0
54;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: directeur-grootaandeelhouder;2014;223.0;193.0;34.13;4500.0;4499.0;57260.0;54000.0;3270.0;2940.0;34.5;34.5;1582.0;1822.0
55;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: directeur-grootaandeelhouder;2015;228.0;198.0;35.04;4602.0;4601.0;58450.0;55220.0;3230.0;2750.0;34.5;34.5;1576.0;1818.0
56;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: directeur-grootaandeelhouder;2016;234.0;202.0;35.24;4641.0;4641.0;58750.0;55690.0;3060.0;2700.0;34.4;34.4;1580.0;1828.0
57;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: directeur-grootaandeelhouder;2017;239.0;206.0;35.94;4704.0;4702.0;60120.0;56440.0;3670.0;2790.0;34.2;34.2;1570.0;1821.0
58;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: directeur-grootaandeelhouder;2018;246.0;212.0;36.53;4768.0;4767.0;60120.0;57220.0;2900.0;2910.0;34.3;34.2;1566.0;1817.0
59;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: directeur-grootaandeelhouder;2019;252.0;217.0;36.81;4833.0;4831.0;60780.0;58000.0;2780.0;3030.0;34.3;34.3;1575.0;1826.0
60;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: directeur-grootaandeelhouder;2020;255.0;219.0;37.06;4840.0;4839.0;60890.0;58080.0;2810.0;3080.0;34.3;34.3;1567.0;1824.0
61;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: directeur-grootaandeelhouder;2021;269.0;232.0;37.16;4892.0;4891.0;61740.0;58700.0;3040.0;3030.0;34.2;34.2;1579.0;1837.0
62;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: directeur-grootaandeelhouder;2022;289.0;249.0;37.73;4970.0;4969.0;62340.0;59640.0;2700.0;3100.0;34.3;34.3;1580.0;1834.0
63;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: directeur-grootaandeelhouder;2023;307.0;264.0;39.33;5156.0;5155.0;64540.0;61870.0;2670.0;3240.0;34.2;34.2;1573.0;1826.0
64;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: stageplek;2009;74.0;57.0;2.85;317.0;316.0;3900.0;3800.0;100.0;0.0;29.0;29.0;1331.0;1738.0
65;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: stageplek;2010 voor methodewijziging;83.0;63.0;2.89;315.0;314.0;3920.0;3780.0;140.0;10.0;28.6;28.6;1304.0;1704.0
66;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: stageplek;2010 na methodewijziging;83.0;63.0;2.89;315.0;314.0;3920.0;3780.0;140.0;10.0;28.6;28.6;1304.0;1704.0
67;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: stageplek;2011;90.0;66.0;2.75;293.0;292.0;3610.0;3510.0;100.0;10.0;27.7;27.7;1271.0;1728.0
68;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: stageplek;2012;93.0;69.0;2.74;290.0;289.0;3570.0;3480.0;100.0;10.0;27.8;27.8;1264.0;1714.0
69;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: stageplek;2013;94.0;72.0;2.7;298.0;298.0;3680.0;3580.0;100.0;10.0;29.2;29.2;1325.0;1729.0
70;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: stageplek;2014;97.0;75.0;2.71;304.0;303.0;3730.0;3640.0;90.0;10.0;29.4;29.4;1342.0;1742.0
71;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: stageplek;2015;103.0;79.0;2.74;304.0;304.0;3730.0;3650.0;80.0;0.0;29.3;29.3;1331.0;1729.0
72;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: stageplek;2016;103.0;80.0;2.75;308.0;307.0;3770.0;3690.0;80.0;10.0;29.4;29.4;1339.0;1740.0
73;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: stageplek;2017;106.0;80.0;2.76;307.0;307.0;3760.0;3690.0;80.0;10.0;29.2;29.2;1332.0;1755.0
74;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: stageplek;2018;107.0;79.0;2.71;293.0;293.0;3560.0;3520.0;50.0;0.0;28.5;28.5;1294.0;1741.0
75;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: stageplek;2019;108.0;79.0;2.87;305.0;305.0;3720.0;3660.0;50.0;0.0;27.9;27.9;1274.0;1749.0
76;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: stageplek;2020;106.0;76.0;3.0;310.0;310.0;3760.0;3720.0;50.0;0.0;27.3;27.3;1240.0;1739.0
77;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: stageplek;2021;120.0;85.0;2.96;308.0;308.0;3740.0;3700.0;40.0;0.0;27.3;27.3;1249.0;1747.0
78;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: stageplek;2022;122.0;87.0;3.08;319.0;318.0;3870.0;3820.0;50.0;0.0;27.1;27.1;1239.0;1749.0
79;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: stageplek;2023;121.0;85.0;3.37;344.0;344.0;4170.0;4120.0;50.0;0.0;26.9;26.9;1223.0;1740.0
80;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: Wet sociale werkvoorziening;2009;96.0;85.0;12.08;1491.0;1488.0;19990.0;17900.0;2090.0;0.0;32.2;32.2;1479.0;1677.0
81;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: Wet sociale werkvoorziening;2010 voor methodewijziging;95.0;83.0;12.1;1492.0;1489.0;20090.0;17900.0;2180.0;0.0;32.0;31.9;1477.0;1685.0
82;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: Wet sociale werkvoorziening;2010 na methodewijziging;95.0;83.0;12.1;1492.0;1488.0;20090.0;17900.0;2190.0;0.0;32.0;31.9;1477.0;1685.0
83;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: Wet sociale werkvoorziening;2011;94.0;82.0;12.02;1479.0;1477.0;20030.0;17750.0;2280.0;0.0;31.6;31.6;1474.0;1695.0
84;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: Wet sociale werkvoorziening;2012;94.0;81.0;12.22;1474.0;1471.0;19670.0;17680.0;1990.0;0.0;31.3;31.2;1445.0;1676.0
85;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: Wet sociale werkvoorziening;2013;96.0;82.0;12.48;1486.0;1484.0;19980.0;17830.0;2150.0;0.0;31.0;31.0;1427.0;1678.0
86;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: Wet sociale werkvoorziening;2014;96.0;82.0;12.42;1476.0;1474.0;19810.0;17710.0;2100.0;0.0;30.8;30.8;1424.0;1675.0
87;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: Wet sociale werkvoorziening;2015;93.0;80.0;12.52;1479.0;1477.0;19790.0;17750.0;2040.0;0.0;30.8;30.8;1416.0;1664.0
88;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: Wet sociale werkvoorziening;2016;88.0;75.0;12.61;1498.0;1495.0;20430.0;17970.0;2450.0;0.0;30.9;30.8;1422.0;1670.0
89;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: Wet sociale werkvoorziening;2017;83.0;71.0;12.86;1530.0;1527.0;20580.0;18360.0;2220.0;0.0;30.9;30.9;1425.0;1666.0
90;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: Wet sociale werkvoorziening;2018;79.0;67.0;13.14;1559.0;1557.0;20990.0;18710.0;2280.0;0.0;30.9;30.9;1421.0;1661.0
91;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: Wet sociale werkvoorziening;2019;74.0;63.0;13.44;1598.0;1596.0;21510.0;19180.0;2330.0;0.0;30.9;30.9;1425.0;1668.0
92;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: Wet sociale werkvoorziening;2020;69.0;59.0;13.85;1640.0;1639.0;22100.0;19680.0;2420.0;0.0;30.9;30.9;1420.0;1664.0
93;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: Wet sociale werkvoorziening;2021;65.0;55.0;14.15;1689.0;1687.0;22760.0;20270.0;2500.0;0.0;30.9;30.8;1431.0;1675.0
94;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: Wet sociale werkvoorziening;2022;60.0;51.0;14.55;1734.0;1732.0;23350.0;20810.0;2540.0;0.0;30.8;30.8;1428.0;1674.0
95;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: Wet sociale werkvoorziening;2023;55.0;47.0;15.63;1853.0;1851.0;24930.0;22240.0;2700.0;0.0;30.8;30.8;1421.0;1666.0
96;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: reguliere baan;2009;6653.0;5239.0;20.41;2355.0;2322.0;32650.0;28270.0;4380.0;480.0;30.3;29.9;1365.0;1734.0
97;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: reguliere baan;2010 voor methodewijziging;6623.0;5175.0;20.82;2370.0;2335.0;32910.0;28440.0;4460.0;460.0;30.0;29.5;1346.0;1723.0
98;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: reguliere baan;2010 na methodewijziging;6680.0;5207.0;20.82;2366.0;2332.0;32900.0;28390.0;4500.0;460.0;29.9;29.5;1344.0;1724.0
99;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: reguliere baan;2011;6680.0;5181.0;21.09;2402.0;2367.0;33480.0;28830.0;4650.0;440.0;29.7;29.3;1347.0;1736.0
100;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: reguliere baan;2012;6571.0;5111.0;21.71;2461.0;2427.0;34200.0;29540.0;4670.0;450.0;29.9;29.5;1342.0;1725.0
101;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: reguliere baan;2013;6445.0;5015.0;22.06;2502.0;2468.0;34970.0;30030.0;4940.0;440.0;30.0;29.6;1342.0;1725.0
102;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: reguliere baan;2014;6358.0;4945.0;22.28;2538.0;2503.0;35340.0;30450.0;4880.0;420.0;30.0;29.6;1348.0;1733.0
103;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: reguliere baan;2015;6368.0;4953.0;22.88;2596.0;2561.0;36160.0;31160.0;5000.0;380.0;30.0;29.6;1343.0;1727.0
104;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: reguliere baan;2016;6421.0;5012.0;22.99;2635.0;2600.0;36810.0;31620.0;5190.0;380.0;30.2;29.8;1357.0;1738.0
105;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: reguliere baan;2017;6488.0;5083.0;23.19;2684.0;2649.0;37520.0;32210.0;5310.0;390.0;30.4;30.0;1371.0;1750.0
106;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: reguliere baan;2018;6709.0;5259.0;23.62;2724.0;2689.0;38030.0;32690.0;5340.0;410.0;30.4;30.0;1366.0;1743.0
107;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: reguliere baan;2019;6847.0;5396.0;24.09;2806.0;2772.0;39200.0;33670.0;5530.0;440.0;30.6;30.2;1381.0;1752.0
108;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: reguliere baan;2020;6599.0;5355.0;25.19;3009.0;2977.0;42060.0;36110.0;5950.0;470.0;31.5;31.2;1419.0;1748.0
109;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: reguliere baan;2021;6681.0;5442.0;25.67;3098.0;3064.0;43500.0;37170.0;6330.0;480.0;31.6;31.2;1433.0;1759.0
110;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: reguliere baan;2022;6869.0;5617.0;26.59;3221.0;3189.0;45620.0;38660.0;6970.0;490.0;31.7;31.4;1439.0;1760.0
111;Totaal mannen en vrouwen;Totaal;Totaal;Soort baan: reguliere baan;2023;7010.0;5743.0;28.38;3422.0;3390.0;48150.0;41060.0;7080.0;520.0;31.7;31.4;1433.0;1750.0
112;Totaal mannen en vrouwen;Totaal;Totaal;Contractsoort: bepaalde tijd;2009;2193.0;1411.0;14.53;1383.0;1358.0;18530.0;16590.0;1930.0;160.0;24.9;24.5;1121.0;1743.0
113;Totaal mannen en vrouwen;Totaal;Totaal;Contractsoort: bepaalde tijd;2010 voor methodewijziging;2178.0;1401.0;14.75;1393.0;1366.0;18650.0;16710.0;1940.0;140.0;24.8;24.4;1112.0;1728.0
114;Totaal mannen en vrouwen;Totaal;Totaal;Contractsoort: bepaalde tijd;2010 na methodewijziging;2190.0;1407.0;14.76;1392.0;1365.0;18660.0;16700.0;1960.0;140.0;24.7;24.3;1110.0;1728.0
115;Totaal mannen en vrouwen;Totaal;Totaal;Contractsoort: bepaalde tijd;2011;2262.0;1434.0;14.83;1396.0;1368.0;18710.0;16750.0;1960.0;130.0;24.5;24.1;1107.0;1746.0
116;Totaal mannen en vrouwen;Totaal;Totaal;Contractsoort: bepaalde tijd;2012;2302.0;1453.0;15.19;1413.0;1386.0;18910.0;16950.0;1960.0;140.0;24.4;24.0;1095.0;1736.0
117;Totaal mannen en vrouwen;Totaal;Totaal;Contractsoort: bepaalde tijd;2013;2314.0;1459.0;15.38;1432.0;1405.0;19150.0;17180.0;1970.0;140.0;24.5;24.1;1096.0;1738.0
118;Totaal mannen en vrouwen;Totaal;Totaal;Contractsoort: bepaalde tijd;2014;2381.0;1504.0;15.36;1442.0;1415.0;19260.0;17310.0;1960.0;130.0;24.6;24.2;1105.0;1750.0
119;Totaal mannen en vrouwen;Totaal;Totaal;Contractsoort: bepaalde tijd;2015;2551.0;1609.0;15.58;1459.0;1431.0;19460.0;17510.0;1950.0;110.0;24.7;24.2;1102.0;1747.0
120;Totaal mannen en vrouwen;Totaal;Totaal;Contractsoort: bepaalde tijd;2016;2669.0;1704.0;15.59;1485.0;1457.0;19870.0;17820.0;2050.0;120.0;25.0;24.5;1121.0;1756.0
121;Totaal mannen en vrouwen;Totaal;Totaal;Contractsoort: bepaalde tijd;2017;2814.0;1800.0;15.61;1501.0;1471.0;20030.0;18010.0;2020.0;120.0;25.1;24.7;1131.0;1767.0
122;Totaal mannen en vrouwen;Totaal;Totaal;Contractsoort: bepaalde tijd;2018;2977.0;1918.0;16.07;1547.0;1517.0;20640.0;18560.0;2070.0;130.0;25.3;24.9;1132.0;1757.0
123;Totaal mannen en vrouwen;Totaal;Totaal;Contractsoort: bepaalde tijd;2019;3031.0;1950.0;16.46;1587.0;1559.0;21230.0;19050.0;2180.0;130.0;25.3;24.9;1137.0;1767.0
124;Totaal mannen en vrouwen;Totaal;Totaal;Contractsoort: bepaalde tijd;2020;2548.0;1602.0;16.45;1541.0;1518.0;20560.0;18500.0;2060.0;100.0;24.6;24.3;1108.0;1761.0
125;Totaal mannen en vrouwen;Totaal;Totaal;Contractsoort: bepaalde tijd;2021;2700.0;1708.0;16.68;1579.0;1554.0;21020.0;18940.0;2080.0;90.0;24.7;24.4;1118.0;1767.0
126;Totaal mannen en vrouwen;Totaal;Totaal;Contractsoort: bepaalde tijd;2022;2934.0;1843.0;17.38;1632.0;1609.0;21810.0;19590.0;2230.0;90.0;24.5;24.2;1111.0;1769.0
127;Totaal mannen en vrouwen;Totaal;Totaal;Contractsoort: bepaalde tijd;2023;2940.0;1842.0;18.7;1741.0;1718.0;23250.0;20900.0;2350.0;100.0;24.4;24.1;1102.0;1760.0
128;Totaal mannen en vrouwen;Totaal;Totaal;Contractsoort: onbepaalde tijd;2009;5430.0;4335.0;21.24;2480.0;2445.0;34530.0;29750.0;4780.0;520.0;30.6;30.2;1382.0;1730.0
129;Totaal mannen en vrouwen;Totaal;Totaal;Contractsoort: onbepaalde tijd;2010 voor methodewijziging;5398.0;4290.0;21.66;2503.0;2468.0;34920.0;30030.0;4880.0;500.0;30.4;30.0;1367.0;1721.0
