ID;Geslacht;Leeftijd;Herkomstland;Geboorteland;Perioden;BevolkingOp1Januari_1
48;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2025;15027239.0
49;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2026;15023623.0
50;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2027;15019808.0
51;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2028;15016901.0
52;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2029;15016265.0
53;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2030;15019773.0
54;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2031;15025766.0
55;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2032;15033998.0
56;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2033;15043819.0
57;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2034;15054804.0
58;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2035;15066346.0
59;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2036;15077899.0
60;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2037;15088894.0
61;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2038;15098894.0
62;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2039;15107479.0
63;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2040;15114413.0
64;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2041;15119716.0
65;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2042;15123438.0
66;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2043;15125708.0
67;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2044;15126596.0
68;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2045;15126286.0
69;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2046;15124741.0
70;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2047;15122136.0
71;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2048;15118559.0
72;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2049;15114069.0
73;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2050;15108740.0
74;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2051;15102679.0
75;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2052;15096035.0
76;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2053;15088991.0
77;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2054;15081799.0
78;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2055;15074823.0
79;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2056;15068405.0
80;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2057;15062955.0
81;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2058;15058933.0
82;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2059;15056839.0
83;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2060;15057169.0
84;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2061;15060348.0
85;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2062;15066873.0
86;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2063;15077053.0
87;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2064;15091158.0
88;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2065;15109331.0
89;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2066;15131477.0
90;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2067;15157489.0
91;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2068;15187089.0
92;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2069;15219847.0
93;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in Nederland;2070;15255399.0
94;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2024;2921044.0
95;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2025;3041916.0
96;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2026;3146881.0
97;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2027;3235839.0
98;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2028;3315947.0
99;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2029;3385995.0
100;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2030;3454786.0
101;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2031;3522453.0
102;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2032;3589060.0
103;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2033;3654573.0
104;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2034;3718522.0
105;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2035;3780357.0
106;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2036;3841084.0
107;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2037;3900574.0
108;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2038;3958793.0
109;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2039;4015804.0
110;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2040;4071672.0
111;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2041;4126424.0
112;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2042;4180104.0
113;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2043;4232751.0
114;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2044;4284368.0
115;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2045;4334994.0
116;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2046;4384662.0
117;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2047;4433430.0
118;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2048;4481354.0
119;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2049;4528460.0
120;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2050;4574766.0
121;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2051;4620313.0
122;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2052;4665020.0
123;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2053;4708979.0
124;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2054;4752261.0
125;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2055;4794874.0
126;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2056;4836819.0
127;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2057;4878101.0
128;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2058;4918720.0
129;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2059;4958687.0
130;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2060;4998018.0
131;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2061;5036727.0
132;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2062;5074828.0
133;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2063;5112334.0
134;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2064;5149259.0
135;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2065;5185613.0
136;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2066;5221399.0
137;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2067;5256625.0
138;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2068;5291296.0
139;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2069;5325413.0
140;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren buiten Nederland;2070;5358981.0
141;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2024;12943401.0
142;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2025;12910105.0
143;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2026;12876287.0
144;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2027;12842264.0
145;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2028;12808935.0
146;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2029;12777257.0
147;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2030;12747927.0
148;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2031;12719353.0
149;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2032;12691045.0
150;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2033;12662488.0
151;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2034;12633319.0
152;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2035;12603200.0
153;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2036;12571846.0
154;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2037;12539044.0
155;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2038;12504661.0
156;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2039;12468564.0
157;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2040;12430716.0
158;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2041;12391121.0
159;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2042;12349844.0
160;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2043;12306975.0
161;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2044;12262618.0
162;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2045;12216899.0
163;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2046;12169879.0
164;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2047;12121730.0
165;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2048;12072552.0
166;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2049;12022425.0
167;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2050;11971447.0
168;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2051;11919752.0
169;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2052;11867506.0
170;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2053;11814928.0
171;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2054;11762286.0
172;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2055;11709915.0
173;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2056;11658180.0
174;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2057;11607456.0
175;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2058;11558213.0
176;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2059;11510899.0
177;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2060;11465968.0
178;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2061;11423856.0
179;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2062;11384994.0
180;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2063;11349700.0
181;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2064;11318237.0
182;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2065;11290738.0
183;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2066;11267202.0
184;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2067;11247513.0
185;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2068;11231482.0
186;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2069;11218785.0
187;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouders in NL;2070;11209073.0
188;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2024;2086874.0
189;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2025;2117134.0
190;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2026;2147336.0
191;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2027;2177544.0
192;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2028;2207966.0
193;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2029;2239008.0
194;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2030;2271846.0
195;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2031;2306413.0
196;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2032;2342953.0
197;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2033;2381331.0
198;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2034;2421485.0
199;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2035;2463146.0
200;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2036;2506053.0
201;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2037;2549850.0
202;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2038;2594233.0
203;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2039;2638915.0
204;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2040;2683697.0
205;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2041;2728595.0
206;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2042;2773594.0
207;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2043;2818733.0
208;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2044;2863978.0
209;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2045;2909387.0
210;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2046;2954862.0
211;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2047;3000406.0
212;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2048;3046007.0
213;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2049;3091644.0
214;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2050;3137293.0
215;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2051;3182927.0
216;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2052;3228529.0
217;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2053;3274063.0
218;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2054;3319513.0
219;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2055;3364908.0
220;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2056;3410225.0
221;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2057;3455499.0
222;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2058;3500720.0
223;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2059;3545940.0
224;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2060;3591201.0
225;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2061;3636492.0
226;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2062;3681879.0
227;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2063;3727353.0
228;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2064;3772921.0
229;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2065;3818593.0
230;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2066;3864275.0
231;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2067;3909976.0
232;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2068;3955607.0
233;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2069;4001062.0
234;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, ouder(s) buiten NL;2070;4046326.0
235;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, één ouder geboren in NL;2024;1138210.0
236;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, één ouder geboren in NL;2025;1147746.0
237;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, één ouder geboren in NL;2026;1156763.0
238;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, één ouder geboren in NL;2027;1165368.0
239;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, één ouder geboren in NL;2028;1173739.0
240;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, één ouder geboren in NL;2029;1182098.0
241;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, één ouder geboren in NL;2030;1190934.0
242;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, één ouder geboren in NL;2031;1200164.0
243;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, één ouder geboren in NL;2032;1209847.0
244;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, één ouder geboren in NL;2033;1219889.0
245;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, één ouder geboren in NL;2034;1230258.0
246;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, één ouder geboren in NL;2035;1240886.0
247;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, één ouder geboren in NL;2036;1251693.0
248;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Geboren in NL, één ouder geboren in NL;2037;1262601.0
