ID;Geslacht;Leeftijd;Herkomst;Generatie;PercentageAOWOpbouw;Perioden;AantalZelfstandigen_1;OpgebouwdeJaarlijkseAanspraken_2;ContanteWaarde_3;TeBereikenJaarlijkseAanspraken_4;Vervangingspercentage_5;OpgebouwdeJaarlijkseAanspraken_6;ContanteWaarde_7;TeBereikenJaarlijkseAanspraken_8;Vervangingspercentage_9;VierdePijler_10;OpgebouwdeJaarlijkseAanspraken_11;ContanteWaarde_12;TeBereikenJaarlijkseAanspraken_13;Vervangingspercentage_14
10;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;70% tot 95% AOW opbouw;2005;1950.0;4300.0;25600.0;8200.0;24.0;1800.0;12400.0;2600.0;7.0;50.0;6100.0;38000.0;10800.0;31.0
11;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;95% of meer AOW opbouw;2005;32200.0;4800.0;27900.0;8900.0;27.0;2000.0;13000.0;2700.0;8.0;56.0;6800.0;40900.0;11600.0;35.0
12;Totaal mannen en vrouwen;0;0;Autochtonen;Totaal alle AOW percentages;2005;535150.0;5000.0;30000.0;8500.0;26.0;1800.0;11400.0;2500.0;8.0;69.0;6800.0;41400.0;11000.0;34.0
13;Totaal mannen en vrouwen;0;0;Autochtonen;Minder dan 70% AOW opbouw;2005;11150.0;3000.0;20000.0;5700.0;14.0;3900.0;28900.0;5100.0;13.0;66.0;6900.0;48900.0;10800.0;27.0
14;Totaal mannen en vrouwen;0;0;Autochtonen;70% tot 95% AOW opbouw;2005;13650.0;4600.0;28800.0;7900.0;24.0;2100.0;13900.0;2900.0;9.0;58.0;6700.0;42700.0;10800.0;33.0
15;Totaal mannen en vrouwen;0;0;Autochtonen;95% of meer AOW opbouw;2005;510350.0;5000.0;30200.0;8600.0;27.0;1800.0;10900.0;2400.0;7.0;70.0;6800.0;41100.0;11000.0;34.0
16;Totaal mannen en vrouwen;0;4;Totaal alle generaties;Totaal alle AOW percentages;2005;535150.0;5000.0;30000.0;8500.0;26.0;1800.0;11400.0;2500.0;8.0;69.0;6800.0;41400.0;11000.0;34.0
17;Totaal mannen en vrouwen;0;4;Totaal alle generaties;Minder dan 70% AOW opbouw;2005;11150.0;3000.0;20000.0;5700.0;14.0;3900.0;28900.0;5100.0;13.0;66.0;6900.0;48900.0;10800.0;27.0
18;Totaal mannen en vrouwen;0;4;Totaal alle generaties;70% tot 95% AOW opbouw;2005;13650.0;4600.0;28800.0;7900.0;24.0;2100.0;13900.0;2900.0;9.0;58.0;6700.0;42700.0;10800.0;33.0
19;Totaal mannen en vrouwen;0;4;Totaal alle generaties;95% of meer AOW opbouw;2005;510350.0;5000.0;30200.0;8600.0;27.0;1800.0;10900.0;2400.0;7.0;70.0;6800.0;41100.0;11000.0;34.0
20;Totaal mannen en vrouwen;0;4;Eerste generatie allochtonen;Totaal alle AOW percentages;2005;;;;;;;;;;;;;;
21;Totaal mannen en vrouwen;0;4;Eerste generatie allochtonen;Minder dan 70% AOW opbouw;2005;;;;;;;;;;;;;;
22;Totaal mannen en vrouwen;0;4;Eerste generatie allochtonen;70% tot 95% AOW opbouw;2005;;;;;;;;;;;;;;
23;Totaal mannen en vrouwen;0;4;Eerste generatie allochtonen;95% of meer AOW opbouw;2005;;;;;;;;;;;;;;
24;Totaal mannen en vrouwen;0;4;Tweede generatie allochtonen;Totaal alle AOW percentages;2005;;;;;;;;;;;;;;
25;Totaal mannen en vrouwen;0;4;Tweede generatie allochtonen;Minder dan 70% AOW opbouw;2005;;;;;;;;;;;;;;
26;Totaal mannen en vrouwen;0;4;Tweede generatie allochtonen;70% tot 95% AOW opbouw;2005;;;;;;;;;;;;;;
27;Totaal mannen en vrouwen;0;4;Tweede generatie allochtonen;95% of meer AOW opbouw;2005;;;;;;;;;;;;;;
28;Totaal mannen en vrouwen;0;4;Autochtonen;Totaal alle AOW percentages;2005;535150.0;5000.0;30000.0;8500.0;26.0;1800.0;11400.0;2500.0;8.0;69.0;6800.0;41400.0;11000.0;34.0
29;Totaal mannen en vrouwen;0;4;Autochtonen;Minder dan 70% AOW opbouw;2005;11150.0;3000.0;20000.0;5700.0;14.0;3900.0;28900.0;5100.0;13.0;66.0;6900.0;48900.0;10800.0;27.0
30;Totaal mannen en vrouwen;0;4;Autochtonen;70% tot 95% AOW opbouw;2005;13650.0;4600.0;28800.0;7900.0;24.0;2100.0;13900.0;2900.0;9.0;58.0;6700.0;42700.0;10800.0;33.0
31;Totaal mannen en vrouwen;0;4;Autochtonen;95% of meer AOW opbouw;2005;510350.0;5000.0;30200.0;8600.0;27.0;1800.0;10900.0;2400.0;7.0;70.0;6800.0;41100.0;11000.0;34.0
32;Totaal mannen en vrouwen;0;1;Totaal alle generaties;Totaal alle AOW percentages;2005;87550.0;3800.0;21500.0;7900.0;28.0;1500.0;9700.0;2000.0;7.0;46.0;5300.0;31200.0;9900.0;35.0
33;Totaal mannen en vrouwen;0;1;Totaal alle generaties;Minder dan 70% AOW opbouw;2005;27300.0;2200.0;11900.0;6200.0;27.0;800.0;5500.0;1200.0;5.0;35.0;3000.0;17400.0;7400.0;32.0
34;Totaal mannen en vrouwen;0;1;Totaal alle generaties;70% tot 95% AOW opbouw;2005;14050.0;4300.0;25800.0;7800.0;29.0;1500.0;10400.0;1900.0;7.0;48.0;5800.0;36200.0;9700.0;36.0
35;Totaal mannen en vrouwen;0;1;Totaal alle generaties;95% of meer AOW opbouw;2005;46200.0;4600.0;25800.0;8900.0;28.0;1900.0;11900.0;2500.0;8.0;52.0;6500.0;37700.0;11400.0;36.0
36;Totaal mannen en vrouwen;0;1;Eerste generatie allochtonen;Totaal alle AOW percentages;2005;52000.0;3200.0;17400.0;7300.0;30.0;1100.0;6900.0;1500.0;6.0;39.0;4300.0;24300.0;8800.0;36.0
37;Totaal mannen en vrouwen;0;1;Eerste generatie allochtonen;Minder dan 70% AOW opbouw;2005;25950.0;2200.0;11500.0;6200.0;28.0;700.0;4200.0;1000.0;5.0;34.0;2900.0;15700.0;7200.0;33.0
38;Totaal mannen en vrouwen;0;1;Eerste generatie allochtonen;70% tot 95% AOW opbouw;2005;12050.0;4200.0;25900.0;7700.0;31.0;1500.0;10100.0;1800.0;7.0;47.0;5700.0;36000.0;9500.0;38.0
39;Totaal mannen en vrouwen;0;1;Eerste generatie allochtonen;95% of meer AOW opbouw;2005;14000.0;4200.0;21100.0;8900.0;31.0;1500.0;9200.0;2000.0;7.0;42.0;5700.0;30300.0;10900.0;38.0
40;Totaal mannen en vrouwen;0;1;Tweede generatie allochtonen;Totaal alle AOW percentages;2005;35550.0;4700.0;27500.0;8700.0;26.0;2100.0;13700.0;2800.0;8.0;56.0;6800.0;41200.0;11500.0;34.0
41;Totaal mannen en vrouwen;0;1;Tweede generatie allochtonen;Minder dan 70% AOW opbouw;2005;1400.0;3000.0;19500.0;6000.0;13.0;4200.0;31000.0;5500.0;12.0;62.0;7200.0;50500.0;11500.0;25.0
42;Totaal mannen en vrouwen;0;1;Tweede generatie allochtonen;70% tot 95% AOW opbouw;2005;1950.0;4300.0;25600.0;8200.0;24.0;1800.0;12400.0;2600.0;7.0;50.0;6100.0;38000.0;10800.0;31.0
43;Totaal mannen en vrouwen;0;1;Tweede generatie allochtonen;95% of meer AOW opbouw;2005;32200.0;4800.0;27900.0;8900.0;27.0;2000.0;13000.0;2700.0;8.0;56.0;6800.0;40900.0;11600.0;35.0
44;Totaal mannen en vrouwen;0;1;Autochtonen;Totaal alle AOW percentages;2005;;;;;;;;;;;;;;
45;Totaal mannen en vrouwen;0;1;Autochtonen;Minder dan 70% AOW opbouw;2005;;;;;;;;;;;;;;
46;Totaal mannen en vrouwen;0;1;Autochtonen;70% tot 95% AOW opbouw;2005;;;;;;;;;;;;;;
47;Totaal mannen en vrouwen;0;1;Autochtonen;95% of meer AOW opbouw;2005;;;;;;;;;;;;;;
48;Totaal mannen en vrouwen;0;3;Totaal alle generaties;Totaal alle AOW percentages;2005;49950.0;4400.0;26900.0;8000.0;25.0;2100.0;14200.0;2700.0;8.0;56.0;6500.0;41100.0;10700.0;33.0
49;Totaal mannen en vrouwen;0;3;Totaal alle generaties;Minder dan 70% AOW opbouw;2005;12300.0;2100.0;12900.0;6000.0;22.0;1300.0;9300.0;1800.0;7.0;43.0;3400.0;22200.0;7800.0;29.0
50;Totaal mannen en vrouwen;0;3;Totaal alle generaties;70% tot 95% AOW opbouw;2005;5300.0;4700.0;33000.0;7700.0;25.0;2500.0;18500.0;3100.0;10.0;61.0;7200.0;51500.0;10800.0;35.0
51;Totaal mannen en vrouwen;0;3;Totaal alle generaties;95% of meer AOW opbouw;2005;32350.0;5100.0;31300.0;8800.0;25.0;2300.0;15400.0;3000.0;9.0;60.0;7400.0;46700.0;11800.0;34.0
52;Totaal mannen en vrouwen;0;3;Eerste generatie allochtonen;Totaal alle AOW percentages;2005;19550.0;3400.0;22000.0;7000.0;25.0;1700.0;12500.0;2200.0;8.0;49.0;5100.0;34500.0;9200.0;33.0
53;Totaal mannen en vrouwen;0;3;Eerste generatie allochtonen;Minder dan 70% AOW opbouw;2005;11100.0;2100.0;12000.0;6100.0;24.0;900.0;6500.0;1400.0;5.0;41.0;3000.0;18500.0;7500.0;29.0
54;Totaal mannen en vrouwen;0;3;Eerste generatie allochtonen;70% tot 95% AOW opbouw;2005;3700.0;4800.0;35000.0;7500.0;26.0;2700.0;20400.0;3100.0;11.0;64.0;7500.0;55400.0;10600.0;37.0
55;Totaal mannen en vrouwen;0;3;Eerste generatie allochtonen;95% of meer AOW opbouw;2005;4750.0;5400.0;35200.0;8800.0;25.0;2900.0;20200.0;3500.0;10.0;57.0;8300.0;55400.0;12300.0;35.0
56;Totaal mannen en vrouwen;0;3;Tweede generatie allochtonen;Totaal alle AOW percentages;2005;30450.0;5000.0;30100.0;8600.0;25.0;2300.0;15300.0;3100.0;9.0;61.0;7300.0;45400.0;11700.0;34.0
57;Totaal mannen en vrouwen;0;3;Tweede generatie allochtonen;Minder dan 70% AOW opbouw;2005;1250.0;3000.0;20400.0;5800.0;13.0;4500.0;33600.0;5800.0;13.0;64.0;7500.0;54000.0;11600.0;26.0
58;Totaal mannen en vrouwen;0;3;Tweede generatie allochtonen;70% tot 95% AOW opbouw;2005;1650.0;4600.0;28400.0;8100.0;23.0;2100.0;14100.0;2900.0;8.0;54.0;6700.0;42500.0;11000.0;31.0
59;Totaal mannen en vrouwen;0;3;Tweede generatie allochtonen;95% of meer AOW opbouw;2005;27550.0;5100.0;30600.0;8700.0;26.0;2200.0;14600.0;2900.0;9.0;61.0;7300.0;45200.0;11600.0;35.0
60;Totaal mannen en vrouwen;0;3;Autochtonen;Totaal alle AOW percentages;2005;;;;;;;;;;;;;;
61;Totaal mannen en vrouwen;0;3;Autochtonen;Minder dan 70% AOW opbouw;2005;;;;;;;;;;;;;;
62;Totaal mannen en vrouwen;0;3;Autochtonen;70% tot 95% AOW opbouw;2005;;;;;;;;;;;;;;
63;Totaal mannen en vrouwen;0;3;Autochtonen;95% of meer AOW opbouw;2005;;;;;;;;;;;;;;
64;Totaal mannen en vrouwen;0;2;Totaal alle generaties;Totaal alle AOW percentages;2005;37550.0;3100.0;14300.0;7700.0;35.0;700.0;3600.0;1000.0;5.0;32.0;3800.0;17900.0;8700.0;40.0
65;Totaal mannen en vrouwen;0;2;Totaal alle generaties;Minder dan 70% AOW opbouw;2005;15000.0;2200.0;11200.0;6300.0;32.0;500.0;2500.0;700.0;4.0;29.0;2700.0;13700.0;7000.0;36.0
66;Totaal mannen en vrouwen;0;2;Totaal alle generaties;70% tot 95% AOW opbouw;2005;8700.0;4000.0;21400.0;7900.0;33.0;900.0;5500.0;1200.0;5.0;40.0;4900.0;26900.0;9100.0;38.0
67;Totaal mannen en vrouwen;0;2;Totaal alle generaties;95% of meer AOW opbouw;2005;13850.0;3500.0;13100.0;9100.0;38.0;800.0;3700.0;1200.0;5.0;32.0;4300.0;16800.0;10300.0;43.0
68;Totaal mannen en vrouwen;0;2;Eerste generatie allochtonen;Totaal alle AOW percentages;2005;32450.0;3100.0;14700.0;7500.0;34.0;700.0;3600.0;1000.0;5.0;33.0;3800.0;18300.0;8500.0;39.0
69;Totaal mannen en vrouwen;0;2;Eerste generatie allochtonen;Minder dan 70% AOW opbouw;2005;14850.0;2200.0;11200.0;6300.0;32.0;500.0;2400.0;700.0;4.0;29.0;2700.0;13600.0;7000.0;36.0
70;Totaal mannen en vrouwen;0;2;Eerste generatie allochtonen;70% tot 95% AOW opbouw;2005;8400.0;4000.0;21800.0;7800.0;34.0;900.0;5600.0;1200.0;5.0;40.0;4900.0;27400.0;9000.0;39.0
71;Totaal mannen en vrouwen;0;2;Eerste generatie allochtonen;95% of meer AOW opbouw;2005;9250.0;3600.0;13800.0;8900.0;36.0;800.0;3600.0;1300.0;5.0;34.0;4400.0;17400.0;10200.0;41.0
72;Totaal mannen en vrouwen;0;2;Tweede generatie allochtonen;Totaal alle AOW percentages;2005;5100.0;3100.0;11700.0;9400.0;39.0;800.0;4000.0;1200.0;5.0;28.0;3900.0;15700.0;10600.0;44.0
73;Totaal mannen en vrouwen;0;2;Tweede generatie allochtonen;Minder dan 70% AOW opbouw;2005;150.0;2300.0;11400.0;7300.0;25.0;1400.0;7900.0;2300.0;8.0;43.0;3700.0;19300.0;9600.0;33.0
74;Totaal mannen en vrouwen;0;2;Tweede generatie allochtonen;70% tot 95% AOW opbouw;2005;350.0;3100.0;12000.0;8900.0;30.0;700.0;4100.0;1400.0;5.0;31.0;3800.0;16100.0;10300.0;35.0
75;Totaal mannen en vrouwen;0;2;Tweede generatie allochtonen;95% of meer AOW opbouw;2005;4600.0;3100.0;11700.0;9500.0;40.0;700.0;3900.0;1200.0;5.0;28.0;3800.0;15600.0;10700.0;45.0
76;Totaal mannen en vrouwen;0;2;Autochtonen;Totaal alle AOW percentages;2005;;;;;;;;;;;;;;
77;Totaal mannen en vrouwen;0;2;Autochtonen;Minder dan 70% AOW opbouw;2005;;;;;;;;;;;;;;
78;Totaal mannen en vrouwen;0;2;Autochtonen;70% tot 95% AOW opbouw;2005;;;;;;;;;;;;;;
79;Totaal mannen en vrouwen;0;2;Autochtonen;95% of meer AOW opbouw;2005;;;;;;;;;;;;;;
80;Totaal mannen en vrouwen;1;0;Totaal alle generaties;Totaal alle AOW percentages;2005;650.0;800.0;1300.0;11000.0;;0.0;0.0;100.0;;9.0;800.0;1300.0;11100.0;
81;Totaal mannen en vrouwen;1;0;Totaal alle generaties;Minder dan 70% AOW opbouw;2005;0.0;;;;;;;;;;;;;
82;Totaal mannen en vrouwen;1;0;Totaal alle generaties;70% tot 95% AOW opbouw;2005;0.0;;;;;;;;;;;;;
83;Totaal mannen en vrouwen;1;0;Totaal alle generaties;95% of meer AOW opbouw;2005;650.0;800.0;1300.0;11000.0;;0.0;0.0;100.0;;9.0;800.0;1300.0;11100.0;
84;Totaal mannen en vrouwen;1;0;Eerste generatie allochtonen;Totaal alle AOW percentages;2005;50.0;700.0;1200.0;10800.0;;0.0;0.0;0.0;;0.0;700.0;1200.0;10800.0;
85;Totaal mannen en vrouwen;1;0;Eerste generatie allochtonen;Minder dan 70% AOW opbouw;2005;0.0;;;;;;;;;;;;;
86;Totaal mannen en vrouwen;1;0;Eerste generatie allochtonen;70% tot 95% AOW opbouw;2005;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
87;Totaal mannen en vrouwen;1;0;Eerste generatie allochtonen;95% of meer AOW opbouw;2005;50.0;800.0;1300.0;10900.0;;0.0;0.0;0.0;;0.0;800.0;1300.0;10900.0;
88;Totaal mannen en vrouwen;1;0;Tweede generatie allochtonen;Totaal alle AOW percentages;2005;50.0;800.0;1400.0;11100.0;;0.0;0.0;0.0;;4.0;800.0;1400.0;11100.0;
89;Totaal mannen en vrouwen;1;0;Tweede generatie allochtonen;Minder dan 70% AOW opbouw;2005;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
90;Totaal mannen en vrouwen;1;0;Tweede generatie allochtonen;70% tot 95% AOW opbouw;2005;0.0;;;;;;;;;;;;;
91;Totaal mannen en vrouwen;1;0;Tweede generatie allochtonen;95% of meer AOW opbouw;2005;50.0;800.0;1400.0;11100.0;;0.0;0.0;0.0;;4.0;800.0;1400.0;11100.0;
92;Totaal mannen en vrouwen;1;0;Autochtonen;Totaal alle AOW percentages;2005;550.0;800.0;1300.0;11000.0;;0.0;0.0;100.0;;10.0;800.0;1300.0;11100.0;
93;Totaal mannen en vrouwen;1;0;Autochtonen;Minder dan 70% AOW opbouw;2005;0.0;;;;;;;;;;;;;
94;Totaal mannen en vrouwen;1;0;Autochtonen;70% tot 95% AOW opbouw;2005;0.0;;;;;;;;;;;;;
95;Totaal mannen en vrouwen;1;0;Autochtonen;95% of meer AOW opbouw;2005;550.0;800.0;1300.0;11000.0;;0.0;0.0;100.0;;10.0;800.0;1300.0;11100.0;
96;Totaal mannen en vrouwen;1;4;Totaal alle generaties;Totaal alle AOW percentages;2005;550.0;800.0;1300.0;11000.0;;0.0;0.0;100.0;;10.0;800.0;1300.0;11100.0;
97;Totaal mannen en vrouwen;1;4;Totaal alle generaties;Minder dan 70% AOW opbouw;2005;0.0;;;;;;;;;;;;;
98;Totaal mannen en vrouwen;1;4;Totaal alle generaties;70% tot 95% AOW opbouw;2005;0.0;;;;;;;;;;;;;
99;Totaal mannen en vrouwen;1;4;Totaal alle generaties;95% of meer AOW opbouw;2005;550.0;800.0;1300.0;11000.0;;0.0;0.0;100.0;;10.0;800.0;1300.0;11100.0;
100;Totaal mannen en vrouwen;1;4;Eerste generatie allochtonen;Totaal alle AOW percentages;2005;;;;;;;;;;;;;;
101;Totaal mannen en vrouwen;1;4;Eerste generatie allochtonen;Minder dan 70% AOW opbouw;2005;;;;;;;;;;;;;;
102;Totaal mannen en vrouwen;1;4;Eerste generatie allochtonen;70% tot 95% AOW opbouw;2005;;;;;;;;;;;;;;
103;Totaal mannen en vrouwen;1;4;Eerste generatie allochtonen;95% of meer AOW opbouw;2005;;;;;;;;;;;;;;
104;Totaal mannen en vrouwen;1;4;Tweede generatie allochtonen;Totaal alle AOW percentages;2005;;;;;;;;;;;;;;
105;Totaal mannen en vrouwen;1;4;Tweede generatie allochtonen;Minder dan 70% AOW opbouw;2005;;;;;;;;;;;;;;
106;Totaal mannen en vrouwen;1;4;Tweede generatie allochtonen;70% tot 95% AOW opbouw;2005;;;;;;;;;;;;;;
107;Totaal mannen en vrouwen;1;4;Tweede generatie allochtonen;95% of meer AOW opbouw;2005;;;;;;;;;;;;;;
108;Totaal mannen en vrouwen;1;4;Autochtonen;Totaal alle AOW percentages;2005;550.0;800.0;1300.0;11000.0;;0.0;0.0;100.0;;10.0;800.0;1300.0;11100.0;
109;Totaal mannen en vrouwen;1;4;Autochtonen;Minder dan 70% AOW opbouw;2005;0.0;;;;;;;;;;;;;
110;Totaal mannen en vrouwen;1;4;Autochtonen;70% tot 95% AOW opbouw;2005;0.0;;;;;;;;;;;;;
111;Totaal mannen en vrouwen;1;4;Autochtonen;95% of meer AOW opbouw;2005;550.0;800.0;1300.0;11000.0;;0.0;0.0;100.0;;10.0;800.0;1300.0;11100.0;
112;Totaal mannen en vrouwen;1;1;Totaal alle generaties;Totaal alle AOW percentages;2005;100.0;800.0;1300.0;11000.0;;0.0;0.0;0.0;;2.0;800.0;1300.0;11000.0;
113;Totaal mannen en vrouwen;1;1;Totaal alle generaties;Minder dan 70% AOW opbouw;2005;0.0;;;;;;;;;;;;;
114;Totaal mannen en vrouwen;1;1;Totaal alle generaties;70% tot 95% AOW opbouw;2005;0.0;;;;;;;;;;;;;
115;Totaal mannen en vrouwen;1;1;Totaal alle generaties;95% of meer AOW opbouw;2005;100.0;800.0;1400.0;11000.0;;0.0;0.0;0.0;;3.0;800.0;1400.0;11000.0;
116;Totaal mannen en vrouwen;1;1;Eerste generatie allochtonen;Totaal alle AOW percentages;2005;50.0;700.0;1200.0;10800.0;;0.0;0.0;0.0;;0.0;700.0;1200.0;10800.0;
117;Totaal mannen en vrouwen;1;1;Eerste generatie allochtonen;Minder dan 70% AOW opbouw;2005;0.0;;;;;;;;;;;;;
118;Totaal mannen en vrouwen;1;1;Eerste generatie allochtonen;70% tot 95% AOW opbouw;2005;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
119;Totaal mannen en vrouwen;1;1;Eerste generatie allochtonen;95% of meer AOW opbouw;2005;50.0;800.0;1300.0;10900.0;;0.0;0.0;0.0;;0.0;800.0;1300.0;10900.0;
120;Totaal mannen en vrouwen;1;1;Tweede generatie allochtonen;Totaal alle AOW percentages;2005;50.0;800.0;1400.0;11100.0;;0.0;0.0;0.0;;4.0;800.0;1400.0;11100.0;
121;Totaal mannen en vrouwen;1;1;Tweede generatie allochtonen;Minder dan 70% AOW opbouw;2005;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
122;Totaal mannen en vrouwen;1;1;Tweede generatie allochtonen;70% tot 95% AOW opbouw;2005;0.0;;;;;;;;;;;;;
123;Totaal mannen en vrouwen;1;1;Tweede generatie allochtonen;95% of meer AOW opbouw;2005;50.0;800.0;1400.0;11100.0;;0.0;0.0;0.0;;4.0;800.0;1400.0;11100.0;
124;Totaal mannen en vrouwen;1;1;Autochtonen;Totaal alle AOW percentages;2005;;;;;;;;;;;;;;
125;Totaal mannen en vrouwen;1;1;Autochtonen;Minder dan 70% AOW opbouw;2005;;;;;;;;;;;;;;
126;Totaal mannen en vrouwen;1;1;Autochtonen;70% tot 95% AOW opbouw;2005;;;;;;;;;;;;;;
127;Totaal mannen en vrouwen;1;1;Autochtonen;95% of meer AOW opbouw;2005;;;;;;;;;;;;;;
128;Totaal mannen en vrouwen;1;3;Totaal alle generaties;Totaal alle AOW percentages;2005;50.0;700.0;1200.0;10600.0;;0.0;0.0;0.0;;8.0;700.0;1200.0;10600.0;
129;Totaal mannen en vrouwen;1;3;Totaal alle generaties;Minder dan 70% AOW opbouw;2005;0.0;;;;;;;;;;;;;
130;Totaal mannen en vrouwen;1;3;Totaal alle generaties;70% tot 95% AOW opbouw;2005;0.0;;;;;;;;;;;;;
131;Totaal mannen en vrouwen;1;3;Totaal alle generaties;95% of meer AOW opbouw;2005;50.0;800.0;1400.0;10700.0;;;;0.0;;10.0;;;10700.0;
132;Totaal mannen en vrouwen;1;3;Eerste generatie allochtonen;Totaal alle AOW percentages;2005;0.0;;;;;;;;;;;;;
133;Totaal mannen en vrouwen;1;3;Eerste generatie allochtonen;Minder dan 70% AOW opbouw;2005;0.0;;;;;;;;;;;;;
134;Totaal mannen en vrouwen;1;3;Eerste generatie allochtonen;70% tot 95% AOW opbouw;2005;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
135;Totaal mannen en vrouwen;1;3;Eerste generatie allochtonen;95% of meer AOW opbouw;2005;0.0;;;;;;;;;;;;;
136;Totaal mannen en vrouwen;1;3;Tweede generatie allochtonen;Totaal alle AOW percentages;2005;50.0;800.0;1400.0;11000.0;;0.0;0.0;0.0;;12.0;800.0;1400.0;11000.0;
137;Totaal mannen en vrouwen;1;3;Tweede generatie allochtonen;Minder dan 70% AOW opbouw;2005;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
138;Totaal mannen en vrouwen;1;3;Tweede generatie allochtonen;70% tot 95% AOW opbouw;2005;0.0;;;;;;;;;;;;;
139;Totaal mannen en vrouwen;1;3;Tweede generatie allochtonen;95% of meer AOW opbouw;2005;0.0;;;;;;;;;;;;;
140;Totaal mannen en vrouwen;1;3;Autochtonen;Totaal alle AOW percentages;2005;;;;;;;;;;;;;;
141;Totaal mannen en vrouwen;1;3;Autochtonen;Minder dan 70% AOW opbouw;2005;;;;;;;;;;;;;;
142;Totaal mannen en vrouwen;1;3;Autochtonen;70% tot 95% AOW opbouw;2005;;;;;;;;;;;;;;
143;Totaal mannen en vrouwen;1;3;Autochtonen;95% of meer AOW opbouw;2005;;;;;;;;;;;;;;
144;Totaal mannen en vrouwen;1;2;Totaal alle generaties;Totaal alle AOW percentages;2005;100.0;800.0;1400.0;11100.0;;0.0;0.0;0.0;;0.0;800.0;1400.0;11100.0;
145;Totaal mannen en vrouwen;1;2;Totaal alle generaties;Minder dan 70% AOW opbouw;2005;0.0;;;;;;;;;;;;;
146;Totaal mannen en vrouwen;1;2;Totaal alle generaties;70% tot 95% AOW opbouw;2005;0.0;;;;;;;;;;;;;
147;Totaal mannen en vrouwen;1;2;Totaal alle generaties;95% of meer AOW opbouw;2005;100.0;800.0;1400.0;11100.0;;0.0;0.0;0.0;;0.0;800.0;1400.0;11100.0;
