ID;KenmerkenWerknemer;BedrijfstakkenBranchesSBI2008;Perioden;TotaalBanen_1;Minimumloon_2;k_105Minimumloon_3;k_110Minimumloon_4;k_115Minimumloon_5;k_120Minimumloon_6;k_130Minimumloon_7;TotaalArbeidsvolume_8;Minimumloon_9;k_105Minimumloon_10;k_110Minimumloon_11;k_115Minimumloon_12;k_120Minimumloon_13;k_130Minimumloon_14
19;Totaal;A-F Landbouw en nijverheid;2013;1243.1;41.0;79.5;101.6;122.9;153.1;210.9;1097.3;30.6;59.6;76.1;91.5;114.4;158.5
20;Totaal;A-F Landbouw en nijverheid;2014;1220.3;42.2;85.4;107.6;133.6;160.7;216.7;1076.2;31.3;64.0;80.5;100.7;120.5;162.8
21;Totaal;A-F Landbouw en nijverheid;2015;1207.7;44.6;85.9;109.5;133.6;161.1;214.2;1067.0;33.4;65.3;82.9;101.4;122.0;161.5
22;Totaal;A-F Landbouw en nijverheid;2016;1212.1;46.2;88.9;109.1;135.2;161.6;214.8;1071.8;35.0;68.1;82.7;102.8;122.4;161.6
23;Totaal;A-F Landbouw en nijverheid;2017;1224.9;45.6;88.2;110.9;138.7;165.3;221.0;1085.7;34.3;67.1;82.7;104.0;123.4;165.3
24;Totaal;A-F Landbouw en nijverheid;2018;1253.0;47.6;84.1;110.3;138.3;164.3;220.5;1112.1;35.9;63.2;81.4;102.8;122.0;164.5
25;Totaal;A-F Landbouw en nijverheid;2019;1284.3;44.5;82.3;109.1;137.8;164.3;221.4;1141.3;33.2;61.9;80.4;102.4;121.9;165.5
26;Totaal;A-F Landbouw en nijverheid;2020;1286.8;42.5;76.1;103.6;132.0;158.8;213.7;1144.2;32.0;57.3;76.5;97.8;117.8;159.8
27;Totaal;A-F Landbouw en nijverheid;2021;1300.1;42.8;73.8;101.0;129.7;157.3;211.7;1153.8;31.9;54.9;73.4;94.9;115.7;157.1
28;Totaal;A-F Landbouw en nijverheid;2022;1321.8;40.5;67.6;92.2;118.8;144.0;196.2;1173.6;30.5;50.2;67.0;87.0;106.0;145.8
29;Totaal;A-F Landbouw en nijverheid;2023;1341.7;49.0;85.0;115.9;144.3;172.5;236.4;1194.3;36.9;63.5;85.9;107.2;128.9;180.3
30;Totaal;B-E Nijverheid (geen bouw) en energie;2009;860.7;32.0;49.1;68.2;85.7;109.8;154.7;775.8;24.8;37.7;52.7;66.7;86.7;124.0
31;Totaal;B-E Nijverheid (geen bouw) en energie;2010;839.3;31.7;51.7;71.2;89.2;112.9;155.1;755.4;24.3;39.4;54.9;69.5;88.9;123.7
32;Totaal;B-E Nijverheid (geen bouw) en energie;2011;837.0;33.9;54.2;74.4;91.5;115.4;154.7;749.7;25.5;40.9;57.0;70.6;90.3;122.1
33;Totaal;B-E Nijverheid (geen bouw) en energie;2012;829.7;31.9;57.2;75.6;90.6;113.4;150.9;742.8;23.6;43.2;57.9;69.8;88.5;118.7
34;Totaal;B-E Nijverheid (geen bouw) en energie;2013;813.4;25.1;57.9;73.8;88.4;110.3;149.3;729.7;19.3;44.4;57.0;68.3;86.1;117.5
35;Totaal;B-E Nijverheid (geen bouw) en energie;2014;809.2;26.3;63.5;79.6;99.2;118.0;155.5;725.3;20.0;48.8;61.4;77.6;92.4;122.4
36;Totaal;B-E Nijverheid (geen bouw) en energie;2015;807.7;29.4;64.9;82.2;100.2;119.6;154.4;724.8;22.4;50.3;64.0;78.6;94.3;121.6
37;Totaal;B-E Nijverheid (geen bouw) en energie;2016;810.4;30.8;67.6;81.0;100.6;119.0;153.2;728.2;23.8;53.0;63.2;79.1;93.8;120.4
38;Totaal;B-E Nijverheid (geen bouw) en energie;2017;812.3;29.8;65.7;79.7;100.1;118.0;154.6;730.6;23.0;51.2;61.5;78.0;91.9;120.6
39;Totaal;B-E Nijverheid (geen bouw) en energie;2018;827.2;32.1;61.7;79.0;99.5;117.0;153.9;744.2;24.7;47.5;60.4;76.8;90.5;119.4
40;Totaal;B-E Nijverheid (geen bouw) en energie;2019;844.8;29.6;59.6;76.9;97.6;115.0;151.7;760.6;22.5;45.8;58.5;75.0;88.5;117.5
41;Totaal;B-E Nijverheid (geen bouw) en energie;2020;839.1;28.0;54.1;71.9;91.5;109.2;144.0;756.2;21.5;41.6;54.7;70.0;84.0;111.4
42;Totaal;B-E Nijverheid (geen bouw) en energie;2021;842.8;27.3;50.9;68.1;88.4;106.6;141.0;758.5;20.8;38.7;51.1;67.0;81.4;108.4
43;Totaal;B-E Nijverheid (geen bouw) en energie;2022;858.5;26.4;47.0;62.8;81.3;98.2;131.0;771.8;20.5;35.7;47.1;61.7;74.9;100.5
44;Totaal;B-E Nijverheid (geen bouw) en energie;2023;873.4;33.3;60.5;80.9;99.4;116.8;155.9;787.1;25.8;46.5;62.0;76.2;89.9;122.1
45;Totaal;B-F Nijverheid en energie;2009;1245.9;39.1;58.1;79.1;98.8;125.7;178.5;1125.9;30.1;44.3;60.7;76.4;98.5;142.1
46;Totaal;B-F Nijverheid en energie;2010;1216.2;39.8;61.9;83.5;103.9;130.7;181.6;1098.3;30.4;46.9;64.0;80.4;102.2;144.0
47;Totaal;B-F Nijverheid en energie;2011;1206.9;41.7;64.2;86.4;106.0;133.1;181.2;1086.1;31.2;48.1;65.7;81.1;103.2;142.1
48;Totaal;B-F Nijverheid en energie;2012;1184.6;39.9;67.5;88.0;105.4;131.3;177.2;1065.2;29.5;50.7;67.0;80.6;101.6;138.7
49;Totaal;B-F Nijverheid en energie;2013;1138.3;32.1;67.0;85.0;101.8;126.6;173.3;1025.2;24.7;51.5;65.5;78.4;98.3;136.0
50;Totaal;B-F Nijverheid en energie;2014;1115.8;33.1;72.3;90.3;112.0;133.5;178.4;1004.4;25.2;55.6;69.5;87.2;104.0;140.0
51;Totaal;B-F Nijverheid en energie;2015;1106.0;36.1;73.8;93.1;113.1;135.1;177.3;997.0;27.7;57.1;72.2;88.3;105.9;139.1
52;Totaal;B-F Nijverheid en energie;2016;1107.9;37.5;76.5;92.0;113.6;134.5;176.1;999.9;29.1;59.8;71.5;88.9;105.4;137.9
53;Totaal;B-F Nijverheid en energie;2017;1118.9;36.9;75.3;91.7;114.5;135.2;179.9;1011.6;28.4;58.6;70.5;88.8;104.8;139.9
54;Totaal;B-F Nijverheid en energie;2018;1144.9;39.3;71.3;91.0;114.0;134.3;179.5;1035.5;30.4;54.8;69.4;87.7;103.4;139.1
55;Totaal;B-F Nijverheid en energie;2019;1174.2;36.7;69.5;89.5;113.0;133.7;179.5;1062.4;28.0;53.4;68.1;86.8;102.8;139.1
56;Totaal;B-F Nijverheid en energie;2020;1174.8;35.1;64.0;84.6;107.1;128.0;171.5;1063.5;27.0;49.3;64.4;81.9;98.3;132.7
57;Totaal;B-F Nijverheid en energie;2021;1186.2;34.9;61.4;81.4;104.4;126.1;169.0;1072.1;26.8;46.8;61.1;79.2;96.2;130.1
58;Totaal;B-F Nijverheid en energie;2022;1211.0;34.1;57.0;75.2;96.5;116.4;157.5;1093.0;26.4;43.3;56.5;73.1;88.7;120.9
59;Totaal;B-F Nijverheid en energie;2023;1232.8;41.9;72.6;96.3;118.5;140.7;193.0;1114.2;32.4;55.6;73.6;90.6;108.3;151.4
60;Totaal;G-I Handel, vervoer en horeca;2009;1981.5;167.4;234.6;314.4;396.0;483.0;660.0;1362.7;80.7;114.3;157.4;203.3;252.3;359.8
61;Totaal;G-I Handel, vervoer en horeca;2010;1989.7;167.1;240.4;324.1;406.4;496.5;677.5;1360.4;83.5;120.4;166.3;212.6;263.6;373.4
62;Totaal;G-I Handel, vervoer en horeca;2011;2027.3;165.8;240.6;325.8;408.8;502.7;688.2;1370.5;80.2;118.3;164.5;210.9;263.1;374.3
63;Totaal;G-I Handel, vervoer en horeca;2012;2031.3;160.1;240.6;323.7;404.9;498.9;682.6;1363.6;75.6;115.9;161.0;206.0;257.0;365.4
64;Totaal;G-I Handel, vervoer en horeca;2013;2007.9;153.4;236.7;319.0;399.9;493.6;670.8;1345.6;73.9;115.9;159.7;203.9;254.8;359.7
65;Totaal;G-I Handel, vervoer en horeca;2014;2009.8;158.1;246.3;333.6;419.1;515.4;693.4;1332.9;74.4;119.2;164.9;212.3;264.2;369.3
66;Totaal;G-I Handel, vervoer en horeca;2015;2036.7;152.9;246.0;341.5;430.1;528.3;707.6;1344.1;72.3;119.8;168.6;216.6;270.0;375.1
67;Totaal;G-I Handel, vervoer en horeca;2016;2073.0;167.8;270.9;372.3;469.1;574.4;782.9;1383.2;81.9;134.5;187.4;240.8;297.7;413.5
68;Totaal;G-I Handel, vervoer en horeca;2017;2129.7;154.0;277.7;413.2;523.6;647.6;875.0;1430.3;76.0;138.5;205.2;266.4;332.0;460.4
69;Totaal;G-I Handel, vervoer en horeca;2018;2200.6;160.8;290.4;436.5;555.1;685.5;930.3;1486.3;79.9;144.4;216.4;281.9;351.5;488.7
70;Totaal;G-I Handel, vervoer en horeca;2019;2243.7;151.4;282.8;436.6;560.1;693.8;946.9;1519.5;73.8;142.1;217.4;285.7;358.9;500.8
71;Totaal;G-I Handel, vervoer en horeca;2020;2192.4;132.0;256.5;401.5;530.7;656.8;896.6;1501.3;69.3;133.5;204.7;273.1;344.1;480.7
72;Totaal;G-I Handel, vervoer en horeca;2021;2209.7;130.9;255.4;408.3;535.0;661.3;915.3;1519.6;69.7;132.9;206.4;274.5;344.3;486.8
73;Totaal;G-I Handel, vervoer en horeca;2022;2314.5;110.3;207.8;345.2;469.7;594.1;863.8;1584.2;61.4;111.3;179.0;246.9;315.9;465.9
74;Totaal;G-I Handel, vervoer en horeca;2023;2356.1;152.1;277.7;431.9;580.3;730.3;998.9;1605.0;83.9;154.2;236.2;319.7;404.3;561.7
75;Totaal;G-N Commerciële dienstverlening;2009;3921.4;308.2;422.3;554.4;689.2;844.4;1159.4;2840.0;159.4;218.9;291.8;368.9;457.0;646.3
76;Totaal;G-N Commerciële dienstverlening;2010;3884.1;312.0;437.9;576.0;713.1;885.2;1190.5;2814.5;171.4;239.1;317.8;397.0;493.7;681.4
77;Totaal;G-N Commerciële dienstverlening;2011;3932.6;309.0;439.1;581.5;720.8;894.0;1207.1;2828.3;164.2;235.0;315.1;395.2;491.8;681.9
78;Totaal;G-N Commerciële dienstverlening;2012;3918.4;301.6;436.8;577.4;714.2;884.0;1196.8;2807.1;157.0;230.1;309.3;387.5;480.8;667.7
79;Totaal;G-N Commerciële dienstverlening;2013;3870.4;288.2;427.5;570.1;706.4;868.3;1181.7;2770.9;157.0;232.2;310.8;387.8;477.5;663.5
80;Totaal;G-N Commerciële dienstverlening;2014;3893.6;308.1;456.8;608.9;752.9;919.8;1237.6;2781.8;166.0;247.4;331.5;414.7;507.6;697.3
81;Totaal;G-N Commerciële dienstverlening;2015;4013.8;313.6;467.4;628.7;778.6;949.1;1276.6;2862.7;171.3;255.4;342.9;428.0;524.0;718.8
82;Totaal;G-N Commerciële dienstverlening;2016;4122.9;346.4;519.0;690.3;851.8;1028.7;1396.6;2963.2;191.2;285.7;380.4;474.1;574.4;787.8
83;Totaal;G-N Commerciële dienstverlening;2017;4270.4;344.9;550.2;763.7;944.1;1141.5;1543.3;3076.6;190.3;300.6;413.8;519.3;630.9;868.3
84;Totaal;G-N Commerciële dienstverlening;2018;4416.3;354.3;562.7;792.3;988.8;1193.5;1619.4;3199.9;194.2;306.6;428.6;543.6;661.1;913.6
85;Totaal;G-N Commerciële dienstverlening;2019;4485.4;335.0;546.5;783.9;990.0;1200.2;1630.5;3258.3;182.7;300.8;426.1;545.9;668.2;924.4
86;Totaal;G-N Commerciële dienstverlening;2020;4327.6;289.5;484.1;702.2;905.4;1102.6;1500.8;3189.9;165.1;273.4;390.5;505.9;622.9;863.1
87;Totaal;G-N Commerciële dienstverlening;2021;4410.8;285.7;480.8;706.5;907.4;1107.4;1524.8;3266.3;167.4;276.0;395.9;511.8;630.4;880.3
88;Totaal;G-N Commerciële dienstverlening;2022;4618.8;252.9;413.2;620.8;818.8;1014.8;1452.5;3406.5;152.0;242.5;354.3;469.4;585.4;844.8
89;Totaal;G-N Commerciële dienstverlening;2023;4649.2;306.5;514.1;751.4;983.1;1231.1;1647.9;3437.6;183.2;307.6;444.7;584.4;733.0;997.4
90;Totaal;M-N Zakelijke dienstverlening;2009;1362.9;123.7;166.8;214.9;263.2;325.7;449.5;972.1;66.3;89.9;116.9;144.9;180.0;251.7
91;Totaal;M-N Zakelijke dienstverlening;2010;1322.6;124.5;173.6;223.6;273.9;350.4;461.3;955.6;72.7;101.1;131.0;161.0;202.8;270.9
92;Totaal;M-N Zakelijke dienstverlening;2011;1337.8;124.4;176.0;229.2;280.9;354.9;469.4;963.5;70.3;100.6;131.8;162.5;203.2;272.9
93;Totaal;M-N Zakelijke dienstverlening;2012;1323.5;122.8;173.9;227.2;278.3;348.8;465.4;951.2;67.7;98.1;129.6;160.0;198.8;268.4
94;Totaal;M-N Zakelijke dienstverlening;2013;1312.0;117.1;169.3;225.6;276.7;339.4;463.5;943.8;69.0;99.6;131.9;161.8;197.0;269.5
95;Totaal;M-N Zakelijke dienstverlening;2014;1337.3;131.8;188.4;249.2;303.0;368.3;495.7;969.0;77.3;111.2;147.1;179.8;217.3;293.1
96;Totaal;M-N Zakelijke dienstverlening;2015;1392.4;140.6;197.0;257.9;314.0;380.1;515.5;1006.3;82.9;116.5;152.3;186.1;224.5;305.2
97;Totaal;M-N Zakelijke dienstverlening;2016;1459.1;157.7;222.7;287.5;346.3;411.7;557.6;1062.6;92.7;131.6;170.2;206.8;246.0;334.0
98;Totaal;M-N Zakelijke dienstverlening;2017;1544.3;170.7;247.5;319.9;383.7;450.6;609.8;1126.0;98.4;143.1;186.2;226.6;268.1;366.6
99;Totaal;M-N Zakelijke dienstverlening;2018;1610.0;172.5;246.7;324.1;396.3;464.1;630.0;1184.2;97.8;142.9;189.4;235.2;278.9;383.5
100;Totaal;M-N Zakelijke dienstverlening;2019;1628.4;163.8;238.7;316.3;393.0;463.1;625.2;1202.5;93.5;140.0;186.6;234.2;279.3;382.7
101;Totaal;M-N Zakelijke dienstverlening;2020;1503.2;137.5;202.1;269.2;337.2;401.7;546.1;1134.9;80.2;121.1;163.5;206.6;248.3;341.8
102;Totaal;M-N Zakelijke dienstverlening;2021;1551.0;135.2;200.9;268.4;336.9;403.5;553.3;1175.7;82.5;125.0;168.2;212.5;256.6;354.3
103;Totaal;M-N Zakelijke dienstverlening;2022;1625.1;123.3;182.0;247.5;315.2;380.5;535.1;1225.9;75.4;113.7;155.3;198.9;241.6;341.7
104;Totaal;M-N Zakelijke dienstverlening;2023;1596.2;133.4;209.5;286.3;362.7;452.9;581.1;1220.3;83.3;133.8;185.0;236.5;295.2;387.6
105;Totaal;O-Q Overheid en zorg;2009;2270.3;94.3;110.4;130.1;155.8;188.0;272.9;1703.3;65.0;74.3;85.8;101.3;121.3;175.5
106;Totaal;O-Q Overheid en zorg;2010;2368.7;120.8;139.6;163.0;189.1;223.2;304.8;1751.6;77.2;87.2;99.5;114.8;135.6;187.2
107;Totaal;O-Q Overheid en zorg;2011;2400.8;117.8;136.0;160.5;187.0;222.2;303.9;1757.3;73.5;83.1;95.7;110.7;131.8;182.5
108;Totaal;O-Q Overheid en zorg;2012;2390.4;114.0;133.5;165.7;191.4;225.5;301.6;1746.5;71.1;81.1;95.9;109.9;129.6;175.6
109;Totaal;O-Q Overheid en zorg;2013;2367.5;109.0;126.3;149.6;175.5;212.3;283.0;1734.3;71.6;80.8;92.5;106.2;125.8;168.3
110;Totaal;O-Q Overheid en zorg;2014;2330.8;113.9;133.4;160.9;183.3;211.7;276.8;1715.1;74.0;83.6;96.2;108.4;124.4;163.9
111;Totaal;O-Q Overheid en zorg;2015;2304.3;106.0;122.4;145.4;165.5;191.0;252.1;1700.6;69.3;77.2;87.7;98.1;112.3;148.6
112;Totaal;O-Q Overheid en zorg;2016;2298.2;101.1;118.0;140.4;161.8;188.3;248.3;1701.1;66.7;75.0;85.4;96.4;110.7;146.3
113;Totaal;O-Q Overheid en zorg;2017;2334.8;95.0;120.6;148.4;168.5;191.6;251.8;1712.9;62.1;73.5;86.4;97.1;110.0;145.7
114;Totaal;O-Q Overheid en zorg;2018;2382.2;91.6;116.8;148.2;172.1;197.7;265.6;1749.2;58.9;70.3;85.1;97.8;112.1;152.6
115;Totaal;O-Q Overheid en zorg;2019;2453.8;89.6;112.9;143.5;178.7;208.1;282.3;1803.2;56.4;67.7;82.3;100.5;117.1;162.0
116;Totaal;O-Q Overheid en zorg;2020;2511.7;86.4;105.8;130.3;162.8;201.0;282.4;1847.9;53.4;63.0;74.9;91.6;112.3;159.8
117;Totaal;O-Q Overheid en zorg;2021;2591.2;90.7;107.9;131.0;158.8;195.3;282.8;1913.5;57.0;65.8;77.3;92.0;111.8;161.3
118;Totaal;O-Q Overheid en zorg;2022;2652.0;89.1;100.3;118.6;142.8;172.9;258.7;1961.4;54.8;61.1;70.4;83.3;99.9;148.3
119;Totaal;O-Q Overheid en zorg;2023;2705.6;96.5;120.0;146.8;181.1;226.3;350.2;2008.0;58.4;70.5;85.2;104.4;130.3;203.4
120;Totaal;O-U Niet-commerciële dienstverlening;2009;2546.2;121.2;145.8;175.5;211.4;254.1;359.1;1886.7;80.3;94.3;111.7;133.4;159.3;225.6
121;Totaal;O-U Niet-commerciële dienstverlening;2010;2653.5;150.2;178.2;212.3;248.9;293.9;396.1;1939.6;94.0;109.3;128.0;149.4;176.4;240.2
122;Totaal;O-U Niet-commerciële dienstverlening;2011;2681.6;145.2;172.8;208.0;245.0;291.1;393.8;1939.9;89.2;104.1;122.8;144.0;171.1;234.1
123;Totaal;O-U Niet-commerciële dienstverlening;2012;2663.7;139.9;168.4;211.2;247.6;292.5;389.3;1923.3;85.4;100.4;121.2;141.4;166.9;225.0
124;Totaal;O-U Niet-commerciële dienstverlening;2013;2632.4;134.8;161.8;195.9;232.4;280.3;371.7;1905.0;86.2;100.9;118.5;138.2;163.7;218.0
125;Totaal;O-U Niet-commerciële dienstverlening;2014;2592.2;140.2;170.0;208.3;241.6;281.2;367.0;1882.5;88.5;103.7;122.2;140.4;162.4;213.6
126;Totaal;O-U Niet-commerciële dienstverlening;2015;2561.1;130.0;156.3;190.6;221.6;258.2;339.6;1864.5;82.4;95.7;112.3;128.7;148.7;196.4
127;Totaal;O-U Niet-commerciële dienstverlening;2016;2557.6;124.4;151.7;186.1;219.0;256.8;338.0;1867.1;79.7;93.4;110.3;127.5;147.8;195.2
128;Totaal;O-U Niet-commerciële dienstverlening;2017;2600.8;117.2;154.2;194.5;225.6;260.5;345.8;1882.8;74.0;91.3;110.6;126.9;145.9;196.2
129;Totaal;O-U Niet-commerciële dienstverlening;2018;2654.9;113.8;151.9;196.9;232.6;270.5;364.3;1924.6;71.1;89.1;110.6;129.4;150.1;205.6
130;Totaal;O-U Niet-commerciële dienstverlening;2019;2730.7;111.0;148.0;192.7;239.8;281.4;382.0;1981.7;67.8;86.4;108.0;132.3;155.2;215.3
131;Totaal;O-U Niet-commerciële dienstverlening;2020;2776.4;106.4;137.6;175.6;219.3;268.4;373.9;2022.1;64.4;80.4;99.1;121.4;147.9;209.5
132;Totaal;O-U Niet-commerciële dienstverlening;2021;2850.1;110.2;138.7;174.0;212.3;259.3;371.2;2086.7;68.1;83.0;100.7;121.0;146.7;210.6
133;Totaal;O-U Niet-commerciële dienstverlening;2022;2927.4;107.6;129.1;159.3;195.4;237.4;348.8;2142.3;65.4;77.0;92.2;111.3;134.2;197.3
134;Totaal;O-U Niet-commerciële dienstverlening;2023;2988.3;118.2;154.7;196.8;245.9;306.1;455.1;2193.7;70.6;89.7;112.3;139.7;174.0;261.7
135;Totaal;R-U Cultuur, recreatie, overige diensten;2009;275.9;26.9;35.4;45.4;55.7;66.2;86.1;183.4;15.2;20.0;26.0;32.1;38.1;50.1
136;Totaal;R-U Cultuur, recreatie, overige diensten;2010;284.8;29.4;38.7;49.3;59.8;70.7;91.4;188.0;16.9;22.1;28.5;34.7;40.7;53.0
137;Totaal;R-U Cultuur, recreatie, overige diensten;2011;280.8;27.4;36.9;47.5;58.1;68.8;89.9;182.7;15.7;21.0;27.1;33.3;39.2;51.6
138;Totaal;R-U Cultuur, recreatie, overige diensten;2012;273.3;26.0;35.0;45.5;56.2;67.0;87.7;176.8;14.3;19.3;25.3;31.5;37.3;49.4
139;Totaal;R-U Cultuur, recreatie, overige diensten;2013;264.8;25.8;35.6;46.3;56.9;68.0;88.7;170.7;14.6;20.1;26.1;31.9;37.9;49.7
140;Totaal;R-U Cultuur, recreatie, overige diensten;2014;261.4;26.3;36.6;47.4;58.3;69.5;90.2;167.4;14.5;20.0;26.0;32.0;37.9;49.7
141;Totaal;R-U Cultuur, recreatie, overige diensten;2015;256.8;24.0;34.0;45.2;56.1;67.2;87.5;163.9;13.1;18.5;24.5;30.5;36.4;47.8
142;Totaal;R-U Cultuur, recreatie, overige diensten;2016;259.4;23.3;33.7;45.8;57.2;68.5;89.7;166.0;13.0;18.4;24.9;31.1;37.0;49.0
143;Totaal;R-U Cultuur, recreatie, overige diensten;2017;266.0;22.2;33.6;46.1;57.1;68.8;94.0;169.8;12.0;17.8;24.2;29.9;35.9;50.5
144;Totaal;R-U Cultuur, recreatie, overige diensten;2018;272.7;22.2;35.1;48.8;60.5;72.8;98.7;175.3;12.2;18.7;25.6;31.6;38.1;53.1
145;Totaal;R-U Cultuur, recreatie, overige diensten;2019;276.9;21.5;35.1;49.3;61.1;73.3;99.7;178.6;11.5;18.7;25.6;31.8;38.1;53.3
146;Totaal;R-U Cultuur, recreatie, overige diensten;2020;264.7;19.9;31.8;45.3;56.5;67.4;91.5;174.2;11.0;17.4;24.2;29.8;35.6;49.6
147;Totaal;R-U Cultuur, recreatie, overige diensten;2021;258.9;19.5;30.8;43.0;53.4;64.1;88.4;173.2;11.1;17.2;23.4;28.9;34.9;49.2
148;Totaal;R-U Cultuur, recreatie, overige diensten;2022;275.4;18.6;28.8;40.7;52.6;64.5;90.1;180.9;10.6;15.9;21.8;28.0;34.4;49.0
149;Totaal;R-U Cultuur, recreatie, overige diensten;2023;282.7;21.7;34.7;50.1;64.8;79.8;104.8;185.8;12.2;19.2;27.1;35.3;43.7;58.4
150;Totaal;A Landbouw, bosbouw en visserij;2009;105.2;9.9;13.6;17.7;21.9;27.6;37.9;70.5;5.5;7.6;9.9;12.3;15.2;21.0
151;Totaal;A Landbouw, bosbouw en visserij;2010;106.0;10.6;14.6;19.2;23.8;29.5;39.8;71.6;6.3;8.7;11.4;14.0;17.1;23.0
152;Totaal;A Landbouw, bosbouw en visserij;2011;105.8;10.1;14.1;18.4;23.1;28.8;39.1;71.4;6.0;8.5;11.0;13.6;16.7;22.7
153;Totaal;A Landbouw, bosbouw en visserij;2012;105.4;9.2;12.9;16.9;21.6;27.0;37.5;70.9;5.4;7.7;10.1;12.6;15.5;21.6
154;Totaal;A Landbouw, bosbouw en visserij;2013;104.8;8.9;12.5;16.6;21.1;26.5;37.5;72.1;5.8;8.1;10.5;13.1;16.0;22.4
155;Totaal;A Landbouw, bosbouw en visserij;2014;104.4;9.1;13.1;17.3;21.6;27.3;38.3;71.8;6.0;8.4;11.0;13.5;16.5;22.9
156;Totaal;A Landbouw, bosbouw en visserij;2015;101.7;8.5;12.2;16.4;20.5;25.9;36.9;70.0;5.8;8.2;10.7;13.1;16.1;22.4
157;Totaal;A Landbouw, bosbouw en visserij;2016;104.1;8.7;12.4;17.1;21.6;27.0;38.7;72.0;5.9;8.3;11.2;13.9;17.0;23.7
158;Totaal;A Landbouw, bosbouw en visserij;2017;106.0;8.7;12.9;19.2;24.2;30.1;41.1;74.1;5.9;8.6;12.2;15.2;18.7;25.3
159;Totaal;A Landbouw, bosbouw en visserij;2018;108.1;8.3;12.8;19.3;24.3;30.1;40.9;76.6;5.6;8.4;12.0;15.1;18.5;25.4
160;Totaal;A Landbouw, bosbouw en visserij;2019;110.2;7.8;12.7;19.6;24.7;30.6;41.8;78.8;5.2;8.4;12.3;15.6;19.1;26.3
