ID;Geslacht;Persoonskenmerken;MboSectoren;MaatschappelijkePositie1JaarEerder;Perioden;InstromersTotaal_1;Entreeopleiding_2;Niveau2_3;Niveau3_4;Niveau4_5;BeroepsopleidendeLeerwegBol_6;BeroepsbegeleidendeLeerwegBbl_7;BolEntreeopleiding_8;BolNiveau2_9;BolNiveau3_10;BolNiveau4_11;BblEntreeopleiding_12;BblNiveau2_13;BblNiveau3_14;BblNiveau4_15
10;Totaal mannen en vrouwen;Totaal;Totaal;Totaal instromers;2019/'20;131316.0;12995.0;25950.0;21787.0;70584.0;107072.0;24244.0;10022.0;17122.0;13965.0;65963.0;2973.0;8828.0;7822.0;4621.0
11;Totaal mannen en vrouwen;Totaal;Totaal;Totaal instromers;2020/'21;127648.0;11062.0;24891.0;21048.0;70647.0;105236.0;22412.0;8566.0;16814.0;13521.0;66335.0;2496.0;8077.0;7527.0;4312.0
12;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsvolgend;2009/'10;104905.0;6281.0;31986.0;21157.0;45481.0;91085.0;13820.0;4975.0;22256.0;19054.0;44800.0;1306.0;9730.0;2103.0;681.0
13;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsvolgend;2010/'11;103815.0;6215.0;30268.0;21405.0;45927.0;91127.0;12688.0;4968.0;21383.0;19527.0;45249.0;1247.0;8885.0;1878.0;678.0
14;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsvolgend;2011/'12;101504.0;6258.0;28499.0;20879.0;45868.0;89222.0;12282.0;5127.0;19771.0;19156.0;45168.0;1131.0;8728.0;1723.0;700.0
15;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsvolgend;2012/'13;101365.0;6207.0;27321.0;20341.0;47496.0;90939.0;10426.0;5385.0;20068.0;18641.0;46845.0;822.0;7253.0;1700.0;651.0
16;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsvolgend;2013/'14;103154.0;5841.0;26939.0;19265.0;51109.0;94797.0;8357.0;5222.0;21135.0;17896.0;50544.0;619.0;5804.0;1369.0;565.0
17;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsvolgend;2014/'15;104079.0;5030.0;25483.0;18608.0;54958.0;95937.0;8142.0;4489.0;20122.0;16832.0;54494.0;541.0;5361.0;1776.0;464.0
18;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsvolgend;2015/'16;105571.0;5142.0;25015.0;19636.0;55778.0;96989.0;8582.0;4600.0;19721.0;17415.0;55253.0;542.0;5294.0;2221.0;525.0
19;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsvolgend;2016/'17;111380.0;6704.0;24637.0;20315.0;59724.0;101686.0;9694.0;5859.0;19384.0;17260.0;59183.0;845.0;5253.0;3055.0;541.0
20;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsvolgend;2017/'18;113304.0;7934.0;24499.0;19556.0;61315.0;103115.0;10189.0;6909.0;19228.0;16311.0;60667.0;1025.0;5271.0;3245.0;648.0
21;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsvolgend;2018/'19;112899.0;8287.0;23221.0;17661.0;63730.0;101707.0;11192.0;6980.0;17688.0;14129.0;62910.0;1307.0;5533.0;3532.0;820.0
22;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsvolgend;2019/'20;111418.0;8183.0;21780.0;17090.0;64365.0;100018.0;11400.0;6864.0;16301.0;13407.0;63446.0;1319.0;5479.0;3683.0;919.0
23;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsvolgend;2020/'21;109693.0;6934.0;21342.0;16735.0;64682.0;98655.0;11038.0;5845.0;16040.0;13021.0;63749.0;1089.0;5302.0;3714.0;933.0
24;Totaal mannen en vrouwen;Totaal;Totaal;Voortgezet speciaal onderwijs;2009/'10;;;;;;;;;;;;;;;
25;Totaal mannen en vrouwen;Totaal;Totaal;Voortgezet speciaal onderwijs;2010/'11;;;;;;;;;;;;;;;
26;Totaal mannen en vrouwen;Totaal;Totaal;Voortgezet speciaal onderwijs;2011/'12;;;;;;;;;;;;;;;
27;Totaal mannen en vrouwen;Totaal;Totaal;Voortgezet speciaal onderwijs;2012/'13;;;;;;;;;;;;;;;
28;Totaal mannen en vrouwen;Totaal;Totaal;Voortgezet speciaal onderwijs;2013/'14;;;;;;;;;;;;;;;
29;Totaal mannen en vrouwen;Totaal;Totaal;Voortgezet speciaal onderwijs;2014/'15;;;;;;;;;;;;;;;
30;Totaal mannen en vrouwen;Totaal;Totaal;Voortgezet speciaal onderwijs;2015/'16;;;;;;;;;;;;;;;
31;Totaal mannen en vrouwen;Totaal;Totaal;Voortgezet speciaal onderwijs;2016/'17;3102.0;1033.0;881.0;392.0;796.0;2663.0;439.0;830.0;699.0;346.0;788.0;203.0;182.0;46.0;8.0
32;Totaal mannen en vrouwen;Totaal;Totaal;Voortgezet speciaal onderwijs;2017/'18;3242.0;1133.0;917.0;419.0;773.0;2715.0;527.0;884.0;693.0;368.0;770.0;249.0;224.0;51.0;3.0
33;Totaal mannen en vrouwen;Totaal;Totaal;Voortgezet speciaal onderwijs;2018/'19;3230.0;1188.0;844.0;367.0;831.0;2648.0;582.0;891.0;621.0;312.0;824.0;297.0;223.0;55.0;7.0
34;Totaal mannen en vrouwen;Totaal;Totaal;Voortgezet speciaal onderwijs;2019/'20;3060.0;1147.0;740.0;346.0;827.0;2517.0;543.0;875.0;548.0;282.0;812.0;272.0;192.0;64.0;15.0
35;Totaal mannen en vrouwen;Totaal;Totaal;Voortgezet speciaal onderwijs;2020/'21;3305.0;1155.0;782.0;421.0;947.0;2781.0;524.0;884.0;603.0;362.0;932.0;271.0;179.0;59.0;15.0
36;Totaal mannen en vrouwen;Totaal;Totaal;Praktijkonderwijs;2009/'10;2391.0;1851.0;537.0;2.0;1.0;1572.0;819.0;1300.0;270.0;1.0;1.0;551.0;267.0;1.0;0.0
37;Totaal mannen en vrouwen;Totaal;Totaal;Praktijkonderwijs;2010/'11;2146.0;1713.0;429.0;2.0;2.0;1409.0;737.0;1194.0;211.0;2.0;2.0;519.0;218.0;0.0;0.0
38;Totaal mannen en vrouwen;Totaal;Totaal;Praktijkonderwijs;2011/'12;1741.0;1407.0;327.0;6.0;1.0;1216.0;525.0;1045.0;165.0;5.0;1.0;362.0;162.0;1.0;0.0
39;Totaal mannen en vrouwen;Totaal;Totaal;Praktijkonderwijs;2012/'13;1607.0;1346.0;259.0;2.0;0.0;1162.0;445.0;1030.0;130.0;2.0;0.0;316.0;129.0;0.0;0.0
40;Totaal mannen en vrouwen;Totaal;Totaal;Praktijkonderwijs;2013/'14;1465.0;1241.0;223.0;0.0;1.0;1105.0;360.0;973.0;131.0;0.0;1.0;268.0;92.0;0.0;0.0
41;Totaal mannen en vrouwen;Totaal;Totaal;Praktijkonderwijs;2014/'15;1431.0;1271.0;160.0;0.0;0.0;1064.0;367.0;973.0;91.0;0.0;0.0;298.0;69.0;0.0;0.0
42;Totaal mannen en vrouwen;Totaal;Totaal;Praktijkonderwijs;2015/'16;1654.0;1524.0;130.0;0.0;0.0;1311.0;343.0;1257.0;54.0;0.0;0.0;267.0;76.0;0.0;0.0
43;Totaal mannen en vrouwen;Totaal;Totaal;Praktijkonderwijs;2016/'17;1942.0;1742.0;197.0;2.0;1.0;1476.0;466.0;1376.0;98.0;1.0;1.0;366.0;99.0;1.0;0.0
44;Totaal mannen en vrouwen;Totaal;Totaal;Praktijkonderwijs;2017/'18;2073.0;1869.0;202.0;1.0;1.0;1596.0;477.0;1469.0;125.0;1.0;1.0;400.0;77.0;0.0;0.0
45;Totaal mannen en vrouwen;Totaal;Totaal;Praktijkonderwijs;2018/'19;2271.0;1961.0;306.0;1.0;3.0;1701.0;570.0;1531.0;167.0;0.0;3.0;430.0;139.0;1.0;0.0
46;Totaal mannen en vrouwen;Totaal;Totaal;Praktijkonderwijs;2019/'20;2245.0;1892.0;349.0;4.0;0.0;1697.0;548.0;1477.0;216.0;4.0;0.0;415.0;133.0;0.0;0.0
47;Totaal mannen en vrouwen;Totaal;Totaal;Praktijkonderwijs;2020/'21;2064.0;1703.0;353.0;6.0;2.0;1557.0;507.0;1325.0;227.0;3.0;2.0;378.0;126.0;3.0;0.0
48;Totaal mannen en vrouwen;Totaal;Totaal;Brugklassen 1, 2 en 3 (ongedeeld);2009/'10;1171.0;764.0;320.0;24.0;63.0;1077.0;94.0;723.0;270.0;22.0;62.0;41.0;50.0;2.0;1.0
49;Totaal mannen en vrouwen;Totaal;Totaal;Brugklassen 1, 2 en 3 (ongedeeld);2010/'11;1272.0;844.0;309.0;43.0;76.0;1204.0;68.0;811.0;276.0;41.0;76.0;33.0;33.0;2.0;0.0
50;Totaal mannen en vrouwen;Totaal;Totaal;Brugklassen 1, 2 en 3 (ongedeeld);2011/'12;1579.0;1074.0;350.0;49.0;106.0;1496.0;83.0;1037.0;308.0;45.0;106.0;37.0;42.0;4.0;0.0
51;Totaal mannen en vrouwen;Totaal;Totaal;Brugklassen 1, 2 en 3 (ongedeeld);2012/'13;1722.0;1268.0;276.0;48.0;130.0;1640.0;82.0;1229.0;238.0;45.0;128.0;39.0;38.0;3.0;2.0
52;Totaal mannen en vrouwen;Totaal;Totaal;Brugklassen 1, 2 en 3 (ongedeeld);2013/'14;1512.0;1149.0;224.0;36.0;103.0;1454.0;58.0;1116.0;202.0;33.0;103.0;33.0;22.0;3.0;0.0
53;Totaal mannen en vrouwen;Totaal;Totaal;Brugklassen 1, 2 en 3 (ongedeeld);2014/'15;1353.0;1077.0;156.0;38.0;82.0;1311.0;42.0;1051.0;141.0;37.0;82.0;26.0;15.0;1.0;0.0
54;Totaal mannen en vrouwen;Totaal;Totaal;Brugklassen 1, 2 en 3 (ongedeeld);2015/'16;1370.0;1117.0;134.0;42.0;77.0;1334.0;36.0;1096.0;125.0;38.0;75.0;21.0;9.0;4.0;2.0
55;Totaal mannen en vrouwen;Totaal;Totaal;Brugklassen 1, 2 en 3 (ongedeeld);2016/'17;1681.0;1401.0;157.0;29.0;94.0;1645.0;36.0;1378.0;146.0;27.0;94.0;23.0;11.0;2.0;0.0
56;Totaal mannen en vrouwen;Totaal;Totaal;Brugklassen 1, 2 en 3 (ongedeeld);2017/'18;2769.0;2289.0;314.0;57.0;109.0;2701.0;68.0;2247.0;290.0;56.0;108.0;42.0;24.0;1.0;1.0
57;Totaal mannen en vrouwen;Totaal;Totaal;Brugklassen 1, 2 en 3 (ongedeeld);2018/'19;3130.0;2390.0;476.0;94.0;170.0;3028.0;102.0;2325.0;450.0;89.0;164.0;65.0;26.0;5.0;6.0
58;Totaal mannen en vrouwen;Totaal;Totaal;Brugklassen 1, 2 en 3 (ongedeeld);2019/'20;2881.0;2233.0;453.0;89.0;106.0;2781.0;100.0;2166.0;423.0;86.0;106.0;67.0;30.0;3.0;0.0
59;Totaal mannen en vrouwen;Totaal;Totaal;Brugklassen 1, 2 en 3 (ongedeeld);2020/'21;2550.0;1927.0;388.0;74.0;161.0;2460.0;90.0;1881.0;353.0;68.0;158.0;46.0;35.0;6.0;3.0
60;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 totaal;2009/'10;51011.0;2935.0;26615.0;10839.0;10622.0;41729.0;9282.0;2403.0;18875.0;9894.0;10557.0;532.0;7740.0;945.0;65.0
61;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 totaal;2010/'11;49592.0;2842.0;25555.0;11163.0;10032.0;41023.0;8569.0;2374.0;18410.0;10264.0;9975.0;468.0;7145.0;899.0;57.0
62;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 totaal;2011/'12;46821.0;2999.0;23871.0;10908.0;9043.0;38474.0;8347.0;2469.0;16912.0;10092.0;9001.0;530.0;6959.0;816.0;42.0
63;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 totaal;2012/'13;45470.0;2736.0;22912.0;11149.0;8673.0;38590.0;6880.0;2417.0;17187.0;10351.0;8635.0;319.0;5725.0;798.0;38.0
64;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 totaal;2013/'14;45248.0;2757.0;22796.0;11014.0;8681.0;39683.0;5565.0;2516.0;18165.0;10357.0;8645.0;241.0;4631.0;657.0;36.0
65;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 totaal;2014/'15;45667.0;2070.0;22401.0;11902.0;9294.0;40095.0;5572.0;1910.0;17999.0;10922.0;9264.0;160.0;4402.0;980.0;30.0
66;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 totaal;2015/'16;46893.0;1936.0;22231.0;12978.0;9748.0;40963.0;5930.0;1752.0;17825.0;11674.0;9712.0;184.0;4406.0;1304.0;36.0
67;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 totaal;2016/'17;48427.0;2020.0;21434.0;14064.0;10909.0;41956.0;6471.0;1812.0;17104.0;12182.0;10858.0;208.0;4330.0;1882.0;51.0
68;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 totaal;2017/'18;48926.0;2002.0;21151.0;13518.0;12255.0;42318.0;6608.0;1739.0;16866.0;11533.0;12180.0;263.0;4285.0;1985.0;75.0
69;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 totaal;2018/'19;47599.0;2088.0;19722.0;11835.0;13954.0;40678.0;6921.0;1702.0;15305.0;9817.0;13854.0;386.0;4417.0;2018.0;100.0
70;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 totaal;2019/'20;45659.0;2133.0;18357.0;11074.0;14095.0;38656.0;7003.0;1700.0;13973.0;8997.0;13986.0;433.0;4384.0;2077.0;109.0
71;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 totaal;2020/'21;44512.0;1579.0;17952.0;10531.0;14450.0;37820.0;6692.0;1285.0;13749.0;8478.0;14308.0;294.0;4203.0;2053.0;142.0
72;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 techniek;2009/'10;14451.0;1147.0;9089.0;1431.0;2784.0;9105.0;5346.0;829.0;4380.0;1126.0;2770.0;318.0;4709.0;305.0;14.0
73;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 techniek;2010/'11;14342.0;1072.0;8843.0;1639.0;2788.0;9249.0;5093.0;780.0;4360.0;1346.0;2763.0;292.0;4483.0;293.0;25.0
74;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 techniek;2011/'12;12959.0;1059.0;7978.0;1552.0;2370.0;8023.0;4936.0;755.0;3619.0;1280.0;2369.0;304.0;4359.0;272.0;1.0
75;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 techniek;2012/'13;12155.0;824.0;7402.0;1579.0;2350.0;8356.0;3799.0;680.0;4003.0;1337.0;2336.0;144.0;3399.0;242.0;14.0
76;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 techniek;2013/'14;11384.0;762.0;6881.0;1597.0;2144.0;8487.0;2897.0;666.0;4296.0;1389.0;2136.0;96.0;2585.0;208.0;8.0
77;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 techniek;2014/'15;10976.0;578.0;6371.0;2025.0;2002.0;8001.0;2975.0;504.0;3871.0;1628.0;1998.0;74.0;2500.0;397.0;4.0
78;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 techniek;2015/'16;10600.0;516.0;5924.0;2257.0;1903.0;7466.0;3134.0;443.0;3478.0;1647.0;1898.0;73.0;2446.0;610.0;5.0
79;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 techniek;2016/'17;11741.0;534.0;5830.0;3188.0;2189.0;8203.0;3538.0;440.0;3431.0;2156.0;2176.0;94.0;2399.0;1032.0;13.0
80;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 techniek;2017/'18;11049.0;484.0;5436.0;3021.0;2108.0;7413.0;3636.0;366.0;3058.0;1903.0;2086.0;118.0;2378.0;1118.0;22.0
81;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 techniek;2018/'19;10708.0;571.0;5101.0;2850.0;2186.0;7040.0;3668.0;405.0;2751.0;1726.0;2158.0;166.0;2350.0;1124.0;28.0
82;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 techniek;2019/'20;10127.0;466.0;4740.0;2749.0;2172.0;6540.0;3587.0;314.0;2466.0;1606.0;2154.0;152.0;2274.0;1143.0;18.0
83;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 techniek;2020/'21;10091.0;373.0;4768.0;2773.0;2177.0;6490.0;3601.0;263.0;2446.0;1637.0;2144.0;110.0;2322.0;1136.0;33.0
84;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 landbouw;2009/'10;6902.0;334.0;3831.0;1713.0;1024.0;5585.0;1317.0;256.0;2792.0;1523.0;1014.0;78.0;1039.0;190.0;10.0
85;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 landbouw;2010/'11;6585.0;324.0;3599.0;1745.0;917.0;5396.0;1189.0;259.0;2676.0;1550.0;911.0;65.0;923.0;195.0;6.0
86;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 landbouw;2011/'12;6019.0;329.0;3331.0;1600.0;759.0;4872.0;1147.0;253.0;2453.0;1420.0;746.0;76.0;878.0;180.0;13.0
87;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 landbouw;2012/'13;5751.0;285.0;3222.0;1562.0;682.0;4769.0;982.0;230.0;2452.0;1408.0;679.0;55.0;770.0;154.0;3.0
88;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 landbouw;2013/'14;5599.0;283.0;3158.0;1549.0;609.0;4778.0;821.0;235.0;2535.0;1402.0;606.0;48.0;623.0;147.0;3.0
89;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 landbouw;2014/'15;5594.0;183.0;3189.0;1554.0;668.0;4845.0;749.0;157.0;2614.0;1409.0;665.0;26.0;575.0;145.0;3.0
90;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 landbouw;2015/'16;5673.0;153.0;3088.0;1754.0;678.0;4906.0;767.0;131.0;2524.0;1576.0;675.0;22.0;564.0;178.0;3.0
91;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 landbouw;2016/'17;6040.0;199.0;3035.0;1938.0;868.0;5189.0;851.0;163.0;2416.0;1745.0;865.0;36.0;619.0;193.0;3.0
92;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 landbouw;2017/'18;6264.0;203.0;3147.0;1915.0;999.0;5423.0;841.0;161.0;2548.0;1723.0;991.0;42.0;599.0;192.0;8.0
93;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 landbouw;2018/'19;6166.0;214.0;3014.0;1676.0;1262.0;5231.0;935.0;159.0;2352.0;1465.0;1255.0;55.0;662.0;211.0;7.0
94;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 landbouw;2019/'20;5963.0;236.0;2765.0;1623.0;1339.0;5021.0;942.0;171.0;2126.0;1399.0;1325.0;65.0;639.0;224.0;14.0
95;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 landbouw;2020/'21;5744.0;153.0;2644.0;1622.0;1325.0;4827.0;917.0;111.0;2034.0;1365.0;1317.0;42.0;610.0;257.0;8.0
96;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 economie;2009/'10;12978.0;712.0;5765.0;3024.0;3477.0;11764.0;1214.0;634.0;4856.0;2818.0;3456.0;78.0;909.0;206.0;21.0
97;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 economie;2010/'11;12365.0;711.0;5455.0;2890.0;3309.0;11294.0;1071.0;652.0;4646.0;2705.0;3291.0;59.0;809.0;185.0;18.0
98;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 economie;2011/'12;12492.0;819.0;5530.0;3050.0;3093.0;11404.0;1088.0;735.0;4723.0;2867.0;3079.0;84.0;807.0;183.0;14.0
99;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 economie;2012/'13;12493.0;784.0;5492.0;3230.0;2987.0;11489.0;1004.0;719.0;4771.0;3024.0;2975.0;65.0;721.0;206.0;12.0
100;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 economie;2013/'14;13182.0;836.0;5791.0;3395.0;3160.0;12235.0;947.0;784.0;5088.0;3220.0;3143.0;52.0;703.0;175.0;17.0
101;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 economie;2014/'15;13706.0;665.0;5961.0;3574.0;3506.0;12794.0;912.0;636.0;5305.0;3361.0;3492.0;29.0;656.0;213.0;14.0
102;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 economie;2015/'16;8821.0;446.0;3685.0;2280.0;2410.0;8205.0;616.0;416.0;3266.0;2121.0;2402.0;30.0;419.0;159.0;8.0
103;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 economie;2016/'17;15260.0;653.0;6185.0;4083.0;4339.0;14205.0;1055.0;613.0;5515.0;3757.0;4320.0;40.0;670.0;326.0;19.0
104;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 economie;2017/'18;8879.0;389.0;3351.0;2169.0;2970.0;8184.0;695.0;353.0;2923.0;1952.0;2956.0;36.0;428.0;217.0;14.0
105;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 economie;2018/'19;8800.0;408.0;3147.0;1851.0;3394.0;8093.0;707.0;360.0;2728.0;1632.0;3373.0;48.0;419.0;219.0;21.0
106;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 economie;2019/'20;8655.0;476.0;3032.0;1799.0;3348.0;7806.0;849.0;397.0;2551.0;1535.0;3323.0;79.0;481.0;264.0;25.0
107;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 economie;2020/'21;7851.0;294.0;2787.0;1516.0;3254.0;7171.0;680.0;245.0;2392.0;1319.0;3215.0;49.0;395.0;197.0;39.0
108;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 zorg en welzijn;2009/'10;14952.0;643.0;7214.0;4183.0;2912.0;13667.0;1285.0;597.0;6225.0;3952.0;2893.0;46.0;989.0;231.0;19.0
109;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 zorg en welzijn;2010/'11;14181.0;627.0;6741.0;4204.0;2609.0;13097.0;1084.0;588.0;5900.0;4006.0;2603.0;39.0;841.0;198.0;6.0
110;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 zorg en welzijn;2011/'12;12795.0;651.0;5919.0;3906.0;2319.0;11842.0;953.0;608.0;5178.0;3748.0;2308.0;43.0;741.0;158.0;11.0
111;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 zorg en welzijn;2012/'13;12370.0;687.0;5581.0;3965.0;2137.0;11469.0;901.0;645.0;4909.0;3787.0;2128.0;42.0;672.0;178.0;9.0
112;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 zorg en welzijn;2013/'14;12208.0;672.0;5581.0;3734.0;2221.0;11515.0;693.0;641.0;5034.0;3625.0;2215.0;31.0;547.0;109.0;6.0
113;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 zorg en welzijn;2014/'15;11880.0;492.0;5186.0;3817.0;2385.0;11270.0;610.0;469.0;4774.0;3651.0;2376.0;23.0;412.0;166.0;9.0
114;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 zorg en welzijn;2015/'16;11917.0;417.0;5148.0;3948.0;2404.0;11272.0;645.0;389.0;4710.0;3786.0;2387.0;28.0;438.0;162.0;17.0
115;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 zorg en welzijn;2016/'17;11426.0;481.0;4669.0;3682.0;2594.0;10792.0;634.0;461.0;4283.0;3467.0;2581.0;20.0;386.0;215.0;13.0
116;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 zorg en welzijn;2017/'18;11303.0;485.0;4494.0;3320.0;3004.0;10727.0;576.0;460.0;4169.0;3107.0;2991.0;25.0;325.0;213.0;13.0
117;Totaal mannen en vrouwen;Totaal;Totaal;Vmbo-b/k 3-4 zorg en welzijn;2018/'19;11207.0;473.0;4229.0;2950.0;3555.0;10592.0;615.0;432.0;3873.0;2752.0;3535.0;41.0;356.0;198.0;20.0
