ID;Geslacht;Persoonskenmerken;Perioden;WerkzameBeroepsbevolking_1;KorterDan1Jaar_2;KorterDanEenHalfJaar_3;k_6Tot12Maanden_4;LangerDan1Jaar_5;k_1Tot5Jaar_6;k_1Tot2Jaar_7;k_2Tot5Jaar_8;k_5Tot10Jaar_9;k_10Tot20Jaar_10;k_20JaarOfLanger_11;LangerDan1JaarExacteDuurOnbekend_12;Onbekend_13;GemiddeldeAncienniteit_14
11;Totaal mannen en vrouwen;Totaal personen;2013 2e kwartaal;8273;1148;615;533;7114;2335;788;1547;1567;1729;1380;103;11;10.0
12;Totaal mannen en vrouwen;Totaal personen;2013 3e kwartaal;8280;1157;655;501;7113;2278;748;1529;1555;1781;1400;100;11;10.0
13;Totaal mannen en vrouwen;Totaal personen;2013 4e kwartaal;8254;1117;638;479;7128;2243;726;1518;1643;1763;1379;99;9;10.1
14;Totaal mannen en vrouwen;Totaal personen;2013;8266;1137;628;509;7119;2308;757;1551;1581;1747;1382;101;10;10.0
15;Totaal mannen en vrouwen;Totaal personen;2014 1e kwartaal;8146;1088;610;478;7047;2184;715;1469;1683;1738;1346;96;11;10.2
16;Totaal mannen en vrouwen;Totaal personen;2014 2e kwartaal;8190;1137;632;505;7042;2198;724;1475;1674;1731;1343;96;10;10.1
17;Totaal mannen en vrouwen;Totaal personen;2014 3e kwartaal;8251;1210;703;507;7034;2144;706;1438;1610;1789;1391;99;7;10.1
18;Totaal mannen en vrouwen;Totaal personen;2014 4e kwartaal;8270;1207;696;511;7055;2153;683;1470;1647;1771;1377;107;8;10.2
19;Totaal mannen en vrouwen;Totaal personen;2014;8214;1161;661;500;7045;2170;707;1463;1654;1757;1364;100;9;10.1
20;Totaal mannen en vrouwen;Totaal personen;2015 1e kwartaal;8235;1209;675;534;7015;2153;711;1442;1688;1720;1343;110;11;10.2
21;Totaal mannen en vrouwen;Totaal personen;2015 2e kwartaal;8296;1257;705;552;7029;2153;741;1412;1681;1740;1351;104;10;10.1
22;Totaal mannen en vrouwen;Totaal personen;2015 3e kwartaal;8332;1348;786;562;6973;2103;720;1383;1578;1812;1374;106;10;10.0
23;Totaal mannen en vrouwen;Totaal personen;2015 4e kwartaal;8311;1317;777;541;6983;2089;714;1375;1644;1781;1369;100;11;10.1
24;Totaal mannen en vrouwen;Totaal personen;2015;8294;1283;736;547;7000;2125;721;1403;1648;1763;1359;105;10;10.1
25;Totaal mannen en vrouwen;Totaal personen;2016 1e kwartaal;8287;1304;728;576;6972;2105;771;1334;1679;1736;1345;106;12;10.1
26;Totaal mannen en vrouwen;Totaal personen;2016 2e kwartaal;8386;1372;761;611;7001;2145;807;1337;1645;1749;1352;109;12;10.0
27;Totaal mannen en vrouwen;Totaal personen;2016 3e kwartaal;8461;1441;850;592;7009;2152;782;1370;1518;1832;1398;110;11;10.0
28;Totaal mannen en vrouwen;Totaal personen;2016 4e kwartaal;8478;1433;833;600;7036;2188;803;1386;1562;1798;1385;101;10;10.0
29;Totaal mannen en vrouwen;Totaal personen;2016;8403;1388;793;595;7004;2147;791;1357;1601;1779;1370;107;11;10.0
30;Totaal mannen en vrouwen;Totaal personen;2017 1e kwartaal;8474;1422;774;647;7041;2225;850;1375;1604;1744;1360;108;12;10.0
31;Totaal mannen en vrouwen;Totaal personen;2017 2e kwartaal;8553;1471;803;667;7072;2294;888;1407;1537;1767;1367;107;10;9.9
32;Totaal mannen en vrouwen;Totaal personen;2017 3e kwartaal;8638;1500;862;638;7127;2264;873;1390;1426;1887;1438;111;12;10.0
33;Totaal mannen en vrouwen;Totaal personen;2017 4e kwartaal;8651;1491;864;627;7147;2328;873;1456;1432;1856;1414;117;13;9.9
34;Totaal mannen en vrouwen;Totaal personen;2017;8579;1471;826;645;7097;2278;871;1407;1500;1814;1395;111;12;9.9
35;Totaal mannen en vrouwen;Totaal personen;2018 1e kwartaal;8654;1490;827;664;7153;2345;896;1449;1487;1813;1390;118;11;9.9
36;Totaal mannen en vrouwen;Totaal personen;2018 2e kwartaal;8747;1553;856;698;7183;2409;937;1471;1410;1831;1417;116;11;9.8
37;Totaal mannen en vrouwen;Totaal personen;2018 3e kwartaal;8835;1617;912;706;7207;2445;927;1519;1289;1887;1469;117;10;9.7
38;Totaal mannen en vrouwen;Totaal personen;2018 4e kwartaal;8862;1595;910;685;7255;2511;941;1570;1304;1864;1454;122;11;9.7
39;Totaal mannen en vrouwen;Totaal personen;2018;8774;1564;876;688;7200;2428;925;1502;1373;1849;1433;118;11;9.8
40;Totaal mannen en vrouwen;Totaal personen;2019 1e kwartaal;8866;1559;853;706;7298;2576;1004;1572;1345;1833;1421;124;9;9.7
41;Totaal mannen en vrouwen;Totaal personen;2019 2e kwartaal;8941;1588;842;746;7343;2610;1015;1595;1341;1824;1440;126;10;9.6
42;Totaal mannen en vrouwen;Totaal personen;2019 3e kwartaal;8992;1597;866;731;7384;2644;1006;1638;1251;1860;1502;128;11;9.6
43;Totaal mannen en vrouwen;Totaal personen;2019 4e kwartaal;9012;1541;840;700;7462;2724;1009;1715;1277;1841;1484;135;9;9.7
44;Totaal mannen en vrouwen;Totaal personen;2019;8953;1571;850;721;7372;2639;1008;1630;1304;1839;1462;128;10;9.7
45;Totaal mannen en vrouwen;Totaal personen;2020 1e kwartaal;9014;1516;822;694;7487;2768;1045;1723;1318;1821;1456;125;10;9.7
46;Totaal mannen en vrouwen;Totaal personen;2020 2e kwartaal;8882;1357;673;684;7515;2774;1052;1723;1319;1801;1494;126;11;9.9
47;Totaal mannen en vrouwen;Totaal personen;2020 3e kwartaal;8936;1338;664;674;7585;2824;1038;1786;1218;1790;1623;130;12;9.9
48;Totaal mannen en vrouwen;Totaal personen;2020 4e kwartaal;8974;1348;758;589;7611;2841;983;1859;1283;1768;1590;128;15;9.9
49;Totaal mannen en vrouwen;Totaal personen;2020;8951;1390;729;660;7549;2802;1029;1773;1284;1795;1541;128;12;9.8
50;Totaal mannen en vrouwen;Totaal personen;2021 1e kwartaal;9135;1527;916;611;7330;3205;1117;2088;1212;1630;1283;0;278;8.7
51;Totaal mannen en vrouwen;Totaal personen;2021 2e kwartaal;9207;1657;938;719;7306;3032;1040;1992;1289;1643;1342;0;245;8.7
52;Totaal mannen en vrouwen;Totaal personen;2021 3e kwartaal;9309;1745;1081;664;7319;2847;992;1854;1413;1657;1402;0;245;8.6
53;Totaal mannen en vrouwen;Totaal personen;2021 4e kwartaal;9370;1802;1125;676;7332;2979;974;2005;1356;1627;1371;0;237;8.5
54;Totaal mannen en vrouwen;Totaal personen;2021;9255;1683;1015;668;7322;3015;1031;1985;1317;1639;1349;0;251;8.6
55;Totaal mannen en vrouwen;Totaal personen;2022 1e kwartaal;9412;1924;1121;803;7267;3041;944;2097;1300;1579;1347;0;222;8.5
56;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2011 1e kwartaal;880;271;149;122;609;392;162;230;91;66;55;5;1;4.9
57;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2011 2e kwartaal;890;280;146;134;609;393;170;223;95;63;54;4;0;4.7
58;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2011 3e kwartaal;870;262;149;113;607;377;155;222;92;69;64;5;0;5.1
59;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2011 4e kwartaal;928;290;174;116;638;403;163;240;94;74;62;6;1;5.0
60;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2011;892;276;155;121;616;391;163;229;93;68;59;5;0;4.9
61;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2012 1e kwartaal;920;278;145;133;641;406;167;238;102;68;61;5;0;5.0
62;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2012 2e kwartaal;915;272;140;132;642;404;174;230;104;70;58;5;0;5.0
63;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2012 3e kwartaal;906;272;152;119;634;383;157;226;104;81;60;6;0;5.2
64;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2012 4e kwartaal;961;293;172;122;665;410;166;245;106;79;60;10;2;5.0
65;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2012;925;279;152;127;646;401;166;235;104;75;60;7;1;5.0
66;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2013 1e kwartaal;969;288;150;137;679;423;172;251;104;77;62;13;3;5.0
67;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2013 2e kwartaal;976;290;152;139;682;417;182;235;114;78;62;11;4;5.0
68;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2013 3e kwartaal;949;268;149;119;678;400;169;232;117;87;62;11;4;5.2
69;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2013 4e kwartaal;987;293;172;121;691;418;166;252;117;83;61;11;3;5.0
70;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2013;970;285;156;129;682;414;172;242;113;81;62;12;3;5.1
71;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2014 1e kwartaal;980;286;149;136;690;419;179;240;124;77;58;11;4;5.0
72;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2014 2e kwartaal;972;288;159;129;681;415;174;240;127;79;50;10;4;4.9
73;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2014 3e kwartaal;937;273;154;118;661;384;159;226;120;83;63;11;3;5.3
74;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2014 4e kwartaal;994;315;186;129;677;401;161;240;124;82;59;11;2;5.0
75;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2014;971;290;162;128;677;405;168;236;124;80;58;11;3;5.0
76;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2015 1e kwartaal;1011;332;183;148;675;397;169;228;137;74;55;13;4;4.8
77;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2015 2e kwartaal;1010;328;177;151;680;407;176;231;130;78;52;12;2;4.7
78;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2015 3e kwartaal;946;307;176;131;637;367;155;211;117;86;55;12;2;4.9
79;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2015 4e kwartaal;957;333;192;141;622;366;155;211;112;76;57;12;2;4.8
80;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2015;981;325;182;143;654;384;164;220;124;78;55;12;3;4.8
81;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2016 1e kwartaal;963;335;177;158;624;369;170;198;116;71;58;11;4;4.8
82;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2016 2e kwartaal;958;335;179;156;620;376;181;195;104;68;59;14;3;4.7
83;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2016 3e kwartaal;915;317;192;125;595;344;157;187;102;74;58;16;3;4.8
84;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2016 4e kwartaal;945;339;203;135;603;363;168;194;103;66;59;13;3;4.7
85;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2016;946;331;188;143;611;363;169;194;106;70;59;13;4;4.8
86;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2017 1e kwartaal;963;344;181;163;616;376;183;194;111;63;53;13;3;4.5
87;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2017 2e kwartaal;961;341;181;160;618;389;188;201;101;64;53;12;2;4.5
88;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2017 3e kwartaal;932;326;189;137;602;357;174;184;98;74;59;14;3;4.8
89;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2017 4e kwartaal;963;360;214;146;601;374;173;201;96;72;48;10;2;4.4
90;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2017;955;343;191;151;609;374;179;195;101;68;53;12;3;4.6
91;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2018 1e kwartaal;967;345;193;152;618;387;193;194;101;67;51;13;4;4.5
92;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2018 2e kwartaal;949;340;182;157;606;383;189;194;91;66;52;14;3;4.5
93;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2018 3e kwartaal;899;316;179;137;580;357;164;193;85;68;56;14;3;4.7
94;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2018 4e kwartaal;944;354;213;140;588;371;168;203;79;65;57;15;3;4.5
95;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2018;940;339;192;147;598;374;179;196;89;66;54;14;3;4.6
96;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2019 1e kwartaal;958;351;183;168;604;388;184;204;76;65;60;15;3;4.6
97;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2019 2e kwartaal;962;359;192;167;599;385;186;199;75;67;57;16;4;4.5
98;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2019 3e kwartaal;912;306;176;130;604;379;179;200;81;70;58;15;3;4.7
99;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2019 4e kwartaal;949;331;191;140;615;402;186;217;74;67;54;17;3;4.5
100;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2019;945;337;185;151;605;389;184;205;76;68;57;16;3;4.6
101;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2020 1e kwartaal;954;336;180;155;615;400;195;204;75;69;55;17;3;4.6
102;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2020 2e kwartaal;944;294;137;157;648;416;207;209;84;68;63;17;3;4.9
103;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2020 3e kwartaal;924;284;147;137;635;387;176;210;82;73;76;17;4;5.3
104;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2020 4e kwartaal;1010;319;190;129;687;437;198;239;76;84;75;15;5;5.1
105;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2020;958;308;164;144;646;410;194;216;79;74;67;16;4;5.0
106;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2021 1e kwartaal;877;274;151;123;546;377;174;202;57;66;46;0;57;4.3
107;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2021 2e kwartaal;866;284;144;140;534;366;168;198;63;60;44;0;49;4.1
108;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2021 3e kwartaal;821;289;190;98;491;317;149;167;81;49;44;0;42;4.1
109;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2021 4e kwartaal;882;327;223;104;507;352;152;200;68;44;44;0;49;3.8
110;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2021;862;293;177;116;519;353;161;192;67;55;44;0;49;4.1
111;Totaal mannen en vrouwen;Arbeidsduur: minder dan 12 uur per week;2022 1e kwartaal;886;348;198;150;493;354;149;206;62;40;37;0;45;3.6
112;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2011 1e kwartaal;1579;401;218;182;1178;613;239;374;212;205;139;9;1;6.4
113;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2011 2e kwartaal;1599;416;217;199;1183;622;250;372;211;198;144;8;0;6.3
114;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2011 3e kwartaal;1592;405;234;171;1186;606;229;378;206;211;156;8;0;6.5
115;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2011 4e kwartaal;1636;430;261;170;1205;623;234;389;211;213;150;9;1;6.4
116;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2011;1602;413;233;180;1188;616;238;378;210;207;147;8;1;6.4
117;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2012 1e kwartaal;1625;411;220;191;1213;631;241;390;218;208;148;9;0;6.5
118;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2012 2e kwartaal;1624;411;212;199;1213;632;253;379;219;207;146;9;0;6.4
119;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2012 3e kwartaal;1620;414;235;179;1207;609;236;373;208;231;149;10;0;6.5
120;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2012 4e kwartaal;1651;423;248;175;1227;623;239;384;218;222;147;17;2;6.4
121;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2012;1630;415;229;186;1215;624;242;382;216;217;147;11;1;6.4
122;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2013 1e kwartaal;1665;410;217;194;1251;640;247;393;225;217;148;20;3;6.4
123;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2013 2e kwartaal;1670;416;222;194;1250;632;263;369;228;220;152;18;4;6.5
124;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2013 3e kwartaal;1619;397;227;170;1218;601;244;357;224;229;145;18;4;6.5
125;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2013 4e kwartaal;1665;411;242;170;1250;621;239;383;233;223;152;20;4;6.5
126;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2013;1655;409;227;182;1242;624;248;375;228;222;149;19;4;6.5
127;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2014 1e kwartaal;1616;396;214;182;1215;605;241;364;230;218;144;18;4;6.6
128;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2014 2e kwartaal;1627;412;230;182;1211;607;242;365;230;218;138;18;4;6.5
129;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2014 3e kwartaal;1597;414;242;172;1179;569;226;343;225;219;150;16;4;6.6
130;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2014 4e kwartaal;1653;443;260;183;1207;589;224;365;237;221;145;14;3;6.5
131;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2014;1623;416;237;180;1203;592;233;359;231;219;145;16;4;6.6
132;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2015 1e kwartaal;1667;454;253;202;1208;592;240;352;251;207;139;19;4;6.4
133;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2015 2e kwartaal;1675;470;262;208;1202;593;250;343;246;212;132;19;3;6.2
134;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2015 3e kwartaal;1624;462;270;192;1159;547;227;320;226;229;138;19;3;6.4
135;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2015 4e kwartaal;1623;475;281;194;1146;550;228;323;227;210;139;20;3;6.3
136;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2015;1647;465;267;199;1179;570;236;334;237;215;137;19;3;6.3
137;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2016 1e kwartaal;1613;470;257;213;1139;555;247;308;229;190;144;19;5;6.4
138;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2016 2e kwartaal;1625;485;266;218;1136;573;256;317;216;184;141;21;3;6.2
139;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2016 3e kwartaal;1584;477;293;184;1104;532;229;303;205;192;151;24;3;6.3
140;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2016 4e kwartaal;1608;501;297;204;1104;548;242;306;207;180;148;21;4;6.2
141;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2016;1608;483;278;205;1121;552;244;309;215;187;146;21;4;6.3
142;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2017 1e kwartaal;1617;502;269;233;1112;560;259;301;208;180;144;20;3;6.2
143;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2017 2e kwartaal;1628;502;270;232;1124;587;276;311;198;183;137;19;3;6.1
144;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2017 3e kwartaal;1605;495;286;209;1106;543;254;289;192;201;149;20;3;6.3
145;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2017 4e kwartaal;1622;523;312;211;1096;567;260;307;189;189;134;17;3;6.0
146;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2017;1618;506;284;221;1109;564;262;302;197;188;141;19;3;6.2
147;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2018 1e kwartaal;1619;512;290;222;1103;572;278;294;195;185;131;21;5;6.0
148;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2018 2e kwartaal;1621;519;286;233;1099;571;278;293;187;181;138;22;3;6.0
149;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2018 3e kwartaal;1573;486;279;207;1084;555;255;300;170;191;146;22;4;6.2
150;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2018 4e kwartaal;1618;524;319;205;1090;570;256;313;165;186;145;24;4;6.0
151;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2018;1608;510;293;217;1094;567;267;300;179;186;140;22;4;6.0
152;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2019 1e kwartaal;1629;526;284;242;1099;588;272;316;161;183;144;23;3;6.0
153;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2019 2e kwartaal;1640;533;289;244;1103;598;280;318;154;185;142;23;4;5.9
154;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2019 3e kwartaal;1585;480;273;207;1102;586;269;317;159;188;147;22;3;6.1
155;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2019 4e kwartaal;1622;501;291;210;1118;624;280;344;151;174;143;25;3;5.9
156;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2019;1619;510;284;226;1105;599;275;324;156;183;144;23;3;6.0
157;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2020 1e kwartaal;1632;504;282;221;1125;627;287;341;154;177;141;25;4;6.0
158;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2020 2e kwartaal;1575;431;210;222;1140;646;297;348;155;170;144;25;3;6.1
159;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2020 3e kwartaal;1582;430;226;205;1147;620;272;347;157;175;169;26;5;6.4
160;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2020 4e kwartaal;1634;460;277;183;1169;656;281;375;146;186;160;21;5;6.2
161;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2020;1606;456;249;208;1145;637;284;353;153;177;153;24;4;6.2
162;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2021 1e kwartaal;1598;458;270;187;1053;654;284;370;122;144;132;0;88;5.4
163;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2021 2e kwartaal;1571;468;249;220;1028;626;268;358;136;139;127;0;74;5.2
164;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2021 3e kwartaal;1524;490;331;159;966;559;241;318;155;133;120;0;68;5.1
165;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2021 4e kwartaal;1564;531;350;181;959;596;245;351;127;119;117;0;74;4.9
166;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2021;1564;487;300;187;1001;609;259;349;135;134;124;0;76;5.1
167;Totaal mannen en vrouwen;Arbeidsduur: minder dan 20 uur per week;2022 1e kwartaal;1555;565;322;243;926;597;241;356;119;111;100;0;65;4.6
168;Totaal mannen en vrouwen;Arbeidsduur: deeltijd;2011 1e kwartaal;3892;699;393;305;3191;1292;432;860;681;700;496;22;2;8.4
169;Totaal mannen en vrouwen;Arbeidsduur: deeltijd;2011 2e kwartaal;3900;722;386;336;3177;1284;441;843;672;702;499;20;0;8.3
170;Totaal mannen en vrouwen;Arbeidsduur: deeltijd;2011 3e kwartaal;3904;733;424;309;3170;1263;417;846;614;743;528;22;1;8.4
171;Totaal mannen en vrouwen;Arbeidsduur: deeltijd;2011 4e kwartaal;3955;742;448;295;3213;1280;422;858;641;751;516;25;1;8.4
172;Totaal mannen en vrouwen;Arbeidsduur: deeltijd;2011;3913;724;413;311;3188;1280;428;852;652;724;510;22;1;8.4
173;Totaal mannen en vrouwen;Arbeidsduur: deeltijd;2012 1e kwartaal;3956;710;388;322;3245;1294;435;859;683;744;501;23;1;8.5
174;Totaal mannen en vrouwen;Arbeidsduur: deeltijd;2012 2e kwartaal;3982;718;368;350;3263;1311;458;852;677;753;500;23;1;8.4
175;Totaal mannen en vrouwen;Arbeidsduur: deeltijd;2012 3e kwartaal;4015;730;419;311;3285;1288;439;849;651;802;520;24;0;8.4
176;Totaal mannen en vrouwen;Arbeidsduur: deeltijd;2012 4e kwartaal;4041;728;426;303;3309;1293;425;868;681;773;523;40;4;8.4
177;Totaal mannen en vrouwen;Arbeidsduur: deeltijd;2012;3998;721;400;322;3275;1297;439;857;673;768;511;27;1;8.4
178;Totaal mannen en vrouwen;Arbeidsduur: deeltijd;2013 1e kwartaal;4038;699;369;330;3330;1264;430;834;712;775;529;49;9;8.6
179;Totaal mannen en vrouwen;Arbeidsduur: deeltijd;2013 2e kwartaal;4051;705;371;334;3338;1252;451;801;723;785;531;47;8;8.6
