ID;Populatie;Geslacht;Persoonskenmerken;Marges;Perioden;Verkeersdeelname_1;GebruikVanHetOpenbaarVervoer_2
85;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2019;87.7;14.3
86;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2020;78.2;6.5
87;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2021;81.3;7.0
88;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2022;82.4;10.3
89;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2023;83.9;11.4
90;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 35 tot 50 jaar;Waarde;2018;86.7;7.1
91;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 35 tot 50 jaar;Waarde;2019;86.7;7.5
92;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 35 tot 50 jaar;Waarde;2020;78.7;3.2
93;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 35 tot 50 jaar;Waarde;2021;81.2;3.2
94;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 35 tot 50 jaar;Waarde;2022;82.7;4.8
95;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 35 tot 50 jaar;Waarde;2023;84.6;6.1
96;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 35 tot 50 jaar;Ondergrens 95%-interval;2018;85.8;6.6
97;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 35 tot 50 jaar;Ondergrens 95%-interval;2019;85.8;6.9
98;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 35 tot 50 jaar;Ondergrens 95%-interval;2020;77.9;2.9
99;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 35 tot 50 jaar;Ondergrens 95%-interval;2021;80.4;2.9
100;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 35 tot 50 jaar;Ondergrens 95%-interval;2022;81.8;4.4
101;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 35 tot 50 jaar;Ondergrens 95%-interval;2023;83.7;5.6
102;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 35 tot 50 jaar;Bovengrens 95%-interval;2018;87.5;7.7
103;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 35 tot 50 jaar;Bovengrens 95%-interval;2019;87.6;8.1
104;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 35 tot 50 jaar;Bovengrens 95%-interval;2020;79.5;3.6
105;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 35 tot 50 jaar;Bovengrens 95%-interval;2021;82.0;3.5
106;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 35 tot 50 jaar;Bovengrens 95%-interval;2022;83.6;5.3
107;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 35 tot 50 jaar;Bovengrens 95%-interval;2023;85.4;6.5
108;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 50 tot 65 jaar;Waarde;2018;83.5;6.0
109;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 50 tot 65 jaar;Waarde;2019;82.9;6.0
110;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 50 tot 65 jaar;Waarde;2020;76.8;2.5
111;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 50 tot 65 jaar;Waarde;2021;80.7;2.4
112;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 50 tot 65 jaar;Waarde;2022;81.6;3.8
113;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 50 tot 65 jaar;Waarde;2023;81.7;4.3
114;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 50 tot 65 jaar;Ondergrens 95%-interval;2018;82.6;5.6
115;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 50 tot 65 jaar;Ondergrens 95%-interval;2019;81.9;5.6
116;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 50 tot 65 jaar;Ondergrens 95%-interval;2020;76.0;2.2
117;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 50 tot 65 jaar;Ondergrens 95%-interval;2021;79.9;2.2
118;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 50 tot 65 jaar;Ondergrens 95%-interval;2022;80.7;3.5
119;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 50 tot 65 jaar;Ondergrens 95%-interval;2023;80.8;4.0
120;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 50 tot 65 jaar;Bovengrens 95%-interval;2018;84.3;6.5
121;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 50 tot 65 jaar;Bovengrens 95%-interval;2019;83.8;6.5
122;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 50 tot 65 jaar;Bovengrens 95%-interval;2020;77.6;2.8
123;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 50 tot 65 jaar;Bovengrens 95%-interval;2021;81.5;2.7
124;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 50 tot 65 jaar;Bovengrens 95%-interval;2022;82.4;4.2
125;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 50 tot 65 jaar;Bovengrens 95%-interval;2023;82.5;4.7
126;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Waarde;2018;74.9;4.2
127;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Waarde;2019;73.5;4.2
128;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Waarde;2020;67.8;1.6
129;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Waarde;2021;74.3;1.8
130;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Waarde;2022;76.7;2.2
131;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Waarde;2023;76.8;3.1
132;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Ondergrens 95%-interval;2018;73.5;3.6
133;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Ondergrens 95%-interval;2019;72.1;3.6
134;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Ondergrens 95%-interval;2020;66.6;1.3
135;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Ondergrens 95%-interval;2021;73.2;1.5
136;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Ondergrens 95%-interval;2022;75.5;1.9
137;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Ondergrens 95%-interval;2023;75.7;2.7
138;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Bovengrens 95%-interval;2018;76.2;4.9
139;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Bovengrens 95%-interval;2019;74.8;4.8
140;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Bovengrens 95%-interval;2020;69.0;1.9
141;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Bovengrens 95%-interval;2021;75.4;2.1
142;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Bovengrens 95%-interval;2022;77.8;2.6
143;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Bovengrens 95%-interval;2023;77.9;3.6
144;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 75 jaar of ouder;Waarde;2018;59.8;3.2
145;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 75 jaar of ouder;Waarde;2019;59.4;2.9
146;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 75 jaar of ouder;Waarde;2020;51.6;1.1
147;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 75 jaar of ouder;Waarde;2021;59.7;1.2
148;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 75 jaar of ouder;Waarde;2022;62.6;1.8
149;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 75 jaar of ouder;Waarde;2023;62.5;2.2
150;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 75 jaar of ouder;Ondergrens 95%-interval;2018;58.1;2.6
151;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 75 jaar of ouder;Ondergrens 95%-interval;2019;57.8;2.4
152;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 75 jaar of ouder;Ondergrens 95%-interval;2020;50.2;0.8
153;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 75 jaar of ouder;Ondergrens 95%-interval;2021;58.4;0.9
154;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 75 jaar of ouder;Ondergrens 95%-interval;2022;61.3;1.5
155;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 75 jaar of ouder;Ondergrens 95%-interval;2023;61.2;1.9
156;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 75 jaar of ouder;Bovengrens 95%-interval;2018;61.5;3.9
157;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 75 jaar of ouder;Bovengrens 95%-interval;2019;61.0;3.5
158;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 75 jaar of ouder;Bovengrens 95%-interval;2020;52.9;1.4
159;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 75 jaar of ouder;Bovengrens 95%-interval;2021;61.0;1.5
160;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 75 jaar of ouder;Bovengrens 95%-interval;2022;64.0;2.2
161;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd: 75 jaar of ouder;Bovengrens 95%-interval;2023;63.7;2.6
162;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Waarde;2018;84.5;7.1
163;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Waarde;2019;83.7;7.0
164;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Waarde;2020;77.0;3.2
165;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Waarde;2021;80.5;3.3
166;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Waarde;2022;82.2;4.6
167;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Waarde;2023;;
168;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2018;84.0;6.8
169;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2019;83.2;6.8
170;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2020;76.6;3.0
171;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2021;80.1;3.1
172;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2022;81.8;4.4
173;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2023;;
174;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2018;84.9;7.3
175;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2019;84.2;7.3
176;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2020;77.5;3.3
177;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2021;80.9;3.4
178;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2022;82.7;4.8
179;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2023;;
180;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Migratieachtergrond: westers;Waarde;2018;80.9;11.0
181;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Migratieachtergrond: westers;Waarde;2019;78.5;11.5
182;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Migratieachtergrond: westers;Waarde;2020;67.9;5.1
183;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Migratieachtergrond: westers;Waarde;2021;73.7;4.8
184;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Migratieachtergrond: westers;Waarde;2022;74.5;8.4
185;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Migratieachtergrond: westers;Waarde;2023;;
186;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Migratieachtergrond: westers;Ondergrens 95%-interval;2018;79.5;10.0
187;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Migratieachtergrond: westers;Ondergrens 95%-interval;2019;77.0;10.5
188;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Migratieachtergrond: westers;Ondergrens 95%-interval;2020;66.6;4.5
189;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Migratieachtergrond: westers;Ondergrens 95%-interval;2021;72.4;4.3
190;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Migratieachtergrond: westers;Ondergrens 95%-interval;2022;73.1;7.6
191;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Migratieachtergrond: westers;Ondergrens 95%-interval;2023;;
192;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Migratieachtergrond: westers;Bovengrens 95%-interval;2018;82.3;12.0
193;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Migratieachtergrond: westers;Bovengrens 95%-interval;2019;80.0;12.5
194;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Migratieachtergrond: westers;Bovengrens 95%-interval;2020;69.2;5.7
195;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Migratieachtergrond: westers;Bovengrens 95%-interval;2021;74.9;5.4
196;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Migratieachtergrond: westers;Bovengrens 95%-interval;2022;75.9;9.2
197;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Migratieachtergrond: westers;Bovengrens 95%-interval;2023;;
