ID;Geslacht;GeboortelandOuders;Herkomstland;OnderwijspositieBasisjaar;Sectorkamer;PositieInVolgendStudiejaar;Perioden;StudentenMbo_1
17;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Totaal in onderwijs;2016/'17 naar 2017/'18;359930
18;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Totaal in onderwijs;2017/'18 naar 2018/'19;364450
19;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Totaal in onderwijs;2018/'19 naar 2019/'20;370120
20;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Totaal in onderwijs;2019/'20 naar 2020/'21;382680
21;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Totaal in onderwijs;2020/'21 naar 2021/'22;381970
22;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Totaal in onderwijs;2021/'22 naar 2022/'23;363250
23;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Totaal in onderwijs;2022/'23 naar 2023/'24;345210
24;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);2011/'12 naar 2012/'13;333720
25;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);2012/'13 naar 2013/'14;329760
26;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);2013/'14 naar 2014/'15;325520
27;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);2014/'15 naar 2015/'16;320800
28;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);2015/'16 naar 2016/'17;325140
29;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);2016/'17 naar 2017/'18;326120
30;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);2017/'18 naar 2018/'19;331480
31;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);2018/'19 naar 2019/'20;338000
32;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);2019/'20 naar 2020/'21;347450
33;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);2020/'21 naar 2021/'22;348460
34;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);2021/'22 naar 2022/'23;331730
35;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Totaal mbo (excl. extranei);2022/'23 naar 2023/'24;316780
36;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Entreeopleiding (excl.extranei);2011/'12 naar 2012/'13;5350
37;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Entreeopleiding (excl.extranei);2012/'13 naar 2013/'14;4530
38;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Entreeopleiding (excl.extranei);2013/'14 naar 2014/'15;2720
39;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Entreeopleiding (excl.extranei);2014/'15 naar 2015/'16;2050
40;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Entreeopleiding (excl.extranei);2015/'16 naar 2016/'17;1740
41;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Entreeopleiding (excl.extranei);2016/'17 naar 2017/'18;1830
42;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Entreeopleiding (excl.extranei);2017/'18 naar 2018/'19;2450
43;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Entreeopleiding (excl.extranei);2018/'19 naar 2019/'20;2960
44;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Entreeopleiding (excl.extranei);2019/'20 naar 2020/'21;3500
45;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Entreeopleiding (excl.extranei);2020/'21 naar 2021/'22;3120
46;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Entreeopleiding (excl.extranei);2021/'22 naar 2022/'23;2890
47;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Entreeopleiding (excl.extranei);2022/'23 naar 2023/'24;2960
48;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Niveau 2 (exclusief extranei);2011/'12 naar 2012/'13;64970
49;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Niveau 2 (exclusief extranei);2012/'13 naar 2013/'14;60890
50;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Niveau 2 (exclusief extranei);2013/'14 naar 2014/'15;56380
51;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Niveau 2 (exclusief extranei);2014/'15 naar 2015/'16;50970
52;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Niveau 2 (exclusief extranei);2015/'16 naar 2016/'17;47840
53;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Niveau 2 (exclusief extranei);2016/'17 naar 2017/'18;46690
54;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Niveau 2 (exclusief extranei);2017/'18 naar 2018/'19;47500
55;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Niveau 2 (exclusief extranei);2018/'19 naar 2019/'20;48210
56;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Niveau 2 (exclusief extranei);2019/'20 naar 2020/'21;49920
57;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Niveau 2 (exclusief extranei);2020/'21 naar 2021/'22;49790
58;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Niveau 2 (exclusief extranei);2021/'22 naar 2022/'23;46710
59;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Niveau 2 (exclusief extranei);2022/'23 naar 2023/'24;44760
60;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Niveau 3 (exclusief extranei);2011/'12 naar 2012/'13;99400
61;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Niveau 3 (exclusief extranei);2012/'13 naar 2013/'14;98130
62;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Niveau 3 (exclusief extranei);2013/'14 naar 2014/'15;95120
63;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Niveau 3 (exclusief extranei);2014/'15 naar 2015/'16;92740
64;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Niveau 3 (exclusief extranei);2015/'16 naar 2016/'17;92590
65;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Niveau 3 (exclusief extranei);2016/'17 naar 2017/'18;91530
66;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Niveau 3 (exclusief extranei);2017/'18 naar 2018/'19;89100
67;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Niveau 3 (exclusief extranei);2018/'19 naar 2019/'20;87210
68;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Niveau 3 (exclusief extranei);2019/'20 naar 2020/'21;85960
69;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Niveau 3 (exclusief extranei);2020/'21 naar 2021/'22;83150
70;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Niveau 3 (exclusief extranei);2021/'22 naar 2022/'23;79660
71;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Niveau 3 (exclusief extranei);2022/'23 naar 2023/'24;74740
72;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Niveau 4 (exclusief extranei);2011/'12 naar 2012/'13;164000
73;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Niveau 4 (exclusief extranei);2012/'13 naar 2013/'14;166210
74;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Niveau 4 (exclusief extranei);2013/'14 naar 2014/'15;171290
75;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Niveau 4 (exclusief extranei);2014/'15 naar 2015/'16;175040
76;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Niveau 4 (exclusief extranei);2015/'16 naar 2016/'17;182960
77;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Niveau 4 (exclusief extranei);2016/'17 naar 2017/'18;186070
78;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Niveau 4 (exclusief extranei);2017/'18 naar 2018/'19;192440
79;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Niveau 4 (exclusief extranei);2018/'19 naar 2019/'20;199620
80;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Niveau 4 (exclusief extranei);2019/'20 naar 2020/'21;208070
81;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Niveau 4 (exclusief extranei);2020/'21 naar 2021/'22;212410
82;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Niveau 4 (exclusief extranei);2021/'22 naar 2022/'23;202480
83;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Niveau 4 (exclusief extranei);2022/'23 naar 2023/'24;194330
84;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol totaal;2011/'12 naar 2012/'13;243720
85;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol totaal;2012/'13 naar 2013/'14;249010
86;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol totaal;2013/'14 naar 2014/'15;256450
87;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol totaal;2014/'15 naar 2015/'16;258660
88;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol totaal;2015/'16 naar 2016/'17;261060
89;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol totaal;2016/'17 naar 2017/'18;257860
90;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol totaal;2017/'18 naar 2018/'19;256160
91;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol totaal;2018/'19 naar 2019/'20;255120
92;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol totaal;2019/'20 naar 2020/'21;261550
93;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol totaal;2020/'21 naar 2021/'22;264050
94;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol totaal;2021/'22 naar 2022/'23;243470
95;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol totaal;2022/'23 naar 2023/'24;225800
96;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;2011/'12 naar 2012/'13;2680
97;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;2012/'13 naar 2013/'14;2660
98;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;2013/'14 naar 2014/'15;2160
99;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;2014/'15 naar 2015/'16;1690
100;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;2015/'16 naar 2016/'17;1500
101;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;2016/'17 naar 2017/'18;1580
102;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;2017/'18 naar 2018/'19;2160
103;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;2018/'19 naar 2019/'20;2560
104;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;2019/'20 naar 2020/'21;2960
105;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;2020/'21 naar 2021/'22;2760
106;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;2021/'22 naar 2022/'23;2470
107;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol entreeopleiding;2022/'23 naar 2023/'24;2440
108;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol niveau 2;2011/'12 naar 2012/'13;36800
109;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol niveau 2;2012/'13 naar 2013/'14;38070
110;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol niveau 2;2013/'14 naar 2014/'15;38540
111;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol niveau 2;2014/'15 naar 2015/'16;35740
112;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol niveau 2;2015/'16 naar 2016/'17;33020
113;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol niveau 2;2016/'17 naar 2017/'18;31830
114;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol niveau 2;2017/'18 naar 2018/'19;31650
115;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol niveau 2;2018/'19 naar 2019/'20;31470
116;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol niveau 2;2019/'20 naar 2020/'21;33040
117;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol niveau 2;2020/'21 naar 2021/'22;33320
118;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol niveau 2;2021/'22 naar 2022/'23;29450
119;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol niveau 2;2022/'23 naar 2023/'24;26840
120;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol niveau 3;2011/'12 naar 2012/'13;60760
121;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol niveau 3;2012/'13 naar 2013/'14;61440
122;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol niveau 3;2013/'14 naar 2014/'15;62180
123;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol niveau 3;2014/'15 naar 2015/'16;62860
124;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol niveau 3;2015/'16 naar 2016/'17;61540
125;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol niveau 3;2016/'17 naar 2017/'18;58000
126;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol niveau 3;2017/'18 naar 2018/'19;52760
127;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol niveau 3;2018/'19 naar 2019/'20;47930
128;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol niveau 3;2019/'20 naar 2020/'21;46180
129;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol niveau 3;2020/'21 naar 2021/'22;44510
130;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol niveau 3;2021/'22 naar 2022/'23;40110
131;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol niveau 3;2022/'23 naar 2023/'24;35780
132;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol niveau 4;2011/'12 naar 2012/'13;143480
133;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol niveau 4;2012/'13 naar 2013/'14;146840
134;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol niveau 4;2013/'14 naar 2014/'15;153570
135;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol niveau 4;2014/'15 naar 2015/'16;158380
136;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol niveau 4;2015/'16 naar 2016/'17;165000
137;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol niveau 4;2016/'17 naar 2017/'18;166460
138;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol niveau 4;2017/'18 naar 2018/'19;169590
139;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol niveau 4;2018/'19 naar 2019/'20;173170
140;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol niveau 4;2019/'20 naar 2020/'21;179380
141;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol niveau 4;2020/'21 naar 2021/'22;183460
142;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol niveau 4;2021/'22 naar 2022/'23;171440
143;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bol niveau 4;2022/'23 naar 2023/'24;160730
144;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bbl totaal;2011/'12 naar 2012/'13;90000
145;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bbl totaal;2012/'13 naar 2013/'14;80750
146;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bbl totaal;2013/'14 naar 2014/'15;69070
147;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bbl totaal;2014/'15 naar 2015/'16;62140
148;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bbl totaal;2015/'16 naar 2016/'17;64090
149;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bbl totaal;2016/'17 naar 2017/'18;68260
150;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bbl totaal;2017/'18 naar 2018/'19;75330
151;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bbl totaal;2018/'19 naar 2019/'20;82880
152;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bbl totaal;2019/'20 naar 2020/'21;85900
153;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bbl totaal;2020/'21 naar 2021/'22;84420
154;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bbl totaal;2021/'22 naar 2022/'23;88260
155;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bbl totaal;2022/'23 naar 2023/'24;90980
156;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bbl entreeopleiding;2011/'12 naar 2012/'13;2670
157;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bbl entreeopleiding;2012/'13 naar 2013/'14;1880
158;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bbl entreeopleiding;2013/'14 naar 2014/'15;560
159;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bbl entreeopleiding;2014/'15 naar 2015/'16;360
160;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bbl entreeopleiding;2015/'16 naar 2016/'17;240
161;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bbl entreeopleiding;2016/'17 naar 2017/'18;260
162;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bbl entreeopleiding;2017/'18 naar 2018/'19;290
163;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bbl entreeopleiding;2018/'19 naar 2019/'20;400
164;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bbl entreeopleiding;2019/'20 naar 2020/'21;540
165;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bbl entreeopleiding;2020/'21 naar 2021/'22;360
166;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bbl entreeopleiding;2021/'22 naar 2022/'23;410
167;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bbl entreeopleiding;2022/'23 naar 2023/'24;510
168;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bbl niveau 2;2011/'12 naar 2012/'13;28180
169;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bbl niveau 2;2012/'13 naar 2013/'14;22820
170;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bbl niveau 2;2013/'14 naar 2014/'15;17840
171;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bbl niveau 2;2014/'15 naar 2015/'16;15240
172;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bbl niveau 2;2015/'16 naar 2016/'17;14820
173;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bbl niveau 2;2016/'17 naar 2017/'18;14860
174;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bbl niveau 2;2017/'18 naar 2018/'19;15850
175;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bbl niveau 2;2018/'19 naar 2019/'20;16740
176;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bbl niveau 2;2019/'20 naar 2020/'21;16890
177;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bbl niveau 2;2020/'21 naar 2021/'22;16460
178;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bbl niveau 2;2021/'22 naar 2022/'23;17260
179;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bbl niveau 2;2022/'23 naar 2023/'24;17920
180;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bbl niveau 3;2011/'12 naar 2012/'13;38650
181;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bbl niveau 3;2012/'13 naar 2013/'14;36690
182;Totaal mannen en vrouwen;Totaal;Totaal;Totaal mbo (excl. extranei);Totaal;Bbl niveau 3;2013/'14 naar 2014/'15;32950
