ID;BedrijfstakkenBranchesSBI2008;Perioden;AantalMiddelgrEnGroteOndernemingen_1;TotaalBedrijfsopbrengsten_2;TotaalNettoOmzet_3;OpbrengstenWlz_4;TotaalOpbrengstenZvw_5;OpbrengstenDBCS_6;OpbrengstenOverigeZvwZorg_7;OpbrengstenWmo_8;OpbrengstenJeugdwet_9;TotaalOverigeNettoOmzet_10;OverigeZorgprestaties_11;OverigeDienstverlening_12;TotaalOverigeBedrijfsopbrengsten_13;SubsidiesExclWmoEnJeugdwet_14;NietEerderGenoemdeBedrijfsopbrengsten_15;TotaalBedrijfskosten_16;TotaalArbeidskosten_17;LonenEnSalarissen_18;PensioenlastenEnSocialeLasten_19;HonorariumkostenVrijgevMedSpec_20;AfschrijvingenOpVasteActiva_21;BijzondereWaardeverminderingen_22;TotaalOverigeBedrijfskosten_23;TotaalOverigePersoneelskosten_24;KostenUitzendkrachtenEnOverigeInleen_25;NietEerderGenoemdePersoneelskosten_26;TotaalNietEerderGenoemdeBedrKosten_27;VoedingEnHotelmatigeKosten_28;AlgemeneKosten_29;ClientEnBewonersgebondenKosten_30;OnderhoudsEnEnergiekosten_31;HuurOperationeleLeasingKapGoederen_32;AndereBedrijfskosten_33;Bedrijfsresultaat_34;FinancieleBaten_35;FinancieleLasten_36;FinancieelResultaat_37;BuitengewoneBaten_38;BuitengewoneLasten_39;BuitengewoonResultaat_40;ResultaatVoorBelastingen_41;TotaalActiva_42;ImmaterieleVasteActiva_43;MaterieleVasteActiva_44;TotaalFinancieleVasteActiva_45;Deelnemingen_46;OverigeLanglopendeVorderingen_47;TotaalVoorradenEnOnderhandenWerk_48;Voorraden_49;OnderhandenWerkDBCS_50;TotaalKortlopendeVorderingen_51;VorderingenOpDebiteuren_52;VorderingenUHVBekostiging_53;OverigeKortlopendeVorderingen_54;Effecten_55;LiquideMiddelen_56;TotaalPassiva_57;EigenVermogen_58;Voorzieningen_59;LanglopendeSchulden_60;TotaalKortlopendeSchulden_61;SchuldenAanKredietinstellingen_62;Crediteuren_63;AflossingsverplichtingLanglopLening_64;SchuldenUHVBekostiging_65;OverigeKortlopendeSchulden_66;BoekwaardePer1Januari_67;Investeringen_68;Herwaarderingen_69;Desinvesteringen_70;Afschrijvingen_71;BijzondereWaardeverminderingen_72;TerugnameAfgeschrevenActiva_73;OverigeMutaties_74;BoekwaardePer31December_75;WettelijkBudgetVerslagjaar_76;OpbrengstenTerDekkingWettelijkBudg_77;FinancieringsverschilBudgetOpbrengsten_78;BanenWerknemers_79;ArbeidsjarenWerknemers_80;LonenInclBijzBeloningEnOverw_81;AantalKleineOndernemingen_82;BanenWerknemersKleineOnd_83;ArbeidsjarenWerknemersKleineOnd_84;LonenKleineOndIncBijzEnOverw_85;AantalZelfstandigenKleineOnd_86;WinstZelfstandigenKleineOnd_87
10;86102 Algemene ziekenhuizen;2016;61;17923;16590;422;15530;15386.0;144.0;31.0;1.0;606;387;219;1333;667;665;17360;8091;6556;1535;1979;1128;14;6148;771;404;367;5376;441.0;937.0;3492.0;339;89;79.0;563;13;349;-336;;;;227;16260;189;10564;158;53;105;435;233;202;3190;1651;14.0;1525;5;1720;16260;3930;951;6893;4487;220.0;667;646.0;108.0;2846;10660;1448;5;417;1103;18;10.0;;10564;418.0;411.0;6.0;190650;139750;7478;0.0;;;;;
11;86102 Algemene ziekenhuizen;2017;59;17998;16662;455;15563;15417.0;147.0;29.0;2.0;612;371;241;1336;687;649;17451;8086;6569;1516;2040;1122;6;6197;788;424;364;5409;452.0;947.0;3530.0;328;92;60.0;547;15;328;-313;;;;234;16034;227;10422;161;73;88;496;241;256;3368;1613;14.0;1741;65;1294;16034;4149;912;6638;4335;226.0;708;619.0;114.0;2668;10533;1056;6;64;1089;8;12.0;;10422;447.0;435.0;11.0;190200;139350;7554;0.0;;;;;
12;86102 Algemene ziekenhuizen;2018;59;18653;17305;492;16136;;;29.0;3.0;645;397;248;1348;728;619;18086;8325;6746;1579;2120;1136;13;6492;839;460;379;5653;467.0;959.0;3773.0;322;92;39.0;566;15;279;-264;;;;302;15990;316;10311;140;71;69;568;254;315;3202;1515;6.0;1681;65;1389;15990;4498;866;6524;4102;80.0;727;571.0;82.0;2641;10412;1063;3;54;1090;12;10.0;;10311;467.0;465.0;2.0;191550;140800;7772;0.0;;;;;
13;86102 Algemene ziekenhuizen;2019;57;19398;17980;542;16764;;;31.0;4.0;639;398;241;1418;768;650;18839;8738;7058;1680;2201;1161;1;6738;868;478;390;5870;472.0;1014.0;3924.0;327;92;42.0;559;9;271;-262;;;;298;16198;318;10255;133;74;58;541;280;261;3281;1526;11.0;1744;22;1648;16198;4795;739;6237;4428;48.0;703;644.0;17.0;3016;10242;1166;2;52;1087;7;11.0;;10255;528.0;517.0;10.0;194100;142850;7929;0.0;;;;;
14;86102 Algemene ziekenhuizen;2020;57;20401;18540;599;17261;;;45.0;5.0;631;468;163;1861;1164;697;19817;9399;7552;1847;2245;1177;15;6981;943;490;452;6038;483.0;1064.0;4013.0;351;99;27.0;584;8;258;-250;;;;334;16309;290;10180;143;74;69;572;335;236;3444;1373;13.0;2058;4;1676;16309;5083;669;5833;4725;;722;;16.0;3986;10180;1163;4;61;1101;6;;0.0;10180;576.0;564.0;11.0;195650;144050;8603;0.0;;;;;
15;86102 Algemene ziekenhuizen;2021;57;20953;19329;636;17911;;;57.0;5.0;720;549;171;1624;967;656;20352;9562;7734;1828;2299;1183;10;7299;969;537;433;6329;493.0;1085.0;4267.0;354;100;30.0;601;12;232;-221;;;;380;16765;281;10181;143;75;68;736;333;403;3916;1426;27.0;2464;5;1503;16765;5497;692;5653;4923;;797;;1.0;4125;10189;1243;0;132;1109;7;;-3.0;10181;633.0;607.0;25.0;201300;147750;8805;0.0;;;;;
16;86102 Algemene ziekenhuizen;2022;58;21585;19959;677;18437;;;59.0;5.0;781;556;225;1626;949;677;21102;9867;7927;1940;2358;1198;8;7671;976;576;400;6695;505.0;1178.0;4428.0;389;101;93.0;483;7;195;-188;;;;295;17279;296;10178;166;84;82;788;336;451;4058;1493;;2566;2;1791;17279;5808;765;5394;5312;;828;;;4483;10154;1200;-1;46;1116;3;;-11.0;10178;;;;201950;148300;9182;0.0;;;;;
17;86102 Algemene ziekenhuizen;2023;58;22948;21177;714;19588;;;61.0;5.0;809;544;265;1771;1037;735;22540;10475;8462;2013;2511;1216;11;8328;1080;651;429;7247;533.0;1286.0;4643.0;564;112;111.0;408;46;199;-153;;;;255;17622;288;10276;165;88;77;753;335;418;4100;1513;;2587;2;2039;17622;6088;823;5187;5523;;847;;;4677;10173;1262;1;29;1129;15;;12.0;10276;;;;201900;148700;9583;0.0;;;;;
18;86103 Categorale ziekenhuizen;2015;21;1259;999;11;896;888.0;8.0;8.0;2.0;82;19;63;260;133;126;1195;691;561;130;9;65;4;426;81;47;34;345;31.0;71.0;196.0;27;13;7.0;64;2;17;-16;2.0;0.0;1.0;50;1251;1;691;6;1;5;18;11;7;381;137;3.0;241;5;149;1251;341;50;417;443;48.0;50;29.0;16.0;300;664;97;0;0;65;4;0.0;;691;10.0;10.0;0.0;15250;11450;638;0.0;;;;;
19;86103 Categorale ziekenhuizen;2016;20;1267;1052;11;953;944.0;9.0;7.0;3.0;79;13;66;215;127;88;1228;709;573;136;10;67;2;441;76;44;32;366;30.0;81.0;208.0;25;12;9.0;39;2;16;-14;;;;25;1253;6;732;6;1;5;22;12;10;276;94;1.0;180;4;208;1253;373;55;422;403;8.0;53;32.0;6.0;304;691;108;3;1;67;2;0.0;;732;10.0;10.0;0.0;15200;11450;652;0.0;;;;;
20;86103 Categorale ziekenhuizen;2017;19;1277;1067;7;968;959.0;8.0;5.0;3.0;85;12;73;209;133;76;1245;722;588;133;10;68;-1;447;80;47;33;368;30.0;88.0;210.0;25;11;5.0;31;2;14;-12;;;;19;1293;4;800;4;0;4;35;14;21;243;85;0.0;158;4;203;1293;381;62;438;412;14.0;52;34.0;7.0;304;732;139;0;3;67;-2;3.0;;800;8.0;9.0;-1.0;15300;11400;663;0.0;;;;;
21;86103 Categorale ziekenhuizen;2018;18;1423;1190;3;1103;;;2.0;3.0;79;13;66;232;142;90;1391;769;625;143;10;81;6;525;100;62;38;425;29.0;109.0;247.0;25;11;3.0;32;1;15;-14;;;;18;1348;3;830;4;0;4;52;15;37;250;93;0.0;158;3;206;1348;395;63;463;427;7.0;61;36.0;3.0;320;801;138;2;22;81;8;1.0;;830;2.0;2.0;0.0;15650;11800;702;0.0;;;;;
22;86103 Categorale ziekenhuizen;2019;17;1509;1282;3;1181;;;2.0;1.0;94;10;84;227;148;79;1462;821;665;156;11;79;1;549;98;59;39;450;30.0;108.0;275.0;26;12;-1.0;47;1;17;-16;;;;32;1398;5;863;4;0;4;50;17;34;253;99;0.0;154;10;212;1398;432;28;466;473;0.0;68;38.0;1.0;366;829;117;0;2;80;1;0.0;;863;2.0;2.0;0.0;16200;12250;739;0.0;;;;;
23;86103 Categorale ziekenhuizen;2020;17;1568;1315;3;1212;;;2.0;2.0;95;9;85;254;177;76;1541;886;717;169;12;82;0;561;100;58;42;461;30.0;110.0;282.0;27;11;1.0;28;1;14;-13;;;;15;1393;11;847;5;0;5;45;18;27;288;85;0.0;203;11;186;1393;447;26;410;510;;53;;1.0;456;863;67;0;1;82;0;;0.0;847;1.0;2.0;0.0;16600;12600;823;0.0;;;;;
24;86103 Categorale ziekenhuizen;2021;17;1635;1365;2;1263;;;2.0;2.0;96;18;79;270;171;98;1606;925;748;177;12;86;1;582;90;53;38;491;30.0;119.0;298.0;30;12;2.0;29;1;13;-12;;;;17;1431;16;831;5;0;5;55;20;35;354;106;0.0;248;12;157;1431;472;30;379;551;;64;;0.0;487;848;70;0;1;85;2;;0.0;831;1.0;1.0;0.0;16900;12900;840;0.0;;;;;
25;86103 Categorale ziekenhuizen;2022;17;1690;1412;2;1283;;;2.0;2.0;123;14;109;278;182;96;1666;958;772;186;13;88;1;607;103;58;45;504;33.0;125.0;291.0;37;13;4.0;24;0;11;-11;;;;13;1467;16;825;5;0;5;71;20;52;348;125;;223;15;186;1467;484;31;346;605;;64;;;542;831;82;0;1;86;1;;0.0;825;;;;17300;13250;894;0.0;;;;;
26;86103 Categorale ziekenhuizen;2023;17;1822;1530;3;1389;;;1.0;2.0;135;13;122;292;192;101;1794;1022;825;197;14;89;9;661;116;67;48;545;38.0;138.0;308.0;44;13;3.0;28;4;10;-6;;;;22;1545;22;817;8;0;8;76;20;56;387;124;;263;16;219;1545;502;36;319;689;;71;;;617;826;81;0;1;86;2;;-2.0;817;;;;17300;13200;938;0.0;;;;;
27;86104 GGZ met overnachting;2015;121;5454;5041;763;2405;2367.0;38.0;840.0;526.0;507;466;41;413;237;175;5286;3540;2854;686;0;264;15;1467;344;180;163;1123;210.0;424.0;141.0;162;176;10.0;168;12;86;-74;0.0;0.0;0.0;94;4787;7;2738;46;24;22;312;3;310;1016;471;60.0;485;1;667;4787;1299;315;1850;1323;90.0;113;129.0;94.0;897;2879;166;-5;30;255;15;3.0;;2738;736.0;750.0;-13.0;82100;64300;3333;100.0;150.0;100.0;4.0;50.0;3.0
28;86104 GGZ met overnachting;2016;131;5574;5192;618;2540;2494.0;46.0;890.0;587.0;556;510;47;383;236;147;5470;3695;2985;710;1;252;3;1520;385;210;175;1135;202.0;449.0;129.0;162;179;14.0;104;4;81;-77;;;;27;4756;12;2594;41;20;22;359;3;357;1001;491;39.0;471;0;749;4756;1341;313;1681;1422;100.0;131;130.0;81.0;980;2738;146;-5;35;242;9;-1.0;;2594;633.0;633.0;0.0;82250;64350;3415;100.0;200.0;150.0;6.0;100.0;4.0
29;86104 GGZ met overnachting;2017;137;5666;5242;575;2604;2541.0;63.0;952.0;552.0;558;513;45;425;254;170;5522;3718;3005;713;0;242;11;1551;429;259;170;1122;199.0;454.0;131.0;151;176;11.0;144;7;74;-67;;;;77;4650;20;2447;30;11;19;270;3;267;1139;470;27.0;642;0;744;4650;1385;257;1564;1444;92.0;142;128.0;54.0;1028;2553;165;13;41;234;7;2.0;;2447;563.0;558.0;5.0;81800;63250;3472;150.0;100.0;100.0;3.0;100.0;6.0
30;86104 GGZ met overnachting;2018;139;5882;5450;535;2703;;;989.0;600.0;621;566;54;431;268;163;5804;3910;3154;756;0;225;12;1658;514;312;202;1144;205.0;464.0;129.0;151;184;10.0;77;6;66;-59;;;;18;4507;22;2370;38;15;22;324;3;322;1071;406;9.0;656;0;683;4507;1419;236;1473;1380;32.0;156;128.0;47.0;1017;2489;165;0;44;208;9;24.0;;2370;532.0;532.0;1.0;84300;65200;3637;150.0;150.0;100.0;4.0;150.0;7.0
31;86104 GGZ met overnachting;2019;136;6328;5839;567;2859;;;1031.0;684.0;697;647;50;489;273;216;6131;4133;3315;819;0;228;5;1765;574;361;213;1191;220.0;466.0;145.0;163;185;12.0;197;0;61;-61;;;;136;4479;19;2332;42;13;28;392;4;389;975;373;13.0;588;0;720;4479;1597;212;1308;1362;24.0;153;114.0;19.0;1053;2410;222;0;49;247;1;3.0;;2332;544.0;537.0;8.0;86800;67300;3822;200.0;150.0;100.0;5.0;150.0;7.0
32;86104 GGZ met overnachting;2020;139;6663;6093;597;3006;;;1067.0;681.0;741;699;42;570;427;143;6533;4470;3601;869;0;225;5;1833;596;368;228;1237;221.0;489.0;152.0;164;190;22.0;130;0;48;-48;;;;81;4743;20;2300;29;15;13;444;5;439;1065;317;18.0;730;1;884;4743;1660;217;1234;1631;;133;;16.0;1482;2320;255;1;57;215;5;;1.0;2300;577.0;563.0;13.0;88000;68500;4039;200.0;200.0;150.0;7.0;100.0;7.0
33;86104 GGZ met overnachting;2021;150;7004;6475;1071;3152;;;764.0;699.0;789;754;36;529;363;166;6783;4629;3725;903;0;229;2;1924;635;402;233;1289;232.0;482.0;167.0;170;198;40.0;221;0;46;-46;;;;175;4936;18;2236;30;18;12;5;4;1;1507;385;54.0;1068;3;1137;4936;1835;219;1265;1618;;150;;12.0;1456;2295;197;-2;29;220;5;;1.0;2236;1079.0;1033.0;47.0;90750;70800;4365;250.0;150.0;100.0;5.0;150.0;8.0
34;86104 GGZ met overnachting;2022;147;7326;6796;1230;3282;;;718.0;758.0;809;768;40;529;373;157;7244;4856;3870;985;1;228;5;2154;722;482;240;1432;;;;177;214;;82;2;42;-40;;;;43;5115;30;2253;33;19;14;6;5;1;1816;414;;1402;3;973;5115;1868;223;1222;1801;;192;;;1609;2248;254;0;17;220;2;;-10.0;2253;;;;91400;71150;4506;300.0;250.0;200.0;10.0;200.0;8.0
35;86104 GGZ met overnachting;2023;159;7937;7403;1380;3549;;;759.0;842.0;873;831;42;534;375;159;7781;5092;4063;1029;1;229;2;2457;851;573;277;1606;;;;237;236;;156;12;41;-29;;;;128;5055;31;2275;36;20;15;8;6;1;1376;476;;900;9;1320;5055;2008;215;1125;1707;;200;;;1507;2249;266;0;20;223;-2;;0.0;2275;;;;92600;72150;4751;300.0;200.0;150.0;8.0;;
36;8720+87301 Gehandicaptenzorg;2015;304;8709;8172;6742;248;94.0;154.0;451.0;516.0;215;170;45;537;347;190;8404;5394;4341;1053;0;442;45;2523;540;286;254;1983;475.0;533.0;267.0;326;370;12.0;305;11;103;-93;2.0;1.0;1.0;214;7239;13;4952;64;2;63;20;6;14;590;230;149.0;211;6;1595;7239;2516;562;2499;1663;14.0;213;156.0;30.0;1250;4995;514;-4;94;420;34;4.0;;4952;6539.0;6488.0;51.0;175150;117300;4831;1150.0;1650.0;900.0;31.0;1300.0;53.0
37;8720+87301 Gehandicaptenzorg;2016;357;9157;8573;6901;252;96.0;156.0;494.0;688.0;238;189;49;584;381;203;8908;5678;4563;1115;0;435;31;2764;622;343;279;2143;482.0;584.0;325.0;336;373;42.0;249;7;101;-94;;;;155;7528;8;4987;57;1;55;20;6;14;649;228;76.0;345;7;1801;7528;2690;623;2516;1699;42.0;221;172.0;19.0;1245;5004;509;-2;75;414;34;2.0;;4987;6723.0;6654.0;69.0;177100;119400;5035;1400.0;2200.0;1200.0;44.0;1350.0;62.0
38;8720+87301 Gehandicaptenzorg;2017;393;9455;8891;7061;256;95.0;161.0;527.0;782.0;266;219;47;563;377;186;9146;5844;4701;1144;0;446;16;2840;664;407;257;2176;501.0;624.0;317.0;353;374;6.0;308;5;95;-90;;;;218;7530;12;5033;41;2;39;21;8;13;662;214;108.0;340;7;1754;7530;2921;504;2435;1669;31.0;223;176.0;7.0;1233;4991;604;0;119;428;11;5.0;;5033;6880.0;6780.0;100.0;181950;121250;5349;1500.0;2300.0;1300.0;46.0;1600.0;77.0
39;8720+87301 Gehandicaptenzorg;2018;411;9883;9289;7302;263;;;566.0;875.0;283;227;56;594;394;200;9651;6140;4922;1217;0;426;10;3076;810;526;283;2266;528.0;666.0;333.0;344;389;5.0;232;2;84;-82;;;;150;7684;15;5142;41;2;39;23;9;15;671;198;114.0;359;6;1785;7684;3080;456;2414;1734;38.0;260;155.0;11.0;1270;5039;620;0;89;422;5;2.0;;5142;7135.0;7028.0;106.0;187000;125700;5542;1600.0;2500.0;1450.0;54.0;1650.0;84.0
40;8720+87301 Gehandicaptenzorg;2019;459;10589;9963;7858;272;;;601.0;927.0;305;242;63;626;426;200;10399;6559;5240;1318;0;448;14;3378;955;642;313;2423;558.0;698.0;372.0;366;406;23.0;190;1;81;-80;;;;110;7851;20;5328;38;2;36;22;6;17;674;187;147.0;340;4;1764;7851;3224;361;2313;1954;89.0;251;175.0;8.0;1431;5153;786;-2;149;443;15;1.0;;5328;7679.0;7550.0;129.0;191450;129850;6006;1850.0;2600.0;1500.0;59.0;1800.0;90.0
41;8720+87301 Gehandicaptenzorg;2020;507;11515;10506;8354;292;;;641.0;934.0;286;236;50;1009;787;222;11181;7247;5772;1475;0;468;-1;3468;987;686;301;2481;579.0;690.0;396.0;366;425;24.0;334;1;79;-78;;;;256;8433;19;5433;35;2;33;23;6;17;791;174;241.0;376;4;2128;8433;3509;331;2282;2311;;253;;13.0;2045;5378;691;0;178;461;-5;;-1.0;5433;8169.0;7952.0;218.0;194750;133100;6381;1950.0;2750.0;1550.0;67.0;1900.0;99.0
42;8720+87301 Gehandicaptenzorg;2021;523;11745;11003;8884;332;;;533.0;940.0;313;263;50;743;529;214;11395;7275;5841;1434;0;472;7;3641;1087;776;311;2554;591.0;706.0;408.0;387;437;25.0;350;1;79;-78;;;;272;8556;16;5490;36;3;34;13;5;8;752;162;253.0;338;3;2245;8556;3773;347;2233;2203;;279;;10.0;1915;5434;683;0;154;466;9;;1.0;5490;8692.0;8451.0;241.0;196450;134800;6660;2100.0;3100.0;1850.0;79.0;1900.0;104.0
43;8720+87301 Gehandicaptenzorg;2022;563;12304;11571;9436;336;;;495.0;975.0;329;275;54;732;470;262;12102;7541;6018;1523;0;476;24;4061;1382;1051;331;2679;630.0;716.0;411.0;399;455;68.0;202;12;64;-52;;;;150;8892;17;5594;42;6;37;14;5;9;778;169;;609;23;2423;8892;3969;329;2175;2419;;311;;;2108;5529;679;0;109;483;25;;1.0;5594;;;;195500;134500;6892;2200.0;3150.0;1850.0;82.0;2000.0;106.0
44;8720+87301 Gehandicaptenzorg;2023;586;13180;12395;10067;367;;;511.0;1096.0;354;296;58;785;489;296;13020;7995;6386;1610;0;492;-1;4533;1603;1228;375;2930;691.0;750.0;429.0;496;485;79.0;159;31;61;-30;;;;129;9150;18;5780;32;5;27;14;4;10;871;185;;686;25;2410;9150;4096;361;2075;2618;;351;;;2267;5611;760;1;70;495;0;;-27.0;5780;;;;194250;134100;7255;2150.0;3200.0;1950.0;91.0;;
45;87901 Jeugdzorg met overnachting;2015;59;1389;1112;18;10;8.0;2.0;14.0;1028.0;41;40;1;278;207;71;1367;874;694;180;0;32;4;458;97;49;48;360;44.0;147.0;103.0;29;29;8.0;22;2;9;-8;1.0;1.0;0.0;15;965;1;480;5;1;4;17;0;17;149;71;4.0;75;1;313;965;251;104;326;284;2.0;31;13.0;3.0;234;530;21;0;32;32;5;2.0;;480;18.0;18.0;0.0;19650;15850;790;350.0;250.0;150.0;5.0;350.0;13.0
