ID;Geslacht;HOOPGebieden;Vooropleiding;Perioden;TotaalAantalStudenten_1;Na3Jaar_2;Na4Jaar_3;Na5Jaar_4;Na6Jaar_5;Na7Jaar_6;Na8Jaar_7;Na9Jaar_8;Na3Jaar_9;Na4Jaar_10;Na5Jaar_11;Na6Jaar_12;Na7Jaar_13;Na8Jaar_14;Na9Jaar_15;Na3Jaar_16;Na4Jaar_17;Na5Jaar_18;Na6Jaar_19;Na7Jaar_20;Na8Jaar_21;Na9Jaar_22;Na3Jaar_23;Na4Jaar_24;Na5Jaar_25;Na6Jaar_26;Na7Jaar_27;Na8Jaar_28;Na9Jaar_29;Na1Jaar_30;Na2Jaar_31;Na3Jaar_32;Na4Jaar_33;Na5Jaar_34;Na6Jaar_35;Na7Jaar_36;Na8Jaar_37;Na9Jaar_38;InJaar2_39;InJaar3_40;InJaar4_41;InJaar5_42;InJaar6_43;InJaar7_44;InJaar8_45;InJaar9_46;InJaar10_47;InJaar2_48;InJaar3_49;InJaar4_50;InJaar5_51;InJaar6_52;InJaar7_53;InJaar8_54;InJaar9_55;InJaar10_56;InJaar2_57;InJaar3_58;InJaar4_59;InJaar5_60;InJaar6_61;InJaar7_62;InJaar8_63;InJaar9_64;InJaar10_65
12;Totaal mannen en vrouwen;Totaal alle HOOP-gebieden;HBO-diploma;Cohort 1992;5670;42.0;59.0;64.0;66.0;67.0;68.0;69.0;39.0;55.0;60.0;62.0;63.0;63.0;63.0;2.0;3.0;3.0;3.0;3.0;3.0;3.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;16.0;21.0;26.0;28.0;29.0;30.0;30.0;30.0;30.0;84.0;73.0;32.0;13.0;7.0;4.0;3.0;2.0;2.0;83.0;72.0;31.0;12.0;6.0;4.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
13;Totaal mannen en vrouwen;Totaal alle HOOP-gebieden;HBO-diploma;Cohort 1993;5710;44.0;59.0;64.0;66.0;67.0;68.0;68.0;42.0;56.0;61.0;63.0;64.0;64.0;65.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;18.0;23.0;27.0;28.0;29.0;30.0;30.0;30.0;30.0;82.0;72.0;30.0;13.0;7.0;4.0;3.0;2.0;2.0;81.0;71.0;29.0;12.0;6.0;4.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0
14;Totaal mannen en vrouwen;Totaal alle HOOP-gebieden;HBO-diploma;Cohort 1994;5080;40.0;55.0;61.0;63.0;64.0;65.0;66.0;39.0;54.0;59.0;61.0;62.0;63.0;63.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;19.0;26.0;29.0;31.0;32.0;32.0;32.0;32.0;32.0;81.0;68.0;31.0;14.0;8.0;5.0;3.0;3.0;2.0;80.0;67.0;30.0;13.0;7.0;4.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
15;Totaal mannen en vrouwen;Totaal alle HOOP-gebieden;Andere vooropleiding;Cohort 1990;4200;4.0;10.0;23.0;36.0;45.0;49.0;51.0;3.0;8.0;19.0;30.0;37.0;40.0;41.0;0.0;0.0;1.0;1.0;2.0;3.0;3.0;1.0;2.0;3.0;5.0;6.0;7.0;7.0;19.0;27.0;31.0;34.0;36.0;39.0;40.0;41.0;41.0;80.0;72.0;65.0;56.0;40.0;25.0;15.0;10.0;7.0;76.0;65.0;58.0;49.0;35.0;21.0;13.0;8.0;6.0;4.0;7.0;7.0;7.0;5.0;4.0;2.0;2.0;2.0
16;Totaal mannen en vrouwen;Totaal alle HOOP-gebieden;Andere vooropleiding;Cohort 1991;4710;5.0;11.0;25.0;36.0;43.0;47.0;49.0;3.0;8.0;20.0;29.0;34.0;37.0;38.0;0.0;1.0;1.0;2.0;2.0;3.0;3.0;1.0;3.0;4.0;6.0;7.0;8.0;8.0;22.0;28.0;33.0;36.0;39.0;42.0;43.0;44.0;44.0;78.0;70.0;62.0;52.0;36.0;22.0;14.0;9.0;7.0;73.0;63.0;55.0;46.0;31.0;19.0;12.0;7.0;5.0;5.0;7.0;8.0;6.0;5.0;3.0;3.0;2.0;2.0
17;Totaal mannen en vrouwen;Totaal alle HOOP-gebieden;Andere vooropleiding;Cohort 1992;4660;7.0;14.0;27.0;38.0;45.0;48.0;51.0;5.0;10.0;20.0;29.0;34.0;37.0;39.0;0.0;1.0;1.0;2.0;2.0;2.0;3.0;2.0;4.0;5.0;7.0;8.0;9.0;9.0;20.0;27.0;31.0;35.0;37.0;39.0;41.0;42.0;43.0;80.0;71.0;62.0;51.0;36.0;23.0;14.0;9.0;6.0;72.0;62.0;53.0;43.0;31.0;19.0;12.0;8.0;5.0;7.0;9.0;9.0;7.0;5.0;4.0;3.0;2.0;2.0
18;Totaal mannen en vrouwen;Totaal alle HOOP-gebieden;Andere vooropleiding;Cohort 1993;4630;7.0;14.0;26.0;36.0;43.0;47.0;50.0;5.0;10.0;20.0;28.0;34.0;37.0;38.0;0.0;1.0;1.0;2.0;2.0;2.0;3.0;2.0;3.0;5.0;6.0;7.0;8.0;9.0;22.0;29.0;33.0;36.0;39.0;41.0;42.0;43.0;43.0;78.0;69.0;60.0;50.0;35.0;23.0;15.0;10.0;7.0;71.0;60.0;52.0;43.0;30.0;19.0;12.0;7.0;5.0;7.0;9.0;9.0;7.0;5.0;4.0;3.0;3.0;2.0
19;Totaal mannen en vrouwen;Totaal alle HOOP-gebieden;Andere vooropleiding;Cohort 1994;4630;8.0;14.0;25.0;35.0;41.0;45.0;47.0;5.0;10.0;19.0;26.0;31.0;34.0;36.0;0.0;0.0;1.0;2.0;2.0;3.0;3.0;2.0;4.0;6.0;7.0;8.0;8.0;9.0;28.0;34.0;38.0;41.0;42.0;44.0;45.0;46.0;46.0;72.0;63.0;55.0;45.0;32.0;21.0;14.0;9.0;7.0;65.0;55.0;47.0;39.0;28.0;18.0;12.0;8.0;5.0;7.0;8.0;7.0;6.0;4.0;3.0;2.0;2.0;1.0
20;Totaal mannen en vrouwen;Landbouw;Totaal alle vooropleidingen;Cohort 1990;1320;15.0;20.0;27.0;69.0;81.0;85.0;87.0;14.0;19.0;25.0;63.0;73.0;75.0;76.0;0.0;0.0;1.0;2.0;3.0;4.0;5.0;0.0;0.0;2.0;4.0;5.0;5.0;6.0;4.0;6.0;8.0;8.0;9.0;10.0;11.0;11.0;11.0;96.0;93.0;78.0;72.0;64.0;21.0;8.0;4.0;2.0;93.0;87.0;71.0;65.0;59.0;18.0;6.0;3.0;1.0;3.0;6.0;7.0;7.0;5.0;3.0;2.0;2.0;1.0
21;Totaal mannen en vrouwen;Landbouw;Totaal alle vooropleidingen;Cohort 1991;1130;15.0;22.0;53.0;73.0;79.0;83.0;84.0;15.0;21.0;50.0;67.0;72.0;74.0;75.0;0.0;0.0;1.0;2.0;2.0;3.0;4.0;0.0;0.0;3.0;5.0;5.0;6.0;6.0;5.0;8.0;9.0;11.0;11.0;12.0;13.0;14.0;14.0;95.0;92.0;76.0;67.0;36.0;15.0;7.0;4.0;2.0;92.0;87.0;69.0;61.0;32.0;13.0;6.0;3.0;2.0;3.0;5.0;6.0;6.0;4.0;2.0;1.0;1.0;1.0
22;Totaal mannen en vrouwen;Landbouw;Totaal alle vooropleidingen;Cohort 1992;1020;16.0;22.0;53.0;70.0;77.0;79.0;80.0;15.0;21.0;49.0;62.0;68.0;69.0;70.0;0.0;0.0;1.0;2.0;3.0;3.0;3.0;1.0;1.0;3.0;6.0;6.0;7.0;7.0;6.0;9.0;11.0;13.0;15.0;16.0;17.0;17.0;18.0;94.0;90.0;73.0;65.0;33.0;14.0;7.0;4.0;2.0;90.0;84.0;66.0;58.0;28.0;12.0;5.0;3.0;2.0;4.0;7.0;8.0;7.0;5.0;2.0;1.0;1.0;1.0
23;Totaal mannen en vrouwen;Landbouw;Totaal alle vooropleidingen;Cohort 1993;980;18.0;23.0;50.0;66.0;75.0;78.0;80.0;17.0;22.0;45.0;59.0;66.0;67.0;68.0;0.0;0.0;1.0;2.0;3.0;4.0;4.0;0.0;1.0;4.0;5.0;6.0;7.0;7.0;9.0;13.0;14.0;15.0;16.0;16.0;17.0;17.0;17.0;91.0;86.0;68.0;62.0;34.0;18.0;8.0;5.0;4.0;87.0;80.0;60.0;54.0;30.0;15.0;6.0;4.0;3.0;4.0;6.0;8.0;7.0;5.0;3.0;2.0;1.0;1.0
24;Totaal mannen en vrouwen;Landbouw;Totaal alle vooropleidingen;Cohort 1994;960;17.0;22.0;48.0;67.0;74.0;79.0;80.0;16.0;21.0;43.0;60.0;67.0;70.0;70.0;0.0;1.0;1.0;3.0;4.0;4.0;4.0;0.0;1.0;3.0;4.0;4.0;5.0;5.0;8.0;11.0;12.0;13.0;15.0;16.0;16.0;17.0;17.0;92.0;87.0;71.0;64.0;37.0;17.0;10.0;5.0;4.0;88.0;82.0;65.0;59.0;34.0;15.0;8.0;4.0;2.0;4.0;5.0;6.0;6.0;3.0;2.0;2.0;1.0;1.0
25;Totaal mannen en vrouwen;Landbouw;VWO;Cohort 1990;920;0.0;1.0;8.0;66.0;82.0;87.0;89.0;0.0;0.0;6.0;59.0;72.0;75.0;76.0;0.0;0.0;0.0;2.0;3.0;5.0;5.0;0.0;0.0;2.0;5.0;6.0;7.0;8.0;2.0;3.0;5.0;5.0;6.0;7.0;8.0;8.0;8.0;98.0;97.0;95.0;94.0;86.0;28.0;10.0;6.0;3.0;94.0;89.0;86.0;85.0;79.0;24.0;7.0;3.0;2.0;4.0;7.0;9.0;9.0;7.0;4.0;3.0;2.0;1.0
26;Totaal mannen en vrouwen;Landbouw;VWO;Cohort 1991;740;0.0;1.0;45.0;73.0;81.0;86.0;88.0;0.0;1.0;42.0;66.0;73.0;76.0;77.0;0.0;0.0;0.0;2.0;2.0;3.0;4.0;0.0;0.0;3.0;5.0;6.0;7.0;7.0;2.0;3.0;5.0;6.0;6.0;7.0;9.0;10.0;10.0;98.0;96.0;95.0;92.0;49.0;20.0;9.0;5.0;3.0;94.0;91.0;87.0;84.0;43.0;17.0;8.0;4.0;2.0;3.0;5.0;8.0;8.0;5.0;3.0;2.0;1.0;1.0
27;Totaal mannen en vrouwen;Landbouw;VWO;Cohort 1992;660;0.0;2.0;47.0;72.0;81.0;84.0;85.0;0.0;1.0;42.0;62.0;70.0;72.0;73.0;0.0;0.0;1.0;3.0;3.0;4.0;4.0;0.0;1.0;4.0;7.0;8.0;8.0;8.0;2.0;4.0;5.0;5.0;7.0;10.0;10.0;11.0;12.0;98.0;96.0;95.0;93.0;46.0;18.0;9.0;5.0;3.0;93.0;88.0;85.0;83.0;40.0;16.0;7.0;4.0;2.0;4.0;8.0;10.0;10.0;6.0;3.0;2.0;1.0;1.0
28;Totaal mannen en vrouwen;Landbouw;VWO;Cohort 1993;600;0.0;2.0;42.0;66.0;80.0;84.0;87.0;0.0;2.0;37.0;58.0;68.0;71.0;72.0;0.0;0.0;1.0;2.0;3.0;4.0;5.0;0.0;0.0;5.0;6.0;8.0;9.0;10.0;3.0;6.0;6.0;7.0;7.0;9.0;10.0;10.0;9.0;97.0;94.0;93.0;91.0;51.0;25.0;11.0;6.0;4.0;92.0;86.0;82.0;80.0;44.0;21.0;8.0;5.0;4.0;5.0;9.0;11.0;11.0;7.0;4.0;3.0;1.0;1.0
29;Totaal mannen en vrouwen;Landbouw;VWO;Cohort 1994;630;0.0;3.0;39.0;66.0;77.0;83.0;84.0;0.0;3.0;35.0;60.0;68.0;73.0;73.0;0.0;0.0;1.0;3.0;4.0;4.0;5.0;0.0;0.0;3.0;4.0;5.0;6.0;6.0;4.0;6.0;7.0;8.0;10.0;11.0;11.0;11.0;12.0;96.0;94.0;93.0;89.0;52.0;22.0;12.0;6.0;5.0;92.0;88.0;85.0;82.0;48.0;20.0;10.0;5.0;3.0;4.0;6.0;7.0;7.0;4.0;3.0;2.0;2.0;1.0
30;Totaal mannen en vrouwen;Landbouw;HBO-diploma;Cohort 1990;320;58.0;74.0;81.0;83.0;84.0;84.0;85.0;58.0;74.0;81.0;83.0;83.0;84.0;84.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;10.0;12.0;13.0;14.0;15.0;15.0;15.0;15.0;95.0;86.0;30.0;12.0;5.0;2.0;1.0;0.0;0.0;94.0;86.0;30.0;12.0;5.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
31;Totaal mannen en vrouwen;Landbouw;HBO-diploma;Cohort 1991;320;53.0;72.0;75.0;77.0;78.0;78.0;78.0;52.0;70.0;74.0;76.0;76.0;77.0;77.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;16.0;18.0;20.0;20.0;21.0;21.0;21.0;21.0;90.0;82.0;29.0;9.0;5.0;3.0;1.0;1.0;1.0;89.0;81.0;28.0;9.0;5.0;3.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0
32;Totaal mannen en vrouwen;Landbouw;HBO-diploma;Cohort 1992;290;53.0;68.0;72.0;73.0;73.0;73.0;74.0;52.0;67.0;71.0;71.0;72.0;72.0;72.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;11.0;15.0;20.0;23.0;26.0;26.0;26.0;25.0;25.0;89.0;82.0;27.0;10.0;2.0;2.0;1.0;2.0;1.0;89.0;82.0;27.0;9.0;2.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0
33;Totaal mannen en vrouwen;Landbouw;HBO-diploma;Cohort 1993;290;56.0;67.0;70.0;70.0;71.0;71.0;72.0;55.0;66.0;69.0;69.0;70.0;70.0;71.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;22.0;25.0;28.0;27.0;27.0;28.0;27.0;27.0;82.0;76.0;20.0;6.0;4.0;3.0;1.0;2.0;1.0;82.0;76.0;19.0;6.0;3.0;3.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0
34;Totaal mannen en vrouwen;Landbouw;HBO-diploma;Cohort 1994;250;62.0;73.0;74.0;75.0;75.0;75.0;75.0;61.0;71.0;72.0;72.0;72.0;72.0;73.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;19.0;20.0;22.0;24.0;23.0;23.0;24.0;24.0;87.0;77.0;18.0;5.0;2.0;2.0;2.0;1.0;1.0;87.0;76.0;18.0;4.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0
35;Totaal mannen en vrouwen;Landbouw;Andere vooropleiding;Cohort 1990;80;5.0;16.0;30.0;53.0;61.0;66.0;69.0;4.0;11.0;19.0;37.0;41.0;46.0;47.0;0.0;4.0;7.0;10.0;12.0;12.0;12.0;1.0;1.0;4.0;6.0;8.0;8.0;10.0;17.0;18.0;22.0;23.0;25.0;27.0;28.0;29.0;29.0;81.0;80.0;72.0;61.0;45.0;20.0;11.0;5.0;2.0;73.0;65.0;64.0;52.0;39.0;17.0;10.0;4.0;2.0;7.0;14.0;8.0;10.0;6.0;4.0;1.0;1.0;0.0
36;Totaal mannen en vrouwen;Landbouw;Andere vooropleiding;Cohort 1991;70;3.0;17.0;39.0;54.0;64.0;72.0;72.0;1.0;14.0;28.0;36.0;40.0;44.0;44.0;0.0;0.0;3.0;4.0;7.0;11.0;11.0;1.0;3.0;8.0;14.0;17.0;17.0;17.0;13.0;13.0;15.0;14.0;17.0;22.0;24.0;24.0;24.0;88.0;88.0;82.0;69.0;44.0;22.0;11.0;3.0;3.0;75.0;69.0;67.0;56.0;35.0;19.0;11.0;3.0;3.0;13.0;18.0;15.0;14.0;10.0;3.0;0.0;0.0;0.0
37;Totaal mannen en vrouwen;Landbouw;Andere vooropleiding;Cohort 1992;70;12.0;25.0;36.0;43.0;49.0;54.0;55.0;6.0;16.0;21.0;25.0;30.0;33.0;34.0;0.0;0.0;1.0;1.0;1.0;3.0;3.0;6.0;9.0;13.0;16.0;18.0;18.0;18.0;25.0;34.0;36.0;42.0;37.0;40.0;45.0;46.0;46.0;73.0;64.0;55.0;36.0;30.0;19.0;9.0;3.0;1.0;57.0;46.0;39.0;25.0;24.0;16.0;7.0;3.0;1.0;16.0;18.0;16.0;10.0;6.0;3.0;1.0;0.0;0.0
38;Totaal mannen en vrouwen;Landbouw;Andere vooropleiding;Cohort 1993;90;12.0;21.0;41.0;48.0;55.0;57.0;58.0;8.0;13.0;27.0;32.0;35.0;36.0;37.0;0.0;1.0;4.0;7.0;8.0;9.0;9.0;4.0;7.0;9.0;10.0;12.0;12.0;12.0;21.0;29.0;33.0;34.0;36.0;34.0;35.0;35.0;35.0;79.0;67.0;55.0;45.0;23.0;18.0;10.0;8.0;7.0;66.0;56.0;47.0;40.0;20.0;15.0;10.0;7.0;5.0;13.0;11.0;8.0;5.0;3.0;2.0;0.0;1.0;1.0
39;Totaal mannen en vrouwen;Landbouw;Andere vooropleiding;Cohort 1994;90;8.0;18.0;39.0;51.0;55.0;60.0;62.0;6.0;11.0;25.0;33.0;37.0;39.0;39.0;0.0;0.0;2.0;6.0;6.0;7.0;7.0;2.0;7.0;12.0;12.0;12.0;13.0;16.0;22.0;27.0;27.0;28.0;27.0;29.0;29.0;33.0;35.0;78.0;70.0;65.0;54.0;34.0;20.0;16.0;8.0;3.0;65.0;58.0;52.0;43.0;28.0;16.0;12.0;6.0;2.0;12.0;11.0;13.0;11.0;6.0;4.0;3.0;2.0;1.0
40;Totaal mannen en vrouwen;Natuur;Totaal alle vooropleidingen;Cohort 1990;2630;8.0;11.0;23.0;57.0;69.0;73.0;76.0;8.0;11.0;20.0;49.0;57.0;60.0;61.0;0.0;0.0;1.0;5.0;7.0;8.0;9.0;0.0;0.0;2.0;4.0;5.0;5.0;6.0;6.0;9.0;11.0;12.0;13.0;16.0;17.0;18.0;19.0;94.0;90.0;81.0;76.0;64.0;27.0;14.0;9.0;6.0;90.0;83.0;74.0;69.0;59.0;24.0;13.0;7.0;4.0;4.0;7.0;7.0;7.0;5.0;3.0;2.0;1.0;1.0
41;Totaal mannen en vrouwen;Natuur;Totaal alle vooropleidingen;Cohort 1991;2730;7.0;11.0;36.0;60.0;69.0;73.0;75.0;7.0;10.0;31.0;50.0;56.0;58.0;59.0;0.0;0.0;1.0;5.0;6.0;8.0;9.0;0.0;1.0;3.0;5.0;7.0;7.0;8.0;7.0;9.0;11.0;12.0;14.0;16.0;17.0;19.0;19.0;92.0;90.0;82.0;77.0;50.0;24.0;14.0;8.0;6.0;87.0;82.0;74.0;68.0;44.0;21.0;11.0;7.0;5.0;5.0;8.0;9.0;9.0;6.0;4.0;2.0;2.0;1.0
