ID;Landen;Perioden;TotaalAsielverzoeken_1;EersteAsielverzoeken_2
104;Duitsland;2016;745.2;722.3
105;Duitsland;2017;222.6;198.3
106;Duitsland;2018;184.2;161.9
107;Duitsland;2019;165.6;142.4
108;Duitsland;2020;122.0;102.5
109;Duitsland;2021;190.5;148.2
110;Duitsland;2022;243.8;217.7
111;Duitsland;2023;351.5;329.0
112;Estland;2008;0.0;0.0
113;Estland;2009;0.0;0.0
114;Estland;2010;0.0;0.0
115;Estland;2011;0.1;0.1
116;Estland;2012;0.1;0.1
117;Estland;2013;0.1;0.1
118;Estland;2014;0.2;0.1
119;Estland;2015;0.2;0.2
120;Estland;2016;0.2;0.1
121;Estland;2017;0.2;0.2
122;Estland;2018;0.1;0.1
123;Estland;2019;0.1;0.1
124;Estland;2020;0.0;0.0
125;Estland;2021;0.1;0.1
126;Estland;2022;2.9;2.9
127;Estland;2023;4.0;4.0
128;Finland;2008;3.7;
129;Finland;2009;4.9;
130;Finland;2010;3.1;
131;Finland;2011;2.9;
132;Finland;2012;3.1;2.9
133;Finland;2013;3.2;3.0
134;Finland;2014;3.6;3.5
135;Finland;2015;32.3;32.1
136;Finland;2016;5.6;5.3
137;Finland;2017;5.0;4.3
138;Finland;2018;4.5;3.0
139;Finland;2019;4.5;2.4
140;Finland;2020;3.2;1.4
141;Finland;2021;2.5;1.4
142;Finland;2022;5.8;4.8
143;Finland;2023;5.3;4.4
144;Frankrijk;2008;41.8;
145;Frankrijk;2009;47.6;42.1
146;Frankrijk;2010;52.7;48.0
147;Frankrijk;2011;57.3;52.1
148;Frankrijk;2012;61.4;54.3
149;Frankrijk;2013;66.3;60.5
150;Frankrijk;2014;64.3;58.8
151;Frankrijk;2015;76.2;70.6
152;Frankrijk;2016;84.3;76.8
153;Frankrijk;2017;99.3;92.0
154;Frankrijk;2018;137.7;126.6
155;Frankrijk;2019;151.1;138.3
156;Frankrijk;2020;93.2;81.7
157;Frankrijk;2021;120.7;103.8
158;Frankrijk;2022;156.5;137.5
159;Frankrijk;2023;166.9;145.1
160;Griekenland;2008;19.9;
161;Griekenland;2009;15.9;
162;Griekenland;2010;10.3;
163;Griekenland;2011;9.3;9.3
164;Griekenland;2012;9.6;9.6
165;Griekenland;2013;8.2;7.9
166;Griekenland;2014;9.4;7.6
167;Griekenland;2015;13.2;11.4
168;Griekenland;2016;51.1;49.9
169;Griekenland;2017;58.6;56.9
170;Griekenland;2018;67.0;65.0
171;Griekenland;2019;77.3;74.9
172;Griekenland;2020;40.6;37.9
173;Griekenland;2021;28.4;22.7
174;Griekenland;2022;37.4;29.1
175;Griekenland;2023;64.2;57.9
176;Hongarije;2008;3.2;
177;Hongarije;2009;4.7;
178;Hongarije;2010;2.1;
179;Hongarije;2011;1.7;
180;Hongarije;2012;2.2;
181;Hongarije;2013;18.9;18.6
182;Hongarije;2014;42.8;41.2
183;Hongarije;2015;177.1;174.4
184;Hongarije;2016;29.4;28.2
185;Hongarije;2017;3.4;3.1
186;Hongarije;2018;0.7;0.6
187;Hongarije;2019;0.5;0.5
188;Hongarije;2020;0.1;0.1
189;Hongarije;2021;0.0;0.0
190;Hongarije;2022;0.0;0.0
191;Hongarije;2023;0.0;0.0
192;Ierland;2008;3.9;3.8
193;Ierland;2009;2.7;2.6
194;Ierland;2010;1.9;1.9
195;Ierland;2011;1.3;1.3
196;Ierland;2012;1.0;0.9
197;Ierland;2013;0.9;0.9
198;Ierland;2014;1.4;1.4
199;Ierland;2015;3.3;3.3
200;Ierland;2016;2.2;2.2
201;Ierland;2017;2.9;2.9
202;Ierland;2018;3.7;3.7
203;Ierland;2019;4.8;4.7
204;Ierland;2020;1.6;1.5
205;Ierland;2021;2.6;2.6
206;Ierland;2022;13.7;13.6
207;Ierland;2023;13.3;13.2
208;Italië;2008;30.1;30.1
209;Italië;2009;17.7;17.4
210;Italië;2010;10.0;10.0
211;Italië;2011;40.3;40.3
212;Italië;2012;17.3;17.2
213;Italië;2013;26.6;25.7
214;Italië;2014;64.6;63.7
215;Italië;2015;83.5;82.8
216;Italië;2016;123.0;121.2
217;Italië;2017;128.8;126.6
218;Italië;2018;60.0;53.4
219;Italië;2019;43.8;35.0
220;Italië;2020;26.9;21.3
221;Italië;2021;53.6;45.2
222;Italië;2022;84.3;77.2
223;Italië;2023;135.8;130.6
224;Kroatië;2008;;
225;Kroatië;2009;;
226;Kroatië;2010;;
227;Kroatië;2011;;
228;Kroatië;2012;;
229;Kroatië;2013;1.1;1.0
230;Kroatië;2014;0.4;0.4
231;Kroatië;2015;0.2;0.1
232;Kroatië;2016;2.2;2.1
233;Kroatië;2017;1.0;0.9
234;Kroatië;2018;0.8;0.7
235;Kroatië;2019;1.4;1.3
236;Kroatië;2020;1.6;1.5
237;Kroatië;2021;2.9;2.7
238;Kroatië;2022;2.7;2.7
239;Kroatië;2023;1.8;1.6
240;Letland;2008;0.1;0.1
241;Letland;2009;0.1;0.0
242;Letland;2010;0.1;0.1
243;Letland;2011;0.3;0.3
244;Letland;2012;0.2;0.2
245;Letland;2013;0.2;0.2
246;Letland;2014;0.4;0.4
247;Letland;2015;0.3;0.3
248;Letland;2016;0.3;0.3
249;Letland;2017;0.4;0.4
250;Letland;2018;0.2;0.2
251;Letland;2019;0.2;0.2
252;Letland;2020;0.2;0.1
253;Letland;2021;0.6;0.6
254;Letland;2022;0.6;0.5
255;Letland;2023;1.7;1.6
256;Litouwen;2008;0.5;
257;Litouwen;2009;0.4;0.2
258;Litouwen;2010;0.5;0.4
259;Litouwen;2011;0.5;0.4
260;Litouwen;2012;0.6;0.6
261;Litouwen;2013;0.4;0.2
262;Litouwen;2014;0.4;0.4
263;Litouwen;2015;0.3;0.3
264;Litouwen;2016;0.4;0.4
265;Litouwen;2017;0.5;0.5
266;Litouwen;2018;0.4;0.4
267;Litouwen;2019;0.6;0.6
268;Litouwen;2020;0.3;0.3
269;Litouwen;2021;3.9;3.9
270;Litouwen;2022;1.0;0.9
271;Litouwen;2023;0.6;0.5
272;Luxemburg;2008;0.5;
273;Luxemburg;2009;0.5;
274;Luxemburg;2010;0.8;
275;Luxemburg;2011;2.1;1.9
276;Luxemburg;2012;2.0;2.0
277;Luxemburg;2013;1.1;1.0
278;Luxemburg;2014;1.1;1.0
279;Luxemburg;2015;2.5;2.4
280;Luxemburg;2016;2.2;2.1
281;Luxemburg;2017;2.4;2.3
282;Luxemburg;2018;2.3;2.2
283;Luxemburg;2019;2.3;2.2
284;Luxemburg;2020;1.3;1.3
285;Luxemburg;2021;1.4;1.4
286;Luxemburg;2022;2.5;2.4
287;Luxemburg;2023;2.7;2.6
288;Malta;2008;2.6;2.6
289;Malta;2009;2.4;2.4
290;Malta;2010;0.4;0.1
291;Malta;2011;1.9;1.9
292;Malta;2012;2.1;2.1
293;Malta;2013;2.2;2.2
294;Malta;2014;1.4;1.3
295;Malta;2015;1.8;1.7
296;Malta;2016;1.9;1.7
297;Malta;2017;1.8;1.6
298;Malta;2018;2.1;2.0
299;Malta;2019;4.1;4.0
300;Malta;2020;2.5;2.4
301;Malta;2021;1.6;1.2
302;Malta;2022;1.3;0.9
303;Malta;2023;0.9;0.5
304;Nederland;2008;15.3;13.4
305;Nederland;2009;16.1;14.9
306;Nederland;2010;15.1;13.3
307;Nederland;2011;14.6;11.6
308;Nederland;2012;13.1;9.7
309;Nederland;2013;13.1;9.8
310;Nederland;2014;24.5;21.8
311;Nederland;2015;45.0;43.0
312;Nederland;2016;20.9;19.3
313;Nederland;2017;18.2;16.1
314;Nederland;2018;24.0;20.5
315;Nederland;2019;25.2;22.5
316;Nederland;2020;15.3;13.7
317;Nederland;2021;26.5;24.7
318;Nederland;2022;37.0;35.5
319;Nederland;2023;39.7;38.3
320;Oostenrijk;2008;12.7;
321;Oostenrijk;2009;15.8;
322;Oostenrijk;2010;11.0;
323;Oostenrijk;2011;14.4;
324;Oostenrijk;2012;17.4;
325;Oostenrijk;2013;17.5;
326;Oostenrijk;2014;28.0;25.7
327;Oostenrijk;2015;88.2;85.5
328;Oostenrijk;2016;42.3;39.9
329;Oostenrijk;2017;24.7;22.5
330;Oostenrijk;2018;13.7;11.6
331;Oostenrijk;2019;12.9;11.0
332;Oostenrijk;2020;14.8;13.4
333;Oostenrijk;2021;39.9;37.8
334;Oostenrijk;2022;112.2;109.8
335;Oostenrijk;2023;58.7;55.6
336;Polen;2008;8.5;7.2
337;Polen;2009;10.6;9.7
338;Polen;2010;6.5;4.3
339;Polen;2011;6.9;5.0
340;Polen;2012;10.8;9.2
341;Polen;2013;15.2;14.0
342;Polen;2014;8.0;5.6
343;Polen;2015;12.2;10.3
344;Polen;2016;12.3;9.8
345;Polen;2017;5.0;3.0
346;Polen;2018;4.1;2.4
347;Polen;2019;4.1;2.8
348;Polen;2020;2.8;1.5
349;Polen;2021;7.8;6.2
350;Polen;2022;9.8;7.7
351;Polen;2023;9.5;7.7
352;Portugal;2008;0.2;0.2
353;Portugal;2009;0.1;0.1
354;Portugal;2010;0.2;0.2
355;Portugal;2011;0.3;0.3
356;Portugal;2012;0.3;0.3
357;Portugal;2013;0.5;0.5
358;Portugal;2014;0.4;0.4
359;Portugal;2015;0.9;0.9
360;Portugal;2016;1.5;0.7
361;Portugal;2017;1.8;1.0
362;Portugal;2018;1.3;1.2
363;Portugal;2019;1.8;1.7
364;Portugal;2020;1.0;0.9
365;Portugal;2021;1.5;1.4
366;Portugal;2022;2.1;2.0
367;Portugal;2023;2.7;2.6
368;Roemenië;2008;1.2;
369;Roemenië;2009;1.0;
370;Roemenië;2010;0.9;
371;Roemenië;2011;1.7;1.7
372;Roemenië;2012;2.5;2.4
373;Roemenië;2013;1.5;1.4
374;Roemenië;2014;1.5;1.5
375;Roemenië;2015;1.3;1.2
376;Roemenië;2016;1.9;1.9
377;Roemenië;2017;4.8;4.7
378;Roemenië;2018;2.1;1.9
379;Roemenië;2019;2.6;2.5
380;Roemenië;2020;6.2;6.0
381;Roemenië;2021;9.6;9.1
382;Roemenië;2022;12.4;12.1
383;Roemenië;2023;10.1;9.9
384;Slovenië;2008;0.3;0.2
385;Slovenië;2009;0.2;0.2
386;Slovenië;2010;0.2;0.2
387;Slovenië;2011;0.4;0.3
388;Slovenië;2012;0.3;0.3
389;Slovenië;2013;0.3;0.2
390;Slovenië;2014;0.4;0.4
391;Slovenië;2015;0.3;0.3
392;Slovenië;2016;1.3;1.3
393;Slovenië;2017;1.5;1.4
394;Slovenië;2018;2.9;2.8
395;Slovenië;2019;3.8;3.6
396;Slovenië;2020;3.5;3.5
397;Slovenië;2021;5.3;5.2
398;Slovenië;2022;6.8;6.6
399;Slovenië;2023;7.3;7.2
400;Slowakije;2008;0.9;
401;Slowakije;2009;0.8;
402;Slowakije;2010;0.5;0.3
403;Slowakije;2011;0.5;0.3
404;Slowakije;2012;0.7;0.6
405;Slowakije;2013;0.4;0.3
406;Slowakije;2014;0.3;0.2
407;Slowakije;2015;0.3;0.3
408;Slowakije;2016;0.1;0.1
409;Slowakije;2017;0.2;0.1
410;Slowakije;2018;0.2;0.2
411;Slowakije;2019;0.2;0.2
412;Slowakije;2020;0.3;0.3
413;Slowakije;2021;0.4;0.3
414;Slowakije;2022;0.5;0.5
415;Slowakije;2023;0.4;0.4
416;Spanje;2008;4.5;
417;Spanje;2009;3.0;
418;Spanje;2010;2.7;2.5
419;Spanje;2011;3.4;3.0
420;Spanje;2012;2.6;2.4
421;Spanje;2013;4.5;4.3
422;Spanje;2014;5.6;5.5
423;Spanje;2015;14.8;14.6
424;Spanje;2016;15.8;15.6
425;Spanje;2017;36.6;33.0
426;Spanje;2018;54.0;52.7
427;Spanje;2019;117.8;115.2
428;Spanje;2020;88.5;86.4
429;Spanje;2021;65.3;62.0
430;Spanje;2022;117.9;116.1
431;Spanje;2023;162.4;160.5
432;Tsjechië;2008;1.6;1.1
433;Tsjechië;2009;1.2;0.6
434;Tsjechië;2010;0.8;0.4
435;Tsjechië;2011;0.8;0.5
436;Tsjechië;2012;0.7;0.5
437;Tsjechië;2013;0.7;0.5
438;Tsjechië;2014;1.1;0.9
439;Tsjechië;2015;1.5;1.2
440;Tsjechië;2016;1.5;1.2
441;Tsjechië;2017;1.4;1.1
442;Tsjechië;2018;1.7;1.4
443;Tsjechië;2019;1.9;1.6
444;Tsjechië;2020;1.2;0.8
445;Tsjechië;2021;1.4;1.1
446;Tsjechië;2022;1.7;1.3
447;Tsjechië;2023;1.4;1.1
448;Zweden;2008;24.8;24.3
449;Zweden;2009;24.2;23.6
450;Zweden;2010;31.9;31.8
451;Zweden;2011;29.6;29.6
452;Zweden;2012;43.9;43.8
453;Zweden;2013;54.3;49.2
454;Zweden;2014;81.2;75.0
455;Zweden;2015;162.4;156.1
456;Zweden;2016;28.8;22.3
457;Zweden;2017;26.3;22.2
458;Zweden;2018;21.6;18.1
459;Zweden;2019;26.3;23.1
460;Zweden;2020;16.2;13.6
461;Zweden;2021;14.0;10.1
462;Zweden;2022;23.8;13.2
463;Zweden;2023;17.0;8.9
464;IJsland;2008;;
465;IJsland;2009;0.0;
466;IJsland;2010;0.0;
467;IJsland;2011;0.1;
468;IJsland;2012;0.1;
469;IJsland;2013;0.1;
470;IJsland;2014;0.2;
471;IJsland;2015;0.4;0.4
472;IJsland;2016;1.1;1.1
473;IJsland;2017;1.1;1.1
474;IJsland;2018;0.8;0.7
475;IJsland;2019;0.8;0.8
476;IJsland;2020;0.6;0.6
477;IJsland;2021;0.9;0.9
478;IJsland;2022;4.6;4.5
479;IJsland;2023;4.2;4.1
480;Liechtenstein;2008;;
481;Liechtenstein;2009;0.3;
482;Liechtenstein;2010;0.1;
483;Liechtenstein;2011;0.1;
484;Liechtenstein;2012;0.1;
485;Liechtenstein;2013;0.1;
486;Liechtenstein;2014;0.1;
487;Liechtenstein;2015;0.1;
488;Liechtenstein;2016;0.1;0.1
489;Liechtenstein;2017;0.1;0.1
490;Liechtenstein;2018;0.2;0.1
491;Liechtenstein;2019;0.0;0.0
492;Liechtenstein;2020;0.0;0.0
493;Liechtenstein;2021;0.1;0.1
494;Liechtenstein;2022;0.1;0.1
495;Liechtenstein;2023;0.1;0.1
496;Montenegro;2008;;
497;Montenegro;2009;;
498;Montenegro;2010;;
499;Montenegro;2011;;
500;Montenegro;2012;;
501;Montenegro;2013;;
502;Montenegro;2014;;
503;Montenegro;2015;;
504;Montenegro;2016;;
505;Montenegro;2017;;
506;Montenegro;2018;3.1;3.1
507;Montenegro;2019;1.9;1.9
508;Montenegro;2020;0.5;0.5
509;Montenegro;2021;0.3;0.3
510;Montenegro;2022;0.2;0.2
511;Montenegro;2023;;0.1
512;Noorwegen;2008;14.4;14.0
513;Noorwegen;2009;17.1;16.5
514;Noorwegen;2010;10.0;9.3
515;Noorwegen;2011;9.0;8.5
516;Noorwegen;2012;9.7;9.2
517;Noorwegen;2013;11.9;11.4
518;Noorwegen;2014;11.4;10.9
519;Noorwegen;2015;31.1;30.5
520;Noorwegen;2016;3.5;3.2
521;Noorwegen;2017;3.5;3.4
522;Noorwegen;2018;2.7;2.5
523;Noorwegen;2019;2.3;2.2
524;Noorwegen;2020;1.4;1.3
525;Noorwegen;2021;1.6;1.6
526;Noorwegen;2022;4.8;4.7
527;Noorwegen;2023;5.5;5.2
528;Verenigd Koninkrijk;2008;31.3;31.3
529;Verenigd Koninkrijk;2009;31.7;30.6
530;Verenigd Koninkrijk;2010;24.3;22.6
531;Verenigd Koninkrijk;2011;26.9;25.9
532;Verenigd Koninkrijk;2012;28.8;27.9
533;Verenigd Koninkrijk;2013;30.6;29.6
534;Verenigd Koninkrijk;2014;32.8;32.1
535;Verenigd Koninkrijk;2015;40.2;39.7
536;Verenigd Koninkrijk;2016;39.7;39.2
537;Verenigd Koninkrijk;2017;34.8;34.4
538;Verenigd Koninkrijk;2018;38.8;38.4
539;Verenigd Koninkrijk;2019;46.1;44.2
540;Verenigd Koninkrijk;2020;;
541;Verenigd Koninkrijk;2021;;
542;Verenigd Koninkrijk;2022;;
543;Verenigd Koninkrijk;2023;;
544;Zwitserland;2008;16.5;15.1
545;Zwitserland;2009;15.9;14.4
546;Zwitserland;2010;15.4;13.4
547;Zwitserland;2011;23.6;19.2
548;Zwitserland;2012;28.4;25.8
549;Zwitserland;2013;21.3;19.3
550;Zwitserland;2014;23.6;21.9
551;Zwitserland;2015;39.4;38.1
552;Zwitserland;2016;27.1;25.8
553;Zwitserland;2017;18.0;16.6
554;Zwitserland;2018;15.2;13.5
555;Zwitserland;2019;14.2;12.5
556;Zwitserland;2020;11.0;9.7
557;Zwitserland;2021;14.8;13.2
558;Zwitserland;2022;24.4;23.1
559;Zwitserland;2023;30.1;26.8
